"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,2.67,3.87,7.35,2.32,3.87,0.0,0.0,2.72,0.0,0.0,2.06,2.78,0.0,3.33,2.88,2.78
 TRANSPORTE POR APLICATIVO,1.33,29.8,-5.54,9.86,6.85,0.63,0.0,-4.1,6.84,0.0,-14.16,-2.29,-4.24,0.0,8.67,-3.19,5.57
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,0.57,0.9,1.19,0.96,0.32,0.59,0.84,0.65,0.32,0.71,1.0,0.87,0.04,0.6,0.84,0.77,0.63
 AUTOMÓVEL NOVO,0.75,1.05,0.93,0.8,0.45,0.23,0.91,0.75,-0.01,0.63,2.99,0.74,0.3,-0.35,1.65,0.47,0.7
 EMPLACAMENTO E LICENÇA,1.25,1.24,2.98,1.24,1.86,1.15,2.12,1.28,1.21,1.13,1.24,1.24,1.27,1.21,1.73,1.26,1.6
 SEGURO VOLUNTÁRIO DE VEÍCULO,-2.55,5.76,0.71,6.91,-4.61,1.78,1.81,-0.8,0.11,1.58,-0.79,4.62,-0.62,0.0,-0.63,1.58,-0.63
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,-1.71,-1.1,0.81,-0.58,2.06,2.53,0.35,-0.82,-3.13,0.09,0.0,-1.17,2.21,1.49,2.65,-0.56
 ACESSÓRIOS E PEÇAS,1.64,-0.05,1.33,2.46,0.3,-0.33,0.47,-0.7,-0.22,2.02,-0.59,-0.43,1.18,1.82,1.49,1.75,0.6
 PNEU,0.0,0.71,-0.63,2.84,-1.57,-0.67,1.7,-0.23,1.06,-0.17,-0.2,-1.16,-3.21,-1.3,0.33,0.61,-0.36
 CONSERTO DE AUTOMÓVEL,2.71,0.03,1.3,-1.39,0.74,0.36,-1.99,0.52,0.04,2.69,0.7,-0.65,-0.14,1.58,0.12,1.11,0.77
 ESTACIONAMENTO,0.0,-0.86,0.0,0.0,1.89,0.0,0.0,0.0,0.62,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.29
 PEDÁGIO,0.0,14.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.83
 AUTOMÓVEL USADO,-0.3,-1.37,0.69,0.0,0.43,-0.69,0.37,-0.27,-0.37,-0.76,-0.02,0.4,-0.62,1.27,-0.38,-0.59,-0.07
 PINTURA DE VEÍCULO,0.0,0.0,-0.07,2.48,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
 ALUGUEL DE VEÍCULO,-2.77,0.0,0.0,0.0,0.0,0.0,-11.32,0.0,-5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.18
 MOTOCICLETA,1.65,1.23,0.66,1.37,-0.4,0.97,1.24,1.9,3.34,0.03,1.9,1.74,-0.14,0.0,0.63,-0.32,0.77
 COMBUSTÍVEIS (VEÍCULOS),-0.72,1.24,-0.03,3.32,0.52,-2.56,-0.52,2.54,-1.02,1.96,2.75,2.16,1.19,0.06,-0.4,0.99,0.63
 GASOLINA,0.01,1.42,0.68,3.73,0.98,-2.43,-0.28,2.8,-0.8,3.37,3.37,2.47,1.57,0.87,-0.01,1.21,1.16
 ETANOL,-3.36,0.0,-3.3,-0.21,-0.41,-3.17,0.0,0.0,-1.17,-2.62,1.53,0.0,-0.89,0.0,0.0,0.0,-1.03
 ÓLEO DIESEL,-1.42,-2.65,-3.44,-3.56,-2.36,-4.12,-5.43,-1.75,-3.2,-5.54,-2.65,-2.63,-3.95,-4.02,-4.62,-3.82,-3.25
 GÁS VEICULAR,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41
 SAÚDE E CUIDADOS PESSOAIS,0.88,1.42,1.18,1.27,1.12,1.26,1.92,1.33,1.51,1.67,0.78,0.95,1.27,2.43,2.03,1.85,1.26
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.49,0.21,0.23,-0.63,-0.32,0.43,-0.05,-0.72,-0.02,0.83,-1.04,0.08,-0.13,0.69,-0.39,0.41,-0.12
 PRODUTOS FARMACÊUTICOS,-0.41,0.16,0.14,-0.39,-0.31,0.45,-0.45,-0.85,-0.07,1.02,-1.08,0.08,-0.28,0.72,-0.3,0.29,-0.12
 ANTI-INFECCIOSO E ANTIBIÓTICO,2.72,-0.45,-0.07,-2.35,1.02,3.56,-2.63,-0.29,0.54,1.21,-2.76,0.03,0.71,1.55,-1.18,0.42,0.31
 ANALGÉSICO E ANTITÉRMICO,0.57,0.9,0.34,0.31,-0.68,0.63,1.24,-0.71,-0.11,1.34,-0.17,-0.13,1.15,1.32,-0.12,1.97,0.18
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.7,0.17,-1.06,0.42,1.09,1.55,0.17,-0.8,0.41,1.89,-1.37,1.84,-0.58,1.19,0.8,-1.06,0.23
 ANTIGRIPAL E ANTITUSSÍGENO,1.12,1.28,-0.39,0.17,2.47,-0.43,0.2,-0.14,-0.62,3.0,0.47,-0.39,-0.32,0.71,1.3,0.14,1.13
 DERMATOLÓGICO,1.01,0.93,-0.77,0.13,-0.61,-0.66,0.0,-0.48,0.5,1.51,0.0,0.91,0.46,0.49,2.47,0.22,0.03
 ANTIALÉRGICO E BRONCODILATADOR,0.2,0.06,0.57,-1.72,1.03,-1.31,-1.14,-0.96,0.56,0.97,-0.8,-1.06,-1.41,0.19,1.86,-1.15,0.26
 GASTROPROTETOR,1.73,0.97,1.26,0.13,0.55,0.0,-0.24,1.05,1.86,0.46,-1.4,-0.21,0.62,0.73,-0.1,1.62,0.65
 VITAMINA E FORTIFICANTE,-1.1,1.76,-0.67,0.89,0.23,-0.01,-0.32,0.87,-1.81,-0.22,-2.16,0.66,-0.56,0.33,0.41,1.49,-0.16
 HORMONAL,-0.73,0.41,-0.56,-3.35,-3.51,-0.94,-1.59,-1.85,-0.17,1.41,-1.59,0.23,-0.46,0.57,-0.61,1.95,-1.37
 PSICOTRÓPICO E ANOREXÍGENO,-1.19,0.48,0.31,2.69,0.63,1.74,1.22,-2.99,1.36,0.91,-0.91,-0.29,-1.3,-0.05,-0.46,0.11,0.35
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-2.64,-2.35,1.19,-1.06,-0.68,0.91,-2.74,-1.71,-0.55,0.28,-1.64,0.57,-2.14,0.16,-2.73,-0.98,-0.98
 OFTALMOLÓGICO,0.15,0.79,-0.52,-0.08,-2.0,-2.46,0.8,0.32,1.15,0.0,-0.07,-0.46,0.88,0.0,-0.01,0.39,-0.43
 ANTIDIABÉTICO,-0.53,2.0,-1.17,1.06,-1.19,0.06,-0.62,-0.55,-1.61,1.56,-2.86,-0.77,1.62,0.07,2.24,0.67,-0.55
 NEUROLÓGICO,1.83,3.24,0.72,-2.47,-3.18,1.06,-0.34,-3.15,0.38,-1.57,1.32,0.01,0.1,1.28,-2.35,-0.12,-0.58
 PRODUTOS ÓTICOS,-2.55,0.94,1.63,-3.22,-0.52,0.19,2.46,0.5,0.52,-2.15,0.23,0.04,1.25,-0.03,-1.25,2.51,-0.1
 ÓCULOS DE GRAU,-2.55,0.94,1.63,-3.22,-0.52,0.19,2.46,0.5,0.52,-2.15,0.23,0.04,1.25,-0.03,-1.25,2.51,-0.1
 SERVIÇOS DE SAÚDE,1.03,0.98,0.93,1.11,1.15,0.82,0.65,1.1,1.1,1.17,0.72,1.03,0.9,0.69,1.09,1.23,1.05
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.77,0.6,0.74,0.87,1.55,0.33,0.0,0.59,1.16,0.6,0.02,0.64,0.5,0.29,2.1,1.55,0.96
 MÉDICO,0.7,1.53,0.16,1.02,3.14,0.51,0.0,0.72,1.17,0.92,0.0,0.3,0.0,0.39,2.4,0.84,1.39
 DENTISTA,0.69,-0.18,1.27,0.58,0.44,0.24,0.0,0.28,1.15,0.29,0.0,0.89,1.22,0.0,1.43,3.08,0.57
 APARELHO ORTODÔNTICO,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,-0.84,0.0,0.0,0.0,0.62
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PSICÓLOGO,1.56,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.08,0.7,0.01,0.51,-0.04,-0.76,-0.07,1.2,0.1,2.68,0.03,-0.23,0.47,0.5,-0.26,0.66,0.2
 EXAME DE LABORATÓRIO,0.34,-0.47,0.05,0.32,0.19,-0.02,-0.19,0.69,-0.18,2.48,0.0,-0.03,-0.31,0.85,-0.43,0.34,0.19
 HOSPITALIZAÇÃO E CIRURGIA,0.1,1.66,-0.16,0.05,-0.04,-1.0,0.0,1.19,0.44,3.0,0.0,0.0,0.0,0.0,0.0,0.95,0.23
 EXAME DE IMAGEM,-0.25,-0.76,0.37,0.92,-0.26,0.0,-0.08,1.58,0.0,2.03,0.12,-0.57,1.05,0.0,-0.36,0.42,0.14
 PLANO DE SAÚDE,1.21,1.16,1.19,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.19,1.12,1.21,1.21,1.21,1.2
 PLANO DE SAÚDE,1.21,1.16,1.19,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.19,1.12,1.21,1.21,1.21,1.2
 CUIDADOS PESSOAIS,2.34,3.18,2.5,2.93,2.34,3.31,3.67,2.97,3.34,2.92,2.75,1.82,2.86,4.04,3.99,3.81,2.8
 HIGIENE PESSOAL,2.34,3.18,2.5,2.93,2.34,3.31,3.67,2.97,3.34,2.92,2.75,1.82,2.86,4.04,3.99,3.81,2.8
 PRODUTO PARA CABELO,0.65,-1.32,0.32,-0.5,-0.73,0.34,1.45,-0.48,0.65,1.65,-0.95,1.3,-0.4,1.4,-0.19,1.76,-0.03
 FRALDA DESCARTÁVEL,2.01,0.61,1.86,-0.84,1.68,-0.9,-0.17,2.79,2.8,1.12,-0.42,1.54,2.6,1.17,2.54,1.33,1.34
 PRODUTO PARA BARBA,-0.08,2.46,0.5,-1.68,1.63,-0.93,0.89,-0.59,0.83,-0.48,-0.87,-0.11,0.74,0.04,2.9,1.44,0.85
 PRODUTO PARA PELE,3.71,6.14,4.0,3.79,4.01,5.69,4.09,4.39,5.01,6.21,3.42,4.67,5.39,5.97,5.66,4.17,4.54
 PRODUTO PARA HIGIENE BUCAL,0.53,2.03,2.1,-1.38,-1.35,1.21,0.2,-0.08,1.6,1.51,-0.85,-0.36,1.05,-0.02,0.88,2.29,0.22
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44
 PERFUME,6.19,9.66,7.11,8.14,7.34,7.89,7.81,6.41,7.14,7.66,8.36,4.56,5.81,7.73,8.26,7.74,7.5
 DESODORANTE,0.83,-0.24,-0.68,0.94,0.09,2.8,-2.29,1.82,0.31,0.89,-0.73,-1.12,1.9,0.24,-1.84,-0.08,0.1
 ABSORVENTE HIGIÊNICO,1.37,1.5,1.41,1.36,1.54,2.11,1.25,2.4,-0.72,1.22,2.64,1.85,1.95,1.06,-0.2,2.26,1.38
 SABONETE,1.14,1.74,1.55,-1.14,1.7,1.13,0.28,-1.3,1.71,0.96,0.48,0.0,1.97,0.26,0.61,1.62,1.16
 PAPEL HIGIÊNICO,-0.55,2.13,2.55,-0.43,0.25,-1.29,2.49,0.5,0.7,-0.46,1.4,0.89,1.28,0.63,-0.18,2.1,0.6
 ARTIGOS DE MAQUIAGEM,4.4,3.66,1.47,2.58,3.32,1.54,3.6,2.49,3.12,2.4,2.44,2.46,3.13,4.09,3.88,5.05,2.9
 DESPESAS PESSOAIS,0.93,-0.06,0.07,-0.1,0.6,0.59,0.35,0.2,0.26,0.51,0.78,0.02,0.73,0.3,0.04,0.26,0.44
 SERVIÇOS PESSOAIS,0.63,0.25,0.15,0.1,0.4,0.35,0.36,0.36,0.26,0.48,0.57,0.11,0.68,0.42,0.26,0.2,0.37
 SERVIÇOS PESSOAIS,0.63,0.25,0.15,0.1,0.4,0.35,0.36,0.36,0.26,0.48,0.57,0.11,0.68,0.42,0.26,0.2,0.37
 COSTUREIRA,0.0,0.0,0.0,-1.41,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.72,0.97,1.42
 MANICURE,-0.01,0.08,-0.23,-0.33,1.87,1.13,0.0,0.0,0.0,-0.26,0.67,-1.02,1.96,1.91,1.68,-0.11,0.71
 EMPREGADO DOMÉSTICO,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
 CABELEIREIRO E BARBEIRO,2.3,0.24,-0.03,-0.32,0.45,0.55,0.51,0.82,0.39,1.69,1.96,0.15,2.29,0.54,0.15,-0.17,0.71
 DEPILAÇÃO,0.0,0.0,0.0,0.0,0.56,0.61,0.0,0.0,-0.18,-0.5,2.55,0.0,1.01,0.0,0.0,2.17,0.38
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,1.62,0.0,0.28
 DESPACHANTE,0.0,0.0,0.33,0.0,1.85,0.0,0.0,0.0,0.0,-0.15,-0.98,-0.59,0.0,0.0,0.0,0.0,1.14
 SERVIÇO BANCÁRIO,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
 CONSELHO DE CLASSE,0.0,0.5,0.0,0.0,0.44,0.54,0.0,0.0,0.0,0.0,0.51,0.68,0.0,0.0,0.0,0.0,0.49
 SOBRANCELHA,-1.97,1.17,-1.01,0.7,-2.2,0.62,0.0,0.0,-0.35,1.5,0.55,-1.33,-0.85,0.0,-3.4,1.58,-0.7
 RECREAÇÃO E FUMO,1.45,-0.52,-0.05,-0.43,0.91,1.02,0.33,-0.05,0.25,0.55,1.03,-0.19,0.84,0.06,-0.49,0.37,0.55
 RECREAÇÃO,1.73,-0.64,-0.06,-0.5,1.05,1.08,0.36,-0.06,0.28,0.63,1.22,-0.21,0.98,0.07,-0.56,0.39,0.63
 CLUBE,0.0,0.27,1.57,0.0,5.35,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,-1.38,0.0,0.0,2.66,0.0,3.68,0.0,0.0,2.2,0.0,0.0,2.2
 TRATAMENTO DE ANIMAIS (CLÍNICA),1.45,1.93,0.5,0.54,1.67,-1.49,-0.88,0.48,-0.21,-0.68,0.14,-0.19,-0.68,0.6,-0.1,0.38,0.79
 BICICLETA,0.0,-2.72,1.4,-3.11,-4.79,0.34,-1.94,0.0,-1.95,1.76,1.63,-0.9,1.73,-1.83,-0.75,0.0,-1.95
 ALIMENTO PARA ANIMAIS,0.33,-0.09,-2.65,-0.63,0.21,1.96,0.7,1.3,1.52,1.54,1.8,-1.06,-0.73,1.29,-1.47,2.04,0.13
 BRINQUEDO,2.24,-1.27,1.87,1.74,-0.42,0.55,1.24,-0.32,1.88,0.14,0.5,-1.59,2.54,-2.4,1.84,0.9,0.46
 CASA NOTURNA,-0.04,0.0,2.46,0.0,-2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,-1.02
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.07,0.0,0.0,1.17
 HOSPEDAGEM,5.67,-3.25,2.18,0.97,0.5,1.95,1.8,-1.88,3.02,-1.49,2.74,4.07,1.34,0.8,-1.97,-0.05,0.83
 PACOTE TURÍSTICO,3.31,1.95,-2.79,-3.05,3.35,3.62,0.0,-1.71,-1.5,2.75,2.11,0.14,1.23,0.0,-2.7,3.73,2.09
 SERVIÇO DE HIGIENE PARA ANIMAIS,1.27,1.19,2.2,0.0,0.56,0.81,0.0,0.13,0.68,-2.72,1.58,1.45,2.86,0.0,0.0,0.0,0.55
" CINEMA, TEATRO E CONCERTOS",-0.71,-0.96,-1.4,-1.19,0.28,-1.28,0.79,1.78,-3.2,3.89,-0.92,-4.66,3.81,-0.14,-0.97,-0.13,-0.14
 FUMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CIGARRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO,6.02,5.24,5.35,8.03,6.86,6.55,6.31,5.66,6.12,4.75,7.53,6.65,6.04,3.23,5.35,6.08,6.28
" CURSOS, LEITURA E PAPELARIA",6.02,5.24,5.35,8.03,6.86,6.55,6.31,5.66,6.12,4.75,7.53,6.65,6.04,3.23,5.35,6.08,6.28
 CURSOS REGULARES,7.36,6.7,7.07,9.96,7.81,8.54,7.89,6.45,7.84,5.97,9.08,7.72,7.83,4.12,6.56,7.15,7.58
 CRECHE,6.52,5.9,10.62,13.31,6.68,8.82,0.0,5.99,0.0,8.87,6.15,7.73,3.59,8.71,0.0,5.79,7.2
 PRÉ-ESCOLA,8.73,9.53,10.27,11.38,9.31,9.7,9.54,8.27,10.98,7.83,10.83,10.52,9.28,0.0,9.97,10.92,9.58
 ENSINO FUNDAMENTAL,9.81,10.91,10.02,10.65,9.96,10.38,11.6,8.04,11.25,8.28,11.2,11.44,11.47,10.15,10.13,10.05,10.06
 ENSINO MÉDIO,9.55,10.52,10.06,10.66,11.07,9.35,8.05,8.51,9.78,9.22,12.25,10.13,10.15,10.66,10.74,9.1,10.28
 ENSINO SUPERIOR,3.99,4.74,5.0,10.5,5.76,7.51,4.33,3.8,2.32,3.14,6.88,4.77,4.99,2.0,4.07,2.69,5.22
 PÓS-GRADUAÇÃO,0.46,4.42,0.33,4.5,4.06,3.7,2.55,5.91,0.35,2.21,6.13,2.92,3.44,1.36,3.65,3.45,3.44
 EDUCAÇÃO DE JOVENS E ADULTOS,0.75,0.0,0.0,0.0,0.0,1.29,0.0,1.51,0.0,1.79,0.0,0.0,0.0,1.3,0.0,0.0,1.3
 CURSO TÉCNICO,0.0,1.66,4.32,7.54,0.0,0.0,1.74,0.0,8.9,0.0,0.0,0.0,0.0,0.0,1.43,0.0,4.11
 LEITURA,0.85,1.44,1.17,1.23,0.59,1.88,0.45,2.37,0.75,0.95,1.76,1.98,1.3,-0.14,2.35,2.23,1.1
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REVISTA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
 LIVRO DIDÁTICO,1.3,2.71,1.04,1.27,0.63,2.11,0.64,2.37,0.73,0.7,1.76,2.83,2.62,-0.57,2.35,2.3,1.26
 LIVRO NÃO DIDÁTICO,0.33,1.99,1.74,0.95,0.12,1.32,0.0,0.0,0.89,1.8,0.0,0.0,-1.52,0.0,0.0,1.51,0.91
 PAPELARIA,1.07,-0.08,1.01,0.98,2.65,2.94,-0.7,0.59,1.14,0.24,1.28,1.51,0.61,2.61,1.55,2.52,1.24
 CADERNO,2.96,1.66,2.89,3.41,2.28,1.57,0.58,1.2,0.06,1.06,3.34,3.1,2.04,3.4,2.42,3.33,2.04
 ARTIGOS DE PAPELARIA,0.41,-1.08,-0.34,-0.85,2.79,3.33,-2.07,0.16,1.8,-0.19,0.04,0.2,-0.03,1.68,0.84,2.02,0.79
 CURSOS DIVERSOS,3.62,2.0,2.32,3.13,5.49,1.91,4.79,0.69,2.49,1.39,4.74,2.87,2.57,0.1,4.05,3.15,3.64
 CURSO PREPARATÓRIO,3.27,0.0,2.42,4.03,0.0,4.36,0.0,0.0,5.3,4.63,5.94,0.0,0.22,0.0,5.22,5.49,4.01
 CURSO DE IDIOMA,4.65,1.71,4.57,5.98,7.79,5.19,8.02,0.14,5.71,0.77,7.25,7.19,4.14,0.0,5.61,0.0,6.02
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1
 AUTOESCOLA,0.0,0.0,1.49,-1.76,0.0,0.0,3.79,0.0,0.6,-0.68,0.0,0.0,3.41,-0.7,0.0,1.9,0.97
 ATIVIDADES FÍSICAS,2.97,2.14,1.57,2.51,3.18,-0.78,1.25,0.93,2.01,1.92,1.12,-0.07,2.55,0.77,3.66,2.99,2.24
 COMUNICAÇÃO,1.31,0.76,0.84,0.71,1.37,-0.12,0.59,0.0,0.97,0.9,0.86,1.12,0.85,1.04,-1.13,1.04,0.98
 COMUNICAÇÃO,1.31,0.76,0.84,0.71,1.37,-0.12,0.59,0.0,0.97,0.9,0.86,1.12,0.85,1.04,-1.13,1.04,0.98
 COMUNICAÇÃO,1.31,0.76,0.84,0.71,1.37,-0.12,0.59,0.0,0.97,0.9,0.86,1.12,0.85,1.04,-1.13,1.04,0.98
 CORREIO,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA MÓVEL,1.93,1.75,1.93,0.0,1.93,1.93,1.93,0.0,1.75,1.75,1.93,1.75,1.93,1.93,0.0,1.93,1.75
 TV POR ASSINATURA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
 APARELHO TELEFÔNICO,1.72,-1.19,-0.84,1.52,-1.17,-4.98,-1.53,-1.6,-1.43,0.18,-1.18,0.11,-0.82,-0.35,-4.16,0.16,-0.83
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.95,0.95,0.95,0.95,1.97,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.33
