"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 GÁS VEICULAR,-3.07,       -,       -,       -,       -,       -,       -,4.16,       -,       -,       -,       -,       -,       -,       -,       -,-2.77
 SAÚDE E CUIDADOS PESSOAIS,0.24,0.51,0.1,0.17,-0.12,0,-0.2,0.94,-0.03,0.18,0.3,0.25,0.58,0.55,-0.34,0.43,0.11
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.17,0.76,-0.19,0.1,-0.93,-1.13,-1.21,0.83,-0.12,-0.68,0.55,-0.36,1.57,0.49,-0.45,1.12,-0.3
 PRODUTOS FARMACÊUTICOS,-0.17,0.67,-0.13,0.18,-1.03,-1.2,-0.96,0.83,-0.23,-0.72,0.62,-0.3,1.52,0.6,-0.66,1.29,-0.32
 ANTI-INFECCIOSO E ANTIBIÓTICO,-2.55,0.71,0.94,-0.64,-0.02,-2.28,-3.98,1.23,-2.53,0.39,-2.13,0.65,-1.3,0.87,0.93,2.66,-0.39
 ANALGÉSICO E ANTITÉRMICO,-0.5,1.5,-0.65,0.91,-0.57,-1.21,-0.9,0.65,-0.87,-0.88,0.66,0.8,0.67,0.75,0.76,0.08,-0.25
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.66,-0.33,-0.07,0.6,-2.96,-0.84,-1.7,0.34,-0.86,-0.94,1.21,0.65,2.86,-1.44,-0.02,-0.5,-0.75
 ANTIGRIPAL E ANTITUSSÍGENO,0.46,2.71,1.18,0.82,-0.67,-0.4,-0.18,0.29,0.83,0.68,2.22,-1.54,2.97,0.01,1.05,0.94,0.46
 DERMATOLÓGICO,-0.6,0.75,-0.11,0.39,-0.4,0.18,       -,0.9,-0.14,-0.51,       -,0.86,0.83,-0.11,-1.14,1.19,-0.11
 ANTIALÉRGICO E BRONCODILATADOR,1.19,-0.25,1.16,0.23,-0.63,-2.22,-2.91,1.78,-1.25,-0.16,2.15,0.25,-0.37,-0.57,-2.71,1.94,-0.05
 GASTROPROTETOR,0.84,0.7,-0.07,1.59,-0.99,       -,0.31,3.08,-0.35,-0.29,1.88,1.74,0.78,1.2,-0.74,1.72,0.23
 VITAMINA E FORTIFICANTE,0.74,-0.6,-2.7,0.71,0.23,0.54,0.95,2.09,0.28,-1.52,0.59,0.3,2.29,2.71,1.35,1.75,0.03
 HORMONAL,0.42,1.6,0.65,-0.3,-1.61,-2.9,-0.95,-1.6,0.28,-0.69,0.85,-0.42,1.87,0.37,-3.68,2.54,-0.37
 PSICOTRÓPICO E ANOREXÍGENO,0.01,0.81,-0.5,-2.38,-0.28,-1.49,0.39,0.03,0.19,-1,-1.37,-1.02,2.12,-0.83,-0.34,1.18,-0.34
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-1.72,0.05,-0.19,0.65,-3.87,-1.62,-2.38,0.08,0.4,-1.14,0.64,-2.17,2.87,0.49,-3.89,1.44,-1.39
 OFTALMOLÓGICO,1.18,2.21,1.54,0.34,-0.41,-2.23,2.7,0.61,1.38,       -,1.02,0.33,0.97,       -,-1.18,0.93,0.7
 ANTIDIABÉTICO,2.67,1.17,0.53,0.48,3.07,-0.05,-0.97,1.68,-0.2,-1.03,1.21,-1.85,1.42,-0.52,2.76,1.51,1.56
 NEUROLÓGICO,-0.09,-1.1,-1.63,-2.12,-3.27,-0.76,-1.23,0.91,-0.8,-1.26,1.63,0.07,-0.11,0.1,-1.64,3.06,-1.36
 PRODUTOS ÓTICOS,-0.3,2.18,-1.03,-0.92,0.4,-0.24,-2.84,0.83,1.25,0.01,-1.86,-1.72,2.13,-2.34,1.64,-1.88,0.01
 ÓCULOS DE GRAU,-0.3,2.18,-1.03,-0.92,0.4,-0.24,-2.84,0.83,1.25,0.01,-1.86,-1.72,2.13,-2.34,1.64,-1.88,0.01
 SERVIÇOS DE SAÚDE,0.5,0.53,0.35,0.3,0.12,0.64,0.39,0.47,0.27,0.28,0.4,0.38,0.26,0.28,0.2,0.28,0.31
 SERVIÇOS MÉDICOS E DENTÁRIOS,1.25,1.21,0.32,0,-0.53,1.59,0.14,1.1,-0.49,0.16,0.59,0.64,0.07,0.3,0.59,0.37,0.21
 MÉDICO,1.27,1.16,0.33,0.26,-2.03,0.95,0,1.51,-0.15,-0.23,0.26,1.47,0.13,0,0.19,0.55,-0.22
 DENTISTA,1.28,1.38,0.37,-0.54,0.63,1.92,0.53,0.1,-0.87,0.54,1.27,0.08,0,1.5,1.49,0,0.64
 APARELHO ORTODÔNTICO,       -,       -,0.02,       -,       -,       -,       -,       -,       -,       -,-0.24,       -,0.12,       -,       -,       -,-0.02
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 PSICÓLOGO,1.03,0.63,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.31
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.15,0.22,0.33,0.45,-0.66,0.63,0.92,0.12,1.2,0.03,0.33,0.02,0.63,0.06,-0.37,-0.41,0.04
 EXAME DE LABORATÓRIO,0.08,0,-0.65,0.16,0.08,-0.33,1.31,0.31,0.17,-0.58,2.11,0.36,0.43,0.1,0,0.09,0.08
 HOSPITALIZAÇÃO E CIRURGIA,0.18,-0.3,0.63,1.1,-1,0.74,1.02,0,3.22,-0.01,-0.1,0.61,0,       -,-0.32,-0.45,-0.1
 EXAME DE IMAGEM,0.07,1.65,0.55,0.32,0.45,0.66,0.42,0.07,0.01,0.76,0.05,-0.77,0.98,0,-0.77,-0.75,0.41
 PLANO DE SAÚDE,0.39,0.36,0.36,0.35,0.37,0.44,0.37,0.37,0.41,0.39,0.35,0.34,0.29,0.33,0.34,0.33,0.38
 PLANO DE SAÚDE,0.39,0.36,0.36,0.35,0.37,0.44,0.37,0.37,0.41,0.39,0.35,0.34,0.29,0.33,0.34,0.33,0.38
 CUIDADOS PESSOAIS,0.21,0.24,0.05,0.1,0.21,-0.35,0.1,1.41,-0.34,0.92,-0.05,0.71,0.13,0.69,-0.52,0.01,0.21
 HIGIENE PESSOAL,0.21,0.24,0.05,0.1,0.21,-0.35,0.1,1.41,-0.34,0.92,-0.05,0.71,0.13,0.69,-0.52,0.01,0.21
 PRODUTO PARA CABELO,0.24,1.52,-0.73,-0.38,0.02,-0.82,2.03,1.97,-1.33,1.1,-0.42,1.29,0.08,0.35,-2.08,1.09,0.18
 FRALDA DESCARTÁVEL,0.64,-0.63,1.25,-1.86,1.28,0.55,2.68,1.39,1.28,2.24,-0.57,0.49,1.53,-0.5,-0.72,0.43,0.87
 PRODUTO PARA BARBA,-0.14,0.48,1.16,0.18,-0.42,1.29,-0.52,-2.75,2.7,-0.75,1.84,2.13,-1.88,-0.56,3.43,0.9,0.29
 PRODUTO PARA PELE,-1.36,-2.32,-2.42,-0.62,-1.89,-3.13,-1.46,-3.24,-3.93,-0.55,-2.45,-0.71,-1.53,-2.98,-1.53,-2.57,-2.06
 PRODUTO PARA HIGIENE BUCAL,0.68,1.7,1.49,1.21,0.72,-1.48,1.79,0.92,0.63,2.09,0.39,0.14,-0.31,0.14,-0.43,1.41,0.94
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,2.5,       -,       -,       -,       -,       -,       -,-0.44,       -,       -,2.11
 PERFUME,-0.18,1.26,1.62,0.18,0.81,1.13,-0.31,2.5,0.75,3.27,0.33,0.8,0.34,2.55,-0.45,0.11,0.87
 DESODORANTE,1.06,-0.28,0.43,1.78,-0.22,-0.25,-0.21,2.9,-1.48,0.01,1.06,1.59,1.2,-0.58,2.11,-0.47,0.26
 ABSORVENTE HIGIÊNICO,1.56,0.3,2.42,0.6,0.83,2.15,0.8,2.28,0.49,-1.82,-1.25,0.66,1.82,0.21,-0.34,0.99,0.78
 SABONETE,1.37,-0.04,-0.53,0.77,0.65,0.51,0.5,0.9,-0.63,-0.5,1.84,1.04,1.44,0.17,0.7,-0.51,0.4
 PAPEL HIGIÊNICO,-0.9,-0.55,-0.77,-0.17,1.41,0.43,0.88,-0.11,2.38,-0.68,0.61,-0.66,-0.35,0.58,-1.3,-1.13,0.4
 ARTIGOS DE MAQUIAGEM,-1.6,-2.54,-1.93,-2.47,-1.89,-1.13,-2.58,-1.85,-2.82,-1.83,-2.03,-3.28,-2.58,-1.29,-3.25,-1.59,-2.07
 DESPESAS PESSOAIS,0.09,0.24,0.76,0.32,0.54,0.17,0.06,0.17,0.12,0.12,0.2,0.24,0.21,-0.16,0.27,0.27,0.36
 SERVIÇOS PESSOAIS,-0.2,0.4,0.58,0.03,0.53,0.3,-0.01,0,0.29,0.36,0.29,0.46,0.1,-0.26,0.03,0.23,0.34
 SERVIÇOS PESSOAIS,-0.2,0.4,0.58,0.03,0.53,0.3,-0.01,0,0.29,0.36,0.29,0.46,0.1,-0.26,0.03,0.23,0.34
 COSTUREIRA,       -,       -,       -,2.14,       -,       -,1.87,       -,       -,       -,       -,       -,       -,0.69,0.23,1.23,1.67
 MANICURE,0,1.1,2.55,-3.03,1.16,2.27,-1.59,-1.3,0.79,1.87,0.68,3.59,0.38,-6.97,0,1.56,0.99
 EMPREGADO DOMÉSTICO,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
 CABELEIREIRO E BARBEIRO,-1.54,1.48,1.61,0.21,2.38,0.63,-0.25,-0.29,0.5,0.67,0.92,0.62,0.74,-0.04,-0.08,-0.03,1.04
 DEPILAÇÃO,       -,       -,0.29,       -,1.65,-2.7,       -,       -,-0.6,-0.45,0.4,       -,-2.16,       -,       -,2.08,0.43
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,0.55,       -,0,       -,       -,       -,       -,0.03,0.87,0.5,       -,       -,       -,       -,0.14
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.5,       -,       -,0.44,0.54,       -,       -,       -,       -,0,0.68,       -,       -,       -,       -,0.44
 SOBRANCELHA,0.96,-0.15,-0.47,1.53,-0.4,3.45,       -,1.53,3.5,1.85,0.29,-0.49,-2.25,1.49,-0.8,-1.61,0.49
 RECREAÇÃO E FUMO,0.58,0.02,1.02,0.79,0.56,-0.07,0.18,0.45,-0.21,-0.18,0.09,-0.21,0.43,0.06,0.83,0.35,0.38
 RECREAÇÃO,0.69,0.02,1.14,0.92,0.65,-0.07,0.2,0.52,-0.23,-0.21,0.1,-0.23,0.5,0.07,0.95,0.37,0.44
 CLUBE,       -,1.46,0.76,       -,0.52,2.85,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.87
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-1.53,       -,       -,-1.03,       -,0.45,       -,       -,-0.48,       -,       -,-0.48
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.32,1.4,0.35,0.62,0.7,-0.14,0.71,0.27,0.47,-0.31,-1.14,0.67,2.5,-0.21,0.5,0.78,0.42
 BICICLETA,       -,-1.84,0.8,0.4,-2.72,-1.56,-1.28,       -,-2.96,-2.28,-2.9,-0.54,-2.25,0.37,1.84,       -,-1.83
 ALIMENTO PARA ANIMAIS,1.92,-2.67,-0.08,1.63,0.04,0.15,0.63,-0.88,-0.54,-1.42,-0.19,0.98,0.67,1.19,1.91,2.02,-0.09
 BRINQUEDO,0.28,-1.83,0.42,0.67,-0.09,-1.48,-0.87,-0.28,-1.49,-0.03,0.93,-2.91,-1.22,-0.35,-0.01,0.19,-0.35
 CASA NOTURNA,-0.13,       -,-2.09,       -,-3.39,       -,       -,       -,       -,       -,       -,       -,0.5,       -,       -,       -,-2.24
 JOGOS DE AZAR,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.1,       -,       -,0.07,       -,       -,0.1
 HOSPEDAGEM,0.68,1.91,2.28,-0.03,0.07,-1.27,1.58,1.63,-1.19,-0.38,-0.45,-0.49,2.41,-2.27,2.63,1.44,0.45
 PACOTE TURÍSTICO,0.29,-1.34,1.55,0.9,1.44,1.35,       -,1.01,0.08,1.05,0.28,-2.28,0.17,       -,1.36,-0.62,1.02
 SERVIÇO DE HIGIENE PARA ANIMAIS,-2.29,0.44,0.34,       -,0.8,-0.12,       -,-0.56,-1.57,1.82,0.11,1.88,2.29,       -,       -,       -,0.5
" CINEMA, TEATRO E CONCERTOS",1.27,-0.52,1.99,2.04,1.96,0.15,-0.48,0.7,1.54,-1.29,1.28,1,-1,1.05,0.44,-1.57,1.05
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.08,0.28,0.04,0.05,-0.06,0.24,0.05,-0.03,0.23,0.16,-0.06,0.02,0.09,0.12,0.24,0.16,0.06
" CURSOS, LEITURA E PAPELARIA",0.08,0.28,0.04,0.05,-0.06,0.24,0.05,-0.03,0.23,0.16,-0.06,0.02,0.09,0.12,0.24,0.16,0.06
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.68,0.85,0.42,-0.02,0.06,0.09,0.39,0.03,0.62,1.38,0.35,0.64,0.97,1.19,0.48,0.6,0.41
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,1.09,0.82,0.81,-0.01,-0.03,0.02,0.55,0.03,0.9,0.95,0.35,0.91,0.69,1.67,0.48,0.73,0.46
 LIVRO NÃO DIDÁTICO,0.16,1.75,-1.22,-0.04,0.34,0.26,       -,       -,-0.81,2.77,       -,       -,1.61,       -,       -,-0.84,0.49
 PAPELARIA,0.94,0.73,-0.28,1.92,-0.77,-0.7,0.05,-1.01,0.45,0.73,-2.1,-0.92,-0.18,0.7,2.54,0.65,-0.01
 CADERNO,2.77,0.46,0.46,2.18,-0.61,2.23,-1.16,-2.44,-1.56,-1.29,-1.91,-1.76,2.7,0.31,3,0.41,-0.09
 ARTIGOS DE PAPELARIA,0.28,0.88,-0.84,1.72,-0.84,-1.53,1.48,0.01,1.71,1.83,-2.22,-0.22,-1.46,1.17,2.11,0.8,0.04
 CURSOS DIVERSOS,0,1.21,0.04,-0.04,-0.35,1.47,0.17,0,1.16,0.28,-0.24,0.06,0.03,-0.04,0.18,0.97,0.15
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.79,       -,0.79
 AUTOESCOLA,       -,       -,0.09,-0.36,       -,       -,0.4,       -,0,1.37,       -,       -,0.16,-0.08,       -,1.97,0.45
 ATIVIDADES FÍSICAS,0,1.81,0.06,0,-0.72,2.87,0,0,2.17,0,-0.73,0.11,0,0,0.08,0.74,0.25
 COMUNICAÇÃO,-0.05,0.06,0.13,-0.24,-0.27,-0.34,-0.31,-0.21,-0.29,-0.12,-0.09,0.1,0.02,-0.19,-0.56,0.14,-0.14
 COMUNICAÇÃO,-0.05,0.06,0.13,-0.24,-0.27,-0.34,-0.31,-0.21,-0.29,-0.12,-0.09,0.1,0.02,-0.19,-0.56,0.14,-0.14
 COMUNICAÇÃO,-0.05,0.06,0.13,-0.24,-0.27,-0.34,-0.31,-0.21,-0.29,-0.12,-0.09,0.1,0.02,-0.19,-0.56,0.14,-0.14
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0.04,0,0.46,0,0,0,0.39,0.07,0.08,0.08,0.03
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.27,0.35,0.71,-1,-1.86,-1.59,-1.24,-0.86,-1.61,-0.63,-0.66,0.86,0.03,-0.79,-1.65,0.56,-0.81
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
