"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,2.77,4.94,1.55,3.01,2.86,4.36,6.57,3.31,4.99,2.34,4.5,2.1,3.18,5.28,1.08,5.62,3.31
 ANTIGRIPAL E ANTITUSSÍGENO,4.12,5.55,2.31,3.46,4.86,6.57,3.27,4.71,5.11,3.03,1.15,4.8,4.85,4.4,2.87,2.21,4.01
 DERMATOLÓGICO,2.13,5.29,3.62,2.82,6.91,4.24,       -,3.13,4.27,1.95,       -,1.38,5.19,4.48,6.11,3.05,4.73
 ANTIALÉRGICO E BRONCODILATADOR,3.37,1.62,2.21,0.77,4.01,4.13,3.18,6.28,3.1,1.14,3.77,3.85,2.57,4.61,3.27,5.37,3.18
 GASTROPROTETOR,1.63,5,2.43,1.37,5.62,       -,2.87,2.01,2.34,2.19,0.81,2.9,4.03,5.37,3.41,4.41,3.41
 VITAMINA E FORTIFICANTE,2.87,4.2,5.55,3.32,3.57,1.7,1.29,4.14,3.25,2.03,0.94,5.4,3.64,5.74,2.54,4.42,3.27
 HORMONAL,3.05,4.27,2.49,3.05,1.88,1.97,4.07,3.01,4.68,4.91,3.32,2.62,5.52,6.21,5.94,5.33,3.07
 PSICOTRÓPICO E ANOREXÍGENO,1.8,3.66,3.9,4.29,4.28,4.15,4.33,1.91,3.56,3.54,4.28,3.01,6.03,5.6,1.66,4.23,3.74
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,3.56,4.22,3.36,3.16,5.92,4.21,4.25,4.2,4.67,3.1,1.94,1,4.32,4.15,3.24,6.46,4.2
 OFTALMOLÓGICO,3.13,4.22,4.67,2.72,4.59,3.33,4.15,4.35,1.15,       -,4.86,4.78,3.05,       -,5.26,4.75,3.88
 ANTIDIABÉTICO,1.64,5.02,6.43,1.85,4.06,2.77,4.26,3.81,2.11,3.5,4.03,1.66,3.59,5.46,1.64,4.59,3.6
 NEUROLÓGICO,3.38,4.01,4.8,2.45,6.43,3.66,5.55,4.28,4.7,2.83,3.76,3,4.21,5.79,1.7,3.56,4.53
 PRODUTOS ÓTICOS,2.14,-2.85,0.72,1.59,-2.14,2.5,0.91,-0.96,-0.92,-2.17,-2.73,-2.62,-1.48,-1.59,-2.66,1.9,-0.9
 ÓCULOS DE GRAU,2.14,-2.85,0.72,1.59,-2.14,2.5,0.91,-0.96,-0.92,-2.17,-2.73,-2.62,-1.48,-1.59,-2.66,1.9,-0.9
 SERVIÇOS DE SAÚDE,1.08,0.84,1.11,1.25,1.09,0.78,0.69,1.06,1.16,1.09,1.1,1.04,1.02,0.68,-0.05,0.91,1.04
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.89,0.47,1.04,1.4,0.6,-0.51,0.1,0.77,1.44,0.91,1.04,0.69,1.13,0.43,-0.57,0.11,0.72
 MÉDICO,1.03,0.58,0.93,1.79,0.59,0.25,0,1.11,0.75,0.28,1.22,0.49,1.28,0.39,-0.92,0.17,0.66
 DENTISTA,0.93,0.13,1.35,0.64,0.49,-0.88,0.37,-0.06,2.26,1.52,1.02,0.82,0.91,0,0.22,0,0.75
 APARELHO ORTODÔNTICO,       -,       -,0.02,       -,       -,       -,       -,       -,       -,       -,0,       -,1.66,       -,       -,       -,0.13
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.14,       -,       -,2.14
 PSICÓLOGO,0,1.7,       -,       -,1.31,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.15
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.42,-0.14,0.81,1.4,1.12,-0.11,-0.05,0.58,0.02,1.03,0.82,0.05,0.15,0,-0.05,0.17,0.61
 EXAME DE LABORATÓRIO,0.14,-0.19,1.02,0.01,2.87,-1.14,0.31,-0.07,0.01,0.57,2.3,0.34,-0.15,0,0.12,0.11,0.87
 HOSPITALIZAÇÃO E CIRURGIA,0.55,-0.09,0.76,2.19,1.09,0,0,0.76,0,1.59,0,0,0,       -,0,0,0.66
 EXAME DE IMAGEM,-0.03,-0.22,0.75,2.11,-0.28,0,-0.44,0.92,0.04,-0.04,1.74,0,0.36,0,-0.25,0.54,0.26
 PLANO DE SAÚDE,1.21,1.15,1.19,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.18,1.1,1.21,1.21,1.21,1.2
 PLANO DE SAÚDE,1.21,1.15,1.19,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.18,1.1,1.21,1.21,1.21,1.2
 CUIDADOS PESSOAIS,0.89,-0.09,0.53,0.55,0.81,0.6,0.01,0.38,1.14,0.36,0.23,0.15,0.56,-0.3,1,0.05,0.56
 HIGIENE PESSOAL,0.89,-0.09,0.53,0.55,0.81,0.6,0.01,0.38,1.14,0.36,0.23,0.15,0.56,-0.3,1,0.05,0.56
 PRODUTO PARA CABELO,2.42,-0.13,0.85,1.21,1.22,1.42,-2.07,2.13,1.47,-0.54,0.55,-0.09,1.16,-0.4,0.99,0.91,0.83
 FRALDA DESCARTÁVEL,0.66,0.49,-0.68,0.93,-0.15,-0.99,-1.54,0.72,0.91,-2.4,-0.84,-0.58,0.93,0.39,1.45,2.55,-0.17
 PRODUTO PARA BARBA,0.78,2.66,0.16,1.82,-0.01,-0.14,1.96,1.64,-0.13,1.45,-0.97,0.79,2.11,1.11,1.78,-0.17,0.78
 PRODUTO PARA PELE,3.19,3.58,0.68,3.21,3.33,2.83,3.98,3.27,4.9,2.81,3.3,1.56,3.29,3.56,3.43,3.38,3.09
 PRODUTO PARA HIGIENE BUCAL,2.22,-0.37,2.15,2.14,1.32,-0.41,0.33,1.11,1.8,2.2,1.42,1.56,0.8,1.59,1.44,-0.19,1.35
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,1.58,       -,       -,       -,       -,       -,       -,0.47,       -,       -,1.42
 PERFUME,-0.48,-2.95,-0.63,-0.89,-1.29,-0.34,-1.04,-1.35,-0.71,0,-1.33,-1.35,-1.58,-1.83,-0.05,-2.18,-1.09
 DESODORANTE,-0.32,1.9,0.78,0.58,2.41,-0.41,1.85,0.8,2.13,1.32,0.8,1.98,0.44,0.37,2.53,0.46,1.43
 ABSORVENTE HIGIÊNICO,1.49,1.21,-0.88,1.8,0.82,2.11,1.94,0.44,-1.03,0.91,0.53,2.7,2.56,-0.62,1.9,1.73,0.82
 SABONETE,1.08,-1.51,1.06,1.16,1.18,1.77,2.66,2.17,2.98,0.79,0.67,-0.06,1.69,0.18,2.49,1.51,1.12
 PAPEL HIGIÊNICO,1.41,-0.08,1.91,0.42,0.89,-0.98,1.15,-0.12,2.02,-1.34,2.33,0.17,2.71,1.75,-0.67,1.19,0.73
 ARTIGOS DE MAQUIAGEM,-1.09,-0.09,0.68,0.47,0.29,0.14,-2.11,-0.98,0.01,1.13,-0.94,-1.12,-0.78,-0.99,-1.48,-0.98,-0.14
 DESPESAS PESSOAIS,0.03,0.76,-0.01,-0.09,0.26,0.29,0.07,0,-0.08,-0.17,0.16,0.02,0.73,0.81,0.26,-0.31,0.18
 SERVIÇOS PESSOAIS,0.15,0.33,0.17,0.1,0.29,0.23,0.42,0.11,0.31,-0.22,0.39,0.16,0.77,1,0.06,-0.11,0.23
 SERVIÇOS PESSOAIS,0.15,0.33,0.17,0.1,0.29,0.23,0.42,0.11,0.31,-0.22,0.39,0.16,0.77,1,0.06,-0.11,0.23
 COSTUREIRA,       -,       -,       -,0.65,       -,       -,3.57,       -,       -,       -,       -,       -,       -,4.71,3.85,-1.88,2.31
 MANICURE,0.26,-2.93,-0.44,-3.36,-0.9,-2.18,1.58,2.03,0,0.71,0.71,0,1.35,1.91,-1.62,0.21,-0.55
 EMPREGADO DOMÉSTICO,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
 CABELEIREIRO E BARBEIRO,-0.76,1.7,0.21,1.09,1.66,1.28,0.16,-1.12,0.49,-2.38,0.77,-0.56,1.88,2.92,-0.64,-1.53,0.55
 DEPILAÇÃO,       -,       -,0.03,       -,-0.9,-2.11,       -,       -,1.93,0.61,1.49,       -,3.17,       -,       -,0.53,-0.09
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0.12,-0.12,       -,0,0,0,       -,0.02
 DESPACHANTE,       -,       -,-1.08,       -,-3.52,       -,       -,       -,       -,0.52,-0.26,-3.09,       -,       -,       -,       -,-2.38
 SERVIÇO BANCÁRIO,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
 CONSELHO DE CLASSE,       -,0.51,       -,       -,0.44,0.54,       -,       -,       -,       -,0.51,0.68,       -,       -,       -,       -,0.49
 SOBRANCELHA,5.6,-1.79,-0.29,-5.86,-0.07,-1.21,       -,0,-0.73,-1.17,0.35,3.04,3.04,2.9,1.24,0.12,-0.12
 RECREAÇÃO E FUMO,-0.16,1.41,-0.29,-0.39,0.21,0.42,-0.63,-0.17,-0.82,-0.11,-0.11,-0.28,0.65,0.44,0.75,-0.7,0.1
 RECREAÇÃO,-0.2,1.72,-0.33,-0.45,0.25,0.44,-0.7,-0.2,-0.9,-0.13,-0.14,-0.31,0.76,0.51,0.86,-0.74,0.11
 CLUBE,       -,0,0.36,       -,2.46,1.88,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.58
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-0.25,       -,       -,2.47,       -,-0.4,       -,       -,0.55,       -,       -,0.55
 TRATAMENTO DE ANIMAIS (CLÍNICA),1.42,2.61,1.28,-2.06,1.52,0.93,-0.47,-0.91,0.78,-0.64,0.51,1.89,1.58,1.81,0.42,-1.21,1.06
 BICICLETA,       -,0.45,-0.15,4.35,1.96,-0.08,1.46,       -,1.19,1.96,2.25,-2.03,1.79,0.12,0.73,       -,1.46
 ALIMENTO PARA ANIMAIS,2.36,2.09,0.01,1,2.26,0.94,0.2,2.45,0.04,1.16,-1,0.3,0.76,-0.41,1.6,-0.09,1.47
 BRINQUEDO,-1.41,0.27,-0.68,0.22,1.87,2.29,-1.34,0.47,-2.27,-0.05,0.31,-0.73,-0.71,0.32,1.42,-1.37,0.32
 CASA NOTURNA,2.17,       -,-0.31,       -,-1.84,       -,       -,       -,       -,       -,       -,       -,0.76,       -,       -,       -,-0.56
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.14,       -,       -,0.51,       -,       -,-0.11
 HOSPEDAGEM,-5.69,3.66,0.93,-3.19,0.25,0.85,-0.87,-1.04,-4.14,2.98,-1.82,0.37,2.13,1.88,0.53,-3.91,0.11
 PACOTE TURÍSTICO,1.29,-1.84,-2.88,-1.18,-2.16,-3.06,       -,-2.94,-4.03,-2.77,0,-4.23,2.68,       -,0.37,-3.16,-1.94
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.68,2.95,-0.33,       -,1,-1.29,       -,1.65,-0.61,0.29,0.58,1.86,-2.36,       -,       -,       -,0.76
" CINEMA, TEATRO E CONCERTOS",1.08,2.62,-1.02,0.17,0.21,3.32,-2.55,0.84,1.58,-4.35,0.18,1.59,0.76,0.2,2.14,0.21,0.2
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.05,0.17,0.19,0.1,0.03,0.21,0.27,0.02,0.04,0.11,0.1,0.1,0.22,0.42,0.04,0.13,0.09
" CURSOS, LEITURA E PAPELARIA",0.05,0.17,0.19,0.1,0.03,0.21,0.27,0.02,0.04,0.11,0.1,0.1,0.22,0.42,0.04,0.13,0.09
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,-0.22,0.51,0.35,0.28,0.79,0.08,0.13,-0.47,0.19,1.03,0.26,0.62,0.66,2.04,-0.07,0.65,0.42
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,2.91,       -,       -,       -,       -,       -,       -,       -,       -,6.45,       -,       -,2.93
 LIVRO DIDÁTICO,-0.32,1.14,0.32,0.4,-0.02,0.23,0.18,-0.47,0.07,0.87,0.26,0.88,0.88,0.37,-0.07,0.73,0.19
 LIVRO NÃO DIDÁTICO,-0.19,0.55,0.46,-0.51,0.96,-0.32,       -,       -,0.79,1.52,       -,       -,0.18,       -,       -,-0.19,0.58
 PAPELARIA,2.76,0.16,3.54,1.42,-1.59,0.22,2.49,2.02,-0.93,0.46,0.5,-0.04,1.9,2.04,1.23,1.98,0.7
 CADERNO,3.23,-0.75,3.66,0.84,-0.81,1.46,3.82,0.44,0.68,0.75,0.8,-0.78,-1.86,1.19,3.83,2.86,1.22
 ARTIGOS DE PAPELARIA,2.59,0.68,3.45,1.88,-1.93,-0.12,1,3.15,-1.89,0.3,0.32,0.57,3.65,3.09,-1,1.44,0.4
 CURSOS DIVERSOS,0.12,0.81,0.13,0.34,0.02,1.19,0.73,0,0.32,0.16,0.52,0.63,0.55,1.08,-0.15,0.06,0.26
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.62,       -,-0.62
 AUTOESCOLA,       -,       -,0.05,2.91,       -,       -,1.36,       -,0.02,0.07,       -,       -,0.61,1.6,       -,-0.07,0.42
 ATIVIDADES FÍSICAS,0.26,1.21,0.26,0,0.05,2.34,0.75,0,0.6,0.38,1.65,1.09,1.09,0.62,-0.09,0.17,0.49
 COMUNICAÇÃO,0.11,0.1,-0.04,0.32,-0.09,0.19,-0.39,0.03,0.82,0.41,0.11,0.23,0.16,0.01,0.05,0.13,0.08
 COMUNICAÇÃO,0.11,0.1,-0.04,0.32,-0.09,0.19,-0.39,0.03,0.82,0.41,0.11,0.23,0.16,0.01,0.05,0.13,0.08
 COMUNICAÇÃO,0.11,0.1,-0.04,0.32,-0.09,0.19,-0.39,0.03,0.82,0.41,0.11,0.23,0.16,0.01,0.05,0.13,0.08
 CORREIO,       -,2.35,2.34,       -,2.34,2.35,       -,       -,       -,2.35,       -,       -,       -,2.34,       -,       -,2.35
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,3.09,0,11.04,0,0,0,9.65,1.93,1.95,4.01,0.63
 PLANO DE TELEFONIA MÓVEL,0,0,0.24,0.27,0,0,0.24,0.27,0.24,0.24,0,0.24,0,0,0.27,0,0.09
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.55,0.34,-0.82,1.02,-0.9,0.52,-1.97,-0.15,1.4,1.64,0.77,1.19,-0.42,-0.37,-0.18,0.21,-0.04
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
