"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ÔNIBUS INTERESTADUAL,1.68,0.0,-1.68,-0.48,0.2,-4.34,-0.85,4.18,0.97,0.21,0.82,0.1,1.85,0.16,0.84,-1.51,-0.15
 PASSAGEM AÉREA,21.17,20.08,13.13,13.12,23.52,13.47,11.07,21.1,13.23,21.27,20.2,19.85,14.15,7.33,10.41,23.83,19.12
 METRÔ,0.0,0.0,0.0,0.0,-6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.58
 TRANSPORTE ESCOLAR,0.0,0.0,1.03,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
 TRANSPORTE POR APLICATIVO,13.54,-8.59,7.36,-1.64,8.63,3.85,0.0,-3.69,-2.37,0.0,-6.27,-0.03,-1.06,0.0,4.05,-1.59,3.42
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,-6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.45
 VEÍCULO PRÓPRIO,0.05,0.1,0.16,-0.13,0.35,-0.3,0.96,-0.13,-0.03,-0.51,-0.29,0.18,1.45,0.45,0.98,0.23,0.13
 AUTOMÓVEL NOVO,0.04,-0.19,0.44,0.22,0.09,0.34,-0.15,-1.69,-0.05,-0.82,0.07,-0.22,1.25,0.87,1.41,0.21,-0.05
 EMPLACAMENTO E LICENÇA,1.25,1.24,2.97,1.24,1.86,1.14,2.13,1.28,1.21,1.13,1.24,1.24,1.27,1.21,1.73,1.26,1.63
 SEGURO VOLUNTÁRIO DE VEÍCULO,-3.93,-3.62,-6.57,-0.29,3.79,-4.04,-1.13,-1.12,-2.95,-0.95,-6.04,1.2,-2.05,0.0,-0.92,-3.18,-0.92
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,0.04,-0.01,-0.71,-0.65,0.17,0.61,0.82,-0.92,-1.29,-0.61,0.0,0.07,0.47,-2.58,-2.28,-0.43
 ACESSÓRIOS E PEÇAS,-0.17,-0.24,2.01,2.98,-1.16,-0.99,0.4,1.33,0.06,0.58,-0.11,0.1,0.52,2.37,-1.0,0.14,0.03
 PNEU,0.0,-1.1,-2.44,-0.02,-1.42,0.43,-0.77,-1.8,-1.79,0.44,-2.32,0.99,0.8,-2.51,1.43,-3.88,-1.11
 CONSERTO DE AUTOMÓVEL,-0.04,1.26,0.67,-2.53,-1.57,-0.43,0.11,0.86,-0.95,-0.58,-0.26,1.4,0.91,0.94,2.35,1.69,-0.41
 ESTACIONAMENTO,0.0,-0.97,0.0,0.0,-0.07,0.0,0.0,0.0,0.41,0.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.06
 PEDÁGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 AUTOMÓVEL USADO,-0.22,-0.14,-1.33,0.0,-1.06,-1.49,0.42,-0.4,0.08,-2.16,-0.36,-1.54,3.42,-2.09,-0.79,-0.3,-0.83
 PINTURA DE VEÍCULO,0.0,0.0,1.22,-1.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
 ALUGUEL DE VEÍCULO,12.02,0.0,0.0,0.0,0.0,0.0,1.33,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27
 MOTOCICLETA,-0.68,-1.27,0.0,0.09,0.45,-0.36,1.1,1.1,1.56,0.27,0.13,-0.07,0.76,0.0,0.24,0.04,0.28
 COMBUSTÍVEIS (VEÍCULOS),-0.39,-0.2,-1.43,-4.49,-0.51,-0.8,-1.96,-1.93,-3.57,-4.15,-1.98,-1.2,-1.19,-0.18,-3.72,-2.41,-1.58
 GASOLINA,-0.59,-0.29,-1.57,-4.55,-0.58,-0.86,-2.01,-2.13,-3.6,-4.16,-2.03,-1.31,-1.29,-0.3,-3.92,-2.43,-1.69
 ETANOL,-0.52,0.0,-1.53,-6.8,-0.77,-1.63,0.0,0.0,-1.68,-5.87,-2.42,0.0,-0.91,0.0,0.0,0.0,-1.86
 ÓLEO DIESEL,2.42,2.19,0.95,1.25,2.8,0.33,-0.59,0.72,-5.0,2.14,0.2,0.82,0.53,0.65,-1.35,-1.93,0.87
 GÁS VEICULAR,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
 SAÚDE E CUIDADOS PESSOAIS,0.31,-0.17,0.11,-0.07,0.19,0.4,-0.44,-0.06,-0.36,0.14,0.03,0.56,0.04,-0.49,-0.22,0.34,0.08
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.88,-0.14,-0.02,0.46,0.31,0.32,0.71,0.38,0.52,0.8,0.12,1.03,-0.65,-0.42,0.67,0.79,0.37
 PRODUTOS FARMACÊUTICOS,0.85,0.02,-0.03,0.8,0.25,0.35,0.77,0.56,0.16,1.06,0.08,0.82,-1.07,-0.33,0.42,0.85,0.37
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.39,1.06,-1.14,-0.36,0.33,0.51,0.52,-0.64,-0.33,-0.09,1.78,0.38,-1.14,0.9,2.25,0.77,0.14
 ANALGÉSICO E ANTITÉRMICO,0.35,-0.61,0.32,0.95,1.25,1.37,-0.12,0.97,-0.21,0.81,-0.01,1.87,-1.21,0.09,1.06,0.91,0.61
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,1.28,-0.74,0.52,1.74,1.43,0.31,3.67,-2.56,0.6,0.42,0.06,-0.6,-1.82,-1.59,1.0,-0.31,0.47
 ANTIGRIPAL E ANTITUSSÍGENO,2.49,-1.72,-0.13,0.63,0.81,1.17,-0.25,-0.32,0.56,2.39,0.12,1.39,0.35,-1.88,-0.53,2.95,0.71
 DERMATOLÓGICO,1.27,0.58,0.01,1.73,-0.46,0.29,0.0,-1.07,0.27,0.11,0.0,0.16,-2.5,-1.67,1.41,1.96,0.15
 ANTIALÉRGICO E BRONCODILATADOR,-0.64,-0.66,0.57,0.4,-1.73,-1.15,2.02,1.81,-1.01,1.63,0.39,0.38,-0.3,-0.22,-0.7,0.34,-0.48
 GASTROPROTETOR,-0.18,0.06,0.6,2.33,-2.44,0.0,1.11,0.75,0.29,-0.12,0.49,0.88,-1.16,-0.37,1.94,-0.46,-0.38
 VITAMINA E FORTIFICANTE,-0.26,1.56,-0.95,1.09,1.5,-1.08,1.0,1.35,0.73,0.43,0.91,0.27,-0.57,0.74,-1.03,1.66,0.63
 HORMONAL,0.1,-0.02,-0.34,1.24,1.44,-0.84,1.48,1.73,-0.7,2.42,-0.02,0.94,-1.54,0.09,-2.71,-0.72,0.59
 PSICOTRÓPICO E ANOREXÍGENO,0.46,-0.83,0.3,0.24,-0.31,0.16,0.04,1.35,0.53,-0.35,-0.68,1.07,-2.35,-0.39,-0.33,1.62,-0.11
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,2.14,0.44,-0.56,0.86,-0.81,0.62,1.36,1.31,0.68,2.16,-0.9,0.96,0.29,-0.55,0.41,0.94,0.45
 OFTALMOLÓGICO,0.47,-0.22,2.2,1.18,2.24,1.67,1.98,2.6,0.37,0.0,1.05,-0.08,-0.3,0.0,-0.81,0.91,1.31
 ANTIDIABÉTICO,0.92,0.8,0.64,-1.38,1.52,-0.18,-0.15,0.78,-0.95,1.31,0.64,0.6,-2.53,-1.25,1.14,1.18,0.73
 NEUROLÓGICO,-0.94,1.47,-0.13,0.16,-0.61,1.11,0.98,0.21,0.53,1.78,-0.49,-0.66,-1.39,-1.36,0.04,0.62,-0.04
 PRODUTOS ÓTICOS,1.83,-2.73,0.13,-3.73,1.08,-0.03,0.33,-1.41,4.89,-3.42,1.33,5.45,4.07,-2.86,2.97,-0.22,0.4
 ÓCULOS DE GRAU,1.83,-2.73,0.13,-3.73,1.08,-0.03,0.33,-1.41,4.89,-3.42,1.33,5.45,4.07,-2.86,2.97,-0.22,0.4
 SERVIÇOS DE SAÚDE,0.62,0.76,0.61,0.81,0.62,0.98,0.66,0.59,0.68,0.0,0.54,0.55,0.9,0.38,0.55,0.44,0.63
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.41,0.87,0.48,0.16,0.1,1.39,0.86,0.0,0.37,-0.7,0.25,-0.22,1.23,0.14,0.68,-0.62,0.3
 MÉDICO,0.42,1.73,0.61,0.36,0.0,-1.02,1.17,0.0,0.46,-1.5,0.25,0.0,0.0,0.0,0.94,-0.27,0.24
 DENTISTA,0.02,0.15,0.42,-0.23,0.19,2.63,0.0,0.0,0.28,0.07,0.44,-0.37,2.48,0.7,0.17,-1.35,0.35
 APARELHO ORTODÔNTICO,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,1.5,0.0,0.0,0.0,0.14
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PSICÓLOGO,2.54,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.15,0.7,0.13,2.95,0.39,1.65,-0.15,0.36,0.7,-1.97,0.15,0.12,1.49,0.0,0.26,0.09,0.34
 EXAME DE LABORATÓRIO,0.09,1.09,0.92,4.08,0.67,-0.51,0.26,1.17,1.9,1.06,-0.8,0.77,3.19,0.0,0.13,-0.62,0.89
 HOSPITALIZAÇÃO E CIRURGIA,-0.23,0.86,0.07,0.0,0.33,2.18,0.0,0.0,0.47,-3.81,0.05,0.0,0.0,0.0,0.35,0.0,0.2
 EXAME DE IMAGEM,0.02,0.0,-0.46,3.76,0.43,0.19,-0.76,0.05,-0.09,0.02,1.05,0.0,1.18,0.0,0.29,0.89,0.28
 PLANO DE SAÚDE,0.77,0.73,0.75,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.77,0.74,0.68,0.77,0.77,0.77,0.76
 PLANO DE SAÚDE,0.77,0.73,0.75,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.77,0.74,0.68,0.77,0.77,0.77,0.76
 CUIDADOS PESSOAIS,-1.1,-1.48,-0.52,-1.35,-0.63,-1.06,-1.6,-0.91,-2.51,-0.37,-0.55,0.0,-0.39,-0.85,-1.13,-0.18,-0.95
 HIGIENE PESSOAL,-1.1,-1.48,-0.52,-1.35,-0.63,-1.06,-1.6,-0.91,-2.51,-0.37,-0.55,0.0,-0.39,-0.85,-1.13,-0.18,-0.95
 PRODUTO PARA CABELO,1.2,-1.34,-0.54,-0.41,0.54,-1.11,1.3,-0.87,-4.51,0.07,1.21,0.41,1.9,0.03,-3.34,0.66,-0.24
 FRALDA DESCARTÁVEL,-0.63,-2.28,-0.27,-1.95,1.45,-1.56,-2.51,0.7,0.48,2.35,0.99,-3.28,1.57,1.39,-1.3,1.42,0.15
 PRODUTO PARA BARBA,0.56,-0.88,2.05,-2.32,0.31,-2.1,2.4,1.98,0.38,0.59,1.3,0.16,2.17,-0.35,2.4,1.25,0.45
 PRODUTO PARA PELE,-1.25,-2.15,-0.31,-0.29,-0.72,-2.38,-0.68,0.21,-0.69,1.02,-0.81,0.49,-0.79,-1.39,1.22,-0.22,-0.69
 PRODUTO PARA HIGIENE BUCAL,0.9,-2.98,-0.1,0.45,0.06,-1.61,3.47,-0.03,-2.95,-0.83,0.58,-0.53,0.09,0.27,-3.07,0.32,-0.31
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.48
 PERFUME,-3.2,-1.11,-2.55,-2.52,-2.59,-1.03,-3.81,-2.71,-3.57,-1.77,-1.84,-0.53,-3.45,-1.76,-0.82,-2.26,-2.49
 DESODORANTE,-1.71,-1.18,0.46,-0.4,-0.3,1.4,-1.35,2.47,0.53,-0.48,-1.57,0.57,2.91,-0.44,-0.28,2.55,-0.28
 ABSORVENTE HIGIÊNICO,-1.79,-2.56,-0.5,1.6,-0.75,2.35,1.02,1.68,-0.24,1.44,-2.39,-0.57,0.25,0.66,-1.16,1.88,-0.28
 SABONETE,-0.98,-2.93,0.25,-2.56,-0.33,-2.59,-1.08,-2.02,-5.23,-1.91,-0.14,0.48,-0.58,-1.06,-2.22,-0.2,-1.25
 PAPEL HIGIÊNICO,-0.6,0.52,1.19,1.0,-0.98,-0.77,-3.26,-0.11,-1.72,-0.69,0.53,2.16,0.32,2.24,-2.26,1.35,-0.46
 ARTIGOS DE MAQUIAGEM,-1.42,0.96,-0.87,-0.68,1.47,0.02,-1.04,0.95,0.48,0.88,-0.37,1.12,-1.76,-2.32,-1.52,0.6,0.15
 DESPESAS PESSOAIS,0.52,0.29,0.64,0.94,0.65,0.71,0.03,0.83,0.53,0.73,0.33,0.97,0.43,0.44,0.32,0.39,0.58
 SERVIÇOS PESSOAIS,0.1,0.19,0.44,0.92,0.47,0.33,0.47,0.28,0.44,0.46,0.39,0.71,0.58,0.5,0.26,0.36,0.41
 SERVIÇOS PESSOAIS,0.1,0.19,0.44,0.92,0.47,0.33,0.47,0.28,0.44,0.46,0.39,0.71,0.58,0.5,0.26,0.36,0.41
 COSTUREIRA,0.0,0.0,0.0,-1.33,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.99,0.04,0.35
 MANICURE,-1.31,0.17,1.14,3.64,-0.35,1.13,2.32,1.5,0.45,1.13,0.38,2.82,0.78,-0.65,0.0,1.08,0.36
 EMPREGADO DOMÉSTICO,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
 CABELEIREIRO E BARBEIRO,-0.31,-0.27,0.53,2.53,1.35,0.04,0.14,-0.33,0.78,0.04,0.45,1.31,1.15,1.22,-0.56,0.12,0.63
 DEPILAÇÃO,0.0,0.0,1.06,0.0,2.56,-0.88,0.0,0.0,2.66,1.28,1.87,0.0,1.91,0.0,0.0,-0.63,1.78
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 DESPACHANTE,0.0,0.0,-1.29,0.0,-0.07,0.0,0.0,0.0,0.0,1.55,-2.23,-0.4,0.0,0.0,0.0,0.0,-0.13
 SERVIÇO BANCÁRIO,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
 CONSELHO DE CLASSE,0.0,0.5,0.0,0.0,0.44,0.54,0.0,0.0,0.0,0.0,0.51,0.68,0.0,0.0,0.0,0.0,0.49
 SOBRANCELHA,1.14,-3.48,1.63,0.47,-0.35,-1.15,0.0,0.0,-0.63,2.67,0.69,0.48,-0.35,0.41,0.0,-0.45,0.14
 RECREAÇÃO E FUMO,1.23,0.43,0.94,0.97,0.94,1.39,-0.81,1.71,0.72,1.06,0.25,1.5,0.15,0.32,0.45,0.45,0.86
 RECREAÇÃO,1.45,0.52,1.05,0.37,1.08,1.47,-0.9,1.15,0.78,1.2,0.3,1.67,0.18,0.37,0.52,0.48,0.94
 CLUBE,0.0,-0.44,1.13,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,-1.0,0.0,0.28,0.0,0.0,1.25,0.0,0.0,0.05
 TRATAMENTO DE ANIMAIS (CLÍNICA),1.41,1.07,0.1,0.86,-0.52,-0.58,0.2,1.51,-0.06,-0.48,0.12,0.89,1.49,-1.48,-0.25,-0.37,0.04
 BICICLETA,0.0,1.44,-0.53,2.44,-0.37,-0.67,-2.35,0.0,-0.33,0.23,1.94,1.68,2.86,-0.19,-0.9,0.0,0.06
 ALIMENTO PARA ANIMAIS,0.22,-1.93,1.93,0.23,2.42,-0.32,-1.27,1.55,-0.19,0.84,-0.83,0.8,-1.32,1.42,0.15,2.11,0.92
 BRINQUEDO,-2.08,0.21,-0.86,-0.17,1.5,-0.48,0.44,-0.26,1.0,-0.68,-0.45,1.73,0.0,-0.86,0.69,-2.2,0.23
 CASA NOTURNA,-0.46,0.0,1.33,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.84
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,0.37,0.0,0.0,-0.53
 HOSPEDAGEM,2.44,0.98,2.63,1.55,1.26,3.95,-0.18,2.2,4.13,3.64,0.58,1.62,1.39,1.84,-0.65,4.53,2.17
 PACOTE TURÍSTICO,3.44,2.17,3.15,-0.67,2.2,2.06,0.0,2.24,3.59,1.39,-0.61,3.37,2.89,0.0,1.78,-2.61,2.09
 SERVIÇO DE HIGIENE PARA ANIMAIS,-0.03,1.37,0.76,0.0,-0.19,1.23,0.0,0.43,0.81,0.82,0.31,1.93,2.71,0.0,0.0,0.0,0.4
" CINEMA, TEATRO E CONCERTOS",2.36,1.54,-2.08,0.0,0.41,1.09,-2.53,1.25,-2.41,0.01,5.27,2.14,-3.31,0.0,2.7,0.75,0.39
 FUMO,0.0,0.0,0.0,5.06,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
 CIGARRO,0.0,0.0,0.0,5.06,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
 EDUCAÇÃO,0.01,0.09,0.02,-0.01,-0.04,0.03,0.2,0.05,0.03,0.01,0.11,0.08,0.0,0.15,-0.05,0.27,0.02
" CURSOS, LEITURA E PAPELARIA",0.01,0.09,0.02,-0.01,-0.04,0.03,0.2,0.05,0.03,0.01,0.11,0.08,0.0,0.15,-0.05,0.27,0.02
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,0.02,0.2,-0.08,-0.01,-0.14,0.2,0.0,0.0,-0.02,-0.06,0.0,0.0,-0.05,0.0,0.0,-0.1,-0.03
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REVISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO DIDÁTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO NÃO DIDÁTICO,0.14,0.59,-0.42,-0.11,-0.61,0.69,0.0,0.0,-0.11,-0.26,0.0,0.0,-0.15,0.0,0.0,-1.21,-0.14
 PAPELARIA,0.1,1.8,0.52,-0.42,-1.32,2.06,1.44,1.0,-0.82,0.34,0.71,2.04,-0.82,0.63,-0.78,-0.05,0.14
 CADERNO,2.39,4.2,1.28,-0.52,-2.76,3.09,0.42,0.16,-1.72,0.62,2.92,2.36,-0.32,1.01,-2.26,1.34,0.29
 ARTIGOS DE PAPELARIA,-0.82,0.47,-0.09,-0.34,-0.66,1.76,2.63,1.59,-0.24,0.19,-0.64,1.77,-1.07,0.16,0.62,-0.94,0.04
 CURSOS DIVERSOS,0.05,0.03,0.05,0.0,-0.03,-0.14,0.8,0.49,0.41,0.04,0.73,0.2,0.23,0.7,-0.08,4.11,0.1
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,0.0,-0.33
 AUTOESCOLA,0.0,0.0,0.5,0.0,0.0,0.0,1.87,0.0,0.03,0.22,0.0,0.0,1.33,0.85,0.0,12.59,0.92
 ATIVIDADES FÍSICAS,0.11,0.05,-0.07,0.0,-0.07,-0.27,0.0,0.71,0.73,0.0,2.24,0.35,0.0,0.58,-0.06,0.19,0.08
 COMUNICAÇÃO,-1.07,-0.45,-0.52,-0.12,-0.29,-0.7,-0.34,-0.8,-0.67,-0.41,-0.36,-0.13,-0.59,-0.69,-0.8,-0.73,-0.5
 COMUNICAÇÃO,-1.07,-0.45,-0.52,-0.12,-0.29,-0.7,-0.34,-0.8,-0.67,-0.41,-0.36,-0.13,-0.59,-0.69,-0.8,-0.73,-0.5
 COMUNICAÇÃO,-1.07,-0.45,-0.52,-0.12,-0.29,-0.7,-0.34,-0.8,-0.67,-0.41,-0.36,-0.13,-0.59,-0.69,-0.8,-0.73,-0.5
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,-4.01,-3.78,-4.34,-3.53,0.05,-3.98,-4.48,-3.64,-3.87,-3.86,-2.74,-3.67,-3.65,-3.57,-3.61,-4.37,-2.44
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.91,1.01,0.0,0.0,0.91,1.01,0.91,0.91,0.0,0.91,0.0,0.0,1.01,0.91,0.35
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,-3.95,-1.91,-3.07,-1.24,-2.1,-2.94,-1.93,-3.95,-4.13,-2.48,-1.94,-2.89,-2.57,-2.67,-2.83,-3.88,-2.68
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
