"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,1.09,2.08,0.0,0.0,1.35,0.0,-0.18,0.0,0.7,-0.92,0.16,0.0,0.16,0.0,0.23
 ÔNIBUS INTERESTADUAL,-2.42,0.0,-1.34,-1.69,-0.77,3.84,1.88,3.65,-0.74,-1.44,4.36,0.13,0.08,-0.85,0.59,2.43,0.13
 PASSAGEM AÉREA,4.73,13.87,6.87,4.45,-0.54,4.85,3.18,5.05,10.2,7.27,11.27,15.97,9.45,13.52,21.78,2.72,4.97
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,0.0,-0.26,0.0,1.38,-4.95,0.0,0.0,-6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
 TRANSPORTE POR APLICATIVO,-2.57,10.67,-4.38,-1.17,-6.05,0.31,0.0,1.73,-5.83,0.0,-19.52,2.36,-1.35,0.0,3.78,-2.62,-3.04
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,1.03,1.02,0.42,1.49,0.88,1.09,1.49,0.96,0.52,-0.97,0.57,-0.53,-0.83,1.37,1.75,0.81,0.62
 AUTOMÓVEL NOVO,2.87,3.36,0.09,3.18,1.76,2.02,2.2,2.94,0.74,-0.87,3.21,1.06,0.16,3.96,3.94,1.23,1.65
 EMPLACAMENTO E LICENÇA,1.25,1.24,2.97,1.24,1.86,1.15,2.13,1.27,1.21,1.13,1.24,1.24,1.27,1.21,1.73,1.26,1.62
 SEGURO VOLUNTÁRIO DE VEÍCULO,0.64,0.31,-3.72,-4.02,3.27,3.65,0.32,0.33,0.88,-4.4,-4.35,-10.38,3.62,0.0,0.15,0.16,0.14
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,1.47,0.67,1.62,1.5,-0.88,-0.61,1.12,1.06,-1.04,-0.52,0.0,0.6,-0.73,0.58,2.7,0.71
 ACESSÓRIOS E PEÇAS,0.74,0.16,0.85,0.59,-1.05,0.95,-0.71,1.45,1.7,1.89,-0.92,1.22,-1.56,0.95,-0.86,-0.99,0.14
 PNEU,0.0,-1.22,0.03,1.0,2.88,-0.31,1.53,1.54,-1.27,0.15,-2.56,-0.06,1.25,-2.39,-1.2,-1.7,0.61
 CONSERTO DE AUTOMÓVEL,-0.95,1.14,0.72,0.36,-2.21,-1.61,2.08,-2.53,0.05,0.05,0.3,-1.34,0.49,-0.33,2.75,0.75,-0.56
 ESTACIONAMENTO,0.0,-2.82,0.0,0.0,0.76,0.0,0.0,0.0,-0.36,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.53
 PEDÁGIO,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44
 AUTOMÓVEL USADO,-0.35,-1.05,-0.6,0.0,-0.34,-1.85,-0.18,-0.17,-0.31,-3.76,0.03,-1.17,-5.97,-0.9,-0.06,-0.98,-1.04
 PINTURA DE VEÍCULO,0.0,0.0,-1.68,2.86,0.0,0.0,0.0,0.0,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28
 ALUGUEL DE VEÍCULO,10.86,0.0,0.0,0.0,0.0,0.0,8.74,0.0,10.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13
 MOTOCICLETA,-0.37,-0.47,0.66,0.31,-0.82,0.18,-0.41,0.87,0.37,-0.26,0.29,-0.78,0.0,0.62,0.48,0.41,-0.14
 COMBUSTÍVEIS (VEÍCULOS),3.44,6.69,3.29,5.0,2.84,2.21,6.1,6.14,10.38,3.1,3.78,4.63,2.52,3.95,5.6,6.34,4.15
 GASOLINA,3.68,6.98,3.7,5.11,3.5,2.46,6.42,6.6,11.04,3.81,4.74,4.91,2.73,4.79,5.98,6.55,4.75
 ETANOL,1.58,0.0,2.42,6.12,1.29,1.67,0.0,0.0,10.87,0.01,0.77,0.0,1.09,0.0,0.0,0.0,1.57
 ÓLEO DIESEL,-0.41,-1.31,-2.16,-1.59,-1.9,-2.24,-2.69,-2.65,0.8,0.62,-3.37,-0.94,-1.08,-1.93,0.13,0.14,-1.37
 GÁS VEICULAR,3.65,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
 SAÚDE E CUIDADOS PESSOAIS,0.7,-0.04,0.55,0.18,0.11,0.63,0.38,-0.35,0.22,0.44,0.23,0.09,-0.03,0.56,0.28,0.52,0.26
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.99,0.22,0.47,-0.35,-0.26,0.45,0.95,-0.94,0.65,1.23,0.13,0.02,-0.22,1.98,0.05,0.4,0.26
 PRODUTOS FARMACÊUTICOS,1.04,0.32,0.55,-0.21,-0.5,0.7,0.71,-0.88,0.62,1.26,0.08,0.05,0.05,1.98,-0.35,0.25,0.22
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.35,-0.34,0.48,-0.41,-2.24,1.41,3.18,-0.5,-0.76,-0.15,1.41,-0.63,0.97,1.93,-0.24,2.39,-0.43
 ANALGÉSICO E ANTITÉRMICO,1.29,-0.79,0.17,1.16,-0.46,-0.43,0.45,0.81,1.57,2.07,0.71,1.14,-0.75,2.41,1.47,1.0,0.42
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.6,-0.26,-0.06,-1.45,-2.09,2.09,2.53,-1.17,0.29,0.64,-2.05,0.58,0.73,2.91,-0.84,-0.71,-0.48
 ANTIGRIPAL E ANTITUSSÍGENO,0.34,0.0,2.0,0.41,-0.68,-0.24,0.89,0.08,1.28,2.76,1.03,2.7,-2.81,2.9,1.73,0.06,0.61
 DERMATOLÓGICO,1.11,-0.87,-0.18,2.5,1.54,0.62,0.0,-0.27,1.92,1.74,0.0,-0.5,-1.03,0.21,-0.61,0.77,1.03
 ANTIALÉRGICO E BRONCODILATADOR,-0.51,-1.86,-0.02,-0.62,0.08,1.68,2.91,-0.91,2.06,2.65,-1.72,-0.02,-0.86,1.45,0.27,-0.23,0.1
 GASTROPROTETOR,0.59,-0.2,1.28,0.26,2.09,0.0,1.93,-0.65,0.73,1.86,-1.21,0.44,0.09,2.77,-0.92,-0.95,0.92
 VITAMINA E FORTIFICANTE,-0.24,0.91,1.54,-0.87,0.2,0.51,-1.42,-0.12,0.74,0.5,-0.25,0.74,0.69,1.67,0.06,0.51,0.3
 HORMONAL,1.23,-1.53,-0.07,-0.43,2.67,2.55,2.03,-2.69,0.47,-0.22,0.25,0.01,-0.19,0.54,-2.61,-0.35,0.76
 PSICOTRÓPICO E ANOREXÍGENO,2.31,1.54,0.32,-0.88,-1.18,0.56,-0.7,-2.32,0.07,0.13,1.13,-0.63,-1.54,2.81,-1.58,-0.04,0.07
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,1.97,1.86,0.11,-0.58,-0.81,2.02,0.95,-2.35,0.31,1.24,-0.13,-1.7,2.48,1.39,-2.87,-0.83,0.33
 OFTALMOLÓGICO,1.82,0.56,2.02,-0.41,-0.03,0.42,0.64,0.2,0.06,0.0,0.48,-0.16,-0.12,0.0,0.98,1.48,0.64
 ANTIDIABÉTICO,0.04,1.41,-0.92,-2.13,-2.78,-0.59,-0.58,-2.83,0.02,1.87,0.7,0.21,0.7,2.96,-1.93,2.68,-0.89
 NEUROLÓGICO,0.25,1.81,2.88,-1.51,-2.47,-1.99,-2.83,-1.46,-1.29,0.59,-1.62,-0.93,1.21,0.28,-0.24,-0.5,-0.43
 PRODUTOS ÓTICOS,-0.39,-1.31,-0.82,-2.0,2.91,-2.59,2.54,-1.55,0.93,0.65,1.75,-0.49,-3.01,2.04,3.85,2.91,0.83
 ÓCULOS DE GRAU,-0.39,-1.31,-0.82,-2.0,2.91,-2.59,2.54,-1.55,0.93,0.65,1.75,-0.49,-3.01,2.04,3.85,2.91,0.83
 SERVIÇOS DE SAÚDE,0.67,0.68,0.76,0.7,0.79,0.86,0.43,0.89,0.46,0.69,0.99,0.68,0.51,0.45,0.4,0.8,0.73
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.35,0.54,0.31,0.38,0.94,0.67,-0.11,1.03,-0.44,0.05,1.42,0.41,-0.18,0.08,1.0,1.2,0.53
 MÉDICO,-0.25,0.0,0.0,-0.22,0.77,1.45,0.0,1.49,-0.73,-0.32,0.0,0.97,-0.63,0.0,0.12,1.51,0.22
 DENTISTA,0.89,1.17,0.51,1.59,1.19,0.28,-0.39,-0.12,-0.11,0.42,3.01,0.03,-0.05,0.59,2.89,0.59,0.83
 APARELHO ORTODÔNTICO,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,2.51,0.0,0.0,0.0,1.37
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,-0.54
 PSICÓLOGO,0.51,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.14,0.58,1.6,0.53,0.47,1.28,0.14,1.27,0.05,2.01,1.1,0.54,1.36,0.63,-0.57,0.12,0.73
 EXAME DE LABORATÓRIO,0.08,-0.42,0.32,0.14,0.03,1.22,0.26,0.55,-0.09,-0.47,0.82,-0.09,2.19,1.06,-1.14,-0.16,0.1
 HOSPITALIZAÇÃO E CIRURGIA,0.16,0.83,2.81,0.75,0.43,1.48,0.0,1.59,0.09,3.7,1.79,1.24,2.53,0.0,0.0,0.25,1.02
 EXAME DE IMAGEM,0.06,0.71,0.04,0.73,1.08,0.24,0.3,1.54,0.12,-0.03,-0.3,0.0,0.49,0.0,-0.57,0.12,0.42
 PLANO DE SAÚDE,0.8,0.74,0.76,0.78,0.79,0.83,0.79,0.79,0.81,0.8,0.78,0.75,0.67,0.77,0.77,0.77,0.78
 PLANO DE SAÚDE,0.8,0.74,0.76,0.78,0.79,0.83,0.79,0.79,0.81,0.8,0.78,0.75,0.67,0.77,0.77,0.77,0.78
 CUIDADOS PESSOAIS,0.41,-1.28,0.33,0.08,-0.69,0.24,0.03,-0.97,-0.44,-0.52,-0.35,-1.12,-0.5,-0.18,0.37,0.29,-0.37
 HIGIENE PESSOAL,0.41,-1.28,0.33,0.08,-0.69,0.24,0.03,-0.97,-0.44,-0.52,-0.35,-1.12,-0.5,-0.18,0.37,0.29,-0.37
 PRODUTO PARA CABELO,-0.23,-4.6,-0.01,0.39,-0.97,1.05,2.44,-0.2,0.4,-0.92,0.2,-1.73,-0.72,0.51,-0.98,0.09,-0.69
 FRALDA DESCARTÁVEL,0.71,0.11,1.05,2.39,0.26,-1.11,2.91,-0.8,-0.06,-2.75,-0.34,-0.89,2.8,1.39,1.22,-0.36,0.24
 PRODUTO PARA BARBA,1.55,0.12,-0.16,2.02,2.85,1.58,2.92,1.97,0.54,2.85,1.31,1.23,2.84,2.85,1.48,3.62,1.74
 PRODUTO PARA PELE,1.1,1.04,4.38,2.03,0.45,2.74,1.73,4.48,2.49,0.75,3.03,2.24,1.4,2.24,2.36,0.14,1.74
 PRODUTO PARA HIGIENE BUCAL,2.88,0.95,0.95,-0.1,0.13,0.18,-1.51,2.19,0.83,0.19,0.99,-0.56,0.91,0.74,-1.44,1.08,0.54
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.32
 PERFUME,-1.1,-2.06,-2.0,-0.96,-3.42,-1.53,-1.68,-2.83,-2.34,-1.1,-3.05,-1.11,-1.3,-1.93,-0.36,-1.23,-2.17
 DESODORANTE,1.58,-1.01,-0.26,-0.34,1.26,-0.03,1.07,-1.39,1.25,-0.76,0.58,-2.53,-2.6,1.56,3.51,2.7,0.46
 ABSORVENTE HIGIÊNICO,0.68,2.12,1.35,-0.17,0.18,2.27,4.3,0.59,0.88,-0.37,0.94,0.76,-3.44,-1.04,2.42,0.93,0.78
 SABONETE,0.81,0.16,0.8,0.61,-0.27,-0.31,-0.24,-2.43,-1.19,-0.77,0.78,-2.47,-2.14,1.41,0.44,2.04,-0.11
 PAPEL HIGIÊNICO,0.51,-1.65,-1.27,0.91,0.18,1.68,0.69,1.5,-1.18,0.83,0.58,-2.86,2.49,-0.16,0.82,2.83,0.03
 ARTIGOS DE MAQUIAGEM,-0.85,-1.14,1.27,0.05,-0.6,-0.44,-0.82,0.06,-1.06,0.57,-0.02,1.3,-0.33,-1.58,0.11,-0.77,-0.23
 DESPESAS PESSOAIS,-0.08,0.3,0.63,0.52,0.36,0.38,0.49,0.24,0.56,0.55,0.48,0.38,0.33,-0.14,0.2,0.56,0.38
 SERVIÇOS PESSOAIS,0.0,0.83,0.49,-0.06,0.38,0.12,0.76,0.26,0.42,0.1,0.1,0.26,0.31,-0.12,0.04,0.4,0.34
 SERVIÇOS PESSOAIS,0.0,0.83,0.49,-0.06,0.38,0.12,0.76,0.26,0.42,0.1,0.1,0.26,0.31,-0.12,0.04,0.4,0.34
 COSTUREIRA,0.0,0.0,0.0,-2.92,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.02,1.14,-0.65
 MANICURE,-1.53,1.95,1.19,1.11,2.82,0.57,1.61,0.08,0.52,0.92,-0.9,2.39,-0.62,-4.61,0.0,-0.1,1.27
 EMPREGADO DOMÉSTICO,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
 CABELEIREIRO E BARBEIRO,-0.6,2.71,0.9,-1.6,0.14,-1.65,2.13,-0.04,0.54,-1.4,-0.65,-0.9,0.2,-0.77,-1.36,0.49,0.16
 DEPILAÇÃO,0.0,0.0,0.03,0.0,-0.18,0.2,0.0,0.0,1.13,-0.19,-0.69,0.0,0.61,0.0,0.0,0.88,0.01
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 DESPACHANTE,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,2.38,0.86,1.0,0.0,0.0,0.0,0.0,-0.56
 SERVIÇO BANCÁRIO,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
 CONSELHO DE CLASSE,0.0,0.51,0.0,0.0,0.44,0.54,0.0,0.0,0.0,0.0,1.03,0.68,0.0,0.0,0.0,0.0,0.53
 SOBRANCELHA,-0.14,-0.78,0.23,0.0,-1.91,-1.23,0.0,0.94,1.57,0.29,0.16,0.25,2.18,0.0,0.0,2.56,-0.37
 RECREAÇÃO E FUMO,-0.21,-0.48,0.86,1.46,0.33,0.86,-0.03,0.2,0.84,1.11,0.95,0.63,0.35,-0.17,0.56,0.85,0.45
 RECREAÇÃO,-0.25,-0.58,0.96,1.69,0.39,0.9,-0.03,0.23,0.92,1.26,1.12,0.7,0.41,-0.2,0.63,0.9,0.51
 CLUBE,0.0,0.44,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,-0.11,0.0,1.41,0.0,0.0,0.92,0.0,0.0,0.92
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.77,2.12,-0.18,2.33,1.84,0.55,0.82,0.94,1.35,0.41,1.23,0.43,-0.47,1.28,-1.01,1.48,1.12
 BICICLETA,0.0,-1.17,0.09,2.13,-1.75,2.38,0.48,0.0,-0.74,1.1,2.05,1.06,1.05,1.01,1.68,0.0,-0.24
 ALIMENTO PARA ANIMAIS,0.02,-1.89,0.13,1.21,0.71,-0.35,0.36,1.42,2.91,-0.59,0.98,-1.68,0.77,-1.23,-1.67,-1.3,0.22
 BRINQUEDO,1.0,1.34,-1.41,0.31,0.33,-0.59,-0.26,0.88,0.66,-0.47,1.53,1.21,0.96,0.31,2.93,2.22,0.31
 CASA NOTURNA,0.61,0.0,0.1,0.0,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,-0.79
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,-0.2,0.0,0.0,1.06
 HOSPEDAGEM,-1.47,-1.74,2.7,2.56,0.06,1.65,2.54,2.52,3.88,2.81,4.02,0.52,-1.12,-1.6,4.98,1.83,1.05
 PACOTE TURÍSTICO,-0.97,-2.86,1.48,3.75,1.73,1.86,0.0,-2.49,-1.67,0.43,1.96,2.37,1.52,0.0,3.5,1.78,1.11
 SERVIÇO DE HIGIENE PARA ANIMAIS,-0.86,-0.69,-0.06,0.0,1.25,0.36,0.0,2.12,0.59,2.24,-0.04,0.12,0.1,0.0,0.0,0.0,0.76
" CINEMA, TEATRO E CONCERTOS",0.69,0.12,1.66,2.07,-1.65,0.34,-1.28,0.18,0.02,3.04,-2.13,1.12,1.38,-0.06,0.33,2.82,-0.07
 FUMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CIGARRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO,0.06,0.78,0.24,0.08,0.04,0.05,0.11,0.2,0.13,-0.05,0.1,0.43,0.03,-0.05,0.16,0.02,0.13
" CURSOS, LEITURA E PAPELARIA",0.06,0.78,0.24,0.08,0.04,0.05,0.11,0.2,0.13,-0.05,0.1,0.43,0.03,-0.05,0.16,0.02,0.13
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,0.36,7.94,0.5,0.61,0.08,0.24,-0.5,1.44,0.75,-0.17,0.4,5.63,0.66,1.33,0.46,-0.04,1.02
 JORNAL DIÁRIO,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,10.97
 REVISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO DIDÁTICO,0.3,2.09,0.65,0.58,0.46,0.49,-0.7,1.44,0.78,-0.54,0.4,0.67,0.87,1.87,0.46,-0.05,0.51
 LIVRO NÃO DIDÁTICO,1.13,0.21,-0.1,0.79,-0.83,-0.36,0.0,0.0,0.59,0.99,0.0,0.0,0.2,0.0,0.0,0.03,-0.07
 PAPELARIA,1.13,0.23,1.35,0.13,2.23,-0.31,1.38,3.18,1.95,-0.34,0.75,1.3,1.48,-0.92,1.3,1.23,1.26
 CADERNO,2.58,-1.62,1.4,-0.36,3.98,-2.43,1.61,2.99,2.88,-0.61,0.03,1.06,1.86,-2.53,0.61,0.87,1.38
 ARTIGOS DE PAPELARIA,0.59,1.3,1.32,0.51,1.47,0.31,1.13,3.32,1.38,-0.2,1.18,1.49,1.31,1.04,1.94,1.46,1.19
 CURSOS DIVERSOS,0.0,-0.39,0.78,0.17,0.0,0.18,0.42,0.0,-0.01,-0.17,0.32,0.04,-0.55,-0.33,0.1,0.12,0.08
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1
 AUTOESCOLA,0.0,0.0,1.32,0.0,0.0,0.0,0.99,0.0,-0.64,-0.91,0.0,0.0,-3.09,-1.23,0.0,1.02,0.07
 ATIVIDADES FÍSICAS,0.0,-0.58,1.18,0.4,0.01,0.36,-0.01,0.0,0.24,0.04,1.0,0.06,0.0,0.46,0.5,-0.41,0.16
 COMUNICAÇÃO,0.08,-0.15,-0.33,-0.29,0.18,0.2,0.5,-0.04,-0.49,0.04,-0.16,-0.37,0.0,0.34,0.03,-0.27,0.0
 COMUNICAÇÃO,0.08,-0.15,-0.33,-0.29,0.18,0.2,0.5,-0.04,-0.49,0.04,-0.16,-0.37,0.0,0.34,0.03,-0.27,0.0
 COMUNICAÇÃO,0.08,-0.15,-0.33,-0.29,0.18,0.2,0.5,-0.04,-0.49,0.04,-0.16,-0.37,0.0,0.34,0.03,-0.27,0.0
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.02
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,0.43,-0.85,-1.81,-1.21,1.24,0.95,1.99,-0.18,-2.6,0.22,-1.15,-3.03,-0.02,1.44,0.08,-1.09,-0.01
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
