"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-1.53,1.17,1.21,-1.32,-1.1,0.67,-2.26,3.36,-0.03,-0.62,-1.21,2.44,-0.48,-0.37,0.8,2.89,-0.06
 ANTIGRIPAL E ANTITUSSÍGENO,-3.33,1.83,0.74,0.11,-1.83,-1.82,-0.82,-0.22,-0.1,-1.94,0.05,-0.53,-2.04,2.7,-1.3,-2.76,-1.04
 DERMATOLÓGICO,0.35,-0.57,0.23,0.51,-0.42,-0.55,       -,2.49,0.85,0.26,       -,1.18,-0.12,1.24,2.38,-0.15,0.1
 ANTIALÉRGICO E BRONCODILATADOR,0.28,0.37,0,-1.06,2.7,-0.24,-2.98,-0.85,1.32,0.29,-0.48,1.37,-2.12,-0.29,0.81,-0.72,0.82
 GASTROPROTETOR,-0.03,-0.6,0.62,-2,0.2,       -,-1.42,-0.7,-0.44,-0.09,-0.2,2.05,0.03,-0.84,4.14,-1.45,-0.04
 VITAMINA E FORTIFICANTE,0.84,1.91,-1.52,0.07,0.98,1.75,0.9,-1.03,-0.74,0.5,-1.19,0.94,-0.59,0.69,2.93,-2.32,0.39
 HORMONAL,-0.36,0.85,-0.21,1.04,2.18,1.07,-2.7,-1.29,0.07,0.96,0.36,0.93,0.95,-0.55,0.5,0.93,0.85
 PSICOTRÓPICO E ANOREXÍGENO,-2.74,1.01,1.37,-0.04,-0.18,-0.93,-0.73,-1.7,0.46,1.3,0.3,1.27,0.71,1.03,-1.03,0.48,0.04
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-2.89,-1.82,0.02,-1.32,-0.39,-1.92,-3.19,0.05,2.7,-0.1,1.09,-1.81,0.39,0.63,1.87,-0.39,-0.65
 OFTALMOLÓGICO,-2.01,-0.17,1.34,-0.15,1.64,-1.68,-1.42,0,0.31,       -,1.8,1.06,-0.4,       -,-0.64,0.71,0.27
 ANTIDIABÉTICO,-2.29,0.06,-1.13,0.16,-0.95,-1.7,-2.96,0.89,1.69,-1.34,-0.88,2.35,2.56,-0.59,-1.5,-0.04,-0.85
 NEUROLÓGICO,-0.26,2.83,-0.33,-0.07,-1.69,-2.05,-2.26,-1.32,-1.11,-0.09,0.36,2.9,0.77,0.58,0.15,0.67,-0.44
 PRODUTOS ÓTICOS,-2.9,2.79,0.88,-2.6,1.08,5.99,0.02,-0.04,-3.54,0.76,2.59,3.62,-1.17,3.07,-1.59,2.55,0.48
 ÓCULOS DE GRAU,-2.9,2.79,0.88,-2.6,1.08,5.99,0.02,-0.04,-3.54,0.76,2.59,3.62,-1.17,3.07,-1.59,2.55,0.48
 SERVIÇOS DE SAÚDE,0.72,0.54,0.66,0.72,0.77,0.74,0.95,0.5,0.63,0.63,0.6,0.68,0.65,0.36,0.17,0.81,0.7
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.04,0.21,0.54,0.2,0.57,0.65,1.71,-0.8,0.26,0.6,0.77,0.3,0.49,0.09,0.18,1.17,0.46
 MÉDICO,-0.42,0,0.41,0.74,0.13,0.49,0,-0.96,0.3,0.92,0,0.69,0,0,-0.12,1.45,0.2
 DENTISTA,0.47,0.45,0.65,-0.88,0.81,0.72,6.39,-0.39,0.22,0.29,1.71,0.04,1.02,0.37,0.81,0.61,0.69
 APARELHO ORTODÔNTICO,       -,       -,0.59,       -,       -,       -,       -,       -,       -,       -,1.41,       -,0.34,       -,       -,       -,0.74
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.26,       -,       -,0.26
 PSICÓLOGO,0,0,       -,       -,1.28,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.8
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.4,-0.01,0.45,1.4,1.16,0.62,0.13,0.77,0.35,-0.03,-0.21,1,0.77,0,-0.2,0.27,0.68
 EXAME DE LABORATÓRIO,1.58,0.8,-0.01,4.45,1.21,1.58,0.32,2.26,-0.82,-0.65,-0.58,0.7,3.26,0,0.08,-0.5,0.74
 HOSPITALIZAÇÃO E CIRURGIA,1.18,-0.94,0.28,-0.55,1.29,0.8,0,0,-0.27,0,-0.07,1.52,0,       -,0,0.65,0.64
 EXAME DE IMAGEM,2.47,1.71,1.25,-0.04,0.4,-0.96,0.21,0.25,2.02,0.52,-0.29,0.54,-0.26,0,-0.66,0.24,0.73
 PLANO DE SAÚDE,0.77,0.74,0.75,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.77,0.74,0.69,0.77,0.77,0.77,0.76
 PLANO DE SAÚDE,0.77,0.74,0.75,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.77,0.74,0.69,0.77,0.77,0.77,0.76
 CUIDADOS PESSOAIS,0.13,0.85,0.45,0.16,0.65,-0.24,0.54,-0.11,0.25,-1.34,-0.55,-0.84,-0.2,-1,-0.38,-1.08,0.19
 HIGIENE PESSOAL,0.13,0.85,0.45,0.16,0.65,-0.24,0.54,-0.11,0.25,-1.34,-0.55,-0.84,-0.2,-1,-0.38,-1.08,0.19
 PRODUTO PARA CABELO,0.43,-2.18,-0.29,-2.89,1.11,-0.09,3.22,0.5,-1.85,-2.15,-0.85,-0.12,0.1,-0.98,0.37,-0.57,-0.19
 FRALDA DESCARTÁVEL,1.36,2.75,2.38,2.48,-0.54,2.8,-2.31,2.47,-0.27,-2,-1.55,5.76,-2.13,0.11,4.93,1.62,0.54
 PRODUTO PARA BARBA,-0.96,1.23,-2.39,0.26,0.41,-0.35,0.09,0.68,-0.07,-0.81,0.07,0.61,-0.38,-0.23,1.82,-2.04,-0.03
 PRODUTO PARA PELE,-2.27,2.99,0.52,2.93,0.85,-2.13,0.58,0.34,2.65,-3.57,2.27,-0.88,-0.8,-0.7,-2.96,-2.67,0.45
 PRODUTO PARA HIGIENE BUCAL,2.13,0.02,1.73,-0.16,1.49,3.1,-0.43,-0.5,0.44,-1.38,-0.15,-0.3,0.73,0.08,0.09,-0.04,0.78
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-0.2,       -,       -,       -,       -,       -,       -,0.37,       -,       -,-0.13
 PERFUME,-2.89,1.28,0.57,-0.2,1.77,-1.36,-0.11,-0.61,-0.24,-2.44,-1.66,-2.62,-0.07,-1.93,-1.12,-2.36,-0.09
 DESODORANTE,2.05,0.88,-0.04,1.7,-0.24,1.51,1.13,0.21,0.98,-0.28,1.24,0.22,0.66,-1.56,0.5,-0.22,0.5
 ABSORVENTE HIGIÊNICO,0.36,2.72,-1.38,2.24,-0.36,-0.53,1.35,0.54,0.99,0.99,0.65,0.6,-2.18,-0.56,-1.78,-0.59,0.25
 SABONETE,2.41,0.46,-0.08,0.77,-1.33,-0.44,0.54,-0.15,0.95,1.5,-0.77,-2.65,1.51,1.66,-0.04,-0.62,-0.01
 PAPEL HIGIÊNICO,0.02,0.3,1.82,0.64,-0.06,-2.26,-0.07,-0.74,4.18,-0.52,-2.89,-3.34,-0.58,0.87,-3.89,-2.05,0.07
 ARTIGOS DE MAQUIAGEM,2.78,4.57,1.37,-0.37,1.81,1.32,2.18,-2.36,-0.3,1.27,-0.43,-0.75,-2.37,-1.58,1.49,2.21,1.27
 DESPESAS PESSOAIS,0.57,0.14,0.35,0.19,0.55,0,0.64,0.19,1,0.38,0.59,0.92,0.79,0.53,0.48,1.11,0.48
 SERVIÇOS PESSOAIS,0.59,0.34,0.19,0.21,0.71,0.31,0.73,0.44,1.18,0.5,0.42,0.66,1.22,0.53,0.5,1.31,0.58
 SERVIÇOS PESSOAIS,0.59,0.34,0.19,0.21,0.71,0.31,0.73,0.44,1.18,0.5,0.42,0.66,1.22,0.53,0.5,1.31,0.58
 COSTUREIRA,       -,       -,       -,0.48,       -,       -,1.48,       -,       -,       -,       -,       -,       -,0.14,-0.17,1.89,1.01
 MANICURE,1.86,4.6,-2.25,0,1.99,-1.67,2.21,-0.02,4.65,-0.14,1.41,-2.25,4.25,0,-0.73,3.99,1.32
 EMPREGADO DOMÉSTICO,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
 CABELEIREIRO E BARBEIRO,1.04,-1.07,0.54,0.06,1.8,0.11,1.52,1.26,3.17,0.92,-0.14,2.72,3.4,1.28,1.41,3.06,1.18
 DEPILAÇÃO,       -,       -,1.63,       -,1.5,3.94,       -,       -,1.95,2.08,0.06,       -,-0.47,       -,       -,3.86,1.68
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,0.79,       -,0.39,       -,       -,       -,       -,0,1.01,-1.44,       -,       -,       -,       -,0.4
 SERVIÇO BANCÁRIO,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
 CONSELHO DE CLASSE,       -,0.5,       -,       -,0.44,0.54,       -,       -,       -,       -,0.51,0.68,       -,       -,       -,       -,0.49
 SOBRANCELHA,0.7,1.55,-0.15,-2.18,1.74,3.22,       -,-1.65,2.11,3.1,3.14,3.63,1.95,1.67,1.32,2.32,1.45
 RECREAÇÃO E FUMO,0.54,-0.15,0.61,0.16,0.31,-0.54,0.47,-0.2,0.67,0.23,0.79,1.47,-0.04,0.53,0.43,0.75,0.32
 RECREAÇÃO,0.64,-0.18,0.68,0.19,0.27,-0.57,0.52,-0.24,0.73,0.26,0.93,1.63,-0.04,0.62,0.5,0.79,0.33
 CLUBE,       -,0.64,0,       -,0.11,1.63,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.28
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-0.43,       -,       -,0.88,       -,1.08,       -,       -,0.67,       -,       -,0.67
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.17,1.46,1.24,-0.15,3.76,-0.48,-2.71,0.86,0.36,0.22,0.59,0.51,-0.16,1.16,1.08,0.53,1.63
 BICICLETA,       -,4.12,2.43,-0.27,0.85,2.27,-2.06,       -,1.11,-0.39,-1.27,2.05,-3.96,-0.96,1.32,       -,0.81
 ALIMENTO PARA ANIMAIS,0.49,-1.15,-0.35,1.53,-2.73,-0.95,1.09,1.07,-1.55,-0.94,1.88,-0.33,-0.3,0.63,1.68,1.01,-1.06
 BRINQUEDO,1.91,1.79,2.79,-2.64,-0.11,1.03,0.92,-1.73,1.53,0.97,-1.46,2.74,1.29,-2.18,-0.34,-2.98,0.67
 CASA NOTURNA,0.54,       -,2.78,       -,1.16,       -,       -,       -,       -,       -,       -,       -,-0.04,       -,       -,       -,1.28
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.2,       -,       -,0.62,       -,       -,0.22
 HOSPEDAGEM,2.67,-2.86,-2.16,0.43,-0.9,-4.66,0.33,0.25,2.41,0.08,0.24,3.54,-0.21,0.4,0.21,3.66,-0.77
 PACOTE TURÍSTICO,-0.74,0.11,4.94,0.41,1.08,0.7,       -,-0.16,0.94,2.18,2.7,-0.54,2.15,       -,2.67,0.22,1.39
 SERVIÇO DE HIGIENE PARA ANIMAIS,3.02,0.45,1.39,       -,1.32,-0.37,       -,0.19,0,-0.57,1.4,0.98,3.75,       -,       -,       -,0.98
" CINEMA, TEATRO E CONCERTOS",0.2,1.53,0.29,0.62,0.51,3.21,2.32,-1.75,0.56,-0.29,0.76,4.61,-1.87,3.94,-0.09,2.67,0.71
 FUMO,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.23
 CIGARRO,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.23
 EDUCAÇÃO,0.15,0.29,0.25,0.09,0.32,0.22,0.08,0.07,0.34,0.2,0.12,0.22,0.27,0.3,-0.02,0.29,0.24
" CURSOS, LEITURA E PAPELARIA",0.15,0.29,0.25,0.09,0.32,0.22,0.08,0.07,0.34,0.2,0.12,0.22,0.27,0.3,-0.02,0.29,0.24
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,1.32,3.26,1.55,1.52,2.8,2.23,1.9,0.1,2.93,1.66,0.9,2.42,1.41,3.57,0.31,1.09,2.11
 JORNAL DIÁRIO,0,3.57,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,1.88
 REVISTA,       -,       -,       -,       -,5.56,       -,       -,       -,       -,       -,       -,       -,       -,5.56,       -,       -,5.56
 LIVRO DIDÁTICO,2.39,3.24,1.82,1.96,3.66,2.13,2.66,0.1,3.35,1.48,0.9,3.67,2.77,2.79,0.31,1.17,2.36
 LIVRO NÃO DIDÁTICO,-0.69,2.92,0.42,-1.15,-1.81,2.46,       -,       -,0.9,2.22,       -,       -,-1.51,       -,       -,0.13,0.23
 PAPELARIA,-0.61,-1.32,1.67,0.01,1.32,-1.3,0.61,2.13,0.45,-0.83,1.04,1.22,2.51,0.12,-0.79,-0.91,0.5
 CADERNO,0.09,-2.13,1.35,-0.12,1.63,0.64,2,3.96,-1.14,0.17,2.34,1.95,1.5,-1.88,-0.38,0.17,0.79
 ARTIGOS DE PAPELARIA,-0.91,-0.85,1.93,0.11,1.18,-1.86,-0.96,0.87,1.45,-1.38,0.21,0.63,3.02,2.63,-1.17,-1.61,0.33
 CURSOS DIVERSOS,0.22,-0.24,0.14,-0.67,0.7,0,-0.81,0,0.06,0.7,0,0.08,0.22,0.7,-0.32,2.05,0.31
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 AUTOESCOLA,       -,       -,0.29,0,       -,       -,-2.24,       -,0,-0.76,       -,       -,1.88,1.54,       -,6.31,-0.11
 ATIVIDADES FÍSICAS,0.48,-0.36,0.19,-1.59,1.43,0,0.79,0,0.12,2.06,0,0.15,-0.25,0,-1.3,-0.28,0.66
 COMUNICAÇÃO,-0.21,0.23,0.13,-0.16,0.01,0.08,-0.01,0.28,0.21,0.44,-0.31,0.04,0.13,-0.47,-0.75,0.43,0.04
 COMUNICAÇÃO,-0.21,0.23,0.13,-0.16,0.01,0.08,-0.01,0.28,0.21,0.44,-0.31,0.04,0.13,-0.47,-0.75,0.43,0.04
 COMUNICAÇÃO,-0.21,0.23,0.13,-0.16,0.01,0.08,-0.01,0.28,0.21,0.44,-0.31,0.04,0.13,-0.47,-0.75,0.43,0.04
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,-4.07,-3.78,-4.51,-3.61,0,-4.11,-4.75,-3.73,-4,-4.08,-2.85,-3.78,-3.77,-3.65,-3.71,-4.51,-2.49
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.67,2.1,2.28,-0.18,0.04,0.74,0.35,1.64,2.25,3.37,-1.58,1.39,1.24,-1.8,-1.98,2.14,0.97
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
