"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.46,0.84,0.34,1.77,1.97,-1.09,-0.6,2.98,-0.55,0.6,-0.68,-2.26,0.96,-1.28,-0.6,1.85,0.79
 ANALGÉSICO E ANTITÉRMICO,2.06,0.77,0.26,0.25,1.29,-0.54,-0.78,-0.02,0.59,0.6,1.68,1.13,0.47,-0.3,1,0.98,0.83
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,1.32,-0.63,-0.86,1.51,1.27,-0.99,0.38,0.91,0.08,-1.22,2.96,-0.56,-1.21,-2.24,-0.81,1.51,0.38
 ANTIGRIPAL E ANTITUSSÍGENO,0.22,-0.27,0.7,1.34,2.87,0.6,0.33,0.65,0.55,-0.4,1.77,1.17,-2.18,-0.4,1.98,2.54,1.12
 DERMATOLÓGICO,-1.18,-0.76,0.79,1.13,-0.03,0.76,       -,2.23,-1.9,0.45,       -,-0.05,-0.58,-0.13,-0.72,2.67,0.03
 ANTIALÉRGICO E BRONCODILATADOR,-0.96,1.19,-1.33,1.12,-0.35,-0.21,0.9,0.12,0.2,-0.97,0.97,0.98,-0.33,-2.34,-1.12,1.15,-0.2
 GASTROPROTETOR,1.01,1.02,-0.08,0.29,0.07,       -,0.57,0.28,-0.69,0.65,0.78,0,-0.4,0.24,-1.22,1.76,0.26
 VITAMINA E FORTIFICANTE,2.53,1.36,1.49,-0.41,2.05,-0.14,1.09,-0.28,0.49,1.5,2.19,0.93,0.9,0.48,-1.72,1.31,1.31
 HORMONAL,-0.33,-0.07,0.31,3.35,-1.42,0.64,-0.12,1.28,0.75,-0.25,0.52,0.77,-1.23,2.23,2.01,1.87,-0.14
 PSICOTRÓPICO E ANOREXÍGENO,2.63,0.38,-1.05,-1.34,0.25,-1.2,-1.14,2.79,-0.8,3.15,2.39,0.28,1.77,-2.44,1.03,2.4,0.58
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-2.02,-0.62,1.59,-0.27,-0.46,-0.36,0.18,0.14,1.09,0.66,1.74,-0.91,-1.76,-0.33,-0.1,2.73,-0.1
 OFTALMOLÓGICO,-0.64,0.26,0.05,-0.11,0.67,-0.13,0.12,0.61,1.24,       -,-0.25,1.3,-0.34,       -,1.49,0.19,0.29
 ANTIDIABÉTICO,1.78,-2.43,2.47,-2.34,-2.05,0.55,0.4,2.14,1.03,-0.13,2.1,-1.2,-2.67,1.64,0.49,1.03,-0.13
 NEUROLÓGICO,-1.17,-1.99,-0.46,-0.08,-0.37,0.68,-2.06,0.92,0.25,-0.66,-2.2,-0.01,-2.81,0.05,-1.51,0.56,-0.66
 PRODUTOS ÓTICOS,-0.71,-2.25,-0.09,0.65,-0.79,2.45,1.17,0.65,0.43,1.2,1.53,-0.13,-0.34,-2.99,0.97,1.88,-0.04
 ÓCULOS DE GRAU,-0.71,-2.25,-0.09,0.65,-0.79,2.45,1.17,0.65,0.43,1.2,1.53,-0.13,-0.34,-2.99,0.97,1.88,-0.04
 SERVIÇOS DE SAÚDE,1.27,1.05,1.16,1.1,1.08,0.94,1.64,1.05,1.34,0.68,0.67,1.39,0.72,1.37,1.01,1.19,1.1
 SERVIÇOS MÉDICOS E DENTÁRIOS,1.59,0.53,1.06,1.03,0.59,1.11,2.74,0.32,1.65,0.13,-0.12,1.87,-0.1,1.84,1.36,1,0.88
 MÉDICO,1.5,0.24,1.28,1.2,1.99,1.28,3.84,0.21,1.32,-0.18,0,1.51,0.64,2.41,1.25,1.32,1.32
 DENTISTA,1.89,0.59,1.05,0.7,-0.71,1.02,-0.16,0.6,2.05,0.44,-0.24,2.12,-0.78,0,1.62,0.31,0.43
 APARELHO ORTODÔNTICO,       -,       -,0.07,       -,       -,       -,       -,       -,       -,       -,-0.34,       -,-0.98,       -,       -,       -,-0.08
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.21,       -,       -,1.21
 PSICÓLOGO,0.52,1.74,       -,       -,1.61,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.44
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.19,1.39,1.12,-0.05,1.01,-0.68,1,1.17,1.54,-0.31,-0.02,2.79,0.21,0.46,0.46,1.46,0.85
 EXAME DE LABORATÓRIO,-0.04,-0.24,0.7,-0.22,0.97,1.19,-1.15,0.86,0.88,0.36,0,-0.32,1.25,0.78,0.58,0.29,0.48
 HOSPITALIZAÇÃO E CIRURGIA,1.83,1.69,2.08,0.73,1.24,-1.02,2.59,0.99,1.88,-0.29,0,0.28,0,       -,0,2.93,1.14
 EXAME DE IMAGEM,-1.02,1.9,-0.61,-0.33,-0.13,0,-0.09,1.53,1.77,-1.03,-0.09,7.08,-0.22,0,0.77,0.01,0.37
 PLANO DE SAÚDE,1.21,1.17,1.2,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.19,1.13,1.21,1.21,1.21,1.21
 PLANO DE SAÚDE,1.21,1.17,1.2,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.19,1.13,1.21,1.21,1.21,1.21
 CUIDADOS PESSOAIS,-0.37,-1.21,-0.46,-1.65,-1.27,-0.62,-3.1,-2.45,-1.33,-1,-0.88,-0.3,-0.65,-1.97,-1.96,-2.09,-1.26
 HIGIENE PESSOAL,-0.37,-1.21,-0.46,-1.65,-1.27,-0.62,-3.1,-2.45,-1.33,-1,-0.88,-0.3,-0.65,-1.97,-1.96,-2.09,-1.26
 PRODUTO PARA CABELO,-0.71,1.33,1.54,0.16,0.4,2.9,-3.34,-0.64,0.17,0.39,2.67,2.72,0.82,-0.41,3.85,-2.5,0.53
 FRALDA DESCARTÁVEL,1.96,-0.09,2.04,-0.19,1.67,2.13,2.12,0.9,1.49,0.35,-0.73,3.28,2.15,0.76,-1.24,-1.22,1.12
 PRODUTO PARA BARBA,1.32,1.44,0.1,1.63,2.21,-2.5,-1.73,0.08,1.28,2.82,1.17,-0.27,-0.26,0.83,2.18,-2.71,1.22
 PRODUTO PARA PELE,-0.28,-0.4,0.93,0.79,0.53,0.74,-1.51,0.91,0.54,2.39,0.65,-0.4,-0.14,-0.46,1.36,-0.48,0.46
 PRODUTO PARA HIGIENE BUCAL,0.94,-1.82,0.92,1.07,1.71,1.58,1.56,-0.57,2.69,0.79,2.99,-0.06,0.67,1.05,-3.43,-2.16,0.98
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,2.49,       -,       -,       -,       -,       -,       -,-2.14,       -,       -,1.83
 PERFUME,-4.2,-6.9,-6.05,-5.33,-5.55,-5.47,-7.16,-6.18,-6.05,-6.5,-5.68,-5.28,-4.62,-5.06,-6.29,-4.41,-5.86
 DESODORANTE,1.24,1.41,0.87,1.23,-0.15,0.69,1.06,-1.56,0.72,-0.38,0.26,2.09,1.04,0.81,0.77,1.66,0.5
 ABSORVENTE HIGIÊNICO,1.29,1.34,3.25,2.1,-2.56,-0.81,1.21,-0.3,2.02,-0.45,2.5,1.36,2.22,-0.1,0.72,-0.33,-0.05
 SABONETE,3.04,1.84,0.66,-0.04,-1.77,1.93,2.38,1.16,1.38,-0.49,2.76,1.73,2.16,0.65,1.32,0.17,0.37
 PAPEL HIGIÊNICO,0.91,-0.89,-0.86,-1.23,-0.86,0.76,-1.28,1.04,2.3,2.75,-1.02,0.11,2.38,-0.05,2.21,-0.39,-0.05
 ARTIGOS DE MAQUIAGEM,-1.69,-2.77,-0.89,-1.88,-1.02,-1.54,-1.41,-0.99,-2.97,-1.74,-1.13,-1.95,-1.99,-1.38,-1.95,-1.56,-1.51
 DESPESAS PESSOAIS,0.55,0.57,0.47,1.03,0.81,0.67,0.87,0.74,0.99,1.17,0.74,1.04,0.43,0.56,0.55,0.64,0.76
 SERVIÇOS PESSOAIS,0.55,0.72,0.71,1.03,0.84,0.63,0.75,0.94,0.58,0.92,0.59,0.71,0.4,0.75,0.5,0.63,0.75
 SERVIÇOS PESSOAIS,0.55,0.72,0.71,1.03,0.84,0.63,0.75,0.94,0.58,0.92,0.59,0.71,0.4,0.75,0.5,0.63,0.75
 COSTUREIRA,       -,       -,       -,3.27,       -,       -,4.44,       -,       -,       -,       -,       -,       -,0.73,-5.86,1.01,2.46
 MANICURE,-0.26,0,1.03,1.84,0.53,1.31,-1.59,3.21,1.6,2.96,-0.25,0,0.53,7.25,-1.65,-0.53,0.71
 EMPREGADO DOMÉSTICO,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
 CABELEIREIRO E BARBEIRO,0.89,0.52,0.98,2.05,2.17,0.43,0.98,1.83,0.4,2.58,0.12,1.2,-0.87,-0.77,-0.13,1.15,1.34
 DEPILAÇÃO,       -,       -,0.78,       -,0.45,-0.7,       -,       -,-0.99,-0.49,-1.11,       -,1.17,       -,       -,0.81,0.14
 CARTÓRIO,       -,9.62,       -,       -,       -,       -,       -,       -,       -,0.96,4.79,       -,0,4.81,4.19,       -,4.79
 DESPACHANTE,       -,       -,1.79,       -,1.3,       -,       -,       -,       -,-5.06,2.06,3.61,       -,       -,       -,       -,0.41
 SERVIÇO BANCÁRIO,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
 CONSELHO DE CLASSE,       -,0.5,       -,       -,0.44,0.54,       -,       -,       -,       -,0.51,0.68,       -,       -,       -,       -,0.49
 SOBRANCELHA,0.06,0,0.72,2.41,-0.39,2.56,       -,0.25,-0.06,0.91,0.26,1.61,-1.12,0.43,1.12,-1.51,0.33
 RECREAÇÃO E FUMO,0.54,0.34,0.09,1.04,0.76,0.73,1.11,0.41,1.8,1.48,0.92,1.75,0.5,0.19,0.66,0.68,0.77
 RECREAÇÃO,0.64,0.42,0.1,1.2,0.88,0.77,1.23,0.48,1.97,1.69,1.09,1.95,0.58,0.22,0.75,0.72,0.89
 CLUBE,       -,0.06,0.09,       -,1.5,0.45,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.89
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-1.66,       -,       -,-3.35,       -,-0.1,       -,       -,-1.53,       -,       -,-1.54
 TRATAMENTO DE ANIMAIS (CLÍNICA),-2.61,0.02,0.35,1.07,-0.95,0.55,2.73,0.3,0.56,1.15,0.28,0.71,0.33,0.27,2.32,0.1,-0.19
 BICICLETA,       -,0.98,2.3,-1.24,2.3,-0.93,1.09,       -,2.42,-1.38,-2.34,1.8,0.12,0.53,0.52,       -,1.09
 ALIMENTO PARA ANIMAIS,-1.83,2.1,2.3,-0.48,0.46,0.65,3.59,-0.09,1.02,-1.06,0.84,0.97,1.33,0.19,0.86,1.98,0.66
 BRINQUEDO,1.81,1.14,1.94,0.43,2.84,1.59,-0.9,2.61,1.27,2.38,1.07,2.12,-1.21,2.46,0.46,1.26,1.84
 CASA NOTURNA,2.52,       -,-2.5,       -,1.6,       -,       -,       -,       -,       -,       -,       -,0.58,       -,       -,       -,0.99
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.09,       -,       -,0.22,       -,       -,1.05
 HOSPEDAGEM,4.89,-1.98,-2.86,6.29,1.29,-1.55,0.5,9.18,8.34,2.25,-0.98,3.67,2.18,-1.88,3.41,1.19,1.19
 PACOTE TURÍSTICO,-2.01,1.38,0.68,1.16,1.51,3.95,       -,-2.49,2.18,3.65,4.45,3.07,0.04,       -,1.92,2.12,1.51
 SERVIÇO DE HIGIENE PARA ANIMAIS,1,1.88,1.46,       -,-1.5,-1.59,       -,-0.37,-0.75,0.37,-0.02,2.5,1.93,       -,       -,       -,-0.28
" CINEMA, TEATRO E CONCERTOS",2.07,1.95,1.02,0.11,0.87,2.63,1.05,-1.02,0.51,3.73,1.04,1.43,0.73,1.33,0.17,1.34,1.32
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.23,0.23,0.47,0.38,0.33,0.46,0.47,0.37,0.31,0.5,0.38,0.24,0.21,0.5,0.7,0.49,0.36
" CURSOS, LEITURA E PAPELARIA",0.23,0.23,0.47,0.38,0.33,0.46,0.47,0.37,0.31,0.5,0.38,0.24,0.21,0.5,0.7,0.49,0.36
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,2.43,1.09,2.97,3,2.82,2.07,2.75,3.94,2.8,3.31,3.07,2.55,2.6,2.86,3.93,3.38,2.72
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,3.44,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,3.41
 LIVRO DIDÁTICO,3.83,3.98,3.65,3.51,3.31,2.95,3.9,3.94,3.2,3.92,3.07,3.7,3.76,3.97,3.93,3.71,3.51
 LIVRO NÃO DIDÁTICO,0.69,0.09,0.17,-0.14,1,-0.04,       -,       -,0.81,1.33,       -,       -,0.19,       -,       -,-0.14,0.59
 PAPELARIA,-0.53,2.06,1.59,2.11,1.29,0.97,0.29,2.32,0.3,2.07,1.61,1.47,-0.28,2.64,-0.16,0.4,1.23
 CADERNO,0.83,1.56,1.02,0.45,1.37,2.27,0.26,1.96,0.13,1.97,0.94,2.23,1.13,2.29,0.4,0.94,1.13
 ARTIGOS DE PAPELARIA,-0.99,2.35,2.01,3.4,1.26,0.61,0.32,2.58,0.4,2.12,2.02,0.85,-0.89,3.05,-0.6,0.06,1.28
 CURSOS DIVERSOS,0.04,0.29,0.52,0,0.72,1.27,1.86,0,-0.07,1.4,0.04,0.2,-0.15,0.97,0.71,-0.05,0.59
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.96,       -,0.96
 AUTOESCOLA,       -,       -,0.46,0,       -,       -,2.53,       -,0.03,1.37,       -,       -,-0.84,1.94,       -,-0.55,0.8
 ATIVIDADES FÍSICAS,0.08,0.44,0.95,0,1.46,2.43,3.81,0,-0.15,2.82,0.14,0.33,0,0.16,2.07,0.24,1.1
 COMUNICAÇÃO,2.39,2.2,2.45,1.28,2.11,1.77,2.46,2.01,2.2,1.7,2,1.61,1.64,1.85,1.23,1.93,2.09
 COMUNICAÇÃO,2.39,2.2,2.45,1.28,2.11,1.77,2.46,2.01,2.2,1.7,2,1.61,1.64,1.85,1.23,1.93,2.09
 COMUNICAÇÃO,2.39,2.2,2.45,1.28,2.11,1.77,2.46,2.01,2.2,1.7,2,1.61,1.64,1.85,1.23,1.93,2.09
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78
 ACESSO À INTERNET,3.19,3.19,3.19,1.29,1.29,3.19,1.29,1.29,1.29,3.19,1.29,1.29,1.29,3.19,1.29,1.29,2.09
 APARELHO TELEFÔNICO,-0.12,0.7,2.65,-0.93,0.57,0.18,0.96,0.7,0.72,-1.29,-0.09,-1.51,0.47,-0.97,-0.89,1.76,0.44
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
