"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.66,0.43,0.51,0.41,0.77,0.02,1.24,-0.1,0.7,0.98,0.8,0.98,-0.03,-0.16,-1.42,0.37,0.6
 PRODUTOS FARMACÊUTICOS,0.7,0.41,0.43,0.52,0.69,0.02,1.11,-0.16,0.75,1.07,0.86,1.03,0.16,-0.28,-1.27,0.31,0.59
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.02,-1.29,-0.67,1.43,0.38,-2.05,1.02,-0.39,-0.67,-1.59,-0.39,0.92,-0.58,-0.81,-2.16,0.58,-0.23
 ANALGÉSICO E ANTITÉRMICO,1.73,-0.82,0.76,1.26,0.91,0.62,1.16,2.23,1.79,0.77,1.3,1.16,0.06,-0.15,0.19,0.78,0.91
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.84,0.79,1.99,-1.4,1.68,-1.29,1.49,-0.03,-0.28,1.44,-0.78,-0.45,0.86,-0.63,0.78,0.55,0.78
 ANTIGRIPAL E ANTITUSSÍGENO,0.63,-0.85,0.52,0.09,-1.41,-0.86,0.77,1.31,2.08,1.03,1.08,1.66,-0.29,0.09,-1.33,-0.08,0.03
 DERMATOLÓGICO,2.56,0.52,1.7,1.14,2.74,1.21,       -,0.18,0.65,1.29,       -,1.24,1.43,1.59,-1.28,0.91,1.75
 ANTIALÉRGICO E BRONCODILATADOR,-0.76,-0.51,-1.52,1.13,-1.03,0.69,-0.16,-3.07,-0.97,1.84,1.81,-0.57,0.74,-1.51,-2.24,0.88,-0.53
 GASTROPROTETOR,2.81,-1.71,0.45,1.27,1.88,       -,2.87,0.1,0.84,2.75,0.39,2.26,0.51,0.02,-3.37,1.61,1.12
 VITAMINA E FORTIFICANTE,2.73,3.07,0.4,0.64,0.07,-0.08,0.39,-0.24,0.8,2.09,0.66,-1.97,0.18,-0.49,-2.06,1.56,0.78
 HORMONAL,0.55,1.62,0.23,-0.05,0.48,1.12,1.65,-0.18,0.01,-0.35,0.28,0.61,-0.15,0.06,-1.98,-0.17,0.48
 PSICOTRÓPICO E ANOREXÍGENO,-0.94,-0.72,1.5,0.9,-0.39,-0.2,-0.56,-0.36,0.2,1.24,1.2,1.28,-0.05,-1.15,-1.76,0.12,0.1
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.11,2.99,0.38,0.01,1.25,-1.73,1.76,-2.84,0.86,1.95,1.86,1.88,1.13,-0.17,-2.46,-1.25,0.85
 OFTALMOLÓGICO,1.76,1.47,-0.69,-0.49,1.76,2.21,1.67,0.74,0.28,       -,0.15,1.46,0.64,       -,2.09,1.35,1.04
 ANTIDIABÉTICO,2.95,-3.15,-0.16,1.61,0.47,1.67,0.52,1.7,2.78,0.65,0.22,1.88,-2.91,0.6,-0.56,-0.27,0.83
 NEUROLÓGICO,-2.72,-1.42,0.48,-0.79,2.52,1.65,0.45,-0.99,-2.81,1.29,0,1.06,-0.95,-1.01,-1.29,1.14,0.19
 PRODUTOS ÓTICOS,-0.27,0.73,1.65,-0.78,1.77,-0.05,1.98,0.47,0.16,-0.47,-0.92,0.01,-1.92,3.04,-2.82,1.29,0.77
 ÓCULOS DE GRAU,-0.27,0.73,1.65,-0.78,1.77,-0.05,1.98,0.47,0.16,-0.47,-0.92,0.01,-1.92,3.04,-2.82,1.29,0.77
 SERVIÇOS DE SAÚDE,1.07,0.7,0.82,0.92,1.27,0.99,0.67,0.94,1.14,0.77,1.07,1.05,0.84,0.45,0.63,1.14,1.04
 SERVIÇOS MÉDICOS E DENTÁRIOS,1,-0.19,-0.11,-0.13,2.32,0.24,0,0.34,1.05,-0.05,1.52,0.64,0.49,0.04,0.22,1.07,0.95
 MÉDICO,0.26,0,-0.26,-0.07,1.87,0,0,0,1.19,0.07,2.82,0,0,0,0.06,0.28,0.72
 DENTISTA,1.9,-0.54,-0.01,-0.23,3.01,0.36,0,1.19,0.89,-0.16,0,1.08,0.91,0.35,0.58,2.73,1.26
 APARELHO ORTODÔNTICO,       -,       -,0.04,       -,       -,       -,       -,       -,       -,       -,0,       -,1.35,       -,       -,       -,0.12
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.43,       -,       -,-0.43
 PSICÓLOGO,0,0.68,       -,       -,0.53,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.46
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.12,-0.13,0.74,0.1,-0.28,0.65,0.06,0.3,0.86,0.98,0.02,0.49,-0.02,-0.34,0.84,0.65,0.2
 EXAME DE LABORATÓRIO,-0.09,0.01,0.11,-0.32,0.83,0.63,0,0.92,-0.59,0.05,0,0.18,0.25,-0.58,2.61,-0.03,0.31
 HOSPITALIZAÇÃO E CIRURGIA,0.2,-0.23,0.95,0,-0.5,0.28,0,0.08,2.53,1.5,0,1.03,0,       -,0.19,1.01,0.13
 EXAME DE IMAGEM,-0.11,0,0.84,0.51,-0.07,2.61,0.21,0,0.45,0.54,0.1,0,-0.15,0,-0.18,0.62,0.32
 PLANO DE SAÚDE,1.21,1.16,1.19,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.18,1.11,1.21,1.21,1.21,1.2
 PLANO DE SAÚDE,1.21,1.16,1.19,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.18,1.11,1.21,1.21,1.21,1.2
 CUIDADOS PESSOAIS,0.7,0.66,0.58,0.69,0.91,0.46,1.19,0.52,-0.31,1.13,0.76,1.25,0.67,0.39,0.22,0.98,0.72
 HIGIENE PESSOAL,0.7,0.66,0.58,0.69,0.91,0.46,1.19,0.52,-0.31,1.13,0.76,1.25,0.67,0.39,0.22,0.98,0.72
 PRODUTO PARA CABELO,0.61,1.75,-0.18,1.15,1.11,1.42,1.6,0.82,-1.51,1.66,1.55,0.52,1.97,0.46,2.53,1.68,0.92
 FRALDA DESCARTÁVEL,1.57,-0.4,1.7,1.93,1.52,0.56,2.51,0.85,0.25,1.86,1.65,0.87,-0.48,1.17,2.71,2.65,1.34
 PRODUTO PARA BARBA,1.9,-1.42,0.59,0.36,0.27,1.8,0.67,1.23,1.02,1.69,1.75,1.25,-0.69,-0.06,-1.96,-0.86,0.39
 PRODUTO PARA PELE,-2.05,-3.2,0.32,-2.08,-2.84,-2.37,-2.12,-1.95,-4.14,-3.1,-3.14,-1.76,-2.61,-3.25,-2.61,-0.24,-2.42
 PRODUTO PARA HIGIENE BUCAL,-0.14,1.7,-0.48,1.4,2.14,2.91,1.43,2.15,1.25,0.11,1.96,1.06,1.81,0.95,-0.19,1.28,1.28
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,1.38,       -,       -,       -,       -,       -,       -,1.4,       -,       -,1.38
 PERFUME,-0.06,1.31,-0.08,-0.04,0.35,-0.69,1.29,0.41,0.24,-0.44,0.05,3.01,0.03,0.3,-0.15,0.38,0.34
 DESODORANTE,2.31,-0.37,1.55,-0.02,0.98,0.14,0.36,-1.17,-0.91,2.58,2,0.45,-0.18,1.85,-0.45,-0.27,0.81
 ABSORVENTE HIGIÊNICO,1.6,0.96,1.34,0.07,1.42,0,2.12,2.87,3.32,2.5,0.47,2.16,1.74,0.25,-1,0.9,1.47
 SABONETE,0.19,1.67,-0.34,2.27,2.63,1.31,1.76,0.19,0.05,2.64,1.41,2.54,1.27,0.39,0.81,2.11,1.51
 PAPEL HIGIÊNICO,2.32,1.93,1.6,2.92,2.12,4.02,-0.34,0.26,-1.02,2.54,1.29,-1.23,2.34,1.83,-0.55,2.2,1.83
 ARTIGOS DE MAQUIAGEM,4.05,4.27,4.98,5.67,4.64,3.91,5.24,5.02,5.18,5.74,5.07,3.94,3.95,3.62,4.73,3.65,4.8
 DESPESAS PESSOAIS,0.42,0.51,0.86,-0.38,0.26,0.32,0.57,0.06,0.1,0.47,0.66,0.27,0.57,0.02,0.37,0.85,0.38
 SERVIÇOS PESSOAIS,0.46,0.44,0.47,-0.35,0.11,0.42,0.47,0.37,0.17,0.74,0.77,0.53,0.43,0.02,0.16,1.01,0.32
 SERVIÇOS PESSOAIS,0.46,0.44,0.47,-0.35,0.11,0.42,0.47,0.37,0.17,0.74,0.77,0.53,0.43,0.02,0.16,1.01,0.32
 COSTUREIRA,       -,       -,       -,0.75,       -,       -,-0.07,       -,       -,       -,       -,       -,       -,-2.16,2.78,2.21,0.62
 MANICURE,-0.27,0.06,3.41,-1.82,-1.24,2.46,1.63,0,0,0.72,1.71,1.16,0.8,-1.88,0,5.43,0.25
 EMPREGADO DOMÉSTICO,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
 CABELEIREIRO E BARBEIRO,1.25,1.68,-0.31,-2.1,-0.92,0.35,1.23,0.58,0.03,3.33,2.63,1.24,0.57,-0.04,-0.15,1.58,0.36
 DEPILAÇÃO,       -,       -,0.07,       -,0.94,1.53,       -,       -,-0.96,-1.07,0.49,       -,5.23,       -,       -,1.53,0.52
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0.11,       -,0,0,0,       -,0.02
 DESPACHANTE,       -,       -,2.27,       -,3.65,       -,       -,       -,       -,-1.7,3.01,-1.1,       -,       -,       -,       -,2.52
 SERVIÇO BANCÁRIO,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
 CONSELHO DE CLASSE,       -,0.51,       -,       -,0.44,0.54,       -,       -,       -,       -,0.51,0.68,       -,       -,       -,       -,0.49
 SOBRANCELHA,3.31,-0.87,1.24,-1.12,3.28,2.48,       -,3.37,-0.15,-0.04,0.95,1.72,1.14,0,3.52,2.99,1.6
 RECREAÇÃO E FUMO,0.37,0.61,1.47,-0.43,0.5,0.14,0.78,-0.44,-0.03,0.13,0.53,-0.27,0.84,0.02,0.9,0.55,0.47
 RECREAÇÃO,0.44,0.75,1.65,-0.5,0.57,0.15,0.86,-0.51,-0.03,0.15,0.63,-0.3,0.99,0.02,1.03,0.59,0.55
 CLUBE,       -,2.58,0.59,       -,1.07,0.32,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.17
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,2.37,       -,       -,-2.62,       -,-0.94,       -,       -,-0.76,       -,       -,-0.76
 TRATAMENTO DE ANIMAIS (CLÍNICA),1.34,-3,0.77,0.56,0.65,-0.1,-0.42,1.07,0.73,2.19,2.03,2.21,2.1,0.13,1.38,2.34,0.58
 BICICLETA,       -,-2.6,1.52,-0.06,0.77,-1.63,-0.22,       -,-0.93,-1.01,-3.47,-0.04,-0.94,-0.64,1.87,       -,-0.22
 ALIMENTO PARA ANIMAIS,1.43,2.45,1.57,1.81,0.48,1.31,0.23,1.47,0.13,2.1,3.54,2.19,1.4,1.38,2.34,1.49,1.24
 BRINQUEDO,1.05,2.21,0.66,0.93,-0.69,0.4,1.95,1.8,0.35,0.21,1.58,0.55,0.06,0,0.42,3.44,0.45
 CASA NOTURNA,2.31,       -,1.03,       -,-1.01,       -,       -,       -,       -,       -,       -,       -,0.99,       -,       -,       -,0.17
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.63,       -,       -,0.02,       -,       -,0.6
 HOSPEDAGEM,1.5,2.38,4.25,0.1,5.89,1.2,1.87,-2.88,-1.07,-0.12,2.63,-2.3,0.95,-2.26,1.53,-2.46,2.66
 PACOTE TURÍSTICO,-2,0.91,1.67,-2.04,-3.42,-1.2,       -,-2.55,0.99,-2.16,-0.38,-2.63,1,       -,1,0.64,-2.05
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.01,-3.38,-0.26,       -,1.34,-0.58,       -,-1.79,3.82,1.46,0.79,0.69,2.23,       -,       -,       -,0.51
" CINEMA, TEATRO E CONCERTOS",0.48,0.75,0.61,-3.4,2.9,-0.18,2.54,0.03,0.18,0.65,-0.57,1.02,2.31,1.26,1.61,1.27,1.26
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.22,0.08,0.11,0.12,0.11,-0.01,0.01,0.12,0.13,0.01,0.04,-0.03,-0.05,0.16,0.12,0.13,0.1
" CURSOS, LEITURA E PAPELARIA",0.22,0.08,0.11,0.12,0.11,-0.01,0.01,0.12,0.13,0.01,0.04,-0.03,-0.05,0.16,0.12,0.13,0.1
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,1.86,0.19,0.39,0.21,0.52,0.85,0.25,0.81,0.67,-0.13,0.53,-0.78,0.73,0.15,0.18,0.65,0.56
 JORNAL DIÁRIO,6.41,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,2.18
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0.48,-0.65,0.27,0.12,0.82,0.8,0.35,0.81,0.68,-0.4,0.53,-1.11,0.76,0.21,0.18,0.67,0.45
 LIVRO NÃO DIDÁTICO,0.76,1.04,0.91,0.8,0.23,0.96,       -,       -,0.62,0.75,       -,       -,0.67,       -,       -,0.37,0.64
 PAPELARIA,2.42,1.87,0.76,1.74,0.26,2.27,0.79,2.25,2.13,1.1,-1.13,0.91,-0.93,-0.52,1.1,0.35,1.01
 CADERNO,3.27,0.2,2.21,2.06,1.66,0.71,1.78,2.04,2.8,1.7,-2.73,-0.16,0.62,1.05,2.66,0.78,1.51
 ARTIGOS DE PAPELARIA,2.11,2.86,-0.31,1.5,-0.31,2.7,-0.31,2.4,1.74,0.77,-0.13,1.8,-1.64,-2.42,-0.19,0.08,0.72
 CURSOS DIVERSOS,0,0,0.23,0.49,0.54,-0.81,-0.43,0,0,-0.07,0.2,0,-0.52,1.55,0.38,0.47,0.18
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.71,       -,1.71
 AUTOESCOLA,       -,       -,1.09,3.4,       -,       -,-0.83,       -,0,0.95,       -,       -,0.17,3.72,       -,1.34,0.7
 ATIVIDADES FÍSICAS,0,0,0.09,0.24,1.1,-1.57,-0.35,0,0,-0.66,0.63,0,-1.33,-0.25,0.12,0.11,0.27
 COMUNICAÇÃO,0.25,0.5,0.58,0.38,0.53,0.88,1.2,-0.08,0.3,0.65,0.27,0.49,0.46,0.44,1.01,0.17,0.5
 COMUNICAÇÃO,0.25,0.5,0.58,0.38,0.53,0.88,1.2,-0.08,0.3,0.65,0.27,0.49,0.46,0.44,1.01,0.17,0.5
 COMUNICAÇÃO,0.25,0.5,0.58,0.38,0.53,0.88,1.2,-0.08,0.3,0.65,0.27,0.49,0.46,0.44,1.01,0.17,0.5
 CORREIO,       -,0.05,0.05,       -,0.05,0.05,       -,       -,       -,0.05,       -,       -,       -,0.05,       -,       -,0.05
 PLANO DE TELEFONIA FIXA,0,0,0,0,0.06,0,0.13,0,0.56,0,0,0,0.78,0.14,0.13,0.29,0.06
 PLANO DE TELEFONIA MÓVEL,0.61,0.61,1.37,0.94,0.61,0.68,1.72,0.75,1.24,1.24,0.61,1.24,0.61,0.68,0.84,0.61,0.84
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-1.18,-0.02,-0.44,-0.38,-0.09,1.44,2.02,-1.89,-1.58,-0.03,-1.29,-2.12,0.01,0.02,1.96,-0.9,-0.25
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
