"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 VITAMINA E FORTIFICANTE,2.97,2.87,2.9,-0.02,1.9,0.2,2.43,0.3,1.84,2.13,0.52,0.48,-2.79,1.15,3.1,0.89,1.75
 HORMONAL,-0.28,2.63,1.44,1.94,-2.99,-1.12,4.47,1.92,2.21,0.81,-3.28,2.06,-3.61,-0.47,2.23,-0.42,-0.28
 PSICOTRÓPICO E ANOREXÍGENO,5.58,1.06,0.92,1.27,2.64,0.2,2.17,1.96,-0.12,0.24,-2.83,1.65,-2.95,2.32,3,0.71,1.59
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,5.46,-0.02,0.88,0.94,0.18,-0.45,4.56,0.38,1.36,-0.32,-2.74,1.42,-2.8,1.34,1.32,-0.41,0.97
 OFTALMOLÓGICO,5.35,-0.06,0.63,2.22,0.32,0.09,1.57,1.8,-0.8,       -,-1.34,2.07,-1.23,       -,1.58,-1.21,1.03
 ANTIDIABÉTICO,8.31,-1.84,0.21,-0.58,-0.07,0.56,5.39,-0.33,1.35,1.8,-2.03,0.2,-2.31,1.06,3.14,0.5,1.51
 NEUROLÓGICO,3.26,2.9,-0.3,0.66,2.66,2.34,3.64,1.21,2.22,-0.3,-0.26,2.16,-2.85,2.92,-0.32,-0.59,1.61
 PRODUTOS ÓTICOS,-0.89,-2.92,-3.68,-0.99,-1.01,-0.83,2.23,-2.11,-2.52,1.3,-2.13,-3.24,-3.71,-1.47,2.78,0.36,-1.19
 ÓCULOS DE GRAU,-0.89,-2.92,-3.68,-0.99,-1.01,-0.83,2.23,-2.11,-2.52,1.3,-2.13,-3.24,-3.71,-1.47,2.78,0.36,-1.19
 SERVIÇOS DE SAÚDE,-0.4,-0.04,-0.14,-0.39,-0.28,-0.3,-0.15,-0.48,-0.6,0.25,0.15,-0.36,-0.22,-0.14,0.21,-0.25,-0.24
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.62,1.41,0.93,0.61,0.72,0.87,0.32,-0.07,-0.65,1.81,2.16,0.48,0.4,0.31,0.86,0.79,0.79
 MÉDICO,0.18,1.22,1.54,0.58,1.7,0.13,0.31,-0.99,-0.36,0.57,2.65,1.01,1.33,0.4,1.02,0.61,0.97
 DENTISTA,1.35,1.7,0.44,0.67,-0.01,1.26,0.37,2.24,-0.98,3.07,1.5,0.1,-0.56,-0.2,0.49,1.18,0.66
 APARELHO ORTODÔNTICO,       -,       -,0.49,       -,       -,       -,       -,       -,       -,       -,2,       -,0,       -,       -,       -,0.75
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.79,       -,       -,0.79
 PSICÓLOGO,-0.82,0.84,       -,       -,0.28,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.19
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.27,0.31,0.33,0.68,1.09,0.45,0.84,0.21,0.18,0.49,0.25,1.19,-0.06,0,-0.12,1.16,0.58
 EXAME DE LABORATÓRIO,-0.92,-0.07,2.39,-0.68,-0.32,0.38,1.43,1.1,-0.49,0.1,1.02,0,-0.24,0,-0.54,1.68,0.28
 HOSPITALIZAÇÃO E CIRURGIA,0,0.56,-0.44,0,1.6,0.64,0.85,0.47,0.47,0.96,-0.1,2.11,-0.41,       -,0,0,0.74
 EXAME DE IMAGEM,2.87,0.01,0.29,2.15,-0.16,-0.45,0.36,-0.6,0.44,-0.36,0.57,0.66,0.17,0,0.16,2.72,0.37
 PLANO DE SAÚDE,-0.71,-0.59,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.65,-0.52,-0.71,-0.71,-0.71,-0.69
 PLANO DE SAÚDE,-0.71,-0.59,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.65,-0.52,-0.71,-0.71,-0.71,-0.69
 CUIDADOS PESSOAIS,0.72,2.22,2.34,2.03,2.29,2.32,3.32,2.45,2.12,3.21,2.24,2.5,1.8,2.72,1.27,1.92,2.25
 HIGIENE PESSOAL,0.72,2.22,2.34,2.03,2.29,2.32,3.32,2.45,2.12,3.21,2.24,2.5,1.8,2.72,1.27,1.92,2.25
 PRODUTO PARA CABELO,1.3,3.95,3.28,2.75,1.44,1.95,0.89,3.93,1.8,5.96,0.57,3.02,1.84,1.2,-1.9,3.48,2.35
 FRALDA DESCARTÁVEL,-1.33,0.69,-0.05,1,2.3,0.74,2.62,-2.85,2.69,1.83,3,-0.41,1.07,1.13,1.76,1.28,1.28
 PRODUTO PARA BARBA,-0.67,0.39,2.89,1.1,2.29,-0.56,0.92,-0.45,-2.32,2.73,-1.38,2.36,0.12,2.2,2.58,-1.05,1.13
 PRODUTO PARA PELE,8.19,6.92,7.06,8.51,6.94,8.79,8.93,4.36,8.76,7.87,7.08,7.87,6.39,9.17,7.45,8.07,7.44
 PRODUTO PARA HIGIENE BUCAL,1.38,-0.16,1.04,1.91,1.52,1.73,1.72,0.44,1.48,4.63,0.55,2.04,-0.37,4.26,3.86,1.66,1.57
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,3.81,       -,       -,       -,       -,       -,       -,2.05,       -,       -,3.57
 PERFUME,1.54,2.35,2.04,0.86,1.45,1.17,3.88,2.18,2.02,0.48,2.34,2.65,2.77,2.36,0.77,0.79,1.83
 DESODORANTE,-1.91,-1.98,1.46,1.61,0.87,-0.59,1.94,3.35,-0.2,1.75,0.97,-0.12,-1.93,1.71,-0.36,-0.86,0.43
 ABSORVENTE HIGIÊNICO,-1.68,1.48,1.17,0.79,1.92,-0.4,2.7,1.15,-1.01,0.29,-1.83,2.75,1.65,1.89,0.29,0.2,0.99
 SABONETE,-1.07,3.6,2.17,2.87,4.1,1.42,3.63,4.73,2.62,3.64,1.64,2.92,2.74,3.01,2.78,2.63,2.9
 PAPEL HIGIÊNICO,-1.93,0.11,-0.95,1.57,1.18,0.46,-0.61,1.59,-0.13,2.74,1.1,-0.23,-0.76,1.42,-3.08,1.54,0.57
 ARTIGOS DE MAQUIAGEM,3.93,3.59,1.38,1.84,2.54,3.12,2.59,3.45,1.68,3.65,4.69,4.71,3.52,2.01,3.31,4.96,2.83
 DESPESAS PESSOAIS,0.38,0.73,0.68,0.08,0.74,0.74,0.47,0.09,0.17,0.58,0.64,0.12,0.72,0.41,0.65,0.13,0.59
 SERVIÇOS PESSOAIS,0.24,0.76,0.51,0.24,0.54,0.56,0.45,-0.09,0.5,0.68,0.56,0.45,0.83,0.39,0.74,0.17,0.51
 SERVIÇOS PESSOAIS,0.24,0.76,0.51,0.24,0.54,0.56,0.45,-0.09,0.5,0.68,0.56,0.45,0.83,0.39,0.74,0.17,0.51
 COSTUREIRA,       -,       -,       -,3.3,       -,       -,1.9,       -,       -,       -,       -,       -,       -,-1,1.07,2.65,2.18
 MANICURE,-1.89,2.09,4.8,1.31,-0.23,1.13,1.76,-0.02,2.16,2.09,2.25,1.97,3.2,0,0,-0.45,1.05
 EMPREGADO DOMÉSTICO,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
 CABELEIREIRO E BARBEIRO,1.2,2.63,-0.75,0.17,1.83,2.93,0.67,-1.07,1.18,2.46,1.5,0.69,1.92,1.56,2.78,-0.09,1.35
 DEPILAÇÃO,       -,       -,1.16,       -,0.29,1.13,       -,       -,0.27,2.82,3.02,       -,-0.95,       -,       -,1.9,0.96
 CARTÓRIO,       -,0.06,       -,       -,       -,       -,       -,       -,       -,0.23,0.35,       -,0,0,0,       -,0.16
 DESPACHANTE,       -,       -,3.93,       -,4.39,       -,       -,       -,       -,-1.93,-2.79,2.12,       -,       -,       -,       -,2.85
 SERVIÇO BANCÁRIO,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.22,0.23,       -,       -,       -,       -,0.23,0.31,       -,       -,       -,       -,0.2
 SOBRANCELHA,1.86,2.09,1.31,-2.88,1.02,0.9,       -,-1.1,0.59,-0.25,1.25,0.71,4.41,-2.94,3.56,-0.14,0.89
 RECREAÇÃO E FUMO,0.62,0.69,0.96,-0.18,1.07,1.07,0.5,0.36,-0.49,0.44,0.73,-0.58,0.52,0.45,0.43,0.05,0.71
 RECREAÇÃO,0.75,0.85,1.08,-0.21,1.25,1.14,0.56,0.42,-0.53,0.5,0.87,-0.64,0.61,0.52,0.5,0.05,0.82
 CLUBE,       -,-0.55,1.03,       -,1.38,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.89
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,0.51,       -,       -,-0.61,       -,2.01,       -,       -,0.81,       -,       -,0.81
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.94,3.25,1.53,3.18,2.84,0.33,3.31,0.46,-0.55,1.18,3.94,-0.81,-1.86,-1.01,0.23,-0.52,1.99
 BICICLETA,       -,1.23,2.91,1.15,2.12,-2.09,1.28,       -,0.21,-0.08,1.29,-1.98,0.74,3.15,2.36,       -,1.28
 ALIMENTO PARA ANIMAIS,-0.23,-1.17,0.25,-0.1,0.78,1.01,0.09,1.98,-1.47,1.51,2.05,0.2,0.63,-0.22,0.21,2.56,0.42
 BRINQUEDO,2.12,0.45,3.69,-0.8,0.66,1.01,3.42,-2.19,-2.1,-0.58,3.27,-0.95,1.67,0.84,1.53,0.85,0.84
 CASA NOTURNA,-4.79,       -,3.45,       -,-2.08,       -,       -,       -,       -,       -,       -,       -,0.61,       -,       -,       -,-1.52
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.87,       -,       -,3.43,       -,       -,0.99
 HOSPEDAGEM,1.33,1.79,1.1,-0.7,3.68,2.33,1.27,-2.6,-1.82,1.55,2.97,-2.99,2.84,-0.81,-1.26,-3.37,1.71
 PACOTE TURÍSTICO,2.23,1.87,3.27,-2.55,-0.75,2.16,       -,0.33,-1.26,-2.53,-2.22,-1.32,-1.45,       -,-2.95,-3.6,-0.17
 SERVIÇO DE HIGIENE PARA ANIMAIS,2.42,0.04,0.58,       -,0.69,3.6,       -,-1.51,2.03,0.28,1.53,-1.92,1.91,       -,       -,       -,0.83
" CINEMA, TEATRO E CONCERTOS",0.41,1.2,-2.26,0.19,2.93,0.11,-0.72,3.1,1.35,2.43,0.92,2.35,1.81,1.44,2.32,2.01,1.44
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.1,0.25,0.1,0.2,0.17,-0.03,0.05,0.09,0.18,0.23,0.12,0.09,0.17,0.45,0.2,0.11,0.15
" CURSOS, LEITURA E PAPELARIA",0.1,0.25,0.1,0.2,0.17,-0.03,0.05,0.09,0.18,0.23,0.12,0.09,0.17,0.45,0.2,0.11,0.15
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.26,0.81,0.49,1.29,1.3,-0.25,0.38,0.56,0.68,1.7,0.67,0.43,-0.1,-0.29,0.78,0.88,0.84
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0.17,       -,       -,       -,       -,       -,       -,       -,       -,0.17,       -,       -,0.17
 LIVRO DIDÁTICO,-0.04,-0.09,0.23,1.09,0.97,-1.21,0.51,0.56,0.59,2.06,0.67,0.62,0.48,-0.47,0.78,0.91,0.59
 LIVRO NÃO DIDÁTICO,1.95,2.41,1.62,2.64,3.34,2.33,       -,       -,1.18,0.51,       -,       -,-1.36,       -,       -,0.57,2.3
 PAPELARIA,2.12,2.64,1.56,-0.06,1.91,-1.2,0.1,1.64,3.54,2.04,2.33,1.39,3.12,2.38,1.34,-2.35,1.72
 CADERNO,0.49,2.29,1.06,-2.95,-1.68,1.92,-0.65,-0.54,3.65,0.29,3.17,-1.32,1.71,1.24,-0.59,-2.35,0.26
 ARTIGOS DE PAPELARIA,2.73,2.86,1.94,2.22,3.44,-1.97,0.88,3.33,3.47,2.97,1.85,3.54,3.74,3.65,2.94,-2.36,2.57
 CURSOS DIVERSOS,0.24,0.6,-0.02,0.69,0.39,0.11,0.12,0,0.1,0.41,-0.16,0.21,0.35,2.18,0,0.33,0.29
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.02,       -,0.02
 AUTOESCOLA,       -,       -,-0.11,5.95,       -,       -,0.75,       -,-0.39,0.82,       -,       -,2.19,1.31,       -,0.84,0.67
 ATIVIDADES FÍSICAS,0.53,0.91,0,0,0.79,0.2,-0.67,0,0.29,0.61,-0.48,0.36,0,2.88,0,0.16,0.51
 COMUNICAÇÃO,0.48,-0.12,-0.34,-0.35,-0.1,0.12,-0.5,0.21,0.22,-0.13,-0.13,-0.13,-0.04,-0.21,0.04,-0.49,-0.05
 COMUNICAÇÃO,0.48,-0.12,-0.34,-0.35,-0.1,0.12,-0.5,0.21,0.22,-0.13,-0.13,-0.13,-0.04,-0.21,0.04,-0.49,-0.05
 COMUNICAÇÃO,0.48,-0.12,-0.34,-0.35,-0.1,0.12,-0.5,0.21,0.22,-0.13,-0.13,-0.13,-0.04,-0.21,0.04,-0.49,-0.05
 CORREIO,       -,0.14,0.14,       -,0.14,0.14,       -,       -,       -,0.14,       -,       -,       -,0,       -,       -,0.14
 PLANO DE TELEFONIA FIXA,1.61,0,1.05,0.95,0.06,0,0.83,0.99,0.97,0,0,0.9,0,0,0.89,0.89,0.61
 PLANO DE TELEFONIA MÓVEL,0,0,-0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,1.67,-0.72,-1.19,-1.59,-0.66,0.53,-1.9,0.71,0.84,-0.69,-0.87,-1.21,-0.22,-0.85,0.04,-1.92,-0.33
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
