"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 HORMONAL,6.19,10.17,9.54,2.59,9.71,8.34,10.69,2.04,5.21,4.64,5.21,7.81,7.96,5.55,5.07,8.29,7.96
 PSICOTRÓPICO E ANOREXÍGENO,5.44,5.93,6.95,7.11,3.13,6.47,9.07,2.21,5.9,5.7,4.52,8.75,7.64,5.98,9.94,5.46,5.2
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,8.55,10.79,10.37,6.96,5.22,6.06,8.42,4.35,3.8,6.51,2.85,3.97,7.63,6.2,7.93,6.11,6.81
 OFTALMOLÓGICO,4.83,8.97,7.04,3.05,8.17,3.91,8.25,7.28,6.08,       -,6,8.81,8.08,       -,5.79,6.72,6.75
 ANTIDIABÉTICO,1.63,4.9,11.24,6.66,6.7,7.68,10.83,4.22,6.7,9.13,7.1,6.94,3.6,4.14,8.29,6.08,6.34
 NEUROLÓGICO,8.37,3.96,7.29,7.75,7.32,1.51,8.96,1.47,4.31,6.93,3.75,5.28,4.64,4.5,9.18,5.85,6.55
 PRODUTOS ÓTICOS,2.81,3.47,2.51,-0.37,2.12,0.65,0.3,2.64,2.41,2.68,3.94,2.55,1.05,3.39,-0.21,-0.68,1.96
 ÓCULOS DE GRAU,2.81,3.47,2.51,-0.37,2.12,0.65,0.3,2.64,2.41,2.68,3.94,2.55,1.05,3.39,-0.21,-0.68,1.96
 SERVIÇOS DE SAÚDE,-0.22,0.09,-0.19,-0.57,-0.29,-0.46,-0.19,-0.29,-0.22,0.1,-0.08,-0.12,-0.15,-0.01,0.09,-0.35,-0.22
 SERVIÇOS MÉDICOS E DENTÁRIOS,1.35,1.66,0.47,-0.6,0.73,-0.43,0.74,0.55,1,1.3,0.19,1.86,0.65,0.63,0.5,0.71,0.8
 MÉDICO,1.46,2.17,0.72,0.17,0,-0.09,0,0.6,0.97,2.65,0.49,2.05,0,0.64,-0.21,0.73,0.76
 DENTISTA,1.72,0.73,0.15,-2.12,1.08,-0.61,2.82,0.44,1.03,-0.02,-0.05,1.73,1.35,0.47,2.1,0.68,0.74
 APARELHO ORTODÔNTICO,       -,       -,0.81,       -,       -,       -,       -,       -,       -,       -,-0.53,       -,0.88,       -,       -,       -,0.56
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.07,       -,       -,1.07
 PSICÓLOGO,-1.1,3.97,       -,       -,2.32,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.02
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.84,0.8,0.8,1.06,0.89,0.73,-0.26,0.82,0.24,0.53,1.51,1.01,0.02,-0.1,-0.03,0.12,0.75
 EXAME DE LABORATÓRIO,0.91,-0.07,0.84,1.86,0.88,0.74,1.21,2.8,0.4,1.61,2.48,0.68,-0.07,0,0.1,0.07,0.92
 HOSPITALIZAÇÃO E CIRURGIA,0.99,1.08,0.85,2.04,0.84,0.57,-0.83,0,0,0.12,1.54,2.05,0,       -,-0.52,0.21,0.77
 EXAME DE IMAGEM,-0.04,0.8,0.67,-0.1,1.12,1.57,-0.48,-0.02,0.34,0.48,0.76,0,0.08,-0.25,0.3,0,0.55
 PLANO DE SAÚDE,-0.71,-0.59,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.66,-0.52,-0.71,-0.71,-0.71,-0.69
 PLANO DE SAÚDE,-0.71,-0.59,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.66,-0.52,-0.71,-0.71,-0.71,-0.69
 CUIDADOS PESSOAIS,0.56,1.02,1.45,1.55,0.93,0.43,-0.17,0.44,0.76,0.69,0.81,0.19,0.88,0.5,1.04,1.91,0.85
 HIGIENE PESSOAL,0.56,1.02,1.45,1.55,0.93,0.43,-0.17,0.44,0.76,0.69,0.81,0.19,0.88,0.5,1.04,1.91,0.85
 PRODUTO PARA CABELO,0.31,1.04,2.52,2.1,1.37,1.53,1.12,1.58,2.1,2.2,2.82,-0.69,1.48,1.03,2.65,0.18,1.56
 FRALDA DESCARTÁVEL,1.55,0.84,2.03,1.21,0.55,-0.11,1.31,-0.9,-0.72,-0.76,1.13,1.85,0.44,1.48,2.26,0.24,0.67
 PRODUTO PARA BARBA,1.09,-1.1,1.38,-1.18,0.92,-2.22,0,0.28,0.11,-0.78,-1.42,-1.72,-0.6,1.88,0.73,0.05,0.1
 PRODUTO PARA PELE,0.05,1.8,0.9,0.93,-0.31,-2.16,-1.56,0.6,-0.31,-0.14,-0.37,-0.53,-0.33,-1.58,0.18,0.24,-0.03
 PRODUTO PARA HIGIENE BUCAL,1.62,-1.41,1.15,2.06,1.06,0.05,2.88,1.51,0.3,0.7,0.22,1.58,-0.16,1.52,1.88,3.21,0.96
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-0.5,       -,       -,       -,       -,       -,       -,-0.01,       -,       -,-0.44
 PERFUME,-0.15,0.38,1.42,1.19,0.45,1.14,-0.43,-0.68,0.22,0.38,0.57,-1.02,0.4,0.53,1.08,3.1,0.43
 DESODORANTE,-0.22,1.71,-1.19,1.53,1.55,2.8,-1.8,2.43,-0.19,-1.69,2.21,1.62,1.62,0.43,0.09,0.22,0.62
 ABSORVENTE HIGIÊNICO,1.12,1.91,1.68,1.07,0.06,0.18,-3.15,-0.64,0.63,0.97,1.75,0.61,-0.53,-0.2,-2.91,-0.46,0.29
 SABONETE,2.14,3.15,4.04,5.08,2.55,2.44,0.95,1.67,4.7,2.12,0.66,3.27,4.78,0.63,1.51,7.22,2.87
 PAPEL HIGIÊNICO,2.09,2.26,1.45,0.19,1.81,-1.73,1.72,0.27,2,2.73,-1.36,0.55,2.1,1.27,1.16,1.28,1.65
 ARTIGOS DE MAQUIAGEM,-1.19,-0.13,-0.72,0.63,-1.21,-0.19,-0.11,0.41,-1.42,0.56,0.08,-1.53,-1.05,-0.81,-1.68,-2.48,-0.58
 DESPESAS PESSOAIS,0.58,0.48,0.62,0.65,0.41,0.74,0.2,0.57,0.41,0.12,0.97,0.71,0.27,0.46,0.89,-0.08,0.48
 SERVIÇOS PESSOAIS,0.33,0.27,0.24,0.57,0.29,0.53,0.34,0.31,0.01,-0.33,0.85,0.66,0.42,0.36,1,0.21,0.29
 SERVIÇOS PESSOAIS,0.33,0.27,0.24,0.57,0.29,0.53,0.34,0.31,0.01,-0.33,0.85,0.66,0.42,0.36,1,0.21,0.29
 COSTUREIRA,       -,       -,       -,2.91,       -,       -,-1.82,       -,       -,       -,       -,       -,       -,-2.88,1.1,-0.28,0.0
 MANICURE,1.21,-2.25,-2.88,-0.63,2.13,-3.92,-0.17,-1.37,-1.42,-1.4,3.44,0.67,3.47,3.88,1.17,0.45,0.15
 EMPREGADO DOMÉSTICO,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
 CABELEIREIRO E BARBEIRO,-0.05,0.07,1.13,1.09,-1.17,2.47,0.02,0.49,-1.15,-2.4,1.46,1.4,-1.24,-0.63,2.58,-1.06,-0.27
 DEPILAÇÃO,       -,       -,-0.6,       -,1.11,2.6,       -,       -,-1.27,-2.49,1.3,       -,0.56,       -,       -,1.21,0.2
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,-0.66,       -,-1.38,       -,       -,       -,       -,-2.01,0.7,1.17,       -,       -,       -,       -,-1.25
 SERVIÇO BANCÁRIO,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.22,0.23,       -,       -,       -,       -,0.23,0.32,       -,       -,       -,       -,0.2
 SOBRANCELHA,-2.46,0,0.86,1.93,1.52,3.33,       -,-0.58,0.39,1.04,-0.45,1.85,-1.16,-0.92,-1.42,0.18,0.71
 RECREAÇÃO E FUMO,1.01,0.79,1.22,0.79,0.59,1.14,-0.07,0.97,1.2,0.68,1.11,0.81,-0.02,0.67,0.64,-0.63,0.78
 RECREAÇÃO,1.21,0.97,1.38,0.92,0.69,1.21,-0.08,1.12,1.32,0.78,1.32,0.91,-0.03,0.78,0.73,-0.67,0.9
 CLUBE,       -,0,0.26,       -,0,0.43,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.08
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.46,       -,       -,1.59,       -,0.8,       -,       -,1.21,       -,       -,1.21
 TRATAMENTO DE ANIMAIS (CLÍNICA),3.18,-1.78,1.77,0.22,-1.12,-0.04,2.03,0.67,1.9,2.34,1.55,1.44,1.79,-0.38,1.06,-1.1,0.3
 BICICLETA,       -,0.41,-0.35,-1.71,0.24,-0.82,-0.37,       -,0.49,-2.57,-0.36,-2.61,-0.34,3.51,-1.13,       -,-0.37
 ALIMENTO PARA ANIMAIS,2.07,2.07,1.12,2.01,3.25,0.82,-0.46,0.55,2.31,2.13,0.95,1.09,-0.75,0.14,0.28,-0.78,2.05
 BRINQUEDO,2.7,1.75,2.69,2.17,0.49,1.62,2.19,1.85,0.39,1.13,2.8,1.84,1.2,1.46,3.84,1.47,1.46
 CASA NOTURNA,3.61,       -,0.08,       -,0.7,       -,       -,       -,       -,       -,       -,       -,-0.03,       -,       -,       -,1.14
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.32,       -,       -,0.06,       -,       -,1.26
 HOSPEDAGEM,-2.56,2.29,1.18,0.19,3.35,3.82,2.27,-2.3,1.69,0.9,-1.45,0.2,-0.6,-0.07,1.74,-5.27,1.56
 PACOTE TURÍSTICO,1.76,-1.08,1.72,0.07,-1.36,2.11,       -,4.02,3.54,0.79,4.88,3.8,-2.12,       -,4.36,1.95,0.37
 SERVIÇO DE HIGIENE PARA ANIMAIS,-1.5,-1.74,0.73,       -,-0.01,0.09,       -,1.89,-0.79,0.64,1.32,1.51,2.37,       -,       -,       -,-0.01
" CINEMA, TEATRO E CONCERTOS",2.9,3.28,3.01,2.61,1.3,-0.94,-1.91,1.51,2.58,0.35,-0.88,-0.69,-0.19,1.43,0.12,-0.41,1.43
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.16,-0.05,0.16,0,0.04,0.23,0.14,0.02,-0.01,0.02,0.17,0.05,-0.02,-0.1,0,0.14,0.06
" CURSOS, LEITURA E PAPELARIA",0.16,-0.05,0.16,0,0.04,0.23,0.14,0.02,-0.01,0.02,0.17,0.05,-0.02,-0.1,0,0.14,0.06
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.48,-0.99,0.36,-0.98,0.49,0.18,-0.17,-0.07,0.48,0.24,0.25,0.18,0.23,-0.72,-0.35,0.49,0.18
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,1.77,       -,       -,       -,       -,       -,       -,       -,       -,1.77,       -,       -,1.77
 LIVRO DIDÁTICO,0.33,-1.02,0.22,-1.19,0.03,-0.36,-0.23,-0.07,0.22,-0.8,0.25,0.26,-0.94,-1.7,-0.35,0.38,-0.11
 LIVRO NÃO DIDÁTICO,1.86,-2,0.97,0.36,0.5,1.6,       -,       -,1.93,3.8,       -,       -,2.79,       -,       -,1.7,0.75
 PAPELARIA,2.48,1.3,2.34,1.3,0.41,3.17,0.38,0.45,0.35,1.04,2.77,0.28,-1.07,-1.38,1.59,2.11,1.16
 CADERNO,0.18,1.88,1.27,-1.56,1.01,1.32,-0.25,2.77,-0.12,2.89,1.61,2.5,-1.1,-0.77,1.04,0.32,0.99
 ARTIGOS DE PAPELARIA,3.32,0.94,3.12,3.44,0.16,3.64,1.03,-1.27,0.63,0.09,3.45,-1.39,-1.06,-2.04,2.03,3.24,1.26
 CURSOS DIVERSOS,0.44,0.02,0.29,0.63,-0.04,0.9,1.12,0.2,-0.56,-0.14,0.53,0.28,0.01,0.35,-0.29,0.65,0.15
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.78,       -,0.78
 AUTOESCOLA,       -,       -,-0.63,5.16,       -,       -,2.47,       -,-0.25,-0.66,       -,       -,-1.45,-0.05,       -,1.06,0.16
 ATIVIDADES FÍSICAS,0.94,0.03,0.87,0,-0.08,1.71,0.95,0.29,-0.91,0,1.62,0.48,0.58,0.67,-1.84,0.67,0.28
 COMUNICAÇÃO,0.08,0.24,0.16,0.27,-0.02,0.43,-0.6,-0.38,0.24,0.06,0.09,0.18,0.11,0.1,0.6,0.41,0.08
 COMUNICAÇÃO,0.08,0.24,0.16,0.27,-0.02,0.43,-0.6,-0.38,0.24,0.06,0.09,0.18,0.11,0.1,0.6,0.41,0.08
 COMUNICAÇÃO,0.08,0.24,0.16,0.27,-0.02,0.43,-0.6,-0.38,0.24,0.06,0.09,0.18,0.11,0.1,0.6,0.41,0.08
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.37,1.41,0.86,1.15,-0.15,1.98,-2.23,-1.49,1.17,0.31,0.61,1.39,0.6,0.4,1.7,1.61,0.41
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
