"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFECCIOSO E ANTIBIÓTICO,-1.83,-2.28,0.99,-2.74,-3.7,-2.02,1.09,-0.28,0.42,-1.17,0.3,-1.5,0.66,-0.92,-0.37,2.19,-1.46
 ANALGÉSICO E ANTITÉRMICO,-1.47,-0.42,0.6,0.7,-1.46,0.05,2.96,-1.24,0.34,-0.4,-0.54,0.39,-0.44,1.79,0.15,2,-0.4
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.88,0.15,2.04,0.19,2.65,-1.56,1.99,2.71,-0.07,2.13,-1.74,0.3,0.42,-0.34,-1.05,2.28,0.99
 ANTIGRIPAL E ANTITUSSÍGENO,0.33,-1.78,-0.3,1.01,-3.73,0.26,1.17,-0.22,0.82,0.69,0.82,0.3,0.65,-0.29,-0.13,-0.96,-0.86
 DERMATOLÓGICO,-0.26,-0.36,0.12,0.05,3.01,-0.59,       -,0.61,-0.71,1.51,       -,0.82,0.32,1.71,0.23,0.08,1.12
 ANTIALÉRGICO E BRONCODILATADOR,-0.98,-2.58,-1.93,1.44,-0.51,-1.88,-2.85,-0.28,-0.68,3.38,-0.9,-0.42,1.36,1.88,-1.98,0.26,-0.68
 GASTROPROTETOR,-0.06,-0.9,-0.17,-1.99,-0.06,       -,-0.62,-1.52,-0.45,1.44,-0.52,1.26,-0.05,-0.07,-1.66,0.65,-0.32
 VITAMINA E FORTIFICANTE,-2.77,-1.47,0.36,-2.13,1.2,-2.39,-0.27,-0.12,0.79,0.24,0.21,-0.5,1.14,-0.36,-1.51,0.16,-0.18
 HORMONAL,-0.01,1.44,1.61,-1.79,-2.21,-0.44,2.31,1.22,-1.28,2.01,-1.59,0.88,1.41,-2.78,-2.37,1.11,-0.3
 PSICOTRÓPICO E ANOREXÍGENO,0.25,0.58,1.31,-0.21,1.02,-0.2,1.12,0.77,0.42,0.57,0.22,0.8,2.31,0.6,-2,2.33,0.72
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.44,1.17,-2.55,-1.22,1.04,0.17,1.81,-1.04,-1.45,-0.96,-0.05,1.94,2.22,0.32,-3.27,2.16,-0.13
 OFTALMOLÓGICO,1.72,0.98,-0.11,-0.82,-0.34,-0.83,-0.45,0.89,-0.9,       -,0.91,0.46,1.15,       -,0.06,0.23,0.09
 ANTIDIABÉTICO,-2.51,-2.13,-0.64,-1.59,1.79,-1.64,-0.92,3.04,-0.49,-2.18,-1.47,1,-0.26,-0.12,-2.06,-0.56,-0.39
 NEUROLÓGICO,1.85,-1.81,0.84,-1.5,1.31,-1.76,-0.24,3.06,1.18,-2.78,-0.39,-0.24,3.08,-1.58,-0.53,2.95,0.49
 PRODUTOS ÓTICOS,0.74,0.09,0.08,-4.52,-2.19,0.75,-4.18,-2.27,-2.61,0.48,1.98,1.65,1.74,0.17,1.24,-2.84,-1.36
 ÓCULOS DE GRAU,0.74,0.09,0.08,-4.52,-2.19,0.75,-4.18,-2.27,-2.61,0.48,1.98,1.65,1.74,0.17,1.24,-2.84,-1.36
 SERVIÇOS DE SAÚDE,1.06,0.95,0.95,1.06,0.96,1.44,0.84,0.9,0.89,0.64,0.79,0.82,0.78,0.47,0.31,0.93,0.96
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.54,0.72,0.55,0.67,0.46,0.53,0.6,-0.04,0.32,-0.05,0.07,-0.52,-0.32,-0.02,0.33,0.26,0.4
 MÉDICO,0,0,0.49,0.91,0,0.17,0,0.1,-0.49,0,0,0,-0.38,0,-0.13,-0.17,0.05
 DENTISTA,0.28,1.56,0.69,0.2,0.87,0.72,2.26,-0.39,1.3,-0.1,0.19,-0.89,-0.31,-0.23,1.39,1.16,0.71
 APARELHO ORTODÔNTICO,       -,       -,0.13,       -,       -,       -,       -,       -,       -,       -,0,       -,0.09,       -,       -,       -,0.1
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.41,       -,       -,0.41
 PSICÓLOGO,4.82,0,       -,       -,0.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.97
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.79,0.19,0.5,0.36,-0.02,3.68,0.03,0.54,-0.05,-0.1,0.4,-0.21,1.54,0,-0.19,0.07,0.46
 EXAME DE LABORATÓRIO,-0.02,-1.51,1.14,-0.31,-0.04,-0.76,0,0.3,-0.3,-0.9,0.97,3.16,1.78,0,-0.69,0.09,-0.01
 HOSPITALIZAÇÃO E CIRURGIA,1.2,0.42,0.52,0.69,0,4.96,0,0,0,0,0,0,1.69,       -,0,0,0.69
 EXAME DE IMAGEM,-0.56,0.92,-0.14,0.74,-0.07,0,0.1,1.13,0.1,0.45,0.99,-1.81,1.37,0,0.09,0.17,0.21
 PLANO DE SAÚDE,1.21,1.17,1.2,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.19,1.13,1.21,1.21,1.21,1.2
 PLANO DE SAÚDE,1.21,1.17,1.2,1.21,1.21,1.22,1.21,1.21,1.21,1.21,1.21,1.19,1.13,1.21,1.21,1.21,1.2
 CUIDADOS PESSOAIS,-0.79,-0.67,-0.64,-1.17,-0.36,-1.12,-3.1,-0.49,-2.06,-1.63,-1.08,-0.86,-1.27,-2.07,-0.67,-0.85,-0.98
 HIGIENE PESSOAL,-0.79,-0.67,-0.64,-1.17,-0.36,-1.12,-3.1,-0.49,-2.06,-1.63,-1.08,-0.86,-1.27,-2.07,-0.67,-0.85,-0.98
 PRODUTO PARA CABELO,0.23,1.56,-0.36,0.58,1.26,2.36,0.41,2.24,1.65,-0.54,2.19,-0.12,1.2,0.83,1.92,0.34,0.91
 FRALDA DESCARTÁVEL,0.42,2.11,-0.36,1.56,1.55,0.06,-1,2.79,-1.56,0.75,0.88,0.92,0.37,-0.61,0.4,1.34,0.72
 PRODUTO PARA BARBA,0.97,1.79,-0.23,-0.3,-0.17,-2.18,0.94,1.66,1.05,0.81,-1.71,0.98,0.8,1.67,0.76,-0.25,0.34
 PRODUTO PARA PELE,0.51,-0.55,0.14,0.84,2.15,1.83,0.63,-0.78,0.75,-0.62,0.89,1.65,0.13,-2.06,-0.77,-0.79,0.84
 PRODUTO PARA HIGIENE BUCAL,1.16,-1.34,3.06,1.21,0.81,3.19,0.47,1.27,0.56,-2.69,1.89,0.59,1.76,1.59,1.71,0.21,0.75
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-7.38,       -,       -,       -,       -,       -,       -,-0.06,       -,       -,-6.37
 PERFUME,-3.83,-3.75,-4.5,-4.33,-4.26,-6.69,-6.64,-3.13,-6.97,-6.97,-5.68,-3.71,-5,-5.37,-2.81,-3.61,-4.87
 DESODORANTE,-0.07,-0.45,-1.42,-0.5,0.61,1.41,0.68,1.13,-0.67,1.09,2.4,0.96,-0.7,-0.99,-0.74,1.62,0.22
 ABSORVENTE HIGIÊNICO,1.97,1.33,-0.76,1.25,-0.13,-0.5,0.57,2.11,-1.52,-1.66,0.88,2.25,-0.77,0.24,1.47,1.77,0.15
 SABONETE,-1.98,0.03,3,1.41,1.96,0.79,-1.18,-0.39,1.16,2.18,1.58,-1.97,-0.11,3.58,4,0.69,1.17
 PAPEL HIGIÊNICO,2.05,-0.71,0.7,3.62,-1.89,-0.62,0.09,2.54,0.33,1.46,1.89,-0.55,0.12,1.11,-0.7,1.22,-0.23
 ARTIGOS DE MAQUIAGEM,-0.97,-2.83,-2.06,-4.04,-1.52,-3.92,-7.52,-1.38,-5.3,-4.17,-6.32,-3.73,-2.63,-2.23,-2.91,-1.81,-3.24
 DESPESAS PESSOAIS,0.5,0.28,0.15,0.28,0.39,-0.01,-0.23,-0.42,-0.08,-0.13,-0.13,0.65,0.16,0.15,0.01,0.17,0.21
 SERVIÇOS PESSOAIS,0.24,0.06,0.1,-0.02,0.25,-0.04,0,-0.28,-0.03,0.53,-0.11,0.45,0.01,-0.01,-0.08,0.23,0.15
 SERVIÇOS PESSOAIS,0.24,0.06,0.1,-0.02,0.25,-0.04,0,-0.28,-0.03,0.53,-0.11,0.45,0.01,-0.01,-0.08,0.23,0.15
 COSTUREIRA,       -,       -,       -,1.34,       -,       -,-0.23,       -,       -,       -,       -,       -,       -,0.63,4.59,0.12,0.82
 MANICURE,0.13,0.18,3.07,-1.68,1.99,1.86,2.41,0,0.55,1.43,0.27,4.35,0.07,0,0,2.39,1.44
 EMPREGADO DOMÉSTICO,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
 CABELEIREIRO E BARBEIRO,1.95,1.05,-0.2,1.02,1.47,-0.02,-0.11,-0.78,0.14,3.01,0.23,1.49,0.31,0.43,-0.61,0.59,1.01
 DEPILAÇÃO,       -,       -,0.58,       -,0.4,0.95,       -,       -,0.16,0.36,-0.18,       -,0.55,       -,       -,-0.47,0.41
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,0.45,       -,-0.63,       -,       -,       -,       -,-0.7,-3.75,-1.07,       -,       -,       -,       -,-0.6
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.23,0.23,       -,       -,       -,       -,0.23,0.31,       -,       -,       -,       -,0.21
 SOBRANCELHA,-0.01,-1.47,0.44,-0.49,3.35,-0.63,       -,0,1.68,1.06,-0.4,0,0.86,0.58,2.18,1.79,1.12
 RECREAÇÃO E FUMO,0.94,0.61,0.22,0.78,0.61,0.04,-0.68,-0.63,-0.17,-0.96,-0.15,1.09,0.45,0.45,0.24,0.04,0.29
 RECREAÇÃO,1.13,0.76,0.25,0.91,0.71,0.05,-0.75,-0.73,-0.19,-1.09,-0.18,1.22,0.53,0.52,0.27,0.05,0.34
 CLUBE,       -,1.47,0.08,       -,-0.28,-0.19,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.09
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,0.56,       -,       -,-1.21,       -,-1.1,       -,       -,-2.46,       -,       -,-0.82
 TRATAMENTO DE ANIMAIS (CLÍNICA),-1.13,-2.15,0.57,1.44,-1.77,0.74,-1.66,-1.21,-0.15,1.49,1.02,1.72,-0.31,1.24,-0.21,0.46,-0.68
 BICICLETA,       -,-3.63,-1.18,1.35,1.5,-3.37,-0.6,       -,-1.47,-3.09,-0.56,0.41,-2.78,0.25,-0.76,       -,-0.6
 ALIMENTO PARA ANIMAIS,-1.54,1.59,2.9,0.44,-0.43,-0.43,0.3,-0.41,-0.24,-1.8,-1.57,0.75,2.05,-0.13,-0.1,-1.27,-0.01
 BRINQUEDO,-0.5,1.3,0.55,0.96,-0.55,0.31,-1.61,1.13,-0.6,-2.26,-0.88,-0.7,-0.53,2.41,0.65,1.75,-0.26
 CASA NOTURNA,-2.37,       -,-1.1,       -,-1,       -,       -,       -,       -,       -,       -,       -,0.53,       -,       -,       -,-1.26
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.18,       -,       -,0.52,       -,       -,-0.14
 HOSPEDAGEM,3.25,1.8,0.87,2.35,-0.46,1.91,2.05,-0.57,1.71,1.62,0.65,3.13,-0.05,1.34,3.21,-1.11,1.03
 PACOTE TURÍSTICO,2.66,1.41,0.22,1.84,2.71,0.35,       -,-2.45,1.37,-3.64,-0.38,0.36,2.11,       -,0.45,1.56,1.29
 SERVIÇO DE HIGIENE PARA ANIMAIS,-0.8,0.37,0.83,       -,1.23,-2.04,       -,0.34,0.52,-2.9,0.41,1.32,3.3,       -,       -,       -,0.28
" CINEMA, TEATRO E CONCERTOS",2.78,1.27,-2.75,-0.11,2.25,-2,-2.53,-0.62,-2.86,-2.68,-0.54,2.22,0.76,0.25,0.26,0.27,0.33
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,-0.08,0.01,0.14,0.04,0,-0.08,0.18,0.02,0.04,0.02,0.04,0.07,0.18,0.15,-0.08,-0.01,0.02
" CURSOS, LEITURA E PAPELARIA",-0.08,0.01,0.14,0.04,0,-0.08,0.18,0.02,0.04,0.02,0.04,0.07,0.18,0.15,-0.08,-0.01,0.02
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,-1.63,-0.3,0.13,0.31,0.13,0.6,0,0,0.33,0.32,0,0,0.8,0,0,0.12,-0.02
 JORNAL DIÁRIO,-8.15,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,-2.76
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,1.8,-0.84,0.64,2.18,0.58,2.05,       -,       -,1.97,1.37,       -,       -,2.52,       -,       -,1.34,0.84
 PAPELARIA,0.35,-0.55,1.72,2.15,2.15,-0.88,-1.47,0.79,-0.36,-0.3,1.26,1.57,0.08,1.62,-1.24,-0.5,0.72
 CADERNO,-1.07,-2.95,0.7,3,2.57,-2.32,-0.97,0.8,-0.87,1.84,3.39,2.76,2.98,1.21,0.02,-0.75,0.64
 ARTIGOS DE PAPELARIA,0.83,0.87,2.47,1.52,1.97,-0.48,-2,0.79,-0.05,-1.39,0.01,0.67,-1.12,2.12,-2.26,-0.35,0.76
 CURSOS DIVERSOS,0.47,0.4,0.39,-0.43,-0.36,-0.74,2.23,0,0.13,0.04,0,0.28,0.61,0.14,-0.12,-0.22,0.0
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.35,       -,0.35
 AUTOESCOLA,       -,       -,0.29,-3.39,       -,       -,5.35,       -,0,0.17,       -,       -,1.76,0.55,       -,-1.05,0.67
 ATIVIDADES FÍSICAS,1.03,0.6,0.73,0,-0.73,-1.41,0,0,0.25,0,0,0.46,0.75,-0.2,-0.78,0.23,-0.11
 COMUNICAÇÃO,-0.5,-0.01,-0.1,-0.03,0.01,0,0.18,-0.57,-0.3,-0.24,-0.06,-0.41,-0.31,-0.07,-0.76,-0.38,-0.14
 COMUNICAÇÃO,-0.5,-0.01,-0.1,-0.03,0.01,0,0.18,-0.57,-0.3,-0.24,-0.06,-0.41,-0.31,-0.07,-0.76,-0.38,-0.14
 COMUNICAÇÃO,-0.5,-0.01,-0.1,-0.03,0.01,0,0.18,-0.57,-0.3,-0.24,-0.06,-0.41,-0.31,-0.07,-0.76,-0.38,-0.14
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,2.02
 PLANO DE TELEFONIA MÓVEL,0,0,0.69,0.94,0,0,-0.17,0.16,-0.15,-0.15,0,-0.5,0,0,-0.18,0,0.08
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-3.86,-1.95,-2.97,-2.29,-2.31,-1.79,-0.01,-2.96,-2.4,-2.88,-1.92,-3.83,-2.78,-0.99,-2.44,-2.3,-2.49
 SERVIÇOS DE STREAMING,       -,3.09,3.09,3.09,3.09,3.09,       -,       -,3.09,3.09,       -,3.09,3.09,       -,3.09,3.09,3.09
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.88,0.88,0.88,0.88,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.55
