"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.31,-1.33,0.67,0.32,-1.17,1.51,0.32,-0.64,1.25,0.1,-1.08,2.44,-2.46,-1.11,0.18,-0.1,-0.26
 ANTIGRIPAL E ANTITUSSÍGENO,2.52,-0.06,1.09,0.86,1.32,3.39,-0.42,1.15,1.2,2.86,-1.01,0.98,0.75,-0.83,0.49,0.26,1.19
 DERMATOLÓGICO,0.95,0.61,-0.59,-0.5,0.41,0.28,       -,0.73,0.17,-0.41,       -,1.09,-0.24,-0.92,1.59,0.48,0.27
 ANTIALÉRGICO E BRONCODILATADOR,2.79,-0.03,-0.41,1.22,-0.64,0.33,-2.59,0.23,3.6,-1.62,0.06,1.2,-0.9,0.49,1.43,1.07,0.21
 GASTROPROTETOR,1.5,0.17,0.14,2.48,-1.26,       -,2.57,-1.19,1.49,0.28,2.69,1.38,0.71,-0.14,2.69,2.96,0.44
 VITAMINA E FORTIFICANTE,-0.14,2.11,-0.13,1.22,-1.21,1.85,1.84,1.36,2.53,-0.25,-0.55,-0.09,0.83,-0.32,3.1,1.93,0.36
 HORMONAL,-0.25,2.87,0.62,1.89,-0.49,1.48,0.05,-0.63,1.48,0.55,-1.31,0.05,-1.37,2.63,2.7,2.78,0.46
 PSICOTRÓPICO E ANOREXÍGENO,1.21,0.8,0.87,0.13,-1.49,-0.78,-0.61,0,1.51,0.73,-2.23,0.49,-0.43,-2.43,2.55,2.92,-0.13
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,3.14,2.46,0.07,-0.52,0.21,0.33,0.06,1.79,0.06,1.32,-1.25,1.9,-2.66,-0.16,2.39,-0.24,0.86
 OFTALMOLÓGICO,-0.16,0.18,0.03,2.11,-1.87,1.16,0.67,-0.01,-0.13,       -,0.38,0.28,0.01,       -,2.68,0.33,-0.17
 ANTIDIABÉTICO,2.14,-0.48,-1.28,2.66,2.23,0.07,0.94,1.1,0.75,1.05,2.52,-1.84,0.98,0.31,-2.63,0.24,1.18
 NEUROLÓGICO,1.6,1.32,-2.04,-2.6,1.24,2.9,-0.74,-2.59,1.25,2.76,0.35,-1.59,-1.73,-0.8,-0.89,0.85,0.2
 PRODUTOS ÓTICOS,1.53,-0.71,-2.69,-1.88,3.44,-3.36,0.2,-2.83,2.9,0.18,-0.71,-3.3,-0.52,-1.61,2.14,0.55,0.67
 ÓCULOS DE GRAU,1.53,-0.71,-2.69,-1.88,3.44,-3.36,0.2,-2.83,2.9,0.18,-0.71,-3.3,-0.52,-1.61,2.14,0.55,0.67
 SERVIÇOS DE SAÚDE,1.01,0.84,0.82,0.84,0.97,0.92,0.68,1.03,0.99,0.66,0.68,0.86,0.79,0.36,0.41,0.94,0.9
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.43,0.52,0.31,-0.06,0.49,0.91,0,1.15,0.87,-0.08,0.07,-0.19,0.29,-0.19,-0.13,0.09,0.4
 MÉDICO,-0.09,1.21,0.5,-0.22,0.32,1,0,1.28,1.18,-0.36,0.13,0,-0.62,-0.3,-0.43,0.24,0.36
 DENTISTA,1.03,-0.06,0.22,0.27,0.72,0.87,0,0.82,0.51,0.18,0,-0.33,1.32,0.29,0.54,-0.22,0.49
 APARELHO ORTODÔNTICO,       -,       -,-0.1,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.09,       -,       -,       -,-0.08
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.41,       -,       -,-0.41
 PSICÓLOGO,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.17,0.04,0.4,-0.39,0.45,0.5,0.43,0.29,0.68,0.68,0,0.14,-0.18,-0.17,0.69,0.74,0.46
 EXAME DE LABORATÓRIO,-0.6,0.22,0.9,0.15,0.49,0.72,0,0.17,1.17,-0.7,0,0,-0.03,-0.28,0.21,0.3,0.33
 HOSPITALIZAÇÃO E CIRURGIA,1.99,0,0.06,0.93,0.5,0,0.27,0.12,0.24,0.55,0,0.31,0,       -,1.89,1.43,0.53
 EXAME DE IMAGEM,-1.29,-0.01,0.7,-1.55,0.19,2.99,1.05,0.51,0.71,2.57,0,0,-0.32,0,-0.02,0,0.36
 PLANO DE SAÚDE,1.11,1.11,1.12,1.16,1.17,1,1.14,1.13,1.07,1.11,1.16,1.15,1.16,1.21,1.21,1.21,1.13
 PLANO DE SAÚDE,1.11,1.11,1.12,1.16,1.17,1,1.14,1.13,1.07,1.11,1.16,1.15,1.16,1.21,1.21,1.21,1.13
 CUIDADOS PESSOAIS,2.06,2.15,2.43,2.92,2.8,2.9,3.64,2.22,3.11,2.12,2.88,3.24,3.46,3.3,3.32,3.48,2.71
 HIGIENE PESSOAL,2.06,2.15,2.43,2.92,2.8,2.9,3.64,2.22,3.11,2.12,2.88,3.24,3.46,3.3,3.32,3.48,2.71
 PRODUTO PARA CABELO,-0.34,0.96,2.96,3.01,2.38,0.79,1.69,-0.74,2.92,1.96,1.47,4.04,1,-0.25,1.01,2.32,1.87
 FRALDA DESCARTÁVEL,1.64,-0.3,2.08,2.41,0.39,3.13,0.47,0.76,0.03,0.95,0.27,-0.68,2.31,0.81,3.43,1.15,0.93
 PRODUTO PARA BARBA,0.53,-0.98,-1.19,-0.26,-0.33,2.67,2.31,-3.57,0.28,1.75,0.38,1.01,1.85,0.44,-0.24,-0.98,-0.08
 PRODUTO PARA PELE,-0.08,1.55,0.74,-0.18,0.11,-0.67,0.26,-0.39,-0.27,-0.71,-0.78,1.92,-0.41,0.51,0.09,-0.78,0.14
 PRODUTO PARA HIGIENE BUCAL,1.57,3.05,-0.98,1.09,1.67,1.8,-0.25,0.58,1.09,1.96,-0.96,1.75,1.83,1.29,-0.58,1.97,1.17
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-3.44,       -,       -,       -,       -,       -,       -,0.88,       -,       -,-2.85
 PERFUME,6.15,5.13,5.23,5.05,6.32,6.71,7.27,4.95,5.51,4.67,6.74,6.42,7.42,6.56,6.08,6.92,5.95
 DESODORANTE,1.47,-0.73,0.8,0.43,2.11,1.86,1.37,-1.27,0.75,1.44,3.39,0.26,3.07,1.81,2.79,0.94,1.27
 ABSORVENTE HIGIÊNICO,0.97,1.5,0.75,1.69,1.59,1.82,1.57,1.61,2.13,-1.23,-2.62,2.54,2,0,-1.73,0.66,1.09
 SABONETE,0.59,1.83,2.59,2.09,2.6,2.75,1.39,3.93,3.02,2.03,3.18,3.13,0.92,2.87,2.2,5.08,2.35
 PAPEL HIGIÊNICO,0.86,3.95,2.36,1.85,1.89,1.13,0.7,2.32,7.46,-0.93,0.7,0.64,2.83,1.94,3.14,1.96,1.94
 ARTIGOS DE MAQUIAGEM,7.2,6.94,6.31,6.89,6.86,6.33,6.28,7.75,8.81,8.56,6.76,8.36,8.24,6.95,9.92,6.2,7.12
 DESPESAS PESSOAIS,0.82,0.52,0.75,0.72,0.37,0.7,0.84,0.78,0.62,0.71,0.12,0.35,0.46,0.38,0.22,0.49,0.54
 SERVIÇOS PESSOAIS,1.09,0.46,0.54,0.45,0.56,0.45,0.64,0.65,0.45,0.89,0.44,0.51,0.51,0.37,0.26,0.4,0.59
 SERVIÇOS PESSOAIS,1.09,0.46,0.54,0.45,0.56,0.45,0.64,0.65,0.45,0.89,0.44,0.51,0.51,0.37,0.26,0.4,0.59
 COSTUREIRA,       -,       -,       -,2.33,       -,       -,2.28,       -,       -,       -,       -,       -,       -,-0.48,0.58,3.49,2.12
 MANICURE,3.74,2.59,-1.5,-1.47,0.5,0,1.74,1.33,0.55,1.07,0.23,1,1.32,1.13,1.26,0.72,0.77
 EMPREGADO DOMÉSTICO,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
 CABELEIREIRO E BARBEIRO,2.23,-0.3,0.98,0.32,0.71,0.25,0.56,0.4,-0.17,2.26,0.57,-0.05,0.17,-0.38,-0.57,-0.41,0.74
 DEPILAÇÃO,       -,       -,1.49,       -,-1.86,-1.22,       -,       -,2.3,0.65,-1.2,       -,-0.45,       -,       -,-0.18,-0.39
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,-1.99,       -,0,0,0,       -,-0.33
 DESPACHANTE,       -,       -,1.45,       -,0.89,       -,       -,       -,       -,0.38,-0.39,1.7,       -,       -,       -,       -,0.85
 SERVIÇO BANCÁRIO,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.23,0.23,       -,       -,       -,       -,0.23,0.31,       -,       -,       -,       -,0.21
 SOBRANCELHA,-4.16,-0.43,0,0.71,-0.06,-1.87,       -,2.65,-0.72,0.6,1.24,0.43,2.09,0,-0.45,-0.98,-0.17
 RECREAÇÃO E FUMO,0.34,0.61,1.08,1.15,0.07,1.17,1.22,0.97,0.96,0.47,-0.26,0,0.36,0.41,0.12,0.65,0.46
 RECREAÇÃO,0.14,0.43,1.04,1.26,-0.12,1.16,1.3,1.05,1.01,0.36,-0.56,-0.07,0.18,0.38,0.07,0.65,0.35
 CLUBE,       -,0,0,       -,0.53,-0.26,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.28
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-1.91,       -,       -,3.35,       -,0.88,       -,       -,1.04,       -,       -,1.04
 TRATAMENTO DE ANIMAIS (CLÍNICA),-1.61,-1.19,1.81,0.01,2.03,1.54,0.45,2.24,0.35,-0.58,0.43,2.3,2.2,1.75,1.68,-1.37,0.88
 BICICLETA,       -,1.47,-1.88,3.61,-1.04,-0.15,-0.03,       -,1.12,1.41,-0.02,0.23,0.88,-3.26,-1.19,       -,-0.03
 ALIMENTO PARA ANIMAIS,0.75,1.61,0.79,2.67,1.3,2.76,2.01,-1.11,-1.25,1.29,1.76,-1.04,0.37,1.24,-1.24,2.66,1.16
 BRINQUEDO,0.43,-0.44,0.43,-0.13,2.25,-0.23,2.73,-2.27,1.58,2.21,-1.4,2.41,1.77,1.11,-0.97,0.93,1.11
 CASA NOTURNA,1.19,       -,-0.16,       -,-2.46,       -,       -,       -,       -,       -,       -,       -,0.18,       -,       -,       -,-1.16
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.56,       -,       -,-2.04,       -,       -,-0.63
 HOSPEDAGEM,-1.01,1.73,2.37,2.23,1.89,1.11,-0.49,-0.12,2.1,1.58,0.77,1.36,-2.55,2.38,1.44,3.73,1.52
 PACOTE TURÍSTICO,0.17,1.61,0.33,2.65,-0.85,2.98,       -,2.67,-2.23,3.2,-2.78,-1.8,-0.29,       -,4.06,2.38,0.0
 SERVIÇO DE HIGIENE PARA ANIMAIS,-0.7,-1.55,-0.91,       -,-0.38,-0.05,       -,1.87,1.66,-0.89,1.62,-0.75,-0.91,       -,       -,       -,-0.41
" CINEMA, TEATRO E CONCERTOS",1.23,-0.5,2.48,0.32,-3.84,0.97,2.65,3.08,3.88,-4.99,-1.92,-1.58,-0.07,-1.07,-0.15,0.09,-1.07
 FUMO,1.34,1.4,1.4,0.47,1.23,1.33,0.57,0.47,0.45,1.29,1.33,0.59,1.4,0.57,0.47,0.57,1.19
 CIGARRO,1.34,1.4,1.4,0.47,1.23,1.33,0.57,0.47,0.45,1.29,1.33,0.59,1.4,0.57,0.47,0.57,1.19
 EDUCAÇÃO,0.81,0.58,0,-0.01,0.67,0.8,1.27,1.44,0.94,0.2,0.68,0.49,1,1.33,0.59,0.13,0.61
" CURSOS, LEITURA E PAPELARIA",0.81,0.58,0,-0.01,0.67,0.8,1.27,1.44,0.94,0.2,0.68,0.49,1,1.33,0.59,0.13,0.61
 CURSOS REGULARES,0.79,0.51,-0.32,-0.12,0.47,0.76,0.73,1.74,1.14,0.11,0.66,0.5,1.14,1.69,0.61,0.08,0.51
 CRECHE,0.24,3.8,0.12,-0.47,1,2.39,       -,3.41,       -,0.66,1.09,1.35,-0.63,0,       -,0.05,1.41
 PRÉ-ESCOLA,2.45,-0.51,0,0.15,0.49,2.03,0.78,1.16,0.76,-0.05,0.65,0.27,1.02,       -,1.01,-0.42,0.72
 ENSINO FUNDAMENTAL,0.82,-0.29,1.36,2.84,0.43,0.85,1.48,2.16,1.2,-1.47,1.13,0.1,0.58,0.82,2.03,-0.4,0.65
 ENSINO MÉDIO,0.53,-0.23,0,2.78,0.27,0.73,0.79,2.23,1.91,-0.71,-0.81,0,1.19,-0.03,2.66,0,0.47
 ENSINO SUPERIOR,0.22,0.43,-1.39,-3.18,0.99,0.19,0,1.34,1.67,0.99,0.47,0.66,2.2,2.49,-0.75,0.86,0.47
 PÓS-GRADUAÇÃO,0.23,0.27,-0.45,-2.99,-2.3,-0.89,-0.1,0.24,-2.63,-0.14,0,1.64,-1.45,-2.44,0.3,-2.04,-1.46
 EDUCAÇÃO DE JOVENS E ADULTOS,1.99,       -,       -,       -,       -,0.96,       -,1.07,       -,7.26,       -,       -,       -,5.85,2.11,       -,3.68
 CURSO TÉCNICO,       -,2.48,0.19,1.56,       -,       -,0,       -,-0.88,       -,       -,       -,       -,       -,2.13,       -,1.02
 LEITURA,0.37,1.9,0.73,0.09,0.47,0.41,4.63,0,0.42,-0.34,0,0,0.84,0,0,0.08,0.56
 JORNAL DIÁRIO,0,2.49,       -,       -,       -,       -,17.51,       -,       -,       -,       -,0,       -,       -,       -,       -,2.69
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,2.42,2.77,3.95,0.63,2.2,1.47,       -,       -,2.65,-1.49,       -,       -,2.69,       -,       -,0.96,2.12
 PAPELARIA,1.14,2.43,0.35,1.74,0.93,0.46,0.7,-1.03,1.38,1.31,0.81,2.93,2.24,0.93,1.45,0,1.06
 CADERNO,-0.12,1.1,1.59,3.37,0.81,3.14,1.12,-0.72,1.51,0.3,2.38,2.75,1.96,0.48,3.52,0.36,1.28
 ARTIGOS DE PAPELARIA,1.6,3.26,-0.56,0.59,0.97,-0.25,0.27,-1.27,1.3,1.83,-0.07,3.08,2.36,1.43,-0.14,-0.22,0.94
 CURSOS DIVERSOS,1.14,-0.48,0.73,0.28,1.91,1.23,2.85,0.18,0.12,0.77,1.39,0.17,0.24,0.15,0.95,0.83,1.14
 CURSO PREPARATÓRIO,1.85,       -,1.81,1.99,       -,2.91,       -,       -,2.43,1.2,2.13,       -,2.39,       -,2.41,0,2.01
 CURSO DE IDIOMA,2.11,0.52,2.6,-0.2,2.56,0.09,2.49,0.6,0.16,3.7,2.95,-1.83,0.18,       -,1.17,       -,2.1
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.11,       -,1.11
 AUTOESCOLA,       -,       -,-1.3,-0.89,       -,       -,4.97,       -,-0.28,2.34,       -,       -,-1.59,-0.8,       -,1.14,0.7
 ATIVIDADES FÍSICAS,0.13,-1,0.29,0,1.24,1.35,-0.28,0,-0.27,-2.14,-0.81,1.58,0,0.91,-1.27,0.95,0.34
 COMUNICAÇÃO,-1.51,-0.5,-1.4,-2.08,-0.74,-0.78,-1.4,-2.1,-1.67,-1.32,-1.11,-1.23,-0.68,-0.85,-1.22,-0.53,-1.1
 COMUNICAÇÃO,-1.51,-0.5,-1.4,-2.08,-0.74,-0.78,-1.4,-2.1,-1.67,-1.32,-1.11,-1.23,-0.68,-0.85,-1.22,-0.53,-1.1
 COMUNICAÇÃO,-1.51,-0.5,-1.4,-2.08,-0.74,-0.78,-1.4,-2.1,-1.67,-1.32,-1.11,-1.23,-0.68,-0.85,-1.22,-0.53,-1.1
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,-10.93,-4.93,-9.6,-10.82,-1.28,-10.22,-12.54,-9.66,-9.44,-10.44,-9.1,-7.66,-9.58,-7.56,-9.86,-10.95,-6.71
 PLANO DE TELEFONIA MÓVEL,-2.03,-2.03,-2.75,-5.16,-2.2,-2.1,-3.39,-6.98,-4.14,-3.09,-2.05,-2.52,-2.03,-2.26,-5.78,-0.64,-2.67
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.63,1.34,-0.02,-0.85,-0.42,-0.23,-1.13,-0.4,0.03,-0.77,-1.11,0.14,1.34,0.08,1.29,-0.4,-0.22
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
