"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIGRIPAL E ANTITUSSÍGENO,0.54,-0.83,1.71,-0.62,2.92,2.27,0.44,1.79,0.92,-1.1,0.85,3.59,2.4,1.77,2.58,-0.79,1.26
 DERMATOLÓGICO,1.21,1.81,2.07,-0.34,1.38,0.74,       -,-0.96,0.21,1.65,       -,0.66,0.87,0.32,0.7,0.21,1.08
 ANTIALÉRGICO E BRONCODILATADOR,2.2,-0.22,0.44,2.16,-0.29,2.37,3.82,1.35,2.22,1.33,-0.66,1.74,2.58,2.97,1.07,-1.27,0.75
 GASTROPROTETOR,1.5,0.52,0.9,0.3,1.87,       -,0.74,-0.15,0.6,1.34,2.89,1.43,1.17,1.23,-0.58,-2.44,1.19
 VITAMINA E FORTIFICANTE,-1.2,2.95,0.37,2.96,0.87,0.73,2.23,1.75,-1.12,2.72,2.77,0.39,1.11,0.44,1.45,-0.23,1.15
 HORMONAL,-0.72,-1.22,1.6,2.88,4.06,-1.54,0.21,-1.14,-1.25,-0.7,1.38,0.4,2.97,0.1,0.14,-0.79,1.26
 PSICOTRÓPICO E ANOREXÍGENO,2.01,1.27,-0.85,0.17,1.9,0.54,1.61,-0.59,-0.42,0.66,2.13,0.5,3.16,0.73,-2.48,-1.02,1.05
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.08,0.82,2.22,3.27,-1.93,2.73,1.49,2.68,-0.28,1.84,0.33,-1.62,2.65,-1.45,-0.44,-1.23,0.26
 OFTALMOLÓGICO,0.79,2.31,0.78,3.07,-0.95,1.84,0.87,1.17,1.13,       -,3.53,0.51,2.23,       -,2.24,0.23,0.84
 ANTIDIABÉTICO,1.32,-0.14,-0.28,0.46,3.19,-0.58,1.26,-1.39,-1.05,2.86,1.15,-0.41,0.41,1.5,1.51,-0.43,1.26
 NEUROLÓGICO,-1.12,2.66,1.22,2.54,2.33,1.4,3.04,-1.79,-2.31,1.2,2.88,-0.15,1.45,1.12,2.83,-1.16,1.18
 PRODUTOS ÓTICOS,0.09,2.74,-0.85,-1.11,-0.23,-3.29,1.12,3.66,-2.85,3.07,2.52,0.6,1.7,2.04,-1.45,3.26,0.19
 ÓCULOS DE GRAU,0.09,2.74,-0.85,-1.11,-0.23,-3.29,1.12,3.66,-2.85,3.07,2.52,0.6,1.7,2.04,-1.45,3.26,0.19
 SERVIÇOS DE SAÚDE,2.1,2.15,2,2.47,2.4,2.17,1.67,2.63,2.24,1.99,1.94,2.27,2.03,2.11,1.33,2.43,2.22
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.22,1.21,0.4,1,0.66,1.64,0,2.39,1.46,1.07,0.65,-0.02,0.53,1.71,1.04,0.77,0.76
 MÉDICO,-0.62,0.35,0.17,0.43,0.45,0,0,2.34,2.18,-0.1,0.95,0.3,0.25,2.21,1.27,0.18,0.5
 DENTISTA,-0.18,2.07,0.69,2.16,0.84,2.49,0,2.52,0.61,2.24,0.38,-0.26,0.84,-0.26,0.5,2.06,1.04
 APARELHO ORTODÔNTICO,       -,       -,0.02,       -,       -,       -,       -,       -,       -,       -,0,       -,0.45,       -,       -,       -,0.05
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.13,       -,       -,2.13
 PSICÓLOGO,1.67,1.19,       -,       -,0.56,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.86
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.26,0.32,0.75,-0.16,0.81,-0.06,0.49,0.91,-0.16,0.14,0.3,-0.49,0.73,0.72,0.79,0.41,0.42
 EXAME DE LABORATÓRIO,-0.45,-0.08,1.58,0.01,1.08,-0.59,-2.61,0.34,0.25,0.02,0,-0.07,1.45,0.1,-0.15,0.81,0.36
 HOSPITALIZAÇÃO E CIRURGIA,-0.26,0.77,0,-0.13,0.59,0,2.2,0.72,-0.87,0,0.25,0.68,0,       -,2.2,0,0.34
 EXAME DE IMAGEM,-0.11,-0.46,1.7,-0.31,1.67,0,0.09,1.49,0.21,0.63,0.62,-1.97,0.68,1.61,0.37,0.76,0.68
 PLANO DE SAÚDE,2.97,2.85,2.94,3.06,3.09,2.73,3.02,3.01,2.87,2.96,3.07,3.01,2.9,3.17,3.16,3.17,2.99
 PLANO DE SAÚDE,2.97,2.85,2.94,3.06,3.09,2.73,3.02,3.01,2.87,2.96,3.07,3.01,2.9,3.17,3.16,3.17,2.99
 CUIDADOS PESSOAIS,-0.01,0.33,1.18,0.37,0.85,1.36,-0.25,0.46,-0.2,0.35,1.63,-0.39,1.03,0.02,-0.01,0.26,0.55
 HIGIENE PESSOAL,-0.01,0.33,1.18,0.37,0.85,1.36,-0.25,0.46,-0.2,0.35,1.63,-0.39,1.03,0.02,-0.01,0.26,0.55
 PRODUTO PARA CABELO,-0.3,1.66,1.97,1.89,1.3,3.29,-0.31,2.97,0.33,0.39,3.24,0.33,2.26,1.37,1.23,2.67,1.29
 FRALDA DESCARTÁVEL,0.02,1.74,1.09,-0.96,0.69,3.51,-0.33,-0.33,0.65,0.47,2.61,2.95,-0.21,2.04,1.04,1.81,0.84
 PRODUTO PARA BARBA,-1.23,-0.4,-0.41,1.13,0.1,2.53,0.03,2.36,-0.99,-2.91,2.15,1.52,-1.78,1.03,-1.05,1.89,-0.13
 PRODUTO PARA PELE,-2.76,-1.91,-0.96,-1.65,-1.22,-1.36,-2.57,-1.48,-1.98,-1.24,-0.69,-1.72,-1.37,-2.77,-2.03,-1.66,-1.52
 PRODUTO PARA HIGIENE BUCAL,0.52,1.88,2.55,0.48,1.88,2.57,1.28,1.83,0.36,1.71,2.92,1.13,0.61,4.02,1.94,0.74,1.68
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-0.06,       -,       -,       -,       -,       -,       -,1.82,       -,       -,0.19
 PERFUME,-1.18,-0.65,-1.28,-1.08,0,-0.16,-1.17,-1.15,-0.48,-0.35,-0.58,-4.09,-0.51,-1.99,-0.92,-2.86,-0.74
 DESODORANTE,-0.06,0.43,1.58,1.98,-0.07,2.31,1.38,0.85,-0.82,-0.89,3.75,0.3,1.64,1.05,0.06,2.62,0.51
 ABSORVENTE HIGIÊNICO,-0.81,-0.43,1.1,2.07,2.1,0.04,1.29,2.11,-1.66,-0.86,4.52,1.34,1.37,1.1,-0.11,1.92,1.1
 SABONETE,4.04,-0.11,3.97,1.78,3.19,2.92,1.71,1.02,0.38,3.7,3.13,3,3.94,2.33,0.83,1.39,2.64
 PAPEL HIGIÊNICO,-1.35,0.07,1.63,0.81,1.31,2.03,-0.42,1.1,0.79,1.14,3.44,1.89,1.9,1.03,3.17,2.33,1.03
 ARTIGOS DE MAQUIAGEM,4.99,4.53,4.81,3.62,3.84,3.15,2.96,3.94,3.27,1.88,3.36,2.9,5.62,4.68,3.18,6.36,3.79
 DESPESAS PESSOAIS,0.44,0.54,0.66,0,0.32,0.93,0.16,0.75,0.81,0.43,0.96,0.65,0.48,0.68,0.35,1.02,0.49
 SERVIÇOS PESSOAIS,0.38,0.59,0.41,-0.2,0.29,0.48,0.49,0.51,0.9,0.62,0.95,0.71,0.52,0.65,0.21,0.87,0.44
 SERVIÇOS PESSOAIS,0.38,0.59,0.41,-0.2,0.29,0.48,0.49,0.51,0.9,0.62,0.95,0.71,0.52,0.65,0.21,0.87,0.44
 COSTUREIRA,       -,       -,       -,-0.11,       -,       -,5.46,       -,       -,       -,       -,       -,       -,2.43,-0.39,2.59,2.8
 MANICURE,-0.59,1.92,0.13,-3.67,0.43,2.56,1.77,1.34,1.98,1.17,2.24,1.67,-0.93,-5.83,1.46,0.07,0.59
 EMPREGADO DOMÉSTICO,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
 CABELEIREIRO E BARBEIRO,0.35,1.03,0.48,-1.8,0.04,-0.26,-0.15,0.39,2.3,0.97,3.29,1.24,1.71,2.92,-0.13,3.09,0.56
 DEPILAÇÃO,       -,       -,-0.99,       -,-1.18,0.62,       -,       -,2.31,-0.01,-1.05,       -,-0.95,       -,       -,-0.94,-0.56
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,0.14,       -,-2.46,       -,       -,       -,       -,-0.09,0.57,-0.3,       -,       -,       -,       -,-1.53
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.23,0.23,       -,       -,       -,       -,0.23,0.32,       -,       -,       -,       -,0.21
 SOBRANCELHA,-1.62,0.82,-0.64,1.97,0,0.85,       -,0,-0.39,3.49,1.26,0.83,3.05,2.08,-1.87,-0.06,0.41
 RECREAÇÃO E FUMO,0.55,0.45,1.05,0.33,0.39,1.77,-0.47,1.12,0.64,0.2,0.96,0.51,0.39,0.74,0.71,1.3,0.57
 RECREAÇÃO,0.66,0.56,1.17,0.38,0.45,1.88,-0.52,1.29,0.7,0.23,1.14,0.57,0.46,0.85,0.81,1.38,0.66
 CLUBE,       -,0,0,       -,0.56,3.13,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.51
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.71,       -,       -,1.96,       -,-1.86,       -,       -,0.2,       -,       -,0.2
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.77,1.26,0.65,0.85,-1.7,-2.72,-1.37,1.4,0.48,2.11,-0.27,0.83,-1.94,0.1,0.31,2.56,-0.44
 BICICLETA,       -,2.54,0.5,4.65,-1.36,3.01,0.42,       -,3.72,-0.37,0.17,-0.97,-0.59,-1.16,-1.21,       -,0.42
 ALIMENTO PARA ANIMAIS,-2.53,0.3,1.36,0.49,-0.46,1.23,-3.87,-0.38,1.97,0.99,2.03,0,1.23,1.86,2.18,-0.91,-0.12
 BRINQUEDO,1.69,2.74,0.95,1.58,-0.03,3.46,-0.24,3.59,0.41,1.65,1.32,-0.11,3.36,2.68,0.17,4.14,1.1
 CASA NOTURNA,2.38,       -,-1.83,       -,3.17,       -,       -,       -,       -,       -,       -,       -,0.46,       -,       -,       -,1.93
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.14,       -,       -,-1.89,       -,       -,0.99
 HOSPEDAGEM,0.23,0.5,2.74,-0.86,-0.46,2.61,3.9,1.03,-1.19,-0.17,-0.28,1.03,1.87,0.95,4.68,2.16,0.47
 PACOTE TURÍSTICO,2.71,-0.68,-0.83,-0.58,1.59,3.2,       -,3.35,4.22,-0.72,4.4,4.08,-3.89,       -,4.89,3.07,1.5
 SERVIÇO DE HIGIENE PARA ANIMAIS,-1.5,-0.77,-0.74,       -,2.31,0.91,       -,-2.18,1.27,1.95,-3.2,2.36,0.68,       -,       -,       -,0.91
" CINEMA, TEATRO E CONCERTOS",2.26,0.8,3.96,0.42,1.55,2.87,1.12,1.65,0.56,-0.5,1.86,-2.6,1.52,1.51,0,3.19,1.51
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.02,0.1,0.18,0.06,0.06,0.04,0.38,-0.11,0.25,0.17,0.09,0.07,0.16,-0.21,-0.15,0.09,0.09
" CURSOS, LEITURA E PAPELARIA",0.02,0.1,0.18,0.06,0.06,0.04,0.38,-0.11,0.25,0.17,0.09,0.07,0.16,-0.21,-0.15,0.09,0.09
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.08,0.47,0.52,0.19,-0.09,1.49,0.79,-1.36,0.7,1.3,0.95,-0.88,0.31,-0.22,-0.53,0.22,0.3
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0.05,0.8,0.16,0.11,0.27,1.65,1.07,-1.36,0.63,1.16,0.95,-1.27,0.37,-0.31,-0.53,0.21,0.36
 LIVRO NÃO DIDÁTICO,0.32,0.7,2.1,0.68,-1.09,1.09,       -,       -,1.09,1.76,       -,       -,0.17,       -,       -,0.39,0.3
 PAPELARIA,1.36,1.39,0.61,0.6,2.28,2.57,1.91,-0.65,-0.01,1.82,-1.45,1.61,1.69,-0.9,-0.94,2.04,1.19
 CADERNO,-0.41,-1.51,-1.36,3.96,3.28,2.66,2.43,-0.63,1.2,-0.45,-1.86,2.84,0.28,0.54,-2.46,1.29,0.65
 ARTIGOS DE PAPELARIA,2,3.3,2.02,-1.71,1.86,2.54,1.39,-0.66,-0.7,3.03,-1.22,0.65,2.29,-2.5,0.29,2.49,1.49
 CURSOS DIVERSOS,-0.11,0.07,0.61,0.26,0.21,-0.88,1.61,0.24,1.39,0.24,0.27,0.91,0.4,-0.95,-0.11,0.48,0.25
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 AUTOESCOLA,       -,       -,1.12,2.04,       -,       -,4.18,       -,0.85,1.15,       -,       -,2.38,-2.16,       -,1.79,1.53
 ATIVIDADES FÍSICAS,-0.23,0.11,0.89,0,0.42,-1.66,0.19,0.35,2.19,0,0.82,1.57,0,0,-0.44,-0.15,0.31
 COMUNICAÇÃO,0,0.17,0.38,0.22,0.11,0.31,-0.45,0.47,0.46,0.27,-0.01,0.22,0.43,-0.06,-0.18,0.13,0.16
 COMUNICAÇÃO,0,0.17,0.38,0.22,0.11,0.31,-0.45,0.47,0.46,0.27,-0.01,0.22,0.43,-0.06,-0.18,0.13,0.16
 COMUNICAÇÃO,0,0.17,0.38,0.22,0.11,0.31,-0.45,0.47,0.46,0.27,-0.01,0.22,0.43,-0.06,-0.18,0.13,0.16
 CORREIO,       -,0.43,0.43,       -,0.43,0.43,       -,       -,       -,0.42,       -,       -,       -,0.43,       -,       -,0.43
 PLANO DE TELEFONIA FIXA,1.99,2.02,1.68,1.55,0,1.55,1.35,1.58,1.57,1.02,0.91,1.47,1.45,1.54,1.43,1.45,1.08
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0.65,0.72,1.5,0.59,0,0.18,0,0,0,0,0.16
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.82,-0.29,0.84,-0.23,-0.18,0.42,-2.39,0.99,-1,-0.41,-0.26,-0.11,1.32,-0.39,-0.98,-0.16,-0.28
 SERVIÇOS DE STREAMING,       -,8.08,8.08,8.08,8.08,8.08,       -,       -,8.08,8.08,       -,8.08,8.08,       -,8.08,8.08,8.08
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
