"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIALÉRGICO E BRONCODILATADOR,-2.76,1.74,2.14,1.55,0.39,1.16,-1.44,3.01,0.3,1.26,-0.33,0,-0.87,0.31,-1.73,0.39,0.39
 GASTROPROTETOR,1,-0.92,0.81,0.9,2.23,       -,0.42,0.95,1.79,0.08,1.8,0.4,-0.83,-1.25,-2.78,0.29,1.02
 VITAMINA E FORTIFICANTE,1.09,-0.21,2.9,1.2,1.19,-0.67,1.36,2.5,0.66,1.37,2.05,-1.44,0.42,1.8,-2.42,2.29,1.09
 HORMONAL,-1.55,1.33,-0.02,0.09,0.48,-1.65,-3.39,1.55,-0.6,-1.4,1.29,-0.34,-2.83,1.07,-0.1,-1.27,-0.1
 PSICOTRÓPICO E ANOREXÍGENO,-0.7,0.4,-0.49,0.41,0.5,0.15,0.98,3.19,-0.17,2.91,1.5,0.38,-2.39,-2.17,2.39,-2.16,0.41
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-3.33,2.05,-2.33,2.99,1.01,0.68,-1.71,2.51,-0.29,-0.04,2.89,0.26,-1.39,-2.51,2.23,-0.89,0.06
 OFTALMOLÓGICO,-0.11,-0.2,0.41,2.21,-2.36,2.67,0.49,-0.5,1.02,       -,2.58,-0.4,-1.09,       -,-0.09,0.62,-0.09
 ANTIDIABÉTICO,-2.41,-0.59,0.05,-1.19,-0.6,3.08,-2.22,-3.49,1.29,0.05,1.09,1.36,-0.14,-2.69,-0.9,-0.44,-0.6
 NEUROLÓGICO,-0.87,-0.77,2.35,-1.13,-0.03,-0.32,0.61,-1.41,0.32,0.49,-1.9,-0.89,-2.19,-1.5,-2.05,0.69,-0.03
 PRODUTOS ÓTICOS,-0.02,3.77,2.84,-0.16,-2.34,2.01,2.91,-1.13,-3,2.54,2.92,2.43,2.85,-1.2,0.68,-1.84,0.12
 ÓCULOS DE GRAU,-0.02,3.77,2.84,-0.16,-2.34,2.01,2.91,-1.13,-3,2.54,2.92,2.43,2.85,-1.2,0.68,-1.84,0.12
 SERVIÇOS DE SAÚDE,-0.35,-0.33,-0.22,-0.3,-0.32,-0.32,-0.38,-0.03,-0.36,-0.33,0.01,-0.32,-0.22,0.66,0.2,-0.11,-0.29
 SERVIÇOS MÉDICOS E DENTÁRIOS,1.07,-0.08,0.44,1.13,0.78,0.79,0,1.88,0.31,0.09,1.46,0.76,0.36,2.16,0.32,1.96,0.63
 MÉDICO,1.33,-0.24,-0.13,0.74,1.87,0.88,0,1.8,-0.5,0.18,2.22,0.92,1.05,2.88,0.48,2.78,0.86
 DENTISTA,1.04,0,0.93,1.9,0.05,0.74,0,2.09,1.28,0,0.92,0.64,-0.29,-0.71,-0.03,0.22,0.46
 APARELHO ORTODÔNTICO,       -,       -,0.71,       -,       -,       -,       -,       -,       -,       -,-0.65,       -,-0.3,       -,       -,       -,0.38
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.89,       -,       -,2.89
 PSICÓLOGO,0,0.43,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.08
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.16,0.53,0.67,0.75,0.63,0.44,0.02,1.17,0.43,0.35,0.44,1.12,0.08,0,0.52,0.27,0.52
 EXAME DE LABORATÓRIO,0.77,-0.48,2.16,1.38,2.52,0.22,0,0.28,0,-0.26,0.1,0.13,0.27,0,0.96,0.39,0.98
 HOSPITALIZAÇÃO E CIRURGIA,0,1.51,0.15,1.22,0.28,0.2,0.04,2.23,0.39,0.54,0.37,0.26,0,       -,0,0,0.38
 EXAME DE IMAGEM,0.4,-0.96,0.58,0,0.66,1.82,0,1.03,0.83,0.48,0.84,2.45,0.01,0,0.6,0.64,0.51
 PLANO DE SAÚDE,-0.71,-0.58,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.65,-0.51,-0.71,-0.71,-0.71,-0.69
 PLANO DE SAÚDE,-0.71,-0.58,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.65,-0.51,-0.71,-0.71,-0.71,-0.69
 CUIDADOS PESSOAIS,1.59,0.24,1.15,1.02,1.73,1.27,1.52,1.94,1.04,1.7,1.89,1.04,1.38,1.35,0.48,0.95,1.38
 HIGIENE PESSOAL,1.59,0.24,1.15,1.02,1.73,1.27,1.52,1.94,1.04,1.7,1.89,1.04,1.38,1.35,0.48,0.95,1.38
 PRODUTO PARA CABELO,0.51,-2.33,1.01,0.41,0.74,-0.82,0.9,0.36,-0.45,1.15,2.32,-0.54,-0.04,1.43,-1.09,-1.25,0.31
 FRALDA DESCARTÁVEL,0.22,-0.93,1.4,0.03,1.27,0.3,-2.93,2.24,-0.21,1.83,2.59,-1.14,-0.82,0,-0.04,1.49,0.66
 PRODUTO PARA BARBA,2.35,-1.85,0.59,2.6,2.01,0.37,1.26,0.3,0.9,-1.45,-2.23,0.49,0.49,1.35,-0.04,-0.09,0.67
 PRODUTO PARA PELE,1.81,2.98,3.54,3.42,3.8,2.04,3.98,4.51,3.75,3.51,3.41,4.9,2.56,3.25,3.89,2.05,3.45
 PRODUTO PARA HIGIENE BUCAL,1.51,2.52,0.44,1.06,-0.41,2.68,0.46,1.9,3.02,-0.08,0.76,-0.19,0.38,2.02,-0.07,-0.97,0.64
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,2.63,       -,       -,       -,       -,       -,       -,-0.53,       -,       -,2.2
 PERFUME,1.6,1.05,1.06,0.84,1.81,0.84,2.15,1.16,0.54,2.65,1.24,0.94,1.49,0.88,0.57,2.65,1.44
 DESODORANTE,2.16,-0.47,0.82,-0.34,1.82,0.57,-0.2,1.91,1.6,1.54,-0.67,0.01,1.52,1.41,1.18,-1.74,1.08
 ABSORVENTE HIGIÊNICO,0.51,0.48,0.9,0.88,1.15,0.48,1.31,2.54,-2.46,-2.54,1.65,1.02,0.33,-1.4,-0.54,0.88,0.5
 SABONETE,2.57,1.1,1.87,1.03,0.8,2.2,1.08,3.8,1.58,1.68,2.29,3.74,2.36,3.2,-0.2,2.07,1.55
 PAPEL HIGIÊNICO,0.71,-0.96,-2.92,0.49,2.62,1.71,-1.11,3.06,1,1.31,1.8,2.11,2.55,-0.03,-2.88,0.64,1.09
 ARTIGOS DE MAQUIAGEM,4.77,2.98,1.51,4.39,5.66,4.81,3.94,6.07,4.04,4.85,7.95,5.63,4.92,3.54,2.43,2.59,4.46
 DESPESAS PESSOAIS,0.95,1.04,0.67,0.4,0.73,0.52,0.91,0.8,0.77,1,0.75,1.12,0.52,0.6,0.59,1.13,0.78
 SERVIÇOS PESSOAIS,0.42,0.78,0.52,0.15,0.34,0.19,0.69,-0.02,0.81,0.58,0.52,0.48,0.18,0.59,0.26,0.65,0.45
 SERVIÇOS PESSOAIS,0.42,0.78,0.52,0.15,0.34,0.19,0.69,-0.02,0.81,0.58,0.52,0.48,0.18,0.59,0.26,0.65,0.45
 COSTUREIRA,       -,       -,       -,1.28,       -,       -,-0.5,       -,       -,       -,       -,       -,       -,-0.42,2.81,2.47,0.65
 MANICURE,-0.01,3.54,1.5,0.51,-3.38,0.46,-0.17,-3.1,3.95,0.7,1.48,1.86,-1.97,3.88,3,2.7,-0.37
 EMPREGADO DOMÉSTICO,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
 CABELEIREIRO E BARBEIRO,1.75,1.9,0.7,-0.13,2.72,0.06,3.06,-0.25,2.05,0.43,1.03,0.65,1.37,0.73,-1.25,1.52,1.61
 DEPILAÇÃO,       -,       -,2.96,       -,-1.18,0.13,       -,       -,2.62,1.67,-2.27,       -,1,       -,       -,1.33,0.43
 CARTÓRIO,       -,11.57,       -,       -,       -,       -,       -,       -,       -,12.28,10.25,       -,0.23,7.25,9.47,       -,10.51
 DESPACHANTE,       -,       -,2.85,       -,2.11,       -,       -,       -,       -,2.02,4.06,3.58,       -,       -,       -,       -,2.32
 SERVIÇO BANCÁRIO,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.23,0.23,       -,       -,       -,       -,0.23,0.31,       -,       -,       -,       -,0.21
 SOBRANCELHA,-0.73,-0.2,2.22,0.59,0.96,1.83,       -,3.74,3.33,2.05,-1.94,3.54,-1.9,0.12,-1.82,-1.71,1.1
 RECREAÇÃO E FUMO,1.89,1.45,0.92,0.81,1.37,1.16,1.33,2.1,0.69,1.53,1.03,2.49,1.17,0.62,1.4,2.03,1.34
 RECREAÇÃO,2.28,1.69,1.03,0.94,1.61,1.24,1.48,2.44,0.76,1.75,1.22,2.79,1.37,0.72,1.61,2.15,1.55
 CLUBE,       -,-1.05,-0.01,       -,1.28,2.71,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.72
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,2.91,       -,       -,-0.82,       -,-2.83,       -,       -,-0.87,       -,       -,-0.87
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.28,2.69,0.93,0.17,0.09,4.62,0.22,1.34,0.22,0.08,1.75,1.25,1.04,-0.82,2.64,2.13,0.84
 BICICLETA,       -,1.29,-0.52,2.13,0.3,0.94,1.04,       -,0.64,3.81,3.68,0.16,-0.18,-0.44,1.24,       -,1.04
 ALIMENTO PARA ANIMAIS,2.55,0.09,0.61,0.6,1.86,3.69,-0.26,2.67,2.55,-1.97,1.61,3.32,3.61,1.13,1.11,0.54,1.28
 BRINQUEDO,2.26,4.87,3.12,1.68,4.92,2.55,4.45,4.95,2.27,3.24,2.59,3.64,1.34,3.7,5.6,2.66,3.71
 CASA NOTURNA,-3.77,       -,1.91,       -,-0.38,       -,       -,       -,       -,       -,       -,       -,1.37,       -,       -,       -,-0.63
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.22,       -,       -,1.01,       -,       -,1.21
 HOSPEDAGEM,6.73,2.38,-0.06,6.04,1.25,-3.05,5.29,9.69,1.58,2.79,0.4,9.52,0.46,-0.15,3.33,9.7,2.01
 PACOTE TURÍSTICO,-0.24,2.49,1.4,0.89,3.14,5.69,       -,1.73,2.65,4.03,3.2,0.52,3.27,       -,4.27,3.27,2.72
 SERVIÇO DE HIGIENE PARA ANIMAIS,4.58,0.15,0.37,       -,-0.61,1.72,       -,4.25,3.41,-2.17,0.98,1.5,-1.71,       -,       -,       -,0.11
" CINEMA, TEATRO E CONCERTOS",3.71,3.24,3.58,-2.28,1.55,0.01,3.83,1.56,-1.63,3.3,0,2.32,1.73,1.9,1.76,3.08,1.9
 FUMO,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
 CIGARRO,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
 EDUCAÇÃO,0.71,0.32,0.26,0.19,0.25,0.11,-0.2,0.13,0.27,0.05,0,0.12,0.29,-0.21,0.61,0.42,0.25
" CURSOS, LEITURA E PAPELARIA",0.71,0.32,0.26,0.19,0.25,0.11,-0.2,0.13,0.27,0.05,0,0.12,0.29,-0.21,0.61,0.42,0.25
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,4.82,0.96,0.82,1.06,1.06,-0.74,0.07,1.39,0.69,0.26,-0.36,1.55,2.75,1.04,3.44,2.57,1.23
 JORNAL DIÁRIO,19.42,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,6.35
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,1.16,2.33,1.22,1.27,1.17,-0.28,0.09,1.39,0.33,0.15,-0.36,2.27,2.88,1.45,3.44,2.74,1.02
 LIVRO NÃO DIDÁTICO,0.15,0.9,-0.91,-0.34,1.86,-1.98,       -,       -,2.74,0.63,       -,       -,2.48,       -,       -,0.73,0.8
 PAPELARIA,-0.64,2.52,0.94,0.72,-1.53,-1.14,-1.38,0.42,1.6,-0.6,-0.84,0.41,2.07,-2.43,-0.16,-1.16,-0.14
 CADERNO,0.48,0.5,3.97,3.48,1.58,3.38,-1.6,-0.81,3.71,-0.81,2.25,2.15,1.29,-2.89,1.67,0.59,1.39
 ARTIGOS DE PAPELARIA,-1.06,3.82,-1.16,-1.32,-2.76,-2.2,-1.16,1.35,0.37,-0.48,-2.52,-0.91,2.42,-1.92,-1.67,-2.25,-0.99
 CURSOS DIVERSOS,1.7,1,0.75,0.54,1.53,1.19,-0.84,0,1.17,0.31,0.5,-0.05,-0.26,-0.52,0.61,1.04,1.07
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.66,       -,0.66
 AUTOESCOLA,       -,       -,2.79,-0.14,       -,       -,-1.58,       -,-0.17,0.31,       -,       -,1.44,0.43,       -,1.61,0.84
 ATIVIDADES FÍSICAS,3.64,1.52,0.59,1.27,3.04,2.24,-1.01,0,2.15,0.58,1.54,-0.08,-1.13,-1.22,1.93,1.11,2.06
 COMUNICAÇÃO,1.08,1.15,0.99,0.73,1.43,0.63,1.31,0.66,0.37,0.76,0.66,0.84,0.65,0.85,-0.08,0.88,1.05
 COMUNICAÇÃO,1.08,1.15,0.99,0.73,1.43,0.63,1.31,0.66,0.37,0.76,0.66,0.84,0.65,0.85,-0.08,0.88,1.05
 COMUNICAÇÃO,1.08,1.15,0.99,0.73,1.43,0.63,1.31,0.66,0.37,0.76,0.66,0.84,0.65,0.85,-0.08,0.88,1.05
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0.87,0.87,0.72,0.64,0.87,0.8,0.52,0.26,0.52,0.47,0.96,0.52,0.87,0,1.54,0,0.76
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.64,0.99,1.12,0.43,-1.47,-2.18,2.25,0.54,-1.26,-0.7,-1.27,0.35,-0.76,1.63,-1.98,1.89,-0.24
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",2.38,2.38,2.38,2.38,4.07,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,3.03
