"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIALÉRGICO E BRONCODILATADOR,2.49,3.38,2.3,3.5,3.84,4.67,4.26,2.38,0.45,0.88,4.95,1.32,5.51,5.8,1.46,3.59,3.07
 GASTROPROTETOR,3.18,1.84,3.01,1.79,2.04,       -,1.92,5.22,1.73,0.73,0.67,1.29,1.59,3.29,0.51,2.14,2.1
 VITAMINA E FORTIFICANTE,3.18,1.17,2.57,-0.21,5.29,1.44,2.09,2.17,0.8,1.12,2.11,2.73,1.99,3.14,-0.84,1.61,2.57
 HORMONAL,2.88,3.87,3.1,3.52,-0.27,2.48,4.02,5.61,1.72,4.46,4.72,2.33,1.99,4.78,3.31,2.31,2.24
 PSICOTRÓPICO E ANOREXÍGENO,4.6,3.16,2.59,1.5,3.6,-0.14,3.31,0.55,3.67,1.58,2.96,0.69,1.34,1.18,0.17,1.78,2.87
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,5.71,2.45,0.42,1.69,2.71,2.51,5.53,0.18,1.21,1.39,4.87,1.63,1.89,1.57,2.38,1.2,2.63
 OFTALMOLÓGICO,4.85,1.25,2.86,2.33,4.33,3.16,3.65,1.13,1.81,       -,0.27,1.31,1.61,       -,1.75,1.7,3.02
 ANTIDIABÉTICO,2.42,-1.62,3.78,2.47,2.14,4.57,4.71,1.25,3.62,-2.93,3.01,0.84,3.71,5.18,3.65,2.56,2.13
 NEUROLÓGICO,4.16,2.08,2.89,1.88,0.06,5.36,1.8,-0.21,1.01,-0.12,-0.78,2.57,2.85,-2.04,1.52,2.01,1.61
 PRODUTOS ÓTICOS,0.91,2.56,4.24,-0.31,1.33,1.84,-0.1,0.62,-3,-3.27,-0.43,0.08,0.61,3.74,-3.76,1.14,0.63
 ÓCULOS DE GRAU,0.91,2.56,4.24,-0.31,1.33,1.84,-0.1,0.62,-3,-3.27,-0.43,0.08,0.61,3.74,-3.76,1.14,0.63
 SERVIÇOS DE SAÚDE,-0.35,-0.07,-0.02,-0.51,-0.31,-0.16,-0.38,-0.09,-0.3,-0.19,-0.1,-0.44,0.06,0.65,1.1,-0.37,-0.23
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.88,0.96,0.8,0.11,0.75,1.44,-0.01,1.17,0.82,0.59,1.23,0.34,1.23,1.09,1.77,0.41,0.81
 MÉDICO,1.17,0.59,0.12,0.8,1.55,0.35,0,1.49,1.06,0.24,1.28,0,0.75,0.39,2.26,0.55,0.91
 DENTISTA,0.77,1.21,1.44,-1.27,-0.02,2.02,-0.03,0.4,0.54,0.94,1.16,0.59,1.87,3.62,0.69,0.08,0.65
 APARELHO ORTODÔNTICO,       -,       -,0.94,       -,       -,       -,       -,       -,       -,       -,1.23,       -,0.41,       -,       -,       -,0.96
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.48,       -,       -,1.48
 PSICÓLOGO,0,1.61,       -,       -,1.45,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.23
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.33,0.73,1.4,0.09,0.63,0.76,-0.01,1.51,-0.18,0.05,-0.01,0.03,0.39,2.69,1.16,0.57,0.61
 EXAME DE LABORATÓRIO,0.95,0.82,0.91,-0.33,0.01,0.13,0,0.68,0.04,0.11,0.43,0.78,1.61,2.68,2.45,0.76,0.53
 HOSPITALIZAÇÃO E CIRURGIA,0,0.72,2.01,0,0.69,0.99,0,3.17,0,0.15,0,0,0,       -,0,0.53,0.69
 EXAME DE IMAGEM,1.43,0.7,0.45,0.47,0.85,0,-0.03,0.92,-0.56,-0.29,-0.35,-0.22,-0.04,2.71,1.07,0.47,0.45
 PLANO DE SAÚDE,-0.71,-0.59,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.66,-0.51,-0.71,-0.71,-0.71,-0.69
 PLANO DE SAÚDE,-0.71,-0.59,-0.66,-0.71,-0.71,-0.7,-0.71,-0.71,-0.7,-0.71,-0.71,-0.66,-0.51,-0.71,-0.71,-0.71,-0.69
 CUIDADOS PESSOAIS,1.35,1.06,1.63,1.03,1.42,1.89,1.77,1.25,1.58,1.4,1.59,2.33,0.9,0.93,1.64,0.45,1.43
 HIGIENE PESSOAL,1.35,1.06,1.63,1.03,1.42,1.89,1.77,1.25,1.58,1.4,1.59,2.33,0.9,0.93,1.64,0.45,1.43
 PRODUTO PARA CABELO,0.29,3.35,0.76,1.33,1.76,2.19,3.19,0.66,2.46,2.48,2.3,1.44,1.4,1.36,1.57,2.11,1.81
 FRALDA DESCARTÁVEL,0.72,0.15,0.33,-0.3,1.43,2.38,1.47,0.44,2.37,-2.19,-2.3,0.5,1.08,0.39,-2.56,-1.65,0.39
 PRODUTO PARA BARBA,1.29,-1.82,0.31,-1.74,0.76,3.7,-2.1,-0.18,1.59,1.05,1.25,-2.89,1.6,-0.11,3.7,-0.93,0.29
 PRODUTO PARA PELE,5,2.36,4.06,2.16,5.08,5.37,5.01,3.37,3.79,5.79,5.34,5.74,4.98,6.31,7.76,4.51,4.59
 PRODUTO PARA HIGIENE BUCAL,1.18,2.83,2.11,-0.47,1.81,2.27,0.92,2.75,2.34,-0.47,1.97,1.26,1.78,1.16,2.41,3.06,1.66
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,0.98,       -,       -,       -,       -,       -,       -,0.85,       -,       -,0.96
 PERFUME,1.33,-1.56,-1.01,0.38,-0.83,-0.46,0.37,0.73,0.7,-0.31,0.98,4.45,-1.34,0.16,0.1,-1.94,-0.12
 DESODORANTE,1.29,1.43,2.57,1.49,0.68,-0.09,2.88,1.09,1.69,3.51,-1.05,0.79,2,-1.35,2.23,1.39,1.4
 ABSORVENTE HIGIÊNICO,0.47,2.9,3.1,1.4,3.74,3.16,1.39,0.16,0.78,3.43,1.22,-0.23,0.89,1.21,2.21,1.35,2.51
 SABONETE,1.36,0.01,4.19,4.76,2.83,1.82,2.7,2.7,-0.33,-0.71,4.06,1.79,1.76,1.55,3.31,1.86,2.17
 PAPEL HIGIÊNICO,0.71,3.11,3.65,-0.85,-0.07,3.18,0.96,0.69,-0.21,2.64,0.27,1.88,-0.15,-0.84,2.77,-1.34,1.04
 ARTIGOS DE MAQUIAGEM,1.68,1.58,1.73,2.22,3.22,2.04,4.29,2.91,3.78,2.8,2.51,2.99,1.2,1.6,2.68,0.66,2.64
 DESPESAS PESSOAIS,0.33,0.36,0.7,0.43,0.51,0.54,0.8,0.43,0.86,0.21,0.96,0.38,0.36,0.88,0.54,0.48,0.52
 SERVIÇOS PESSOAIS,0.67,0.27,0.38,0.65,0.75,0.37,0.71,0.51,0.85,0.37,0.55,0.24,0.72,0.92,0.45,0.6,0.59
 SERVIÇOS PESSOAIS,0.67,0.27,0.38,0.65,0.75,0.37,0.71,0.51,0.85,0.37,0.55,0.24,0.72,0.92,0.45,0.6,0.59
 COSTUREIRA,       -,       -,       -,-3.33,       -,       -,2.33,       -,       -,       -,       -,       -,       -,3.91,0.69,1.28,0.4
 MANICURE,-1.77,2.3,0,5.62,-0.16,0,1.98,0,2.3,2.08,0.23,-0.43,1.44,-0.93,-0.43,2.27,0.48
 EMPREGADO DOMÉSTICO,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
 CABELEIREIRO E BARBEIRO,2.44,-1.05,0.19,0.51,1.89,0.13,1.08,1.02,1.94,-0.33,1.24,-0.27,1.54,2.61,0.55,0.07,1.04
 DEPILAÇÃO,       -,       -,3.7,       -,1.24,-1.03,       -,       -,0.69,1.74,0.24,       -,3.51,       -,       -,1.76,1.6
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,-0.95,       -,5.79,       -,       -,       -,       -,-0.54,-0.02,0.54,       -,       -,       -,       -,3.34
 SERVIÇO BANCÁRIO,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.23,0.23,       -,       -,       -,       -,0.23,0.32,       -,       -,       -,       -,0.21
 SOBRANCELHA,1.81,0.66,0,-2.21,-0.84,0.3,       -,-0.84,1.62,-0.78,0.73,-0.2,-1.15,4.55,2.41,1.89,-0.05
 RECREAÇÃO E FUMO,-0.26,0.5,1.2,0.08,0.12,0.86,0.98,0.31,0.87,0.01,1.47,0.68,-0.33,0.8,0.77,0.26,0.4
 RECREAÇÃO,-0.32,0.62,1.34,0.1,0.14,0.91,1.09,0.36,0.95,0.01,1.75,0.76,-0.38,0.92,0.88,0.27,0.46
 CLUBE,       -,0.75,3.4,       -,0.29,0.77,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.04
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-1.87,       -,       -,0.61,       -,-0.3,       -,       -,-0.37,       -,       -,-0.37
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.7,-0.73,-0.17,-2.58,-0.21,1.05,1.46,0.51,0.33,-0.18,0.09,-0.08,-0.58,3.01,0.36,-1.12,-0.06
 BICICLETA,       -,2.14,3.13,-2.14,2.77,0.2,2.05,       -,3.06,1.3,2.06,-0.83,0.31,0.81,3.57,       -,2.05
 ALIMENTO PARA ANIMAIS,-0.89,-0.94,1.07,-0.46,1.1,-0.94,0.37,1.59,2.96,-2.04,2.87,-1,-0.6,0.46,1.18,4.17,0.39
 BRINQUEDO,1.03,-0.18,0.34,0.27,3.5,-1.96,-2.64,3.86,-0.88,-2.21,-1.45,-2.59,0.22,0.81,1.88,0.78,0.81
 CASA NOTURNA,1.44,       -,-1.12,       -,-2.3,       -,       -,       -,       -,       -,       -,       -,-0.38,       -,       -,       -,-1.24
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.75,       -,       -,2.68,       -,       -,1.79
 HOSPEDAGEM,-1.73,3.38,2.76,0.06,2.26,1.99,-0.05,-0.89,0.25,2.54,3.96,1.49,-0.74,1.39,-1.46,1.84,1.87
 PACOTE TURÍSTICO,0.43,-2.52,-0.92,1.13,-1.95,2.24,       -,-2.94,3.53,-2.68,4.41,0.48,-1.94,       -,2.57,3.88,-0.88
 SERVIÇO DE HIGIENE PARA ANIMAIS,-1.15,1.95,3.2,       -,1.27,0.46,       -,3.05,1.38,-1.28,2.76,1.99,-1.52,       -,       -,       -,1.15
" CINEMA, TEATRO E CONCERTOS",-0.57,0.91,3.37,1.4,-1.25,1.23,4.64,2.8,1.9,1.79,-0.27,3.97,0.56,0.55,1.59,-1.81,0.55
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.04,0.08,0.16,0.03,0,0.12,0.15,0.02,0.15,-0.06,0.02,0.06,0.01,0.38,0.07,0.1,0.04
" CURSOS, LEITURA E PAPELARIA",0.04,0.08,0.16,0.03,0,0.12,0.15,0.02,0.15,-0.06,0.02,0.06,0.01,0.38,0.07,0.1,0.04
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.2,0.05,-0.02,0.15,-0.15,0.44,0,0,0.1,-0.1,0,0,-0.16,-0.73,0,0.09,0.01
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,-2.52,       -,       -,       -,       -,       -,       -,       -,       -,-2.52,       -,       -,-2.52
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,1.31,0.15,-0.12,1.13,1.79,1.56,       -,       -,0.61,-0.44,       -,       -,-0.51,       -,       -,1.09,0.95
 PAPELARIA,1.3,2.31,2.34,-0.13,0.27,0.51,0.16,0.36,1.05,-0.68,2.12,1.28,-1.95,3.09,0.8,0.17,0.88
 CADERNO,3.21,3.94,1.92,-2.27,1.47,3.81,-0.68,0.17,0.76,-0.16,1.97,0.78,-2.91,3.52,1.52,-0.6,1.26
 ARTIGOS DE PAPELARIA,0.62,1.26,2.64,1.4,-0.22,-0.31,1.01,0.51,1.22,-0.95,2.2,1.68,-1.54,2.61,0.23,0.64,0.66
 CURSOS DIVERSOS,0,0,0.49,0.15,0.02,0.39,1.15,0.22,0.9,-0.23,-0.35,0.27,0.58,1.32,0.26,1.23,0.17
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.13,       -,0.13
 AUTOESCOLA,       -,       -,-0.02,0,       -,       -,2.82,       -,-0.03,-0.77,       -,       -,5.94,1.6,       -,1.93,0.42
 ATIVIDADES FÍSICAS,0.01,0,1.07,0.37,0.05,0.74,0.47,0.31,1.59,-0.19,-1.04,0.46,-0.86,1.1,0.96,1.31,0.29
 COMUNICAÇÃO,0.64,0.5,1.26,1.1,0.45,0.44,1.42,1.3,0.96,0.9,0.46,1.19,0.32,0.55,1.79,-0.17,0.72
 COMUNICAÇÃO,0.64,0.5,1.26,1.1,0.45,0.44,1.42,1.3,0.96,0.9,0.46,1.19,0.32,0.55,1.79,-0.17,0.72
 COMUNICAÇÃO,0.64,0.5,1.26,1.1,0.45,0.44,1.42,1.3,0.96,0.9,0.46,1.19,0.32,0.55,1.79,-0.17,0.72
 CORREIO,       -,5.51,5.5,       -,5.5,5.5,       -,       -,       -,5.52,       -,       -,       -,5.5,       -,       -,5.5
 PLANO DE TELEFONIA FIXA,0.02,0.08,-0.01,0,0,0.01,0.82,0,-0.01,-0.02,-0.02,-0.01,0.01,0.01,0,-0.01,0.02
 PLANO DE TELEFONIA MÓVEL,0,0,2.09,2.84,0,0,2.11,2.58,2.39,2.11,0,2.21,0,0,3.43,0,0.82
 TV POR ASSINATURA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.02,-0.75,0.37,-0.44,-0.8,-0.96,1.2,0.77,-1.5,-0.86,-0.42,-0.82,-0.43,-0.76,1.59,-2.15,-0.39
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.91,0.91,0.91,0.91,0.61,0.91,0.73,0.91,0.91,0.91,0.91,0.73,0.91,0.91,0.73,0.91,0.79
