"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.08,0.5,-0.81,-0.51,0.86,-0.06,0.29,1.62,-0.77,2.44,0.46,-0.79,0.16,2.65,0.95,-1.93,0.39
 ANTIGRIPAL E ANTITUSSÍGENO,-0.29,-2.83,0.85,-0.1,1.63,-2.73,0.42,-0.2,-0.96,-0.07,0.96,-0.74,-0.77,0.37,-0.45,-1.14,0.17
 DERMATOLÓGICO,0.82,1.12,0.01,0.58,-0.06,0.54,       -,-0.87,-0.79,-0.93,       -,-0.15,-1.32,-1.04,-0.63,-1.72,-0.01
 ANTIALÉRGICO E BRONCODILATADOR,-1.63,0.99,0.56,2.08,-2.77,1.91,1.48,0.93,-0.72,-2.65,-1.22,-0.58,-0.77,-1.43,-1.86,-2.09,-1.07
 GASTROPROTETOR,-0.49,-1.29,-0.18,2,-0.1,       -,0.52,0.58,0.25,0.22,1.61,-0.34,-1.09,-0.32,-0.77,-1.1,0.04
 VITAMINA E FORTIFICANTE,1.75,-0.21,1.58,0.84,-0.16,2.09,1.67,0.92,-0.87,0.65,-1.16,-0.13,0.16,1.15,0.18,-1.1,0.4
 HORMONAL,-1.08,-1.09,-1.95,1.21,-1.29,0.53,-0.37,-0.68,2.12,-1.09,1.56,-1.6,-0.71,-0.09,1.12,-2.95,-0.8
 PSICOTRÓPICO E ANOREXÍGENO,0.34,0.87,0.04,1.9,-0.74,1.19,0.31,0.87,-0.76,2.96,-0.52,1.21,-1.24,0.82,1.81,-2.37,0.22
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.1,0.19,-0.11,1.76,-0.11,0.68,-2.42,0.55,0.41,-0.87,0.03,0.83,-1.72,-0.21,1.52,-1.45,0.01
 OFTALMOLÓGICO,-1.52,-0.74,0.1,2.73,1.49,-1.49,-0.74,-2.08,0.52,       -,1.09,0.42,-1.64,       -,1.08,1.53,0.26
 ANTIDIABÉTICO,2.99,2.37,2.19,2.91,-0.55,-0.87,-0.5,-0.15,-0.57,-0.94,1.51,-1.77,0.72,1.04,-2.85,-2.84,0.67
 NEUROLÓGICO,1.32,2.53,1.82,2.24,-3.17,-3.4,0.53,-1.2,-0.69,-0.46,0.23,-0.22,-1.17,0.81,0.28,-2.42,-0.27
 PRODUTOS ÓTICOS,0.61,-1.27,-1.67,1.81,2.05,0.08,0.3,-1.68,2.68,0.25,-0.49,-2.11,-0.84,3.1,-1.68,2.67,0.61
 ÓCULOS DE GRAU,0.61,-1.27,-1.67,1.81,2.05,0.08,0.3,-1.68,2.68,0.25,-0.49,-2.11,-0.84,3.1,-1.68,2.67,0.61
 SERVIÇOS DE SAÚDE,1.29,1.47,1.07,1.21,0.95,1.43,0.81,0.87,1.24,1.2,0.86,1.19,0.92,0.56,1.09,1.12,1.11
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.71,1.83,0.3,0.58,0.12,0.64,0,-0.74,0.54,1.08,-0.04,0.81,0.69,0.08,1.33,1.08,0.52
 MÉDICO,0,0,0.62,0.08,0,0.51,0,0,0.58,0.96,-0.26,-1,0.64,0.4,1.35,1.16,0.26
 DENTISTA,1.65,3.27,0.04,1.6,0.11,0.7,0,-2.51,0.48,1.19,0.18,2.12,0.78,-0.34,1.28,0.9,0.74
 APARELHO ORTODÔNTICO,       -,       -,0.1,       -,       -,       -,       -,       -,       -,       -,0.31,       -,0.36,       -,       -,       -,0.16
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.1,       -,       -,-2.1
 PSICÓLOGO,-0.56,3.86,       -,       -,0.8,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.15
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.62,1.24,0.7,1.03,-0.34,-0.01,0.25,0.1,0.18,0.09,0.46,0,0.06,0.29,0.74,0.42,0.26
 EXAME DE LABORATÓRIO,0.58,-0.25,0.76,2.14,-0.26,0.75,-0.68,0.14,0.88,0.51,1.67,0,0.22,0,0.36,0.39,0.4
 HOSPITALIZAÇÃO E CIRURGIA,0.66,1.81,0.87,0,-0.37,0,0.15,0.2,-0.24,-0.33,0,0,0,       -,0,0.51,0.19
 EXAME DE IMAGEM,0.4,1.02,0.28,0.68,-0.27,-0.54,1.19,0,0,0.81,0.75,0,0,0.7,1.81,0.31,0.33
 PLANO DE SAÚDE,1.51,1.39,1.45,1.36,1.33,1.88,1.42,1.44,1.63,1.51,1.36,1.36,1.15,1.21,1.21,1.21,1.43
 PLANO DE SAÚDE,1.51,1.39,1.45,1.36,1.33,1.88,1.42,1.44,1.63,1.51,1.36,1.36,1.15,1.21,1.21,1.21,1.43
 CUIDADOS PESSOAIS,2.1,1.56,1.75,2.99,2.02,3.45,3.54,1.32,3.09,2.63,2.5,1.96,1.98,2.4,2.73,2.54,2.28
 HIGIENE PESSOAL,2.1,1.56,1.75,2.99,2.02,3.45,3.54,1.32,3.09,2.63,2.5,1.96,1.98,2.4,2.73,2.54,2.28
 PRODUTO PARA CABELO,-0.91,0.11,-0.61,0.6,0.98,2.75,0.06,0.77,1.63,1.86,0.08,1.75,0.59,-1.93,0.25,1.11,0.62
 FRALDA DESCARTÁVEL,1.64,-0.76,0.55,1.05,2.43,2.77,0.31,-0.13,2.84,1.17,1.38,1.74,0.69,-1.31,2.65,1.65,1.4
 PRODUTO PARA BARBA,-0.76,1.58,2.22,2.16,0.98,0.93,2.04,-0.37,1.11,-0.91,-1.14,-0.54,-0.63,0.16,1.32,-0.82,0.88
 PRODUTO PARA PELE,1,0.81,1.53,0.61,0.95,0.99,0.68,0.61,1.35,1.05,0.82,0.66,1.13,2.76,3.9,1.12,1.08
 PRODUTO PARA HIGIENE BUCAL,1.15,-0.7,0.63,1.01,-0.42,0.7,2.43,-0.68,2.04,0.36,-0.51,0.33,-1.32,0.65,0.45,1.23,0.26
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,0.69,       -,       -,       -,       -,       -,       -,2.23,       -,       -,0.9
 PERFUME,5.89,4.89,4.95,6.03,5.32,9.36,6.69,2.8,5.99,7.62,7.44,6.16,5.38,4.98,4.37,5.36,5.71
 DESODORANTE,1.5,1.32,1.07,1.91,0.45,-0.69,0.69,-1.29,0.35,0.39,-0.02,-1.73,2.53,1.86,2.96,0.82,0.7
 ABSORVENTE HIGIÊNICO,0.75,1.85,1.59,1.29,0.66,0.85,2.82,0.99,1.69,1.67,0.55,1.27,2.08,1.65,2.46,-0.07,1.22
 SABONETE,3.28,-0.07,1.91,1.73,1.22,1.78,1,1.7,1.47,-0.12,0.61,-0.32,1.05,1.64,0.84,1.87,1.3
 PAPEL HIGIÊNICO,0.2,1.14,1.32,3.79,2.29,0.84,-1.95,2.19,4.38,2.35,-0.45,0.88,-1.84,0.86,-0.41,1.84,1.72
 ARTIGOS DE MAQUIAGEM,2.42,4.52,3.04,2.32,3.03,4.18,8.59,2.1,4.92,5.86,3.06,6,2.3,4.42,1.69,2.95,3.9
 DESPESAS PESSOAIS,0.33,0.75,0.6,-0.05,0.73,0.21,0.72,0.51,0.37,0.59,0.68,0.44,0.21,0.29,0.45,0.58,0.57
 SERVIÇOS PESSOAIS,0.37,0.29,0.6,0.21,0.59,0.4,0.91,0.52,0.49,0.28,0.99,0.75,0.57,0.59,0.45,0.72,0.52
 SERVIÇOS PESSOAIS,0.37,0.29,0.6,0.21,0.59,0.4,0.91,0.52,0.49,0.28,0.99,0.75,0.57,0.59,0.45,0.72,0.52
 COSTUREIRA,       -,       -,       -,2.21,       -,       -,2.86,       -,       -,       -,       -,       -,       -,-0.47,-0.46,0.92,2.01
 MANICURE,-1.12,0.18,0,-3.1,2.41,0,1,-1.61,-0.55,0.41,2.63,0.11,0.14,-1.12,0,0.36,0.72
 EMPREGADO DOMÉSTICO,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
 CABELEIREIRO E BARBEIRO,0.16,-1.12,0.86,-0.51,-0.48,-0.6,1.46,0.91,0.71,-0.85,2,1.74,0.21,0.98,-0.26,1.21,0.02
 DEPILAÇÃO,       -,       -,0.32,       -,1.31,-0.44,       -,       -,-0.8,1.18,-0.05,       -,0.78,       -,       -,0.57,0.7
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,1.83,       -,1.86,       -,       -,       -,       -,-1.93,-0.58,-0.38,       -,       -,       -,       -,1.11
 SERVIÇO BANCÁRIO,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
 CONSELHO DE CLASSE,       -,0.12,       -,       -,0.23,0.23,       -,       -,       -,       -,0.23,0.31,       -,       -,       -,       -,0.21
 SOBRANCELHA,0.35,0.67,0,1.53,-0.1,-0.91,       -,0,-1.17,1.88,1.71,0.81,1.21,1.49,-2.1,0,0.28
 RECREAÇÃO E FUMO,0.28,1.44,0.6,-0.47,0.95,-0.14,0.35,0.5,0.14,0.98,0.3,-0.24,-0.47,-0.3,0.47,0.34,0.66
 RECREAÇÃO,0.33,1.77,0.68,-0.56,1.1,-0.15,0.39,0.49,0.15,1.12,0.35,-0.27,-0.56,-0.35,0.54,0.36,0.76
 CLUBE,       -,0,0.29,       -,-0.32,-0.02,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.12
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,2.74,       -,       -,0.63,       -,2.82,       -,       -,2.07,       -,       -,2.07
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.96,1.52,-0.81,-1.67,-1.72,0.14,1.09,0.39,0.38,0.03,0.71,-2.58,-2.75,-0.76,-0.78,2.15,-0.64
 BICICLETA,       -,3.5,-1.31,0.1,-0.55,-1.02,0.1,       -,0.9,0.44,0.11,-1.91,0.85,-1.17,3.81,       -,0.1
 ALIMENTO PARA ANIMAIS,-0.63,2.5,0.93,-0.31,-0.6,-0.32,0.71,1.54,0.49,3.04,-0.44,-0.1,-1.58,-0.74,1.42,0.54,0.32
 BRINQUEDO,1.55,0.03,-0.1,-3.55,-0.7,-0.41,2.05,0.28,1.37,2.79,0.23,0.81,-2.38,0.07,-1.81,0.79,0.07
 CASA NOTURNA,1.95,       -,-1.48,       -,0.18,       -,       -,       -,       -,       -,       -,       -,-0.56,       -,       -,       -,0.2
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.35,       -,       -,-0.35,       -,       -,0.32
 HOSPEDAGEM,-2.24,2.12,1.94,1.66,1.75,-3.43,1.14,0.82,-1.44,1.63,2.22,0.07,1.57,-1.86,-0.95,-0.8,0.87
 PACOTE TURÍSTICO,3.46,3.06,-0.23,3.68,3.14,2.66,       -,0.79,-0.89,2.16,0.6,1.97,-2.75,       -,3.42,-2.63,2.32
 SERVIÇO DE HIGIENE PARA ANIMAIS,1.15,0.1,-0.42,       -,1.44,1.81,       -,0.18,0.19,0.62,-0.2,-0.73,3.41,       -,       -,       -,0.85
" CINEMA, TEATRO E CONCERTOS",0.37,3.83,2.31,-4.27,2.81,1.04,-0.44,0.11,1.47,-1.29,-2.49,-1.89,1.32,1.29,1.3,1.31,1.29
 FUMO,0,0,0,0.05,0,0,0,0.54,0.05,0,0,0,0,0,0.05,0,0.02
 CIGARRO,0,0,0,0.05,0,0,0,0.54,0.05,0,0,0,0,0,0.05,0,0.02
 EDUCAÇÃO,0.06,0.45,0.18,0.06,0.18,0,0.25,0,0.67,0.07,0.04,0.01,0.05,0.12,0.05,0.07,0.18
" CURSOS, LEITURA E PAPELARIA",0.06,0.45,0.18,0.06,0.18,0,0.25,0,0.67,0.07,0.04,0.01,0.05,0.12,0.05,0.07,0.18
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.42,1.06,0.58,0.24,0.63,0.75,0,0,0.61,0.66,0,0,0.03,0,0,0.31,0.53
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,2.68,3.04,3.03,1.71,2.88,2.6,       -,       -,3.74,2.86,       -,       -,0.08,       -,       -,3.74,2.84
 PAPELARIA,2.01,0.49,1.42,1.33,-0.49,1.5,-1.26,-0.1,-1,0.93,1.04,2.66,1.49,0.05,0.22,1.83,0.42
 CADERNO,-1.7,-0.53,1.04,2.44,1.4,0.73,-0.63,-1.37,-0.07,-0.19,0.69,2.19,1.07,1.76,-0.03,0.62,0.4
 ARTIGOS DE PAPELARIA,3.33,1.11,1.71,0.51,-1.24,1.71,-1.9,0.87,-1.55,1.5,1.24,3.02,1.66,-1.92,0.43,2.57,0.43
 CURSOS DIVERSOS,-0.1,2.38,0.41,0,1.04,-0.56,2.72,0,4.77,-0.03,0.04,-0.67,-0.08,0.88,0.39,-0.04,0.88
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.78,       -,-0.78
 AUTOESCOLA,       -,       -,1.29,0,       -,       -,6.63,       -,20.14,-0.13,       -,       -,0.14,2.82,       -,0.88,4.77
 ATIVIDADES FÍSICAS,-0.22,3.63,0.4,0,2.12,-1.07,0.28,0,1.1,0,0.14,-1.12,-0.26,-0.64,2.33,-0.64,1.16
 COMUNICAÇÃO,0.03,-0.53,-0.63,0.09,-0.5,-0.73,-0.78,-0.12,-0.81,-0.19,-0.88,-0.87,-1.1,-0.84,-0.92,-1.03,-0.48
 COMUNICAÇÃO,0.03,-0.53,-0.63,0.09,-0.5,-0.73,-0.78,-0.12,-0.81,-0.19,-0.88,-0.87,-1.1,-0.84,-0.92,-1.03,-0.48
 COMUNICAÇÃO,0.03,-0.53,-0.63,0.09,-0.5,-0.73,-0.78,-0.12,-0.81,-0.19,-0.88,-0.87,-1.1,-0.84,-0.92,-1.03,-0.48
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,9.8,8.47,10.36,8.73,2.22,10.05,9.44,9.01,8.94,9.44,7.61,9.51,8.93,9.3,8.76,8.64,6.74
 PLANO DE TELEFONIA MÓVEL,-2.21,-2.21,-2.59,-0.2,-1.9,-2.43,-2.59,-0.1,-2.35,-2.35,-2.09,-2.04,-2.69,-2.69,-0.18,-2.43,-2.05
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,-2.15,-2.15,-2.15,-2.15,0,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-1.71
 APARELHO TELEFÔNICO,-0.46,0.09,-1.01,0.79,-0.61,-0.89,-0.24,0.29,-0.96,1.01,-0.85,-1.22,-0.33,0.4,-2.12,-0.25,-0.41
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
