"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TRANSPORTE POR APLICATIVO,1.2,1.86,-2.1,-0.16,0.64,7.99,0.0,3.87,1.76,0.0,-2.61,2.14,-5.0,0.0,-5.51,-7.73,0.72
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,1.29,0.26,0.58,-0.13,0.61,1.37,0.65,1.21,0.18,1.25,-0.32,0.18,0.11,0.22,1.11,0.91,0.65
 AUTOMÓVEL NOVO,1.13,0.42,0.28,-1.38,-0.13,0.86,0.77,0.21,-0.8,1.1,-1.3,-0.77,-0.24,-1.56,0.73,-0.27,0.11
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.5,2.22,1.78,0.87,1.33,2.17,1.15,2.28,2.22,1.28,2.19,2.2,1.22,2.23,1.71
 SEGURO VOLUNTÁRIO DE VEÍCULO,-2.0,2.77,5.94,1.14,-0.21,5.46,0.0,8.55,-1.68,8.57,1.73,5.21,1.85,0.6,1.84,4.73,1.85
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,-0.95,2.69,1.91,2.47,3.29,1.03,2.99,0.69,2.84,1.84,0.0,0.81,0.08,1.83,-0.73,1.83
 ACESSÓRIOS E PEÇAS,0.23,0.68,1.41,1.53,0.24,1.09,0.89,-0.55,1.8,2.13,-2.05,-0.9,1.27,-1.3,-1.01,-0.36,0.67
 PNEU,0.0,0.57,-2.1,-2.92,1.36,1.87,-0.7,0.13,-3.49,-0.82,-0.03,0.19,-2.78,-2.56,3.16,1.01,-0.19
 CONSERTO DE AUTOMÓVEL,2.51,-0.63,1.11,0.31,0.59,0.78,0.76,0.34,0.29,1.61,-0.22,-0.87,-1.26,1.22,2.28,1.26,0.66
 ESTACIONAMENTO,0.0,-0.05,0.0,0.0,-1.19,0.0,0.0,0.0,0.4,0.71,0.0,0.0,0.0,0.0,0.0,0.0,-0.78
 PEDÁGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 AUTOMÓVEL USADO,1.26,-1.72,-1.1,0.0,1.07,-0.46,-1.2,1.48,0.03,-1.26,-2.39,0.04,-0.06,1.33,-1.09,-0.19,-0.21
 PINTURA DE VEÍCULO,0.0,0.0,-1.5,2.78,0.0,0.0,0.0,0.0,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67
 ALUGUEL DE VEÍCULO,11.56,0.0,0.0,0.0,0.0,0.0,7.94,0.0,19.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39
 MOTOCICLETA,1.91,0.01,-0.08,-0.16,0.66,1.03,0.31,0.65,0.12,1.54,0.66,0.13,0.3,0.61,1.71,-0.58,0.65
 COMBUSTÍVEIS (VEÍCULOS),-16.81,-11.44,-16.06,-9.17,-12.4,-18.54,-12.87,-10.37,-15.49,-15.56,-19.62,-15.92,-14.14,-11.41,-8.03,-16.19,-14.15
 GASOLINA,-19.64,-12.02,-17.88,-9.87,-13.62,-19.89,-13.54,-11.33,-16.97,-17.17,-21.57,-17.09,-15.09,-13.56,-8.97,-16.85,-15.48
 ETANOL,-15.74,0.0,-10.54,-2.44,-10.75,-13.45,0.0,0.0,-11.98,-11.91,-15.37,0.0,-10.29,0.0,0.0,0.0,-11.38
 ÓLEO DIESEL,4.52,5.34,4.95,6.01,6.09,5.07,5.98,3.92,0.1,3.88,3.89,7.34,5.1,2.83,5.18,2.19,4.59
 GÁS VEICULAR,-5.81,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.67
 SAÚDE E CUIDADOS PESSOAIS,0.49,0.4,0.38,0.02,0.72,0.49,-0.44,0.26,0.74,0.58,0.48,0.65,0.18,0.16,-0.06,0.35,0.49
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.0,-0.35,0.3,-0.82,1.15,0.62,-0.02,0.51,0.66,0.34,1.26,0.64,-0.23,0.37,0.59,-0.12,0.49
 PRODUTOS FARMACÊUTICOS,0.06,-0.17,0.55,-0.67,1.19,0.6,0.07,0.6,0.68,0.39,1.32,0.71,-0.17,0.29,0.85,-0.28,0.57
 ANTI-INFECCIOSO E ANTIBIÓTICO,2.94,-0.17,1.32,-0.23,2.68,-0.51,0.29,2.4,0.47,-0.75,2.62,0.94,-0.99,1.35,2.93,-1.28,1.37
 ANALGÉSICO E ANTITÉRMICO,1.86,1.35,0.44,-0.06,1.17,-0.05,-0.07,1.54,0.17,1.18,1.36,0.06,0.15,0.25,0.71,-0.98,0.89
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.66,-0.89,-0.55,-0.95,1.71,0.96,-0.58,0.58,0.37,-0.6,1.32,-0.24,0.33,0.99,2.02,-1.53,0.34
 ANTIGRIPAL E ANTITUSSÍGENO,2.89,1.19,0.78,1.86,2.99,-2.35,1.04,1.67,0.46,3.15,0.81,2.82,-0.9,2.43,3.1,-0.41,1.87
 DERMATOLÓGICO,-0.96,-1.31,1.51,1.11,0.39,-0.37,0.0,2.03,0.32,1.93,0.0,2.37,0.11,0.85,2.22,0.23,0.46
 ANTIALÉRGICO E BRONCODILATADOR,-2.44,1.48,0.63,0.85,0.87,0.84,0.67,0.1,-1.66,2.48,0.93,0.21,-1.76,0.25,0.98,0.17,0.38
 GASTROPROTETOR,-0.74,-1.86,0.3,-0.35,1.36,0.0,-0.18,2.98,0.28,1.58,-1.05,1.0,-0.83,0.38,2.82,-0.14,0.46
 VITAMINA E FORTIFICANTE,1.64,1.1,-0.41,-1.05,0.27,1.77,-0.81,0.45,0.55,1.47,1.3,1.2,0.22,1.09,2.62,0.01,0.61
 HORMONAL,0.04,-2.21,-0.76,-1.81,0.4,0.86,-0.73,-1.14,0.29,-0.91,2.37,0.84,-1.57,-1.75,-0.21,0.33,-0.25
 PSICOTRÓPICO E ANOREXÍGENO,1.63,-1.56,0.01,0.43,0.92,2.47,-2.54,1.43,0.07,-1.15,2.24,0.92,-0.39,-0.17,0.7,0.32,0.47
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-2.91,-0.65,2.24,-1.49,1.64,0.02,1.17,-1.77,2.29,-1.51,1.71,-0.34,1.48,-1.06,-2.73,-0.03,0.17
 OFTALMOLÓGICO,-2.17,-0.29,0.56,-1.84,0.9,-0.31,-0.13,-0.2,1.13,0.0,-0.66,1.38,-0.38,0.0,1.34,-0.07,-0.02
 ANTIDIABÉTICO,1.73,1.87,-0.86,-2.88,0.21,2.77,-1.46,-2.6,0.23,0.65,-0.5,2.5,-2.41,-0.31,1.76,-0.13,0.35
 NEUROLÓGICO,1.94,0.36,-0.02,-2.74,0.09,2.33,0.35,1.44,0.79,2.34,2.07,0.62,-0.07,0.46,0.62,0.63,0.56
 PRODUTOS ÓTICOS,-1.77,-2.96,-3.23,-2.3,0.79,0.8,-0.59,-0.27,0.42,-0.37,-0.64,-0.57,-0.9,2.66,-1.86,2.63,-0.61
 ÓCULOS DE GRAU,-1.77,-2.96,-3.23,-2.3,0.79,0.8,-0.59,-0.27,0.42,-0.37,-0.64,-0.57,-0.9,2.66,-1.86,2.63,-0.61
 SERVIÇOS DE SAÚDE,1.25,0.83,0.87,0.94,1.01,0.89,1.02,0.99,1.18,1.48,0.8,0.95,0.86,0.52,0.7,0.95,1.01
 SERVIÇOS MÉDICOS E DENTÁRIOS,2.03,0.3,0.8,0.15,0.77,0.7,1.27,0.18,1.8,1.92,0.59,0.46,0.36,0.35,0.1,0.15,0.93
 MÉDICO,2.14,0.0,0.13,-0.08,0.65,0.34,1.45,0.0,0.9,2.26,0.52,0.5,0.25,0.0,-0.13,-0.33,0.71
 DENTISTA,2.01,0.43,1.2,0.62,0.98,0.88,0.79,0.61,2.88,1.58,0.49,0.42,0.49,2.49,0.63,1.18,1.17
 APARELHO ORTODÔNTICO,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.26,0.0,0.0,0.0,1.79
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,0.0,-2.09
 PSICÓLOGO,1.52,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.05,0.33,-0.19,0.48,0.25,0.51,0.14,1.4,0.45,1.99,-0.05,-0.39,0.29,-0.64,1.21,0.61,0.44
 EXAME DE LABORATÓRIO,1.68,-0.49,0.04,0.67,-0.44,0.68,0.71,1.29,1.24,0.13,-0.29,-0.97,0.21,-1.09,0.84,0.17,0.27
 HOSPITALIZAÇÃO E CIRURGIA,0.87,0.0,-0.7,0.21,0.24,0.54,0.0,2.57,0.0,3.08,0.0,0.0,-1.6,0.0,2.69,0.0,0.38
 EXAME DE IMAGEM,1.35,1.76,0.74,0.47,0.93,0.28,-0.07,0.62,0.22,1.06,0.0,-0.61,1.11,0.0,0.16,2.03,0.74
 PLANO DE SAÚDE,1.11,1.11,1.12,1.16,1.17,1.0,1.14,1.13,1.07,1.11,1.16,1.15,1.17,1.21,1.21,1.21,1.13
 PLANO DE SAÚDE,1.11,1.11,1.12,1.16,1.17,1.0,1.14,1.13,1.07,1.11,1.16,1.15,1.17,1.21,1.21,1.21,1.13
 CUIDADOS PESSOAIS,-0.39,0.59,-0.25,-0.19,-0.18,-0.67,-1.41,-0.53,0.23,0.0,-0.66,-0.01,-0.29,-0.1,-0.85,0.09,-0.23
 HIGIENE PESSOAL,-0.39,0.59,-0.25,-0.19,-0.18,-0.67,-1.41,-0.53,0.23,0.0,-0.66,-0.01,-0.29,-0.1,-0.85,0.09,-0.23
 PRODUTO PARA CABELO,0.09,1.35,-0.35,0.63,1.61,-1.16,0.86,2.47,2.9,1.56,0.78,0.58,2.01,0.51,-0.72,0.42,1.1
 FRALDA DESCARTÁVEL,-0.48,0.92,0.77,1.79,-0.65,-2.4,1.22,-1.63,3.38,0.63,-2.8,1.97,1.05,0.33,-1.83,0.26,0.16
 PRODUTO PARA BARBA,1.59,2.58,-0.68,-0.34,0.54,0.64,-0.95,1.55,0.25,-2.38,1.06,-0.63,-1.47,1.4,-1.11,0.22,0.35
 PRODUTO PARA PELE,4.04,3.42,3.35,4.06,4.19,3.35,5.13,4.72,4.27,4.05,3.89,3.06,3.93,4.96,6.12,3.83,4.05
 PRODUTO PARA HIGIENE BUCAL,0.63,1.19,0.96,1.02,0.65,2.3,-0.27,-0.34,2.86,1.06,1.17,3.33,1.4,2.4,2.4,-0.55,0.99
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,-0.43
 PERFUME,-3.35,-2.14,-3.5,-2.25,-4.14,-3.93,-3.87,-2.92,-3.35,-3.43,-3.66,-3.9,-3.43,-2.07,-3.25,-1.1,-3.42
 DESODORANTE,0.51,1.95,-0.84,-0.46,-0.53,0.64,-0.02,0.89,1.71,-0.19,1.03,1.45,-0.04,0.44,0.99,0.54,0.21
 ABSORVENTE HIGIÊNICO,0.47,0.26,1.04,1.92,-0.13,0.13,0.38,1.32,1.7,1.24,-2.25,2.58,2.25,1.45,-1.41,1.54,0.46
 SABONETE,0.86,2.37,2.97,3.03,1.9,3.32,0.24,0.73,0.45,2.78,2.65,1.89,2.11,2.05,3.05,2.22,1.97
 PAPEL HIGIÊNICO,0.5,0.05,0.81,0.89,1.48,1.63,-1.49,-0.25,-0.94,1.71,2.72,0.42,0.96,1.25,1.01,2.08,1.01
 ARTIGOS DE MAQUIAGEM,-7.58,-7.42,-5.6,-6.16,-6.35,-5.72,-7.88,-6.46,-6.03,-7.64,-7.15,-6.14,-6.67,-5.6,-8.51,-7.51,-6.68
 DESPESAS PESSOAIS,1.35,1.18,1.0,0.83,1.34,0.8,0.7,0.64,0.89,1.31,1.0,0.81,0.72,0.58,0.5,0.09,1.13
 SERVIÇOS PESSOAIS,0.96,0.74,0.92,0.81,0.84,0.61,0.6,0.61,0.8,0.89,0.19,0.67,0.21,0.12,0.56,0.24,0.77
 SERVIÇOS PESSOAIS,0.96,0.74,0.92,0.81,0.84,0.61,0.6,0.61,0.8,0.89,0.19,0.67,0.21,0.12,0.56,0.24,0.77
 COSTUREIRA,0.0,0.0,0.0,2.85,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1.74,-2.26,1.66
 MANICURE,0.01,-1.27,1.17,-0.59,2.73,1.54,0.0,-0.66,0.7,0.08,-3.9,2.19,-0.66,-4.14,-1.79,0.0,0.89
 EMPREGADO DOMÉSTICO,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
 CABELEIREIRO E BARBEIRO,1.56,1.54,1.35,1.41,1.0,-0.47,0.41,-0.06,0.6,1.79,1.1,-0.11,-0.91,-0.89,1.36,-1.11,1.01
 DEPILAÇÃO,0.0,0.0,0.37,0.0,1.41,-0.72,0.0,0.0,-1.83,0.64,0.67,0.0,1.79,0.0,0.0,-0.48,0.64
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.25,0.0,0.0,0.0,0.0,0.0,-1.63
 DESPACHANTE,0.0,0.0,-0.69,0.0,-3.25,0.0,0.0,0.0,0.0,-0.9,1.35,-0.7,0.0,0.0,0.0,0.0,-2.24
 SERVIÇO BANCÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CONSELHO DE CLASSE,0.0,0.12,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.23,0.32,0.0,0.0,0.0,0.0,0.21
 SOBRANCELHA,1.34,2.19,0.29,-2.9,1.95,-2.49,0.0,1.24,3.22,3.17,-1.79,-1.95,-0.58,-1.39,2.89,0.89,1.02
 RECREAÇÃO E FUMO,2.04,1.85,1.13,0.87,2.14,1.17,0.89,0.7,1.05,1.86,2.0,1.09,1.69,1.5,0.37,-0.19,1.7
 RECREAÇÃO,1.56,1.23,0.72,0.3,1.82,0.98,0.4,0.12,0.76,1.54,1.57,0.58,1.2,0.91,-0.23,-0.53,1.29
 CLUBE,0.0,0.0,-0.03,0.0,0.67,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.85,0.0,0.92,0.0,0.0,0.71,0.0,0.0,0.71
 TRATAMENTO DE ANIMAIS (CLÍNICA),2.47,1.0,-0.27,-2.74,2.15,1.11,-2.86,-0.78,0.24,-0.04,1.39,0.96,0.36,-0.84,-0.5,-0.21,1.03
 BICICLETA,0.0,0.17,-2.27,-1.48,3.23,3.69,1.45,0.0,0.96,1.03,0.66,3.17,2.93,-0.87,3.22,0.0,1.45
 ALIMENTO PARA ANIMAIS,2.4,0.28,1.49,-0.49,-0.09,-2.27,2.98,0.28,2.32,1.29,-1.95,2.63,0.67,1.86,-1.54,0.42,0.58
 BRINQUEDO,-0.41,0.66,1.93,1.43,2.7,3.29,1.62,0.82,1.83,-0.3,0.89,3.58,-0.92,1.41,1.66,-1.2,1.57
 CASA NOTURNA,3.58,0.0,0.56,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.62
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,5.49,0.0,0.0,1.75
 HOSPEDAGEM,3.83,3.13,2.93,2.19,2.32,1.22,1.97,6.12,-0.36,2.74,2.68,-0.36,3.12,1.58,4.21,-1.02,2.44
 PACOTE TURÍSTICO,2.65,-0.6,1.17,1.81,3.9,-0.3,0.0,0.01,3.1,1.34,4.8,0.46,3.81,0.0,-1.8,1.69,2.7
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.52,2.45,0.54,0.0,0.62,0.85,0.0,-0.67,0.56,0.77,0.39,-1.32,2.06,0.0,0.0,0.0,0.78
" CINEMA, TEATRO E CONCERTOS",-0.42,2.27,-2.5,-0.32,0.88,3.26,-1.1,-2.62,1.03,3.34,-0.09,-0.65,2.2,0.51,-2.86,-2.23,0.51
 FUMO,4.52,4.59,4.62,4.49,4.11,4.41,5.41,4.49,4.3,4.17,4.41,5.63,4.62,5.41,4.49,5.41,4.37
 CIGARRO,4.52,4.59,4.62,4.49,4.11,4.41,5.41,4.49,4.3,4.17,4.41,5.63,4.62,5.41,4.49,5.41,4.37
 EDUCAÇÃO,-0.03,0.4,0.06,0.16,0.03,-0.07,0.25,-0.06,0.19,0.0,-0.06,-0.12,0.03,-0.17,-0.02,0.08,0.06
" CURSOS, LEITURA E PAPELARIA",-0.03,0.4,0.06,0.16,0.03,-0.07,0.25,-0.06,0.19,0.0,-0.06,-0.12,0.03,-0.17,-0.02,0.08,0.06
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,-0.53,3.06,-0.32,0.45,-0.11,0.04,0.87,-0.58,0.31,-0.87,-0.97,-1.13,-0.09,0.0,-0.6,-0.1,0.04
 JORNAL DIÁRIO,0.0,9.09,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
 REVISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO DIDÁTICO,-0.32,-0.58,0.24,0.58,0.47,0.44,0.1,-0.58,0.64,-0.07,-0.97,-1.64,1.08,0.0,-0.6,0.14,0.1
 LIVRO NÃO DIDÁTICO,-2.17,-0.32,-2.71,-0.36,-1.73,-0.98,0.0,0.0,-1.47,-3.5,0.0,0.0,-2.58,0.0,0.0,-2.75,-1.69
 PAPELARIA,1.99,2.72,1.18,-0.79,1.63,1.71,0.8,1.2,0.87,-0.11,1.31,-1.35,0.51,1.67,1.56,1.08,1.26
 CADERNO,3.41,2.15,3.59,-2.38,-2.11,3.66,1.41,0.22,-0.64,-0.03,0.55,-1.45,1.21,0.69,0.75,1.76,0.62
 ARTIGOS DE PAPELARIA,1.49,3.08,-0.51,0.37,3.2,1.21,0.19,1.96,1.77,-0.15,1.75,-1.28,0.22,2.8,2.19,0.68,1.62
 CURSOS DIVERSOS,-0.1,0.03,0.31,1.25,0.05,-0.57,1.1,-0.84,1.08,0.45,0.02,0.0,0.12,-2.31,-0.11,1.15,0.16
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,-0.49
 AUTOESCOLA,0.0,0.0,0.59,0.0,0.0,0.0,2.99,0.0,0.5,1.64,0.0,0.0,2.32,-1.33,0.0,3.29,1.23
 ATIVIDADES FÍSICAS,-0.22,0.04,0.44,3.04,0.1,-1.09,-0.24,-1.21,1.73,0.28,0.05,0.0,-0.67,-3.08,0.0,0.23,0.16
 COMUNICAÇÃO,-0.14,0.1,0.02,0.08,0.26,0.29,0.61,0.32,-0.35,-0.36,0.0,-0.26,-0.16,0.2,0.05,-0.18,0.07
 COMUNICAÇÃO,-0.14,0.1,0.02,0.08,0.26,0.29,0.61,0.32,-0.35,-0.36,0.0,-0.26,-0.16,0.2,0.05,-0.18,0.07
 COMUNICAÇÃO,-0.14,0.1,0.02,0.08,0.26,0.29,0.61,0.32,-0.35,-0.36,0.0,-0.26,-0.16,0.2,0.05,-0.18,0.07
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,-0.71,0.61,0.11,0.35,1.75,1.31,2.35,1.29,-1.74,-1.86,0.0,-2.03,-0.82,0.85,0.14,-0.71,0.4
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
