"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 COMBUSTÍVEIS (VEÍCULOS),1.1,4.09,1.92,5.06,1.5,0.91,4.69,5.87,7.37,1.19,0.25,4.15,1.54,2.83,3.94,4.74,2.35
 GASOLINA,0.92,4.47,2.7,6.34,3.24,1.42,4.54,6.28,8.11,2.73,1.31,4.52,2,2.67,3.78,4.9,3.34
 ETANOL,-3.08,-1.28,-6.73,-0.07,-2.71,-4.24,       -,2.37,4.79,-5.23,-9.85,-3.17,-6.49,0.54,4.7,0.54,-2.8
 ÓLEO DIESEL,       -,7.95,2.67,       -,8.38,       -,6.47,7.18,7.27,5.96,6.2,6.53,4.27,7.97,4.99,       -,6.16
 GÁS VEICULAR,4.87,       -,       -,4.39,3.41,       -,       -,       -,2.21,       -,       -,3.9,       -,       -,       -,3.32,4.14
 SAÚDE E CUIDADOS PESSOAIS,0.6,0.56,0.97,0.6,0.37,0.52,0.26,0.52,0.38,0.85,0.9,0.25,0.94,0.42,1.27,0.33,0.57
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.51,0.15,1.34,0.09,-0.19,0.9,0.08,0.02,0.07,1.51,1.58,-0.1,1.54,0.98,2.59,-0.38,0.47
 PRODUTOS FARMACÊUTICOS,0.44,0.11,1.4,-0.19,-0.17,0.85,0.22,0,0.08,1.48,1.86,-0.14,1.73,0.93,2.76,-0.38,0.48
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.33,-0.08,0.79,-2.4,0.1,-0.43,0.37,-3.33,0.36,0.62,2.2,-1.83,2.09,1.4,0.96,-2,0.24
 ANALGÉSICO E ANTITÉRMICO,1.75,0.45,1.42,0.04,0.61,1.19,0.33,0.59,0.49,0.4,1.27,-0.97,1.46,2.17,1.66,-0.26,0.77
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,1.02,0.89,1.56,-0.11,-2.92,1.12,-0.05,-0.13,1.61,-0.37,0,0.15,3.56,1.75,2.88,-0.76,-0.48
 ANTIGRIPAL E ANTITUSSÍGENO,0.46,0.46,1.21,-0.44,2.09,0.6,0.55,-1.58,-0.29,1.04,-0.26,0.98,2.65,0.53,1.92,-0.42,0.92
 DERMATOLÓGICO,-0.01,0.5,1.72,0.4,1.15,       -,0.18,-0.07,-0.37,2.66,1.27,1.32,0.47,2.72,0.78,-0.92,0.9
 ANTIALÉRGICO E BRONCODILATADOR,1.23,1.11,1.76,-1.01,-0.14,1.15,0.55,1.16,0.14,1.09,2.8,1.9,2.81,-1.95,1.52,-0.08,0.75
 GASTROPROTETOR,1.94,-0.21,1.82,1.14,1.98,-2.38,-0.34,0.1,-0.58,-0.39,1.46,0.04,0.6,0.44,-0.67,0.59,0.77
 VITAMINA E FORTIFICANTE,-0.41,0.32,-0.09,1.61,2.6,0.13,0.18,0.53,1.09,0.73,1.63,2.44,0.6,-1.64,-0.46,0,0.95
 HORMÔNIO,-0.49,0.16,0.57,-0.65,-3.38,1.38,-0.62,0.64,0.14,7.66,2.06,0.53,0.61,0.93,4.55,0.81,-0.32
 PSICOTRÓPICO E ANOREXÍGENO,0.93,-0.28,1.26,-0.06,-0.88,2.21,0.91,0.01,1.17,2.29,2.83,1.22,1.99,0.93,8.65,-0.7,0.6
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.23,-0.45,2.26,-0.89,1.11,2.24,0.4,-0.26,-1.99,0.91,3.33,-1.96,2.29,0.93,5.43,-0.66,0.68
 OFTALMOLÓGICO,-0.11,0.46,1.04,0.7,0.43,       -,0.66,0.86,0.57,2.54,1.78,0.38,1.37,0.93,7.25,       -,0.86
 PRODUTOS ÓTICOS,2.01,0.63,0.2,2.31,-0.51,1.82,-1.67,0.12,-0.03,2.03,-2.22,0.51,-0.84,1.55,0.71,-0.3,0.32
 ARMAÇÃO DE ÓCULOS,       -,1.31,       -,       -,0.11,       -,       -,-1.47,-1.34,0.19,       -,       -,       -,       -,       -,2.71,0.0
 ÓCULOS SEM GRAU,2.31,-0.24,1.33,2.84,-0.12,       -,-1.79,-0.16,-0.72,1.85,-2.25,2.21,-1.32,1.72,-2.65,       -,0.44
 LENTES DE ÓCULOS E DE CONTATO,1.79,0.88,-0.49,1.81,-1.31,1.82,-1.57,0.69,0.97,2.86,-2.18,-0.28,-0.64,1.46,1.51,-1.25,0.35
 SERVIÇOS DE SAÚDE,0.87,1.03,0.85,0.98,0.77,0.79,0.77,1.03,0.63,0.49,0.54,0.79,0.9,0.33,0.75,0.72,0.79
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.01,0.19,0.7,0.43,-0.39,-0.63,0,0.91,0.15,-0.04,-0.02,0.65,1.34,-1.63,0.15,0.39,0.05
 MÉDICO,0,0,0.92,0.84,-1.68,-1.15,0,0,0.47,0,-0.34,0,0.54,0,0,-0.37,-0.12
 DENTISTA,0.28,0.38,0.58,0,0.18,0.26,0,1.16,-0.19,0.62,0.38,2.36,2.32,-2.45,0.76,2.27,0.36
 APARELHO ORTODÔNTICO,       -,0.58,       -,       -,-0.04,       -,       -,       -,       -,-2.11,       -,       -,0.76,       -,       -,       -,-0.54
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.28,       -,       -,       -,       -,       -,-0.28
 FISIOTERAPEUTA,-1.06,       -,       -,       -,-1.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.06
 PSICÓLOGO,0,0,-0.56,0,0.82,       -,       -,2.64,       -,       -,       -,       -,       -,       -,       -,       -,0.37
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.05,2.01,0.34,1.35,0.43,1.58,0.14,1,-0.35,-0.1,0.02,-0.36,-0.59,-0.04,-0.06,-0.52,0.44
 EXAME DE LABORATÓRIO,-0.28,-0.11,0.59,0.4,       -,0.69,0.18,0.81,-2.1,1.74,0,-1.61,-0.28,-0.07,0.35,-1.46,0.14
 HOSPITALIZAÇÃO E CIRURGIA,0,2.99,0.21,-0.11,0.17,2.95,0.42,1.58,0.13,-0.32,0,0,0,       -,0,-0.21,0.46
 EXAME DE IMAGEM,0.03,0.03,0.32,3.4,2.24,       -,-0.28,0.76,0.15,-0.13,0.13,-0.36,-1.69,0,-0.41,-0.01,0.63
 PLANO DE SAÚDE,1.07,1.01,1.05,1.07,1.07,1.07,1.07,1.07,1.05,1.07,1.07,1.05,1.04,1.06,1.07,1.07,1.06
 PLANO DE SAÚDE,1.07,1.01,1.05,1.07,1.07,1.07,1.07,1.07,1.05,1.07,1.07,1.05,1.04,1.06,1.07,1.07,1.06
 CUIDADOS PESSOAIS,-0.07,0.33,0.71,0.47,0.02,-0.48,0.01,0.45,0.39,0.48,0.49,-0.28,0.29,0.04,0.37,0.57,0.23
 HIGIENE PESSOAL,-0.07,0.33,0.71,0.47,0.02,-0.48,0.01,0.45,0.39,0.48,0.49,-0.28,0.29,0.04,0.37,0.57,0.23
 PRODUTO PARA CABELO,0.36,0.64,1.52,0.39,-1.13,1.13,1.15,1.53,0.98,0.77,0.63,2.02,1.32,0.21,0.04,-0.05,0.27
 FRALDA DESCARTÁVEL,       -,-1.35,-0.42,-0.38,       -,-0.31,-2.12,       -,-0.16,2.27,-0.28,       -,0.46,-1.1,0.54,-0.42,-0.28
 PRODUTO PARA BARBA,       -,2.43,       -,       -,       -,       -,-0.1,       -,       -,       -,       -,-0.31,       -,       -,       -,       -,1.31
 PRODUTO PARA PELE,0.15,0.93,1.02,1.13,0.77,-2.29,0.75,0.6,1.21,1.08,2.12,0.63,1.55,0.82,2.08,0.78,0.79
 PRODUTO PARA HIGIENE BUCAL,-1.41,0.65,0.76,0.69,1.16,0.1,0.49,1.82,0.19,-1.45,-0.66,1.03,-0.48,-0.38,1.67,-0.25,0.32
 PRODUTO PARA UNHA,-0.28,0.83,2.03,-0.91,-4.31,       -,-2.41,3.3,2.7,       -,0.78,       -,-0.92,1.07,-1.52,       -,-1.08
 PERFUME,0.37,0.59,0.94,0.09,0.28,0.05,0,-0.08,0.31,0.3,0.03,-1.33,0.27,0,0.25,0.96,0.28
 DESODORANTE,-1.15,-1.67,-1.43,1.03,0.29,-1.58,-1.67,1.27,-0.29,0,-0.05,0.03,0.01,-0.16,-1.93,-0.54,-0.48
 ABSORVENTE HIGIÊNICO,       -,       -,       -,1.53,       -,       -,0.11,1.42,       -,       -,       -,       -,       -,-1.69,       -,1.25,0.84
 SABONETE,-0.39,0.5,1.69,4.89,0.18,-1.74,-0.48,-0.27,2.16,2.35,1.18,-0.83,-1.92,-3.29,1.04,-0.73,0.68
 PAPEL HIGIÊNICO,-1.96,-0.22,-0.24,-0.93,0.93,0.46,1.13,1.18,-2.77,-0.33,0.66,-1.29,1.35,3.61,1.22,2.57,-0.07
 ARTIGOS DE MAQUIAGEM,1.91,-1.38,-1.45,0.52,-0.7,-1.04,-0.27,-1.81,-0.94,0.17,0.03,-0.19,-1.72,0,-0.17,-0.12,-0.36
 DESPESAS PESSOAIS,-0.5,0.58,0.23,0.23,0.11,0.35,0.19,0.03,0.22,-0.01,0.46,-0.13,0.41,0.03,0.48,-0.33,0.11
 SERVIÇOS PESSOAIS,0.22,0.73,0.67,0.28,0.12,0.37,0.47,0.23,0.4,0.24,0.68,0.38,0.68,0.28,0.71,-0.57,0.35
 SERVIÇOS PESSOAIS,0.22,0.73,0.67,0.28,0.12,0.37,0.47,0.23,0.4,0.24,0.68,0.38,0.68,0.28,0.71,-0.57,0.35
 COSTUREIRA,       -,       -,0.99,-0.52,       -,       -,0,2.1,-0.28,-1.54,       -,       -,       -,-1.21,1.99,2.36,0.23
 MANICURE,0.65,1.73,3.89,-0.63,-1.56,0.23,0,0,0,0.52,-0.44,-0.12,1.05,1.87,5.52,-1.43,0.37
 CABELEIREIRO,-0.69,1.93,0.87,0.31,-0.87,0.08,0.91,-0.36,0.62,-0.32,2.07,0.44,2.09,-0.58,0.03,-3.09,0.09
 EMPREGADO DOMÉSTICO,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
 DEPILAÇÃO,       -,       -,-1.91,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.28,       -,       -,       -,-1.54
 DESPACHANTE,       -,-0.56,-2.06,       -,2.11,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.32
 SERVIÇO BANCÁRIO,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
 CONSELHO DE CLASSE,       -,       -,       -,0.09,       -,       -,       -,       -,       -,0.09,       -,       -,0.06,       -,       -,       -,0.09
" RECREAÇÃO, FUMO E FOTOGRAFIA",-1.65,0.38,-0.6,0.13,0.09,0.32,-0.29,-0.31,-0.13,-0.31,-0.04,-1.18,-0.35,-0.36,-0.09,0.15,-0.28
 RECREAÇÃO,-2.16,0.52,-0.79,0.16,0.12,0.4,-0.37,-0.49,-0.18,-0.41,-0.06,-1.51,-0.46,-0.48,-0.11,0.19,-0.4
 CINEMA,0.46,-1.02,0.69,0.94,0.15,1.35,0,       -,1.06,2.02,1.27,0,0,       -,1.84,0.67,0.46
 CD E DVD,       -,       -,0.84,-2.01,0.54,0.91,-0.02,-1.89,-1.91,-0.04,       -,       -,-0.03,1.07,0.8,1.58,-0.12
 INGRESSO PARA JOGO,       -,       -,       -,0.5,       -,       -,2.53,       -,2.59,       -,       -,       -,       -,       -,       -,       -,2.12
 CLUBE,2.92,-0.01,-2.6,       -,0.35,       -,       -,       -,       -,0.55,0,       -,0,1.56,       -,       -,0.05
 INSTRUMENTO MUSICAL,-1.37,-0.1,       -,       -,-0.75,       -,       -,       -,       -,       -,       -,-1.78,-1,       -,       -,       -,-0.89
 TRATAMENTO DE ANIMAIS,-2.39,-0.41,0.33,-0.06,0.58,2.86,-0.15,-2.49,0.8,1.44,0.14,-0.67,1.38,       -,       -,1.85,0.15
 BICICLETA,1.75,       -,-0.85,0.19,2.1,-1.16,-0.2,-0.78,-0.01,-0.18,-0.05,0.31,-1.71,-0.11,-1.12,-1.04,0.41
 ALIMENTO PARA ANIMAIS,2.19,1.57,0.45,1.25,-0.59,-2.46,3.42,1.71,-0.03,-1.99,0.18,-1.75,-0.1,-1.17,0.22,1.68,0.29
 BRINQUEDO,-0.57,-0.37,-0.73,1.31,0.43,1.1,-3.22,0.91,-0.85,1.24,0.04,-1.24,0.14,-0.17,-1.12,0.43,-0.07
 LOCAÇÃO DE DVD,0,0.52,-0.79,0.16,0.71,0,-0.37,-0.49,0,-0.41,-0.06,-1.51,       -,       -,-0.11,0.19,0.1
 BOATE E DANCETERIA,-0.96,1.14,-1.15,0,-0.37,0,0.11,-0.74,0,1.38,3.28,1.33,-2.42,0.12,0.13,0,0.06
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,2.92,       -,       -,       -,       -,       -,       -,       -,-0.06,       -,1.81
 HOTEL,-2.63,0.81,-1.62,0.2,-0.77,1.64,-2.53,-3.15,-1,-0.99,-1.95,-0.97,-1,-1.73,-0.36,-3.41,-0.86
 EXCURSÃO,-6.85,1.79,-1.22,-5.4,0.91,-2.13,-2.72,-3.2,       -,-2.76,-3.33,-4.99,-2.38,       -,       -,       -,-3.3
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,2.32,1.47,-1.41,0.08,0.3,0.84,0.21,0.14,0.08,0.95,-0.03,0.06,0.35,0.27,-0.57,0.66,0.29
 MÁQUINA FOTOGRÁFICA,0.22,1.53,-0.67,0.2,0.3,0,0.21,0.23,0.24,0.25,0.06,0.29,0.26,0.27,0.28,0.66,0.26
 REVELAÇÃO E CÓPIA,3.98,1.39,-1.93,0,       -,1.11,       -,0,0,1.58,-0.07,-0.23,0.42,       -,-1.14,       -,0.34
 EDUCAÇÃO,0.1,0.11,0.16,0.09,0.03,0.09,-0.13,0.01,0.08,0.04,0.13,0,-0.19,0.18,0.17,-0.06,0.06
" CURSOS, LEITURA E PAPELARIA",0.1,0.11,0.16,0.09,0.03,0.09,-0.13,0.01,0.08,0.04,0.13,0,-0.19,0.18,0.17,-0.06,0.06
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0.87,0.24,0.04,0.48,0.06,-0.15,-0.04,-0.18,0.03,-0.04,0.03,0.03,-0.63,1.1,0.1,-0.38,0.22
 JORNAL DIÁRIO,2.2,0,0,       -,0,0,0,       -,       -,0,0,0,       -,       -,0,       -,0.59
 ASSINATURA DE JORNAL,0.12,0.99,0.33,0.44,       -,       -,       -,       -,       -,0,       -,0.25,       -,       -,       -,       -,0.44
 REVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO,0.58,-0.14,-0.04,0.88,0.29,-0.52,-0.13,-0.38,0.06,-0.33,0.1,0.01,-1.59,2.39,0.25,-0.58,0.14
 PAPELARIA,-0.91,1.08,1.71,0.58,0.44,1.4,-1.31,0.41,0.84,0.42,1.3,-0.11,-1.18,0.74,1.67,-0.71,0.52
 CADERNO,0.3,3.24,2.9,1.57,2.02,1.92,-0.95,0.25,1.78,-0.08,0.96,-1.54,-2.65,0.71,2.71,-1.5,1.32
 FOTOCÓPIA,       -,       -,3.25,2.73,       -,       -,-0.73,0.81,0.18,       -,       -,       -,       -,0,1.29,-1.14,1.3
 ARTIGOS DE PAPELARIA,-1.9,-0.64,0.69,-1.22,-0.59,1.18,-2.13,0.18,0.56,0.71,1.43,1.12,0.62,1.35,0.79,0.55,-0.14
 CURSOS DIVERSOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,       -,0.0
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.51,       -,       -,1.51
 ATIVIDADES FÍSICAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 COMUNICAÇÃO,0.54,0.15,0.04,-0.09,-0.02,0.13,0.61,-0.01,0.04,0.54,0.11,0.06,0.13,-0.18,-0.01,-0.05,0.16
 COMUNICAÇÃO,0.54,0.15,0.04,-0.09,-0.02,0.13,0.61,-0.01,0.04,0.54,0.11,0.06,0.13,-0.18,-0.01,-0.05,0.16
 COMUNICAÇÃO,0.54,0.15,0.04,-0.09,-0.02,0.13,0.61,-0.01,0.04,0.54,0.11,0.06,0.13,-0.18,-0.01,-0.05,0.16
 CORREIO,1.49,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,1.24
 TELEFONE FIXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TELEFONE PÚBLICO,       -,0,0,       -,0.87,0,0,0,0,0,-0.13,0,0,0,0,       -,0.33
 TELEFONE CELULAR,0.96,0,0,0,0,0,1.06,0,0,1.06,0,0,0,0,0,0,0.24
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,1.82,-0.27,-1.5,-2.62,-2.15,-3.38,-0.44,-1.4,-1.43,0.37,-0.7,-2.82,-0.84,-3.48,-1.69,-2.17,-1.27
 TELEFONE COM INTERNET - PACOTE,0.83,0.83,0.83,0.83,0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.54
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
