"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ÓLEO DIESEL,       -,3.65,2.76,       -,2.05,       -,2.8,2.28,2.11,2.95,2.32,2.52,1.98,0.99,1.76,       -,2.45
 GÁS VEICULAR,-0.51,       -,       -,0.37,0.73,       -,       -,       -,1.05,       -,       -,1.04,       -,       -,       -,-0.17,0.06
 SAÚDE E CUIDADOS PESSOAIS,0.56,0.29,0.38,0.22,0.17,-0.6,0.22,1.02,0.59,-0.14,0.4,0.46,0.37,0.09,-0.07,0.3,0.27
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.21,-0.21,-0.21,0.07,-0.39,-1.97,0.3,0.73,0.24,-0.16,0.42,0.27,0.37,-0.12,-0.47,-0.75,-0.02
 PRODUTOS FARMACÊUTICOS,1.3,-0.21,-0.29,-0.11,-0.42,-2.07,0.24,0.68,0.1,-0.17,0.39,0.25,0.34,-0.04,-0.71,-0.77,-0.05
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.63,-0.62,-0.31,1.76,-2.64,-0.76,-0.13,-1.44,-2.9,1.63,-0.69,-0.69,1.73,0.36,0.2,-0.26,-0.88
 ANALGÉSICO E ANTITÉRMICO,0.5,0.05,0.4,0.84,-2.58,-2.91,0.87,0.67,0.28,-0.25,1.21,0.8,-0.41,0.44,-1.07,0.06,-0.53
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.14,0.19,-0.2,-1.61,2.19,-1.42,0.52,-0.76,-0.36,-0.39,1.6,-0.8,-0.65,0.01,-1.08,0.81,0.63
 ANTIGRIPAL E ANTITUSSÍGENO,1.77,1.16,-0.87,1.04,-0.96,-2.48,0.08,1.82,0.2,-0.55,0.22,-0.78,-0.92,-1.98,-0.56,-0.89,-0.17
 DERMATOLÓGICO,2.98,-0.45,-1.65,0.87,-0.78,       -,0.84,0.81,-0.15,0.28,-0.04,1.48,2.24,0.81,-0.55,0.28,0.01
 ANTIALÉRGICO E BRONCODILATADOR,1.32,-1.02,-0.55,0.28,-0.72,-2.93,-0.64,0.81,-0.56,-0.61,0.86,1.2,0.45,0.15,-0.12,-0.19,-0.33
 GASTROPROTETOR,1.38,-0.06,0.03,-0.02,1.75,-1.49,-0.02,0.54,-0.01,0.01,2.07,0.75,1.09,0.52,-1.43,0.13,0.6
 VITAMINA E FORTIFICANTE,0.5,-0.41,-1.29,-1.18,-0.19,-2.29,0.51,-0.11,2.2,0.45,0.24,0.67,1.01,-0.44,0.25,-0.08,0.08
 HORMÔNIO,2.42,-0.97,-1.49,-2.93,1.16,-3.48,0.07,0.75,-4.33,-0.12,-1.41,0.94,0.31,-0.04,-1.09,-4.82,-0.01
 PSICOTRÓPICO E ANOREXÍGENO,0.75,0.01,0.29,-0.09,0.95,-1.93,-0.24,0.99,1.76,-0.42,0.3,1.89,0.41,-0.04,-1.98,-0.88,0.43
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,1.83,-0.18,0.12,0.42,-2.45,-1.68,-0.35,1.61,2.4,-0.59,0.02,-1.21,-0.14,-0.04,0.17,-1.28,-0.39
 OFTALMOLÓGICO,1.97,-0.11,-0.37,-0.56,3.58,       -,0.37,2.67,0.39,-1.1,0,0.43,1.75,-0.04,-1.31,       -,1.18
 PRODUTOS ÓTICOS,-0.93,-0.22,1.37,1.47,-0.01,0.03,1.14,1.03,1.69,-0.01,0.81,0.49,0.68,-1.05,2.05,-0.42,0.46
 ARMAÇÃO DE ÓCULOS,       -,-0.89,       -,       -,0.35,       -,       -,0.49,-1.93,-1.06,       -,       -,       -,       -,       -,0.9,-0.13
 ÓCULOS SEM GRAU,-2.38,-1.71,1.23,2.11,-1.58,       -,2.04,1.74,2.27,-1.42,-0.12,0.09,-1.51,-2.7,0.19,       -,-0.19
 LENTES DE ÓCULOS E DE CONTATO,0.16,0.72,1.46,0.85,0.68,0.03,0.46,1.06,2.77,1.18,1.92,0.68,1.65,-0.23,2.49,-0.81,1.02
 SERVIÇOS DE SAÚDE,0.65,0.51,0.7,0.6,0.59,0.42,0.5,0.62,0.64,0.27,0.34,0.47,0.45,0.31,0.47,0.69,0.57
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.26,0.05,0.78,0.03,-0.37,-0.43,-0.2,0.25,0.51,0.2,0.19,-0.16,-0.73,-1.19,0.15,0.98,0.08
 MÉDICO,0.91,-0.36,0.16,0.34,-1.88,-0.75,0.44,0.57,0.89,-0.72,0,0,-1.39,-0.44,0.18,1,-0.25
 DENTISTA,-0.1,0.91,1.86,-0.39,0.22,0.07,-1.17,0.12,0.12,0.89,0,-0.55,-0.11,-1.57,0,0.93,0.45
 APARELHO ORTODÔNTICO,       -,0,       -,       -,0.25,       -,       -,       -,       -,-0.01,       -,       -,-0.24,       -,       -,       -,0.11
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.46,       -,       -,       -,       -,       -,2.46
 FISIOTERAPEUTA,-0.99,       -,       -,       -,0.71,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.4
 PSICÓLOGO,0,0.32,-0.75,0,-1.09,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,-0.58
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.36,-0.05,0.21,-0.24,0.96,0.35,0.11,0.24,0.71,-0.71,-0.59,0.05,0.45,0.57,-0.1,0.2,0.25
 EXAME DE LABORATÓRIO,0.79,-0.27,0.13,-0.02,       -,0.45,0.19,0,-0.16,-0.76,-2.01,-0.36,-0.65,0,-0.31,0.42,-0.21
 HOSPITALIZAÇÃO E CIRURGIA,0.15,0,0.32,-0.55,1.02,0.21,-0.09,0.88,0.64,-0.75,0,0.19,0,       -,0.09,0,0.34
 EXAME DE IMAGEM,0.46,0,0.01,-0.21,0.51,       -,0.18,0,1.58,-0.36,0.79,0,1.71,1.39,-0.22,0.54,0.35
 PLANO DE SAÚDE,0.73,0.78,0.76,0.77,0.77,0.7,0.73,0.77,0.68,0.73,0.77,0.77,0.75,0.8,0.68,0.74,0.75
 PLANO DE SAÚDE,0.73,0.78,0.76,0.77,0.77,0.7,0.73,0.77,0.68,0.73,0.77,0.77,0.75,0.8,0.68,0.74,0.75
 CUIDADOS PESSOAIS,-0.76,0.65,0.55,-0.36,-0.31,-0.29,-0.08,1.75,0.95,-0.89,0.46,0.71,0.22,0.05,-0.22,0.85,0.01
 HIGIENE PESSOAL,-0.76,0.65,0.55,-0.36,-0.31,-0.29,-0.08,1.75,0.95,-0.89,0.46,0.71,0.22,0.05,-0.22,0.85,0.01
 PRODUTO PARA CABELO,3.2,1.99,-0.26,0.31,0.05,1.58,2.96,0.36,3.11,0.73,0.83,0.31,3.61,-0.2,0.86,-1.96,1.08
 FRALDA DESCARTÁVEL,       -,0.1,-0.26,-1.15,       -,-1.01,-1.01,       -,-0.82,3.23,-1.87,       -,-2.05,1.13,-0.9,1.58,-0.2
 PRODUTO PARA BARBA,       -,0.41,       -,       -,       -,       -,-1.11,       -,       -,       -,       -,0.9,       -,       -,       -,       -,0.08
 PRODUTO PARA PELE,-2.41,-0.85,-0.29,-1.12,-0.87,1.96,-2.3,1.07,1.15,0.52,-0.3,1.29,-3.73,-4.32,0.07,-2.97,-0.6
 PRODUTO PARA HIGIENE BUCAL,1.66,1.99,3.42,-0.09,1.89,-1.36,-1.94,0.79,-0.11,-0.2,-0.12,0.26,1.66,-2.62,-1.12,0,1.15
 PRODUTO PARA UNHA,2.49,3.18,1.88,0.66,1.26,       -,2.48,1.51,3.67,       -,-0.61,       -,-1.86,0.22,3.2,       -,1.83
 PERFUME,-1.49,2.6,0.9,-0.43,-0.7,0.15,0.61,2.84,1.53,-1.61,1.76,1.92,1.91,1.94,-0.19,2.79,0.25
 DESODORANTE,1.02,-2.78,-2.48,1.53,2.68,-1.74,-0.02,-0.85,-0.81,0.15,-0.67,0.06,-1.33,-1.74,-1.61,-3.17,0.05
 ABSORVENTE HIGIÊNICO,       -,       -,       -,-0.33,       -,       -,-0.69,-0.03,       -,       -,       -,       -,       -,2.21,       -,0.71,-0.25
 SABONETE,0.55,-1.38,-0.2,1.49,1.94,0.22,-1.8,2.2,3.09,0.21,-0.46,-0.55,1.7,2.09,-0.52,0.09,0.76
 PAPEL HIGIÊNICO,-2.43,1.03,2.58,-0.56,0.26,0.87,-0.43,0.35,2.01,-2.13,1,-0.35,-2.05,1.65,-0.66,1.48,-0.03
 ARTIGOS DE MAQUIAGEM,-5.67,-8.91,-1.72,-3.66,-8.07,-10.58,-3.67,-1.2,-10.4,-7.9,-1.76,-4.49,-4.39,-7.84,-2.76,-5.76,-6.28
 DESPESAS PESSOAIS,0.05,-0.17,0.45,0.63,0.33,0.28,0.2,0.19,0.16,0.08,0.37,0.36,0.37,0.39,0.32,0.73,0.25
 SERVIÇOS PESSOAIS,0.2,-0.2,0.48,0.72,0.53,0.36,0.58,0.3,0.17,0.28,0.59,0.41,0.31,0.63,0.38,0.93,0.39
 SERVIÇOS PESSOAIS,0.2,-0.2,0.48,0.72,0.53,0.36,0.58,0.3,0.17,0.28,0.59,0.41,0.31,0.63,0.38,0.93,0.39
 COSTUREIRA,       -,       -,0.06,-0.72,       -,       -,-0.94,-2.92,0.86,-0.27,       -,       -,       -,0.72,0.74,-1.26,-0.31
 MANICURE,-0.81,-0.41,-1.66,1.15,-0.72,0,0.94,0,0,-0.17,0.07,-0.14,-1.3,0.69,-0.92,-1.58,-0.52
 CABELEIREIRO,0.02,-2.18,2.03,1.85,1.49,0.62,1.34,0.53,-0.39,0.25,1.63,0.93,1.18,1.55,1.02,3.56,0.86
 EMPREGADO DOMÉSTICO,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
 DEPILAÇÃO,       -,       -,0.99,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.15,       -,       -,       -,0.48
 DESPACHANTE,       -,-0.69,-1.6,       -,2.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.81
 SERVIÇO BANCÁRIO,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
 CONSELHO DE CLASSE,       -,       -,       -,0.09,       -,       -,       -,       -,       -,0.09,       -,       -,0.06,       -,       -,       -,0.09
" RECREAÇÃO, FUMO E FOTOGRAFIA",-0.21,-0.12,0.39,0.43,0,0.1,-0.44,0.02,0.13,-0.17,-0.17,0.26,0.52,0.02,0.16,0.35,0.01
 RECREAÇÃO,-0.26,-0.2,0.48,0.56,-0.01,0.1,-0.63,-0.03,0.1,-0.24,-0.11,0.32,0.65,0.01,0.14,0.48,-0.01
 CINEMA,0.6,-0.82,0,0,0.88,1.33,0.96,       -,0.51,0,-2.16,-2.33,0,       -,-0.92,-0.16,0.37
 CD E DVD,       -,       -,-0.52,-0.89,-1.28,0.63,-0.63,0.88,0.16,-0.24,       -,       -,0.65,0.01,0.14,-0.98,-0.6
 INGRESSO PARA JOGO,       -,       -,       -,0,       -,       -,-1.8,       -,1.5,       -,       -,       -,       -,       -,       -,       -,0.0
 CLUBE,0.27,0,0.04,       -,-0.24,       -,       -,       -,       -,-0.02,0,       -,0,0,       -,       -,-0.06
 INSTRUMENTO MUSICAL,-0.6,0.07,       -,       -,-0.36,       -,       -,       -,       -,       -,       -,0.2,-0.17,       -,       -,       -,-0.34
 TRATAMENTO DE ANIMAIS,0.67,-0.72,-0.07,0.35,-0.28,2.93,-0.7,0.06,-0.04,0.51,-0.49,2.09,-0.72,       -,       -,0.45,0.01
 BICICLETA,-0.77,       -,-0.82,1.08,2.75,-0.39,-0.35,-0.61,-0.55,-0.02,1,-0.76,-0.45,-2.42,0.33,-3.12,0.46
 ALIMENTO PARA ANIMAIS,0.12,-0.56,0.57,0.42,0.58,0.07,0.2,1.1,0.43,-2.86,-0.15,0.1,0.11,0.12,-1.18,0.76,-0.07
 BRINQUEDO,1.03,-0.49,-0.18,0.75,-0.91,-0.69,-3.41,-0.47,-1.02,-0.49,-0.61,1.33,2.17,0.06,1.98,2.01,-0.47
 LOCAÇÃO DE DVD,0,-0.2,0.48,0.56,1.23,0.1,-0.63,-0.03,0.1,-0.24,-0.11,0.32,       -,       -,0.14,0.48,0.39
 BOATE E DANCETERIA,0.75,1.65,1.3,0,0.99,-1.14,0.33,0,0,-1.81,0,0.34,0.35,0.37,0.36,1.91,0.67
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,1.8,       -,       -,       -,       -,       -,       -,       -,-2.92,       -,0.03
 HOTEL,-0.76,-0.12,0.33,1.81,-1.17,-0.48,0.07,-0.04,0.99,-0.06,-0.12,-1.09,2.7,1.61,0.85,-0.73,-0.21
 EXCURSÃO,-1.53,-1.86,1.79,-1.76,0.26,-0.28,0.11,0,       -,1.25,2.19,1.18,0.09,       -,       -,       -,-0.06
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,-0.86,1.06,2,0.23,0.56,1.56,3.04,1.6,1.65,1.7,-1.95,0.67,1.9,1.81,2.09,-0.14,0.77
 MÁQUINA FOTOGRÁFICA,1.54,1.89,2.1,3.09,0.56,1.79,3.04,0.78,-2.37,1.75,1.16,1.22,3.75,1.81,4.43,-0.14,1.11
 REVELAÇÃO E CÓPIA,-2.69,0,1.93,-1.91,       -,1.48,       -,2.97,3.78,1.66,-3.46,-0.03,0.35,       -,0.36,       -,0.18
 EDUCAÇÃO,0.08,-0.06,0.11,0.15,0.02,-0.01,0.14,-0.07,0.12,-0.06,0.12,-0.07,0.03,0.07,-0.16,-0.05,0.04
" CURSOS, LEITURA E PAPELARIA",0.08,-0.06,0.11,0.15,0.02,-0.01,0.14,-0.07,0.12,-0.06,0.12,-0.07,0.03,0.07,-0.16,-0.05,0.04
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0.25,0.27,0.35,0.09,0.94,0.24,-0.27,0.03,0.31,0.42,0.27,0.2,-0.12,0.42,0.1,0.32,0.43
 JORNAL DIÁRIO,0,0,0,       -,1.72,0,0,       -,       -,0,0,0,       -,       -,0,       -,0.73
 ASSINATURA DE JORNAL,1.7,0.56,0.25,0.84,       -,       -,       -,       -,       -,0,       -,0.25,       -,       -,       -,       -,0.79
 REVISTA,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
 LIVRO,-0.58,-0.84,0.28,-0.62,0.11,-0.08,-1.73,-0.57,0.07,0.67,0.22,0.14,-1.22,0.26,-0.3,0.19,-0.2
 PAPELARIA,0.64,-1.13,0.77,2,-1.25,-0.47,1.68,-0.86,0.95,-1.1,0.9,-1.21,0.35,0.36,-1.68,-1.48,-0.13
 CADERNO,0.28,-2.74,0.71,3.19,-3.33,-0.92,2.11,2.85,-0.85,-3.46,3.87,-2.73,-1.95,-0.59,-2.84,-2.59,-1.1
 FOTOCÓPIA,       -,       -,0.73,0.93,       -,       -,2.79,-1.76,-0.54,       -,       -,       -,       -,0,0.05,-1.72,0.19
 ARTIGOS DE PAPELARIA,0.94,0.26,0.81,1.95,0.17,-0.3,0.58,-2.85,2.75,0.29,-0.3,0.05,3.22,1.86,-1.35,-0.02,0.51
 CURSOS DIVERSOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.0
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,       -,0.0
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.24,       -,       -,0.24
 ATIVIDADES FÍSICAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 COMUNICAÇÃO,0.01,-0.03,-0.06,0.07,0.05,-0.04,0.07,-0.07,0.06,0.09,-0.03,-0.05,-0.01,-0.12,0.11,0.1,0.02
 COMUNICAÇÃO,0.01,-0.03,-0.06,0.07,0.05,-0.04,0.07,-0.07,0.06,0.09,-0.03,-0.05,-0.01,-0.12,0.11,0.1,0.02
 COMUNICAÇÃO,0.01,-0.03,-0.06,0.07,0.05,-0.04,0.07,-0.07,0.06,0.09,-0.03,-0.05,-0.01,-0.12,0.11,0.1,0.02
 CORREIO,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 TELEFONE FIXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TELEFONE PÚBLICO,       -,0,0,       -,-0.67,0,0,0,0,0,-0.12,0,0,0,0,       -,-0.28
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.54,-0.96,-0.94,1.02,3.01,-2.03,1.56,-1.11,1.18,3.61,-0.64,-2.16,-0.46,-1.54,2.1,1.45,0.73
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
