"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ETANOL,-2.69,-2.37,-3.31,-1.74,-3.5,-2.61,       -,-1.67,0.59,-2.77,4.7,-2.11,-0.73,-0.45,-1.55,-3.81,-2.7
 ÓLEO DIESEL,       -,-4.07,-4.13,       -,-3.88,       -,-0.3,-1.81,-4.54,-2.47,-3.55,-2.61,-3.75,-0.6,-3.68,       -,-3.45
 GÁS VEICULAR,4.49,       -,       -,0.94,2.05,       -,       -,       -,0.44,       -,       -,1.99,       -,       -,       -,1.23,3.25
 SAÚDE E CUIDADOS PESSOAIS,0.26,0.43,0.75,0.76,0.18,-0.5,-0.17,1.06,0.58,0.08,0.25,-0.22,0.53,0.47,0.34,1.32,0.32
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.16,0.22,-0.51,-0.44,-0.65,-1.2,-0.27,-0.53,0.09,0.57,0.03,-0.78,0.47,0,-0.74,-0.38,-0.28
 PRODUTOS FARMACÊUTICOS,-0.22,0.15,-0.5,-0.36,-0.79,-1.27,-0.13,-0.48,0,0.52,0.09,-0.78,0.57,-0.19,-0.74,-0.28,-0.33
 ANTI-INFECCIOSO E ANTIBIÓTICO,-1.67,-0.41,0.63,0.18,-2.39,-2.48,0.19,-0.36,0.63,-0.43,0,-0.38,-0.01,-0.62,-1.31,0.16,-0.84
 ANALGÉSICO E ANTITÉRMICO,1.52,-0.63,-0.5,0.52,-0.6,-1.26,-0.35,-0.54,-0.45,0.73,0.36,0.02,0.07,-0.51,-1.54,-0.69,-0.16
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.61,1.77,-1.4,1.22,-0.8,-0.92,-0.06,-1.29,-1.55,-0.18,-0.52,-0.08,0.33,-1.21,-2.4,-0.3,-0.51
 ANTIGRIPAL E ANTITUSSÍGENO,2.41,-0.72,-0.18,-2.63,-2.27,1.99,0.47,-0.34,0.57,-0.19,-0.46,0.16,-1.9,2.11,-2.99,-0.34,-0.57
 DERMATOLÓGICO,-0.25,0.2,0.77,-1.11,-1.42,       -,0.29,0.16,-0.14,-0.47,0.34,-0.23,-0.75,1.17,1.25,0.43,-0.35
 ANTIALÉRGICO E BRONCODILATADOR,-1.9,-0.73,0.46,0.65,-0.63,-1.31,1.04,-0.12,-1.41,1.2,0.06,-1.12,0.02,-1.42,0.62,0.01,-0.39
 GASTROPROTETOR,-2.59,-0.42,0.41,-0.47,0.49,-0.18,-0.31,0.28,-0.42,-1.01,-0.51,-0.41,2.81,0.28,0.22,0.21,-0.27
 VITAMINA E FORTIFICANTE,-0.23,0.82,0.29,0.36,1.31,0.55,-2.14,-0.92,-0.74,0.44,0.27,-0.79,-0.01,-0.6,0.39,-0.15,0.19
 HORMÔNIO,1.24,1.03,0.23,-0.86,-2.96,-2.58,0.62,0.51,-0.64,2.72,0.06,-0.39,-0.23,-0.19,1.38,-1.53,-0.52
 PSICOTRÓPICO E ANOREXÍGENO,-0.39,0.02,-0.36,0.08,0.11,-2.07,-0.52,0.89,-0.18,0.69,-0.55,-0.32,2.38,-0.19,-2.95,0.47,-0.07
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.77,0.18,-2.44,-1.38,0.12,-2.21,0.17,-1.27,2.1,0.49,0.86,-2.64,1.47,-0.19,-0.25,-0.32,-0.34
 OFTALMOLÓGICO,-0.55,0.22,0.59,-0.04,-0.77,       -,-0.16,-1.73,0.07,1.09,-0.11,1.41,0.17,-0.19,-1.15,       -,-0.18
 PRODUTOS ÓTICOS,1.25,1.13,-0.64,-1.07,1.34,0.19,-2.02,-0.8,1.08,1.33,-0.84,-0.71,-0.84,2.19,-0.78,-2.22,0.42
 ARMAÇÃO DE ÓCULOS,       -,-0.1,       -,       -,-0.23,       -,       -,-2.92,2.34,-1.28,       -,       -,       -,       -,       -,-0.15,-0.28
 ÓCULOS SEM GRAU,2.49,0.74,-0.53,-1.56,2.95,       -,-1.51,-1.35,1,1.29,-0.78,-0.22,-0.36,-2.74,-0.27,       -,0.7
 LENTES DE ÓCULOS E DE CONTATO,0.33,1.64,-0.7,-0.59,1.7,0.19,-2.4,-0.02,0.63,2.38,-0.9,-0.94,-1.04,4.63,-0.9,-2.82,0.46
 SERVIÇOS DE SAÚDE,0.7,0.61,0.57,0.83,0.76,0.71,0.68,0.66,0.52,0.57,0.46,0.5,0.54,0.81,0.66,0.61,0.68
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.07,0.39,0.28,1.13,0.55,0.74,0.24,0.15,-0.03,0.3,0.09,0.1,-0.37,1.58,0.51,0.57,0.34
 MÉDICO,0.42,0,0.22,1.04,1.21,0.47,0.22,0.25,-0.01,0.41,0.03,0,0,0.44,0.54,0.87,0.45
 DENTISTA,-0.9,1.45,0.46,0.38,-0.07,1.17,0.27,0.66,-0.05,0.05,0.16,0.37,-0.86,2.16,0.39,-0.15,0.09
 APARELHO ORTODÔNTICO,       -,0,       -,       -,0.46,       -,       -,       -,       -,0.83,       -,       -,0.19,       -,       -,       -,0.48
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.09,       -,       -,       -,       -,       -,0.09
 FISIOTERAPEUTA,0.86,       -,       -,       -,1.32,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.24
 PSICÓLOGO,0,0.64,-0.27,3.83,0.84,       -,       -,-3.57,       -,       -,       -,       -,       -,       -,       -,       -,0.55
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.48,0.16,0.28,0.45,0.82,0.25,0.57,0.82,0.56,0.4,0.06,-0.42,0.36,-1.38,0.51,-0.23,0.52
 EXAME DE LABORATÓRIO,1.88,0.2,0.55,-0.02,       -,-0.52,-0.21,1.92,-0.15,-0.08,0,-0.08,0.09,0,0.18,-0.59,0.23
 HOSPITALIZAÇÃO E CIRURGIA,2,0.09,0.07,0.39,0.89,1.43,2.16,0,0.68,0.46,0,0,0,       -,-0.01,0,0.62
 EXAME DE IMAGEM,-0.1,0.42,0.51,0.94,0.38,       -,0.58,0.37,0.84,0.39,0.37,-1.54,1.02,-3.32,1.44,-0.43,0.42
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 CUIDADOS PESSOAIS,-0.48,0.42,3.06,2.1,-0.5,-1.69,-0.8,3.15,1.36,-1.68,0.21,-0.88,0.58,0.51,1.24,4.2,0.34
 HIGIENE PESSOAL,-0.48,0.42,3.06,2.1,-0.5,-1.69,-0.8,3.15,1.36,-1.68,0.21,-0.88,0.58,0.51,1.24,4.2,0.34
 PRODUTO PARA CABELO,-1.61,-3.67,0.17,-1.6,-0.36,-1.44,0.55,-1.08,-5.54,-0.57,-1.59,2.08,0.59,3.28,-1.51,-0.84,-1.21
 FRALDA DESCARTÁVEL,       -,1.36,-0.67,1.13,       -,-0.61,2.66,       -,-1.16,-0.88,-0.85,       -,-2.5,0.42,-2.37,0.05,-0.19
 PRODUTO PARA BARBA,       -,-0.92,       -,       -,       -,       -,0.03,       -,       -,       -,       -,-2.08,       -,       -,       -,       -,-0.85
 PRODUTO PARA PELE,2.51,8.43,5.35,0.34,9.08,0.93,6.46,7.62,7.68,3.93,8.14,8.49,3.27,5.77,4.79,10.22,6.16
 PRODUTO PARA HIGIENE BUCAL,-1.5,-2.07,-0.64,1.32,2.12,1.87,0.74,0.44,-1.99,1.11,-0.18,-0.65,-0.97,0.34,-0.53,-1.48,0.24
 PRODUTO PARA UNHA,-2.67,-2.79,1.28,-2.54,-0.67,       -,3.04,-0.87,1.84,       -,-0.02,       -,0.46,-0.83,0.79,       -,-0.51
 PERFUME,-0.71,1.74,6.5,4.35,-4.58,-5.95,-4.14,4.9,5.17,-6.01,-1.09,-6.28,1.06,-0.98,1.87,7.37,-0.57
 DESODORANTE,-1.52,-1.93,-0.12,-1.87,1.1,-0.04,-1.15,0.74,1.66,-1.19,-1.75,-0.75,1.42,0.36,-1.3,2.83,-0.18
 ABSORVENTE HIGIÊNICO,       -,       -,       -,-0.27,       -,       -,-0.49,-0.64,       -,       -,       -,       -,       -,0.84,       -,0.94,-0.33
 SABONETE,0.28,-0.52,0.92,3.75,-0.68,2.88,1.59,0.98,-4.84,0.89,0.78,1.15,-1.06,-2.54,1.49,-0.16,0.06
 PAPEL HIGIÊNICO,2.04,0.42,0.86,1.35,0.64,0.66,0.35,-0.47,-0.63,-1.45,-0.71,1.66,-0.71,2.44,3.68,-1.36,0.49
 ARTIGOS DE MAQUIAGEM,-3.67,-2.15,2.55,2.98,-1.14,-3.46,2.2,5.43,-4.52,-6.62,-4.08,-3.25,1.4,-0.65,-0.64,6.35,-1.42
 DESPESAS PESSOAIS,0.19,0.33,0.31,0.31,0.22,0.14,0.22,0.12,0.28,0.55,0.62,1.08,0.29,0.02,0.13,0.51,0.29
 SERVIÇOS PESSOAIS,0.33,0.05,0.34,0.48,0.31,0.12,0.06,0.33,0.2,0.58,0.46,0.82,0.28,-0.1,0.03,0.56,0.31
 SERVIÇOS PESSOAIS,0.33,0.05,0.34,0.48,0.31,0.12,0.06,0.33,0.2,0.58,0.46,0.82,0.28,-0.1,0.03,0.56,0.31
 COSTUREIRA,       -,       -,-0.77,1.41,       -,       -,0.27,2.11,0.5,0.22,       -,       -,       -,-0.45,-0.35,-1.26,0.19
 MANICURE,1.26,0.67,-0.15,0,1.52,0.23,-0.93,-3.39,0,-0.17,0.88,0.14,1.44,0,-2.6,1.56,0.5
 CABELEIREIRO,0.2,-0.93,0.81,1.05,-0.15,-1.11,-0.23,1.43,-0.02,1.78,0.99,3.17,-0.23,-1.25,-0.15,1.06,0.3
 EMPREGADO DOMÉSTICO,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
 DEPILAÇÃO,       -,       -,-1.05,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.28,       -,       -,       -,-0.75
 DESPACHANTE,       -,-0.86,2.37,       -,1.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.02
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,       -,       -,0.09,       -,       -,       -,       -,       -,0.09,       -,       -,0.06,       -,       -,       -,0.09
" RECREAÇÃO, FUMO E FOTOGRAFIA",-0.05,0.71,0.25,-0.04,0.07,0.16,0.51,-0.25,0.44,0.52,1.01,1.61,0.31,0.21,0.4,0.4,0.25
 RECREAÇÃO,-0.03,1.04,0.33,-0.04,0.07,0.22,0.68,-0.38,0.58,0.64,1.59,2.04,0.39,0.26,0.58,0.59,0.34
 CINEMA,0.56,-0.34,2.56,0.53,1.15,0.22,-1.18,       -,0.87,1.69,3.99,-1.13,2.04,       -,0.94,0.91,1.03
 CD E DVD,       -,       -,1.55,1.41,0.14,2.33,0.68,-2.19,0.58,0.64,       -,       -,0.39,0.26,0.58,-0.44,0.58
 INGRESSO PARA JOGO,       -,       -,       -,0,       -,       -,0,       -,0.17,       -,       -,       -,       -,       -,       -,       -,0.08
 CLUBE,2.6,0,-1.21,       -,-1.41,       -,       -,       -,       -,1.28,2.92,       -,-0.3,0,       -,       -,-0.22
 INSTRUMENTO MUSICAL,0.03,4.57,       -,       -,2.4,       -,       -,       -,       -,       -,       -,0.72,1.92,       -,       -,       -,1.95
 TRATAMENTO DE ANIMAIS,1.69,1.51,-0.05,-1.86,1.3,1.9,-0.65,0.38,0.51,-1.2,1.09,1.24,1.71,       -,       -,-1.34,0.88
 BICICLETA,-1.86,       -,-0.21,1.34,0.94,-3.39,-0.06,-2.92,0.49,1.05,0.82,2.7,-0.27,-1.53,-0.05,2.12,0.17
 ALIMENTO PARA ANIMAIS,-0.32,0.86,0.36,-0.45,0.36,-0.33,0.19,-1.29,0.21,2.41,2.66,0.11,-0.95,-0.89,-0.02,-0.99,0.45
 BRINQUEDO,-0.74,-0.4,0.24,-0.01,0.08,-0.37,2.34,-1.76,0.83,-0.41,2.1,2.36,-0.03,0.56,1.81,2.43,0.17
 LOCAÇÃO DE DVD,0,1.04,0.33,-0.04,-0.24,0.22,0.68,-0.38,0.58,0.64,1.59,2.04,       -,       -,0.58,0.59,0.27
 BOATE E DANCETERIA,2.8,3.9,-0.62,3.32,-0.54,2.02,1.31,0,1.82,0,0,1.32,1.33,1.34,1.35,1.84,0.96
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,2.32,       -,       -,       -,       -,       -,       -,       -,-0.89,       -,1.14
 HOTEL,1.98,-2.37,0.85,-1.37,-2.2,-0.3,-0.35,0.21,0.57,-2.29,0.61,3.89,1.3,1.82,0.9,-2.92,-0.98
 EXCURSÃO,-1.43,2.92,0.92,-2.28,2.73,1.44,1.73,3.59,       -,3.99,3.12,4.26,0.02,       -,       -,       -,1.08
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,-1.95,0.6,0.45,-0.48,1.64,-0.91,-1.35,-0.07,0.34,1.49,0.22,0.84,0.54,2.17,-0.2,-2.16,0.48
 MÁQUINA FOTOGRÁFICA,-2.68,0.4,1.05,0.08,1.64,1.03,-1.35,0.55,1.01,1.53,0.66,2.06,1.56,2.17,-0.03,-2.16,0.86
 REVELAÇÃO E CÓPIA,-1.37,0.85,0,-0.91,       -,-1.52,       -,-1.09,0,1.45,0,-0.73,-0.34,       -,-0.33,       -,-0.17
 EDUCAÇÃO,0.27,0.11,0.14,0.24,0.25,0.07,0.01,0.33,0.22,0.15,-0.08,1.51,0.38,0.23,0.07,0.16,0.21
" CURSOS, LEITURA E PAPELARIA",0.27,0.11,0.14,0.24,0.25,0.07,0.01,0.33,0.22,0.15,-0.08,1.51,0.38,0.23,0.07,0.16,0.21
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0.64,0.72,0.26,0.57,3.01,0.27,0.78,0.85,1.64,0.21,0.25,9.79,0.54,2.48,0.51,1.65,1.45
 JORNAL DIÁRIO,0,0,0,       -,5.56,0,0,       -,       -,0,0,20,       -,       -,0,       -,3.01
 ASSINATURA DE JORNAL,2.24,0.56,0.5,1.12,       -,       -,       -,       -,       -,0,       -,0.08,       -,       -,       -,       -,1.03
 REVISTA,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
 LIVRO,1.36,2.95,-0.02,0.44,2.78,0.25,2.18,1.36,2.88,-0.3,0.33,3.63,0.74,4.99,0.91,2.34,1.67
 PAPELARIA,2.81,0.31,1.13,2.52,-0.58,0.38,-0.61,2.77,0.42,1.39,-1.06,0.54,2.78,0.89,0.14,0.81,0.68
 CADERNO,3.92,1.89,1.45,0.62,0.33,0.55,0.06,2.47,2.53,1.61,0.67,0.38,3.57,1.34,-1.46,1.71,1.39
 FOTOCÓPIA,       -,       -,0.88,4.12,       -,       -,-0.74,2.95,-2.1,       -,       -,       -,       -,-2.13,2.16,-0.38,0.82
 ARTIGOS DE PAPELARIA,1.91,-0.94,1,2.76,-1.18,0.31,-1.54,2.87,0.26,1.26,-1.8,0.67,1.84,2.44,0.77,0.94,0.16
 CURSOS DIVERSOS,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,0,0,0.0
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,       -,0.0
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.73,       -,       -,-0.73
 ATIVIDADES FÍSICAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 COMUNICAÇÃO,0.02,0.06,0.07,0.01,-0.03,-0.01,0.03,-0.03,-0.01,0,0.02,0.06,-0.14,-0.02,0.09,-0.11,0.01
 COMUNICAÇÃO,0.02,0.06,0.07,0.01,-0.03,-0.01,0.03,-0.03,-0.01,0,0.02,0.06,-0.14,-0.02,0.09,-0.11,0.01
 COMUNICAÇÃO,0.02,0.06,0.07,0.01,-0.03,-0.01,0.03,-0.03,-0.01,0,0.02,0.06,-0.14,-0.02,0.09,-0.11,0.01
 CORREIO,-1.31,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.03,       -,       -,       -,       -,-0.93
 TELEFONE FIXO,0.09,-0.01,0,0,-0.07,0,0,-0.01,0,0,0,0,-0.01,0,0.07,0,-0.01
 TELEFONE PÚBLICO,       -,0,0,       -,0,0,0,0,0,0,0,0,0,0,0,       -,0.0
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,1.32,1.9,1.15,0.12,-0.45,-0.59,0.61,-0.39,-0.14,0.16,0.64,1.12,-4.41,-0.26,1.55,-1.66,0.38
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
