"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MOTOCICLETA,1.38,-2.96,0.31,0.23,0.87,0.52,0.09,-2.39,-0.27,-0.12,0.61,2.13,-0.84,-0.76,0.49,0.67,0.04
 COMBUSTÍVEIS (VEÍCULOS),-1.84,0.69,-2.03,-2.53,-2.62,-1.52,-0.43,-3.15,1.58,-3.96,-1.56,-0.1,-3.26,-0.85,0.68,0.94,-1.8
 GASOLINA,-1.67,0.85,-1.92,-3.28,-0.64,-1.35,-0.37,-3.35,1.88,-3.2,-1.25,-0.08,-2.98,-0.86,1.07,0.97,-1.01
 ETANOL,-4.88,-0.8,-3,0.4,-7.21,-3.38,       -,-0.86,1.04,-7.03,-3.38,-0.57,-2.48,-0.47,-0.6,0.57,-5.48
 ÓLEO DIESEL,       -,-1.43,-2.64,       -,-1.09,       -,-1.16,-4.72,-1.2,-3.69,-2.64,-0.22,-5.48,-0.78,-3.14,       -,-2.39
 GÁS VEICULAR,-1.22,       -,       -,0,-2.09,       -,       -,       -,2.79,       -,       -,0.36,       -,       -,       -,0.36,-1.23
 SAÚDE E CUIDADOS PESSOAIS,0.16,0.11,0.15,-0.05,-0.07,0.14,0.13,-0.11,0.16,0.28,-0.1,0.34,0.48,0.16,0,0.45,0.07
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.12,0.1,-0.27,-0.2,-0.93,0.36,0.07,0.18,0.12,-0.19,-0.93,0.13,1.22,-0.82,-0.07,1.45,-0.28
 PRODUTOS FARMACÊUTICOS,0.06,0.06,-0.21,-0.15,-1,0.4,-0.12,0.34,0.19,-0.12,-0.91,0.16,1.31,-0.93,0.05,1.45,-0.29
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.21,-0.22,-1.46,-1.04,-0.94,0.15,-0.01,1.47,-0.3,0.56,2.67,-0.27,2.48,-1.78,0.08,1.47,-0.26
 ANALGÉSICO E ANTITÉRMICO,1.44,0.4,1.02,-1.07,0.73,-0.02,-0.32,-0.05,0.43,-0.31,-3.05,-0.12,1.43,-1.67,-0.17,0.98,0.31
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-1.25,-0.34,-0.01,1.42,0.24,1.08,0.63,0.3,1.17,1.2,-1.87,-1,1.92,-1.26,-0.45,1.16,0.12
 ANTIGRIPAL E ANTITUSSÍGENO,-0.63,-0.7,-0.07,1.17,-0.91,-0.61,0.65,0.26,-0.31,-0.77,-0.59,-1.77,1.87,-0.9,0.68,1.94,-0.39
 DERMATOLÓGICO,0.56,-0.09,-0.81,0.95,-1.84,       -,0,1.3,0.69,-0.23,-1.46,0.31,0.71,-1.17,0.03,1.4,-0.51
 ANTIALÉRGICO E BRONCODILATADOR,1.92,0.16,-0.07,0.63,-1.29,0,-0.26,-0.63,1.21,-1.18,-1.79,-0.71,0.68,-1.01,-0.35,2.04,-0.29
 GASTROPROTETOR,-0.97,0.49,0.07,0.47,-1.29,0.83,0.28,-0.38,0.24,-1.32,-1.5,0.72,-1.24,-0.11,0.23,1.29,-0.47
 VITAMINA E FORTIFICANTE,-0.55,-0.27,0.4,-0.99,0.53,1.35,-1.91,-0.47,-0.54,-0.29,-0.51,0.5,0.19,1.02,0.09,-0.35,-0.19
 HORMÔNIO,-0.78,0.4,-0.76,1.6,-3.38,1.69,-0.08,1.64,0.35,-0.92,-0.64,-0.24,1.99,-0.93,0.46,2.68,-1.16
 PSICOTRÓPICO E ANOREXÍGENO,1.66,0.07,-0.36,0.78,-1.16,-0.04,0.29,-0.05,1.05,-0.76,-0.34,-1.75,0.25,-0.93,0.21,1.78,-0.09
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.6,-0.03,-0.17,-2.06,-1.18,0.2,-0.18,1.16,-0.98,0.88,-0.13,2.29,1.92,-0.93,-0.2,1.43,-0.41
 OFTALMOLÓGICO,-1.27,0.01,0.35,-0.34,-1.56,       -,-0.04,0.32,0.99,-0.67,-0.33,1.11,-0.39,-0.93,0.7,       -,-0.53
 PRODUTOS ÓTICOS,1.49,0.66,-1.46,-0.57,0.19,-0.42,2.65,-0.69,-0.61,-1.42,-1.22,-0.3,0.07,0.39,-1.36,1.58,-0.1
 ARMAÇÃO DE ÓCULOS,       -,0.06,       -,       -,0.4,       -,       -,-1.3,0.08,-0.72,       -,       -,       -,       -,       -,-0.6,0.08
 ÓCULOS SEM GRAU,1.88,1.18,-2.67,0.17,1.98,       -,2.24,0.5,-1.97,-1.08,-1.43,-0.19,0.55,0.56,0.88,       -,0.35
 LENTES DE ÓCULOS E DE CONTATO,1.22,0.57,-0.73,-1.27,-1.17,-0.42,2.96,-0.75,0.01,-1.88,-0.97,-0.35,-0.14,0.31,-1.89,2.29,-0.42
 SERVIÇOS DE SAÚDE,0.25,0.27,0.17,0.23,0.15,0.14,0.14,0.31,0.24,0.68,0.15,0.23,0.22,0.47,0.21,0.28,0.23
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.05,0.33,-0.05,0.08,-0.64,-0.3,0,0.35,0.72,0.67,0.01,0.04,-0.54,1.16,0.33,0.06,-0.08
 MÉDICO,-0.44,0,0,-0.16,-0.5,-0.51,0,0.39,0,1.88,0,0,-0.94,0,0.37,-0.34,-0.02
 DENTISTA,-0.28,1.29,-0.38,0.16,-0.15,0.03,0,0.25,1.48,0.13,0,0.13,-0.15,1.75,0.17,1.01,0.05
 APARELHO ORTODÔNTICO,       -,0.23,       -,       -,-1.01,       -,       -,       -,       -,-0.13,       -,       -,-0.32,       -,       -,       -,-0.48
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.11,       -,       -,       -,       -,       -,0.11
 FISIOTERAPEUTA,0,       -,       -,       -,-1.44,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.17
 PSICÓLOGO,1.59,0,1.68,0.89,-1.9,       -,       -,0.82,       -,       -,       -,       -,       -,       -,       -,       -,-0.23
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.04,0.03,0.12,-0.2,0.55,-0.13,-0.84,0.41,-0.34,1.54,-0.02,0.19,0.74,0.04,-0.26,0.38,0.37
 EXAME DE LABORATÓRIO,-0.08,0.23,0.01,0.2,       -,0.16,-1.57,0.76,-1.49,2.92,0,0.32,0.68,0.07,0.08,-0.02,0.1
 HOSPITALIZAÇÃO E CIRURGIA,0.37,0,0.22,0,0.72,-0.57,0,0.21,0,1.64,0,-0.61,0,       -,-0.63,0.67,0.56
 EXAME DE IMAGEM,-0.62,-0.08,0,-0.73,-0.58,       -,0,0.23,-0.09,-0.27,-0.13,1.9,1.98,0,0,0.06,-0.14
 PLANO DE SAÚDE,0.32,0.31,0.31,0.29,0.29,0.35,0.32,0.29,0.16,0.32,0.29,0.31,0.32,0.28,0.29,0.29,0.3
 PLANO DE SAÚDE,0.32,0.31,0.31,0.29,0.29,0.35,0.32,0.29,0.16,0.32,0.29,0.31,0.32,0.28,0.29,0.29,0.3
 CUIDADOS PESSOAIS,-0.04,-0.18,0.71,-0.45,0.54,-0.18,0.18,-0.86,0.08,0.28,0.74,0.85,0.12,0.67,-0.14,-0.38,0.22
 HIGIENE PESSOAL,-0.04,-0.18,0.71,-0.45,0.54,-0.18,0.18,-0.86,0.08,0.28,0.74,0.85,0.12,0.67,-0.14,-0.38,0.22
 PRODUTO PARA CABELO,-0.1,-0.37,0.35,0.17,1.07,-1.22,2.82,-0.95,-0.36,0.29,1.93,0.65,-0.9,1.4,-2.13,1.86,0.44
 FRALDA DESCARTÁVEL,       -,0.32,-0.11,0.87,       -,-1.31,0.35,       -,0.14,0.44,1.19,       -,-0.79,0.18,2.94,0.58,0.27
 PRODUTO PARA BARBA,       -,-1.8,       -,       -,       -,       -,0.85,       -,       -,       -,       -,0.26,       -,       -,       -,       -,-0.8
 PRODUTO PARA PELE,0.47,0.71,0.67,0.72,-1.23,0.4,-1.63,0.74,0.69,-0.15,1.25,0.22,2.55,-0.44,0.38,-0.62,-0.04
 PRODUTO PARA HIGIENE BUCAL,2.98,0.72,-2.16,2.69,0.63,-1.07,0.86,-1.34,1.89,2.79,-1.36,-0.66,-1.1,0.81,0.62,1.05,0.69
 PRODUTO PARA UNHA,-1.26,-3.36,-1.55,-2.86,1.28,       -,0.85,-1.89,0.72,       -,0.74,       -,-1.01,3.24,3.69,       -,-0.31
 PERFUME,-0.69,-0.79,1.94,-0.86,0.79,-0.14,-0.17,-1.42,-0.02,-0.36,1,1.57,1.48,0.19,-0.92,-1.36,0.14
 DESODORANTE,-0.74,-1.84,-1.07,-1.05,1.77,1.9,1.02,-0.53,-3.46,0.35,1.81,1.02,-1.3,2.33,-0.81,-2.77,-0.09
 ABSORVENTE HIGIÊNICO,       -,       -,       -,-0.88,       -,       -,-0.98,2.22,       -,       -,       -,       -,       -,-0.87,       -,1.13,-0.06
 SABONETE,1,1.31,1.58,-0.53,2.28,1.25,-1.02,0.6,1.47,0.65,1.04,2.33,-2.85,-0.17,2.02,2.73,1.27
 PAPEL HIGIÊNICO,0.67,0.53,-0.01,0.23,-0.5,-0.61,1.84,1.42,1.51,0.7,0.45,0.38,-1.38,2.18,4.25,2.27,0.28
 ARTIGOS DE MAQUIAGEM,-1.95,1.65,2.84,-2.87,-0.57,-0.02,0.04,-2.82,-1.1,0.43,-2.67,-0.68,-1.3,0,0.32,-3.46,-0.36
 DESPESAS PESSOAIS,0.45,0.39,0.29,0.15,0.29,0.4,-0.07,0.65,0.26,0.29,0.34,0.74,0.09,-0.03,0.01,0.17,0.31
 SERVIÇOS PESSOAIS,0.69,0.42,0.22,0.31,0.37,0.39,-0.24,0.73,0.43,0.31,0.45,0.69,0.22,-0.04,0.05,0.07,0.38
 SERVIÇOS PESSOAIS,0.69,0.42,0.22,0.31,0.37,0.39,-0.24,0.73,0.43,0.31,0.45,0.69,0.22,-0.04,0.05,0.07,0.38
 COSTUREIRA,       -,       -,-0.08,1.59,       -,       -,0,0.21,0.57,-1.28,       -,       -,       -,-0.11,-1.46,-0.15,0.01
 MANICURE,0.91,1.1,0.18,-0.63,0.89,1.13,-1.75,0,0.15,0.8,1.78,1.35,-0.76,0,0.59,0.42,0.54
 CABELEIREIRO,1.51,0.04,-0.8,0.03,-0.71,-0.52,-1.56,1.68,0.33,-0.3,-0.07,1.23,-1.07,-1.66,-1.82,-1.14,-0.19
 EMPREGADO DOMÉSTICO,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
 DEPILAÇÃO,       -,       -,0.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.78,       -,       -,       -,1.2
 DESPACHANTE,       -,-0.07,-0.78,       -,2.52,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.83
 SERVIÇO BANCÁRIO,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
 CONSELHO DE CLASSE,       -,       -,       -,0.09,       -,       -,       -,       -,       -,0.09,       -,       -,0.06,       -,       -,       -,0.09
" RECREAÇÃO, FUMO E FOTOGRAFIA",0.06,0.35,0.43,-0.16,0.16,0.43,0.21,0.52,-0.09,0.27,0.07,0.85,-0.28,-0.02,-0.1,0.39,0.2
 RECREAÇÃO,0.05,0.47,0.65,-0.3,0.24,0.57,0.25,0.76,-0.16,0.32,0.25,1.05,-0.36,-0.03,-0.21,0.51,0.27
 CINEMA,-0.68,0.31,1.75,0,2.09,0.45,0.48,       -,0.53,-0.28,2.42,1.22,1.02,       -,-2.73,0.5,0.92
 CD E DVD,       -,       -,-0.54,-2.87,-2.2,-1.96,0.25,0.47,-0.1,0.23,       -,       -,-0.36,-0.03,-0.21,0.33,-1.08
 INGRESSO PARA JOGO,       -,       -,       -,0.96,       -,       -,-2.72,       -,-0.51,       -,       -,       -,       -,       -,       -,       -,-1.02
 CLUBE,0.47,0.01,0.79,       -,0.15,       -,       -,       -,       -,0.28,0,       -,6.47,0,       -,       -,0.37
 INSTRUMENTO MUSICAL,-1.16,0.18,       -,       -,1.7,       -,       -,       -,       -,       -,       -,2.43,0.78,       -,       -,       -,0.57
 TRATAMENTO DE ANIMAIS,-0.11,0.62,-0.13,2,-0.42,0.7,1.3,0.55,0.58,0.41,-2.64,-0.51,-3.2,       -,       -,1.41,-0.1
 BICICLETA,0.35,       -,0.52,-1.89,1.85,1.48,-0.41,0.52,-0.62,0.3,-1.97,0.34,0.01,-0.15,-2.9,-3.38,0.42
 ALIMENTO PARA ANIMAIS,0.37,1.46,0.08,-2.38,-0.29,0.52,-1.02,1.72,-1.95,0.44,-1.73,-0.07,-1.47,0.39,0.46,2.31,0.01
 BRINQUEDO,0.73,-0.09,0.02,-0.11,-0.44,2.7,1.5,1.16,-0.38,-0.53,1.28,2.31,0.27,0.62,-1.25,2.19,0.09
 LOCAÇÃO DE DVD,0.95,0.47,0.65,-0.3,-1.75,0,0.25,0.76,0,0.32,0.25,1.05,       -,       -,-0.21,0.51,-0.17
 BOATE E DANCETERIA,1.5,-0.27,-0.56,0,1.41,0,0.02,2.06,0,-1.6,0,0.03,0.04,0.06,0.05,-2.23,0.42
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,0.33,       -,       -,       -,       -,       -,       -,       -,2.44,       -,1.1
 HOTEL,-2.48,1.29,-0.51,-0.05,-0.04,-0.64,0.59,1.68,0.43,1.41,1.73,0.33,-2.8,-0.95,2.43,0.17,0.07
 EXCURSÃO,0.28,1.27,2.65,-1.1,2.06,1.24,1.29,1.16,       -,0.84,1.53,2.33,1.98,       -,       -,       -,1.25
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,1.56,2.06,-1.61,2.98,-0.21,-0.79,0.58,1.05,0.81,1.08,-1.84,1.82,-0.06,1.04,1.41,1.27,0.23
 MÁQUINA FOTOGRÁFICA,0.55,3.78,2.84,2.09,-0.21,-0.94,0.58,1.61,2.07,1.96,2.62,1.2,-0.14,1.04,3.42,1.27,0.95
 REVELAÇÃO E CÓPIA,2.35,0,-4.68,3.64,       -,-0.75,       -,0.21,0.22,0.3,-3.82,2.61,0,       -,0,       -,-0.93
 EDUCAÇÃO,-0.02,0,0.01,0.09,-0.13,0,-0.09,0.06,0.26,-0.98,0.21,0.12,0.07,0.03,-0.04,-0.02,-0.08
" CURSOS, LEITURA E PAPELARIA",-0.02,0,0.01,0.09,-0.13,0,-0.09,0.06,0.26,-0.98,0.21,0.12,0.07,0.03,-0.04,-0.02,-0.08
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0.01,0.47,0.15,0.53,-0.01,-0.04,0.31,0.46,1.4,-7.56,0.01,-0.08,-0.14,0.77,0.1,0.33,-0.24
 JORNAL DIÁRIO,0,0,0,       -,0,0,0,       -,       -,0.76,0,0,       -,       -,0,       -,0.03
 ASSINATURA DE JORNAL,0.12,1.33,0.34,0.44,       -,       -,       -,       -,       -,-50.17,       -,0.25,       -,       -,       -,       -,-5.14
 REVISTA,0,0,0,0.97,0,0,0.97,0.97,0.97,0,0,0,0,0.97,0.97,0.97,0.19
 LIVRO,0,0.79,0.4,0.22,-0.06,-0.14,-0.29,-0.11,1.84,2.13,0.04,-0.58,-0.37,0.53,-0.69,-0.02,0.29
 PAPELARIA,-0.4,-0.71,-0.11,0.58,-2.47,0.07,-1.15,0.11,1.29,-2.06,2.15,1.67,0.73,0.04,-0.5,-0.83,-0.69
 CADERNO,-2.4,-2.93,0.71,1.03,-2.18,-1.85,-1.87,0.4,2.98,-1.29,3.73,2.33,1.98,2.21,0.64,-0.18,-0.87
 FOTOCÓPIA,       -,       -,1.2,0.86,       -,       -,-2.79,-0.22,-2.86,       -,       -,       -,       -,-1.25,-1.7,-0.51,-0.75
 ARTIGOS DE PAPELARIA,1.28,1.18,-0.86,0.14,-2.66,0.85,0.8,0.18,2.21,-2.52,1.51,1.13,-0.73,-1.73,-1.05,-1.84,-0.55
 CURSOS DIVERSOS,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0.0
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,       -,0.0
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.67,       -,       -,-0.67
 ATIVIDADES FÍSICAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 COMUNICAÇÃO,-0.01,0,0.26,0.09,0.14,0.08,-0.03,0.18,-0.03,0,-0.04,0.03,0.03,-0.09,0.21,0.19,0.08
 COMUNICAÇÃO,-0.01,0,0.26,0.09,0.14,0.08,-0.03,0.18,-0.03,0,-0.04,0.03,0.03,-0.09,0.21,0.19,0.08
 COMUNICAÇÃO,-0.01,0,0.26,0.09,0.14,0.08,-0.03,0.18,-0.03,0,-0.04,0.03,0.03,-0.09,0.21,0.19,0.08
 CORREIO,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 TELEFONE FIXO,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
 TELEFONE PÚBLICO,       -,0,0,       -,1.71,0,0,0,0,0,-1.28,0,0,0,0,       -,0.55
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.43,-0.16,4.19,1.26,2.89,3.66,-0.72,2.73,-0.66,-0.09,1.77,1.39,1.07,-1.25,4.09,2.83,1.81
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
