"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.31,0.21,0.78,0.83,-0.39,-0.35,0.31,0.52,0.85,0.1,-1.45,-0.27,-1.41,0.54,0.03,0.73,0.0
 PRODUTOS FARMACÊUTICOS,-0.28,0.21,0.77,0.83,-0.33,-0.37,0.46,0.48,0.92,0.19,-1.55,-0.23,-1.41,0.59,-0.03,0.71,0.03
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.48,0.34,2.25,1.75,0.3,0.3,0.04,0.83,0.73,0.17,-2.72,1.27,-2.35,1.24,0.8,0.97,0.47
 ANALGÉSICO E ANTITÉRMICO,0.94,-0.18,-0.4,1.96,0.29,-0.04,0.46,0.97,1.23,0.01,-0.71,0.03,-1.05,2.33,0.23,0.7,0.3
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,1.21,0.47,1.7,-0.12,0.99,-0.45,0.05,0.78,-0.26,-2.29,-1.73,-0.51,-2.66,0.52,0.12,0.55,0.33
 ANTIGRIPAL E ANTITUSSÍGENO,-0.33,0.95,0.24,0.15,-1.82,-1.78,1.01,1.73,-0.52,0.08,-0.98,-0.85,-2.48,-1.05,-0.51,0.97,-0.5
 DERMATOLÓGICO,1.76,0.21,1,-0.9,0.43,       -,0.14,-0.22,1.3,0.4,0.7,-0.45,-1.28,-0.04,-0.23,0.66,0.54
 ANTIALÉRGICO E BRONCODILATADOR,-0.82,0.17,0.91,0.56,0.25,-0.5,0.36,-0.38,-0.1,2.07,-2.33,0.01,-1.09,1.11,-0.03,0.24,0.17
 GASTROPROTETOR,-0.72,-0.46,-0.49,0.4,-0.77,0.65,0.21,0.68,0.42,1.68,1.3,1.05,-0.68,0.74,-0.57,-0.03,-0.09
 VITAMINA E FORTIFICANTE,-0.35,-0.15,1.35,0.03,-0.52,-0.14,1.22,0.13,0.15,0.02,-2.03,-0.56,0.81,-1.9,-0.29,0.97,-0.08
 HORMÔNIO,-0.66,-0.53,0.83,0.76,2.42,-0.18,0.96,-0.01,0.55,0.89,-1.32,2.28,-1.96,0.59,-0.4,0.61,0.81
 PSICOTRÓPICO E ANOREXÍGENO,-0.95,0.54,1.11,0.38,-0.87,0.11,-0.62,0.99,-0.01,0.08,-2.14,1.22,0.04,0.59,-0.2,0.65,-0.15
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.55,0.65,0.51,1.92,-2.91,-1.1,0.5,-0.23,3.34,0.44,-2.62,-3.26,-2,0.59,0.41,1.12,-0.7
 OFTALMOLÓGICO,-1.51,-0.33,-0.14,0.43,1.17,       -,0.21,1.55,1.11,0.14,-0.89,0.65,-0.2,0.59,-0.24,       -,0.26
 PRODUTOS ÓTICOS,-1.12,0.22,0.96,0.85,-1.3,0.04,-1.65,0.7,0.06,-1.37,0.02,-0.87,-1.48,-0.09,0.71,1.04,-0.42
 ARMAÇÃO DE ÓCULOS,       -,-0.98,       -,       -,-1.68,       -,       -,-0.23,-0.45,-0.1,       -,       -,       -,       -,       -,-0.36,-1.21
 ÓCULOS SEM GRAU,-1.22,2.68,-0.83,-0.17,-3.45,       -,-2.66,-0.33,0.72,-3.41,-0.32,1.15,1.28,1.31,1.94,       -,-1.09
 LENTES DE ÓCULOS E DE CONTATO,-1.06,-0.65,2.07,1.82,0.5,0.04,-0.84,1.2,-0.17,-0.72,0.42,-1.83,-2.67,-0.76,0.42,1.5,0.21
 SERVIÇOS DE SAÚDE,1.01,0.77,0.79,1.03,0.79,0.94,0.8,0.87,0.66,0.86,0.54,0.73,0.69,1.11,0.72,0.63,0.83
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.61,0.6,0.42,1.08,-0.11,1.14,0,0.45,0.25,0.42,-0.04,0.04,-0.32,1.64,0.11,-0.47,0.26
 MÉDICO,0,1.21,0.66,0.63,0,0,0,0.55,0.38,1.28,-0.08,0,-0.66,0.92,0,-0.66,0.39
 DENTISTA,1.33,-0.19,0.14,2.37,0.04,3.04,0,0.34,0.12,-0.19,0,0.14,0,2.02,0.57,0,0.29
 APARELHO ORTODÔNTICO,       -,-0.19,       -,       -,0.06,       -,       -,       -,       -,0.57,       -,       -,0,       -,       -,       -,0.17
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.06,       -,       -,       -,       -,       -,-0.06
 FISIOTERAPEUTA,1.7,       -,       -,       -,-1.11,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.6
 PSICÓLOGO,0,0.65,0.14,-0.88,0,       -,       -,0.86,       -,       -,       -,       -,       -,       -,       -,       -,0.04
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.3,0.03,0.54,0.29,0.13,0.12,0.43,0.24,-0.36,0.98,0,0.33,0.03,0,-0.16,-0.27,0.32
 EXAME DE LABORATÓRIO,-0.61,-0.36,-0.06,-0.13,       -,-0.41,0.79,0.51,-0.55,1.82,0,-0.02,0.17,0,-0.4,-0.76,0.01
 HOSPITALIZAÇÃO E CIRURGIA,2.62,0.1,0.95,0.93,0.03,0.94,0.04,0.01,-0.29,0.86,0,0,0,       -,0,0,0.4
 EXAME DE IMAGEM,0,0.12,0.26,0.19,0.87,       -,0,0.14,-0.35,1.14,0,1.32,0,0,-0.22,-0.4,0.36
 PLANO DE SAÚDE,1.07,1.02,1.06,1.07,1.07,1.07,1.07,1.07,1.05,1.07,1.07,1.05,1.05,1.06,1.07,1.07,1.06
 PLANO DE SAÚDE,1.07,1.02,1.06,1.07,1.07,1.07,1.07,1.07,1.05,1.07,1.07,1.05,1.05,1.06,1.07,1.07,1.06
 CUIDADOS PESSOAIS,0.33,0.31,-1.02,-0.28,0.09,-0.14,0.03,-0.08,-0.25,-0.08,-0.72,0.11,-1.13,0.43,0.02,-0.77,-0.11
 HIGIENE PESSOAL,0.33,0.31,-1.02,-0.28,0.09,-0.14,0.03,-0.08,-0.25,-0.08,-0.72,0.11,-1.13,0.43,0.02,-0.77,-0.11
 PRODUTO PARA CABELO,-1.03,1.04,0.9,1.59,1.49,-2,-1.62,1.68,1.53,0.59,-1.26,-0.94,0.03,0.89,0.88,2.35,0.69
 FRALDA DESCARTÁVEL,       -,-1.09,-1,0.69,       -,1.01,3.21,       -,0.16,-2.81,1.3,       -,-2.76,-0.05,0.21,-0.43,-0.42
 PRODUTO PARA BARBA,       -,1.72,       -,       -,       -,       -,-0.96,       -,       -,       -,       -,-3.35,       -,       -,       -,       -,0.21
 PRODUTO PARA PELE,0.33,0.35,0.67,-0.21,0.28,-0.11,0.23,-0.56,0.45,0.81,-1.52,0.17,-1.66,0.84,0.37,0.81,0.25
 PRODUTO PARA HIGIENE BUCAL,1.7,2.28,-1.06,0.96,-1.72,0.25,-0.48,0.09,-0.02,0.64,0.8,1.17,1.88,2.04,0.73,0.01,-0.02
 PRODUTO PARA UNHA,1.02,3.54,-3.17,-0.59,2.14,       -,-1.88,-3.1,-1.93,       -,0.33,       -,0.29,1.06,1.18,       -,0.38
 PERFUME,-0.08,-0.63,-2.36,-0.98,-0.28,-0.29,-0.2,-0.39,-1.12,-0.59,-1.5,0.44,-2.08,0,-0.02,-2.04,-0.67
 DESODORANTE,1.83,-0.15,0.76,-2.23,-1.36,1.42,-0.17,0.05,1.82,1.68,1.43,-0.34,-0.68,1.49,-3.3,1.71,0.06
 ABSORVENTE HIGIÊNICO,       -,       -,       -,3.09,       -,       -,0.5,-0.07,       -,       -,       -,       -,       -,1.49,       -,-1.47,1.01
 SABONETE,-0.42,0.02,-0.47,-2.42,1.02,2.17,3,0.76,2.86,-1.69,1.51,2.14,0.75,2.11,-1.93,0.15,0.44
 PAPEL HIGIÊNICO,2.14,0.66,0.58,3.67,0.62,-1.18,3.6,0.77,0.34,1.19,-1.16,0.56,-2.57,-2.82,3.35,-0.47,0.92
 ARTIGOS DE MAQUIAGEM,-0.11,-1.62,-3.65,-0.97,-0.94,-0.39,-0.07,-0.29,-4.16,-2.51,-0.1,-1.44,-0.32,0,-1.7,0.2,-1.38
 DESPESAS PESSOAIS,-0.06,0.24,0.7,0.42,0.34,0.19,0.29,0.39,0.21,0.33,0.27,0.57,0.54,0.16,0.52,0.76,0.33
 SERVIÇOS PESSOAIS,0.03,0.64,0.9,0.53,0.41,0.29,0.16,0.5,0.22,0.59,0.4,0.64,0.64,0.62,0.67,1.03,0.46
 SERVIÇOS PESSOAIS,0.03,0.64,0.9,0.53,0.41,0.29,0.16,0.5,0.22,0.59,0.4,0.64,0.64,0.62,0.67,1.03,0.46
 COSTUREIRA,       -,       -,1.19,2.77,       -,       -,-1.75,1.85,-1.76,1.53,       -,       -,       -,2.1,2.23,0.97,0.64
 MANICURE,-1.8,-2.09,4.41,0.01,-0.52,0.91,-1.42,1.45,0,-0.33,0.46,0.79,0.47,-1.23,0,0.32,0.08
 CABELEIREIRO,-1.07,1.98,1.45,0.83,0.9,-0.48,0.48,0.36,-0.29,1.44,0.04,1.47,2.21,1.75,1.88,2.94,0.73
 EMPREGADO DOMÉSTICO,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
 DEPILAÇÃO,       -,       -,1.34,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.92,       -,       -,       -,0.6
 DESPACHANTE,       -,2.64,0,       -,-1.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.58
 SERVIÇO BANCÁRIO,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
 CONSELHO DE CLASSE,       -,       -,       -,0.09,       -,       -,       -,       -,       -,0.09,       -,       -,0.06,       -,       -,       -,0.09
" RECREAÇÃO, FUMO E FOTOGRAFIA",-0.21,-0.3,0.31,0.21,0.22,-0.06,0.51,0.21,0.18,0.01,-0.04,0.41,0.23,-0.55,0.14,0.24,0.1
 RECREAÇÃO,-0.27,-0.45,0.42,0.24,0.29,-0.09,0.68,0.29,0.23,0,-0.19,0.5,0.29,-0.72,0.15,0.3,0.12
 CINEMA,2.69,-0.63,0.49,1.19,0.75,-0.44,0.24,       -,0.98,1.13,1.32,0.53,0,       -,-0.9,0.56,1.02
 CD E DVD,       -,       -,0.98,0.91,-2.94,-1.61,-0.5,1.03,0.65,-0.49,       -,       -,-0.48,-2.89,2.07,-2.52,-0.89
 INGRESSO PARA JOGO,       -,       -,       -,0,       -,       -,4.16,       -,-0.83,       -,       -,       -,       -,       -,       -,       -,1.12
 CLUBE,0,0,0.1,       -,0.12,       -,       -,       -,       -,0,0,       -,0,0,       -,       -,0.07
 INSTRUMENTO MUSICAL,0.54,3.59,       -,       -,0.8,       -,       -,       -,       -,       -,       -,-0.72,1.04,       -,       -,       -,1.11
 TRATAMENTO DE ANIMAIS,1.68,1.39,0.4,-1.32,0.47,0.8,1.65,-0.46,0.14,-0.76,0.21,-0.24,2,       -,       -,-2.02,0.53
 BICICLETA,0.86,       -,0.38,0.17,0.18,-1.83,-0.03,3.23,1.5,-1.45,0.71,1.16,-2.43,-2.61,-0.16,0,0.19
 ALIMENTO PARA ANIMAIS,-1.69,-1.74,1.24,2.42,-0.95,0.91,-0.87,-0.18,1.95,1.46,0.61,0.74,2.27,-0.52,1.5,0.63,-0.23
 BRINQUEDO,0.2,-1.08,-0.28,1.73,2.21,0.37,2.99,1.35,-0.12,-0.03,-3.16,1.48,1.03,0.43,-1.33,1.3,0.94
 LOCAÇÃO DE DVD,0,-0.45,0.42,0.24,0.34,0,0.68,0.29,0,0,-0.19,0.5,       -,       -,0.15,0.3,0.14
 BOATE E DANCETERIA,1.82,-0.11,0.43,0,-0.59,0.39,0.76,1.9,0,-0.65,3.77,-0.5,0.77,0.78,0.79,2.8,0.07
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,0.12,       -,       -,       -,       -,       -,       -,       -,1.52,       -,0.63
 HOTEL,-1.18,-0.63,0.82,-0.78,-0.02,-0.56,-0.42,-1.76,-0.62,1.89,-0.88,-1.49,-1.26,-1.48,1.61,-0.79,0.0
 EXCURSÃO,-1.74,-1.66,0.78,-1.79,-1.1,-1.02,-1.4,-2.86,       -,-2.12,-2.63,1.66,-2.86,       -,       -,       -,-1.14
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,-0.38,0.78,0.33,0.94,1.48,1.36,-1.25,1.05,0.4,0.56,1.74,1.57,0.47,-0.56,0.95,1.79,0.82
 MÁQUINA FOTOGRÁFICA,1.36,-0.16,-1.96,2.26,1.48,2.14,-1.25,1.23,0.4,2,2.86,1.96,1.05,-0.56,2.34,1.79,0.94
 REVELAÇÃO E CÓPIA,-1.7,1.93,1.97,0,       -,1.1,       -,0.78,0.4,-0.69,1.25,1.09,0,       -,0,       -,0.62
 EDUCAÇÃO,-0.03,-0.05,0.13,-0.1,0.01,0.02,0.03,0.1,-0.22,0.28,0.02,-0.09,0.06,-0.05,0.24,0,0.02
" CURSOS, LEITURA E PAPELARIA",-0.03,-0.05,0.13,-0.1,0.01,0.02,0.03,0.1,-0.22,0.28,0.02,-0.09,0.06,-0.05,0.24,0,0.02
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0.07,0.12,0.37,0.11,-0.58,0.09,-0.14,0.17,-0.87,2.06,0.14,-0.02,-0.7,-0.44,0.36,-0.14,-0.02
 JORNAL DIÁRIO,0,0,0,       -,0,0,0,       -,       -,14.6,0,0,       -,       -,0,       -,0.46
 ASSINATURA DE JORNAL,0.12,0.99,1.72,0.44,       -,       -,       -,       -,       -,0,       -,1.1,       -,       -,       -,       -,0.77
 REVISTA,0,0,0,0.39,0,0,0.39,0.39,0.39,0,0,0,0,0.39,0.39,0.39,0.07
 LIVRO,0.3,-1.03,0.44,-0.25,-2.7,0.29,-1.01,-0.06,-2.1,-1.35,0.49,-0.69,-1.79,-1.38,0.54,-0.43,-0.92
 PAPELARIA,-0.74,-0.73,1,-1.46,1.13,0.15,0.38,0.94,-1.49,0.73,0.09,-1.06,1.03,-0.14,2.03,0.16,0.27
 CADERNO,-1.07,0.9,-2.23,-1.99,0.64,0.13,1.6,1.85,-2.42,2.92,-1.92,-1.54,0.34,-1.07,2.51,2.34,0.03
 FOTOCÓPIA,       -,       -,1.26,-1.86,       -,       -,1.46,1.03,1.12,       -,       -,       -,       -,0,0.44,0.14,0.62
 ARTIGOS DE PAPELARIA,-0.46,-2.07,2.84,-0.9,1.45,0.15,-2.01,0.15,-2.11,-0.53,0.93,-0.66,1.86,0.95,2.43,-2.11,0.4
 CURSOS DIVERSOS,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0.0
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,       -,0.0
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.63,       -,       -,-0.63
 ATIVIDADES FÍSICAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 COMUNICAÇÃO,0.05,0,-0.06,0.08,0.02,-0.01,0.03,-0.02,-0.04,-0.03,-0.1,0,0.03,0.03,0.06,-0.03,0.0
 COMUNICAÇÃO,0.05,0,-0.06,0.08,0.02,-0.01,0.03,-0.02,-0.04,-0.03,-0.1,0,0.03,0.03,0.06,-0.03,0.0
 COMUNICAÇÃO,0.05,0,-0.06,0.08,0.02,-0.01,0.03,-0.02,-0.04,-0.03,-0.1,0,0.03,0.03,0.06,-0.03,0.0
 CORREIO,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 TELEFONE FIXO,0.15,0.09,0.15,0.09,0.1,0.05,0.05,0.06,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.11
 TELEFONE PÚBLICO,       -,0,0,       -,0,0,0,0,0,0,-0.2,0,0,0,0,       -,-0.02
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.56,-0.53,-1.49,0.96,-0.19,-1.11,0.44,-0.44,-1.33,-2.31,-2.82,-0.94,0.19,0.18,0.74,-0.67,-0.63
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
