" VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2024",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ÔNIBUS INTERESTADUAL,-3.94,0.0,1.34,3.17,-3.23,-2.82,2.36,0.49,1.08,2.61,1.08,2.83,2.11,-4.61,-0.19,-1.88,-0.55
 PASSAGEM AÉREA,-7.74,-16.59,-19.25,-12.31,-4.35,-10.05,-17.02,-12.43,-14.15,-12.97,-23.75,-15.08,-12.1,-19.37,-8.67,-16.02,-10.71
 METRÔ,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
 TRANSPORTE ESCOLAR,0.0,0.0,0.51,4.74,4.07,1.05,0.0,0.0,7.6,5.26,0.0,4.04,1.61,0.0,0.0,0.24,3.11
 TRANSPORTE POR APLICATIVO,2.3,2.18,0.89,7.36,7.02,2.21,0.0,-0.68,5.26,0.0,3.09,-2.56,2.97,0.0,0.61,0.49,4.09
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36
 VEÍCULO PRÓPRIO,0.42,-0.06,0.09,-0.43,0.24,0.19,0.29,0.23,0.72,0.33,0.25,-0.26,-0.34,0.12,0.38,-0.21,0.2
 AUTOMÓVEL NOVO,0.24,-0.11,0.88,0.87,0.75,-0.25,0.18,0.36,1.26,0.47,-0.27,-0.53,1.25,0.91,-0.86,0.29,0.45
 EMPLACAMENTO E LICENÇA,-0.12,0.24,-0.16,-1.96,-0.02,0.82,-0.13,-0.12,0.39,-0.28,-0.72,-0.09,-0.12,-0.12,0.82,-0.1,-0.09
 SEGURO VOLUNTÁRIO DE VEÍCULO,0.51,-0.2,-3.34,-2.62,-1.21,-0.11,1.9,-0.64,3.48,-2.14,2.62,-0.07,-2.22,-0.71,-0.7,-2.44,-0.71
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,-1.12,0.7,-0.24,-0.07,0.1,0.42,-0.1,-0.53,0.85,0.42,0.0,0.57,-2.44,0.7,0.49,0.04
 ACESSÓRIOS E PEÇAS,-0.8,0.06,0.85,-0.51,0.69,1.41,-1.08,-1.57,-0.7,0.8,1.26,-1.1,0.12,-1.92,-1.03,0.78,0.24
 PNEU,0.0,-2.93,1.59,-0.77,1.4,-1.31,-2.66,0.45,0.3,3.11,0.58,-0.79,0.38,-0.55,1.02,-1.59,0.5
 CONSERTO DE AUTOMÓVEL,1.52,-0.35,0.85,-1.37,-0.34,0.82,3.31,1.53,-0.41,1.9,2.16,-0.48,-1.75,-0.85,0.88,-0.46,0.35
 ESTACIONAMENTO,0.0,-0.66,0.0,0.0,1.83,0.0,0.0,0.0,2.48,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.34
 PEDÁGIO,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.19
 AUTOMÓVEL USADO,1.22,0.14,-0.27,0.0,0.71,0.02,-1.34,0.29,0.52,-0.02,-0.09,0.04,-1.48,-0.09,0.95,-1.09,0.27
 PINTURA DE VEÍCULO,0.0,0.0,-0.73,-0.53,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46
 ALUGUEL DE VEÍCULO,5.37,0.0,0.0,0.0,0.0,0.0,3.04,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
 MOTOCICLETA,-0.34,1.17,0.12,0.34,0.48,1.21,1.25,-0.39,2.81,0.44,0.48,1.41,1.52,0.91,0.68,0.41,0.61
 COMBUSTÍVEIS (VEÍCULOS),2.49,3.41,2.43,2.24,1.87,5.33,1.79,0.89,3.71,5.19,2.36,3.13,3.58,1.48,5.1,10.16,2.93
 GASOLINA,2.97,3.54,2.49,2.25,1.36,5.69,1.85,1.04,3.88,5.03,2.24,3.33,3.66,1.46,5.55,10.45,2.93
 ETANOL,3.32,0.0,3.79,3.57,4.23,3.35,0.0,0.0,2.2,7.59,3.67,0.0,6.1,0.0,0.0,0.0,4.52
 ÓLEO DIESEL,0.66,-0.04,-0.88,-0.01,-0.64,-0.19,0.12,-0.03,3.02,0.41,0.21,-0.22,0.5,1.67,-0.52,2.72,0.14
 GÁS VEICULAR,0.44,0.0,0.0,0.0,0.0,0.0,0.0,-4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
 SAÚDE E CUIDADOS PESSOAIS,1.0,0.11,0.66,0.9,0.71,0.69,0.66,0.74,0.86,0.35,0.63,0.63,0.37,0.69,0.09,0.72,0.65
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.97,-0.8,0.4,0.48,0.59,0.69,0.75,0.94,1.09,-0.09,0.43,0.6,-0.74,0.77,-0.35,0.96,0.54
 PRODUTOS FARMACÊUTICOS,1.96,-1.05,0.28,0.44,0.44,0.5,0.35,1.34,1.16,0.16,0.4,0.41,-0.25,0.91,-0.55,1.1,0.48
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.7,-1.94,0.84,-0.01,-0.45,0.75,-2.94,3.16,-0.2,0.66,3.47,0.42,-1.01,1.91,-0.74,0.0,-0.02
 ANALGÉSICO E ANTITÉRMICO,2.54,-2.2,-0.94,0.01,1.33,0.05,-0.18,-0.33,0.81,0.39,-0.3,-1.63,-1.49,-0.32,0.8,2.05,0.34
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-1.0,-4.12,0.05,1.88,2.95,0.88,0.92,1.32,2.09,-1.69,0.67,1.68,-1.46,1.34,-2.72,1.65,0.29
 ANTIGRIPAL E ANTITUSSÍGENO,-0.24,-0.76,0.8,3.73,0.83,0.81,0.91,2.85,0.94,-0.58,-0.83,1.24,2.89,1.65,-0.66,0.11,0.55
 DERMATOLÓGICO,2.2,0.35,0.99,0.53,1.47,0.46,0.0,0.0,2.57,-0.09,0.0,0.19,1.03,0.33,-0.36,1.11,1.14
 ANTIALÉRGICO E BRONCODILATADOR,0.75,-3.2,-0.12,1.68,0.61,0.29,1.29,0.2,0.91,-2.1,0.3,-0.45,0.35,1.89,0.54,1.55,0.1
 GASTROPROTETOR,1.25,-0.76,0.7,0.22,1.61,0.0,1.27,1.23,1.44,-1.33,1.11,0.13,-0.33,0.93,-1.39,2.54,0.85
 VITAMINA E FORTIFICANTE,-1.73,-0.51,0.13,-2.97,-0.32,-0.71,-0.13,1.93,1.71,2.29,-0.42,-0.17,0.0,1.63,0.52,0.28,-0.05
 HORMONAL,-0.19,1.69,1.47,2.89,0.59,0.36,2.09,1.39,1.41,0.5,-0.23,1.55,-0.28,1.75,-0.98,1.25,0.93
 PSICOTRÓPICO E ANOREXÍGENO,4.88,-1.22,-0.3,1.44,0.19,1.01,1.1,1.17,0.63,0.29,0.37,1.57,0.27,2.98,0.13,1.51,0.65
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,4.51,-0.1,0.51,-0.31,-0.67,1.05,0.95,3.18,0.84,0.22,0.97,2.21,1.23,0.96,-1.24,0.67,0.84
 OFTALMOLÓGICO,1.66,-1.68,0.46,2.9,-0.83,1.01,0.24,2.6,1.3,0.0,-0.04,0.43,-0.04,0.0,-1.43,0.65,0.36
 ANTIDIABÉTICO,2.5,0.7,0.33,0.26,-0.91,1.57,3.04,-0.49,3.64,0.49,-0.05,-1.43,-1.95,1.22,-3.0,0.67,0.6
 NEUROLÓGICO,-1.99,-2.2,0.86,-2.19,0.73,0.07,-0.08,-0.09,-0.69,0.88,0.92,-0.15,-3.0,-0.41,-1.58,0.31,-0.22
 PRODUTOS ÓTICOS,2.18,3.36,2.37,1.03,2.35,3.04,3.44,-3.01,0.29,-4.22,1.48,4.25,-5.84,-3.27,1.48,-1.29,1.39
 ÓCULOS DE GRAU,2.18,3.36,2.37,1.03,2.35,3.04,3.44,-3.01,0.29,-4.22,1.48,4.25,-5.84,-3.27,1.48,-1.29,1.39
 SERVIÇOS DE SAÚDE,0.61,0.64,0.88,0.73,0.99,0.8,0.53,0.64,0.64,0.74,0.63,0.87,0.84,0.32,-0.13,0.94,0.81
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.17,0.74,0.62,0.53,2.0,0.74,0.31,0.35,0.18,0.75,0.63,1.81,1.62,0.0,-0.13,1.93,1.03
 MÉDICO,0.84,0.13,0.64,0.65,2.44,-0.74,0.0,0.0,0.32,0.23,-0.17,0.97,0.37,0.0,0.36,1.81,0.91
 DENTISTA,-0.42,1.38,0.56,0.29,1.94,1.47,1.1,1.25,0.02,1.24,1.8,2.38,2.82,0.0,-1.17,2.18,1.22
 APARELHO ORTODÔNTICO,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,2.21,0.0,0.0,0.0,0.88
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PSICÓLOGO,0.0,0.56,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.08,-0.1,2.09,0.71,0.78,0.97,0.02,0.27,0.65,0.59,0.17,-0.25,-0.28,0.0,-0.66,0.04,0.64
 EXAME DE LABORATÓRIO,-0.25,0.28,0.93,0.04,1.74,1.84,-0.75,0.09,0.64,0.41,0.07,-0.57,-1.6,0.0,0.08,0.0,0.61
 HOSPITALIZAÇÃO E CIRURGIA,0.0,-0.22,3.36,0.75,0.82,1.15,0.21,0.0,1.19,0.07,0.16,0.0,2.3,0.0,-3.59,-0.08,0.78
 EXAME DE IMAGEM,0.83,-0.06,0.2,1.28,-0.29,-0.49,0.32,0.61,0.12,2.17,0.28,-0.41,-0.56,0.0,1.46,0.31,0.28
 PLANO DE SAÚDE,0.77,0.74,0.75,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.77,0.74,0.69,0.77,0.77,0.77,0.76
 PLANO DE SAÚDE,0.77,0.74,0.75,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.77,0.74,0.69,0.77,0.77,0.77,0.76
 CUIDADOS PESSOAIS,0.59,0.25,0.58,1.42,0.33,0.39,0.67,0.68,0.97,0.4,0.84,0.1,0.74,0.78,0.46,0.24,0.54
 HIGIENE PESSOAL,0.59,0.25,0.58,1.42,0.33,0.39,0.67,0.68,0.97,0.4,0.84,0.1,0.74,0.78,0.46,0.24,0.54
 PRODUTO PARA CABELO,-1.16,0.81,0.59,-0.95,0.02,1.77,2.05,0.92,1.6,1.08,-0.12,-2.01,1.82,0.86,-1.1,1.28,0.37
 FRALDA DESCARTÁVEL,2.16,1.94,0.05,3.66,2.01,-0.85,2.01,-2.57,-0.3,-3.67,1.73,0.94,0.42,1.87,1.14,-0.36,0.76
 PRODUTO PARA BARBA,-1.21,-0.23,0.83,-1.15,0.37,0.06,-1.48,0.64,3.88,0.45,0.46,1.25,1.61,-0.18,2.07,1.07,0.42
 PRODUTO PARA PELE,-1.15,-1.42,-0.55,-1.58,-1.64,-1.77,-0.68,-0.88,0.73,-0.13,-1.13,1.25,0.85,1.62,-3.95,1.63,-1.03
 PRODUTO PARA HIGIENE BUCAL,-0.89,-1.91,-2.25,1.91,-1.61,0.21,-0.2,-1.63,0.02,-0.06,-0.73,-1.04,0.26,0.3,-3.27,-0.46,-1.08
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,2.79
 PERFUME,2.16,0.63,2.09,2.81,1.04,2.12,1.12,2.5,2.82,2.23,2.71,2.71,2.14,1.21,2.89,-0.02,1.79
 DESODORANTE,0.12,1.79,1.57,2.97,0.32,-0.55,-0.05,-1.4,0.17,1.27,0.3,-0.99,0.55,-0.63,-2.12,-0.8,0.53
 ABSORVENTE HIGIÊNICO,2.7,-1.6,2.18,-0.26,0.4,0.07,0.62,0.04,-2.84,-1.39,0.05,-1.22,2.2,-0.87,-2.61,-2.43,0.02
 SABONETE,0.05,0.51,0.76,1.1,0.84,-1.16,-2.5,0.17,-2.34,-1.35,0.04,-1.31,-0.35,-0.9,2.45,0.65,0.08
 PAPEL HIGIÊNICO,3.37,0.16,-1.08,0.88,1.0,0.29,1.64,-0.54,-1.6,-0.48,-0.86,-1.32,-3.61,0.12,-0.67,1.55,0.39
 ARTIGOS DE MAQUIAGEM,2.81,-2.37,0.89,0.44,1.93,0.71,1.49,0.83,0.42,1.74,2.14,-0.12,-2.97,0.96,0.44,0.33,1.03
 DESPESAS PESSOAIS,-0.2,0.09,0.73,-0.06,-0.14,-0.28,0.4,-0.2,-0.13,0.12,0.43,0.51,0.96,0.23,0.64,-0.07,0.05
 SERVIÇOS PESSOAIS,0.67,0.56,0.7,0.47,0.66,0.85,0.56,0.38,0.43,0.76,0.99,0.93,1.12,0.04,0.85,0.62,0.67
 SERVIÇOS PESSOAIS,0.67,0.56,0.7,0.47,0.66,0.85,0.56,0.38,0.43,0.76,0.99,0.93,1.12,0.04,0.85,0.62,0.67
 COSTUREIRA,0.0,0.0,0.0,0.52,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,-2.06,-0.55,2.5,-0.39
 MANICURE,1.18,-0.82,1.16,1.74,1.58,2.49,0.7,2.7,-1.24,0.62,1.88,3.16,2.15,0.0,3.26,0.45,1.16
 EMPREGADO DOMÉSTICO,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
 CABELEIREIRO E BARBEIRO,0.89,0.46,1.15,-0.16,1.06,1.86,0.26,-0.77,0.39,0.7,1.93,1.35,2.47,-1.8,0.6,0.12,0.85
 DEPILAÇÃO,0.0,0.0,2.24,0.0,0.32,-0.04,0.0,0.0,0.47,0.15,0.95,0.0,-2.81,0.0,0.0,1.25,0.57
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01
 DESPACHANTE,0.0,0.0,-0.66,0.0,-2.26,0.0,0.0,0.0,0.0,5.12,0.17,-1.16,0.0,0.0,0.0,0.0,-0.75
 SERVIÇO BANCÁRIO,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
 CONSELHO DE CLASSE,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.26,0.3,0.0,0.0,0.0,0.0,0.25
 SOBRANCELHA,1.05,1.95,-0.07,-1.35,0.01,2.54,0.0,-2.88,0.66,0.43,1.4,1.52,2.5,0.0,-0.1,2.17,0.48
 RECREAÇÃO E FUMO,-1.66,-0.6,0.77,-0.93,-1.41,-2.29,0.1,-1.12,-1.2,-0.69,-0.25,-0.37,0.64,0.6,0.14,-1.36,-0.92
 RECREAÇÃO,-1.96,-0.73,0.85,-1.07,-1.72,-2.42,0.11,-1.47,-1.3,-1.09,-0.29,-0.41,0.49,0.7,-0.07,-1.49,-1.12
 CLUBE,0.0,-0.1,0.68,0.0,-1.14,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,-2.25,0.0,0.0,2.01,0.0,-1.63,0.0,0.0,0.0,0.0,0.0,-0.6
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.36,-1.35,1.62,1.83,0.88,0.22,1.21,1.61,1.34,0.14,0.3,1.26,2.69,-0.51,0.69,1.94,0.63
 BICICLETA,0.0,1.4,0.31,-1.54,-0.86,-2.29,0.77,0.0,-3.35,-1.32,0.73,1.08,-1.45,1.9,-1.23,0.0,-0.78
 ALIMENTO PARA ANIMAIS,0.13,0.28,-1.06,-0.45,-3.64,0.37,-0.2,0.65,0.91,-0.34,1.5,-1.85,0.82,0.05,-1.33,2.5,-1.35
 BRINQUEDO,-0.41,-0.9,2.0,0.92,0.51,-0.5,-3.35,-1.64,-0.47,1.08,1.84,-1.59,2.93,1.51,0.33,-0.99,0.28
 CASA NOTURNA,1.34,0.0,0.53,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1.95
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,-0.82,0.0,0.0,-0.79
 HOSPEDAGEM,0.69,-1.21,2.26,0.8,-1.41,-1.2,0.77,-2.54,-3.38,-0.59,0.79,0.43,3.07,2.88,-0.44,2.55,-0.47
 PACOTE TURÍSTICO,-3.17,-2.7,2.14,-2.85,-1.9,-3.49,0.0,-1.82,-2.31,-1.1,-2.96,-2.4,-1.33,0.0,-3.45,-4.09,-1.75
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.3,-0.06,2.55,0.0,0.84,-1.81,0.0,0.51,0.6,0.13,-0.24,1.32,-0.71,0.0,0.0,0.0,0.6
" CINEMA, TEATRO E CONCERTOS",-7.9,-1.16,-2.16,-5.16,-5.19,-8.92,1.22,-5.2,-4.18,-6.01,2.49,-0.14,-3.82,0.0,1.85,-11.38,-4.47
 FUMO,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.95,0.0,2.42,0.0,0.0,1.56,0.0,1.69,0.87,0.47
 CIGARRO,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.95,0.0,2.42,0.0,0.0,1.56,0.0,1.69,0.87,0.47
 EDUCAÇÃO,5.28,3.54,5.36,4.62,5.44,2.82,5.35,5.46,5.95,4.42,3.95,5.65,5.76,4.06,3.9,4.64,4.98
" CURSOS, LEITURA E PAPELARIA",5.28,3.54,5.36,4.62,5.44,2.82,5.35,5.46,5.95,4.42,3.95,5.65,5.76,4.06,3.9,4.64,4.98
 CURSOS REGULARES,6.55,4.47,6.83,5.62,6.59,3.54,7.1,6.34,7.84,5.12,4.56,6.83,7.09,5.65,5.43,5.57,6.13
 CRECHE,5.34,5.26,6.76,7.7,7.08,1.3,0.0,3.36,0.0,6.79,11.49,6.04,9.86,7.3,0.0,6.16,6.03
 PRÉ-ESCOLA,7.07,7.15,7.18,8.47,8.15,6.26,7.56,9.34,10.19,8.37,10.38,7.2,9.04,0.0,6.32,7.62,8.05
 ENSINO FUNDAMENTAL,8.45,7.47,8.09,9.21,8.66,4.78,9.31,7.49,9.78,7.19,6.82,9.58,9.32,10.84,6.33,7.39,8.24
 ENSINO MÉDIO,7.35,8.82,7.64,9.33,8.95,8.24,9.51,6.61,9.45,7.91,9.49,7.96,9.06,9.17,6.74,7.03,8.51
 ENSINO SUPERIOR,3.8,2.18,6.08,0.25,4.52,1.23,5.53,5.11,4.69,2.16,0.27,5.3,4.0,4.33,4.78,2.77,3.81
 PÓS-GRADUAÇÃO,2.96,0.32,5.75,2.89,3.09,3.12,-2.54,3.9,0.84,2.19,3.98,0.21,5.91,2.76,2.37,-0.72,2.76
 EDUCAÇÃO DE JOVENS E ADULTOS,3.83,0.0,0.0,0.0,0.0,-0.98,0.0,2.45,0.0,1.8,0.0,0.0,0.0,2.23,4.72,0.0,2.23
 CURSO TÉCNICO,0.0,12.13,4.2,3.22,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,4.4,0.0,6.14
 LEITURA,0.9,0.56,2.19,-0.53,0.48,0.47,0.29,-0.07,0.68,1.74,0.4,-0.45,-0.38,-2.21,0.22,0.71,0.7
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REVISTA,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.28
 LIVRO DIDÁTICO,1.33,0.52,1.72,-0.76,0.16,-0.81,0.4,-0.07,0.38,0.9,0.4,-0.67,-0.35,-3.17,0.22,0.51,0.42
 LIVRO NÃO DIDÁTICO,0.52,1.25,4.23,0.95,1.5,3.56,0.0,0.0,2.21,4.34,0.0,0.0,-0.43,0.0,0.0,3.04,2.09
 PAPELARIA,1.24,-1.66,-0.82,0.56,1.53,-1.34,0.69,-0.22,-1.26,0.65,0.99,1.5,1.22,0.92,-2.32,1.72,0.21
 CADERNO,3.14,-1.43,0.83,0.98,3.36,-0.42,1.87,1.77,-2.34,1.38,1.9,2.42,4.75,2.6,-2.13,1.02,1.26
 ARTIGOS DE PAPELARIA,0.44,-1.8,-2.14,0.23,0.69,-1.61,-0.72,-1.64,-0.63,0.26,0.39,0.74,-0.45,-1.09,-2.49,2.19,-0.44
 CURSOS DIVERSOS,2.56,2.54,3.13,3.7,2.03,1.8,1.01,3.04,1.86,2.9,4.06,2.03,4.85,0.29,3.04,3.63,2.46
 CURSO PREPARATÓRIO,6.19,0.0,1.62,4.12,0.0,2.52,0.0,0.0,3.18,3.63,4.13,0.0,4.98,0.0,8.47,1.87,3.85
 CURSO DE IDIOMA,2.11,2.75,6.63,4.45,3.84,5.44,5.18,4.76,3.2,7.6,6.87,3.55,11.37,0.0,2.48,0.0,4.29
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,-0.85
 AUTOESCOLA,0.0,0.0,3.27,2.89,0.0,0.0,-2.45,0.0,0.41,1.06,0.0,0.0,-1.11,0.09,0.0,7.72,1.34
 ATIVIDADES FÍSICAS,1.45,2.44,1.91,3.3,0.21,-0.48,0.98,2.28,1.89,0.59,1.68,0.93,4.01,0.47,0.03,0.72,1.05
 COMUNICAÇÃO,1.73,1.48,1.07,1.06,1.84,1.59,1.62,1.53,1.4,1.31,1.65,1.38,1.35,1.23,1.38,0.45,1.56
 COMUNICAÇÃO,1.73,1.48,1.07,1.06,1.84,1.59,1.62,1.53,1.4,1.31,1.65,1.38,1.35,1.23,1.38,0.45,1.56
 COMUNICAÇÃO,1.73,1.48,1.07,1.06,1.84,1.59,1.62,1.53,1.4,1.31,1.65,1.38,1.35,1.23,1.38,0.45,1.56
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
 PLANO DE TELEFONIA MÓVEL,1.23,1.23,0.0,1.23,1.23,1.23,0.0,1.23,0.0,0.0,1.23,0.0,1.23,1.23,1.23,0.0,0.85
 TV POR ASSINATURA,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,-0.5,-1.18,-0.36,-0.94,0.03,-0.79,1.24,0.75,1.36,-0.24,0.07,1.68,-0.25,-1.3,0.79,-1.84,-0.15
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.4,3.29,3.29,3.29,3.29,3.4,3.29
