"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFECCIOSO E ANTIBIÓTICO,2.14,-1.1,-5.09,-4.86,-2.59,3.24,-2.22,-7.13,-5.47,-5.34,-0.35,0.23,-5.23,-0.04,-3.18,-4.25,-2.83
 ANALGÉSICO E ANTITÉRMICO,-0.78,-1.03,0.38,-2.77,2.05,0.08,-3.48,-2.02,-1.13,-0.47,2.94,2.07,-0.98,-2.39,-1.59,-1.6,0.14
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-2.43,-0.49,-3.64,-3.82,-0.36,-4.01,-2.53,0.66,-3.09,-0.38,1.2,-0.24,-2.81,-3.04,-1.53,0.28,-1.32
 ANTIGRIPAL E ANTITUSSÍGENO,1.08,-0.08,-0.94,-3.34,0.15,-3.24,-2.55,-6.26,-1.47,-2.6,0.31,0.95,-0.43,-2.49,-2.85,-9.3,-1.02
 DERMATOLÓGICO,0.99,-0.79,-0.29,-2.75,-0.23,-1.11,       -,0.34,0.84,-4.5,       -,-1.11,-3.38,-0.62,-0.8,-1.34,-0.66
 ANTIALÉRGICO E BRONCODILATADOR,0.13,-1.56,-3.17,-2.52,-1.02,0.07,-1.12,-1.69,-1.78,-5.88,-2.48,-0.41,-0.69,-0.41,-0.17,-1.7,-1.63
 GASTROPROTETOR,-2.89,-3.33,1.59,-3.29,-0.94,       -,-1.97,-1.22,-2.99,-3.87,2.11,-0.32,-1.21,-1.63,-1.2,-4.51,-1.4
 VITAMINA E FORTIFICANTE,-3.24,0.25,1.7,-3.2,-0.94,-2.25,-4.46,-3.46,-5.19,-1.94,1.92,-2.85,1.16,-1.94,-2.65,-3.42,-1.44
 HORMONAL,-3.21,-3.06,-0.06,1.04,-8.13,-0.28,-6.35,-2,-5.57,3.98,-0.07,1.99,-4.62,-2.34,-3.36,0.21,-3.43
 PSICOTRÓPICO E ANOREXÍGENO,-1.44,-0.45,0.2,-1.63,-1.17,0.46,-1.33,-3.6,-0.58,-3.69,0.97,1.28,-0.87,-1.68,2.19,2.7,-0.85
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.34,-1.14,-3.62,-3.37,-6.49,-0.92,-3.23,-6.36,-2.71,-6.02,-0.88,-0.41,-2.39,-1.19,-3.6,0.75,-3.44
 OFTALMOLÓGICO,-2.32,-2.41,1.93,0,0.18,0.08,-3.22,-3.16,-1.58,       -,0.76,0.24,-0.13,       -,-4.41,-3.33,-0.77
 ANTIDIABÉTICO,-3.76,-5.97,-0.27,-3.78,-4.09,-0.28,-1.06,-0.82,-3.7,-5.46,-3.61,-0.26,-1.04,-1.24,-6.89,2.49,-3.32
 NEUROLÓGICO,2.07,-2.93,-1.24,-0.07,-1.72,2.25,1.07,-0.01,-1.34,-0.81,1.53,1.96,-2.52,-3.42,0.66,-3.38,-0.51
 PRODUTOS ÓTICOS,0.58,0.7,0.66,-0.4,-2.24,-1.21,-1.83,-1.2,0.73,-4.42,-1.98,-2.24,-0.48,-0.27,0.38,-1.32,-1.2
 ÓCULOS DE GRAU,0.58,0.7,0.66,-0.4,-2.24,-1.21,-1.83,-1.2,0.73,-4.42,-1.98,-2.24,-0.48,-0.27,0.38,-1.32,-1.2
 SERVIÇOS DE SAÚDE,0.43,0.32,0.54,0.46,0.43,0.5,0.33,0.41,0.42,1.33,0.31,0.44,0.52,0.21,-0.16,0.46,0.47
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.08,-0.09,0.09,0.05,0,-0.03,0,-0.08,0.11,2.83,0.06,0.04,0.34,-0.07,-0.55,0.18,0.23
 MÉDICO,0,-0.61,0,0.07,0,-0.08,0,-0.09,0.19,3.31,0.12,0,0.67,0,0,0.27,0.24
 DENTISTA,0.17,0.44,0.19,0,0,-0.01,0,-0.06,0,2.35,0,0.08,0,-0.34,-1.75,0,0.25
 APARELHO ORTODÔNTICO,       -,       -,0.05,       -,       -,       -,       -,       -,       -,       -,0,       -,0.34,       -,       -,       -,0.06
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 PSICÓLOGO,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.3,-0.49,1.08,-0.08,-0.03,0.55,0.01,0.02,-0.24,0.97,-0.3,-0.63,0.58,0,-0.09,-0.04,0.1
 EXAME DE LABORATÓRIO,-0.6,-0.38,0.97,-0.7,-0.68,0,0,0.02,-0.04,-0.78,0.47,0,-0.93,0,0,-0.18,-0.17
 HOSPITALIZAÇÃO E CIRURGIA,-0.31,-0.8,1.54,0.48,0.16,0.73,0,0,0.23,1.53,-0.19,-1.39,0,       -,-0.27,0,0.24
 EXAME DE IMAGEM,0.04,0.21,0.18,0.1,-0.44,0.01,0.03,0.03,-0.88,1.36,-1.12,0,1.61,0,0,0,-0.06
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.6
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.6
 CUIDADOS PESSOAIS,0.3,0.09,-1.01,0.16,0.51,-0.08,0.54,1.16,0.45,-0.88,0.42,-0.1,-0.15,-1.05,-0.97,2.13,0.14
 HIGIENE PESSOAL,0.3,0.09,-1.01,0.16,0.51,-0.08,0.54,1.16,0.45,-0.88,0.42,-0.1,-0.15,-1.05,-0.97,2.13,0.14
 PRODUTO PARA CABELO,1.15,0.67,-0.66,-0.91,1.41,2.24,2.31,0.88,-0.86,-0.2,0.86,0.07,0.54,-0.06,-2.69,2.19,0.58
 FRALDA DESCARTÁVEL,0.18,0.48,-2.57,-1.36,2.7,-1.19,-1.52,-2.82,-2.07,0.07,0.35,0.26,0.59,0.15,-1.17,0.89,-0.04
 PRODUTO PARA BARBA,-2.76,0.48,-2.99,-1.69,-1.28,1.03,2.16,-2.64,1.06,-2.56,-0.57,1.22,-0.2,0.78,0.85,3.3,-0.89
 PRODUTO PARA PELE,-1.62,-2.95,-3.8,-1.78,-4.01,-3.44,-2.41,-0.87,-0.38,-2.83,-3.67,-3.99,-4.19,-2.86,-3.1,-0.43,-3.04
 PRODUTO PARA HIGIENE BUCAL,-2.31,-0.48,-3.12,1.99,-1.05,-2.48,2.89,0.72,-1.22,0.68,0.96,0.18,-2.11,-1.23,-0.11,2.74,-0.66
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,1.52,       -,       -,       -,       -,       -,       -,-3.84,       -,       -,0.8
 PERFUME,0.42,0.74,0.49,0.64,0.74,0.73,0.64,3,2.29,-0.03,1.18,0.54,-0.19,-0.6,-0.28,2.46,0.88
 DESODORANTE,1.34,0.97,-1.17,-0.07,1.88,1.76,1.69,0.19,1.46,-2.22,2.97,1.62,2.96,-1.4,-0.94,4.62,0.97
 ABSORVENTE HIGIÊNICO,-0.95,-1.61,-1.09,0.54,1.61,-2.16,2.51,2.86,1.2,-0.91,1.63,0.97,1.99,-1.87,-1.2,0.32,0.58
 SABONETE,1.47,-0.11,2.02,2.33,0.84,1.77,0.1,0.25,0.67,-0.86,2.47,-1.21,1.61,-2.39,-1.16,2.81,0.84
 PAPEL HIGIÊNICO,1.55,1.56,1.45,1.61,2.66,2.76,2.16,2.28,-0.09,-1.22,1.63,-1.55,-0.89,-0.58,-0.97,1.57,1.54
 ARTIGOS DE MAQUIAGEM,-2.52,-2.02,-2,-0.2,-0.46,-2.47,-3.84,-0.58,-3.72,-3.05,-4.64,-2.17,-2.11,-3.3,1.56,-1.8,-2.01
 DESPESAS PESSOAIS,-0.21,-0.24,-0.15,-0.45,-0.09,-0.22,0.01,-0.07,-0.01,-0.17,-0.14,-0.15,-0.16,-0.04,0.04,0,-0.14
 SERVIÇOS PESSOAIS,0.21,-0.08,0.18,0.14,0.26,0.23,0.02,0.27,0.21,0.21,0.02,0.19,0.14,0.06,0.19,0.22,0.19
 SERVIÇOS PESSOAIS,0.21,-0.08,0.18,0.14,0.26,0.23,0.02,0.27,0.21,0.21,0.02,0.19,0.14,0.06,0.19,0.22,0.19
 COSTUREIRA,       -,       -,       -,-0.97,       -,       -,-0.51,       -,       -,       -,       -,       -,       -,-0.44,-0.89,-0.36,-0.68
 MANICURE,0,0.11,-0.12,0,1.24,0,-1.73,0,0,-0.58,0.4,0.25,0.8,0,0,0.66,0.38
 EMPREGADO DOMÉSTICO,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
 CABELEIREIRO E BARBEIRO,0.04,-1.62,0.02,-0.1,-0.18,0,-0.38,0.29,0,0.08,-1.12,0.04,-1.12,-0.64,0.11,-0.11,-0.26
 DEPILAÇÃO,       -,       -,-0.28,       -,0,0,       -,       -,0,1.03,1.63,       -,0,       -,       -,0,0.17
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,2.71,0,0,       -,0.2
 DESPACHANTE,       -,       -,0,       -,0.43,       -,       -,       -,       -,0.49,-1.13,-2.03,       -,       -,       -,       -,0.26
 SERVIÇO BANCÁRIO,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
 CONSELHO DE CLASSE,       -,0.11,       -,       -,0.12,0.16,       -,       -,       -,       -,0.22,0.16,       -,       -,       -,       -,0.13
 SOBRANCELHA,-1.07,-1.72,-0.39,-1.27,-0.32,0,       -,0,0,0,-1.3,-0.57,1.79,0,0,0,-0.46
 RECREAÇÃO E FUMO,-1,-0.48,-0.69,-1.49,-0.7,-1.14,0.01,-0.64,-0.44,-0.68,-0.34,-0.93,-0.73,-0.27,-0.32,-0.4,-0.69
 RECREAÇÃO,-1.2,-0.6,-0.78,-1.72,-0.82,-1.21,0.01,-0.74,-0.48,-0.78,-0.4,-1.04,-0.86,-0.31,-0.36,-0.42,-0.8
 CLUBE,       -,0.28,0,       -,6.57,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.64
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-2.37,       -,       -,-2.25,       -,-2.45,       -,       -,-2.36,       -,       -,-2.37
 TRATAMENTO DE ANIMAIS (CLÍNICA),-1.39,-0.85,-0.3,-3.16,-2.42,0.55,1.99,0.36,1.73,0,1.29,-1.85,-0.24,-0.59,-0.19,-0.22,-0.99
 BICICLETA,       -,-1.26,0.29,1.11,-0.71,0.76,-1.25,       -,-0.46,-0.24,-0.9,2.44,0.53,-1.24,-1.23,       -,-0.36
 ALIMENTO PARA ANIMAIS,-0.86,0.31,-1.21,-0.56,1.87,2.46,0.64,-2.92,-1.63,3.43,-1.61,-3.64,-0.37,-0.41,2.28,-1.04,0.65
 BRINQUEDO,-1.23,-3.52,-2.04,-3.92,-2.1,-1.95,0.93,-1.03,-4.41,-4.19,-2.81,-2.9,-2.2,-0.14,-5.47,-2.55,-2.54
 CASA NOTURNA,0,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2,       -,       -,2,       -,       -,2.0
 HOSPEDAGEM,-5.06,-1,-2.15,-4.73,-2.54,-4.2,-4.82,-3.97,-0.42,-3.26,0.51,-2.24,-4.53,-0.02,-1.55,-0.85,-2.58
 PACOTE TURÍSTICO,-0.11,-2.13,-0.49,-3.26,-2.6,-1.91,       -,0,0,-0.69,-1.09,0,-2.39,       -,-0.36,-2,-1.66
 SERVIÇO DE HIGIENE PARA ANIMAIS,-1.58,0.27,0.77,       -,-0.14,-0.81,       -,-0.77,0.84,1.13,-2.25,-2.07,1.86,       -,       -,       -,-0.05
" CINEMA, TEATRO E CONCERTOS",-0.05,0.66,0,0,0,0,-0.48,0,0,0,0,0,0,0,0,0,0.02
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,-0.04,-0.01,-0.16,-0.05,0.03,0.09,0.08,-0.05,-0.14,0.19,-0.03,0.08,-0.1,-0.05,-0.25,-0.03,0.0
" CURSOS, LEITURA E PAPELARIA",-0.04,-0.01,-0.16,-0.05,0.03,0.09,0.08,-0.05,-0.14,0.19,-0.03,0.08,-0.1,-0.05,-0.25,-0.03,0.0
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,-0.22,0.23,-0.71,-0.45,-0.34,0.25,0.72,-0.33,-0.72,1.76,-0.49,0.35,-0.64,-0.5,-0.35,-0.03,-0.15
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0.36,-0.58,-0.64,-0.46,-0.18,-0.11,0.94,-0.33,-0.59,1.17,-0.49,0.47,0.36,-0.65,-0.35,-0.11,-0.15
 LIVRO NÃO DIDÁTICO,-2.94,1.22,-0.99,-0.36,-1.06,1.24,       -,       -,-1.43,3.92,       -,       -,-2.69,       -,       -,0.84,-0.26
 PAPELARIA,-1.09,-1.35,-2.79,1.37,3.37,4.12,-0.6,-0.81,-2.46,-1.35,0.9,2.13,-0.42,-0.24,-3.93,-1.29,0.09
 CADERNO,0.02,-4.95,-4.14,1.78,1.08,4.16,-2.42,-3.25,-0.16,-2.32,-2.23,1.09,-3.1,-1.61,-2.86,-4.12,-1.6
 ARTIGOS DE PAPELARIA,-1.51,1.23,-1.82,1.1,4.38,4.11,1.41,1.11,-3.98,-0.84,2.88,2.98,0.96,1.12,-4.85,0.7,1.1
 CURSOS DIVERSOS,0,0.04,0.03,-0.36,0.05,0,0.55,0,0,0.55,0,0.08,-0.14,-0.01,-0.01,-0.11,0.07
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 AUTOESCOLA,       -,       -,-0.53,-3.11,       -,       -,1.31,       -,0,1.34,       -,       -,1.14,0.41,       -,-0.45,0.26
 ATIVIDADES FÍSICAS,0,0.05,0.23,0,0.1,0,0,0,0,0.7,0,0.14,-0.84,-0.26,-0.05,0.03,0.11
 COMUNICAÇÃO,-0.51,-0.42,-0.33,0.01,-0.14,0.27,-0.29,-0.49,-0.28,0.24,-0.14,-0.12,-0.55,-0.62,0.3,0.08,-0.2
 COMUNICAÇÃO,-0.51,-0.42,-0.33,0.01,-0.14,0.27,-0.29,-0.49,-0.28,0.24,-0.14,-0.12,-0.55,-0.62,0.3,0.08,-0.2
 COMUNICAÇÃO,-0.51,-0.42,-0.33,0.01,-0.14,0.27,-0.29,-0.49,-0.28,0.24,-0.14,-0.12,-0.55,-0.62,0.3,0.08,-0.2
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-2.63,-2.68,-1.9,0.05,-1,1.25,-1.05,-1.84,-1.38,1.22,-0.85,-0.91,-2.81,-2.58,0.82,0.34,-1.13
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
