"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 METRÔ,0.0,0.0,0.0,0.0,2.09,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74
 TRANSPORTE ESCOLAR,0.0,0.0,1.93,0.44,1.77,1.15,0.0,0.0,0.0,1.4,0.0,0.0,1.97,0.0,0.0,0.0,1.37
 TRANSPORTE POR APLICATIVO,0.6,0.21,0.95,-0.8,-2.89,-0.66,0.0,-0.04,0.96,0.0,1.99,0.16,0.13,0.0,0.94,1.15,-0.54
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03
 VEÍCULO PRÓPRIO,0.47,0.75,0.05,0.09,0.19,-0.48,0.0,0.56,0.15,0.32,0.24,0.41,-0.24,0.4,0.52,0.49,0.24
 AUTOMÓVEL NOVO,-0.06,1.46,0.35,0.14,0.47,-0.49,1.38,0.27,-0.2,1.25,0.93,1.35,0.08,1.78,1.65,1.42,0.58
 EMPLACAMENTO E LICENÇA,0.31,0.36,0.31,0.27,0.3,0.25,0.25,0.3,0.25,0.35,0.32,0.31,0.2,0.28,0.25,0.23,0.3
 SEGURO VOLUNTÁRIO DE VEÍCULO,4.22,1.43,0.6,1.84,0.12,-2.72,1.74,-2.64,-1.19,3.72,0.87,-0.66,-5.34,-0.07,0.52,-3.0,0.53
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,1.3,-0.02,1.39,0.43,1.3,2.78,0.69,-0.05,1.15,-0.53,0.0,-0.89,0.5,-0.26,-0.75,0.6
 ACESSÓRIOS E PEÇAS,-0.48,0.72,2.53,-1.76,-1.78,1.72,-1.62,1.6,0.76,-0.26,-0.09,0.79,-1.07,0.48,0.92,1.22,-0.12
 PNEU,0.0,-0.21,-1.1,0.7,1.84,0.49,0.24,3.04,-1.14,1.34,0.6,1.05,1.62,-0.95,0.13,1.26,0.73
 CONSERTO DE AUTOMÓVEL,-1.31,1.62,-0.68,-0.38,0.24,-1.13,-0.73,1.35,0.28,-0.08,-0.19,0.37,0.24,-0.95,0.94,0.82,0.05
 ESTACIONAMENTO,0.0,0.93,0.0,0.0,-1.13,0.0,0.0,0.0,-0.74,-2.01,0.0,0.0,0.0,0.0,0.0,0.0,-1.03
 PEDÁGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,1.11,0.0,0.0,0.0,0.0,0.1
 AUTOMÓVEL USADO,0.95,-0.27,-0.47,0.0,-0.72,0.83,-1.72,0.89,0.24,-1.43,-0.24,-1.0,-0.5,-0.49,-0.33,-1.96,-0.46
 PINTURA DE VEÍCULO,0.0,0.0,-0.31,0.18,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
 ALUGUEL DE VEÍCULO,-6.43,0.0,0.0,0.0,0.0,0.0,-1.53,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16
 MOTOCICLETA,1.54,-0.15,1.87,-0.7,1.55,1.38,-0.21,1.4,1.01,0.13,-0.09,0.12,-1.75,0.27,-0.42,1.66,0.79
 COMBUSTÍVEIS (VEÍCULOS),0.9,1.18,1.1,1.55,1.69,-1.69,1.06,1.71,1.06,0.46,1.06,0.56,2.22,2.0,-0.76,1.57,1.08
 GASOLINA,0.85,1.13,0.72,1.49,1.52,-1.87,0.99,1.78,0.93,0.03,0.78,0.54,2.23,2.01,-0.79,1.55,0.89
 ETANOL,2.87,0.0,3.95,3.76,2.31,3.37,0.0,0.0,2.52,2.54,2.64,0.0,2.82,0.0,0.0,0.0,2.59
 ÓLEO DIESEL,0.84,3.01,1.91,0.06,1.13,0.5,3.43,0.65,1.0,1.72,0.41,1.11,1.29,1.89,-0.23,2.1,1.34
 GÁS VEICULAR,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
 SAÚDE E CUIDADOS PESSOAIS,-0.1,-0.42,-0.15,-0.44,-0.11,0.12,-1.38,-0.53,-0.42,-0.63,-0.63,0.0,-0.04,-1.61,-1.81,-0.26,-0.32
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.29,-0.19,-0.29,0.11,1.23,0.0,-0.13,-0.12,-0.02,-0.28,0.08,-0.55,0.49,-0.22,-0.58,0.38,0.25
 PRODUTOS FARMACÊUTICOS,-0.21,-0.27,-0.41,-0.08,1.65,0.32,-0.39,0.04,-0.21,-0.22,0.05,-0.55,0.82,-0.26,-0.77,0.24,0.33
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.64,0.25,-0.14,0.96,1.62,0.03,-0.62,0.07,-0.51,-0.04,-0.24,-2.31,1.46,-0.86,0.32,0.48,0.48
 ANALGÉSICO E ANTITÉRMICO,-0.07,0.11,-0.82,-0.58,0.55,0.11,-1.2,0.33,1.2,-1.41,0.76,-1.0,-0.08,0.32,-0.25,0.07,-0.03
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.19,-0.76,-0.13,-0.15,-0.79,1.43,-1.63,0.77,0.71,-0.8,0.42,0.06,0.51,0.71,0.42,-2.36,-0.29
 ANTIGRIPAL E ANTITUSSÍGENO,0.36,-0.09,-0.42,-0.31,1.46,1.25,0.42,-1.76,1.24,-1.84,0.94,-0.08,-0.53,-1.24,-1.06,1.29,0.32
 DERMATOLÓGICO,0.27,-0.36,-1.76,-0.55,2.47,0.08,0.0,0.15,-1.6,0.22,0.0,-0.63,0.98,-0.29,0.08,1.15,0.61
 ANTIALÉRGICO E BRONCODILATADOR,-0.01,0.01,0.04,-0.15,0.37,1.31,0.42,-0.03,0.49,0.43,-0.3,-1.22,0.42,0.13,-0.2,0.56,0.2
 GASTROPROTETOR,-0.07,0.11,0.35,-0.48,1.97,0.0,-0.43,1.43,-0.34,-0.15,-0.14,-0.31,0.12,-0.21,-0.44,-0.21,0.58
 VITAMINA E FORTIFICANTE,1.4,0.32,1.48,0.8,3.97,0.94,-0.07,0.61,0.06,0.48,-0.76,0.29,0.75,-1.4,-0.78,-1.05,1.31
 HORMONAL,-1.1,-1.59,-0.07,-1.5,1.45,-2.1,0.01,0.28,-0.77,2.74,-0.35,-0.56,1.4,-0.18,-2.48,-0.57,0.15
 PSICOTRÓPICO E ANOREXÍGENO,-0.82,0.2,-0.82,2.11,0.78,1.44,0.04,-0.72,0.25,0.64,0.15,-0.8,1.64,-0.1,-0.22,0.35,0.28
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.91,-0.84,-0.21,-0.07,2.6,0.38,-0.34,-0.52,-0.87,0.14,-0.56,1.67,2.49,0.79,-1.23,1.49,0.47
 OFTALMOLÓGICO,0.72,-0.2,-0.8,0.43,2.2,-1.48,0.0,0.22,-0.25,0.0,-0.36,0.01,0.23,0.0,-3.06,1.28,0.43
 ANTIDIABÉTICO,0.29,-0.34,-0.01,-2.43,2.88,-0.04,-0.21,0.84,-2.64,1.4,-1.01,-3.87,-0.06,-0.99,-2.08,-0.36,0.58
 NEUROLÓGICO,-0.48,0.1,-2.15,0.39,1.73,0.08,-0.09,-0.99,-1.57,-1.86,1.69,-2.18,-1.53,-2.86,-1.81,-0.32,-0.22
 PRODUTOS ÓTICOS,-2.13,0.98,1.35,1.79,-2.64,-2.85,1.35,-1.41,1.73,-1.04,0.87,-0.62,-2.27,0.62,1.11,2.66,-0.73
 ÓCULOS DE GRAU,-2.13,0.98,1.35,1.79,-2.64,-2.85,1.35,-1.41,1.73,-1.04,0.87,-0.62,-2.27,0.62,1.11,2.66,-0.73
 SERVIÇOS DE SAÚDE,0.64,0.33,0.45,0.56,0.41,0.71,0.46,0.57,0.42,0.77,0.59,0.76,0.37,0.63,1.11,0.46,0.5
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.41,-0.19,0.24,0.56,-0.37,0.32,0.48,0.29,-0.01,1.7,1.2,1.8,0.01,0.91,1.08,-0.11,0.22
 MÉDICO,0.74,0.0,-0.09,0.14,-2.08,0.64,0.43,0.1,0.07,0.51,1.45,1.14,0.63,0.44,1.56,-0.8,-0.31
 DENTISTA,0.15,-0.49,0.42,1.42,1.05,0.15,0.62,0.81,-0.1,2.93,1.15,2.29,-0.61,1.84,0.03,1.44,0.78
 APARELHO ORTODÔNTICO,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,3.29
 PSICÓLOGO,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
 SERVIÇOS LABORATORIAIS E HOSPITALARES,1.29,-0.22,0.11,0.08,0.46,1.75,-0.05,0.76,0.12,-0.89,-0.19,-0.04,-0.08,0.0,1.44,0.6,0.4
 EXAME DE LABORATÓRIO,1.37,0.89,0.31,0.02,0.65,0.34,0.7,1.57,0.11,-1.21,0.0,-2.12,-0.31,0.0,0.23,0.34,0.4
 HOSPITALIZAÇÃO E CIRURGIA,1.02,-0.26,-0.02,-1.03,0.61,2.29,-0.24,-0.26,0.23,0.03,0.0,-0.12,0.0,0.0,0.16,0.02,0.51
 EXAME DE IMAGEM,2.62,-0.91,0.23,0.74,-0.4,0.0,-0.34,0.94,0.02,-2.98,-0.79,1.02,0.0,0.0,3.72,1.95,0.12
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.59,0.59,0.59,0.6
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.59,0.59,0.59,0.6
 CUIDADOS PESSOAIS,-1.46,-1.73,-0.98,-1.99,-2.42,-1.37,-3.04,-1.79,-1.93,-2.3,-2.6,-1.1,-0.98,-3.24,-3.99,-1.74,-2.07
 HIGIENE PESSOAL,-1.46,-1.73,-0.98,-1.99,-2.42,-1.37,-3.04,-1.79,-1.93,-2.3,-2.6,-1.1,-0.98,-3.24,-3.99,-1.74,-2.07
 PRODUTO PARA CABELO,-2.18,0.53,1.54,-0.08,-0.75,0.13,0.26,1.37,-0.74,-1.3,0.51,1.46,2.41,0.8,-2.69,0.48,-0.23
 FRALDA DESCARTÁVEL,0.47,1.62,-1.08,-1.42,2.92,1.36,-0.6,0.21,1.69,-2.67,0.07,2.83,1.78,0.63,-0.39,3.56,0.67
 PRODUTO PARA BARBA,-0.47,1.47,-1.03,1.99,-2.71,2.8,0.99,0.92,-2.3,-1.02,1.28,1.26,-0.13,1.64,-0.61,-2.33,-0.72
 PRODUTO PARA PELE,-6.71,-7.21,-5.53,-7.19,-5.86,-6.46,-6.77,-6.3,-7.86,-6.37,-5.98,-6.74,-7.15,-9.42,-10.44,-7.0,-6.51
 PRODUTO PARA HIGIENE BUCAL,1.27,-0.69,0.08,0.8,-2.3,-0.58,1.08,-1.3,0.32,0.44,0.0,0.04,-0.57,1.48,-1.96,1.74,-0.61
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,1.01
 PERFUME,-3.51,-4.53,-4.66,-4.33,-5.01,-3.44,-5.04,-3.73,-3.15,-5.53,-6.44,-4.61,-3.28,-6.51,-5.75,-5.26,-4.66
 DESODORANTE,0.59,0.35,1.35,-1.0,-0.9,3.48,-3.04,0.26,0.41,0.37,0.07,1.33,1.34,0.34,-0.58,1.09,-0.06
 ABSORVENTE HIGIÊNICO,-0.36,-0.74,-0.44,0.88,-2.01,2.77,0.05,-0.24,0.21,1.18,-1.27,0.8,2.02,-2.36,2.63,2.17,-0.46
 SABONETE,2.32,-1.48,4.42,3.36,-0.28,-0.39,-2.17,1.19,-1.41,-0.47,-0.43,0.95,0.64,0.43,-2.41,1.85,0.38
 PAPEL HIGIÊNICO,-0.91,-0.53,-0.34,0.94,-0.85,1.54,0.3,0.47,0.69,0.48,0.76,0.69,-0.73,1.15,2.54,-0.27,-0.28
 ARTIGOS DE MAQUIAGEM,-2.45,-1.27,-1.17,-2.74,-3.41,-1.58,-2.32,-4.75,-3.23,-3.98,-2.52,-2.77,-1.77,-1.37,-7.4,-1.09,-2.72
 DESPESAS PESSOAIS,0.72,-0.03,0.08,0.53,0.54,-0.07,0.3,0.66,0.32,-0.14,0.4,0.74,0.25,-0.2,0.27,0.63,0.35
 SERVIÇOS PESSOAIS,0.43,0.27,0.1,0.18,0.23,0.34,0.21,0.34,-0.01,0.22,0.59,0.41,0.37,-0.01,0.17,0.14,0.24
 SERVIÇOS PESSOAIS,0.43,0.27,0.1,0.18,0.23,0.34,0.21,0.34,-0.01,0.22,0.59,0.41,0.37,-0.01,0.17,0.14,0.24
 COSTUREIRA,0.0,0.0,0.0,0.82,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-1.56,-0.87,0.24
 MANICURE,1.35,0.72,-0.54,1.54,0.51,0.46,1.94,0.0,-1.8,-0.42,0.8,-0.5,0.3,-1.41,-2.58,1.81,0.29
 EMPREGADO DOMÉSTICO,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
 CABELEIREIRO E BARBEIRO,0.57,0.23,-0.33,-0.63,0.17,0.77,-0.33,0.61,-0.79,0.55,1.99,1.44,1.57,-0.82,1.03,-0.88,0.2
 DEPILAÇÃO,0.0,0.0,0.34,0.0,-0.99,0.83,0.0,0.0,1.72,-0.47,-1.14,0.0,-0.62,0.0,0.0,-0.72,-0.31
 CARTÓRIO,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,0.0,3.44,2.27,0.0,1.42
 DESPACHANTE,0.0,0.0,0.21,0.0,0.86,0.0,0.0,0.0,0.0,-0.82,3.2,1.01,0.0,0.0,0.0,0.0,0.55
 SERVIÇO BANCÁRIO,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
 CONSELHO DE CLASSE,0.0,0.1,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.12
 SOBRANCELHA,1.41,0.0,-0.12,0.43,-1.79,1.2,0.0,1.0,0.41,1.07,-0.29,-0.68,-1.35,-0.44,-1.3,1.18,-0.26
 RECREAÇÃO E FUMO,1.26,-0.49,0.06,1.13,1.1,-0.87,0.48,1.19,0.98,-0.61,0.15,1.49,0.02,-0.62,0.52,1.53,0.53
 RECREAÇÃO,1.51,-0.38,0.06,1.31,1.29,-0.92,0.53,1.38,1.07,-0.57,0.17,1.67,0.03,-0.72,0.59,1.62,0.65
 CLUBE,0.0,1.93,0.27,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,-3.27,0.0,-0.62,0.0,0.0,1.97,0.0,0.0,-1.07
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.64,0.65,-0.84,-2.27,0.06,0.05,-1.63,0.24,-0.18,-1.71,1.87,1.45,-0.09,-1.52,-0.63,2.56,-0.13
 BICICLETA,0.0,0.74,-0.09,0.77,2.14,-0.13,0.16,0.0,-0.27,1.11,0.15,0.9,1.12,-0.71,0.17,0.0,0.96
 ALIMENTO PARA ANIMAIS,-0.99,0.1,-0.89,0.98,0.76,-1.05,1.87,1.74,-0.4,0.02,0.47,0.48,0.45,-0.69,0.59,-1.47,0.26
 BRINQUEDO,1.59,1.87,2.14,1.86,0.72,2.03,1.08,1.09,2.14,1.3,2.3,-0.22,-0.25,1.07,1.29,-2.64,1.33
 CASA NOTURNA,3.42,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,1.71
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,-0.97,0.0,0.0,-0.59
 HOSPEDAGEM,8.56,-4.61,-1.95,1.33,0.88,-5.81,-0.33,8.54,2.98,-3.22,-0.16,5.67,-1.25,-3.81,1.98,20.53,-0.17
 PACOTE TURÍSTICO,3.12,4.99,4.07,3.78,4.63,5.85,0.0,3.8,-0.38,1.19,-0.89,2.32,0.09,0.0,0.59,0.62,3.6
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.0,-0.63,1.2,0.0,0.03,0.39,0.0,-3.21,2.68,-1.59,-2.2,-0.67,0.0,0.0,0.0,0.0,-0.19
" CINEMA, TEATRO E CONCERTOS",-1.4,-0.02,-1.55,2.6,0.82,-2.15,0.92,-1.29,2.83,0.91,1.5,1.27,0.0,0.0,1.66,-2.51,0.26
 FUMO,0.0,-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.2
 CIGARRO,0.0,-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.2
 EDUCAÇÃO,0.18,0.0,0.31,0.15,0.13,0.21,0.01,0.28,0.22,0.27,0.07,0.05,0.18,-0.04,0.04,0.06,0.16
" CURSOS, LEITURA E PAPELARIA",0.18,0.0,0.31,0.15,0.13,0.21,0.01,0.28,0.22,0.27,0.07,0.05,0.18,-0.04,0.04,0.06,0.16
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,1.6,-0.12,1.92,0.82,1.51,1.69,-0.22,2.93,0.8,0.74,0.54,0.25,2.52,0.84,-0.25,1.12,1.21
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REVISTA,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2
 LIVRO DIDÁTICO,2.35,-0.78,2.43,1.01,1.8,1.05,-0.29,2.93,0.32,1.04,0.54,0.33,2.27,1.04,-0.25,1.06,1.36
 LIVRO NÃO DIDÁTICO,0.86,0.37,-0.28,-0.42,1.72,3.45,0.0,0.0,3.56,-0.34,0.0,0.0,3.03,0.0,0.0,1.75,1.29
 PAPELARIA,0.77,0.15,1.31,-0.68,1.61,0.38,-2.45,-1.46,-0.2,0.72,-0.5,2.07,0.11,-0.48,0.96,-2.11,0.44
 CADERNO,-0.62,-0.84,1.95,0.39,-2.4,-0.08,-2.65,-4.6,2.13,-0.94,1.11,3.86,0.4,-0.42,0.68,-1.84,-0.6
 ARTIGOS DE PAPELARIA,1.33,0.86,0.85,-1.36,3.46,0.5,-2.25,0.98,-1.78,1.67,-1.49,0.73,-0.03,-0.54,1.19,-2.3,1.06
 CURSOS DIVERSOS,0.07,0.03,0.34,0.67,0.0,0.13,1.67,1.31,1.02,1.33,0.27,-0.18,-0.35,-0.31,0.3,-0.97,0.29
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.63
 AUTOESCOLA,0.0,0.0,0.01,6.01,0.0,0.0,3.83,0.0,1.42,-2.11,0.0,0.0,-0.21,-1.34,0.0,-2.59,0.37
 ATIVIDADES FÍSICAS,0.14,0.05,0.72,0.0,-0.01,0.24,0.48,1.81,1.42,4.3,0.83,-0.3,-0.81,0.29,-0.18,-0.41,0.56
 COMUNICAÇÃO,0.2,-0.3,0.24,0.56,0.18,0.42,-0.48,0.18,0.01,0.39,-0.25,0.16,-0.21,-0.15,-0.09,0.15,0.12
 COMUNICAÇÃO,0.2,-0.3,0.24,0.56,0.18,0.42,-0.48,0.18,0.01,0.39,-0.25,0.16,-0.21,-0.15,-0.09,0.15,0.12
 COMUNICAÇÃO,0.2,-0.3,0.24,0.56,0.18,0.42,-0.48,0.18,0.01,0.39,-0.25,0.16,-0.21,-0.15,-0.09,0.15,0.12
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,1.08,-1.88,1.41,2.47,1.3,1.89,-1.73,0.7,0.04,1.93,-1.48,1.15,-1.1,-0.63,-0.23,0.62,0.67
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
