"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PRODUTOS FARMACÊUTICOS,0.62,-1.04,0.04,-0.39,-0.51,-2.03,0.19,0.31,0.22,0.15,-1.3,-0.39,2.74,0.81,-2.07,-2.89,-0.33
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.64,-0.43,1.72,-5.18,-0.35,-1.88,-0.79,3.44,1.12,1.74,-2.39,1.18,0.75,1.7,-2.58,-4.1,0.11
 ANALGÉSICO E ANTITÉRMICO,1.17,0.82,0.76,0.62,-2.01,-0.96,-0.19,-0.83,0.72,0.96,-0.37,-0.69,2.02,1.32,0.96,-0.85,-0.22
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,3.46,0.07,-1.35,-1.35,-1.27,3.27,-0.44,3.85,-0.87,0.92,-2.87,1.46,3.9,2.36,-1.88,-4.92,-0.13
 ANTIGRIPAL E ANTITUSSÍGENO,-0.48,-0.35,0.26,0.51,-0.48,1.34,0.76,0.55,1.32,-1.21,-0.95,0.66,1.91,0.73,-0.9,0.01,-0.11
 DERMATOLÓGICO,-0.27,-0.9,-1.63,-1.01,-1.49,0.03,       -,0.77,-2.68,0.62,       -,0.71,2.86,1.72,-2.71,-3.71,-1.08
 ANTIALÉRGICO E BRONCODILATADOR,-1.04,-0.95,-0.46,-3.28,0.64,-2.84,-0.15,-0.04,-1.6,0.34,-0.84,0.13,3.87,0.11,-3.59,-3.31,-0.47
 GASTROPROTETOR,1.75,0.26,-0.36,2.5,-3.66,       -,0.5,1.83,0.04,0.15,0.2,0.96,1.33,0.22,-4.45,-3.62,-0.86
 VITAMINA E FORTIFICANTE,2.03,-0.36,-1.42,0.41,-0.65,0.14,0.03,-2.13,-1.08,0.59,-0.48,0.94,3.9,1.7,-3.63,-2.32,-0.27
 HORMONAL,2.15,-7.26,-0.51,-0.05,2.6,-0.47,-0.08,3.23,-0.41,-5.64,-1.72,-0.76,3.96,1.64,-4.13,-2.94,-0.42
 PSICOTRÓPICO E ANOREXÍGENO,-1.67,-3.58,-0.84,1.59,1.04,-5.99,0.45,2,2.46,0.14,-0.48,-0.13,2.98,0.27,-0.34,-2.31,-0.46
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.85,0.04,0.56,-0.19,-1.23,-4.4,0.99,-2.36,1.09,1.1,-1.88,-2.63,2.53,-0.5,-3.04,-4.46,-0.42
 OFTALMOLÓGICO,-1.25,-0.21,-0.87,-0.45,-0.78,-0.68,0.01,2.11,-1.42,       -,-0.71,0.58,3.56,       -,-0.62,-0.2,-0.61
 ANTIDIABÉTICO,0.61,-1.95,-1.17,-2.59,1,-4.5,0.08,-0.8,-1.69,-0.65,-0.69,0.3,2.26,-1.14,-4.15,-1.05,-0.35
 NEUROLÓGICO,0.48,0.5,2.02,0.84,1.3,-4.05,0.47,0.13,0.56,-2.34,-6.16,-0.25,3.25,2.21,-3.16,-3.78,0.27
 PRODUTOS ÓTICOS,2.69,0.75,1.68,-2.93,-2.56,0.38,-1.17,-2.49,-0.36,-0.75,2.98,-3.16,-1.7,0.01,0.38,1.77,-0.93
 ÓCULOS DE GRAU,2.69,0.75,1.68,-2.93,-2.56,0.38,-1.17,-2.49,-0.36,-0.75,2.98,-3.16,-1.7,0.01,0.38,1.77,-0.93
 SERVIÇOS DE SAÚDE,0.51,0.69,0.34,0.6,0.39,0.32,0.34,0.42,0.43,0.3,0.37,0.48,0.34,0.6,-0.07,0.28,0.42
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.27,1.22,-0.15,0.51,-0.12,-0.42,0.02,0,-0.09,-0.08,0.28,0.08,0.54,0.84,0.08,-0.07,0.08
 MÉDICO,0.42,2.25,-0.41,1.11,0,0.79,0.22,0,0.3,-0.26,0.24,0,0,0.89,0.57,-0.07,0.29
 DENTISTA,0.16,0.39,0.07,-0.68,-0.25,-1.08,-0.52,0,-0.57,0.11,0.41,0.14,1.18,0.36,-0.98,-0.08,-0.13
 APARELHO ORTODÔNTICO,       -,       -,0.07,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.05,       -,       -,       -,0.05
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.69,       -,       -,1.69
 PSICÓLOGO,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.22,0.26,-0.04,0.86,-0.2,-0.36,0.08,-0.02,0.32,-0.19,-0.25,0,-1.83,0,-0.59,-1.58,-0.08
 EXAME DE LABORATÓRIO,-0.11,0.77,-0.3,1.18,-0.11,-0.02,0,0.21,-0.02,-0.23,-1.49,0,-4.38,0,0.26,1.37,-0.08
 HOSPITALIZAÇÃO E CIRURGIA,0.34,0.21,0,0.3,-0.29,-0.68,0.32,0,0.91,-0.25,0,0,0,       -,-0.95,-3.76,-0.11
 EXAME DE IMAGEM,-0.04,0,0.08,0.91,0.16,1.04,-0.25,-0.22,0.01,0.03,0,0,-1.33,0,-0.99,-0.25,0.02
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.6
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.6
 CUIDADOS PESSOAIS,0.42,0.52,0.05,0.3,0.87,1.01,0.48,-0.3,0.39,-0.69,0.67,-0.09,0.73,1.03,0.89,1.51,0.46
 HIGIENE PESSOAL,0.42,0.52,0.05,0.3,0.87,1.01,0.48,-0.3,0.39,-0.69,0.67,-0.09,0.73,1.03,0.89,1.51,0.46
 PRODUTO PARA CABELO,-1.15,-0.83,-0.6,-1.83,1.21,0.82,-0.57,0.92,-0.06,-1.94,-0.11,-2.27,-0.94,0.88,-0.32,2.2,-0.14
 FRALDA DESCARTÁVEL,0.04,0.39,-0.95,0.73,1.14,-0.2,-0.22,0.26,-0.65,1.37,0.48,-0.45,0.59,-0.33,-1.71,0.45,0.29
 PRODUTO PARA BARBA,-2.11,0.6,-1.77,-0.89,-0.98,1.74,-1,1.42,1.35,1.67,-1.39,0.01,3.61,-0.09,1.01,1.78,-0.24
 PRODUTO PARA PELE,-1.12,1.42,-0.08,-0.5,1.1,0.26,-0.67,-1.85,-1.67,0.86,-0.55,-1.02,-0.71,-1.12,-0.51,-2.06,0.13
 PRODUTO PARA HIGIENE BUCAL,1.79,-1.24,-1.63,-2.48,1.19,-2.96,-0.9,1.27,1.94,-0.84,1.25,0.99,-0.84,1.5,-0.1,1.8,0.18
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-2.09,       -,       -,       -,       -,       -,       -,0.01,       -,       -,-1.81
 PERFUME,0.51,2.4,1.25,0.96,1.17,4,1.75,-1.34,1.37,-0.7,0.73,0.9,2.3,2.37,2.11,2.81,1.15
 DESODORANTE,0.1,-0.67,-1.94,2.34,0.11,-1.27,-0.35,-1.29,-2.71,-2.39,2.13,0.93,-0.6,0.65,-0.35,-0.38,-0.48
 ABSORVENTE HIGIÊNICO,-0.66,0.1,0.45,0.27,2.4,1.89,-2.28,-0.05,0.83,-2.05,-0.87,0.56,1.36,1.41,0.68,1.4,0.67
 SABONETE,2.43,1.2,1.51,1.94,-0.42,-0.26,-0.3,1.17,1.36,-1.31,0.3,-1.31,2.1,-0.86,2.7,1.06,0.55
 PAPEL HIGIÊNICO,2.66,-0.53,1.24,-2.9,0.78,-0.01,0.43,0.95,1.61,-0.67,1.5,0.45,-0.68,-1.61,1.03,0.58,0.58
 ARTIGOS DE MAQUIAGEM,4.28,1.47,3.55,2.84,1.78,1.59,2.19,2.97,2.84,2.69,3.65,4.11,1.95,0.86,2.8,3.19,2.57
 DESPESAS PESSOAIS,-0.37,-0.36,-0.2,-0.18,-0.26,-0.19,0.02,0.11,-0.15,-0.47,-0.13,0.03,0.2,0.2,0.01,0.26,-0.23
 SERVIÇOS PESSOAIS,0.03,0.21,0.12,0.19,0.19,0.06,0.06,0.3,0.23,-0.07,-0.26,0,0.42,0.18,0.15,0.36,0.13
 SERVIÇOS PESSOAIS,0.03,0.21,0.12,0.19,0.19,0.06,0.06,0.3,0.23,-0.07,-0.26,0,0.42,0.18,0.15,0.36,0.13
 COSTUREIRA,       -,       -,       -,1.06,       -,       -,-1.37,       -,       -,       -,       -,       -,       -,2.12,0.24,0.65,-0.16
 MANICURE,-1.34,0.41,-0.43,0,0.95,-1.26,-2.05,0,0,0,-1.2,-2.92,0.47,1.04,-1.1,0,-0.06
 EMPREGADO DOMÉSTICO,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
 CABELEIREIRO E BARBEIRO,-0.66,-0.02,-0.48,-0.2,-0.56,-0.83,0.16,0.36,0.21,-1.77,-2.15,-0.39,1.16,-0.42,0.33,1.03,-0.49
 DEPILAÇÃO,       -,       -,0.65,       -,1.35,-1.79,       -,       -,0.59,1.22,1.34,       -,1.66,       -,       -,-0.67,0.89
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,-1.01,       -,0.47,       -,       -,       -,       -,-0.27,-1.57,-0.15,       -,       -,       -,       -,-0.01
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.11,       -,       -,0.12,0.16,       -,       -,       -,       -,0.22,0.16,       -,       -,       -,       -,0.13
 SOBRANCELHA,-0.19,-0.25,0.78,-0.38,-2.32,-1.79,       -,0,-2.41,1.45,-0.67,1.61,0.82,-0.58,1.2,-0.15,-0.7
 RECREAÇÃO E FUMO,-1.11,-1.24,-0.71,-0.82,-1.04,-0.7,-0.07,-0.2,-0.87,-1,0.04,0.1,-0.24,0.23,-0.33,0.06,-0.85
 RECREAÇÃO,-1.32,-1.53,-0.8,-0.95,-1.22,-0.74,-0.08,-0.23,-0.95,-1.15,0.05,0.11,-0.28,0.26,-0.37,0.07,-0.98
 CLUBE,       -,0.04,0.29,       -,0.06,1.53,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.21
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.64,       -,       -,4.05,       -,3.22,       -,       -,-0.81,       -,       -,2.98
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.93,0.08,-2.16,2.25,3.47,-2.48,2.19,0.7,0,-2.5,-0.55,1.38,-1.58,1.88,-2.51,-1.89,0.91
 BICICLETA,       -,-2.1,-0.54,0.31,-2.78,-2.89,-2.09,       -,0.13,-5.13,-2.07,-2.69,1.31,-1.82,-2.06,       -,-2.1
 ALIMENTO PARA ANIMAIS,0.41,-0.76,0.16,-2.93,-1.53,-3.37,-0.56,1.85,-1.15,-0.65,-0.91,-0.27,-0.84,0.32,-1.02,3.08,-0.91
 BRINQUEDO,-4.97,-2.24,-1.33,-3.48,-3.93,-1.7,-1.36,-1.04,-1.52,0.44,-0.85,1.84,-0.73,-3.4,0.89,-1.32,-2.38
 CASA NOTURNA,0,       -,0.98,       -,0.52,       -,       -,       -,       -,       -,       -,       -,0.49,       -,       -,       -,0.49
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.57,       -,       -,-0.55,       -,       -,-1.52
 HOSPEDAGEM,-5.8,-3.5,-0.2,-1.27,-2.28,1.64,-2.43,0.03,-2.4,-2.18,0.88,-0.16,-2.26,4.56,0.99,-4.67,-1.98
 PACOTE TURÍSTICO,-3.11,-4.24,-3.11,-2.76,-2.69,-2.98,       -,-2.49,0.12,-2.57,-0.1,-2.96,3.08,       -,-0.37,0.05,-2.56
 SERVIÇO DE HIGIENE PARA ANIMAIS,-0.34,1.02,-2.49,       -,1.46,-3.04,       -,-2.4,2.13,1.92,0.96,0.78,-0.79,       -,       -,       -,0.64
" CINEMA, TEATRO E CONCERTOS",1.31,-1.46,0.56,0.34,-1.91,-0.22,0.73,0.71,-3.07,0.24,1.04,2.42,0,0,-0.32,3.66,-0.53
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,0.18,1.31,0.4,0.01,0.58,0.23,0.87,0.23,0.69,1.2,-0.11,0.1,1.86,-0.07,1.38,1.48,0.59
" CURSOS, LEITURA E PAPELARIA",0.18,1.31,0.4,0.01,0.58,0.23,0.87,0.23,0.69,1.2,-0.11,0.1,1.86,-0.07,1.38,1.48,0.59
 CURSOS REGULARES,0.12,1.47,0.07,-0.09,0.93,0.14,0.66,0.18,0.74,1.49,0,0.18,2.82,0.09,1.79,1.7,0.74
 CRECHE,0.26,0.2,0.26,0,0.27,0,       -,0.28,       -,1.12,0,0,3.51,0.57,       -,0.98,0.34
 PRÉ-ESCOLA,0.2,0.36,0.16,0,0.91,0,0.81,0.11,0.02,0.78,0,0,2.25,       -,3.6,0.96,0.52
 ENSINO FUNDAMENTAL,0,0.44,0.11,0,1.91,0,0.97,0.4,1.73,0.13,0,0.08,2.94,0,3.11,0.81,1.0
 ENSINO MÉDIO,0,1.11,0.21,0,2.34,0,1.67,0,0,0.88,0,0,2.45,0,2.94,1.01,1.22
 ENSINO SUPERIOR,0,2.21,0,0,0.04,0.39,0.01,0,0,3.1,0,0.35,2.93,0.02,0.7,3.07,0.55
 PÓS-GRADUAÇÃO,2.55,2.19,0,-0.73,0.5,0,0.48,0,0,1.7,0,0,1.13,0,0,2.51,0.58
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0.2,       -,0.5,       -,       -,       -,0.74,3.02,       -,0.35
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0.86,       -,0.06
 LEITURA,0.93,3.34,0.95,0.41,-0.07,0.36,1.08,1.31,1.16,0.7,0.18,0.83,0.66,0.7,1.63,1.14,0.76
 JORNAL DIÁRIO,0,6.9,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,3.4
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,1.37,1.19,0.86,0.39,0.28,0.78,1.42,1.31,1.16,0.79,0.18,1.11,0.8,0.91,1.63,1.17,0.78
 LIVRO NÃO DIDÁTICO,0.43,1.58,1.35,0.5,-1.14,-0.73,       -,       -,1.17,0.35,       -,       -,0.38,       -,       -,0.76,0.08
 PAPELARIA,-0.56,-0.34,4.01,1.38,-0.55,0.99,2.65,-0.88,-2.44,0.12,-2.05,0.16,-1.86,0.36,-2.63,-1.38,0.14
 CADERNO,-2.43,1.66,3.34,2.18,3.45,1.7,3.26,-0.61,-2.49,-2.46,-0.12,3.9,0.38,1.29,-1.43,-2.58,1.28
 ARTIGOS DE PAPELARIA,0.17,-1.73,4.49,0.86,-2.22,0.8,1.98,-1.1,-2.4,1.53,-3.24,-2.74,-2.97,-0.54,-3.64,-0.53,-0.54
 CURSOS DIVERSOS,0.09,-0.44,0.74,-0.03,-1.04,0.43,1.09,-0.1,0.66,0.15,-0.69,-1.12,-0.67,-1.57,-0.06,0.33,-0.27
 CURSO PREPARATÓRIO,0,       -,-0.71,0,       -,0,       -,       -,1.43,-0.05,0,       -,0,       -,0.13,0,-0.01
 CURSO DE IDIOMA,0,0.74,3.06,0.17,-1.57,1.03,0.6,-0.36,1.15,0.73,-0.49,-1.61,0,       -,0.27,       -,-0.45
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.33,       -,0.33
 AUTOESCOLA,       -,       -,0.84,0.07,       -,       -,2.07,       -,-1,1.21,       -,       -,0.49,-0.67,       -,0,0.73
 ATIVIDADES FÍSICAS,0.19,-1.06,0.02,-0.19,-0.43,0.2,0,0,0.81,-0.64,-1.78,-0.8,-1.92,-2.1,-0.93,0.66,-0.31
 COMUNICAÇÃO,-0.02,-0.19,0.21,0.08,0.28,-0.07,0.12,0.06,-0.51,-0.42,0.16,-0.36,0.23,0.33,-0.82,0.47,0.04
 COMUNICAÇÃO,-0.02,-0.19,0.21,0.08,0.28,-0.07,0.12,0.06,-0.51,-0.42,0.16,-0.36,0.23,0.33,-0.82,0.47,0.04
 COMUNICAÇÃO,-0.02,-0.19,0.21,0.08,0.28,-0.07,0.12,0.06,-0.51,-0.42,0.16,-0.36,0.23,0.33,-0.82,0.47,0.04
 CORREIO,       -,0.79,1.28,       -,0.8,0.8,       -,       -,       -,0.79,       -,       -,       -,1.28,       -,       -,0.86
 PLANO DE TELEFONIA FIXA,0.08,0.13,0.1,0.1,0.03,0.09,0.09,0.1,0.09,0.07,0.06,0.09,0.09,0.13,0.09,0.09,0.07
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.12,-1.3,1.05,0.36,1.93,-0.47,0.44,0.22,-2.5,-2.21,0.96,-2.61,1.19,1.21,-2.23,1.98,0.12
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
