"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 GASTROPROTETOR,2.9,0.01,-0.81,-0.1,1.11,       -,2.96,1.14,0.37,1.69,2.25,-0.1,-0.12,-0.49,-0.75,-0.14,0.91
 VITAMINA E FORTIFICANTE,0.93,0.32,-0.74,0.63,0.7,0.13,1.98,1.72,-0.2,1.75,2.82,-0.73,-0.37,-0.55,-1.51,1.63,0.66
 HORMONAL,1.05,0.73,-2.51,0.95,0.05,-2.87,-0.39,0.84,0.34,-3.17,0.7,-0.14,1.28,-3.08,1.48,0.34,-0.38
 PSICOTRÓPICO E ANOREXÍGENO,-0.87,0.33,-2.35,1.79,-1.26,-0.26,0,0.89,-1.35,-0.66,2.18,-2.09,0.72,-2.49,0.49,0.44,-0.73
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.29,1.44,-1.02,-1.17,1.53,-0.06,-3.14,0.52,-0.17,-0.73,1.86,-2.05,2.64,-2.37,-1.63,-0.24,0.24
 OFTALMOLÓGICO,1,1.29,-0.07,-1.22,-0.52,-0.98,1.59,3.47,0.38,       -,1.21,-0.45,1.81,       -,1.39,-0.62,0.29
 ANTIDIABÉTICO,-1.1,0.06,-1.73,-2.23,-2.47,-0.21,-0.3,2.49,0.75,-2.16,1.73,0.86,1.29,-0.09,2.07,0.31,-1.13
 NEUROLÓGICO,-3.89,1.88,-0.29,-1.05,-1.74,1.05,2.25,0.29,0.52,-0.44,2,-0.77,1.32,-2.06,-0.85,1.02,-0.79
 PRODUTOS ÓTICOS,0.33,1.19,0.02,2.33,-3.53,4.82,-0.48,-0.53,3.27,2.82,1.83,-3.35,3.06,-2.22,-1.01,3.14,-0.3
 ÓCULOS DE GRAU,0.33,1.19,0.02,2.33,-3.53,4.82,-0.48,-0.53,3.27,2.82,1.83,-3.35,3.06,-2.22,-1.01,3.14,-0.3
 SERVIÇOS DE SAÚDE,0.12,-0.02,0.12,0.02,0.27,0.09,0.24,0.03,0.36,0.51,-0.06,0.1,0.28,0.1,0.3,0.08,0.19
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.72,-0.06,0.11,0.16,1.03,0.44,0.81,0.05,1.57,1.49,-0.14,0.5,0.8,0.16,-0.15,0.37,0.7
 MÉDICO,1.01,-0.13,-0.65,0.63,1.23,-0.23,1.11,0,2.5,1.69,-0.46,0,0.14,0,-0.14,0.2,0.72
 DENTISTA,0.58,0,0.76,-0.8,1.04,0.81,0,0.18,0.43,1.29,-0.08,0.87,1.58,0.76,-0.17,0.77,0.73
 APARELHO ORTODÔNTICO,       -,       -,0.71,       -,       -,       -,       -,       -,       -,       -,1.46,       -,0.02,       -,       -,       -,0.8
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.18,       -,       -,0.18
 PSICÓLOGO,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.11,-0.04,0.74,-0.08,1,0.16,0,0.17,0.2,0.33,-0.17,0.3,0.74,0.17,1,0.13,0.47
 EXAME DE LABORATÓRIO,0.54,-0.78,-0.6,-0.11,4.56,0.29,0,-0.17,-0.11,-0.85,0.06,0,-0.1,0.29,1.41,0.02,0.81
 HOSPITALIZAÇÃO E CIRURGIA,0,0,1.42,-0.26,0.55,0.18,0,0,0,0.27,0,-0.01,0,       -,1.68,0.15,0.42
 EXAME DE IMAGEM,0.24,0.42,0.31,0.04,0.21,0,0,0.56,0.66,1.81,-0.77,0.81,1.48,0,0.01,0.19,0.35
 PLANO DE SAÚDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE SAÚDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CUIDADOS PESSOAIS,2.13,1.54,1.32,2.01,1.07,1.48,-0.08,-1.04,0.41,0.53,1.03,0.52,0.72,1.24,0.73,2.6,1.01
 HIGIENE PESSOAL,2.13,1.54,1.32,2.01,1.07,1.48,-0.08,-1.04,0.41,0.53,1.03,0.52,0.72,1.24,0.73,2.6,1.01
 PRODUTO PARA CABELO,2.72,3.05,-0.89,2.84,1.78,0.45,1.3,2.67,1.7,0.68,2.18,1.59,1.18,0.07,0.77,2.16,1.57
 FRALDA DESCARTÁVEL,2.03,-2.44,-1.73,2.01,0.48,1.63,0.18,-1.05,0.48,0.11,2.34,0.22,2.71,1.68,2.96,0.83,0.3
 PRODUTO PARA BARBA,1.91,0.28,0.37,1.28,0.83,-1.9,0.83,-1.33,-0.44,1.3,1.72,1.95,0.44,-0.79,0.83,2.02,0.65
 PRODUTO PARA PELE,0.88,-0.71,1.43,0.45,0.11,2.26,-1.55,-3.47,-0.45,-1.26,1.61,0.69,0.12,1.2,0.46,1.48,0.12
 PRODUTO PARA HIGIENE BUCAL,2.62,2.24,1.17,0.76,0.78,1.34,-0.16,0.25,1.12,0.71,1.42,-0.9,1.56,1.56,-1.04,2.61,1.03
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,1.35,       -,       -,       -,       -,       -,       -,1.48,       -,       -,1.37
 PERFUME,1.26,2.51,2.92,2.3,1.2,0.74,-1.21,-2.5,0.53,0.46,0.23,0.48,0.39,1.12,1.08,2.95,0.87
 DESODORANTE,2.68,0.96,0.64,1.68,-0.43,-1.99,-0.37,-1.52,-1.63,-0.19,-1.12,-0.58,-0.82,1.57,-2.67,2.73,0.04
 ABSORVENTE HIGIÊNICO,1.57,1.77,0.59,1.65,0.86,0.71,1.92,-1.85,1.58,0.02,0.73,-1.26,0.65,-1.45,1.76,1.98,0.89
 SABONETE,2.13,3.29,2.08,1.9,0.33,2.03,0.78,1.15,1.65,2.36,1.34,1.47,0.75,1.95,-0.18,1.09,1.43
 PAPEL HIGIÊNICO,1.65,-2.26,0.49,-2.94,2.95,4.77,1.05,1.26,-1.5,-0.73,-1.14,0.18,-0.91,2.03,1.35,4.06,1.05
 ARTIGOS DE MAQUIAGEM,5.83,7.98,8.77,7.12,4.74,9.32,4.99,-0.87,-0.22,4.44,3.94,-0.1,3.61,5.67,4.8,10.18,5.29
 DESPESAS PESSOAIS,0.58,0.46,0.69,0.32,0.8,0.55,1.5,0.72,0.4,0.51,0.4,0.42,0.32,0.48,0.7,0.35,0.65
 SERVIÇOS PESSOAIS,0.44,0.35,0.28,0.17,0.22,0.33,1.5,0.58,0.39,0.06,0.11,0.23,0.21,0.33,0.79,0.65,0.32
 SERVIÇOS PESSOAIS,0.44,0.35,0.28,0.17,0.22,0.33,1.5,0.58,0.39,0.06,0.11,0.23,0.21,0.33,0.79,0.65,0.32
 COSTUREIRA,       -,       -,       -,0.57,       -,       -,0.2,       -,       -,       -,       -,       -,       -,-0.99,3.38,0.61,0.68
 MANICURE,1.78,0,0.8,0,-1,-0.01,7.81,2.21,1.1,0.65,-3.9,0,-0.73,2.11,0,3.02,0.17
 EMPREGADO DOMÉSTICO,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
 CABELEIREIRO E BARBEIRO,0.7,0.42,-0.25,-0.3,-0.39,0.61,4.34,1.42,0.65,-0.83,0.65,0.3,-0.56,-0.09,2.07,0.46,0.21
 DEPILAÇÃO,       -,       -,0,       -,0.9,1.76,       -,       -,-0.28,0.12,1.25,       -,0.54,       -,       -,3.09,0.62
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,2.66,       -,2.23,       -,       -,       -,       -,-1.09,-1.73,-2.41,       -,       -,       -,       -,1.43
 SERVIÇO BANCÁRIO,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
 CONSELHO DE CLASSE,       -,0.11,       -,       -,0.12,0.16,       -,       -,       -,       -,0.23,0.16,       -,       -,       -,       -,0.13
 SOBRANCELHA,0.37,0,1.22,0.65,2.51,-0.02,       -,0,0.17,-0.69,0.04,0,1.08,1.82,-0.19,1.91,0.95
 RECREAÇÃO E FUMO,0.86,0.66,1.4,0.58,1.83,1,1.51,0.95,0.42,1.11,0.78,0.88,0.52,0.8,0.47,-0.21,1.23
 RECREAÇÃO,1.04,0.82,1.58,0.67,2.16,1.06,1.67,1.11,0.45,1.28,0.93,0.99,0.61,0.93,0.55,-0.22,1.43
 CLUBE,       -,0,0.65,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.14
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,3.99,       -,       -,0.45,       -,-0.19,       -,       -,0.44,       -,       -,0.91
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.66,3.47,-0.23,0,-2.85,0.3,1.86,0.12,0.02,0.84,0.8,0.23,-0.71,0.89,2.86,-1.53,-0.63
 BICICLETA,       -,2.8,4.49,0.51,1.56,0.05,2.68,       -,5.47,5.22,2.67,4.05,0.25,-0.65,-0.38,       -,2.67
 ALIMENTO PARA ANIMAIS,0.76,-0.06,2.17,1.93,1.36,2.53,4.78,-0.72,-0.04,0.95,0.55,0.74,3.55,2.08,-0.8,-0.61,1.35
 BRINQUEDO,2.15,1.32,4.3,1.48,0.01,0.47,2.84,1.11,2.7,1.92,1.46,-0.1,-0.03,1.45,2.15,4.59,1.45
 CASA NOTURNA,-0.05,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,-1.42,       -,       -,       -,-0.05
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.16,       -,       -,0.93,       -,       -,2.1
 HOSPEDAGEM,3.51,0.12,1.21,1.67,0.23,0.97,1.31,0.34,-0.75,0.51,0.65,2.1,-0.04,2.13,2.23,3.4,0.74
 PACOTE TURÍSTICO,4.4,3.21,3.66,-0.16,9.17,3.97,       -,4.27,0.07,4.3,1.45,3.64,1.56,       -,-0.15,0.88,5.97
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.97,0.75,-1.47,       -,0.11,-1.86,       -,-0.68,1.18,1,3.74,0.94,0.59,       -,       -,       -,0.31
" CINEMA, TEATRO E CONCERTOS",-1.1,0.33,1.25,0.28,2.49,0.4,0.51,1.58,0.09,0,0.34,-1.08,0,0,0.91,-3.63,0.89
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO,3.11,1.06,-0.45,-0.01,0.38,0.55,0.39,3.75,-2.36,0.18,-1.74,2.93,-0.19,0.46,3.14,-0.64,0.48
" CURSOS, LEITURA E PAPELARIA",3.11,1.06,-0.45,-0.01,0.38,0.55,0.39,3.75,-2.36,0.18,-1.74,2.93,-0.19,0.46,3.14,-0.64,0.48
 CURSOS REGULARES,4.19,1.57,-0.62,-0.06,0.31,0.7,-0.34,4.61,-3.31,0.43,-2.52,3.68,-0.42,0.5,4.48,-0.78,0.55
 CRECHE,4.1,0.09,1.59,-2.79,1.6,0.25,       -,1.61,       -,5.19,-3.25,5.05,-0.58,1.58,       -,-2.43,1.54
 PRÉ-ESCOLA,4.37,5.42,-2.86,0.06,0.36,0.63,-1.33,10.57,-5.33,3.92,-2.37,4.29,-0.66,       -,0.97,-2.39,0.82
 ENSINO FUNDAMENTAL,6.2,1.07,0.29,0,0.45,0.18,-0.88,5.51,-5.95,2.7,-2.63,5.84,-0.64,0.92,2.08,-1.18,0.84
 ENSINO MÉDIO,6.75,1.5,0.19,0,0.78,0.25,0.89,6.12,-3.52,1.14,2.95,9.23,0.04,2.47,3.66,-0.72,1.19
 ENSINO SUPERIOR,0.8,2.52,-1.11,0,0,1.49,0,2.42,-0.05,-1.86,-2.72,2.22,-0.17,0,7.31,0,0.18
 PÓS-GRADUAÇÃO,0,-1.79,0,0,0,0,0,3.02,0.65,-12.14,-8.19,-2.11,-1.57,0,4.44,-1.97,-0.77
 EDUCAÇÃO DE JOVENS E ADULTOS,7.82,       -,       -,       -,       -,0.21,       -,5.81,       -,1.92,       -,       -,       -,1.69,2.57,       -,3.83
 CURSO TÉCNICO,       -,-2.24,0.34,0,       -,       -,0,       -,-1.05,       -,       -,       -,       -,       -,0,       -,-0.79
 LEITURA,-0.3,-1.87,-0.32,0.08,-0.26,-0.94,0.29,0.17,0.01,-1.4,-0.21,-0.31,0.65,0.36,0.42,-0.22,-0.43
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,-1.89,       -,       -,       -,       -,       -,       -,       -,       -,-1.89,       -,       -,-1.89
 LIVRO DIDÁTICO,-0.08,-2.59,0.35,0.24,0.18,-0.64,0.39,0.17,-0.08,-0.61,-0.21,-0.46,0.97,1.06,0.42,-0.06,-0.06
 LIVRO NÃO DIDÁTICO,-1.68,-3.22,-3.26,-0.98,-0.18,-1.75,       -,       -,0.52,-4.11,       -,       -,-0.02,       -,       -,-1.98,-1.59
 PAPELARIA,-0.44,0.87,-0.18,0.96,0.6,-1.41,3.88,-1.21,0.34,0.02,1.25,2.7,-2.25,1.79,1.99,-1.78,0.53
 CADERNO,0.49,1.7,-0.18,0.41,-1.7,-0.69,4.03,-0.91,2.2,-1.25,1.43,2.7,-3.22,3.64,1.97,-3.01,0.4
 ARTIGOS DE PAPELARIA,-0.77,0.35,-0.18,1.32,1.53,-1.59,3.73,-1.44,-0.85,0.64,1.14,2.7,-1.81,-0.04,2,-1,0.61
 CURSOS DIVERSOS,0.68,0.53,0.06,0,1.15,1.04,2.93,0,0.38,-0.22,1.08,-0.21,0.72,-0.54,-0.99,0.23,0.69
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,1.78,       -,0,       -,0,0,0.28
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.67,       -,-0.67
 AUTOESCOLA,       -,       -,-0.21,0,       -,       -,-0.33,       -,2.21,-0.65,       -,       -,-2.27,0,       -,1.13,0.0
 ATIVIDADES FÍSICAS,1.49,0.8,0.2,0,2.42,2.01,14.16,0,0.01,-0.23,1.11,-0.34,2.73,-0.89,-3.33,-0.19,1.38
 COMUNICAÇÃO,0.43,0.59,0.79,0.22,0.3,0.48,-0.16,0.46,0.15,0.67,0.61,0.54,-0.28,0.03,-0.52,-0.32,0.39
 COMUNICAÇÃO,0.43,0.59,0.79,0.22,0.3,0.48,-0.16,0.46,0.15,0.67,0.61,0.54,-0.28,0.03,-0.52,-0.32,0.39
 COMUNICAÇÃO,0.43,0.59,0.79,0.22,0.3,0.48,-0.16,0.46,0.15,0.67,0.61,0.54,-0.28,0.03,-0.52,-0.32,0.39
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.04,0.97,2.56,-0.16,2.07,-0.13,-1.82,0.78,-0.57,1.06,1.83,1.42,-2.93,-0.99,-1.88,-2.22,0.77
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",1.38,1.38,1.38,1.38,0,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,0.85
