"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SAÚDE E CUIDADOS PESSOAIS,-0.69,-0.49,0.36,-0.1,-0.16,0.66,-0.3,0.09,0.2,0.02,0,0.03,-0.3,0.41,0.05,-0.27,-0.1
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-2.89,-2.06,0.03,-1.41,-1.63,1.68,-0.9,-0.05,0.28,-0.71,-0.34,-1,-1.44,0.6,-1.06,-0.41,-1.1
 PRODUTOS FARMACÊUTICOS,-2.9,-2.06,-0.04,-1.53,-1.79,2.32,-1.38,-0.01,0.66,-0.99,-0.24,-1.04,-1.75,0.67,-1.01,-0.53,-1.16
 ANTI-INFECCIOSO E ANTIBIÓTICO,-3.52,-3.01,1.17,-0.19,-4.73,0,-2.44,0.25,3.03,0.58,-0.74,2.75,-0.64,-1.29,-1.25,0.58,-1.67
 ANALGÉSICO E ANTITÉRMICO,-2.23,-1.08,0.03,1.13,-2.37,2.09,2.92,-0.29,0.16,-0.75,0.44,-0.09,-1.13,-0.06,-1.67,0.74,-0.75
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-2.22,-5.12,2.63,-1.34,-4.24,2.8,-0.45,0.64,1.11,-2.45,-0.67,-0.1,-1.48,0.43,-1.86,1.41,-1.65
 ANTIGRIPAL E ANTITUSSÍGENO,-5.26,-2.18,-0.17,0.53,-2.36,0.99,-0.19,1.61,1.33,-2.23,0.89,0.24,-1.07,1.68,-0.84,-0.51,-1.39
 DERMATOLÓGICO,-2.88,-2.86,2.95,-2.96,-0.1,1.67,       -,-0.71,-2.08,2.68,       -,2.98,-1.39,1.61,-0.95,1.22,-0.35
 ANTIALÉRGICO E BRONCODILATADOR,-0.12,-1.97,0.88,0.77,0.34,-0.08,-5.05,-2.13,0.96,2.08,0.06,1.04,-3.01,1.84,-1.34,-0.45,-0.03
 GASTROPROTETOR,-2.1,-7.14,-0.74,-1.14,-0.21,       -,0.49,-1.64,2.02,0.63,-1.85,-1.23,-0.22,0.55,-0.48,0.44,-1.06
 VITAMINA E FORTIFICANTE,-1.39,-0.14,1.43,-0.41,-0.89,0.85,0.88,0.93,2.62,0.36,1.58,-0.57,-3.13,0.36,-0.18,-1.32,0.11
 HORMONAL,-0.36,1.5,0.32,-1.83,1.7,2.95,-5.18,-2.45,2.55,-2.19,-1.6,-0.78,-0.64,3.59,-0.96,-1.56,0.39
 PSICOTRÓPICO E ANOREXÍGENO,-2.29,-0.36,-0.23,-2.16,-2.84,1.91,-1.44,1.05,-1.68,-1,-0.84,-1.35,-0.8,3.14,-1.97,-2.39,-1.42
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-3.69,-2.27,-1.72,-3.94,-1.22,6.72,-5.53,0.43,-0.78,-2.12,-1.12,-3.28,-3.77,0.74,-0.27,-0.98,-1.78
 OFTALMOLÓGICO,-2.99,-2.86,-2.03,-2.43,-2.31,-0.44,-1.14,-2.8,0.98,       -,0.32,-1.82,-1.74,       -,1.36,-1.71,-1.71
 ANTIDIABÉTICO,-2,-4.58,-0.44,-0.92,-4.47,0.44,-0.63,0.41,2.61,-1.28,1.88,-3.37,-4.98,0.71,-2.57,-5.01,-2.23
 NEUROLÓGICO,-6.52,-4.42,-1.18,-3.5,-0.02,2.26,-6.15,1.73,1.26,-3.79,-0.89,-3.09,1.03,0.7,-2.5,1.33,-2.08
 PRODUTOS ÓTICOS,-2.53,-1.97,0.94,-0.4,-0.04,-3.96,1.88,-0.41,-3.1,2.87,-3.08,-0.36,1.35,-1.1,-1.47,1.58,-0.41
 ÓCULOS DE GRAU,-2.53,-1.97,0.94,-0.4,-0.04,-3.96,1.88,-0.41,-3.1,2.87,-3.08,-0.36,1.35,-1.1,-1.47,1.58,-0.41
 SERVIÇOS DE SAÚDE,0.42,0.3,0.61,0.47,0.42,0.44,0.32,0.48,0.46,0.38,0.56,0.5,0.52,0.23,0.04,0.33,0.44
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.09,-0.1,0.45,-0.03,-0.08,0.03,0,0.09,0.01,0.27,0.79,0.29,0.29,-0.06,-0.27,-0.55,0.08
 MÉDICO,0.25,0,0.22,0.17,0,0.08,0,0,-0.07,0,0.66,0.56,0.69,0,0,-0.79,0.09
 DENTISTA,-0.07,-0.04,0.67,-0.44,-0.16,0,0,0.34,0.11,0.55,1.15,0.1,-0.05,-0.45,-0.86,0,0.1
 APARELHO ORTODÔNTICO,       -,       -,0.44,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.22,       -,       -,       -,0.3
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.44,       -,       -,0.44
 PSICÓLOGO,0,-0.95,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.18
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.35,-0.68,0.98,0.15,-0.06,0.06,-0.06,0.31,0.4,-0.42,0.16,-0.17,0.66,0.06,0.12,0.03,0.04
 EXAME DE LABORATÓRIO,2.92,-1.13,0,0.18,0,0.63,0,0.85,0.3,-0.33,0.1,-0.18,0.08,0.11,1.24,0.04,0.27
 HOSPITALIZAÇÃO E CIRURGIA,-0.95,-0.86,2.07,-0.1,-0.09,0,-0.13,0.01,0.63,-0.87,0.25,0,0,       -,0.03,0,-0.01
 EXAME DE IMAGEM,-0.37,0.08,-0.62,0.27,0.03,0,0,0.11,0.26,0.72,0,-0.37,1.26,0,-0.74,0.09,-0.02
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.6
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.6
 CUIDADOS PESSOAIS,-0.28,-0.04,0.28,0.35,0.14,0.1,-0.27,-0.16,-0.22,0.37,-0.21,0.18,-0.41,0.37,0.75,-0.91,0.05
 HIGIENE PESSOAL,-0.28,-0.04,0.28,0.35,0.14,0.1,-0.27,-0.16,-0.22,0.37,-0.21,0.18,-0.41,0.37,0.75,-0.91,0.05
 PRODUTO PARA CABELO,-2.08,-3.29,-0.71,2.87,-1.28,-2.54,-0.45,-0.51,-1.16,-0.89,-0.27,-0.81,-0.2,-1.57,1.74,-0.6,-1.07
 FRALDA DESCARTÁVEL,-0.39,-1.62,1.59,-2.75,0.12,1.44,-1.95,-0.51,-1.46,-2.58,-2.38,0.9,-1.53,-2.28,0.23,-2.3,-0.78
 PRODUTO PARA BARBA,-2.07,0.18,-0.53,1.37,0.16,-0.19,-2.01,-0.88,-1.39,0.79,-0.64,1.52,-0.72,-1.27,1.08,-0.88,-0.2
 PRODUTO PARA PELE,4.44,6.1,4.08,5.76,4.91,4.32,3.93,5.7,6.52,6.97,4.8,6.41,6.09,4.49,5.77,3.9,5.15
 PRODUTO PARA HIGIENE BUCAL,1.64,1.68,0.47,-1.15,2.55,0.04,2.06,-2.49,1.33,-0.45,-0.48,-0.34,-2.7,-0.54,2.78,-1.71,1.07
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-1.59,       -,       -,       -,       -,       -,       -,1.95,       -,       -,-1.14
 PERFUME,-0.52,-1.3,-0.98,-1.05,-1.07,-1.45,-1.76,-0.81,-1.58,-0.51,-1.35,-0.85,-0.69,0.95,-0.97,-1.08,-1.09
 DESODORANTE,-1.65,1.1,-0.51,1.77,-0.88,-1.78,0.8,1.22,0.15,2.18,-1.54,-0.88,-2.01,-1.59,0.05,-2.14,-0.24
 ABSORVENTE HIGIÊNICO,0.77,0.23,1.46,0.2,-1.34,-1.5,0.22,-0.41,-1.11,-1.1,-0.96,-1.83,-2.63,-1.11,2.63,-1.4,-0.51
 SABONETE,1.74,1.23,-0.27,-1.16,-0.64,1.64,-1.93,-0.63,-2.08,-1.22,-0.59,-0.32,-2.72,0.32,-0.22,-2.14,-0.43
 PAPEL HIGIÊNICO,-2.49,-2.12,-0.53,-1.54,0.59,-2.85,-0.81,-1.97,-0.52,0.09,-2.54,0.79,0.15,-0.24,-0.54,-1.8,-0.54
 ARTIGOS DE MAQUIAGEM,2.51,2.38,1.79,0.3,2.01,4.68,4.31,-0.09,3.53,3.63,4.9,3.28,1.51,3.42,3.28,-0.28,2.61
 DESPESAS PESSOAIS,-0.16,0.05,-0.33,-0.09,-0.03,0.2,0.25,-0.06,0.08,-0.06,-0.08,0.12,-0.04,0.32,0.15,-0.21,-0.04
 SERVIÇOS PESSOAIS,-0.02,0.14,0.04,0.13,0.12,0.16,0.1,0.25,0.19,0.2,0.14,0.24,0,0.19,0.22,0.04,0.12
 SERVIÇOS PESSOAIS,-0.02,0.14,0.04,0.13,0.12,0.16,0.1,0.25,0.19,0.2,0.14,0.24,0,0.19,0.22,0.04,0.12
 COSTUREIRA,       -,       -,       -,-0.34,       -,       -,0.77,       -,       -,       -,       -,       -,       -,-2.56,-1,-1.76,-0.12
 MANICURE,0,-1.38,-0.14,0,-0.29,0,0,0,0,2.36,0.49,1.24,-1.33,0,0,0,-0.03
 EMPREGADO DOMÉSTICO,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
 CABELEIREIRO E BARBEIRO,-1.01,0.47,-0.71,-0.06,-0.1,0,-0.2,0.49,0.21,-0.77,0.31,-0.04,0,0.36,0.31,-0.3,-0.19
 DEPILAÇÃO,       -,       -,1.37,       -,0,0,       -,       -,0,0.78,0.12,       -,-0.32,       -,       -,0.24,0.36
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,4.99,       -,0.44
 DESPACHANTE,       -,       -,0,       -,0.59,       -,       -,       -,       -,0.9,-0.72,0.3,       -,       -,       -,       -,0.49
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.11,       -,       -,0.12,0.16,       -,       -,       -,       -,0.22,0.16,       -,       -,       -,       -,0.13
 SOBRANCELHA,-0.33,0.25,-0.06,0,-0.59,0,       -,0,0,0.75,-1.55,0.57,-0.3,0.59,0,0,-0.18
 RECREAÇÃO E FUMO,-0.44,-0.09,-0.95,-0.49,-0.3,0.26,0.55,-0.59,-0.14,-0.4,-0.39,-0.16,-0.11,0.61,-0.03,-0.68,-0.32
 RECREAÇÃO,-0.53,-0.12,-1.07,-0.5,-0.35,0.28,0.66,-0.61,-0.12,-0.47,-0.46,-0.18,-0.13,0.78,-0.03,-0.69,-0.37
 CLUBE,       -,0,-2.18,       -,0.01,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.45
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.93,       -,       -,2.33,       -,1.63,       -,       -,1.92,       -,       -,1.92
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.75,0.55,0.76,-1.7,-2.42,0.76,3.46,-1.63,-1.66,0,-2.05,1.91,-2.8,2.58,0.53,-2.42,-0.92
 BICICLETA,       -,2.5,1.36,1.8,3.43,0.92,2.46,       -,2.64,2.49,2.51,2.48,-0.68,-0.06,2.47,       -,2.47
 ALIMENTO PARA ANIMAIS,1.07,2.14,-1.78,-0.09,0.37,2.77,0.27,1.28,2.2,-1.9,1.14,-0.59,-0.47,2.23,-2.43,-2.46,0.27
 BRINQUEDO,-0.79,0.85,-1.83,1.28,1.38,-0.98,2.25,-2.57,-1.42,-1.78,0.9,2.11,0.48,-1.32,1.71,0.09,0.12
 CASA NOTURNA,0,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.63,       -,       -,0.78,       -,       -,-3.41
 HOSPEDAGEM,-5.02,-0.91,-2.83,-3.63,-0.89,0.17,0.41,-3,-0.84,-0.76,-3.1,-3.5,0.8,0.98,-0.2,-2.48,-1.57
 PACOTE TURÍSTICO,0.71,-4.08,-1.3,0,-0.72,-0.2,       -,-0.99,0,0,0,-0.57,0.94,       -,-0.03,-0.38,-0.66
 SERVIÇO DE HIGIENE PARA ANIMAIS,1.43,-0.16,1.14,       -,-1.23,-0.11,       -,0.25,-0.27,-1.49,0.38,0.88,1.96,       -,       -,       -,-0.5
" CINEMA, TEATRO E CONCERTOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FUMO,0,0,0,-0.43,0,0,-0.46,-0.43,-0.39,0,0,0,0,-0.46,0,-0.46,-0.05
 CIGARRO,0,0,0,-0.43,0,0,-0.46,-0.43,-0.39,0,0,0,0,-0.46,0,-0.46,-0.05
 EDUCAÇÃO,0.02,-0.01,-0.01,-0.03,0.04,0.06,-0.07,-0.02,0.04,-0.01,0,0.02,0.02,-0.14,0.07,0.03,0.02
" CURSOS, LEITURA E PAPELARIA",0.02,-0.01,-0.01,-0.03,0.04,0.06,-0.07,-0.02,0.04,-0.01,0,0.02,0.02,-0.14,0.07,0.03,0.02
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.23,0.09,-0.08,-0.12,0.49,0.31,0,0,0.12,0.32,0.07,0,0.36,0.26,0,0.11,0.22
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,1.13,       -,       -,       -,       -,       -,       -,       -,       -,1.13,       -,       -,1.13
 LIVRO DIDÁTICO,0,0,0,-0.02,0,0.04,0,0,0,0,0.07,0,0.05,0,0,0,0.01
 LIVRO NÃO DIDÁTICO,1.58,0.25,-0.43,-0.75,1.43,1.02,       -,       -,0.79,1.46,       -,       -,1.01,       -,       -,1.29,0.89
 PAPELARIA,-0.13,-0.58,0.09,-0.73,0.23,1.98,-0.27,-0.67,1.28,1.98,-0.43,0.78,-0.47,-0.21,1.49,1.03,0.25
 CADERNO,-1.14,-1.83,1.2,0.9,-3.49,2.2,-1.09,-1.56,1.49,1.62,0.06,-0.07,-2.14,-1.35,2.31,1.19,-0.65
 ARTIGOS DE PAPELARIA,0.26,0.27,-0.7,-1.83,1.83,1.92,0.61,0,1.13,2.16,-0.73,1.47,0.35,0.9,0.78,0.93,0.78
 CURSOS DIVERSOS,0.01,0,-0.03,0,0,0,-0.46,0,-0.04,-0.48,0,0,0,-1.08,0,0,-0.06
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 AUTOESCOLA,       -,       -,-0.2,0,       -,       -,-1.44,       -,-0.23,-2.42,       -,       -,0,-2.86,       -,0,-1.03
 ATIVIDADES FÍSICAS,0.03,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.01
 COMUNICAÇÃO,0.43,0.12,0.04,0.11,0.38,-0.4,0.26,-0.06,0.47,0.34,-0.05,0.09,0.3,-0.15,0.21,0.38,0.24
 COMUNICAÇÃO,0.43,0.12,0.04,0.11,0.38,-0.4,0.26,-0.06,0.47,0.34,-0.05,0.09,0.3,-0.15,0.21,0.38,0.24
 COMUNICAÇÃO,0.43,0.12,0.04,0.11,0.38,-0.4,0.26,-0.06,0.47,0.34,-0.05,0.09,0.3,-0.15,0.21,0.38,0.24
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,2.28,0.8,0.24,0.47,2.77,-1.82,0.95,-0.23,2.35,1.72,-0.28,0.69,1.55,-0.66,0.57,1.54,1.37
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
