"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SAÚDE E CUIDADOS PESSOAIS,0.82,0.57,0.61,1.26,0.58,0.84,1.24,0.93,0.74,1.11,0.94,1.11,0.03,1.9,-0.74,0.38,0.73
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.03,0.02,-0.01,0.58,-1.62,0.65,-0.07,-1.11,-0.62,0.84,0.04,1,-1.93,0.35,-5.65,0.12,-0.45
 PRODUTOS FARMACÊUTICOS,1.12,0.17,-0.07,0.82,-1.53,0.63,0.02,-0.89,-0.6,0.69,0.18,0.97,-2.13,0.4,-6.39,0.34,-0.38
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.06,-1.34,0.16,1.35,-2.53,1.72,-0.34,-3.85,-0.26,-0.79,0.61,-0.74,-2.51,0.04,-4.54,0.93,-1.02
 ANALGÉSICO E ANTITÉRMICO,1.52,0.41,0.65,-0.06,0.27,2.15,0.34,0.38,-0.38,1.33,0.69,1.04,-2.41,1.21,-4.71,0.47,0.45
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.23,-0.79,0.02,-0.99,-1.03,-0.28,-0.24,-2.83,-1.03,0.89,-0.39,0.42,-2.58,-0.38,-6.33,-0.92,-0.78
 ANTIGRIPAL E ANTITUSSÍGENO,1.2,1.41,0.29,-0.87,-1.52,-0.42,-0.32,-2.06,-0.73,1.71,0.11,1.46,-1.06,1.11,-12.43,-0.29,-0.46
 DERMATOLÓGICO,1.09,0.6,1.36,1.25,-2.06,0.45,       -,-1.17,-0.18,0.45,       -,0.39,-1.86,-0.54,-5.82,0.4,-0.55
 ANTIALÉRGICO E BRONCODILATADOR,0.26,-0.09,-0.01,0.91,-2.03,-0.29,0.39,-0.87,-0.68,-0.07,0.06,0.36,-2.73,-0.22,-6.62,0.88,-0.76
 GASTROPROTETOR,1.08,-0.04,0.08,0.7,-1.05,       -,0.07,-0.77,-0.49,1.1,0.48,0.71,-1.27,0.78,-6.06,0.93,-0.33
 VITAMINA E FORTIFICANTE,-0.01,0.68,1.04,0.24,-1.22,1.25,0.04,-0.5,-0.75,0.13,0.03,0.51,-1.47,0.86,-7.57,0.07,-0.34
 HORMONAL,2.1,1.09,0.14,1.83,-3.6,-1.43,-0.01,-1.94,-0.67,3.91,-0.23,0.08,-2.44,0.08,-4.36,-0.76,-0.74
 PSICOTRÓPICO E ANOREXÍGENO,2.55,-0.26,-0.08,-0.08,-1.8,0.77,-0.39,-0.29,-0.47,-0.19,0.28,-0.47,-1.46,0.38,-5.01,0.17,-0.4
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,1.03,0.58,-1.48,3.27,-1.3,-0.18,0.01,1.29,-0.22,0.3,0.18,3.65,-3.44,-0.7,-4.43,-0.11,-0.17
 OFTALMOLÓGICO,0.51,-0.11,-0.4,0.77,-0.53,0.21,0,-0.82,0.39,       -,-0.09,-0.13,-1.67,       -,-3.7,0.47,-0.18
 ANTIDIABÉTICO,1.57,-0.16,-0.97,-0.34,-2.77,2.26,-0.25,-1.94,-0.67,-0.35,-0.12,-0.05,-0.91,1.03,-15.52,2.94,-0.96
 NEUROLÓGICO,0.55,-0.35,0.42,-1.13,-2.31,-1.26,0.29,-1.99,-5.92,0.02,-1.01,0.26,0.08,-0.05,-10.29,0.82,-1.08
 PRODUTOS ÓTICOS,-1.46,-2.31,0.77,-1.43,-2.5,0.82,-0.57,-2.96,-0.88,2.73,-3.51,1.58,-0.18,-0.8,1.05,-3.63,-1.16
 ÓCULOS DE GRAU,-1.46,-2.31,0.77,-1.43,-2.5,0.82,-0.57,-2.96,-0.88,2.73,-3.51,1.58,-0.18,-0.8,1.05,-3.63,-1.16
 SERVIÇOS DE SAÚDE,0.45,0.72,0.6,0.46,0.67,0.49,0.31,0.53,0.47,0.32,0.36,0.76,0.33,0.38,0.07,0.63,0.56
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.14,0.63,0.86,-0.03,1.14,0.32,-0.1,0.28,0.01,-0.44,0.06,1.56,-0.06,0.33,-0.23,2.07,0.55
 MÉDICO,0.17,1.14,0.75,-0.28,0,-0.4,0,0.35,-0.13,-0.62,0.12,-0.56,0,0,-0.47,2.49,0.15
 DENTISTA,-0.49,0.37,0.9,0.47,2.53,0.72,-0.39,0.08,0.18,-0.27,0,3.1,-0.17,0.95,0.28,1.13,1.1
 APARELHO ORTODÔNTICO,       -,       -,1.16,       -,       -,       -,       -,       -,       -,       -,0,       -,0.36,       -,       -,       -,0.87
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.03,       -,       -,2.03
 PSICÓLOGO,0,-0.63,       -,       -,-1.36,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.99
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.2,1.56,0.13,0.12,0.39,0.07,0.1,0.5,0.54,1.03,0.03,0.72,-0.42,0,0.37,-2.12,0.4
 EXAME DE LABORATÓRIO,0.52,0.05,0.38,0.13,-0.19,0.57,-0.02,2.31,0.12,-0.47,0.26,-0.38,-1.55,0,-0.39,-0.5,0.13
 HOSPITALIZAÇÃO E CIRURGIA,0,2.48,0.18,0.24,0.52,0,0.13,0.12,1.13,1.73,0,1.43,0,       -,0.17,-3.73,0.55
 EXAME DE IMAGEM,0.91,0.48,-0.2,0.04,0.21,0.09,0.16,-0.56,0.31,0.82,-0.05,0.39,0,0,1.2,-0.53,0.23
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.2,0.59,0.59
 PLANO DE SAÚDE,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.2,0.59,0.59
 CUIDADOS PESSOAIS,1.35,0.93,1.27,2.72,2.67,2.07,2.5,2.76,2.31,2.15,2.51,2.11,1.31,3.39,2.31,0.28,2.12
 HIGIENE PESSOAL,1.35,0.93,1.27,2.72,2.67,2.07,2.5,2.76,2.31,2.15,2.51,2.11,1.31,3.39,2.31,0.28,2.12
 PRODUTO PARA CABELO,3.19,1.53,-0.49,2,3.39,0.19,-0.57,-0.16,1.42,1.14,0.02,0.74,-0.84,-0.31,0.6,-1.11,1.55
 FRALDA DESCARTÁVEL,2.05,-1.93,-0.42,0.44,-2.05,-0.55,-1,0.3,2.83,0.38,0.24,2.08,-0.27,1.53,-2.92,-1.43,-0.39
 PRODUTO PARA BARBA,1.73,-2.89,-0.08,0.81,1.12,-0.93,1.94,-1.21,-0.16,-1.31,-0.87,-1.35,-1.9,0.01,2.4,0.7,0.0
 PRODUTO PARA PELE,7.48,8.22,5.43,6.99,7.8,6.87,6.63,6.51,8.11,7.27,8.59,8.66,9.7,9.71,7.56,8.58,7.44
 PRODUTO PARA HIGIENE BUCAL,-0.09,-0.32,-0.4,1.13,0.57,0.65,-0.27,0.36,-1.22,-0.62,-0.93,-0.53,1.32,-0.32,0.39,-0.73,0.01
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-2.29,       -,       -,       -,       -,       -,       -,0.65,       -,       -,-1.92
 PERFUME,0.21,0.55,5.14,5.2,5.28,4.69,4.76,6,3.58,6.75,5.83,4.83,3.66,5.84,3.17,0.86,4.38
 DESODORANTE,1.38,1.41,0.01,-0.08,-0.93,-2.51,-0.24,0.02,1.12,-0.74,-1.64,-0.96,-0.37,1.64,2.6,-2.34,-0.14
 ABSORVENTE HIGIÊNICO,2.66,-1.25,2.19,-0.93,-0.3,1.78,-1.78,-0.72,-0.9,1.97,1.93,-0.19,-0.91,0.93,0.44,1.13,0.2
 SABONETE,-1.04,-1.32,-2.79,-1.21,2.07,-0.22,1.16,0.38,-1.91,-0.69,-0.55,2.39,-1.65,1,0.57,-0.86,-0.09
 PAPEL HIGIÊNICO,-2.61,-0.51,-0.69,0.51,-0.25,-0.18,0.46,-0.18,2.87,-0.8,0.04,-2.23,-2.18,0.84,0.54,-2.87,-0.45
 ARTIGOS DE MAQUIAGEM,1.08,-0.13,0.91,2.9,3.54,2.01,3.91,3.11,3.35,2.83,3.16,2.13,0.25,0.16,6,-0.29,2.47
 DESPESAS PESSOAIS,0.36,0.34,0.44,0.19,0.18,0.48,0.25,0.43,0.41,0.33,0.72,0.34,0.42,0.36,-0.2,0.22,0.31
 SERVIÇOS PESSOAIS,0.16,0.33,0.02,0.51,0.2,0.27,0.02,0.24,0.14,0.02,0.52,0.25,0.36,0.11,-0.14,0.55,0.2
 SERVIÇOS PESSOAIS,0.16,0.33,0.02,0.51,0.2,0.27,0.02,0.24,0.14,0.02,0.52,0.25,0.36,0.11,-0.14,0.55,0.2
 COSTUREIRA,       -,       -,       -,0.19,       -,       -,-1.41,       -,       -,       -,       -,       -,       -,-1.71,-2.61,1.27,-0.84
 MANICURE,0.13,0,1.35,1.51,-0.9,0.34,1.02,0.63,1.83,0.62,1.1,0.92,0.27,0,-2.96,0.67,0.17
 EMPREGADO DOMÉSTICO,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
 CABELEIREIRO E BARBEIRO,-0.67,0.54,-1.72,0.96,0.21,-0.4,-0.87,-0.22,-1.16,-0.53,1.52,-0.33,0.68,-0.32,-0.45,1.78,-0.21
 DEPILAÇÃO,       -,       -,0.26,       -,-1,0.86,       -,       -,0.51,-0.02,0.21,       -,1.13,       -,       -,0.81,-0.21
 CARTÓRIO,       -,0.31,       -,       -,       -,       -,       -,       -,       -,0.5,0.06,       -,0.13,0.32,0,       -,0.28
 DESPACHANTE,       -,       -,-0.39,       -,-0.73,       -,       -,       -,       -,-1.74,1.14,-1.19,       -,       -,       -,       -,-0.78
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.11,       -,       -,0.12,0.16,       -,       -,       -,       -,0.22,0.16,       -,       -,       -,       -,0.14
 SOBRANCELHA,1.23,1.96,0.01,0.09,1.66,1.93,       -,0.17,-0.48,-3,0.77,1.2,1.82,-1,-0.67,-1.66,0.57
 RECREAÇÃO E FUMO,0.74,0.37,1.14,-0.35,0.13,0.9,0.72,0.76,0.92,0.73,0.98,0.54,0.54,0.9,-0.37,-0.37,0.5
 RECREAÇÃO,0.88,0.59,1.28,-0.4,0.15,0.95,0.79,0.88,1,0.91,1.17,0.6,0.63,1.05,-0.43,-0.4,0.6
 CLUBE,       -,0.2,0.41,       -,0.84,0.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.6
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-2.38,       -,       -,-1.35,       -,0.18,       -,       -,3.18,       -,       -,-0.76
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.09,-0.67,0.9,-2.78,1.87,0.62,1.47,-0.71,1.14,1.33,-0.5,0.22,0.51,-0.08,3.44,1.25,0.88
 BICICLETA,       -,0.17,-0.16,-2.24,1.04,-0.36,0.18,       -,-0.58,-0.44,0.19,-0.87,0.6,4.64,0.2,       -,0.18
 ALIMENTO PARA ANIMAIS,2.3,1.1,-0.17,1.01,-0.94,-2.43,0.88,-1.36,1.08,0.04,-0.04,0.32,-0.53,2.33,-1,-2.24,-0.08
 BRINQUEDO,0.22,0.76,-0.97,-0.46,0.17,-0.95,0.58,-1.85,2.32,0.25,0.35,3.52,3.92,-1.5,-1.31,4.52,0.31
 CASA NOTURNA,2.19,       -,-0.1,       -,2.53,       -,       -,       -,       -,       -,       -,       -,1.53,       -,       -,       -,1.92
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.16,       -,       -,0.33,       -,       -,-2.99
 HOSPEDAGEM,1.68,2.42,2.05,-1.21,2.24,4.13,1.57,-1.8,1.19,0.96,-0.46,-2.32,-0.14,1.59,-3.11,-7.3,1.65
 PACOTE TURÍSTICO,1.27,-1.72,5.97,-0.14,1.82,2.41,       -,4.84,1.24,2.08,8.86,1.1,1.59,       -,-0.43,-2.71,2.55
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.22,0.57,0.27,       -,-3.25,-0.06,       -,1.38,0.34,-0.65,-0.23,-0.24,1.46,       -,       -,       -,-1.38
" CINEMA, TEATRO E CONCERTOS",0.33,0.52,-0.87,0.18,-3.45,-0.39,1.66,2.43,2.66,1.93,-0.97,2.81,0,0,-1.33,2.11,-0.71
 FUMO,0,-0.53,0,0,0,0,0,0,0,-0.49,0,0,0,0,0,0,-0.11
 CIGARRO,0,-0.53,0,0,0,0,0,0,0,-0.49,0,0,0,0,0,0,-0.11
 EDUCAÇÃO,4.11,2.3,3.92,3.63,3.64,4.2,4.92,5.02,4,2.88,3.15,5.46,5.25,3.1,2.63,4.36,3.7
" CURSOS, LEITURA E PAPELARIA",4.11,2.3,3.92,3.63,3.64,4.2,4.92,5.02,4,2.88,3.15,5.46,5.25,3.1,2.63,4.36,3.7
 CURSOS REGULARES,5.18,2.87,5.32,4.68,4.02,5.05,6.42,5.86,4.98,3.42,3.44,6.83,7.17,4.3,3.31,5.68,4.42
 CRECHE,7.17,5.7,6,3.33,6.02,9.87,       -,6.01,       -,4.34,5.7,7.62,6.97,6.9,       -,7.42,6.31
 PRÉ-ESCOLA,7,6.51,8.05,6.06,4.39,7.88,6.78,7.4,6.64,4.09,5.45,7.06,8.2,       -,3.66,7.23,5.93
 ENSINO FUNDAMENTAL,6.44,6.5,7.35,6.91,5.33,6.98,7.02,7.02,6.82,6.34,6.5,7.17,8,7.62,5.64,7.12,6.22
 ENSINO MÉDIO,7.29,6.63,6.55,7.58,4.98,3.79,6.97,5.71,6.64,4.33,6.64,6.98,7.18,8.59,5.25,6.85,5.67
 ENSINO SUPERIOR,2.21,0.41,4.29,3.42,3.05,2.84,7.06,4.81,2.36,0.56,0.79,6.78,7.02,3.28,1.99,3.7,2.78
 PÓS-GRADUAÇÃO,0.88,3.13,0.44,0,1.46,0.81,1.21,2.45,1.06,1.44,0.78,4.59,1.9,0,3.14,0.32,1.42
 EDUCAÇÃO DE JOVENS E ADULTOS,5.45,       -,       -,       -,       -,5.37,       -,6.36,       -,5.33,       -,       -,       -,5.59,5.44,       -,5.52
 CURSO TÉCNICO,       -,2.01,0.65,0,       -,       -,0.43,       -,3.64,       -,       -,       -,       -,       -,0,       -,1.39
 LEITURA,0.26,0.25,0.05,0.58,0.21,2.1,-0.38,1.48,0.82,1.06,0.33,-1.61,1.78,0.49,0.37,-1.59,0.43
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0.2,0.96,0.16,0.4,-0.18,1.74,-0.49,1.48,0.3,1.06,0.33,-2.15,1.07,0.63,0.37,-1.85,0.28
 LIVRO NÃO DIDÁTICO,0.86,-0.14,-0.45,1.83,1.52,3.05,       -,       -,3.75,1.05,       -,       -,3.27,       -,       -,1.3,1.3
 PAPELARIA,-1.34,0.57,0.5,-1.81,-1.54,-0.27,0.74,-1.61,0.17,-1.5,-1.57,-0.37,-3.3,-1.74,-1.11,0.5,-0.77
 CADERNO,-1.11,-0.65,0.02,-1.28,-4,1.99,3.37,2.1,-3.42,-2.84,-2.51,0,-4.01,-2.23,0.98,-1.09,-1.22
 ARTIGOS DE PAPELARIA,-1.43,1.43,0.85,-2.16,-0.47,-0.88,-1.97,-4.33,2.7,-0.75,-0.99,-0.66,-2.94,-1.26,-2.79,1.66,-0.51
 CURSOS DIVERSOS,2.18,1.17,1.56,0.93,3.9,2.63,1.5,1.67,2.15,1.78,5.03,1.05,1.55,0.54,3.63,3.35,2.67
 CURSO PREPARATÓRIO,6.92,       -,1.45,-0.44,       -,3.55,       -,       -,1.7,1.34,4.36,       -,3.19,       -,8.44,8.8,3.33
 CURSO DE IDIOMA,3.44,1.61,0.53,3.14,4.05,3.74,2.28,6.2,5.55,5.99,10.16,2.09,1.82,       -,2.54,       -,3.75
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.87,       -,2.87
 AUTOESCOLA,       -,       -,1.79,0,       -,       -,1.24,       -,0.45,-1.13,       -,       -,-1.93,1.5,       -,1.49,0.42
 ATIVIDADES FÍSICAS,-0.57,0.93,2.04,0.79,3.73,1.69,0.68,0,1.92,0.8,1.68,0.39,1.99,-0.02,0,2.26,2.01
 COMUNICAÇÃO,0.57,0.61,0.64,-0.49,0.06,-0.3,-0.17,0.24,0.32,0.06,0.06,0.18,0.25,0.46,-0.54,-0.1,0.21
 COMUNICAÇÃO,0.57,0.61,0.64,-0.49,0.06,-0.3,-0.17,0.24,0.32,0.06,0.06,0.18,0.25,0.46,-0.54,-0.1,0.21
 COMUNICAÇÃO,0.57,0.61,0.64,-0.49,0.06,-0.3,-0.17,0.24,0.32,0.06,0.06,0.18,0.25,0.46,-0.54,-0.1,0.21
 CORREIO,       -,17.39,16.75,       -,17.38,17.38,       -,       -,       -,17.39,       -,       -,       -,16.75,       -,       -,17.3
 PLANO DE TELEFONIA FIXA,0.56,0.95,0.78,0.71,0.28,0.73,0.61,0.73,0.72,0.5,0.42,0.66,0.67,1.01,0.66,0.67,0.52
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,2.79,1.99,2.21,-2.21,-1.53,-3.55,-0.66,0.84,1.42,-1.23,0.28,1.14,1.23,0.04,-1.49,-0.45,0.04
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
