"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 DERMATOLÓGICO,0.18,-1.28,-0.28,2.14,1.32,1.31,       -,1.66,0.4,1.18,       -,1.37,0.33,0.23,-0.26,0.29,0.78
 ANTIALÉRGICO E BRONCODILATADOR,-0.22,-0.61,0.19,-0.65,1.71,3.1,-0.73,2.28,0.32,0.89,2.23,0.07,1.64,1.09,-0.38,1.49,0.82
 GASTROPROTETOR,0.14,-0.89,0.18,2.17,-1.87,       -,0.23,-0.71,-0.29,-1.13,-0.06,-0.85,-0.19,3.12,-0.59,0.75,-0.6
 VITAMINA E FORTIFICANTE,-0.33,-1.7,-0.56,5.3,1.59,-0.43,-0.98,4.21,-0.32,-1.14,-1.26,0.8,1.39,-0.45,4.1,4.38,0.4
 HORMONAL,1.33,-1.69,-0.57,-0.3,-0.33,5.66,-1.47,2.12,-4.58,-0.87,0.21,0.01,0.68,4.3,-0.84,2.57,-0.22
 PSICOTRÓPICO E ANOREXÍGENO,2.81,-0.8,0.78,0.59,-0.61,2.5,0.16,3.37,-1.19,-4.27,-0.73,-0.05,-1.76,-1.83,-1.64,0.1,-0.18
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.44,-0.81,0.83,-1.9,0.59,0.35,-1.74,0.76,0.06,-3.39,-0.89,-1.58,-0.33,3.37,3.01,2.49,-0.24
 OFTALMOLÓGICO,2.35,0.1,-0.57,-0.39,-2.4,-1.96,-1.01,3.81,-1.88,       -,-1.64,-0.02,0.05,       -,-0.81,1.6,-0.72
 ANTIDIABÉTICO,0.3,-3.14,0.32,2.66,0.37,-4.28,-2.27,6.58,-1.72,-0.59,3.13,-4.4,1.18,3.02,-0.67,0.97,-0.12
 NEUROLÓGICO,-2.4,-0.93,-0.61,-2.17,-0.69,2.25,-4.11,2.97,-0.53,0.9,-1.52,0,-1.22,-1.2,-2.46,1.32,-0.85
 PRODUTOS ÓTICOS,2.18,0.89,0.84,-0.69,0.37,0.8,1.75,0.87,-2.86,0.87,-0.83,3.29,2.46,0.44,0.46,-3.92,0.4
 ÓCULOS DE GRAU,2.18,0.89,0.84,-0.69,0.37,0.8,1.75,0.87,-2.86,0.87,-0.83,3.29,2.46,0.44,0.46,-3.92,0.4
 SERVIÇOS DE SAÚDE,-1.77,-1.54,-1.51,-1.8,-1.54,-1.56,-0.78,-1.63,-1.51,-1.36,-1.36,-1.76,-1.35,-0.88,-0.28,-1.81,-1.53
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.22,0.05,-0.15,-0.05,1.03,0.52,1.13,0.04,0.27,-0.06,0,0.38,0.76,0.23,0.28,-0.71,0.38
 MÉDICO,-1.36,0.49,-0.34,0.28,0.51,-0.16,1.54,0,0.07,0.15,0,1.1,1.55,0.17,-0.45,-1.13,0.15
 DENTISTA,0.61,-0.23,0,-0.7,1.62,0.9,0,0.16,0.51,-0.27,0,-0.13,0.15,0.54,1.92,0.24,0.66
 APARELHO ORTODÔNTICO,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.72,       -,       -,       -,-0.05
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.05,       -,       -,-0.05
 PSICÓLOGO,1.66,-0.96,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.11
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0,0.15,0.06,0.03,-0.02,-0.12,1.19,0.18,0.17,-0.09,0.03,0.03,-0.24,-0.14,0.14,0.34,0.06
 EXAME DE LABORATÓRIO,1.07,0.17,0.04,-0.07,-0.71,-0.49,0,0.06,0.1,-0.05,0,-0.84,-0.84,-0.23,0.02,-0.51,-0.08
 HOSPITALIZAÇÃO E CIRURGIA,-0.01,0.03,0,0.21,0.05,0,2.47,-0.02,-0.03,-0.49,0,0,0,       -,0.93,0.74,0.08
 EXAME DE IMAGEM,-1,0.39,0.23,0,0.22,-0.5,0.03,0.43,0.42,0.98,0.13,0.46,-0.05,0,-0.49,0.43,0.13
 PLANO DE SAÚDE,-2.31,-2.34,-2.31,-2.33,-2.32,-2.25,-2.33,-2.33,-2.27,-2.31,-2.31,-2.31,-2.34,-2.32,-2.33,-2.33,-2.31
 PLANO DE SAÚDE,-2.31,-2.34,-2.31,-2.33,-2.32,-2.25,-2.33,-2.33,-2.27,-2.31,-2.31,-2.31,-2.34,-2.32,-2.33,-2.33,-2.31
 CUIDADOS PESSOAIS,0.94,0.05,0.01,0.9,-0.01,-0.03,0.68,0.54,0.85,-0.48,-0.23,0.74,0.66,-0.42,-0.45,-0.36,0.2
 HIGIENE PESSOAL,0.94,0.05,0.01,0.9,-0.01,-0.03,0.68,0.54,0.85,-0.48,-0.23,0.74,0.66,-0.42,-0.45,-0.36,0.2
 PRODUTO PARA CABELO,0.35,-0.42,-1.15,1.64,-0.99,0.77,1.98,1.57,2.36,-1,-1.93,0.61,1.73,-2.07,-0.15,-2.76,-0.19
 FRALDA DESCARTÁVEL,0.36,2.36,1.49,2.64,0.25,0.61,1.8,1.86,1.29,0.57,-0.96,1,0.86,0.34,2.71,3.1,1.03
 PRODUTO PARA BARBA,2.08,3.1,1.84,0.36,0.9,0.77,1.26,1.74,1.01,0.66,0.43,-0.71,-0.72,-1.26,-0.46,-0.1,1.19
 PRODUTO PARA PELE,-4.21,-3.84,-3.28,-4.87,-3.65,-2.75,-1.59,-1.48,-3.17,-3.67,-1.14,-2.23,-3.77,-2.94,-4.69,-5.22,-3.34
 PRODUTO PARA HIGIENE BUCAL,2.97,3.24,1.49,1.6,2.79,1.97,2.14,0.4,1.73,0.65,1.44,0.88,0.54,1.23,-0.28,-1.18,1.99
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,0.83,       -,       -,       -,       -,       -,       -,0.25,       -,       -,0.76
 PERFUME,0.34,0.63,-0.43,1.46,0.63,0.7,-0.25,-0.45,0.97,-0.7,0.77,1.19,0.5,0.41,0.57,0.91,0.4
 DESODORANTE,1.85,-1.3,0.21,0.98,-0.91,-1.69,1.77,0.23,-0.79,1.17,-2.81,1.89,0.76,-1.78,-1.51,0.15,-0.14
 ABSORVENTE HIGIÊNICO,1.02,-1.81,-2.19,0.83,0.23,2.11,0.36,2.59,2.69,-1.6,-0.97,2.69,3.01,1.85,-1.3,-0.86,0.13
 SABONETE,1.61,-1.76,2.05,0.54,2.41,-1.57,1.38,2.51,2.1,-0.51,0.19,0.32,1.89,-1.19,-2.84,1.19,1.17
 PAPEL HIGIÊNICO,4.6,2.16,3.9,0.01,-0.04,0.79,2.37,1.46,2.72,1.06,1.29,0.62,2,1.04,-1.36,0.95,1.35
 ARTIGOS DE MAQUIAGEM,2.95,3.66,1.81,3.02,1.95,2,2.35,2.88,0.55,-1.24,2.7,2.07,1.7,0.51,0.81,-0.2,1.86
 DESPESAS PESSOAIS,-0.08,0.17,0.05,0.43,0.03,-0.02,0.29,0,0.08,0.12,0.52,0.31,0.35,0.13,0,-0.26,0.09
 SERVIÇOS PESSOAIS,-0.13,0,0.02,0.57,-0.09,0.02,0.01,0.05,0.2,0.06,0.26,-0.03,0.2,0.07,-0.04,-0.09,0.01
 SERVIÇOS PESSOAIS,-0.13,0,0.02,0.57,-0.09,0.02,0.01,0.05,0.2,0.06,0.26,-0.03,0.2,0.07,-0.04,-0.09,0.01
 COSTUREIRA,       -,       -,       -,-0.1,       -,       -,-1.04,       -,       -,       -,       -,       -,       -,-0.17,-1.76,1.36,-0.59
 MANICURE,0,0.72,3.93,2.27,-1.22,0.87,-0.36,0.2,1.59,0.78,-0.69,0.35,1.54,0,0,0.14,0.37
 EMPREGADO DOMÉSTICO,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
 CABELEIREIRO E BARBEIRO,-1.07,-0.51,-1.6,1.76,-0.43,-0.48,0.03,-0.21,0.05,-0.16,1.92,-0.24,0.17,0.15,-0.29,-0.85,-0.37
 DEPILAÇÃO,       -,       -,0.21,       -,1.72,0.71,       -,       -,0.4,1.22,0.64,       -,2.83,       -,       -,-1.53,1.11
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,-1.08,       -,-1,       -,       -,       -,       -,0.26,-0.14,-1.96,       -,       -,       -,       -,-0.75
 SERVIÇO BANCÁRIO,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 CONSELHO DE CLASSE,       -,0.11,       -,       -,0.12,0.16,       -,       -,       -,       -,0.22,0.16,       -,       -,       -,       -,0.13
 SOBRANCELHA,1.04,-0.45,-0.05,3.34,-0.34,-2.72,       -,1.46,2.54,-1.51,-1.13,-1.24,-1.29,0,-0.48,-0.21,-0.08
 RECREAÇÃO E FUMO,0.02,0.44,0.11,0.18,0.25,-0.1,0.85,-0.09,-0.15,0.2,0.86,1.1,0.66,0.24,0.08,-0.57,0.24
 RECREAÇÃO,0.03,0.38,0.12,0.15,0.11,-0.1,0.94,-0.17,-0.2,0.23,1.03,1.24,0.78,0.28,0.04,-0.6,0.19
 CLUBE,       -,1.89,-1.39,       -,0.18,0.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.15
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.4,       -,       -,3.57,       -,3.7,       -,       -,3.16,       -,       -,3.16
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.17,-1.27,0.15,1.09,-2,1.73,2.87,-0.46,0.17,0.22,0.09,2,2.02,1.32,-1.13,-0.05,-0.57
 BICICLETA,       -,-0.28,0.98,2.33,-0.27,2.93,1.32,       -,2.99,4.43,1.51,0.61,3.03,-2.89,3.89,       -,1.32
 ALIMENTO PARA ANIMAIS,0.7,1.05,1.63,2.57,0.29,3.6,2.98,0.31,1.68,1.29,1.81,3.39,0.09,0.77,0.36,1.46,1.09
 BRINQUEDO,0.1,-0.51,-0.7,-3.9,-0.49,0.22,-0.41,-1.96,1.03,0.56,-2.17,2.49,0.68,-0.38,-0.22,2.27,-0.38
 CASA NOTURNA,0,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.27,       -,       -,0.28,       -,       -,0.27
 HOSPEDAGEM,-2.05,1.47,-0.85,-1.48,-0.06,-1.48,-3.88,-1.4,-2.52,0.31,1.36,-0.07,-0.02,1.09,-1.86,-8.19,-0.47
 PACOTE TURÍSTICO,1.74,1.55,1.13,2.02,2.28,-2.24,       -,0.87,1.14,-2.3,3.7,3.44,1.92,       -,0.04,-0.34,1.47
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.14,-1.2,0.52,       -,-2.11,-0.58,       -,1.12,0.29,1.28,0.25,0.4,3.61,       -,       -,       -,-0.74
" CINEMA, TEATRO E CONCERTOS",0,0,0,0,0,0,1.02,-0.63,-1.85,0.5,-0.54,0,0,0,0,0,-0.05
 FUMO,0,0.7,0,0.38,0.97,0,0,0.38,0.36,0,0,0,0,0,0.38,0,0.5
 CIGARRO,0,0.7,0,0.38,0.97,0,0,0.38,0.36,0,0,0,0,0,0.38,0,0.5
 EDUCAÇÃO,0.01,-0.12,0.01,0.04,-0.19,-0.04,-0.27,0.08,-0.16,0.03,-0.07,0.13,-0.1,0.2,-0.05,-0.02,-0.09
" CURSOS, LEITURA E PAPELARIA",0.01,-0.12,0.01,0.04,-0.19,-0.04,-0.27,0.08,-0.16,0.03,-0.07,0.13,-0.1,0.2,-0.05,-0.02,-0.09
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,-0.41,       -,-0.03
 LEITURA,-0.02,0.93,0.35,-0.06,0.2,-0.31,0,0,-0.27,-0.24,-0.01,0,-0.18,0.19,0,-0.23,0.1
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0.82,       -,       -,       -,       -,       -,       -,       -,       -,0.82,       -,       -,0.82
 LIVRO DIDÁTICO,0,0,0,0.01,0,0,0,0,0,0,-0.01,0,0.01,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,-0.16,2.67,1.88,-0.48,0.24,-1.09,       -,       -,-1.69,-1.06,       -,       -,-0.55,       -,       -,-2.61,0.33
 PAPELARIA,-0.02,-2.24,1.64,1.96,0.88,1.06,-3.26,2.15,-0.25,0.69,1.12,0.71,-0.05,-0.37,-0.1,-1.35,0.3
 CADERNO,0.17,-3.2,1.96,2.42,1.36,-1.89,-3.29,1.61,-1.92,-0.58,-0.49,0.08,-0.95,-1.88,-1.86,1.14,-0.21
 ARTIGOS DE PAPELARIA,-0.08,-1.63,1.41,1.64,0.7,1.83,-3.23,2.56,0.85,1.33,2.1,1.17,0.38,1.13,1.45,-2.86,0.58
 CURSOS DIVERSOS,0.11,-1.01,-0.42,-0.04,-1.62,-0.14,-0.41,0.2,-0.92,0.23,-0.8,1.06,-0.46,1.78,-0.34,0.45,-0.77
 CURSO PREPARATÓRIO,0.21,       -,-2.91,0,       -,0.04,       -,       -,0,-0.01,-0.84,       -,0,       -,0.57,0,-0.62
 CURSO DE IDIOMA,0.39,-2.97,0.42,-0.16,-2.41,-0.49,-0.34,0.71,-4.65,0.67,-0.98,-0.09,-0.77,       -,-0.18,       -,-1.52
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.58,       -,-1.58
 AUTOESCOLA,       -,       -,-0.93,0,       -,       -,0.38,       -,0.8,-1.07,       -,       -,-0.2,2.62,       -,1.58,-0.31
 ATIVIDADES FÍSICAS,-0.16,0,0.1,0,-0.75,0.01,-2.15,0,-0.69,0.65,-0.59,1.79,-0.63,1.27,-0.49,0,-0.28
 COMUNICAÇÃO,0.52,-0.13,0.27,-0.14,0.15,0.45,-0.17,0.18,0.49,-0.09,-0.06,-0.12,-0.07,-0.09,0.27,-0.15,0.15
 COMUNICAÇÃO,0.52,-0.13,0.27,-0.14,0.15,0.45,-0.17,0.18,0.49,-0.09,-0.06,-0.12,-0.07,-0.09,0.27,-0.15,0.15
 COMUNICAÇÃO,0.52,-0.13,0.27,-0.14,0.15,0.45,-0.17,0.18,0.49,-0.09,-0.06,-0.12,-0.07,-0.09,0.27,-0.15,0.15
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0.93,0.43,0.47,0.7,0.58,0.66,0.56,0.6,0.42,0.54,0.84,0.6,0.57,0.6,0.58,0.59,0.63
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,2.3,-0.96,1.42,-0.71,0.88,2.01,-0.66,0.67,2.29,-0.52,-0.54,-1,-0.45,-0.42,0.73,-0.62,0.71
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
