"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SEGURO VOLUNTÁRIO DE VEÍCULO,0.01,0.16,-1.22,0.81,4.77,2.3,0.3,2.32,0.52,-0.51,3.92,-7.82,0.0,2.31,2.21,5.75,2.21
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,1.74,-0.51,2.19,1.26,0.79,0.57,0.56,-0.5,0.72,-2.83,0.0,0.83,-0.97,0.64,0.24,0.57
 ACESSÓRIOS E PEÇAS,-0.21,1.98,1.42,3.09,-0.24,2.12,-0.52,-0.94,0.21,-1.3,2.06,1.78,1.55,1.88,-1.21,2.09,0.43
 PNEU,0.0,2.89,2.79,1.16,3.25,3.57,-0.09,3.18,4.28,4.74,3.84,4.25,-0.06,-0.55,0.78,3.35,3.07
 CONSERTO DE AUTOMÓVEL,-0.4,0.72,-0.06,1.59,-0.61,-0.11,1.41,0.72,1.21,0.41,-0.45,-0.06,1.41,0.59,0.71,2.77,0.16
 ESTACIONAMENTO,0.0,-1.8,0.0,0.0,0.59,0.0,0.0,0.0,-0.11,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.24
 PEDÁGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,0.0,0.0,0.0,0.0,0.0,0.0,1.46
 AUTOMÓVEL USADO,-0.44,-1.19,0.52,0.0,0.97,-0.31,0.35,-2.02,0.89,0.79,0.37,0.42,0.36,-1.71,0.14,-0.04,0.35
 PINTURA DE VEÍCULO,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35
 ALUGUEL DE VEÍCULO,10.87,0.0,0.0,0.0,0.0,0.0,0.59,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36
 MOTOCICLETA,0.28,0.62,0.19,0.86,0.49,0.46,1.12,0.04,0.55,0.52,0.97,-0.22,0.23,0.05,1.14,0.5,0.53
 COMBUSTÍVEIS (VEÍCULOS),-0.16,-0.4,0.86,0.51,2.07,3.29,-1.14,1.11,-2.07,0.2,2.72,-0.25,1.77,-0.65,-0.1,0.87,0.91
 GASOLINA,-0.14,-0.35,0.89,0.44,2.21,3.4,-1.07,1.13,-2.32,-0.2,2.44,-0.23,2.0,-0.72,-0.04,0.91,0.85
 ETANOL,-0.66,0.0,1.17,2.38,1.82,5.23,0.0,0.0,-0.05,2.43,4.68,0.0,-1.19,0.0,0.0,0.0,1.91
 ÓLEO DIESEL,-0.31,-2.15,-0.6,-0.12,0.02,0.47,-3.56,0.71,-0.96,0.18,0.82,-0.91,-1.73,-0.18,-1.14,-0.34,-0.44
 GÁS VEICULAR,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
 SAÚDE E CUIDADOS PESSOAIS,-0.17,-0.08,0.64,0.19,0.3,0.37,0.58,0.87,0.29,0.46,-0.43,-0.04,0.28,0.68,0.82,0.68,0.28
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-1.57,-0.77,0.05,-0.29,-0.27,0.41,-0.77,1.88,0.01,-0.13,-2.06,-0.09,-0.05,0.37,0.79,0.82,-0.35
 PRODUTOS FARMACÊUTICOS,-1.55,-0.84,0.02,-0.33,-0.31,0.28,-1.18,1.77,0.04,0.12,-2.03,0.03,-0.06,0.41,0.68,0.71,-0.38
 ANTI-INFECCIOSO E ANTIBIÓTICO,-1.97,1.72,0.83,-2.92,1.43,-1.82,-3.96,2.61,2.29,1.23,3.83,2.92,1.07,-1.06,2.82,-0.49,0.87
 ANALGÉSICO E ANTITÉRMICO,-3.31,-1.48,0.5,0.42,-0.73,-0.38,-1.0,1.82,-1.8,-0.39,-3.03,0.74,0.58,1.5,2.64,1.18,-0.74
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-3.03,-0.05,-0.37,0.11,-3.28,-1.74,-2.16,0.54,1.35,0.85,0.51,1.1,-1.73,-1.82,-0.06,-0.4,-0.98
 ANTIGRIPAL E ANTITUSSÍGENO,-0.88,-0.21,-1.3,-1.22,-2.02,-0.63,-0.09,1.39,-2.68,-0.47,-0.86,-2.93,-2.09,0.14,-3.76,-1.1,-1.29
 DERMATOLÓGICO,-1.18,-1.33,0.55,0.32,0.76,-0.65,0.0,2.78,-0.12,-0.21,0.0,0.52,-1.19,-1.13,-0.54,0.79,0.19
 ANTIALÉRGICO E BRONCODILATADOR,-1.47,-0.66,-0.55,0.61,0.36,3.33,-2.16,0.96,-0.28,1.15,-2.17,0.51,1.21,1.23,0.63,1.45,-0.03
 GASTROPROTETOR,-1.8,-0.93,-1.04,-1.39,0.89,0.0,-0.65,1.29,-0.16,0.46,-5.46,1.31,-0.26,-1.16,-1.34,0.84,-0.5
 VITAMINA E FORTIFICANTE,-2.01,-1.85,-0.47,-2.48,-0.64,-0.22,1.42,1.19,0.87,1.73,-4.01,-0.13,0.05,0.62,-0.65,-0.72,-0.65
 HORMONAL,-2.14,-1.09,-0.92,-0.36,-1.63,0.73,-1.54,1.08,1.34,1.61,-2.79,-0.31,-1.57,-1.84,0.92,-1.04,-0.87
 PSICOTRÓPICO E ANOREXÍGENO,-0.93,0.53,0.44,-1.61,-0.62,-1.4,-1.14,1.8,0.44,-0.24,-1.9,1.32,2.03,4.0,0.69,1.39,-0.29
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-1.86,-1.01,0.27,0.99,-0.4,1.99,-1.11,2.42,1.13,-1.77,-2.51,-2.29,-0.81,-0.36,0.49,2.02,-0.48
 OFTALMOLÓGICO,-0.19,-1.95,-0.64,-0.19,1.79,0.28,2.63,2.26,0.62,0.0,-0.89,-0.46,0.99,0.0,2.19,0.09,0.54
 ANTIDIABÉTICO,2.25,-3.78,0.29,-1.61,-0.34,2.96,-2.67,1.28,-2.12,1.18,-4.31,-0.39,0.25,1.62,3.55,2.07,-0.18
 NEUROLÓGICO,-2.59,-1.71,0.21,0.88,2.59,3.33,-5.56,2.4,0.72,2.9,0.15,1.34,0.12,1.51,2.07,-1.12,0.54
 PRODUTOS ÓTICOS,-1.98,0.13,0.43,0.03,0.11,1.7,1.61,2.92,-0.23,-3.07,-2.75,-2.02,0.04,-0.53,1.59,2.54,0.02
 ÓCULOS DE GRAU,-1.98,0.13,0.43,0.03,0.11,1.7,1.61,2.92,-0.23,-3.07,-2.75,-2.02,0.04,-0.53,1.59,2.54,0.02
 SERVIÇOS DE SAÚDE,0.07,0.16,0.27,-0.15,0.04,-0.03,0.31,0.06,0.31,0.12,0.02,0.04,0.07,0.07,0.63,0.18,0.1
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.52,0.76,1.03,0.03,0.44,0.37,0.04,0.19,0.91,-0.16,0.06,-0.02,0.24,0.16,0.32,0.94,0.48
 MÉDICO,0.0,0.49,2.15,-0.14,0.0,0.0,0.0,0.26,1.11,-0.5,0.12,0.0,0.0,0.17,0.35,0.68,0.38
 DENTISTA,1.17,0.87,0.14,0.37,0.87,0.58,0.16,0.0,0.66,0.19,0.0,-0.03,0.52,0.12,0.26,1.52,0.61
 APARELHO ORTODÔNTICO,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.03
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04
 PSICÓLOGO,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.05,0.03,0.15,-2.34,-0.38,-0.64,1.95,0.19,1.21,1.54,0.03,0.97,0.11,0.0,1.34,-0.02,0.08
 EXAME DE LABORATÓRIO,0.41,0.28,0.66,0.62,0.94,-0.97,1.26,0.0,0.27,1.51,0.0,1.31,0.45,0.0,4.78,-0.16,0.76
 HOSPITALIZAÇÃO E CIRURGIA,-0.15,0.0,0.1,0.0,-0.74,-0.72,2.96,0.4,2.94,2.0,0.06,-0.01,0.0,0.0,0.22,0.0,-0.05
 EXAME DE IMAGEM,0.0,-0.09,-0.17,-5.82,0.32,0.0,0.78,0.18,0.34,0.31,0.0,2.01,0.0,0.0,-0.57,0.09,-0.13
 PLANO DE SAÚDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE SAÚDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CUIDADOS PESSOAIS,1.05,0.27,1.88,0.92,1.31,1.4,1.45,0.88,0.49,1.36,0.83,-0.19,0.81,1.1,0.93,1.21,1.11
 HIGIENE PESSOAL,1.05,0.27,1.88,0.92,1.31,1.4,1.45,0.88,0.49,1.36,0.83,-0.19,0.81,1.1,0.93,1.21,1.11
 PRODUTO PARA CABELO,2.79,-1.81,2.63,2.71,1.29,0.58,-2.56,-1.24,-1.92,1.47,-1.13,-1.97,-0.27,2.03,-0.99,-0.53,0.58
 FRALDA DESCARTÁVEL,2.44,0.47,1.97,-0.93,-0.68,1.25,-0.46,-0.86,1.77,-0.11,1.76,-2.85,-0.57,1.91,0.37,-1.03,0.37
 PRODUTO PARA BARBA,0.78,2.53,-0.51,1.4,1.22,1.54,2.58,2.8,0.55,-2.09,0.1,-0.89,0.52,0.35,-0.87,2.76,0.89
 PRODUTO PARA PELE,2.0,0.36,1.58,0.75,1.47,-0.57,-1.06,0.48,0.91,1.31,-1.28,-0.44,0.33,-1.64,0.53,0.67,0.81
 PRODUTO PARA HIGIENE BUCAL,0.73,-0.69,1.61,-1.83,0.89,2.83,-0.28,-0.38,-0.15,1.95,-2.94,-0.08,2.79,-1.68,-0.93,2.87,0.49
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,0.0,-0.24
 PERFUME,3.24,2.26,3.2,2.25,2.36,3.59,3.64,2.64,2.22,2.88,2.39,2.42,2.1,2.37,2.51,2.37,2.66
 DESODORANTE,-1.21,2.02,2.85,-0.78,0.98,0.79,1.62,-0.29,-0.31,2.35,2.56,-2.2,1.41,-0.25,0.61,2.06,0.92
 ABSORVENTE HIGIÊNICO,2.19,0.73,0.71,-1.95,1.88,-0.24,0.34,1.33,-2.61,0.28,-2.31,0.13,0.44,0.33,-1.37,1.3,0.6
 SABONETE,-0.92,-2.4,2.22,0.46,0.47,-0.32,2.92,0.26,0.91,-0.02,1.89,1.28,0.1,-1.07,1.49,-0.11,0.41
 PAPEL HIGIÊNICO,-3.11,-0.66,-1.62,-1.21,0.27,1.03,2.82,-1.25,-2.46,-0.67,1.67,0.32,-0.9,-0.57,0.62,-1.8,-0.5
 ARTIGOS DE MAQUIAGEM,-1.48,-2.59,-1.42,-1.31,2.37,1.77,0.31,0.92,-0.15,1.32,1.45,-0.4,-0.74,0.5,0.17,0.72,0.37
 DESPESAS PESSOAIS,-0.16,-0.31,0.13,0.09,0.43,0.32,-0.14,0.13,0.15,0.17,0.25,0.13,0.47,0.07,0.27,0.52,0.19
 SERVIÇOS PESSOAIS,-0.05,0.22,0.07,-0.01,0.38,0.3,0.18,-0.08,0.39,0.19,0.16,-0.11,0.26,-0.13,0.19,0.66,0.23
 SERVIÇOS PESSOAIS,-0.05,0.22,0.07,-0.01,0.38,0.3,0.18,-0.08,0.39,0.19,0.16,-0.11,0.26,-0.13,0.19,0.66,0.23
 COSTUREIRA,0.0,0.0,0.0,0.8,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,1.84,-0.14,2.18,0.86
 MANICURE,1.06,0.0,-1.04,-1.47,1.79,2.02,2.22,0.91,0.16,-0.07,1.43,-2.15,1.11,-1.05,0.0,0.95,0.75
 EMPREGADO DOMÉSTICO,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
 CABELEIREIRO E BARBEIRO,-1.18,1.11,0.43,0.21,1.31,0.82,-0.07,-1.06,1.89,0.29,0.03,0.17,0.53,-0.9,0.65,2.62,0.64
 DEPILAÇÃO,0.0,0.0,0.28,0.0,-0.91,0.23,0.0,0.0,0.15,0.82,-3.54,0.0,-0.42,0.0,0.0,2.53,-0.37
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 DESPACHANTE,0.0,0.0,0.76,0.0,2.01,0.0,0.0,0.0,0.0,0.86,-0.78,-4.96,0.0,0.0,0.0,0.0,1.36
 SERVIÇO BANCÁRIO,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 CONSELHO DE CLASSE,0.0,0.11,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.22,0.16,0.0,0.0,0.0,0.0,0.13
 SOBRANCELHA,0.46,-1.91,-0.62,-2.36,-1.23,2.92,0.0,-0.29,-0.6,1.56,2.37,-0.28,1.68,0.58,1.07,0.29,-0.26
 RECREAÇÃO E FUMO,-0.36,-1.17,0.22,0.27,0.51,0.37,-0.76,0.5,-0.33,0.14,0.37,0.67,0.88,0.5,0.48,0.25,0.12
 RECREAÇÃO,-0.44,-0.26,0.25,0.31,1.06,0.39,-0.85,0.57,-0.36,0.16,0.44,0.75,1.03,0.58,0.54,0.26,0.4
 CLUBE,0.0,0.0,2.29,0.0,0.36,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,1.34,0.0,1.1,0.0,0.0,1.47,0.0,0.0,1.47
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.81,0.27,0.21,0.35,0.75,-0.02,-0.7,0.0,0.07,0.48,-0.53,0.0,0.55,0.17,0.18,0.99,0.27
 BICICLETA,0.0,2.59,-1.36,0.05,5.33,3.05,2.58,0.0,2.48,0.93,0.99,2.75,-1.71,3.06,2.59,0.0,2.58
 ALIMENTO PARA ANIMAIS,0.18,-1.57,0.25,-2.6,-0.94,0.24,-0.59,0.74,0.29,0.88,1.18,1.47,3.99,0.07,0.77,-3.88,-0.35
 BRINQUEDO,1.64,0.52,-0.64,2.29,3.11,-1.95,-1.47,2.39,-1.0,4.59,1.84,-2.37,1.52,1.51,1.69,2.97,1.51
 CASA NOTURNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.58,0.0,0.0,0.3
 HOSPEDAGEM,1.28,-0.94,1.21,3.12,1.24,-0.73,0.36,3.31,-0.36,-1.12,-1.18,3.2,3.67,0.0,2.02,2.51,0.51
 PACOTE TURÍSTICO,1.39,-1.5,-0.38,0.02,2.36,3.81,0.0,-1.18,0.01,0.49,2.06,1.25,0.45,0.0,0.54,1.01,1.39
 SERVIÇO DE HIGIENE PARA ANIMAIS,0.05,1.62,0.0,0.0,0.69,-2.14,0.0,0.57,0.96,-1.61,0.74,1.44,-1.78,0.0,0.0,0.0,0.25
" CINEMA, TEATRO E CONCERTOS",-3.61,0.0,0.0,-0.4,0.58,0.08,-2.91,1.36,-3.08,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,-0.51
 FUMO,0.0,-4.69,0.0,0.05,-2.46,0.04,0.0,0.05,0.05,0.0,0.04,0.0,0.0,0.0,0.05,0.0,-1.55
 CIGARRO,0.0,-4.69,0.0,0.05,-2.46,0.04,0.0,0.05,0.05,0.0,0.04,0.0,0.0,0.0,0.05,0.0,-1.55
 EDUCAÇÃO,0.01,-0.14,0.06,0.05,-0.12,-0.13,0.0,-0.01,0.04,0.0,-0.01,0.58,0.03,0.11,0.16,-0.06,-0.04
" CURSOS, LEITURA E PAPELARIA",0.01,-0.14,0.06,0.05,-0.12,-0.13,0.0,-0.01,0.04,0.0,-0.01,0.58,0.03,0.11,0.16,-0.06,-0.04
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,-0.03,-1.13,-0.17,-0.01,-0.17,-0.74,0.0,0.0,-0.13,-0.4,0.0,5.69,-0.47,0.35,0.0,-0.24,-0.18
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,0.0,0.0,0.0,0.0,1.34
 REVISTA,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,1.44
 LIVRO DIDÁTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO NÃO DIDÁTICO,-0.22,-3.2,-0.87,-0.06,-1.94,-2.66,0.0,0.0,-0.81,-1.74,0.0,0.0,-1.43,0.0,0.0,-2.7,-1.8
 PAPELARIA,0.18,-0.58,0.72,1.75,-0.26,0.47,-0.27,-0.3,1.26,-1.9,2.18,1.1,0.33,-1.55,1.57,3.04,0.17
 CADERNO,-0.05,-0.38,1.74,0.07,1.25,-0.06,-0.13,1.41,2.88,-1.16,2.1,0.21,-0.16,-0.79,3.19,2.71,0.89
 ARTIGOS DE PAPELARIA,0.26,-0.71,0.02,2.93,-0.85,0.6,-0.41,-1.57,0.23,-2.27,2.22,1.73,0.57,-2.28,0.18,3.24,-0.22
 CURSOS DIVERSOS,0.08,-0.06,0.32,0.0,-0.83,-0.3,0.17,0.0,0.19,0.49,-0.59,1.16,0.36,1.74,0.81,-0.92,-0.22
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 AUTOESCOLA,0.0,0.0,0.15,0.0,0.0,0.0,-2.37,0.0,0.78,0.07,0.0,0.0,1.16,4.22,0.0,-1.33,-0.08
 ATIVIDADES FÍSICAS,0.17,-0.09,0.62,0.0,-1.73,-0.58,5.82,0.0,0.11,1.14,-1.92,1.88,0.43,0.24,3.27,-1.04,-0.44
 COMUNICAÇÃO,0.13,0.52,0.27,0.33,0.45,0.66,-0.87,-0.33,0.14,-0.43,-0.3,-0.14,0.37,-0.05,0.38,0.32,0.21
 COMUNICAÇÃO,0.13,0.52,0.27,0.33,0.45,0.66,-0.87,-0.33,0.14,-0.43,-0.3,-0.14,0.37,-0.05,0.38,0.32,0.21
 COMUNICAÇÃO,0.13,0.52,0.27,0.33,0.45,0.66,-0.87,-0.33,0.14,-0.43,-0.3,-0.14,0.37,-0.05,0.38,0.32,0.21
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,3.73,2.59,3.12,2.76,1.29,3.0,2.8,2.72,2.71,2.86,2.36,2.75,2.66,2.64,2.68,2.7,2.44
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,-1.29,-1.29,0.0,0.0,-1.29,-1.29,-1.29,-1.29,0.0,-1.29,0.0,0.0,-1.29,0.0,-0.46
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,-0.77,2.83,2.9,2.72,2.7,2.73,-2.24,-0.33,2.01,-1.21,-2.38,2.01,1.65,-0.34,1.78,1.09,1.28
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
