"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-2.98,-0.57,-2.22,1.47,-0.47,-1.36,0.5,2.41,-0.8,0.45,0.29,-0.97,-1.89,-1.75,2.39,1.5,-0.48
 ANTIGRIPAL E ANTITUSSÍGENO,-3.63,2.31,-0.01,-0.47,-2.58,-2.63,-0.11,-0.02,-3.9,-0.76,0.22,1.81,-3.3,1.77,2.21,0.4,-1.3
 DERMATOLÓGICO,0.34,-0.86,1.51,-0.37,-1.2,-1.23,       -,0.25,3.18,-0.99,       -,1.13,-1.64,2.07,0.64,-0.23,-0.22
 ANTIALÉRGICO E BRONCODILATADOR,-2.86,-0.39,-1.28,-0.01,-2.99,-0.91,0.13,-0.08,1.12,-0.92,2.05,1.33,-0.22,-0.94,2.73,0.64,-1.35
 GASTROPROTETOR,0,-0.94,0.9,0.71,-0.46,       -,-4.49,-0.29,-0.15,-1.25,3.53,-0.37,-0.31,1.33,-0.17,0.23,-0.14
 VITAMINA E FORTIFICANTE,-0.32,-5.39,1.56,1.03,-1.85,-4.12,-1.3,-2.17,1.73,-2.09,1.31,-0.48,-2.47,-0.45,2.55,1.61,-1.12
 HORMONAL,-2.52,-4.23,0,-0.15,-2.81,2.2,2.19,-1.04,-0.46,0.33,-0.51,-1.37,-3.21,-0.33,-1.91,0.37,-1.56
 PSICOTRÓPICO E ANOREXÍGENO,-2.18,1,1.5,0.57,0.95,1.03,-0.7,-0.63,2.48,2.68,1.75,1.75,-1.14,2.13,-1.04,0.89,0.88
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-1.47,-0.84,-2.03,-0.62,-1.14,-0.82,-2.21,0.49,3.22,0.79,3.39,2.55,-1.58,-0.07,-0.18,1.07,-0.38
 OFTALMOLÓGICO,-1.29,-2.73,-0.69,-0.75,-2.85,0.13,-4.21,0.57,1.51,       -,-1.83,0.92,-2.28,       -,-2.37,0.42,-1.49
 ANTIDIABÉTICO,-1.34,-0.58,-1.98,-0.82,2.12,-0.15,-0.43,1.87,1.53,0.83,1.81,-1.33,-3.31,2.2,1.47,-0.42,0.32
 NEUROLÓGICO,-1.21,-0.35,0.26,0.32,0.32,0.13,-0.55,-0.23,0.49,-1.17,2.19,-0.16,-2.27,-0.26,1.01,0.89,-0.03
 PRODUTOS ÓTICOS,2.12,-0.39,-0.45,-2.54,-3.74,-0.37,-2.78,2.49,0.7,3.8,3.19,0.32,-0.42,0.81,-1.12,-0.18,-1.11
 ÓCULOS DE GRAU,2.12,-0.39,-0.45,-2.54,-3.74,-0.37,-2.78,2.49,0.7,3.8,3.19,0.32,-0.42,0.81,-1.12,-0.18,-1.11
 SERVIÇOS DE SAÚDE,-0.98,-0.79,-0.59,-1.08,-1.01,-0.87,-0.71,-0.99,-0.67,-0.42,-0.79,-0.98,-0.12,-0.74,-0.49,-1.01,-0.85
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.16,-0.04,0.71,-0.37,0.18,0.04,0.13,0.08,1.1,1.12,0.23,0.31,2.06,-0.3,-0.37,0.33,0.37
 MÉDICO,0.18,0,1.13,-0.61,0,0.16,0,0.1,0.19,0.53,0,0,4.26,-0.42,-0.14,0.39,0.27
 DENTISTA,0,-0.08,0.34,0.12,0.36,-0.03,0.51,0.04,2.26,1.73,0.6,0.54,0,0.07,-0.91,0.22,0.49
 APARELHO ORTODÔNTICO,       -,       -,0.61,       -,       -,       -,       -,       -,       -,       -,0,       -,0.33,       -,       -,       -,0.47
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 PSICÓLOGO,0.82,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.15
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.2,0.04,0.51,1.18,0.19,0.03,0.09,-0.13,0.02,0.11,0.02,-0.44,0.71,-0.08,-0.1,0.01,0.18
 EXAME DE LABORATÓRIO,0.23,0.62,0.24,2.72,0.56,0.3,0.39,-0.79,0.06,0.61,0.09,0,0.6,-0.13,0.3,-0.06,0.41
 HOSPITALIZAÇÃO E CIRURGIA,0,0.06,0.61,0,0.05,0,0,0,0,0.03,0.01,-0.04,0,       -,0,-0.07,0.1
 EXAME DE IMAGEM,1.2,-0.47,0.52,0.67,0.54,0,0,0.25,0,-0.24,0.02,-1.05,1.08,0,-0.56,0.24,0.23
 PLANO DE SAÚDE,-1.37,-1.18,-1.29,-1.43,-1.43,-1.22,-1.4,-1.39,-1.31,-1.37,-1.42,-1.3,-1.12,-1.46,-1.48,-1.47,-1.36
 PLANO DE SAÚDE,-1.37,-1.18,-1.29,-1.43,-1.43,-1.22,-1.4,-1.39,-1.31,-1.37,-1.42,-1.3,-1.12,-1.46,-1.48,-1.47,-1.36
 CUIDADOS PESSOAIS,-0.65,-0.18,-0.37,-0.86,-0.34,-0.83,-1.16,0.11,-0.23,0.56,-0.72,0.56,-0.57,-0.35,-0.66,-0.26,-0.37
 HIGIENE PESSOAL,-0.65,-0.18,-0.37,-0.86,-0.34,-0.83,-1.16,0.11,-0.23,0.56,-0.72,0.56,-0.57,-0.35,-0.66,-0.26,-0.37
 PRODUTO PARA CABELO,-1.61,-1.85,-0.53,-2.95,-0.91,-1.95,0.66,0.7,-0.02,2.15,-1.66,1.77,1.55,1.51,-0.83,1.6,-0.58
 FRALDA DESCARTÁVEL,-0.59,0.58,-1.64,-0.4,-0.88,1.75,-0.16,0.3,-0.01,1.33,0.65,2.57,-1.53,0.48,0.72,0.17,-0.16
 PRODUTO PARA BARBA,-0.99,-2.6,-0.93,2.29,2.23,0.28,-1.01,-2.05,1.77,0.1,-0.89,0.28,0.5,0.71,-0.49,0.57,0.26
 PRODUTO PARA PELE,-3.96,-2.16,-2.79,-3.25,-3.22,-3.82,-3.42,-2.48,-2.14,-2.42,-3.09,-3.69,-3.89,-2.52,-2.25,-2.93,-2.99
 PRODUTO PARA HIGIENE BUCAL,1.22,-0.13,1.87,0.2,-0.32,1.88,-1.63,0.13,0.84,2.81,1.96,1.1,0.62,2.17,-2.54,2.5,0.52
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,2.63,       -,       -,       -,       -,       -,       -,1.74,       -,       -,2.52
 PERFUME,1.35,0.68,-0.41,-0.24,0.18,-1.02,-1.32,0.42,0.16,-0.06,-0.75,0.94,-0.99,-0.98,0.34,-1.2,-0.05
 DESODORANTE,-0.95,0.78,1.71,-0.18,-0.39,-0.16,-1.41,-0.4,-0.35,2.63,0.29,-0.32,0.42,-0.71,-3.16,1.57,0.03
 ABSORVENTE HIGIÊNICO,1.29,1.2,1.48,-0.95,0.92,0.28,1.39,-0.14,-0.42,1.93,-0.01,0.74,0.35,-0.51,0.48,0.89,0.78
 SABONETE,-0.36,1.56,0.86,1.22,0.91,2.87,-0.65,2.7,0.8,0.2,0.62,2.15,-0.84,1.33,-1.6,-2,0.73
 PAPEL HIGIÊNICO,-1.33,1.64,1.67,-1.89,2.48,-1.69,-0.96,3.41,1.49,1.09,2.71,3.1,0.52,-0.4,1.48,1.46,1.48
 ARTIGOS DE MAQUIAGEM,-4.81,-1.02,-4.66,-4.57,-4.56,0.08,-2.48,-4.52,-7.14,-6.92,-4.33,-7.39,-3.39,-2.35,-2.48,-3.79,-4.17
 DESPESAS PESSOAIS,0.7,0.49,0.35,0.76,0.34,0.4,0.48,0.4,0.26,0.79,0.75,0.5,0.17,0.11,0.3,0.49,0.45
 SERVIÇOS PESSOAIS,0.17,0.2,-0.02,0.15,-0.04,0.33,0.44,0.18,0.14,0.19,0.04,0.22,0.17,0.2,0.11,0.25,0.09
 SERVIÇOS PESSOAIS,0.17,0.2,-0.02,0.15,-0.04,0.33,0.44,0.18,0.14,0.19,0.04,0.22,0.17,0.2,0.11,0.25,0.09
 COSTUREIRA,       -,       -,       -,-1.36,       -,       -,-0.43,       -,       -,       -,       -,       -,       -,-0.29,-1.66,-0.19,-0.83
 MANICURE,1.97,1.16,-1.73,0,-0.98,2.84,2.19,0,0,0,2.31,0.34,-0.08,0,3.04,0.5,0.03
 EMPREGADO DOMÉSTICO,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
 CABELEIREIRO E BARBEIRO,-0.11,0.54,0.29,0.38,-0.65,0.85,1.67,0.51,0.35,0.7,-0.4,0.72,0.17,0.79,-0.32,0.86,0.07
 DEPILAÇÃO,       -,       -,0.51,       -,1.7,1.61,       -,       -,0.93,2.68,-3.2,       -,2.94,       -,       -,-0.13,1.29
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,-0.06,       -,-0.16,       -,       -,       -,       -,-0.28,-4.7,0.04,       -,       -,       -,       -,-0.37
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,-0.38,0.12,-0.11,2.46,3.08,3.08,       -,1.28,0.62,-0.48,1.74,0.36,2.02,0,1.81,1.79,1.33
 RECREAÇÃO E FUMO,1.7,0.97,0.99,1.81,1.01,0.55,0.54,0.76,0.51,1.62,1.67,1.16,0.16,-0.07,0.78,0.93,1.09
 RECREAÇÃO,2.01,1.14,1.08,2.06,1.15,0.56,0.56,0.84,0.53,1.84,1.94,1.25,0.14,-0.13,0.86,0.96,1.23
 CLUBE,       -,0.22,1.09,       -,0,-9.29,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.4
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,0.92,       -,       -,-1.67,       -,1.94,       -,       -,1.07,       -,       -,0.55
 TRATAMENTO DE ANIMAIS (CLÍNICA),2.65,-0.06,-0.49,1.76,3.61,-0.12,0.67,-0.86,0.42,0.03,2.66,0.21,1.63,-0.99,0.11,0.94,1.74
 BICICLETA,       -,2.98,2.58,-2.71,4.3,3.93,1.78,       -,-1.37,-1.42,2.21,-0.61,-2.62,0.87,1.79,       -,1.79
 ALIMENTO PARA ANIMAIS,5.78,3.96,0.51,3.84,2.16,0.87,1.93,2.89,0.94,4.8,5.37,2.45,0.54,1.14,5.66,3.1,2.78
 BRINQUEDO,3.77,3.07,0.45,2.34,2.67,1.95,2.89,2.92,2.8,2.69,1.28,2.03,3.7,0.42,-1.05,2.53,2.43
 CASA NOTURNA,0,       -,-1.11,       -,0.59,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.13
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.21,       -,       -,-0.13,       -,       -,0.19
 HOSPEDAGEM,3.16,-0.86,2.4,2.8,-0.62,2.37,2.5,8.02,1.33,2.43,1.93,3.63,-0.98,0.23,-0.68,2.84,1.18
 PACOTE TURÍSTICO,1.67,2.15,2.7,2.64,0.02,-0.95,       -,-2.77,-0.82,1.66,3.95,2.39,0,       -,2.62,0.71,0.87
 SERVIÇO DE HIGIENE PARA ANIMAIS,1.59,2.61,0.66,       -,1.88,-1.67,       -,0.32,-1.29,-1.95,0.95,-0.14,0.47,       -,       -,       -,0.91
" CINEMA, TEATRO E CONCERTOS",0.33,1.88,-0.1,3.68,1.46,1.68,-1.6,1.23,1.34,3.9,0.45,-0.03,-2.19,-2.99,0,0.99,1.27
 FUMO,0.27,0.28,0.28,0.27,0.24,0.27,0.32,0.27,0.32,0.26,0.27,0.45,0.28,0.32,0.27,0.32,0.27
 CIGARRO,0.27,0.28,0.28,0.27,0.24,0.27,0.32,0.27,0.32,0.26,0.27,0.45,0.28,0.32,0.27,0.32,0.27
 EDUCAÇÃO,0.06,0.11,0.11,0.06,0.33,0.15,0.02,-0.06,0.12,0.15,0.06,0.04,-0.09,0.22,-0.02,0.06,0.18
" CURSOS, LEITURA E PAPELARIA",0.06,0.11,0.11,0.06,0.33,0.15,0.02,-0.06,0.12,0.15,0.06,0.04,-0.09,0.22,-0.02,0.06,0.18
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.33,0.96,0.22,0.53,4.5,0.37,0,-1.17,0.13,0.04,0.21,-0.01,-0.14,4.02,0.03,0.33,1.5
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,19.85,       -,       -,       -,       -,       -,       -,       -,       -,19.85,       -,       -,19.85
 LIVRO DIDÁTICO,0.22,0.85,0.1,0.45,0.35,0.12,0.01,-1.17,-0.29,-0.94,0.21,-0.02,-1.13,-0.97,0.03,0.45,0.04
 LIVRO NÃO DIDÁTICO,1.29,2.09,0.75,1.11,3.43,1.03,       -,       -,2.57,3.49,       -,       -,2.12,       -,       -,-0.93,2.32
 PAPELARIA,0.64,0.53,-0.69,-0.01,1.44,-1.07,1.26,1.32,0.33,1.28,0.5,2.89,-0.32,-2.62,0.81,1.53,0.68
 CADERNO,-0.71,-2.61,-1.12,-0.08,2.86,1.49,1.21,0.64,1.21,2.76,-3.48,3.16,-1,-2.74,0.27,0.16,0.42
 ARTIGOS DE PAPELARIA,1.12,2.54,-0.38,0.03,0.89,-1.69,1.3,1.82,-0.19,0.55,2.81,2.7,-0.03,-2.49,1.31,2.36,0.82
 CURSOS DIVERSOS,0.11,0,0.57,-0.01,-0.04,0.75,-0.6,0,0.72,0.74,0.2,-0.37,-0.39,1.62,-0.75,-0.08,0.2
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.1,       -,-2.1
 AUTOESCOLA,       -,       -,3.59,-0.05,       -,       -,-1.2,       -,1.27,3.42,       -,       -,0.63,-0.42,       -,0,2.05
 ATIVIDADES FÍSICAS,0.23,0,0,0,-0.08,1.42,-0.53,0,0.89,0.16,0.63,-0.61,-1.15,3.12,-1.21,-0.16,0.15
 COMUNICAÇÃO,-0.17,0.32,-0.18,0.16,0.26,-0.06,0.39,0.12,-0.27,0.44,-0.01,-0.29,0.19,-0.01,0.66,-0.08,0.12
 COMUNICAÇÃO,-0.17,0.32,-0.18,0.16,0.26,-0.06,0.39,0.12,-0.27,0.44,-0.01,-0.29,0.19,-0.01,0.66,-0.08,0.12
 COMUNICAÇÃO,-0.17,0.32,-0.18,0.16,0.26,-0.06,0.39,0.12,-0.27,0.44,-0.01,-0.29,0.19,-0.01,0.66,-0.08,0.12
 CORREIO,       -,0.1,0.1,       -,0.1,0.1,       -,       -,       -,0.1,       -,       -,       -,0.1,       -,       -,0.1
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0.19,0,0,0.17,0.19,0.16,0.16,0,0.17,0,0,0.19,0,0.04
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.84,1.94,-1,0.46,1.75,-0.3,1.36,0.31,-1.53,2.11,-0.08,-2.66,1.02,-0.07,1.71,-0.31,0.58
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
