"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,2.97,2.51,0.18,1,-1.35,-2.08,-2.94,0.56,0.83,-1.9,-1.2,-0.85,0.56,1.74,-2.04,-2.31,-0.14
 ANTIGRIPAL E ANTITUSSÍGENO,-2.34,1.67,0.06,-0.45,2.04,-1.02,-1.33,1.4,-0.02,1.17,0.42,-1.66,1.04,-1.9,1.14,-2.09,0.45
 DERMATOLÓGICO,0.41,0.42,-0.32,1.14,-1.31,1.26,       -,1.4,0.53,-0.67,       -,-0.21,1.64,-0.87,0.41,-1.23,-0.26
 ANTIALÉRGICO E BRONCODILATADOR,1.63,1.74,-0.19,1.71,-0.97,1.46,-1.16,1.31,-2.09,-0.64,-1.43,0.81,0.18,1.65,-0.25,-1.13,-0.08
 GASTROPROTETOR,1.82,1.94,0.55,-0.25,1.71,       -,-1.74,1.04,0.29,-0.78,0.8,-0.26,-0.07,2.53,1.4,-0.59,0.92
 VITAMINA E FORTIFICANTE,2.36,-1.79,0,0.26,0.72,0.07,-1.4,2.06,0.03,-0.19,2.91,0.31,-1.84,0.32,-0.38,-3.16,0.32
 HORMONAL,2.08,0.15,-0.62,-1.5,0.25,-0.54,-0.23,0.22,-0.43,4.07,0.98,-0.53,-0.69,3.46,-0.13,-1.5,0.38
 PSICOTRÓPICO E ANOREXÍGENO,2.18,0.92,-0.3,0.91,1.74,0.63,-1.03,0.35,-1.22,1.65,1.7,1.44,0.01,2.92,0.06,-4.38,1.04
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,2.97,1.61,0.22,-1.76,-1.24,-0.51,-2.35,-0.38,-0.56,0.63,1.36,2.17,-1.44,1.35,-0.98,-2.1,0.11
 OFTALMOLÓGICO,-0.03,1.53,0.36,1.61,0.33,0.59,-0.16,0.48,0.28,       -,-0.48,-0.13,-0.33,       -,-0.04,2.8,0.39
 ANTIDIABÉTICO,1.63,1.52,0.66,2.37,-0.23,-0.17,-1.04,-0.72,-1.95,-0.55,2.03,-0.56,-1.55,4.49,-7.22,-4.1,0.19
 NEUROLÓGICO,1.7,2.19,-0.51,2.07,0.78,-0.64,-4.3,0.23,-1.38,-2.01,1.77,0.35,-3.52,2.07,-0.86,-5.85,0.18
 PRODUTOS ÓTICOS,0.63,0.41,-1.83,0.78,1.53,-2,-0.32,2.96,4.37,-0.48,-0.91,3.31,-0.43,3.6,-0.15,-0.56,0.77
 ÓCULOS DE GRAU,0.63,0.41,-1.83,0.78,1.53,-2,-0.32,2.96,4.37,-0.48,-0.91,3.31,-0.43,3.6,-0.15,-0.56,0.77
 SERVIÇOS DE SAÚDE,0.49,0.92,0.68,0.85,0.49,0.59,0.36,0.54,0.55,0.28,0.46,0.9,0.64,0.72,0.42,0.76,0.57
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.04,1.77,0.91,1.55,0.62,0.35,0,0.71,0.65,-0.16,-0.18,1.89,0.74,1.21,0.73,1.16,0.66
 MÉDICO,-0.29,3.66,0.7,0.97,1.01,-0.16,0,0.2,1.1,-0.27,-0.35,2.69,0.83,1.74,0.82,0.83,0.86
 DENTISTA,-0.12,0.22,1.2,2.73,0.19,0.62,0,2.06,0.09,-0.04,0,1.32,0.74,-0.93,0.54,1.86,0.42
 APARELHO ORTODÔNTICO,       -,       -,0.52,       -,       -,       -,       -,       -,       -,       -,0,       -,0.04,       -,       -,       -,0.38
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.79,       -,       -,1.79
 PSICÓLOGO,1.66,0,       -,       -,1.33,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.14
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.04,0.6,0.24,1.27,-1.03,0.47,0,-0.36,-0.47,-0.42,0.65,0.84,-0.08,-0.38,-0.07,0.79,-0.17
 EXAME DE LABORATÓRIO,-2.05,2.87,0.02,0.03,-0.5,1.44,0,-1.23,-0.15,0.26,0.24,0.23,-0.21,-0.64,0.07,0.69,0.02
 HOSPITALIZAÇÃO E CIRURGIA,0.39,0.03,0.06,0.9,-1.15,0.16,0,0,-1.31,-0.91,0.61,0.01,0,       -,-0.66,0.31,-0.4
 EXAME DE IMAGEM,0.32,0.17,0.84,2.41,-0.93,1.47,0,0.04,0.08,0.19,1.02,2.07,-0.06,0,0.36,1.75,0.3
 PLANO DE SAÚDE,0.66,0.7,0.68,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.69,0.7,0.65,0.65,0.65,0.66
 PLANO DE SAÚDE,0.66,0.7,0.68,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.69,0.7,0.65,0.65,0.65,0.66
 CUIDADOS PESSOAIS,0.03,-0.08,-0.4,-0.04,0.29,-0.79,0.3,0.43,0.19,0.62,0.28,0.18,-0.74,-1.41,-1.54,-0.59,0.05
 HIGIENE PESSOAL,0.03,-0.08,-0.4,-0.04,0.29,-0.79,0.3,0.43,0.19,0.62,0.28,0.18,-0.74,-1.41,-1.54,-0.59,0.05
 PRODUTO PARA CABELO,2.34,1.01,0.21,1.79,0.29,-0.18,1.73,-2.01,1.26,1.89,1.65,0.46,-1.36,1.33,-2.08,1.38,0.74
 FRALDA DESCARTÁVEL,-2.72,0.81,2.98,1.18,-0.56,0.73,1.44,0.89,0.56,-0.63,-2.39,1.18,0.12,-0.68,0.29,-0.8,0.12
 PRODUTO PARA BARBA,-1.28,2.23,-0.96,2.29,0.61,-1.25,-0.06,-0.78,0.42,0.88,-0.76,0.92,1.22,-1.06,-1.75,-1.52,0.37
 PRODUTO PARA PELE,-3.84,-2.32,-1.96,-2.08,-2.63,-2.14,-2.26,-0.61,-3.17,-0.59,-2.92,-2.4,-1.16,-5.84,-3.36,-1.73,-2.4
 PRODUTO PARA HIGIENE BUCAL,0.2,0.31,0.9,0.72,3.19,-1.68,-1.62,1.07,0.19,-0.52,1.14,1.98,0.46,3.06,-1.43,-1.77,1.12
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-1.95,       -,       -,       -,       -,       -,       -,0.08,       -,       -,-1.68
 PERFUME,0.23,-0.69,-1.97,-0.85,0.71,-1.93,0.64,0.8,-0.65,0.79,0.64,-0.41,-0.86,-1.95,-1.38,-0.84,-0.1
 DESODORANTE,1.04,-1.4,3.1,1.64,2.47,2.84,-0.52,1.59,1.6,0.63,1.87,1.18,-1.62,-1.52,-0.65,-0.53,1.38
 ABSORVENTE HIGIÊNICO,0.1,1.37,0.18,-0.26,-1.11,0.55,1.62,2.86,0.3,1.37,1,0.64,1.01,-0.09,-2.13,1.16,0.1
 SABONETE,1.4,4.67,1.32,0.63,0.71,-1.54,2.4,-0.98,1.79,-0.09,0.27,-0.09,-0.44,1.39,-0.42,0.24,1.09
 PAPEL HIGIÊNICO,-1.1,0.63,1.44,3.27,-3.07,-1.37,0.91,-0.16,-0.23,0.72,1.53,0.93,0.18,-0.29,0.69,1.08,-0.93
 ARTIGOS DE MAQUIAGEM,-7.25,-8.68,-9.88,-7.7,1.15,0.22,-0.76,5.18,3.82,1.61,0.84,-0.67,-2.12,-6.93,-4.7,-4.58,-2.16
 DESPESAS PESSOAIS,0.53,-0.06,0.22,0.57,0.41,0.32,-0.09,0.76,0.61,0.43,0.36,0.74,0.79,0.8,0.76,0.81,0.39
 SERVIÇOS PESSOAIS,0.45,0.08,0.22,0.39,0.3,0.33,-0.23,0.29,0.36,0.67,0.75,0.61,0.84,0.32,0.7,0.42,0.34
 SERVIÇOS PESSOAIS,0.45,0.08,0.22,0.39,0.3,0.33,-0.23,0.29,0.36,0.67,0.75,0.61,0.84,0.32,0.7,0.42,0.34
 COSTUREIRA,       -,       -,       -,-1.69,       -,       -,3.33,       -,       -,       -,       -,       -,       -,2.26,1.83,0.5,1.32
 MANICURE,-0.53,0.91,1.02,0.88,1.19,0.89,-1.76,-1.3,0,0.71,1.48,0.67,1,0,0.91,1.53,0.7
 EMPREGADO DOMÉSTICO,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 CABELEIREIRO E BARBEIRO,1.61,-1.84,-0.17,0.57,-0.37,0.41,-2.74,0.65,0.54,0.72,0.04,2.1,2.14,-0.04,0.68,0.16,-0.01
 DEPILAÇÃO,       -,       -,0.63,       -,1.26,1.28,       -,       -,1.34,1.93,3.06,       -,-0.16,       -,       -,1.17,1.28
 CARTÓRIO,       -,3.96,       -,       -,       -,       -,       -,       -,       -,11.39,14,       -,0.22,5.51,5.08,       -,7.82
 DESPACHANTE,       -,       -,-1.83,       -,1.59,       -,       -,       -,       -,0.45,2.36,-0.65,       -,       -,       -,       -,0.87
 SERVIÇO BANCÁRIO,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,0.25,-0.25,0.27,2.46,-1.37,-1.91,       -,0.82,1.57,2.65,3.42,0,4.15,-1.59,2.48,-0.98,0.35
 RECREAÇÃO E FUMO,0.69,-0.27,0.23,0.87,0.62,0.3,0.2,1.54,1.1,0.1,-0.16,1.04,0.68,1.8,0.91,1.53,0.47
 RECREAÇÃO,0.84,-0.33,0.05,0.75,0.48,0.23,0.02,1.53,1.07,-0.1,-0.48,1.16,0.51,1.79,0.81,1.51,0.37
 CLUBE,       -,0.95,0,       -,0.47,-0.01,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.41
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,3.75,       -,       -,-1.22,       -,0.56,       -,       -,0.68,       -,       -,0.68
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.9,-2.84,1.8,1.42,0.35,1.16,-3.11,0.23,1.32,-0.45,-1.86,0.78,-0.67,2.07,-0.81,1.12,0.04
 BICICLETA,       -,-3.03,-0.38,-0.59,-0.69,-1,-0.9,       -,-2.08,0.47,-2.71,-0.09,0.03,2.58,-0.89,       -,-0.9
 ALIMENTO PARA ANIMAIS,1.03,1.77,0.76,0.56,-0.84,-0.6,1.34,-0.74,1.99,0.57,-1.05,2.57,1.82,6.41,3.41,5.09,0.35
 BRINQUEDO,0.91,-1.61,1.04,0.41,1.77,0.61,0.79,3.88,-0.43,-0.79,0.75,1.38,0.49,0.74,2.84,1.62,0.74
 CASA NOTURNA,0,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.16,       -,       -,1.79,       -,       -,3.09
 HOSPEDAGEM,0.7,-0.61,-0.01,1.31,-2.04,-1.95,-0.18,9.7,4.63,0.15,-0.38,3.78,1.51,-0.08,3.32,11.27,-0.09
 PACOTE TURÍSTICO,2.87,1.72,-1.22,2.79,3.42,2.86,       -,1.05,3.24,-1.2,-1.09,-1.52,0.69,       -,-1.09,-0.07,1.86
 SERVIÇO DE HIGIENE PARA ANIMAIS,2.65,0.82,2.99,       -,-1.16,0.81,       -,-0.03,0.14,2.36,-0.98,1.64,0.61,       -,       -,       -,0.34
" CINEMA, TEATRO E CONCERTOS",0.05,-0.98,-0.93,0.41,0.27,0.48,-0.12,1.41,0,-0.5,-0.69,2.2,0,0,0.33,-1.04,-0.01
 FUMO,0,0,1.65,1.58,1.41,1.55,1.84,1.58,1.47,1.47,1.55,0,1.65,1.84,1.58,1.84,1.14
 CIGARRO,0,0,1.65,1.58,1.41,1.55,1.84,1.58,1.47,1.47,1.55,0,1.65,1.84,1.58,1.84,1.14
 EDUCAÇÃO,0.1,0.18,0.17,0.07,0.09,0.22,0.13,0.14,0.18,0.2,0.14,0.03,0.08,0.31,0.15,0.16,0.13
" CURSOS, LEITURA E PAPELARIA",0.1,0.18,0.17,0.07,0.09,0.22,0.13,0.14,0.18,0.2,0.14,0.03,0.08,0.31,0.15,0.16,0.13
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.94,1.2,0.81,0.76,1.42,0.32,0.23,0.87,0.7,1.86,0.77,0.15,0.06,2.12,0.58,0.65,1.02
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,6.69,       -,       -,       -,       -,       -,       -,       -,       -,6.69,       -,       -,6.69
 LIVRO DIDÁTICO,1.62,0.26,1.54,1.01,1.15,0.35,0.3,0.87,0.86,1.78,0.77,0.22,1,0.74,0.58,0.81,1.06
 LIVRO NÃO DIDÁTICO,-0.63,3.29,-2.47,-0.85,-2.07,0.22,       -,       -,-0.18,2.15,       -,       -,-1.95,       -,       -,-1.12,-0.44
 PAPELARIA,1.68,-0.68,1.17,-0.32,-0.13,1.66,2.61,2.26,-1.01,-0.45,-0.19,1.01,1.97,-0.08,-0.05,2.29,0.44
 CADERNO,0.08,2.62,0.96,1.47,1.51,1.81,2.54,4.39,-3.62,0.05,0.64,3.17,1.97,-0.22,2.01,2.04,1.25
 ARTIGOS DE PAPELARIA,2.26,-2.78,1.32,-1.51,-0.77,1.62,2.67,0.68,0.72,-0.7,-0.69,-0.52,1.97,0.06,-1.83,2.44,0.0
 CURSOS DIVERSOS,-0.12,0.56,0.25,0,-0.08,0.89,-0.54,0,0.89,0.44,0.49,-0.07,0.03,1.56,0.63,0.44,0.2
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.7,       -,2.7
 AUTOESCOLA,       -,       -,0.22,0,       -,       -,-0.2,       -,2.15,1.87,       -,       -,0.11,4.64,       -,1.49,1.02
 ATIVIDADES FÍSICAS,-0.25,0.83,0.46,0,-0.17,1.7,-1.9,0,0.94,0.16,1.63,-0.12,0.02,-0.5,0.14,0.01,0.27
 COMUNICAÇÃO,-0.18,0.2,0,0.16,0.19,-0.24,0.44,-0.03,-0.28,-0.11,-0.12,-0.18,-0.22,-0.07,-0.81,-0.03,0.02
 COMUNICAÇÃO,-0.18,0.2,0,0.16,0.19,-0.24,0.44,-0.03,-0.28,-0.11,-0.12,-0.18,-0.22,-0.07,-0.81,-0.03,0.02
 COMUNICAÇÃO,-0.18,0.2,0,0.16,0.19,-0.24,0.44,-0.03,-0.28,-0.11,-0.12,-0.18,-0.22,-0.07,-0.81,-0.03,0.02
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.88,1.25,-0.02,0.71,1.28,-1.05,1.67,-0.13,-1.33,-0.54,-0.75,-1.31,-1.17,-0.32,-2.27,-0.13,0.12
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
