"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIGRIPAL E ANTITUSSÍGENO,-0.4,0.44,2.57,3.51,2.34,0.07,0.2,1.51,0.65,-0.09,2.58,1.96,-1.96,4.37,3.46,1.03,1.38
 DERMATOLÓGICO,-0.94,4.74,0.13,2.67,3.66,2.82,       -,2.89,4.35,5.34,       -,4.14,4.39,2.81,3.09,3.29,2.98
 ANTIALÉRGICO E BRONCODILATADOR,0.89,5.63,3.48,2.32,4.33,3.37,3.95,1.69,4.74,7.66,5.05,5.68,0.71,3.97,4.09,6.1,4.03
 GASTROPROTETOR,0.62,2.54,1.92,3.25,3.11,       -,3.22,1.04,4.41,5.46,0.71,3.38,1.63,4.46,2.46,2.54,2.68
 VITAMINA E FORTIFICANTE,3.41,-0.15,1.36,2.17,2.04,2.53,2.2,2.42,0.91,1.64,0.49,3.7,1.69,2.5,2.6,2.47,1.75
 HORMONAL,-3.72,2.04,1.09,6.23,-2.86,1.44,2.79,4.16,0.77,4.54,2.78,2.79,0.51,3.05,0.1,3.35,0.27
 PSICOTRÓPICO E ANOREXÍGENO,4.63,6.91,-0.54,4.99,3.25,2.5,9.63,5.06,9.08,7.58,2.98,5.65,2.99,6.27,0.13,3.83,4.0
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,1.44,2.86,4.05,4.77,0.05,3.67,4.87,6.6,3.05,6.6,1.24,2.2,0.64,5.74,1.96,3.71,2.48
 OFTALMOLÓGICO,0.96,3.1,3.82,3.64,2.52,2.46,4.81,4.73,3.05,       -,5.38,4.07,2.32,       -,2.68,3.74,3.06
 ANTIDIABÉTICO,2.49,2.29,0.63,3.51,-0.02,-1.57,2.96,4.59,3.51,2.65,-2.9,2.27,0.25,4.01,1.54,1.16,1.32
 NEUROLÓGICO,4.73,4.72,3.26,2.68,-1.68,-0.18,6.09,1.21,3.78,0.42,1.41,2.22,1.96,5.41,3.37,1.78,1.87
 PRODUTOS ÓTICOS,0.12,-2.79,1.23,0.69,2.74,3.24,-0.64,3.81,-5.46,-1,-0.83,2.5,0.74,-3.27,3.84,2.64,0.69
 ÓCULOS DE GRAU,0.12,-2.79,1.23,0.69,2.74,3.24,-0.64,3.81,-5.46,-1,-0.83,2.5,0.74,-3.27,3.84,2.64,0.69
 SERVIÇOS DE SAÚDE,0.69,0.5,0.51,0.59,0.48,0.55,0.45,0.48,0.58,0.26,0.44,0.57,0.48,0.28,0.52,0.59,0.51
 SERVIÇOS MÉDICOS E DENTÁRIOS,1.23,0.03,0.19,0.14,0.22,0.16,0,0.05,0.4,-0.43,0,0.03,0,0.04,1,0.56,0.23
 MÉDICO,0.69,0,-0.13,-0.25,0,0.46,0,0,0.69,-0.5,0,0.21,0,0,1.54,0.57,0.12
 DENTISTA,2.04,0,0.5,0.91,0.24,0,0,0.18,0.04,-0.36,0,-0.1,0,0.1,-0.23,0.54,0.3
 APARELHO ORTODÔNTICO,       -,       -,0.24,       -,       -,       -,       -,       -,       -,       -,0,       -,0,       -,       -,       -,0.17
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.29,       -,       -,0.29
 PSICÓLOGO,0,0.35,       -,       -,1.22,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.85
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.1,0.17,0.22,0.95,-0.37,0.4,0.6,0.06,0.41,0.16,0.29,0.3,0.03,0,-0.12,0.18,0.07
 EXAME DE LABORATÓRIO,0.1,0.04,0.24,2.51,1.05,0,2.01,0,0.61,1.26,-0.03,-0.07,0.37,0,0,0.83,0.6
 HOSPITALIZAÇÃO E CIRURGIA,0.09,0.09,0.12,1.14,-0.65,0.53,0,0,0.45,-0.24,0.33,0,0,       -,0,0,-0.12
 EXAME DE IMAGEM,0.17,0.44,0.46,-0.28,-0.2,0,0.49,0.15,0.2,0.04,0.42,0.78,-0.12,0,-0.35,-0.1,0.13
 PLANO DE SAÚDE,0.66,0.72,0.69,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.7,0.74,0.65,0.65,0.65,0.67
 PLANO DE SAÚDE,0.66,0.72,0.69,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.7,0.74,0.65,0.65,0.65,0.67
 CUIDADOS PESSOAIS,0.86,1.23,0.87,1.34,1.1,1.11,1.48,1.25,0.15,0.68,0.93,1.41,0.97,0.98,0.37,1.39,0.99
 HIGIENE PESSOAL,0.86,1.23,0.87,1.34,1.1,1.11,1.48,1.25,0.15,0.68,0.93,1.41,0.97,0.98,0.37,1.39,0.99
 PRODUTO PARA CABELO,1.54,1.8,0.23,3.23,2.08,-2.46,2.19,1.72,0.45,-1.11,0.51,3.7,0.73,-0.85,-1.57,2.61,1.21
 FRALDA DESCARTÁVEL,1.62,0.67,0.74,0.62,1.98,-2.65,1.6,-0.26,-3.55,-2.55,0.34,-1.03,-5.85,0.4,-0.86,0.4,0.08
 PRODUTO PARA BARBA,-1.06,1.34,1.98,1.1,2.93,2.9,1.04,-1.19,0.38,3.58,-0.72,1.38,1.05,0.3,-1.78,-0.45,1.55
 PRODUTO PARA PELE,-7.91,-4.85,-5.88,-6.32,-7.24,-3.04,-8.47,-6.04,-8.3,-7.06,-6.75,-9.2,-7.66,-8.41,-6.61,-7.89,-6.77
 PRODUTO PARA HIGIENE BUCAL,-0.59,1.09,1.66,-0.2,1.69,-0.18,0.18,0.72,-0.78,-0.79,1.64,1.53,-0.67,1.18,2.74,0.62,0.83
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,0.19,       -,       -,       -,       -,       -,       -,-1.14,       -,       -,0.02
 PERFUME,4.28,4.08,4.29,3.11,2.87,5.34,4.13,3.49,3.39,4.14,5.05,3.42,4.11,3.58,2.93,3.73,3.67
 DESODORANTE,-0.01,-1.26,-2.14,0.97,-0.16,1.44,2.35,-0.93,-0.21,1.86,-1.93,2.82,2.5,1.81,-2.72,2.48,-0.06
 ABSORVENTE HIGIÊNICO,2.23,1.53,-1.23,0.5,0.54,0.81,0.71,2.93,1.26,2.93,0.96,-0.01,1.3,-0.24,1.83,-0.16,0.91
 SABONETE,-0.47,3.43,3.24,-1.51,0.48,-1.82,-0.93,2.41,1.2,1.59,1.2,2.2,1.59,0.89,2.68,0.65,1.04
 PAPEL HIGIÊNICO,1.92,1.69,2.88,2.9,4.81,3.27,0.59,0.44,1.66,1.83,0.17,-0.7,1.15,0.3,-2.23,-0.29,2.9
 ARTIGOS DE MAQUIAGEM,3.63,2.96,5.29,2.99,4.77,6.86,0.21,-0.18,-3.39,2.9,1.81,0.22,4.18,2.97,2.55,2.15,3.07
 DESPESAS PESSOAIS,-0.44,0.47,-0.01,0.05,-0.08,-0.13,0.36,-0.09,0.16,0.41,-0.1,0,-0.07,0.19,-0.1,0.01,0.01
 SERVIÇOS PESSOAIS,-0.01,0.51,0.11,0.05,0.05,-0.14,0.08,-0.1,0.07,0.41,-0.16,0.11,-0.02,0.1,0.01,0.26,0.1
 SERVIÇOS PESSOAIS,-0.01,0.51,0.11,0.05,0.05,-0.14,0.08,-0.1,0.07,0.41,-0.16,0.11,-0.02,0.1,0.01,0.26,0.1
 COSTUREIRA,       -,       -,       -,-0.22,       -,       -,0.93,       -,       -,       -,       -,       -,       -,-1.29,0.39,0.72,0.43
 MANICURE,0,1.66,0,0.43,-0.55,-2.14,0.18,-3.04,2.32,0.9,-1.84,-0.45,-0.5,0,0,0,-0.1
 EMPREGADO DOMÉSTICO,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
 CABELEIREIRO E BARBEIRO,-0.43,2.33,0.14,-0.11,0.02,-1.05,0.01,-0.07,-0.34,1.64,-0.29,0.46,-0.02,0.45,-0.07,0.94,0.25
 DEPILAÇÃO,       -,       -,0,       -,0.28,0,       -,       -,-2.6,1.84,-4.6,       -,-1.38,       -,       -,0.98,-0.14
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,1.2,       -,0.01,       -,       -,       -,       -,-1.82,1.13,0.27,       -,       -,       -,       -,-0.09
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,0.3,0.23,0,-0.25,1.68,0.04,       -,0.79,-1.14,2.95,0.02,0,0.39,-1.37,-0.73,1.65,0.71
 RECREAÇÃO E FUMO,-1.25,0.41,-0.22,0.06,-0.31,-0.12,0.9,-0.09,0.34,0.42,-0.03,-0.24,-0.18,0.37,-0.37,-0.46,-0.13
 RECREAÇÃO,-1.69,0.29,-0.24,0.03,-0.36,-0.13,0.99,-0.1,0.38,0.49,-0.04,-0.33,-0.25,0.43,-0.43,-0.49,-0.19
 CLUBE,       -,-0.22,-1.23,       -,-0.2,-0.05,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.4
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.62,       -,       -,1.6,       -,-2.09,       -,       -,-0.07,       -,       -,-0.07
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.51,-0.08,-0.1,0.16,-2.3,0.6,-0.76,-0.21,1.84,-1.08,1.56,-0.05,2.32,0.16,2.24,1.33,-0.63
 BICICLETA,       -,-3.91,7.47,1.64,7.05,-0.49,2.78,       -,-1.53,-0.24,-1.94,5.44,-3.17,4.47,0.62,       -,2.78
 ALIMENTO PARA ANIMAIS,0.9,0.43,-1.87,2.43,2.48,-0.92,3.52,2.31,1.74,1.95,-0.3,0.39,2.94,-0.52,-3.02,6.75,1.42
 BRINQUEDO,-0.14,2.47,-0.31,0.28,-0.62,2.16,1.74,-0.22,1.32,1.87,1.48,-2.09,-1.86,-1.11,-0.27,-1.49,0.38
 CASA NOTURNA,0,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.04,       -,       -,0.43,       -,       -,-0.01
 HOSPEDAGEM,-5.99,1.17,0.62,-2.98,-1.66,0.29,0.27,-4.4,0.71,2.42,1.89,-3.04,-2.78,1.29,-4.04,-5.13,-0.59
 PACOTE TURÍSTICO,-2.71,-4.79,-2.37,0.54,-1.68,-2.72,       -,0,-1.54,-2.53,-1.19,0.36,-2.76,       -,1.25,-0.36,-1.89
 SERVIÇO DE HIGIENE PARA ANIMAIS,-0.71,-0.36,1.6,       -,-1.3,1.71,       -,-1.19,0.29,2.03,-0.76,-1.03,-1.8,       -,       -,       -,-0.24
" CINEMA, TEATRO E CONCERTOS",-2.47,2.22,0,0,0.23,0,0,0.68,0,0,0,0,0,0,0,-2.58,-0.04
 FUMO,0.87,0.88,0,0.24,0,0,0,0,0,0,0,0.47,0.25,0,0,0,0.22
 CIGARRO,0.87,0.88,0,0.24,0,0,0,0,0,0,0,0.47,0.25,0,0,0,0.22
 EDUCAÇÃO,-0.03,0.05,-0.02,-0.08,0.07,0.04,0.27,0.45,-0.16,-0.02,0.03,0.06,0.26,0.32,-0.16,-0.05,0.04
" CURSOS, LEITURA E PAPELARIA",-0.03,0.05,-0.02,-0.08,0.07,0.04,0.27,0.45,-0.16,-0.02,0.03,0.06,0.26,0.32,-0.16,-0.05,0.04
 CURSOS REGULARES,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.02
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.04
 ENSINO MÉDIO,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.02
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0.05
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,-0.05,-0.25,0.12,-0.84,0.34,-0.15,-0.04,0.41,-0.29,0.03,0.09,-0.17,0.56,0.33,-0.72,-0.41,0.01
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,-0.52,-0.7,-0.33,-0.8,-0.1,-0.28,-0.06,0.41,-0.24,-0.08,0.09,-0.25,0.42,0.43,-0.72,-0.61,-0.24
 LIVRO NÃO DIDÁTICO,1.98,-0.14,2.2,-1.07,1.97,0.21,       -,       -,-0.54,0.42,       -,       -,0.88,       -,       -,2.02,1.08
 PAPELARIA,-1.03,2.03,-1.03,0.37,2.4,0.69,3.21,1.72,1.03,0.96,0.85,2.23,1.98,1.06,-0.73,0.92,1.18
 CADERNO,-1.63,0,-0.94,-1.5,2.84,-1.82,2.76,2.69,0.29,1.81,-1.87,3.58,3.52,2.22,-1.94,-2.09,0.76
 ARTIGOS DE PAPELARIA,-0.82,3.36,-1.1,1.66,2.21,1.3,3.66,0.96,1.47,0.54,2.49,1.25,1.3,-0.05,0.37,2.85,1.41
 CURSOS DIVERSOS,-0.05,0.09,0,0,0.05,0.27,0.36,0,-1.16,-0.29,-0.01,0.2,0.81,1.69,0,-0.07,-0.03
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 AUTOESCOLA,       -,       -,-0.59,0,       -,       -,1.23,       -,1.1,-1.46,       -,       -,-0.3,4.03,       -,0.69,-0.16
 ATIVIDADES FÍSICAS,-0.11,0.14,0.19,0,0.1,0.51,-0.55,0,-2.39,0,-0.03,0.33,2.13,0,0,-0.55,-0.04
 COMUNICAÇÃO,0.44,0.15,0.01,0.08,0.12,-0.1,0.12,0.2,-0.06,-0.25,-0.28,0.06,0.11,-0.08,-0.49,0.18,0.08
 COMUNICAÇÃO,0.44,0.15,0.01,0.08,0.12,-0.1,0.12,0.2,-0.06,-0.25,-0.28,0.06,0.11,-0.08,-0.49,0.18,0.08
 COMUNICAÇÃO,0.44,0.15,0.01,0.08,0.12,-0.1,0.12,0.2,-0.06,-0.25,-0.28,0.06,0.11,-0.08,-0.49,0.18,0.08
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,2.22,0.95,0.06,0.34,0.82,-0.43,0.46,0.8,-0.27,-1.27,-1.84,0.44,0.61,-0.35,-1.37,0.73,0.46
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
