"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIGRIPAL E ANTITUSSÍGENO,3.73,-3.15,-0.05,-0.2,-0.99,1.73,1.21,-0.1,6.95,0.15,3.83,-0.62,1.45,0.45,-3.76,-0.05,0.58
 DERMATOLÓGICO,-3.37,2.17,-0.97,1.04,0.16,3.02,       -,1.51,1.89,0.54,       -,-0.19,-0.31,0.07,-0.37,1.33,0.3
 ANTIALÉRGICO E BRONCODILATADOR,-0.55,-0.22,-0.45,1.92,-0.3,1.12,3.77,1.03,-0.85,0.73,-3.15,1.16,-0.85,0.43,1,0.09,-0.07
 GASTROPROTETOR,-1.73,0.74,-0.89,1.13,0.71,       -,2.76,0.31,1.12,-0.71,0.28,0.9,0.59,0.62,1.41,0.69,0.37
 VITAMINA E FORTIFICANTE,-1.4,3.49,-1.7,-2.28,1.81,1.19,-1.13,0.88,-2.34,-1.18,1.26,0.03,0.5,0.12,-2.32,-1.74,0.17
 HORMONAL,3.46,0.31,1.66,0.91,3.19,-1.71,2.36,1.9,1.54,-1.13,2.32,1.59,-1.35,1.69,-0.96,3.99,1.72
 PSICOTRÓPICO E ANOREXÍGENO,6.81,0.37,1.43,-2.59,1.69,-0.31,0.9,4.44,0.98,-0.82,2.54,1.5,0.04,0.05,0.7,-1.21,1.54
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-1.07,0.8,2.12,-2.25,-2.82,0.93,3.3,1.03,-0.62,-2.87,-1.02,-1.89,-0.02,-0.34,-1.52,1.37,-0.94
 OFTALMOLÓGICO,0.3,0.36,-0.09,1.03,-1.08,-3.21,3.08,1.42,0.32,       -,-1.54,-0.52,0.17,       -,-1.82,0.21,-0.16
 ANTIDIABÉTICO,-3.52,0.61,3.77,-1.24,1,2.5,1.56,0.97,1.38,-1.33,2.09,-1.28,-0.06,-1.51,1.03,0.28,0.35
 NEUROLÓGICO,-2.5,-0.97,-0.25,-1.26,-0.76,0.76,1.2,1.81,-1.68,1.93,0.34,-0.63,2.95,1.12,2.24,2.54,-0.39
 PRODUTOS ÓTICOS,1.77,2.81,0.23,2.81,-0.6,-2.77,0.34,1.13,-1.11,-1.24,-0.55,-1.84,-2.81,0.9,-2.38,-1.31,-0.11
 ÓCULOS DE GRAU,1.77,2.81,0.23,2.81,-0.6,-2.77,0.34,1.13,-1.11,-1.24,-0.55,-1.84,-2.81,0.9,-2.38,-1.31,-0.11
 SERVIÇOS DE SAÚDE,0.62,0.67,0.57,0.66,0.59,0.55,0.35,0.47,0.51,0.64,0.46,0.63,0.46,0.38,0.22,0.45,0.58
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.82,0.34,0.52,0.52,0.48,-0.33,-0.01,0,0.24,0.8,-0.1,0.36,-0.11,0.27,0.54,-0.21,0.41
 MÉDICO,0.09,0,0.59,0.72,1.1,-1.01,0,0,0.44,1.58,-0.12,0.52,0.13,0.42,0.27,-0.38,0.55
 DENTISTA,1.19,0.56,0.6,0.13,0.07,0.05,-0.05,0,-0.02,0.01,-0.11,0.24,-0.38,-0.2,1.16,0.18,0.26
 APARELHO ORTODÔNTICO,       -,       -,-0.14,       -,       -,       -,       -,       -,       -,       -,0,       -,0.05,       -,       -,       -,-0.1
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 PSICÓLOGO,2.65,1.07,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.66
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.04,0.96,-0.02,0.99,0.32,0.95,-0.02,0,0.03,0.07,0.53,0.26,-0.03,0,-0.39,0.17,0.3
 EXAME DE LABORATÓRIO,0.05,0.96,0.15,0.45,-0.08,0.62,0,0,0.05,0.01,0.18,-0.07,0.05,0,0,0,0.16
 HOSPITALIZAÇÃO E CIRURGIA,0.04,1.17,-0.23,0.67,0.37,1.17,0,0,0,0.2,0.79,0,0,       -,0,0,0.37
 EXAME DE IMAGEM,0,0.49,0.31,1.56,0.42,0,-0.06,0,0.04,-0.2,0.1,0.67,-0.09,0,-1.1,0.64,0.21
 PLANO DE SAÚDE,0.66,0.73,0.7,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.71,0.76,0.65,0.65,0.65,0.67
 PLANO DE SAÚDE,0.66,0.73,0.7,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.71,0.76,0.65,0.65,0.65,0.67
 CUIDADOS PESSOAIS,-0.29,0.23,0.99,1.2,0.9,0.9,1.26,0.34,-0.15,0.95,1.05,0.27,1.42,1.59,0.04,0.02,0.68
 HIGIENE PESSOAL,-0.29,0.23,0.99,1.2,0.9,0.9,1.26,0.34,-0.15,0.95,1.05,0.27,1.42,1.59,0.04,0.02,0.68
 PRODUTO PARA CABELO,-3.33,-1.31,1.49,2.2,1.28,0.4,-1.5,-0.31,-1.32,-0.4,1.79,-0.34,1.29,0.49,1.22,-1.78,0.12
 FRALDA DESCARTÁVEL,-0.55,-1.19,0.84,1.88,1.67,-1.18,-0.91,1.11,-2.17,1.77,-0.85,2.1,1.75,0.37,-2.2,-0.04,0.37
 PRODUTO PARA BARBA,-1.12,1.23,0.1,-0.66,-1.67,-2.79,1.17,-1.9,-2.43,0.72,-1.02,0.51,-0.48,0.56,0.11,0.66,-0.64
 PRODUTO PARA PELE,1.35,-0.69,0.81,-0.66,0.74,1.27,-0.52,-0.7,0.26,1.21,0.25,0.48,1.19,2.57,-1.59,0.87,0.44
 PRODUTO PARA HIGIENE BUCAL,0.03,1.5,1.46,0.49,1.58,-0.57,0.89,0.67,-1.33,-0.48,0.66,1.96,0.38,0.82,-0.45,1.83,0.83
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,1.88,       -,       -,       -,       -,       -,       -,-1.8,       -,       -,1.4
 PERFUME,0.08,1.25,1.05,2.04,1.05,2.37,2.82,1.23,0.24,0.89,1.95,-0.38,2.44,2.11,0.66,-0.4,1.22
 DESODORANTE,2.02,2.37,-0.38,0.16,-1.83,-0.1,1.21,-1.41,0.21,0.87,-0.17,0.08,0.36,1.42,-3.4,0.57,-0.11
 ABSORVENTE HIGIÊNICO,2,1,-2.31,1.72,2.86,2.7,-2.62,-0.31,1.58,-0.27,0.69,0.75,1.96,-0.23,0.63,-0.76,1.12
 SABONETE,-1.17,-1.57,2.13,0.55,2.06,-0.39,-2.95,-0.77,-0.51,2.41,-0.6,-0.71,0.33,1.47,2.49,1.32,0.64
 PAPEL HIGIÊNICO,-1.12,-0.59,0.87,-1.18,0.39,-1.77,1.73,0.28,-0.77,0.52,1.77,2.42,-0.78,0.55,0.15,0.61,0.14
 ARTIGOS DE MAQUIAGEM,2.41,0.41,2.27,0.8,4.38,3.21,6.55,3.45,8.01,6.38,4.36,2.84,4.35,4.61,0.76,1.72,3.88
 DESPESAS PESSOAIS,0.26,0.13,0.27,0.32,0.59,-0.01,-0.12,0.24,0.18,0.09,-0.37,0.23,-0.02,0.23,0.12,-0.07,0.29
 SERVIÇOS PESSOAIS,0.09,0.39,0.29,0.12,0.35,0.05,-0.37,0.38,0.2,0.29,-0.08,0.27,0.14,0.11,0.18,-0.17,0.24
 SERVIÇOS PESSOAIS,0.09,0.39,0.29,0.12,0.35,0.05,-0.37,0.38,0.2,0.29,-0.08,0.27,0.14,0.11,0.18,-0.17,0.24
 COSTUREIRA,       -,       -,       -,0,       -,       -,1.71,       -,       -,       -,       -,       -,       -,1.26,1.23,-0.36,0.92
 MANICURE,0.39,3.02,0.57,-0.42,2.61,-0.04,-2.14,3.28,0,1.69,-4,0.74,1.35,0,2.1,-0.49,1.23
 EMPREGADO DOMÉSTICO,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 CABELEIREIRO E BARBEIRO,0.17,1.29,0.54,0.71,0.56,0.06,-1.79,1.37,0.57,0.47,1.14,1.09,0,0.19,0.27,-0.89,0.51
 DEPILAÇÃO,       -,       -,2.19,       -,1.13,1.19,       -,       -,4.27,0.62,1.65,       -,1.58,       -,       -,0.16,1.57
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,3.27,       -,2.15,       -,       -,       -,       -,1.95,-4.24,-0.59,       -,       -,       -,       -,1.94
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,0,0.32,0.55,-1,1.56,0,       -,-3.21,0.74,-0.19,1.42,0,-0.15,1.62,0,-0.06,0.51
 RECREAÇÃO E FUMO,0.57,-0.3,0.24,0.68,1.02,-0.13,0.35,-0.01,0.16,-0.18,-0.74,0.12,-0.32,0.46,-0.01,0.12,0.38
 RECREAÇÃO,0.91,-0.12,0.27,0.8,1.2,-0.13,0.38,-0.01,0.18,-0.21,-0.88,0.14,-0.38,0.54,-0.01,0.12,0.48
 CLUBE,       -,0,1.22,       -,0,0.62,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.29
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-1.13,       -,       -,0.34,       -,0.43,       -,       -,0.04,       -,       -,0.04
 TRATAMENTO DE ANIMAIS (CLÍNICA),-2.48,3.91,0.59,-2.36,-1.41,-0.6,0.47,-0.77,-0.06,0.09,-1.38,-0.3,0.24,0.52,-3.19,1.22,-0.5
 BICICLETA,       -,1.63,-2.2,1.7,0.31,-2.83,0.22,       -,0.11,0.87,2.71,-2.37,0.23,0.63,2.01,       -,0.22
 ALIMENTO PARA ANIMAIS,0.83,0.9,2.33,0.83,2.47,0.65,0.02,1.92,0.96,1.22,-0.63,0.82,1.21,0.25,-1.24,1.16,1.53
 BRINQUEDO,0.85,-0.24,1.82,2.96,2.82,-0.29,1.53,0.51,0.61,0.04,-0.82,0.83,-2.92,-1.26,-1.01,-0.83,1.22
 CASA NOTURNA,0,       -,0,       -,0.33,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.19
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.93,       -,       -,0.54,       -,       -,-0.86
 HOSPEDAGEM,0.46,-0.4,1.16,-0.07,-1.1,1.36,-2.34,0.87,-0.76,-2.15,2.44,0.96,-1.29,0.07,2.17,-0.63,-0.33
 PACOTE TURÍSTICO,4.11,-2.48,-2.28,2.03,3.38,-2.27,       -,0.15,3.03,2.46,-3.61,0.41,0,       -,0.66,0.78,1.51
 SERVIÇO DE HIGIENE PARA ANIMAIS,-2.31,-3.23,0.11,       -,0.36,0.48,       -,4.67,-0.96,-1.19,-1.06,-0.72,0.24,       -,       -,       -,-0.43
" CINEMA, TEATRO E CONCERTOS",1.91,-1.64,0,1.45,2.23,-0.13,1.34,-2.24,0.33,-1.16,-1.66,-0.1,-1.88,3.08,1.28,0,0.75
 FUMO,-0.98,-1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23
 CIGARRO,-0.98,-1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23
 EDUCAÇÃO,0.22,0.11,0.13,0.03,-0.02,0.05,-0.06,-0.01,0.19,0.02,0.03,0.07,0.29,0.08,-0.06,0.09,0.05
" CURSOS, LEITURA E PAPELARIA",0.22,0.11,0.13,0.03,-0.02,0.05,-0.06,-0.01,0.19,0.02,0.03,0.07,0.29,0.08,-0.06,0.09,0.05
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.02,0.46,0.11,0.31,0.38,0.22,0.26,-0.03,0.61,0.62,0,0.07,0.01,0.04,-0.35,0.3,0.28
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0.11,0.08,0.16,0.24,0.54,-0.18,0.34,-0.03,0.72,0.21,0,0.1,0.24,0.06,-0.35,0.24,0.25
 LIVRO NÃO DIDÁTICO,-0.32,1.27,-0.1,0.76,0.26,1.31,       -,       -,-0.03,2.1,       -,       -,-0.5,       -,       -,0.99,0.56
 PAPELARIA,1.38,-0.2,1.48,-0.27,2.13,2.09,-0.97,-0.19,-0.02,0.64,1.01,3.09,1.81,0.3,0.02,1.09,0.97
 CADERNO,-0.4,0.31,1.42,-0.07,-1.45,1.03,-2.72,-2.76,-0.64,-0.59,1.42,2.66,-0.34,-0.54,0.18,0.08,-0.45
 ARTIGOS DE PAPELARIA,2.01,-0.53,1.52,-0.4,3.6,2.34,0.76,1.81,0.35,1.25,0.77,3.4,2.78,1.17,-0.12,1.7,1.77
 CURSOS DIVERSOS,1.29,0.47,0.37,0,-0.64,-0.05,-0.03,0,0.94,-0.27,0.02,-0.14,1.3,0.4,0,0.41,0.01
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.01,       -,0.01
 AUTOESCOLA,       -,       -,2.71,0,       -,       -,-0.3,       -,1.04,-1.48,       -,       -,0,0.89,       -,-0.34,0.53
 ATIVIDADES FÍSICAS,2.78,0.7,-0.13,0,-1.32,-0.09,0.38,0,1.35,0.07,0.07,-0.24,3.12,0.04,0,1.03,-0.04
 COMUNICAÇÃO,-0.52,0.39,0.11,0.01,-0.21,-0.25,-0.03,-0.4,-0.09,-0.2,-0.11,-0.15,0.23,0,0.45,0.1,-0.12
 COMUNICAÇÃO,-0.52,0.39,0.11,0.01,-0.21,-0.25,-0.03,-0.4,-0.09,-0.2,-0.11,-0.15,0.23,0,0.45,0.1,-0.12
 COMUNICAÇÃO,-0.52,0.39,0.11,0.01,-0.21,-0.25,-0.03,-0.4,-0.09,-0.2,-0.11,-0.15,0.23,0,0.45,0.1,-0.12
 CORREIO,       -,1.71,1.72,       -,1.72,1.72,       -,       -,       -,1.71,       -,       -,       -,1.72,       -,       -,1.72
 PLANO DE TELEFONIA FIXA,-0.09,1.02,-0.11,-0.1,0.24,1.13,-0.09,-0.11,-0.1,0.26,0.51,-0.09,0.7,0.5,-0.09,-0.08,0.17
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-2.48,1.97,0.5,0.05,-1.69,-1.46,-0.1,-1.57,-0.42,-1.25,-0.87,-1.12,1.16,-0.24,1.27,0.43,-0.81
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
