"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIALÉRGICO E BRONCODILATADOR,1.3,-1.49,-0.55,-0.63,0.41,-0.4,0.69,1.67,0.58,-0.3,1.67,0.05,-0.26,3.01,1.43,0.91,0.25
 GASTROPROTETOR,-2.71,1.97,-1.49,2.11,-0.45,       -,0.8,-0.33,2.64,1.24,0.49,0.64,-1.15,1.82,-0.59,0.3,0.09
 VITAMINA E FORTIFICANTE,-2.93,1.83,-3.05,-1.45,-1.75,2.38,2.34,1.52,1.28,-0.49,-2.62,-1.07,0.24,1.98,0.45,0.72,-0.71
 HORMONAL,-2.05,0.7,1.44,2.7,0.25,-3.08,-0.55,-2.16,-0.45,-2.96,3.6,-1.93,-0.96,2.73,0.12,0,-0.13
 PSICOTRÓPICO E ANOREXÍGENO,-0.79,0.7,-2.07,0.39,-1.16,-0.42,1.17,1,0.09,1.68,-0.06,-0.7,1.04,-1.02,-0.71,0.19,-0.49
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-2.5,2.11,-1.94,-0.87,-3.82,-1.95,-0.48,-2.2,-0.73,-0.79,-1.25,-1.8,2.67,1.79,0.12,0.92,-1.67
 OFTALMOLÓGICO,-2.78,3.27,0.03,2.01,2.83,-1.25,1.12,-0.92,1.57,       -,3.29,-0.53,-0.61,       -,0.32,-3.45,0.88
 ANTIDIABÉTICO,-3.43,2.06,-1.29,0.67,4.02,-0.67,-0.13,2.24,2.24,2.75,0.03,2.72,-0.65,1.32,1.72,0.07,1.09
 NEUROLÓGICO,0.69,-0.24,-1.6,-0.91,-0.17,-2.45,-0.72,1.69,0.45,1.81,-1.81,2,-2.42,3.54,0.25,0.66,-0.17
 PRODUTOS ÓTICOS,-1.2,-1.48,-2.48,2.68,0.82,-0.1,2.99,2.07,-2.21,-1.2,-1.84,3.85,0.3,0.21,-0.21,-0.47,0.06
 ÓCULOS DE GRAU,-1.2,-1.48,-2.48,2.68,0.82,-0.1,2.99,2.07,-2.21,-1.2,-1.84,3.85,0.3,0.21,-0.21,-0.47,0.06
 SERVIÇOS DE SAÚDE,0.22,0.21,0.19,0.03,0.03,-0.03,-0.03,-0.03,-0.03,-0.12,0.01,0.32,0.43,0.37,0.58,0,0.08
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.01,0.4,0.53,0.49,0.37,0,0,0.06,0.54,-0.31,0,1.55,1.08,0.48,1.31,0.26,0.34
 MÉDICO,0,0.61,0.09,0.14,0,0,0,-0.34,0.63,-0.49,0,2.62,0.63,0.42,1.42,0.33,0.18
 DENTISTA,-0.03,0.19,1.06,1.18,0.74,0,0,1.11,0.43,-0.13,0,0.78,1.66,1.27,1.06,0.11,0.53
 APARELHO ORTODÔNTICO,       -,       -,-0.01,       -,       -,       -,       -,       -,       -,       -,0,       -,0.42,       -,       -,       -,0.02
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.15,       -,       -,-1.15
 PSICÓLOGO,0,0.35,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.06
 SERVIÇOS LABORATORIAIS E HOSPITALARES,2.56,0.67,0.51,-0.06,0.14,0.02,0,-0.02,0.35,0.09,0.24,0.9,0.68,1.18,0,-0.05,0.49
 EXAME DE LABORATÓRIO,0,0.56,2.66,0.23,0.01,0.08,0,0.04,-0.04,-0.13,0.72,0,0.83,0.62,0,-0.9,0.47
 HOSPITALIZAÇÃO E CIRURGIA,3.52,0.23,0,0,0.34,0,0,0,0.75,0.12,0,0,0,       -,0,0,0.62
 EXAME DE IMAGEM,0.17,1.77,-0.08,-0.31,-0.7,0.09,0,-0.07,0.28,0.25,0.52,2.27,0.9,2,0,0.62,0.19
 PLANO DE SAÚDE,-0.05,0.06,0,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,0.01,0.12,-0.06,-0.06,-0.06,-0.05
 PLANO DE SAÚDE,-0.05,0.06,0,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,0.01,0.12,-0.06,-0.06,-0.06,-0.05
 CUIDADOS PESSOAIS,0.67,1.55,2.18,1.1,1.06,0.85,-0.32,1.98,1.72,1.57,1.11,1.33,2.08,0.3,0.88,1.96,1.24
 HIGIENE PESSOAL,0.67,1.55,2.18,1.1,1.06,0.85,-0.32,1.98,1.72,1.57,1.11,1.33,2.08,0.3,0.88,1.96,1.24
 PRODUTO PARA CABELO,-1.66,2.85,2.17,-0.58,-1.6,-1.53,-2.8,1.15,3.82,2.2,0.98,0.41,1.59,1.88,-0.17,2.91,0.29
 FRALDA DESCARTÁVEL,-0.15,0.94,2.19,0.43,1.67,1.54,-0.41,1.05,4.3,2.38,-0.24,-2.32,3.29,-0.16,4.42,0.1,1.52
 PRODUTO PARA BARBA,3.62,1.7,2.27,0.13,-1.41,0.64,-3.42,1.69,-0.1,-1.96,0.48,-1.24,-0.03,0.88,0.69,1.48,0.04
 PRODUTO PARA PELE,2,1.47,1.15,1.69,0.02,0.19,1.34,1.28,1.15,0.88,2.71,1.96,1,-2.91,0.01,2.41,0.89
 PRODUTO PARA HIGIENE BUCAL,0.46,0.87,1.76,-0.92,3.05,2.09,-0.98,1.34,1.66,1.28,2.28,2,1.54,0.47,1.36,3.43,1.75
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-2.87,       -,       -,       -,       -,       -,       -,4.9,       -,       -,-1.9
 PERFUME,0.78,0.9,2.36,1.19,1.48,-0.9,0.07,2.76,-0.14,-0.23,-1.8,0.59,2.23,-0.31,0.54,0.58,0.84
 DESODORANTE,0.07,1.17,2.03,1.67,0.23,-2.38,-1.93,1.25,1.9,1.28,2.72,3.38,0.47,0.91,-0.4,3.4,0.74
 ABSORVENTE HIGIÊNICO,-2.36,0.75,1.68,-2.23,3.57,2.62,-1.17,0.84,0.95,1.58,-1.28,1.73,1.92,0.47,-0.75,2.43,1.42
 SABONETE,2.33,0.26,0.29,-1,2.41,2.9,-0.55,1.29,2.12,2.79,2.7,2.43,3.41,-1.59,1.96,2.39,1.66
 PAPEL HIGIÊNICO,0.73,0.48,-0.68,3.79,-0.47,2.1,0.56,1.51,-1.41,2.55,0.64,1.59,0.97,0.42,-0.32,0.3,0.3
 ARTIGOS DE MAQUIAGEM,8.59,8.96,11.36,13.37,11.44,12.99,5.6,5.76,11.15,7.91,11.81,8.27,7.29,9.19,8.99,6.96,9.97
 DESPESAS PESSOAIS,0.62,0.47,0.68,0.5,0.56,0.56,0.53,0.46,0.13,1.12,0.38,0.42,0.46,0.44,0.13,0.32,0.56
 SERVIÇOS PESSOAIS,0.04,0.57,0.28,0.31,0.17,0.25,0.77,0.17,-0.15,0.58,0,0.16,-0.1,0.43,0.03,0.06,0.22
 SERVIÇOS PESSOAIS,0.04,0.57,0.28,0.31,0.17,0.25,0.77,0.17,-0.15,0.58,0,0.16,-0.1,0.43,0.03,0.06,0.22
 COSTUREIRA,       -,       -,       -,0.41,       -,       -,1.72,       -,       -,       -,       -,       -,       -,-0.61,0.82,3.13,1.28
 MANICURE,-1.15,2.26,0.62,1.6,2.05,0.45,2.99,0,-0.52,1.57,1.25,0,-0.21,-1.94,-1.25,0.58,1.06
 EMPREGADO DOMÉSTICO,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
 CABELEIREIRO E BARBEIRO,0.45,2.49,0.19,0.6,-0.5,1.31,2.77,0.4,-1.03,1.9,-1.05,0.69,-1.41,1.97,0.26,-0.3,0.33
 DEPILAÇÃO,       -,       -,0.06,       -,-1.64,0.45,       -,       -,0.04,-1.43,2.84,       -,0.39,       -,       -,-1.45,-0.71
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,6.43,       -,4.07,       -,       -,       -,       -,3.29,2.72,-0.99,       -,       -,       -,       -,4.18
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,-2.56,-0.85,-0.31,1.5,-1.36,1.27,       -,1.27,-0.57,-0.27,-1.9,-0.54,3.6,3.82,-0.99,-1.35,-0.61
 RECREAÇÃO E FUMO,1.71,0.32,1.34,0.82,1.23,1.18,0.07,0.94,0.69,1.84,0.87,0.99,1.54,0.47,0.39,0.81,1.13
 RECREAÇÃO,1.6,0.4,1.2,0.58,1.45,1.11,-0.21,0.73,0.58,2.12,0.6,0.76,1.39,0.11,0.11,0.69,1.16
 CLUBE,       -,0,0.53,       -,0,0.82,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.16
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,0.04,       -,       -,2.4,       -,1.9,       -,       -,0.87,       -,       -,1.61
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.97,2.22,0.69,0.38,0.74,-0.84,0.95,1.35,1.13,-0.2,0.84,-1.53,1.71,-0.13,-3.99,2.14,0.57
 BICICLETA,       -,4.9,1.67,-6.8,1.76,2.97,1.46,       -,1.13,1.76,1.47,-0.08,3.55,2.72,1.45,       -,1.45
 ALIMENTO PARA ANIMAIS,2.24,0.39,2.46,1.23,0.5,0.31,-0.86,1.92,1.8,4.66,1.31,0.62,2.25,1.32,0.7,1.46,1.27
 BRINQUEDO,-0.33,-0.75,1.19,1.35,-2.23,-0.12,-1.22,-0.21,0.56,1.26,0.55,-0.56,-0.53,-0.54,-1.45,-1.61,-0.54
 CASA NOTURNA,-3.37,       -,0,       -,1.98,       -,       -,       -,       -,       -,       -,       -,-1.6,       -,       -,       -,0.3
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.57,       -,       -,-1.14,       -,       -,3.33
 HOSPEDAGEM,4.84,-1.12,1.76,3.85,1.35,0.31,-0.89,2.17,-0.98,2.12,1.29,2.46,-0.39,-2.03,2.1,2.25,1.32
 PACOTE TURÍSTICO,6.95,9.03,1.65,1.18,6.83,6.6,       -,2.24,4.48,4.72,0.2,1.61,2.75,       -,5.04,2.89,5.21
 SERVIÇO DE HIGIENE PARA ANIMAIS,4.96,1.1,-0.1,       -,-2.39,0.39,       -,-2.57,0.1,2.46,2.93,-0.28,0.38,       -,       -,       -,-0.27
" CINEMA, TEATRO E CONCERTOS",-1.45,-2.68,0.86,0,-0.31,0.4,-0.08,-0.51,0.52,1.2,-2.44,1.65,4.88,-0.25,0,0.84,-0.25
 FUMO,2.29,0,2.37,2.28,0,2.25,2.67,2.28,1.89,0,2.25,2.82,2.37,2.67,2.28,2.67,0.96
 CIGARRO,2.29,0,2.37,2.28,0,2.25,2.67,2.28,1.89,0,2.25,2.82,2.37,2.67,2.28,2.67,0.96
 EDUCAÇÃO,0.08,-0.07,0.03,0.01,-0.03,-0.09,0.17,-0.04,0.09,0.02,-0.12,-0.02,-0.04,-0.34,0.13,0.01,-0.01
" CURSOS, LEITURA E PAPELARIA",0.08,-0.07,0.03,0.01,-0.03,-0.09,0.17,-0.04,0.09,0.02,-0.12,-0.02,-0.04,-0.34,0.13,0.01,-0.01
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0.02,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0.41,       -,0.03
 LEITURA,-0.14,1.51,0.13,-0.06,0.23,-0.21,0,0,-0.01,0.51,0,0,-0.11,0,0,-0.18,0.2
 JORNAL DIÁRIO,0,4.08,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,2.03
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,-0.91,0.11,0.71,-0.49,1.13,-0.75,       -,       -,-0.09,2.27,       -,       -,-0.34,       -,       -,-2.09,0.48
 PAPELARIA,1.64,2.35,1.55,0.78,0.37,0.92,1.73,-1.48,2.53,0.24,0.07,-0.06,2.11,-0.8,1.48,-0.28,0.98
 CADERNO,0.64,3.44,0.37,2.4,0.32,-2.71,0.87,-0.54,3.4,0.91,0.44,-0.83,1.58,-1.9,1.31,-0.98,0.93
 ARTIGOS DE PAPELARIA,1.98,1.67,2.37,-0.28,0.39,1.78,2.58,-2.18,2.03,-0.09,-0.14,0.48,2.34,0.3,1.63,0.13,1.0
 CURSOS DIVERSOS,0.39,-2.02,-0.2,0,-0.4,-0.46,0.31,-0.02,0.29,-0.12,-1.03,-0.17,-0.64,-2.03,0.46,0.61,-0.34
 CURSO PREPARATÓRIO,0,       -,0.16,0,       -,-0.44,       -,       -,0,0,-2.95,       -,-0.06,       -,0,0,-0.48
 CURSO DE IDIOMA,0.89,0,-0.11,0,-2.04,-0.58,0.8,-0.05,2.93,-1.06,0.43,0.32,-2.99,       -,1.04,       -,-0.99
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.21,       -,-0.21
 AUTOESCOLA,       -,       -,-1.17,0,       -,       -,0,       -,-0.47,0.76,       -,       -,0.25,0.07,       -,0,-0.22
 ATIVIDADES FÍSICAS,0.17,-3.04,0,0,1.32,-0.4,0.03,0,0,0,0.09,-0.52,0,-3.49,1.09,1.24,0.14
 COMUNICAÇÃO,0.39,-0.16,0.07,-0.18,0.03,0.18,0.23,0.16,0.22,-0.01,-0.01,0.01,-0.29,0.2,-0.39,0.25,0.07
 COMUNICAÇÃO,0.39,-0.16,0.07,-0.18,0.03,0.18,0.23,0.16,0.22,-0.01,-0.01,0.01,-0.29,0.2,-0.39,0.25,0.07
 COMUNICAÇÃO,0.39,-0.16,0.07,-0.18,0.03,0.18,0.23,0.16,0.22,-0.01,-0.01,0.01,-0.29,0.2,-0.39,0.25,0.07
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,2.17,1.84,1.84,2.17,2.07,2.16,1.99,1.96,1.64,1.91,2.31,1.97,1.9,1.96,2.04,1.87,2.02
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,1.13,-1.29,-0.18,-1.06,-0.5,0.67,0.71,0.44,0.73,-0.44,-0.57,-0.4,-1.75,0.75,-1.21,0.88,-0.14
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
