"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TRANSPORTE ESCOLAR,0.0,0.0,0.0,-5.14,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,-0.02
 TRANSPORTE POR APLICATIVO,3.07,-15.11,11.88,-2.99,-3.5,4.17,0.0,-2.82,-6.19,0.0,-7.05,1.1,-3.49,0.0,-2.81,-9.52,-3.42
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,0.36,-0.15,1.16,0.01,0.81,1.21,0.37,0.89,0.27,0.72,1.19,1.39,0.14,0.75,0.58,1.74,0.69
 AUTOMÓVEL NOVO,1.09,-0.73,0.96,-0.96,0.81,1.78,0.74,1.18,0.13,0.66,0.9,1.77,-1.25,-0.12,0.24,1.33,0.68
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.13,0.04,0.11,0.08,0.0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,0.6,0.21,6.39,3.54,2.8,2.56,2.53,2.54,0.32,2.55,4.48,0.01,0.17,2.62,2.63,14.72,2.62
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,-2.1,-0.03,-1.7,1.5,3.51,-1.63,1.74,0.7,-0.23,1.96,0.0,0.62,2.09,1.61,1.13,0.52
 ACESSÓRIOS E PEÇAS,-2.28,1.2,1.19,1.99,1.28,0.58,1.68,3.52,0.94,1.42,-2.34,3.38,-0.13,1.67,-0.09,-0.2,0.93
 PNEU,0.0,3.82,3.87,1.14,4.01,3.56,2.14,1.34,1.99,2.05,3.44,4.21,5.8,3.27,1.36,3.1,3.27
 CONSERTO DE AUTOMÓVEL,-0.96,-1.23,0.42,0.99,0.25,-0.21,2.24,1.12,1.14,1.03,1.13,2.61,-0.14,2.29,0.07,-1.89,0.39
 ESTACIONAMENTO,0.0,1.15,0.0,0.0,-1.99,0.0,0.0,0.0,-2.16,0.49,0.0,0.0,0.0,0.0,0.0,0.0,-1.41
 PEDÁGIO,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,0.0,-0.31
 AUTOMÓVEL USADO,0.88,0.48,1.57,0.0,0.96,1.45,-0.92,1.4,1.47,0.7,1.48,1.1,1.2,1.0,2.42,1.65,1.0
 PINTURA DE VEÍCULO,0.0,0.0,3.92,2.05,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73
 ALUGUEL DE VEÍCULO,-5.94,0.0,0.0,0.0,0.0,0.0,-7.82,0.0,-25.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.02
 MOTOCICLETA,0.15,0.09,0.74,0.57,1.63,-0.21,0.63,-0.69,-0.37,0.92,-0.16,1.23,-0.29,0.0,0.53,0.85,0.67
 COMBUSTÍVEIS (VEÍCULOS),12.97,11.38,13.95,7.72,9.76,12.06,7.51,7.92,13.19,12.27,14.33,12.48,11.56,11.36,6.24,11.88,11.23
 GASOLINA,14.45,11.54,13.3,7.42,10.11,12.03,7.32,8.04,13.17,11.64,13.65,12.55,11.5,11.75,6.32,11.97,11.26
 ETANOL,20.78,0.0,21.34,14.29,8.56,22.52,0.0,0.0,15.99,16.81,18.43,0.0,17.58,0.0,0.0,0.0,12.59
 ÓLEO DIESEL,9.65,5.21,8.76,8.57,10.53,9.9,13.99,8.74,9.52,6.64,11.09,10.68,7.27,8.3,4.9,8.96,9.05
 GÁS VEICULAR,0.22,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
 SAÚDE E CUIDADOS PESSOAIS,-0.21,-0.22,0.21,-0.08,-0.1,-0.09,0.03,0.15,0.46,0.05,-0.28,0.17,0.35,-0.46,0.19,0.03,-0.02
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-1.73,-1.05,0.08,-0.13,-0.94,0.1,1.05,0.22,0.34,0.79,-0.57,0.48,1.83,-1.2,0.96,0.08,-0.38
 PRODUTOS FARMACÊUTICOS,-1.84,-1.11,-0.25,-0.31,-1.14,-0.03,0.62,0.7,0.1,0.7,-0.48,0.39,2.11,-1.37,0.84,0.22,-0.53
 ANTI-INFECCIOSO E ANTIBIÓTICO,-3.58,-1.48,0.52,-0.24,-2.09,0.54,2.22,0.31,0.38,0.92,-3.9,1.72,2.52,0.03,1.38,3.08,-0.78
 ANALGÉSICO E ANTITÉRMICO,-0.83,-2.78,-0.69,2.26,-1.17,0.7,0.89,1.49,0.12,0.56,-0.19,0.47,2.6,-2.05,-1.2,-0.03,-0.42
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-1.48,0.7,0.76,0.64,-2.91,1.15,0.94,2.7,-0.11,0.31,0.5,1.82,1.72,-2.17,2.42,1.9,-0.14
 ANTIGRIPAL E ANTITUSSÍGENO,-1.48,-0.93,-0.22,-0.78,-1.56,1.54,-4.06,0.35,-3.47,1.62,1.9,0.4,2.89,-2.56,-0.79,1.99,-0.85
 DERMATOLÓGICO,-5.21,0.58,0.0,1.48,-3.0,-1.12,0.0,-0.09,-2.88,-1.73,0.0,0.86,0.02,-1.04,1.36,2.13,-1.73
 ANTIALÉRGICO E BRONCODILATADOR,-4.23,-0.58,-0.66,0.34,-2.27,0.58,0.47,-0.14,-0.58,0.78,1.47,1.1,1.35,0.32,-0.37,-1.1,-1.21
 GASTROPROTETOR,-1.74,2.0,-0.71,2.69,-1.36,0.0,1.85,1.15,-0.78,0.78,-0.38,0.82,1.66,-2.71,0.88,0.97,-0.19
 VITAMINA E FORTIFICANTE,-4.06,-2.29,0.52,-0.61,-2.29,-0.32,-0.42,-0.25,0.4,0.61,0.55,0.2,1.78,0.13,-0.75,-2.53,-1.01
 HORMONAL,1.18,1.08,0.93,-0.97,3.61,-2.0,2.56,0.66,-0.79,-0.21,4.8,0.28,2.79,-0.64,4.13,-2.96,1.58
 PSICOTRÓPICO E ANOREXÍGENO,-3.6,-0.28,0.58,-3.37,-2.96,0.31,-0.49,1.35,-5.7,-0.58,-7.64,-2.55,1.79,-1.53,2.75,3.2,-2.05
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-1.36,-2.37,-1.63,-2.74,-0.7,-1.98,3.47,0.62,3.65,2.02,0.57,1.59,2.24,-1.25,3.26,-0.95,-0.3
 OFTALMOLÓGICO,-3.23,1.28,-1.17,0.47,-2.21,2.28,-0.01,0.82,-2.0,0.0,-0.47,-0.15,1.79,0.0,1.29,-1.39,-1.1
 ANTIDIABÉTICO,2.49,-0.13,-0.8,-0.22,3.02,2.68,1.1,-1.28,2.52,1.16,3.33,1.35,4.26,-2.0,-0.4,0.94,1.71
 NEUROLÓGICO,-3.93,-1.78,0.5,0.47,-2.12,-0.43,-0.81,0.0,0.16,-0.1,-1.38,-2.69,0.06,-0.64,0.96,2.63,-1.22
 PRODUTOS ÓTICOS,0.99,-0.31,4.48,1.34,1.12,1.35,3.37,-3.96,2.41,1.88,-3.08,2.01,-0.57,2.76,1.92,-1.97,1.34
 ÓCULOS DE GRAU,0.99,-0.31,4.48,1.34,1.12,1.35,3.37,-3.96,2.41,1.88,-3.08,2.01,-0.57,2.76,1.92,-1.97,1.34
 SERVIÇOS DE SAÚDE,0.53,0.49,0.39,0.61,0.51,0.54,1.34,0.74,0.75,0.38,0.57,0.62,0.53,0.35,0.5,0.54,0.54
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.31,-0.03,-0.45,0.45,0.12,0.28,3.26,1.18,1.25,0.02,0.0,0.18,0.05,0.19,0.63,0.42,0.27
 MÉDICO,0.35,0.0,-1.09,0.48,0.0,0.54,4.44,1.01,1.63,0.0,0.0,0.52,0.0,0.42,0.34,0.0,0.35
 DENTISTA,0.11,-0.06,0.08,0.39,0.1,0.14,0.0,1.61,0.77,0.03,0.0,-0.06,0.1,-0.75,1.31,1.32,0.17
 APARELHO ORTODÔNTICO,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.38
 PSICÓLOGO,1.09,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.07,0.2,0.51,0.45,0.19,0.15,0.08,0.59,0.29,0.0,1.0,0.84,0.56,0.0,0.25,-0.15,0.26
 EXAME DE LABORATÓRIO,0.2,0.78,1.9,-0.04,0.61,0.16,0.0,0.33,0.59,0.34,0.23,0.1,0.58,0.0,0.07,1.34,0.62
 HOSPITALIZAÇÃO E CIRURGIA,0.0,-0.01,0.0,0.0,0.08,0.6,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.25,0.0,0.17
 EXAME DE IMAGEM,-0.69,0.25,0.55,1.03,0.38,-2.1,0.27,1.23,0.31,-0.34,-0.26,2.1,0.8,0.0,0.41,-1.73,0.22
 PLANO DE SAÚDE,0.66,0.71,0.69,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.7,0.73,0.65,0.65,0.65,0.67
 PLANO DE SAÚDE,0.66,0.71,0.69,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.7,0.73,0.65,0.65,0.65,0.67
 CUIDADOS PESSOAIS,0.07,-0.43,0.05,-0.77,-0.47,-1.96,-1.14,-0.42,0.16,-0.97,-0.84,-1.3,-1.11,-0.39,-0.45,-0.66,-0.51
 HIGIENE PESSOAL,0.07,-0.43,0.05,-0.77,-0.47,-1.96,-1.14,-0.42,0.16,-0.97,-0.84,-1.3,-1.11,-0.39,-0.45,-0.66,-0.51
 PRODUTO PARA CABELO,1.05,2.85,2.22,-2.98,-1.12,0.96,-2.99,0.46,2.4,-0.46,-1.85,-0.95,-1.4,2.16,2.09,-1.71,0.07
 FRALDA DESCARTÁVEL,1.69,1.15,1.15,0.0,0.36,0.41,-2.2,-1.09,1.49,-0.17,3.0,-1.2,0.58,1.92,-0.64,1.84,0.58
 PRODUTO PARA BARBA,-0.76,0.25,-1.7,0.19,-0.94,-1.02,-0.67,-2.05,-1.26,-2.68,1.98,-0.41,-1.37,1.89,-0.09,-1.08,-0.81
 PRODUTO PARA PELE,0.94,-0.7,-0.21,0.67,0.91,-2.58,-0.05,0.44,0.13,0.87,-0.04,0.29,0.13,2.08,-1.38,1.36,0.22
 PRODUTO PARA HIGIENE BUCAL,0.14,2.46,-1.02,-1.74,0.72,0.85,1.8,-0.85,1.66,-0.66,-2.07,-1.04,0.39,-1.3,1.98,0.48,0.34
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,-1.13,0.0,0.0,1.4
 PERFUME,-2.79,-2.74,-2.37,-1.82,-1.8,-4.17,-2.64,-1.79,-1.7,-2.24,-2.81,-2.67,-2.8,-2.55,-2.15,-2.25,-2.25
 DESODORANTE,1.91,-0.85,0.42,0.74,-0.89,-2.99,1.45,0.5,0.06,-2.17,-0.07,-2.53,-1.27,1.98,0.01,-1.78,-0.27
 ABSORVENTE HIGIÊNICO,-2.28,0.35,0.29,0.79,2.58,-1.32,1.77,-0.99,1.88,-1.69,-1.3,0.97,0.32,0.9,0.91,-1.05,0.85
 SABONETE,1.7,-2.46,2.01,1.94,1.64,-0.12,1.69,1.94,0.02,-0.38,2.36,2.44,0.84,1.38,1.11,3.33,1.07
 PAPEL HIGIÊNICO,0.55,-1.85,0.35,2.86,-1.19,-0.73,-0.23,1.56,1.59,0.23,0.09,-1.71,1.41,0.11,0.61,0.74,-0.36
 ARTIGOS DE MAQUIAGEM,-2.75,-0.75,-0.53,0.48,-0.82,-3.7,-0.26,2.99,1.77,-0.04,-0.3,-1.88,-2.58,-2.52,2.79,2.62,-0.48
 DESPESAS PESSOAIS,0.33,0.23,0.01,0.1,-0.07,0.37,-0.14,0.21,-0.08,-0.29,0.23,0.08,0.34,0.1,0.28,0.1,0.04
 SERVIÇOS PESSOAIS,0.19,0.21,0.1,0.31,0.22,0.26,-0.16,0.28,0.12,0.06,0.4,-0.1,0.45,0.03,0.34,0.55,0.19
 SERVIÇOS PESSOAIS,0.19,0.21,0.1,0.31,0.22,0.26,-0.16,0.28,0.12,0.06,0.4,-0.1,0.45,0.03,0.34,0.55,0.19
 COSTUREIRA,0.0,0.0,0.0,2.01,0.0,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,-0.36,1.72,0.49
 MANICURE,-1.04,0.0,0.2,0.75,0.83,2.19,0.0,1.32,0.0,0.02,3.89,-0.11,1.89,0.0,0.75,1.25,0.55
 EMPREGADO DOMÉSTICO,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
 CABELEIREIRO E BARBEIRO,0.93,0.78,0.11,0.89,0.89,0.98,-1.12,0.74,0.14,-0.95,-0.34,-1.3,1.3,-0.17,1.3,1.9,0.46
 DEPILAÇÃO,0.0,0.0,-0.48,0.0,-1.12,-0.89,0.0,0.0,1.08,1.95,1.45,0.0,1.54,0.0,0.0,1.1,-0.14
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 DESPACHANTE,0.0,0.0,-0.2,0.0,-0.33,0.0,0.0,0.0,0.0,3.33,1.74,-1.27,0.0,0.0,0.0,0.0,0.45
 SERVIÇO BANCÁRIO,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
 CONSELHO DE CLASSE,0.0,0.05,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.06
 SOBRANCELHA,2.35,1.18,0.38,0.0,-0.21,0.0,0.0,0.0,0.69,0.0,3.86,3.28,0.61,0.0,1.84,0.84,0.65
 RECREAÇÃO E FUMO,0.59,0.26,-0.14,-0.27,-0.59,0.59,-0.1,0.08,-0.49,-0.77,0.0,0.49,0.13,0.26,0.12,-0.74,-0.22
 RECREAÇÃO,0.29,-0.19,-0.22,-0.36,-0.77,0.6,-0.11,0.05,-0.57,-0.96,-0.08,0.24,0.11,0.3,0.1,-0.79,-0.39
 CLUBE,0.0,0.86,-2.88,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,-3.59,0.0,0.99,0.0,0.0,-2.04,0.0,0.0,-0.81
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.98,-0.17,0.67,2.09,0.64,1.17,1.49,1.2,0.81,0.07,-1.75,1.44,-0.81,0.84,3.48,0.0,0.52
 BICICLETA,0.0,3.44,4.47,1.14,-1.56,-0.81,0.66,0.0,1.54,2.3,-2.9,2.59,2.71,1.22,0.67,0.0,0.66
 ALIMENTO PARA ANIMAIS,3.29,1.13,2.04,0.34,2.48,-0.09,-0.26,0.26,0.13,1.74,1.34,4.28,-0.71,0.61,0.45,-5.54,1.67
 BRINQUEDO,1.21,-1.61,-0.59,-0.91,-2.38,-1.43,-2.16,2.02,0.46,1.48,-0.92,-0.97,0.28,0.61,-2.25,-0.51,-0.92
 CASA NOTURNA,0.0,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.3,0.0,0.0,-0.06
 HOSPEDAGEM,-3.78,-0.42,-0.9,-3.9,-0.19,1.88,-0.38,-4.86,-2.86,-3.8,-1.43,-2.38,1.48,0.13,-0.24,-3.79,-1.38
 PACOTE TURÍSTICO,1.98,-3.15,-2.83,0.93,-5.23,0.65,0.0,1.43,-1.73,-2.49,0.6,0.33,-0.75,0.0,-1.66,1.23,-2.93
 SERVIÇO DE HIGIENE PARA ANIMAIS,1.04,-0.46,2.16,0.0,1.59,2.49,0.0,0.51,-0.8,0.68,2.7,0.59,0.93,0.0,0.0,0.0,1.25
" CINEMA, TEATRO E CONCERTOS",0.07,0.0,1.07,-0.08,0.99,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.35
 FUMO,2.04,2.08,0.51,0.27,0.44,0.38,0.0,0.27,0.25,0.48,0.38,2.56,0.28,0.0,0.27,0.0,0.8
 CIGARRO,2.04,2.08,0.51,0.27,0.44,0.38,0.0,0.27,0.25,0.48,0.38,2.56,0.28,0.0,0.27,0.0,0.8
 EDUCAÇÃO,0.04,-0.24,-0.97,0.16,-0.88,-0.17,0.23,0.16,-1.77,-0.39,0.52,0.59,-0.62,0.07,0.45,0.49,-0.52
" CURSOS, LEITURA E PAPELARIA",0.04,-0.24,-0.97,0.16,-0.88,-0.17,0.23,0.16,-1.77,-0.39,0.52,0.59,-0.62,0.07,0.45,0.49,-0.52
 CURSOS REGULARES,-0.1,0.03,-1.36,0.12,-1.34,0.0,-0.1,0.0,-2.39,-0.66,0.55,0.61,-1.07,-0.02,0.5,0.46,-0.79
 CRECHE,0.0,0.25,-0.56,0.0,0.42,0.0,0.0,0.0,0.0,1.05,0.0,0.11,0.0,0.15,0.0,0.38,0.26
 PRÉ-ESCOLA,0.0,0.97,-1.07,0.44,-0.68,-0.47,0.0,0.0,-1.49,-1.35,-0.25,2.45,1.4,0.0,1.12,0.0,-0.43
 ENSINO FUNDAMENTAL,-0.03,0.07,-0.79,0.15,-0.22,0.08,-0.56,0.0,-3.28,-0.02,0.42,0.67,0.57,0.0,0.43,0.3,-0.33
 ENSINO MÉDIO,-0.1,0.46,-0.19,0.21,0.01,0.09,0.94,0.0,-1.51,1.82,0.01,0.0,0.0,-0.33,0.25,0.56,0.08
 ENSINO SUPERIOR,-0.29,-0.14,-2.21,0.0,-3.15,0.0,0.0,0.0,-2.29,-1.95,0.92,0.83,-3.26,0.0,0.53,0.7,-1.75
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,-0.54,0.0,-2.08,0.0,0.0,0.0,0.41,0.22
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
 LEITURA,0.17,-0.32,-0.46,-0.19,-0.2,-1.06,-0.38,1.86,0.05,-1.41,-0.84,-0.12,0.18,0.09,0.32,0.62,-0.25
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REVISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO DIDÁTICO,0.27,0.01,-0.45,-0.07,-0.01,-0.89,-0.5,1.86,0.22,-1.34,-0.84,-0.18,0.83,0.12,0.32,0.67,-0.12
 LIVRO NÃO DIDÁTICO,-0.04,-0.94,-0.5,-1.02,-0.98,-1.55,0.0,0.0,-0.96,-1.66,0.0,0.0,-1.28,0.0,0.0,0.01,-0.95
 PAPELARIA,0.27,1.48,0.5,0.91,-0.89,0.75,2.92,0.36,-1.58,0.69,-0.31,2.73,1.98,0.55,0.48,1.13,0.33
 CADERNO,2.19,0.26,1.06,4.33,-0.98,-1.67,4.29,-0.17,-3.48,1.42,-0.44,3.46,1.14,-1.23,0.98,1.39,0.65
 ARTIGOS DE PAPELARIA,-0.41,2.3,0.11,-1.3,-0.86,1.36,1.59,0.78,-0.41,0.33,-0.24,2.21,2.36,2.31,0.04,0.96,0.14
 CURSOS DIVERSOS,0.59,-1.86,-0.08,0.59,1.6,-0.36,1.01,0.0,0.13,1.3,1.79,0.45,0.28,0.24,0.28,0.43,0.69
 CURSO PREPARATÓRIO,0.24,0.0,-0.98,0.0,0.0,-1.53,0.0,0.0,0.14,-0.17,0.75,0.0,1.13,0.0,0.55,-0.02,-0.16
 CURSO DE IDIOMA,0.24,0.04,0.05,2.59,1.97,-0.35,2.09,0.0,0.61,4.91,5.48,1.62,-0.47,0.0,0.77,0.0,1.6
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25
 AUTOESCOLA,0.0,0.0,0.02,0.0,0.0,0.0,0.91,0.0,0.18,0.56,0.0,0.0,0.0,0.58,0.0,1.65,0.37
 ATIVIDADES FÍSICAS,1.0,-2.81,0.1,0.0,1.21,0.0,-0.47,0.0,0.0,-0.14,0.0,-0.33,0.4,0.0,-0.05,-0.1,0.22
 COMUNICAÇÃO,0.19,-0.04,-0.14,-0.14,0.02,-0.29,-0.6,-0.29,-0.68,0.0,-0.23,-0.21,0.22,0.13,0.29,-0.17,-0.07
 COMUNICAÇÃO,0.19,-0.04,-0.14,-0.14,0.02,-0.29,-0.6,-0.29,-0.68,0.0,-0.23,-0.21,0.22,0.13,0.29,-0.17,-0.07
 COMUNICAÇÃO,0.19,-0.04,-0.14,-0.14,0.02,-0.29,-0.6,-0.29,-0.68,0.0,-0.23,-0.21,0.22,0.13,0.29,-0.17,-0.07
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,0.98,-0.24,-0.8,-0.61,0.16,-1.31,-2.29,-1.13,-3.19,-0.02,-1.47,-1.54,1.15,0.55,0.81,-0.69,-0.4
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
