"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 GASTROPROTETOR,2.02,-0.47,0.67,0.52,0.49,       -,0.9,0.58,0.9,-0.6,0.88,-0.34,1.84,0.52,0.48,-0.06,0.56
 VITAMINA E FORTIFICANTE,1.8,0.09,-2.74,0.83,1.08,1.52,-2.42,-1.02,-0.39,2.41,1.36,0.9,-0.02,0.69,-0.59,0.49,0.39
 HORMONAL,-0.4,1.96,1.15,0.11,1.51,-1.37,-0.16,-1.23,0.62,0.26,-3.19,-0.46,0.18,2.49,0.07,0.61,0.58
 PSICOTRÓPICO E ANOREXÍGENO,2.15,1.46,-0.55,1.07,0.63,-2.91,-0.45,-0.83,3.98,-1.07,-2.3,0.18,0.64,-0.71,0.09,1.12,0.36
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.76,-1.87,0.61,0.17,2.26,-0.69,0.34,-1.06,2.2,1.85,0.41,-0.66,-0.1,-0.95,-0.16,-0.74,0.63
 OFTALMOLÓGICO,0.01,-0.06,1.51,-0.31,0.53,-0.73,1.33,0.16,1.93,       -,0.86,0.86,0.98,       -,0.73,1.69,0.67
 ANTIDIABÉTICO,0.73,0.32,0.03,0.08,0.97,0.02,0.62,1.11,0.3,-2.87,2.37,2.79,1.39,2.82,-0.03,2.45,0.57
 NEUROLÓGICO,0.08,1.69,-0.72,1.57,2.1,2.76,-0.95,-0.71,3.01,-1.31,1.95,0.18,1.45,-0.86,1.48,1.02,0.8
 PRODUTOS ÓTICOS,1.81,-3.35,3.59,-1.61,-0.23,-2.61,-2.07,3.35,0.03,0.44,-3.46,-2.36,1.06,-2.96,2.4,-0.13,-0.12
 ÓCULOS DE GRAU,1.81,-3.35,3.59,-1.61,-0.23,-2.61,-2.07,3.35,0.03,0.44,-3.46,-2.36,1.06,-2.96,2.4,-0.13,-0.12
 SERVIÇOS DE SAÚDE,-0.07,0.1,0.11,-0.13,0.05,0.05,0.06,-0.04,-0.13,0.07,0.15,0.04,-0.02,0.1,0.01,0.06,0.03
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.24,0.17,0.36,0.04,0.17,0.44,0,0,0.21,0.13,0.08,0.2,-0.33,0.36,-0.02,0.41,0.15
 MÉDICO,0,0.36,0.48,0,0,0,0,0,0.32,-0.5,0.12,0.31,-0.62,0.42,0,0.33,0.08
 DENTISTA,-0.54,0,0.25,0.12,0.24,0.68,0,0,0.08,0.75,0.05,0.12,-0.05,0.87,-0.08,0.6,0.19
 APARELHO ORTODÔNTICO,       -,       -,0.32,       -,       -,       -,       -,       -,       -,       -,0,       -,0,       -,       -,       -,0.23
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.87,       -,       -,-1.87
 PSICÓLOGO,0,0,       -,       -,0.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.34
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.08,0.31,0.24,-1.34,0.67,0.1,0.54,-0.02,0.04,0.51,0.94,0.13,0.06,-0.16,0.08,0.27,0.34
 EXAME DE LABORATÓRIO,0.07,-0.23,-0.22,0.23,1.58,0.74,-1.07,0,0.37,1.44,1.68,0,-0.18,-0.27,0.26,0.42,0.49
 HOSPITALIZAÇÃO E CIRURGIA,0,0.31,0.63,0,0.48,0,2.13,0,0,-0.15,0.55,0,0,       -,0,0.89,0.36
 EXAME DE IMAGEM,0.52,0.74,-0.24,-3.25,0.81,0.17,-0.84,-0.06,-0.2,1.33,1.41,0.33,0.2,0,0,-0.94,0.18
 PLANO DE SAÚDE,-0.05,0.04,-0.01,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,0,0.1,-0.06,-0.06,-0.06,-0.05
 PLANO DE SAÚDE,-0.05,0.04,-0.01,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,0,0.1,-0.06,-0.06,-0.06,-0.05
 CUIDADOS PESSOAIS,0.86,-0.99,0.33,0.4,0.55,0.96,0.9,-0.28,1.18,1.27,0.6,0.3,0.73,1.1,0.18,0.64,0.51
 HIGIENE PESSOAL,0.86,-0.99,0.33,0.4,0.55,0.96,0.9,-0.28,1.18,1.27,0.6,0.3,0.73,1.1,0.18,0.64,0.51
 PRODUTO PARA CABELO,1.2,-2.9,0.49,1.04,0.66,0.14,1.31,1.33,1.13,1.93,-0.29,0.26,2.07,2.1,-1.48,2.06,0.5
 FRALDA DESCARTÁVEL,1.5,1.39,1.64,3.16,0.35,2.82,0.99,-0.11,2.01,-0.78,1.66,0.73,2.69,0.99,-0.74,-0.12,1.0
 PRODUTO PARA BARBA,1.14,-2.96,-0.46,0.28,2.42,0.5,-1.86,0.04,2.81,1.5,-1.37,2.15,0.21,1.66,-0.85,0.35,0.55
 PRODUTO PARA PELE,2.35,1.68,1.48,0.15,3.06,1.91,1.91,-0.42,3.03,2.64,1.89,-0.65,-1.23,1.58,1.23,1.63,2.1
 PRODUTO PARA HIGIENE BUCAL,1.67,-1.1,-0.56,1.58,-1.83,2.31,1.5,-0.52,0.68,0.4,1.84,2.84,0.5,1.35,-1.33,-0.44,-0.28
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,1.9,       -,       -,       -,       -,       -,       -,-1.81,       -,       -,1.41
 PERFUME,1.34,-0.64,0.49,1.11,0.76,1.61,1.54,-0.83,0.9,2.06,1.44,0.18,0.59,1.67,0.83,0.38,0.82
 DESODORANTE,-1.06,-1.85,-0.13,-3.66,-1.79,-0.81,1.97,-1.99,0.37,0.75,-2.86,-1.44,1.7,-0.3,0.12,0.62,-1.01
 ABSORVENTE HIGIÊNICO,0.83,1.26,1.2,1.99,-2.07,2.01,0.67,2.22,1.04,1.15,1.15,-0.05,2.06,0.41,1.69,1.31,0.11
 SABONETE,1.72,-0.75,1.71,0.96,2.15,1.73,-0.7,2.02,2.73,2.84,2.06,1.27,1.51,2.01,-0.27,1.2,1.63
 PAPEL HIGIÊNICO,1.92,-0.27,1.55,1.59,3.42,0.72,-1.31,0.8,0.57,-0.56,1.61,2.4,0.93,0.12,2.5,-0.28,1.78
 ARTIGOS DE MAQUIAGEM,-5.42,-3.37,-5.85,-4.88,-4.47,-2.32,-4.95,-2.99,-3.45,-1.29,-2.71,-2.1,-3.93,-5.33,-0.56,-2.25,-3.95
 DESPESAS PESSOAIS,0.96,0.72,0.59,0.97,0.88,0.95,0.37,0.15,0.73,0.74,0.33,0.63,0.79,0.48,0.09,0.39,0.75
 SERVIÇOS PESSOAIS,0.26,0.21,0.4,0.56,0.18,0.25,0.18,0.11,0.61,0.16,-0.16,0.28,0.52,0.49,-0.12,0.55,0.24
 SERVIÇOS PESSOAIS,0.26,0.21,0.4,0.56,0.18,0.25,0.18,0.11,0.61,0.16,-0.16,0.28,0.52,0.49,-0.12,0.55,0.24
 COSTUREIRA,       -,       -,       -,1.36,       -,       -,5.29,       -,       -,       -,       -,       -,       -,1.87,-1.18,0.88,2.81
 MANICURE,1.15,0,-0.29,2.67,-0.45,-0.11,-1.03,0,1.11,-0.32,-1.17,0.74,1.83,4.98,0,1.23,0.07
 EMPREGADO DOMÉSTICO,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
 CABELEIREIRO E BARBEIRO,0.54,0.54,1.68,1.32,1.17,1.51,0.11,0.26,2.51,-0.2,-1.87,1.08,1.25,0.96,-0.94,1.75,0.91
 DEPILAÇÃO,       -,       -,1.51,       -,1.84,-2.01,       -,       -,1.03,1.41,2.74,       -,1.62,       -,       -,2.79,1.44
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0.21,0,       -,0,0,0,       -,0.07
 DESPACHANTE,       -,       -,0,       -,-3.39,       -,       -,       -,       -,2.37,4.81,-2.63,       -,       -,       -,       -,-1.45
 SERVIÇO BANCÁRIO,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,0,3.71,1.03,3.18,2.31,2.73,       -,-0.73,1.42,1.09,0.27,-0.37,3.27,-1.51,1,1.97,1.64
 RECREAÇÃO E FUMO,2.23,1.54,0.9,1.66,2.08,2.34,0.74,0.21,0.98,1.51,0.95,1.42,1.31,0.44,0.62,0.08,1.61
 RECREAÇÃO,2.38,1.92,0.94,1.86,2.09,2.42,0.81,0.17,1.02,1.42,0.93,1.58,1.45,0.49,0.64,0.07,1.67
 CLUBE,       -,0,0.18,       -,0.14,1.8,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.23
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,0.17,       -,       -,0.17,       -,1.39,       -,       -,0.72,       -,       -,0.72
 TRATAMENTO DE ANIMAIS (CLÍNICA),1.78,-0.35,-1.5,3.01,0.06,2.17,1.87,-2.9,-1.31,1.78,-2.33,1.88,1.05,-0.7,2.57,-2.04,0.12
 BICICLETA,       -,-2.95,0.69,0.97,-1.41,1.07,-0.36,       -,1.33,1.14,-0.34,-1.55,0.03,0.35,-0.35,       -,-0.36
 ALIMENTO PARA ANIMAIS,5.46,3.24,2.61,3.2,6.64,5.14,0.15,1.72,4.07,5.03,0.59,2.77,0.35,1.15,0.99,1.69,4.45
 BRINQUEDO,2.76,2.88,0.95,4.18,2.22,1,3.67,3.75,3.76,-0.55,3.74,2.56,2.27,2.26,2.81,1.57,2.26
 CASA NOTURNA,-6.04,       -,-2.88,       -,0.76,       -,       -,       -,       -,       -,       -,       -,14.53,       -,       -,       -,-0.98
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.93,       -,       -,0.49,       -,       -,0.91
 HOSPEDAGEM,1.89,2.94,1.64,2.65,1.83,4.76,4.45,1.81,3.22,1.42,1.68,1.75,4.79,0.14,2.39,3.55,2.25
 PACOTE TURÍSTICO,4.97,4.31,0.23,4.26,4.24,6.01,       -,0,1.47,4.3,3.8,4.55,1.83,       -,4.08,0.43,3.7
 SERVIÇO DE HIGIENE PARA ANIMAIS,2.78,4.22,-0.43,       -,2.29,-1.55,       -,-1.94,-1.82,2.18,-3.73,0.57,-0.21,       -,       -,       -,1.42
" CINEMA, TEATRO E CONCERTOS",2.09,2.39,3.02,-0.25,-0.29,-0.89,0.71,-0.62,-1.08,-2.42,0.7,-0.02,0.23,0,-1.24,-1.82,0.23
 FUMO,1.53,0,0.58,0.45,2.04,1.04,0.11,0.45,0.5,2.13,1.04,0.11,0.58,0.11,0.45,0.11,1.28
 CIGARRO,1.53,0,0.58,0.45,2.04,1.04,0.11,0.45,0.5,2.13,1.04,0.11,0.58,0.11,0.45,0.11,1.28
 EDUCAÇÃO,0,0.4,-0.06,-0.01,0.03,0.08,-0.04,-0.01,0.07,0.2,0.05,-0.09,-0.1,0.39,0.03,0.01,0.06
" CURSOS, LEITURA E PAPELARIA",0,0.4,-0.06,-0.01,0.03,0.08,-0.04,-0.01,0.07,0.2,0.05,-0.09,-0.1,0.39,0.03,0.01,0.06
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,-0.08,2.42,-0.47,0.02,-0.53,-0.18,0.56,0,0.2,0.53,0,0,0.21,-0.91,0,0.23,0.02
 JORNAL DIÁRIO,0,3.07,       -,       -,       -,       -,2.34,       -,       -,       -,       -,0,       -,       -,       -,       -,1.74
 REVISTA,       -,       -,       -,       -,-3.18,       -,       -,       -,       -,       -,       -,       -,       -,-3.18,       -,       -,-3.18
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,-0.53,3.75,-2.46,0.14,0.7,-0.66,       -,       -,1.34,2.32,       -,       -,0.66,       -,       -,2.78,0.75
 PAPELARIA,0.27,3.08,-0.5,-0.48,-2.12,0.76,-1.33,-0.31,5.42,2.62,1.59,-3.03,0.27,2.76,0.53,-2.6,0.13
 CADERNO,3.45,3.58,-0.29,2.84,1.03,2.2,1.32,-0.57,3.87,3.59,0.32,-2.71,0.8,3.44,-2.37,-1.93,1.37
 ARTIGOS DE PAPELARIA,-0.8,2.77,-0.65,-2.72,-3.33,0.44,-3.89,-0.12,6.32,2.14,2.3,-3.26,0.04,2.09,3.07,-2.99,-0.54
 CURSOS DIVERSOS,0,0.43,0.03,0,0.8,0.51,0.21,0,-0.66,0.66,0.04,-0.06,-0.76,1.62,0,0.24,0.37
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 AUTOESCOLA,       -,       -,0.16,0,       -,       -,0.3,       -,0.31,2.75,       -,       -,1.57,0.55,       -,0,0.95
 ATIVIDADES FÍSICAS,0,0.65,0,0,1.6,0.96,0.4,0,-1.28,0.21,0.13,-0.11,-2.38,2.4,0,0.49,0.63
 COMUNICAÇÃO,0.7,0.72,0.77,0.16,0.39,0.08,0.23,0.52,0.61,1.02,0.49,0.53,0.35,0.26,0.47,0.82,0.54
 COMUNICAÇÃO,0.7,0.72,0.77,0.16,0.39,0.08,0.23,0.52,0.61,1.02,0.49,0.53,0.35,0.26,0.47,0.82,0.54
 COMUNICAÇÃO,0.7,0.72,0.77,0.16,0.39,0.08,0.23,0.52,0.61,1.02,0.49,0.53,0.35,0.26,0.47,0.82,0.54
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,8.97,7.99,9.23,8.3,5.07,8.96,8.93,8.19,8.07,8.61,7.23,8.24,7.98,7.96,8.23,8.02,7.33
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.08,2.15,1.04,-1.05,0.27,-0.81,0.24,1.22,0.98,2.95,1.59,1.58,0.42,0.68,0.54,2.46,0.72
 SERVIÇOS DE STREAMING,       -,4.82,4.82,4.82,4.82,4.82,       -,       -,4.82,4.82,       -,4.82,4.82,       -,4.82,4.82,4.82
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
