"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SEGURO VOLUNTÁRIO DE VEÍCULO,7.81,4.1,9.62,8.08,3.21,-1.29,-0.39,3.87,0.14,7.26,-6.19,2.66,3.44,1.19,3.43,-2.3,3.43
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,0.21,0.79,1.66,1.09,1.74,0.56,-2.82,0.96,1.58,-2.93,0.0,1.36,2.9,0.59,1.05,0.59
 ACESSÓRIOS E PEÇAS,1.52,2.78,3.41,0.29,2.32,0.51,-0.48,0.66,2.81,1.58,0.04,-0.24,-0.21,0.59,-0.71,-0.58,1.83
 PNEU,0.0,2.87,2.45,4.28,2.25,5.2,3.41,0.71,3.44,5.22,2.48,1.15,3.71,1.06,0.04,0.33,2.91
 CONSERTO DE AUTOMÓVEL,0.74,1.37,0.87,1.98,-0.94,0.54,1.21,0.9,-0.81,-0.44,2.95,-0.41,2.65,3.37,0.81,-0.91,0.28
 ESTACIONAMENTO,0.0,1.97,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.44
 PEDÁGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 AUTOMÓVEL USADO,1.48,1.4,1.48,0.0,-0.3,1.82,0.34,0.08,1.24,-1.18,1.49,-0.16,-0.59,1.12,1.33,0.67,0.42
 PINTURA DE VEÍCULO,0.0,0.0,-0.95,3.84,0.0,0.0,0.0,0.0,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 ALUGUEL DE VEÍCULO,6.13,0.0,0.0,0.0,0.0,0.0,2.89,0.0,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32
 MOTOCICLETA,1.35,2.0,0.74,-1.45,0.74,-0.11,2.42,0.75,2.67,1.19,1.26,2.36,3.12,1.44,2.99,2.67,1.26
 COMBUSTÍVEIS (VEÍCULOS),-0.65,-1.86,-0.54,-0.28,-0.52,-3.2,0.06,-0.26,0.31,-1.72,-2.0,0.53,-1.86,-0.2,-0.39,-1.26,-0.94
 GASOLINA,-0.85,-1.95,-0.31,-0.3,0.44,-3.38,0.0,-0.34,0.49,-1.28,-1.64,0.54,-1.98,-0.24,-0.44,-1.29,-0.67
 ETANOL,-0.89,0.0,-2.21,-0.22,-3.01,-0.69,0.0,0.0,-1.48,-4.37,-3.68,0.0,-0.89,0.0,0.0,0.0,-2.96
 ÓLEO DIESEL,-0.06,1.5,-0.5,0.35,-2.45,-0.07,2.08,0.85,0.15,1.43,-2.16,0.31,0.32,0.11,0.43,-0.24,-0.33
 GÁS VEICULAR,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
 SAÚDE E CUIDADOS PESSOAIS,0.39,0.79,0.57,1.52,0.7,0.27,1.86,0.44,0.79,0.7,0.69,0.68,0.58,1.86,1.78,1.19,0.75
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.15,0.02,-0.22,0.24,0.74,-0.4,1.06,-1.19,-0.68,-0.09,-0.24,0.7,0.05,0.49,0.92,1.34,0.19
 PRODUTOS FARMACÊUTICOS,0.06,0.13,-0.25,0.52,0.26,-0.18,0.98,-1.1,-0.69,-0.11,-0.34,0.64,0.4,0.55,0.81,1.41,0.06
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.61,0.01,-0.66,1.65,-0.23,1.32,-0.18,1.16,-1.57,-1.4,-0.77,2.04,1.64,1.82,0.99,0.92,-0.23
 ANALGÉSICO E ANTITÉRMICO,-1.06,-0.68,-0.87,0.94,-0.18,0.06,1.73,-2.78,0.22,-0.6,0.12,0.04,0.01,0.33,-0.5,1.01,-0.28
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-3.67,-0.52,-0.22,2.57,0.76,-0.21,0.09,-1.48,0.55,1.72,-2.03,0.09,0.65,-0.12,-0.92,1.35,-0.12
 ANTIGRIPAL E ANTITUSSÍGENO,1.23,-0.2,0.16,1.01,2.13,2.94,1.04,1.96,1.2,1.14,0.87,0.82,-2.19,0.09,-2.88,1.19,1.14
 DERMATOLÓGICO,-0.58,0.36,-0.14,0.35,1.8,-2.48,0.0,-1.03,-0.83,-2.28,0.0,0.43,1.84,1.99,2.58,0.29,0.35
 ANTIALÉRGICO E BRONCODILATADOR,-0.07,1.38,-1.72,1.58,-1.39,-2.58,2.3,-0.45,-1.28,0.38,-0.94,0.28,-1.17,0.07,1.62,1.65,-0.54
 GASTROPROTETOR,-2.04,0.69,-0.68,2.57,1.41,0.0,-0.18,1.4,-0.88,-0.7,2.08,0.32,0.77,1.16,1.93,0.52,0.53
 VITAMINA E FORTIFICANTE,-3.08,-0.21,-1.51,1.06,-0.59,1.03,1.56,-1.46,1.2,0.61,1.08,-0.07,-1.05,-1.74,2.13,0.74,-0.2
 HORMONAL,0.69,1.63,-1.06,0.22,2.48,-0.79,0.95,-0.86,0.61,0.72,-2.36,2.42,0.78,-0.72,0.96,1.85,0.95
 PSICOTRÓPICO E ANOREXÍGENO,0.29,0.99,-0.12,-2.52,0.69,-0.49,-1.13,-3.07,0.14,-2.54,-0.74,1.9,2.83,2.44,2.38,2.22,0.05
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,2.3,-0.49,0.79,-1.5,0.25,0.5,2.93,-1.17,-2.06,0.87,-1.81,-0.7,-0.43,1.47,2.02,1.34,0.25
 OFTALMOLÓGICO,0.42,0.42,0.49,0.09,0.79,0.67,0.0,-0.31,-0.25,0.0,-1.47,1.52,1.25,0.0,2.06,2.32,0.41
 ANTIDIABÉTICO,-0.3,0.77,-0.2,2.23,-1.81,-2.96,-2.86,-2.51,-2.84,-0.91,0.85,1.18,-0.43,-0.86,-0.92,2.71,-0.92
 NEUROLÓGICO,-0.54,-0.06,1.36,2.78,-1.01,-2.04,-0.71,-1.44,-2.23,1.74,2.96,0.82,2.88,1.55,0.75,2.68,0.15
 PRODUTOS ÓTICOS,2.44,-1.64,0.26,-2.19,6.12,-2.74,1.51,-1.99,-0.6,0.16,2.7,1.78,-3.17,-1.26,1.88,0.22,1.7
 ÓCULOS DE GRAU,2.44,-1.64,0.26,-2.19,6.12,-2.74,1.51,-1.99,-0.6,0.16,2.7,1.78,-3.17,-1.26,1.88,0.22,1.7
 SERVIÇOS DE SAÚDE,0.0,0.27,0.05,0.04,0.02,-0.3,0.34,0.1,0.17,0.15,0.05,-0.04,0.11,0.16,-0.05,0.06,0.05
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.24,0.95,0.13,0.52,0.12,0.0,1.08,0.27,1.21,0.45,0.19,-0.18,0.0,0.42,-0.08,0.44,0.35
 MÉDICO,-0.09,0.0,0.17,1.03,0.0,-0.78,1.3,0.0,0.25,0.52,0.54,0.0,0.0,0.0,-0.34,0.93,0.19
 DENTISTA,0.62,2.09,0.03,-0.49,0.22,0.44,0.47,0.98,2.4,0.38,-0.2,-0.31,-0.16,1.52,0.52,-0.58,0.53
 APARELHO ORTODÔNTICO,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,1.22,0.0,0.0,0.0,0.4
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.9
 PSICÓLOGO,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.03,0.46,0.25,-0.05,0.44,-2.08,0.24,0.75,0.83,0.26,0.23,0.09,0.68,0.0,0.0,0.19,0.17
 EXAME DE LABORATÓRIO,0.48,0.29,-0.1,0.58,-0.66,1.2,0.01,0.63,-0.01,-0.36,1.44,0.0,-0.01,0.0,0.0,0.73,0.06
 HOSPITALIZAÇÃO E CIRURGIA,0.0,0.6,0.17,-0.07,0.55,-2.77,0.31,0.0,1.46,0.0,-0.49,0.0,0.0,0.0,0.0,0.01,0.06
 EXAME DE IMAGEM,-0.69,0.26,0.74,-0.55,0.9,-0.61,0.31,1.4,0.91,1.65,1.17,0.22,1.32,0.0,0.0,0.0,0.57
 PLANO DE SAÚDE,-0.05,0.02,-0.02,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,-0.02,0.07,-0.06,-0.06,-0.06,-0.06
 PLANO DE SAÚDE,-0.05,0.02,-0.02,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,-0.02,0.07,-0.06,-0.06,-0.06,-0.06
 CUIDADOS PESSOAIS,1.53,2.29,2.24,4.25,1.89,2.68,3.14,1.97,2.99,2.03,2.38,2.4,1.68,3.34,3.23,2.52,2.32
 HIGIENE PESSOAL,1.53,2.29,2.24,4.25,1.89,2.68,3.14,1.97,2.99,2.03,2.38,2.4,1.68,3.34,3.23,2.52,2.32
 PRODUTO PARA CABELO,0.96,2.35,-0.45,4.79,0.31,1.75,0.67,0.78,1.64,0.57,-0.42,1.67,-1.15,0.76,1.23,1.5,0.86
 FRALDA DESCARTÁVEL,-0.82,0.47,2.63,1.51,1.74,0.99,0.72,-1.34,2.03,-1.11,-0.19,-0.41,0.76,1.04,3.68,2.28,1.01
 PRODUTO PARA BARBA,-0.26,3.41,-0.78,1.93,0.21,1.63,0.51,-2.71,0.39,-0.12,1.49,0.2,0.56,1.92,1.16,-2.58,0.58
 PRODUTO PARA PELE,1.39,0.96,1.19,0.86,1.77,2.69,1.72,0.42,1.96,1.33,1.67,1.46,0.88,0.42,2.73,2.35,1.56
 PRODUTO PARA HIGIENE BUCAL,-2.49,-0.02,0.54,1.39,0.9,-2.07,0.43,-0.57,1.17,-0.63,-0.12,-1.14,1.54,-0.17,1.41,0.91,0.24
 PRODUTO PARA UNHA,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,-2.69
 PERFUME,6.1,6.81,10.34,8.61,6.23,7.34,7.12,5.34,7.07,8.26,9.13,7.06,6.02,7.7,5.67,6.61,7.11
 DESODORANTE,-0.67,-1.7,-1.98,-0.38,-0.01,0.86,-1.14,-0.91,0.56,1.08,-1.85,2.53,-0.7,0.32,1.98,-1.85,-0.42
 ABSORVENTE HIGIÊNICO,2.44,1.75,2.4,2.45,2.95,-2.93,1.73,0.87,-0.48,1.64,-2.09,-0.24,-0.1,-0.84,1.98,0.61,1.73
 SABONETE,1.0,1.97,0.5,2.44,1.61,2.51,3.05,2.72,2.25,0.41,0.36,0.68,3.45,2.2,1.83,1.36,1.54
 PAPEL HIGIÊNICO,2.82,2.08,2.56,2.53,-0.99,1.58,-0.54,1.15,-0.07,1.55,-0.22,-1.23,-0.26,1.78,-1.8,-1.69,0.49
 ARTIGOS DE MAQUIAGEM,0.18,1.65,2.79,2.68,-0.8,1.56,2.92,-1.25,0.96,0.06,-0.9,0.89,-1.68,1.12,1.59,1.92,0.74
 DESPESAS PESSOAIS,0.27,0.78,0.45,1.0,0.42,0.65,0.82,0.43,0.46,0.85,1.1,0.74,0.61,0.07,0.29,1.04,0.56
 SERVIÇOS PESSOAIS,0.29,0.51,0.21,0.84,0.17,0.42,0.83,0.34,0.2,0.5,0.68,0.49,0.59,-0.3,0.28,0.66,0.33
 SERVIÇOS PESSOAIS,0.29,0.51,0.21,0.84,0.17,0.42,0.83,0.34,0.2,0.5,0.68,0.49,0.59,-0.3,0.28,0.66,0.33
 COSTUREIRA,0.0,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.53,2.75,-0.82,0.48
 MANICURE,3.02,1.81,0.73,3.48,2.56,3.17,1.56,2.29,0.13,1.0,4.41,0.25,2.34,0.0,2.2,1.31,2.08
 EMPREGADO DOMÉSTICO,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
 CABELEIREIRO E BARBEIRO,-0.39,1.59,0.46,2.75,-1.31,1.31,3.27,0.28,0.3,2.04,1.9,1.69,1.65,-2.28,0.11,1.88,0.34
 DEPILAÇÃO,0.0,0.0,0.66,0.0,2.1,2.28,0.0,0.0,-1.13,-0.44,1.48,0.0,-1.58,0.0,0.0,2.6,1.08
 CARTÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 DESPACHANTE,0.0,0.0,-1.62,0.0,2.09,0.0,0.0,0.0,0.0,0.39,-2.34,3.06,0.0,0.0,0.0,0.0,0.97
 SERVIÇO BANCÁRIO,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
 CONSELHO DE CLASSE,0.0,0.05,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.06
 SOBRANCELHA,2.23,0.93,-0.45,-0.4,-0.19,-1.54,0.0,1.81,1.78,-1.95,1.19,1.05,1.74,-0.23,-0.95,4.43,0.2
 RECREAÇÃO E FUMO,0.23,1.2,0.84,1.26,0.83,1.09,0.81,0.56,0.95,1.29,1.62,1.29,0.66,0.83,0.29,1.76,0.93
 RECREAÇÃO,0.28,0.9,0.95,1.46,0.97,1.15,0.9,0.65,1.05,1.48,1.93,1.45,0.77,0.97,0.33,1.87,1.02
 CLUBE,0.0,0.76,0.65,0.0,1.06,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
 INSTRUMENTO MUSICAL,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,3.16,0.0,2.0,0.0,0.0,2.49,0.0,0.0,2.49
 TRATAMENTO DE ANIMAIS (CLÍNICA),-1.11,1.05,1.03,0.72,0.22,1.73,0.64,0.37,0.7,1.72,0.47,-1.27,-0.49,-0.08,1.23,3.38,0.52
 BICICLETA,0.0,0.41,1.81,3.45,0.12,2.03,0.82,0.0,-0.95,1.65,0.83,-0.28,3.72,4.01,0.84,0.0,0.83
 ALIMENTO PARA ANIMAIS,0.9,0.47,2.55,0.57,0.42,2.07,0.29,-0.68,1.39,-0.98,1.19,2.64,1.23,1.09,0.23,2.27,0.7
 BRINQUEDO,4.27,1.86,-0.98,6.43,0.48,2.06,1.69,2.36,0.37,1.33,1.32,0.22,1.46,1.33,2.35,3.78,1.33
 CASA NOTURNA,0.0,0.0,0.39,0.0,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MATERIAL DE CAÇA E PESCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,-2.02,0.0,0.0,1.74
 HOSPEDAGEM,4.72,-1.25,2.32,1.52,2.42,2.22,1.21,3.22,2.13,3.33,2.52,5.08,1.76,1.15,0.31,3.14,2.27
 PACOTE TURÍSTICO,-1.06,4.49,1.93,-0.29,2.92,0.65,0.0,1.34,1.65,1.2,4.62,3.86,2.2,0.0,2.98,4.15,2.25
 SERVIÇO DE HIGIENE PARA ANIMAIS,-3.79,1.2,2.73,0.0,1.97,-0.02,0.0,-0.39,1.88,3.31,2.02,-0.11,-2.91,0.0,0.0,0.0,1.56
" CINEMA, TEATRO E CONCERTOS",-2.25,3.33,-2.61,2.22,-1.03,0.29,2.44,-0.05,2.0,1.4,2.23,-0.54,0.02,-0.08,-1.08,3.57,-0.08
 FUMO,0.0,2.48,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.32
 CIGARRO,0.0,2.48,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.32
 EDUCAÇÃO,-0.02,0.0,0.04,0.2,0.08,-0.12,-0.06,0.05,0.25,-0.05,-0.03,0.09,0.08,0.25,0.24,0.13,0.05
" CURSOS, LEITURA E PAPELARIA",-0.02,0.0,0.04,0.2,0.08,-0.12,-0.06,0.05,0.25,-0.05,-0.03,0.09,0.08,0.25,0.24,0.13,0.05
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,-0.62,0.15,-0.14,1.54,0.34,0.5,0.54,0.05,0.25,-0.69,-0.13,0.32,-0.11,0.77,1.69,0.97,0.19
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
 REVISTA,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.53
 LIVRO DIDÁTICO,-0.65,-0.25,0.06,1.51,0.54,0.51,-0.75,0.05,0.6,-0.44,-0.13,0.47,-0.57,0.87,1.69,1.21,0.29
 LIVRO NÃO DIDÁTICO,-1.35,0.64,-1.04,1.72,-0.41,0.48,0.0,0.0,-1.71,-1.52,0.0,0.0,0.9,0.0,0.0,-1.59,-0.39
 PAPELARIA,2.25,1.59,2.77,-0.78,1.42,-1.25,-1.0,1.76,3.59,2.04,-0.64,2.36,2.15,0.08,-0.11,1.68,1.35
 CADERNO,1.45,1.43,3.89,0.56,-1.12,-0.25,-2.47,0.07,3.82,3.27,-0.55,3.8,2.45,2.34,2.32,3.29,1.01
 ARTIGOS DE PAPELARIA,2.55,1.7,2.0,-1.75,2.46,-1.48,0.52,3.08,3.45,1.42,-0.7,1.31,2.01,-2.28,-2.03,0.7,1.54
 CURSOS DIVERSOS,0.0,-0.45,-0.18,0.5,0.26,-0.86,-0.25,0.0,1.05,-0.33,-0.01,0.06,0.04,1.51,-0.25,-0.4,0.02
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,0.0,-1.17
 AUTOESCOLA,0.0,0.0,1.85,-1.18,0.0,0.0,-0.69,0.0,-0.04,-1.6,0.0,0.0,-0.74,3.63,0.0,-1.13,-0.02
 ATIVIDADES FÍSICAS,0.0,-0.69,-1.06,1.46,0.52,-1.6,0.06,0.0,1.9,0.0,-0.04,0.11,0.38,-0.03,0.0,-0.12,0.05
 COMUNICAÇÃO,0.47,0.37,0.57,0.83,0.27,-0.09,0.34,0.44,0.07,0.02,0.32,0.23,0.52,1.05,1.07,0.73,0.34
 COMUNICAÇÃO,0.47,0.37,0.57,0.83,0.27,-0.09,0.34,0.44,0.07,0.02,0.32,0.23,0.52,1.05,1.07,0.73,0.34
 COMUNICAÇÃO,0.47,0.37,0.57,0.83,0.27,-0.09,0.34,0.44,0.07,0.02,0.32,0.23,0.52,1.05,1.07,0.73,0.34
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,2.33,2.14,3.19,3.57,1.74,-0.43,1.27,1.77,0.36,0.12,2.15,1.73,2.8,4.48,2.99,2.89,1.84
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
