"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,3.38,-0.52,0.4,1.2,-2.64,0.4,1.21,-2.25,1.64,3.81,1.12,0.7,1.2,-0.01,2.41,0.74,0.31
 ANTIGRIPAL E ANTITUSSÍGENO,2.22,-0.93,0.77,2.29,-2,-2.1,0.8,0.34,0.55,0.32,-3.49,-0.11,0.24,2.69,1.03,-1.22,-0.36
 DERMATOLÓGICO,4.19,-0.95,1.18,1.03,-2.2,0.89,       -,-0.16,-0.47,1.65,       -,-1.64,0.55,2.69,0.75,1.26,-0.19
 ANTIALÉRGICO E BRONCODILATADOR,2.88,1.54,0.29,1.87,0.17,0.74,1.13,-0.36,2.95,0.51,-2.52,-1.73,2.71,-0.18,0.73,2.94,0.83
 GASTROPROTETOR,-0.49,0.41,1.55,-3.74,0.38,       -,1.24,-0.29,1.56,-0.79,2.68,0.32,2.62,2.77,0.23,0.16,0.45
 VITAMINA E FORTIFICANTE,-0.93,-0.84,1.19,1.54,-0.09,0.73,1.58,0.56,2,0.5,-3.92,0.43,3.02,2.75,0.98,4.67,0.22
 HORMONAL,1.07,2.82,1.4,2.3,-0.28,3.75,0.93,1.29,2.98,-1.95,1.32,0.24,3.76,-2.69,-1.4,3.11,0.94
 PSICOTRÓPICO E ANOREXÍGENO,-0.97,-1.95,3.89,3.58,0.3,0.25,-0.59,-0.69,1.66,-0.54,1.42,-2.76,-0.89,-1.25,-2.02,2.61,0.45
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-2.02,-1.59,0.63,4.47,0.43,1.49,1.68,1.12,0.11,1.22,0.15,-0.44,-1.16,0.86,0.6,2.44,0.2
 OFTALMOLÓGICO,1.72,0.21,1.05,-2.42,-1.79,1.31,-0.46,0.41,0.71,       -,-3.75,-0.43,1.8,       -,-1.65,-0.83,-0.41
 ANTIDIABÉTICO,-1.6,-0.54,1.1,1.16,-1.14,0.71,-0.45,-2.61,1.07,1.08,-4.65,-1.86,2.54,-1.82,0.38,2.84,-0.57
 NEUROLÓGICO,-0.13,1.55,-0.82,-2.18,-0.41,-2.37,2.6,-0.99,-4.92,0.57,-3.22,1.82,0.88,-1.64,-0.1,3.2,-0.5
 PRODUTOS ÓTICOS,1.42,1.6,-0.11,-1.32,-3.95,1.79,3.36,1.1,-1.75,-1.6,-3.08,-3.06,-1.79,2.18,-3.53,1.22,-1.32
 ÓCULOS DE GRAU,1.42,1.6,-0.11,-1.32,-3.95,1.79,3.36,1.1,-1.75,-1.6,-3.08,-3.06,-1.79,2.18,-3.53,1.22,-1.32
 SERVIÇOS DE SAÚDE,0.58,0.66,0.51,0.48,0.68,0.62,0.42,0.57,0.61,0.61,0.5,0.79,0.5,0.64,0.27,0.51,0.61
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.42,0.72,-0.16,-0.16,0.56,0.36,0.16,0.46,0.3,0.54,0.3,1.24,0.04,0.73,0.15,0.14,0.39
 MÉDICO,0.42,0.97,-0.56,-0.26,0,0.39,0.22,0.51,0.06,0.1,0.35,1.05,0,0.85,0.2,0.51,0.14
 DENTISTA,0.51,0.59,0.19,0.05,1.11,0.35,0,0.35,0.59,0.98,0.31,1.38,0.1,0.23,0.05,-0.67,0.69
 APARELHO ORTODÔNTICO,       -,       -,0.06,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.09,       -,       -,       -,0.04
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.87,       -,       -,0.87
 PSICÓLOGO,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.24,0.23,0.88,0.03,1.11,0.68,0.05,0.24,0.94,0.61,0.21,0.72,0.42,0.39,0.22,0.14,0.66
 EXAME DE LABORATÓRIO,0.52,-0.66,2.03,0,0.75,2.31,0.68,-0.06,1.65,-0.44,1.36,0.07,1.36,0.65,0.08,-0.46,0.74
 HOSPITALIZAÇÃO E CIRURGIA,0.25,0.24,0.14,-0.02,1.4,0.2,-0.4,0,1.18,0.98,0,0.44,0,       -,0,0.16,0.67
 EXAME DE IMAGEM,-0.11,0.91,1.65,0.08,0.01,2.1,0.32,0.64,0.11,0.73,-0.08,1.32,0.15,0,0.56,0.66,0.57
 PLANO DE SAÚDE,0.66,0.71,0.69,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.69,0.71,0.65,0.65,0.65,0.67
 PLANO DE SAÚDE,0.66,0.71,0.69,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.69,0.71,0.65,0.65,0.65,0.67
 CUIDADOS PESSOAIS,0.33,1.97,1.14,1.07,0.57,2.23,2.58,1.55,0.32,0.45,0.93,2.42,2.26,2.83,1.45,1.81,1.07
 HIGIENE PESSOAL,0.33,1.97,1.14,1.07,0.57,2.23,2.58,1.55,0.32,0.45,0.93,2.42,2.26,2.83,1.45,1.81,1.07
 PRODUTO PARA CABELO,-2.98,-0.46,-0.33,-2.42,-0.58,1.1,-1.08,1.26,-3,-0.05,-1.66,0.76,1,-0.38,-1.85,1.51,-0.86
 FRALDA DESCARTÁVEL,-0.31,0.67,-0.22,0.58,1.6,-0.18,3.51,-0.29,-0.96,-1.09,-2.36,-0.67,-0.33,-0.8,-0.06,-1,0.22
 PRODUTO PARA BARBA,2.11,-0.42,1.45,-2.23,1.8,-2.85,0.66,-1.52,-0.32,-1.31,1.21,-0.2,1.87,1.56,-1.76,0.82,0.44
 PRODUTO PARA PELE,2.39,3.84,3.94,2.19,2.87,3.65,3.36,2.08,4.47,3,4.91,4.29,2.61,3.54,3.61,1.12,3.3
 PRODUTO PARA HIGIENE BUCAL,-0.27,0.51,0.88,-0.88,-2.31,-0.68,1.85,-0.27,0.49,0.17,0.61,2.42,1.3,-0.93,0.5,2.25,-0.46
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-0.48,       -,       -,       -,       -,       -,       -,-1.67,       -,       -,-0.64
 PERFUME,4.66,4.6,3.32,4.48,3.57,5.66,5.2,2.97,2.07,2.16,2.63,4.88,4.66,5.96,3.3,4.5,3.74
 DESODORANTE,-2.32,2.95,-1.97,-1.69,-1.98,1.89,1.74,2.53,0.19,-1.45,-0.11,2.41,0.98,1.98,1.43,-0.24,-0.59
 ABSORVENTE HIGIÊNICO,-0.19,-0.43,0.99,2.32,2.17,-0.16,-2.81,-0.25,-1.36,-0.45,1.44,1.51,1.97,-0.48,-0.21,1.6,0.72
 SABONETE,0.05,-0.52,-0.07,-1.19,0.45,1.29,0.56,1.73,-0.3,0.14,0.3,1.44,2.63,0.55,-0.04,1.18,0.23
 PAPEL HIGIÊNICO,-0.91,2.17,0.71,1.13,-1.84,-2.39,-0.15,0.32,0.17,1.12,-0.56,0.33,-1.11,0.48,0.14,-1.66,-0.47
 ARTIGOS DE MAQUIAGEM,3.1,3.8,3.15,-1.72,-4,0.67,-0.12,-4.93,-5.06,-2.03,-1.24,0.75,2.86,2.21,0.63,-5.93,-0.98
 DESPESAS PESSOAIS,0.31,0.27,0.19,-0.01,0.24,0.04,0.17,0,0.07,-0.37,0.47,0.22,0.29,0.26,-0.06,0.23,0.17
 SERVIÇOS PESSOAIS,0.13,0.23,0.24,-0.01,0.13,0.03,0.01,0.19,0.05,0.2,0.34,0.42,0.24,0.16,0.03,0.31,0.15
 SERVIÇOS PESSOAIS,0.13,0.23,0.24,-0.01,0.13,0.03,0.01,0.19,0.05,0.2,0.34,0.42,0.24,0.16,0.03,0.31,0.15
 COSTUREIRA,       -,       -,       -,1.53,       -,       -,-0.91,       -,       -,       -,       -,       -,       -,-0.08,-1.05,-3.09,-0.4
 MANICURE,1.33,1.05,-0.05,-0.74,-0.05,-0.44,0.72,-0.45,0.62,-0.5,-1.56,2.73,0.8,0,-0.78,0.75,0.16
 EMPREGADO DOMÉSTICO,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
 CABELEIREIRO E BARBEIRO,-0.14,0.62,0.87,-0.15,0.77,0.03,-0.25,0.81,-0.18,0.66,2.18,1.01,0,0.58,0.22,1.37,0.54
 DEPILAÇÃO,       -,       -,0.33,       -,-0.14,-0.65,       -,       -,-1.07,-1.09,-0.66,       -,4.84,       -,       -,1.33,-0.13
 CARTÓRIO,       -,0.66,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.21
 DESPACHANTE,       -,       -,1.8,       -,-1.85,       -,       -,       -,       -,1.08,-0.07,-0.61,       -,       -,       -,       -,-0.68
 SERVIÇO BANCÁRIO,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,1.13,1.4,0.11,-0.61,1.75,-0.04,       -,0.4,0.44,2.33,3.06,0.71,1.79,0,0,0.31,1.15
 RECREAÇÃO E FUMO,0.63,0.33,0.09,0,0.44,0.05,0.46,-0.31,0.12,-1.13,0.64,-0.23,0.4,0.48,-0.3,0.1,0.19
 RECREAÇÃO,0.77,0.41,-0.02,-0.15,0.37,0,0.4,-0.49,0.05,-1.43,0.6,-0.25,0.31,0.39,-0.47,0.04,0.12
 CLUBE,       -,0,0,       -,0.34,-2.13,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.04
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-1.54,       -,       -,1.74,       -,-1.01,       -,       -,-0.24,       -,       -,-0.24
 TRATAMENTO DE ANIMAIS (CLÍNICA),-0.56,1.55,0,-0.08,2.83,0.16,-0.11,0.91,0.51,0.93,5.84,1.3,0.29,-1.58,1.9,1.57,1.65
 BICICLETA,       -,2.58,1.6,2.16,-0.42,0.95,0.46,       -,2.3,-1.62,0.48,-0.21,1.29,-3.14,0.47,       -,0.47
 ALIMENTO PARA ANIMAIS,3.15,4.13,1.31,3.86,2.36,1.91,2.68,2.9,0.77,0.81,0.59,-1.95,3.17,2.86,-2.78,-1.25,2.2
 BRINQUEDO,-1.6,1.24,2.3,-3.7,0.43,-1.89,-1.16,-3.52,-1.72,-0.92,-0.21,2.12,0.2,-0.22,-1.71,-1.36,-0.21
 CASA NOTURNA,0,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.06,       -,       -,0.39,       -,       -,-0.04
 HOSPEDAGEM,1.78,-1.18,-1.49,-2.49,-0.11,-0.85,0.82,-4.73,1.33,0.82,0.49,1.34,-0.42,2.26,-2.86,-4.59,-0.26
 PACOTE TURÍSTICO,2.52,-2.32,-0.89,0.45,-1.57,1.62,       -,0.33,-3.58,-0.78,-0.19,-3.2,-0.73,       -,1.09,-3.53,-0.9
 SERVIÇO DE HIGIENE PARA ANIMAIS,-1.24,0.69,1.28,       -,3.54,0.1,       -,2.25,-1.38,-1.38,0.38,0.72,2.53,       -,       -,       -,1.51
" CINEMA, TEATRO E CONCERTOS",-0.15,-0.05,0.49,-0.22,0.07,-0.06,-0.52,-1.56,-0.46,-8.64,-0.21,-0.54,-2.91,0,0.19,4.01,-0.88
 FUMO,0,0,0.93,0.87,0.8,0.86,1.02,0.87,0.81,0.83,0.88,0,0.91,1.02,0.87,1.02,0.64
 CIGARRO,0,0,0.93,0.87,0.8,0.86,1.02,0.87,0.81,0.83,0.88,0,0.91,1.02,0.87,1.02,0.64
 EDUCAÇÃO,1.31,-0.91,3.39,2.65,2.63,-0.09,5.22,7.42,4.72,1.1,1.49,7.08,3.74,1.29,2.59,5.97,2.48
" CURSOS, LEITURA E PAPELARIA",1.31,-0.91,3.39,2.65,2.63,-0.09,5.22,7.42,4.72,1.1,1.49,7.08,3.74,1.29,2.59,5.97,2.48
 CURSOS REGULARES,1.78,-1.35,4.46,3.18,3,-0.26,6.7,8.86,6.77,1.26,2.52,8.31,6.07,1.74,3.02,7.38,3.08
 CRECHE,2.82,0.66,3.89,1.04,2.58,3.52,       -,5.05,       -,1.38,4.08,5,4.3,2.69,       -,23.58,2.69
 PRÉ-ESCOLA,3.4,5.2,4.64,5.6,5.19,3.01,10.21,16.29,13.55,5.38,3.7,11.7,7.97,       -,3.59,28.59,6.37
 ENSINO FUNDAMENTAL,3.64,4.16,7.3,3.41,3.18,3.76,7.68,11.67,11.79,1.03,3.89,13.07,12.89,0.84,3.69,14.91,4.92
 ENSINO MÉDIO,3.15,3.6,6.74,3.76,3.86,3.04,5.49,10.78,6.19,1.58,0.79,8.76,10.04,1.45,3.26,10.7,4.45
 ENSINO SUPERIOR,-1.9,-4.76,3.21,3.22,2.14,-6.12,7.58,4.86,0.68,0.62,1.27,4.97,0.74,2.31,3.02,-4.67,0.94
 PÓS-GRADUAÇÃO,2.34,-4.77,0.83,0.54,4.69,0.53,-2.39,4.56,0.25,0.49,4.46,6.57,0,0,-0.38,2.06,2.31
 EDUCAÇÃO DE JOVENS E ADULTOS,-0.34,       -,       -,       -,       -,0,       -,4.9,       -,1.32,       -,       -,       -,1.09,1.15,       -,1.1
 CURSO TÉCNICO,       -,4.01,-0.19,0.77,       -,       -,0,       -,-2.64,       -,       -,       -,       -,       -,0.99,       -,0.91
 LEITURA,1.16,0.21,1.36,1.43,0.14,0.68,-0.03,0.51,-1.11,-0.23,-0.04,0.91,-0.14,0.3,0.11,0.79,0.37
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,1.42,1.29,1.23,1.55,-0.01,1.25,-0.04,0.51,-0.95,0.32,-0.04,1.33,0.45,0.39,0.11,0.8,0.48
 LIVRO NÃO DIDÁTICO,1.73,-0.46,1.93,0.62,0.72,-0.9,       -,       -,-2.02,-2.19,       -,       -,-1.45,       -,       -,0.65,0.11
 PAPELARIA,0.18,-1.48,0.79,0.49,3.18,2.72,2.73,1.69,-0.06,2.42,0.73,1.81,-0.69,-0.58,3.35,0.03,1.48
 CADERNO,0.09,-1.89,1.33,-2.41,4.47,3.03,3.28,2.84,-2.46,3.01,0.39,-0.34,-0.96,-1.95,3.21,1.96,1.44
 ARTIGOS DE PAPELARIA,0.21,-1.21,0.42,2.47,2.66,2.64,2.21,0.8,1.47,2.13,0.93,3.4,-0.57,0.81,3.48,-1.16,1.51
 CURSOS DIVERSOS,-0.71,0.67,1.14,0.66,1.66,-0.12,1.39,0.34,-0.3,0.78,-3.18,3.52,-2.32,0.37,3.51,2.97,0.75
 CURSO PREPARATÓRIO,-0.49,       -,1.94,1.32,       -,-1.35,       -,       -,-2.25,1.65,-7.15,       -,-3.19,       -,6.71,8.95,-0.75
 CURSO DE IDIOMA,-1.59,0.94,0.54,2.67,1.62,0.06,2.86,0.54,-5.71,-0.19,-4.7,8.33,0,       -,1.34,       -,0.76
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.56,       -,2.56
 AUTOESCOLA,       -,       -,4.74,-0.77,       -,       -,-0.11,       -,0.58,0.24,       -,       -,-0.27,1.64,       -,3.19,1.57
 ATIVIDADES FÍSICAS,-0.11,0.54,0.07,-0.37,1.71,0.16,1.71,0.26,1.21,1.38,3.66,0.54,-3.95,-0.52,2.58,0.54,0.92
 COMUNICAÇÃO,-0.09,-0.19,-0.21,-0.02,-0.23,0.2,-0.49,-0.02,0.34,-0.35,-0.09,0.22,0.24,-0.02,0.32,0.29,-0.13
 COMUNICAÇÃO,-0.09,-0.19,-0.21,-0.02,-0.23,0.2,-0.49,-0.02,0.34,-0.35,-0.09,0.22,0.24,-0.02,0.32,0.29,-0.13
 COMUNICAÇÃO,-0.09,-0.19,-0.21,-0.02,-0.23,0.2,-0.49,-0.02,0.34,-0.35,-0.09,0.22,0.24,-0.02,0.32,0.29,-0.13
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.47,-1.14,-1.14,-0.07,-1.49,0.89,-1.86,-0.07,1.6,-1.79,-0.59,1.64,1.32,-0.08,0.91,1.2,-0.7
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
