"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTIGRIPAL E ANTITUSSÍGENO,-0.23,0.55,0.12,3.07,-0.23,-0.24,0.7,2.12,-3.22,-0.31,-0.78,2.03,0.21,2.18,1.12,-2.98,-0.05
 DERMATOLÓGICO,7.55,0.12,5,2.99,1.29,1.89,       -,2.86,0.08,1.52,       -,2.37,-1.02,1.85,-0.01,2.07,2.22
 ANTIALÉRGICO E BRONCODILATADOR,9.76,3.89,3.95,3.18,5.25,1.4,-1.12,1.9,1.4,-1.69,0.67,2.73,-0.41,2.2,-1.25,0.32,3.78
 GASTROPROTETOR,6.05,2.43,1.69,2,0.85,       -,0.62,2.8,-0.61,0.71,1.26,2.4,0.06,0.2,-0.45,0.48,1.52
 VITAMINA E FORTIFICANTE,3.89,2.3,4.16,2.81,2.08,2.37,1.62,-0.87,0.52,4.48,0.26,2.22,1.62,0.82,1.47,1.74,2.31
 HORMONAL,5.34,3.11,2.67,-0.51,3.1,5.09,3.84,4.16,3.27,0.33,4.67,3.93,3.37,0.51,6.96,0.48,3.1
 PSICOTRÓPICO E ANOREXÍGENO,-1.68,1.09,0.1,2.37,0.46,2.76,-1.15,-2.04,-1.06,-0.91,1.76,1.04,1.55,0.3,3.66,2.37,0.34
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,7.29,1.81,1.68,1.59,2.71,-2.3,-0.24,-0.9,-1.28,0.78,2.21,0.45,-2.22,0.76,1.89,1.52,2.08
 OFTALMOLÓGICO,3.42,-1,2.03,-0.86,-0.91,2.84,0.34,2.06,0.35,       -,-0.24,0.92,-2.01,       -,2.61,1.4,0.64
 ANTIDIABÉTICO,1.67,-0.11,2.29,-0.28,0.15,2.32,-2.83,1.8,0.7,0.53,-0.69,1,-1.43,2.66,-2.07,2.62,0.7
 NEUROLÓGICO,0.63,1.94,2.43,1.63,2.69,2.42,-1.55,0.16,0.89,1.03,0,-0.13,-0.58,0.38,-0.07,1.79,1.48
 PRODUTOS ÓTICOS,-1.37,1.67,-2.21,-1.01,-0.11,1.85,-2.92,-1.45,-4.25,-2.28,2.9,-3.35,0.89,-2.06,-4.15,1.96,-1.01
 ÓCULOS DE GRAU,-1.37,1.67,-2.21,-1.01,-0.11,1.85,-2.92,-1.45,-4.25,-2.28,2.9,-3.35,0.89,-2.06,-4.15,1.96,-1.01
 SERVIÇOS DE SAÚDE,0.52,0.5,0.77,0.48,0.5,0.57,0.68,0.53,0.42,0.4,0.49,0.56,0.65,0.3,0.15,0.51,0.53
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.18,0.12,1.14,-0.23,0,-0.27,0.79,0.34,-0.19,0.07,0.35,0,0.64,0.07,0.03,0.17,0.2
 MÉDICO,0,-0.6,0.53,-0.07,0,-0.69,1.06,0.5,-0.48,-0.25,0,0,1.35,0,-0.1,0.25,0.02
 DENTISTA,0.03,0.97,1.53,-0.56,0,-0.04,0,-0.07,0.19,0.39,0.91,0,0,0.16,0.32,-0.01,0.34
 APARELHO ORTODÔNTICO,       -,       -,2.14,       -,       -,       -,       -,       -,       -,       -,0,       -,0,       -,       -,       -,1.57
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.58,       -,       -,0.58
 PSICÓLOGO,1.83,-0.36,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.25
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.01,-0.07,0.42,0.2,0.2,1.03,0.54,0.03,0.02,-0.01,0.1,0.3,0.03,0,0.04,0.05,0.21
 EXAME DE LABORATÓRIO,0.02,-0.58,-0.01,0.53,0.48,-0.27,0.07,0,0,0.31,0.65,-0.2,0.78,0,0.13,0.21,0.13
 HOSPITALIZAÇÃO E CIRURGIA,0,0,0.86,0,0.09,1.29,0.93,0,0.37,-0.07,0.06,0.2,0,       -,0.01,0,0.28
 EXAME DE IMAGEM,0.09,0.17,-0.23,0.06,0.52,0.53,0.26,0.08,-0.32,-0.2,-0.18,0.61,-0.33,0,0,0,0.09
 PLANO DE SAÚDE,0.66,0.72,0.7,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.7,0.74,0.65,0.65,0.65,0.67
 PLANO DE SAÚDE,0.66,0.72,0.7,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.7,0.74,0.65,0.65,0.65,0.67
 CUIDADOS PESSOAIS,0.27,1,1.08,-0.33,0.61,0.86,-0.28,0.9,0.98,0.86,0.09,1.15,0.07,0.77,1.76,0.95,0.63
 HIGIENE PESSOAL,0.27,1,1.08,-0.33,0.61,0.86,-0.28,0.9,0.98,0.86,0.09,1.15,0.07,0.77,1.76,0.95,0.63
 PRODUTO PARA CABELO,-0.35,0.29,0.69,-4.07,-2.33,0.97,-2.16,-1.87,-0.78,0.11,-2.47,2.14,0.32,-0.19,0.92,-0.12,-1.02
 FRALDA DESCARTÁVEL,0.67,2.57,0.75,-2.01,1.94,1.45,-0.19,1.77,2.91,2.58,1.46,0.45,1.46,-1.26,0.7,1.58,1.46
 PRODUTO PARA BARBA,-1.17,-1.98,1.62,-1.1,-5.05,1.62,-1.97,0.38,0.02,-2.06,-0.95,0.44,0.38,-2.04,1.27,0.2,-1.91
 PRODUTO PARA PELE,9.3,8.43,6.41,7.23,7.57,5.41,9.42,7.69,10.23,7.3,8.46,9.78,6.34,5.99,11.3,5.47,7.87
 PRODUTO PARA HIGIENE BUCAL,-0.38,-0.9,0.43,0.22,1.26,0.93,-0.84,2.48,0.94,2.41,-1.83,1.35,-0.75,1.02,2.88,0.37,0.7
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-1.57,       -,       -,       -,       -,       -,       -,3.1,       -,       -,-0.98
 PERFUME,-0.77,-0.1,-0.01,-0.5,0.2,-1.19,-1.51,0.73,0.18,-0.41,-1.36,-0.23,-1.17,0.03,0.08,1.32,-0.25
 DESODORANTE,-2.38,1.91,1.62,-1.16,0.62,0.23,-0.53,1.37,-0.82,0.99,2.48,-1.43,0.96,2.77,2.74,-1.82,0.36
 ABSORVENTE HIGIÊNICO,-1.88,-1.8,0.33,-0.95,-1.23,0.93,-1.66,-0.82,0.45,1.18,0.28,0.58,-2.07,1.93,0.19,1.31,-0.65
 SABONETE,2.92,-0.55,1.37,1.93,1.51,2.11,1.62,1.39,2.34,-0.68,-0.65,1.18,-0.98,2.18,2.91,1.63,1.28
 PAPEL HIGIÊNICO,-0.08,0.39,-1.13,2.83,1.75,-0.6,-0.82,1.26,-0.25,1.9,-2.27,0.11,0.86,-0.27,2.76,2.08,0.87
 ARTIGOS DE MAQUIAGEM,0.47,-1.07,-2.31,-0.92,-2.77,-1.71,-0.44,-2.96,-5.03,-3.26,-2.01,-1.03,-3.05,-1.79,-2.13,-2.06,-2.16
 DESPESAS PESSOAIS,0.08,0.28,0.55,0.28,0.15,0.15,0.23,0.16,0.21,0.15,0.06,0.27,0.2,0.12,0.26,0.07,0.21
 SERVIÇOS PESSOAIS,0.14,0.26,0.51,0.13,0.3,0.25,0.04,0.36,0.09,0.4,-0.32,0.32,0.22,0.03,0.13,0.03,0.25
 SERVIÇOS PESSOAIS,0.14,0.26,0.51,0.13,0.3,0.25,0.04,0.36,0.09,0.4,-0.32,0.32,0.22,0.03,0.13,0.03,0.25
 COSTUREIRA,       -,       -,       -,0,       -,       -,-2.04,       -,       -,       -,       -,       -,       -,-2.17,1.02,-2.02,-1.07
 MANICURE,1.75,-1.83,1.64,0.58,0.66,0,-0.21,3.57,-1.51,1.63,-1.95,-0.34,0,0,0,0,0.5
 EMPREGADO DOMÉSTICO,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
 CABELEIREIRO E BARBEIRO,-0.57,1.22,1.47,-0.16,0.74,0.91,-0.24,-0.39,0.07,0.79,-1.98,1.03,0.43,-0.46,-0.52,-0.34,0.45
 DEPILAÇÃO,       -,       -,0.04,       -,-0.21,-0.1,       -,       -,1.27,-1.35,-0.11,       -,-1.73,       -,       -,0.05,-0.22
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,0.39,       -,1.22,       -,       -,       -,       -,1.34,-0.65,1.25,       -,       -,       -,       -,1.02
 SERVIÇO BANCÁRIO,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,-0.59,0.23,0,0,-0.74,0.6,       -,5.22,0.63,0.51,-1.51,0.71,0.8,0.84,1.92,-0.97,0.04
 RECREAÇÃO E FUMO,-0.03,0.31,0.64,0.54,-0.11,-0.06,0.59,-0.17,0.45,-0.2,0.57,0.18,0.16,0.29,0.59,0.14,0.13
 RECREAÇÃO,0.03,0.46,0.72,0.64,-0.13,-0.06,0.66,-0.2,0.5,-0.23,0.68,0.21,0.19,0.34,0.68,0.15,0.16
 CLUBE,       -,0,2.16,       -,-0.7,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.03
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,1.34,       -,       -,1.39,       -,1.45,       -,       -,1.41,       -,       -,1.4
 TRATAMENTO DE ANIMAIS (CLÍNICA),2.23,-1.45,0.72,1.43,2.57,-2.12,-1.04,0.12,0.35,1.99,-2.11,1.16,-2.15,0.77,0.14,-1.14,0.97
 BICICLETA,       -,4.31,-2.98,1.56,-1.1,3.82,0.27,       -,1.78,1.62,2.8,-1.76,-1.62,0.75,-2.54,       -,0.27
 ALIMENTO PARA ANIMAIS,2.88,1.66,4.84,2.35,3.44,2.75,3.21,2.16,1.74,2.25,0.59,1.8,0.06,0.19,4.02,4.18,2.91
 BRINQUEDO,-1.73,-1.81,-0.32,-3.15,-2.01,-0.89,-0.53,-0.19,0.79,-1.82,-0.81,0.12,2.14,-1.23,0.64,0.94,-1.23
 CASA NOTURNA,0,       -,-0.71,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,-0.13
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.68,       -,       -,0.34,       -,       -,0.66
 HOSPEDAGEM,-0.21,1.65,0.49,1.18,2.58,-2.26,0.67,-0.47,0.66,-0.84,1.4,0.86,2.17,1.23,3.26,-0.24,0.9
 PACOTE TURÍSTICO,-3,-2.12,0.79,2.13,-4.51,0.75,       -,-3.08,-0.41,-3.23,3.87,-2.52,0,       -,0.62,-2.56,-2.43
 SERVIÇO DE HIGIENE PARA ANIMAIS,2.46,1.97,-0.48,       -,1.37,2.17,       -,1.36,1.7,1.37,-3.48,1.05,1.68,       -,       -,       -,1.09
" CINEMA, TEATRO E CONCERTOS",-0.2,0.75,0,0,-0.53,0.73,0.11,0.94,-0.02,0,0,1.3,0,0,0,0,-0.05
 FUMO,-0.26,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06
 CIGARRO,-0.26,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06
 EDUCAÇÃO,0.07,0.17,0.17,0.11,0.01,-0.12,0.14,0.06,0.04,0.11,0.04,-0.01,0.38,0.08,0.08,0.11,0.06
" CURSOS, LEITURA E PAPELARIA",0.07,0.17,0.17,0.11,0.01,-0.12,0.14,0.06,0.04,0.11,0.04,-0.01,0.38,0.08,0.08,0.11,0.06
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.4,-0.64,0.55,0.18,0.12,0.4,0,0,0.15,0.09,0,0,0.31,0,0,0.29,0.14
 JORNAL DIÁRIO,0,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 REVISTA,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,2.73,-1.87,3.09,1.39,0.57,1.53,       -,       -,1.04,0.43,       -,       -,1.01,       -,       -,3.62,0.81
 PAPELARIA,1.82,1.33,0.08,-0.9,-0.59,-0.46,1.18,2.32,-0.6,0.34,-0.02,-0.59,1.31,0.03,1.97,1.06,0.29
 CADERNO,1.29,1.46,0.59,-0.94,0.11,1.41,1.47,1.08,0.46,-1.04,-0.28,-2.22,0.84,2.44,3.61,1.06,0.59
 ARTIGOS DE PAPELARIA,2.01,1.25,-0.27,-0.87,-0.88,-0.91,0.9,3.3,-1.22,1.03,0.12,0.63,1.52,-2.32,0.51,1.07,0.13
 CURSOS DIVERSOS,0,1.37,0.59,1.11,0.06,-0.83,0.47,0,0.25,0.6,0.31,0.07,1.79,0.58,-0.24,0.7,0.29
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.2,       -,-1.2
 AUTOESCOLA,       -,       -,2.19,0.26,       -,       -,0.2,       -,-0.44,1.55,       -,       -,1.62,-1.02,       -,1.27,1.11
 ATIVIDADES FÍSICAS,0,2.07,0.54,2.55,0.12,-1.57,1.67,0,0.59,0.72,0.96,0.12,3.74,1.79,0.1,0.65,0.46
 COMUNICAÇÃO,0.38,0.32,0.32,0.11,0.28,0.17,-0.2,-0.29,0.22,-0.01,-0.11,-0.04,-0.21,0.19,0.4,0.1,0.21
 COMUNICAÇÃO,0.38,0.32,0.32,0.11,0.28,0.17,-0.2,-0.29,0.22,-0.01,-0.11,-0.04,-0.21,0.19,0.4,0.1,0.21
 COMUNICAÇÃO,0.38,0.32,0.32,0.11,0.28,0.17,-0.2,-0.29,0.22,-0.01,-0.11,-0.04,-0.21,0.19,0.4,0.1,0.21
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,-0.08,0.28,-0.11,-0.09,0.43,0.32,-0.09,-0.09,-0.1,0.1,0.1,-0.09,0.18,0.12,-0.09,-0.08,0.15
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,1.9,1.43,1.48,0,1.27,0.33,-0.75,-1.14,0.69,-0.48,-0.76,-0.72,-1.51,0.8,0.94,0.1,0.78
 SERVIÇOS DE STREAMING,       -,4.82,4.82,4.82,4.82,4.82,       -,       -,4.82,4.82,       -,4.82,4.82,       -,4.82,4.82,4.82
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
