"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,2.77,1.21,1.24,1.17,3.69,-1.67,-1.05,1.39,0.78,2.84,1.86,1.57,2.55,-1.27,0.44,2.1,1.94
 ANTIGRIPAL E ANTITUSSÍGENO,1.79,-1.6,1.55,-0.42,0.9,-3.94,0.41,-1.15,2.27,2.51,1.78,0.31,1.98,0.32,2.52,0.89,0.89
 DERMATOLÓGICO,0.33,1.63,1.49,0.17,2.76,-0.48,       -,-0.13,3.54,1.12,       -,-1.58,1.19,2.85,-0.55,1.68,1.63
 ANTIALÉRGICO E BRONCODILATADOR,2.62,0.31,2.47,-0.74,3.6,-0.07,-2.73,-0.27,1.78,-0.01,1.84,-0.7,3.66,-0.76,0.33,0.53,1.84
 GASTROPROTETOR,2.86,-1.24,1.1,-1.36,0.53,       -,-0.64,-1.27,1.46,2.83,-0.93,1.72,1.16,0.43,0.02,1.42,0.53
 VITAMINA E FORTIFICANTE,-3.15,-3.01,0.06,2.34,2.97,-3.42,0.08,0.4,1.13,-1.49,-0.43,-1.46,1.86,-1.48,-1.48,1.83,0.08
 HORMONAL,1.97,1.36,1.39,-0.58,1.33,0.76,-0.22,0.68,2.27,1.34,3.47,0.52,0.33,1.23,1.32,1.76,1.32
 PSICOTRÓPICO E ANOREXÍGENO,2.1,-1.08,0.25,1.71,1.02,2.34,0.46,0.42,1.71,2.73,1.03,-1.45,3.03,1.48,0.54,2.49,1.02
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.99,1.65,1.07,1.34,1.13,-0.13,-2.3,0.85,1.12,2.75,1.15,0.25,1.14,1.18,0.48,1.97,1.13
 OFTALMOLÓGICO,0.51,1.22,0,-0.36,0.63,-0.71,-0.1,0.16,3.09,       -,0.64,-0.45,0.91,       -,-0.29,3.07,0.63
 ANTIDIABÉTICO,3.78,-0.59,0.03,0.75,1.45,2.06,-1.65,-2.25,3.16,2.47,2.04,-1.12,2.25,0.33,-0.34,1.98,1.45
 NEUROLÓGICO,-0.53,-2.47,-0.73,0.35,-0.2,-2.21,0.23,-0.99,2.09,2.39,0.64,-2.09,2.45,1.91,-0.88,3.11,-0.2
 PRODUTOS ÓTICOS,-0.5,0.55,-0.41,1.76,-2.3,-1.73,-1.26,0.68,5.94,-2.43,-0.14,-0.6,4.52,-0.9,-3.58,2.88,-0.48
 ÓCULOS DE GRAU,-0.5,0.55,-0.41,1.76,-2.3,-1.73,-1.26,0.68,5.94,-2.43,-0.14,-0.6,4.52,-0.9,-3.58,2.88,-0.48
 SERVIÇOS DE SAÚDE,0.01,0.18,0.01,0.07,0.18,0.26,0.07,-0.02,-0.07,0.26,0.23,0.04,0.26,0.55,0.03,0.11,0.12
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.26,0.38,0.06,0.27,0.23,0.79,0.34,0.17,0.42,0.47,1.13,0.32,0.46,1.41,0.09,0.74,0.33
 MÉDICO,0,0,0.26,0.34,0.36,1.03,0,0,0.13,0.25,1.76,0.3,0,1.67,0.2,0,0.29
 DENTISTA,0.79,0.85,-0.11,0.14,0.17,0.65,1.3,0.62,0.79,0.69,0.21,0.34,0.77,0.69,-0.16,2.34,0.41
 APARELHO ORTODÔNTICO,       -,       -,-0.03,       -,       -,       -,       -,       -,       -,       -,1.39,       -,1.82,       -,       -,       -,0.37
 FISIOTERAPEUTA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.62,       -,       -,0.62
 PSICÓLOGO,-1.02,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.19
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.11,0.66,0.01,1.11,2,1.26,-0.06,-0.11,0.14,1.23,0.03,-0.06,0.85,-0.19,0,0.18,0.86
 EXAME DE LABORATÓRIO,0.05,0.81,0.58,2.12,-0.03,-0.59,0.27,-0.34,-0.41,1.15,1.28,0.07,1.75,-0.32,0,0.69,0.35
 HOSPITALIZAÇÃO E CIRURGIA,0.07,0.67,-0.19,0,2.76,1.85,-0.12,0,0.87,1.81,-0.8,0.46,0.11,       -,0,0,1.28
 EXAME DE IMAGEM,0.36,0.52,0,0.92,0.09,-0.59,-0.22,-0.02,-0.11,-0.25,1.26,-0.67,0.71,0,0,0.02,0.15
 PLANO DE SAÚDE,-0.05,0.03,-0.01,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,-0.01,0.09,-0.06,-0.06,-0.06,-0.06
 PLANO DE SAÚDE,-0.05,0.03,-0.01,-0.06,-0.06,-0.04,-0.05,-0.05,-0.26,-0.05,-0.06,-0.01,0.09,-0.06,-0.06,-0.06,-0.06
 CUIDADOS PESSOAIS,-2.74,-1.71,-2.82,-4.3,-2.25,-4.61,-6.51,-3.34,-2.8,-1.99,-3.91,-2.84,-3.93,-4.7,-3.87,-3.91,-3.0
 HIGIENE PESSOAL,-2.74,-1.71,-2.82,-4.3,-2.25,-4.61,-6.51,-3.34,-2.8,-1.99,-3.91,-2.84,-3.93,-4.7,-3.87,-3.91,-3.0
 PRODUTO PARA CABELO,-0.07,2.32,-1.52,-2.14,3.86,0.08,-1.52,-0.77,1.86,1.95,0.54,-0.63,-1.68,0.1,-0.38,-1.12,1.2
 FRALDA DESCARTÁVEL,1.74,-0.84,1.48,1.99,0.63,1.26,0.84,2.11,1.97,3,-1.04,3.36,-1.75,0.69,0.26,1.06,1.06
 PRODUTO PARA BARBA,-0.19,-0.1,-1.02,0.07,-0.72,-2.3,-0.17,-0.7,0.15,1.16,-0.27,-1.27,1.02,-2.52,1.07,-2.76,-0.38
 PRODUTO PARA PELE,-3.4,-3.88,-3.55,-3.19,-3.26,-4.83,-5.23,-4.68,-4.18,-2.98,-4.35,-3.99,-2.81,-3.34,-3.6,-4.76,-3.72
 PRODUTO PARA HIGIENE BUCAL,-0.25,2.68,1.27,1.51,0.02,-0.85,-1.58,1.07,2.46,2.59,-0.29,-0.82,0.74,-0.35,0.94,3.35,0.75
 PRODUTO PARA UNHA,       -,       -,       -,       -,       -,       -,-2.31,       -,       -,       -,       -,       -,       -,0.65,       -,       -,-1.93
 PERFUME,-10.79,-9.08,-12.3,-11.63,-9.2,-12.77,-13.52,-7.94,-10.41,-13.16,-10.66,-10.68,-11.29,-11.07,-9.61,-11.44,-10.66
 DESODORANTE,0.86,2.04,1.64,1.14,-1.54,-2.84,-0.36,-0.72,0.64,2.6,-1.71,2.16,0.85,0.74,1.66,0.97,0.17
 ABSORVENTE HIGIÊNICO,-0.29,-1.22,-1.06,-0.42,0.08,1.02,2.28,0.37,2.29,0,2.35,0.95,-1.71,0.8,1.81,0.07,0.26
 SABONETE,-1.21,2.02,0.9,3.64,-0.69,0.09,-1.11,0.27,1.62,2.95,1.75,0.43,-2.13,1.2,0.96,0.81,0.48
 PAPEL HIGIÊNICO,-0.81,0.02,-1.04,1.53,-0.2,-0.57,-1.53,-0.17,4.37,2.68,-0.11,1.1,-1.02,0.33,0.55,1.84,0.22
 ARTIGOS DE MAQUIAGEM,-2.69,-5.19,-1.62,-5.69,-4.07,-4.41,-5.48,-1.67,-3.25,-6.66,-5.01,-4.1,-2.07,-3.63,-0.6,-1.46,-3.94
 DESPESAS PESSOAIS,0.42,0.77,0.79,0.7,0.51,0.24,-0.08,0.77,0.34,1.03,0.43,0.72,0.59,1,0.48,0.78,0.57
 SERVIÇOS PESSOAIS,0.25,0.59,0.51,0.43,0.09,0.36,0.04,0.11,0.43,0.36,0.28,0.36,0.52,0.71,0.37,0.55,0.28
 SERVIÇOS PESSOAIS,0.25,0.59,0.51,0.43,0.09,0.36,0.04,0.11,0.43,0.36,0.28,0.36,0.52,0.71,0.37,0.55,0.28
 COSTUREIRA,       -,       -,       -,0.32,       -,       -,4.83,       -,       -,       -,       -,       -,       -,3.46,0.6,-0.62,2.46
 MANICURE,0.75,-0.13,1.62,-0.68,3.78,0.33,1.07,-2.41,0.44,0.3,1.89,1.27,0.14,4.88,0.84,1.46,1.72
 EMPREGADO DOMÉSTICO,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
 CABELEIREIRO E BARBEIRO,0.39,2.72,1.12,1.67,-2.31,1.71,-1.44,0.61,1.39,2.05,0.01,0.89,2.06,1.41,0.96,1.84,0.1
 DEPILAÇÃO,       -,       -,0.01,       -,2.01,2.81,       -,       -,1.86,1.62,-1.33,       -,1.17,       -,       -,-0.84,1.37
 CARTÓRIO,       -,0,       -,       -,       -,       -,       -,       -,       -,0,0,       -,0,0,0,       -,0.0
 DESPACHANTE,       -,       -,3.03,       -,0.83,       -,       -,       -,       -,-3.26,0.83,-1,       -,       -,       -,       -,0.41
 SERVIÇO BANCÁRIO,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
 CONSELHO DE CLASSE,       -,0.05,       -,       -,0.05,0.08,       -,       -,       -,       -,0.08,0.08,       -,       -,       -,       -,0.06
 SOBRANCELHA,1.07,1.3,0.2,1.42,2.91,0.29,       -,0.68,0.88,-0.81,1.68,0.53,0.98,0.99,1.71,0.88,1.29
 RECREAÇÃO E FUMO,0.72,1.04,1.25,1.16,1.22,0,-0.32,1.84,0.17,1.91,0.61,1.5,0.72,1.59,0.77,1.23,1.05
 RECREAÇÃO,0.85,1.29,1.41,1.25,1.34,-0.01,-0.35,2.03,0.1,2.13,0.72,1.68,0.84,1.85,0.79,1.31,1.16
 CLUBE,       -,3.88,0.96,       -,0.63,-0.8,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.12
 INSTRUMENTO MUSICAL,       -,       -,       -,       -,       -,-0.01,       -,       -,1.29,       -,-0.43,       -,       -,0.22,       -,       -,0.22
 TRATAMENTO DE ANIMAIS (CLÍNICA),0.54,0.6,1.31,1.57,0.81,1.38,1.71,1.79,0.26,0.62,3.68,2.02,1.45,2.65,2.8,0.8,1.08
 BICICLETA,       -,0.98,-3.06,-3.07,1.36,-4.86,0.24,       -,-1.07,4.44,0.26,1.12,-0.5,-1.15,0.25,       -,0.25
 ALIMENTO PARA ANIMAIS,1.12,3.88,4.68,2.69,-1.55,1.84,-2.6,3.04,2.54,1.6,1.48,2.62,2.76,4.52,2.84,3.21,0.85
 BRINQUEDO,0.04,-0.3,1.49,1.71,5.69,2.64,-1.34,-1.99,4.39,4.78,-0.65,0.71,2.78,2.77,1.9,0.9,2.77
 CASA NOTURNA,2.58,       -,0.74,       -,-0.31,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.48
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MATERIAL DE CAÇA E PESCA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.72,       -,       -,-0.84,       -,       -,0.64
 HOSPEDAGEM,4.03,2.7,2.29,2.99,3.86,-1.51,1.55,7.32,-2.52,3.24,3.93,2.58,1.42,3.65,0.32,4.37,2.57
 PACOTE TURÍSTICO,3.58,2.19,0.49,1.73,2.48,0.75,       -,3.62,3.72,4.9,-1.45,4.43,1.26,       -,1.21,2.86,2.28
 SERVIÇO DE HIGIENE PARA ANIMAIS,3.35,-1.81,-0.51,       -,-0.89,2.13,       -,-0.52,2.17,-2.31,2.64,3.05,-1.04,       -,       -,       -,-0.4
" CINEMA, TEATRO E CONCERTOS",-3.3,-0.36,1.61,0.83,0.93,-0.49,0.6,1.61,-2.06,0.77,0.57,-0.67,-2.29,0,-0.36,2.05,0.12
 FUMO,0.1,0,0.04,0.62,0.5,0.07,0,0.62,0.99,0.44,0.06,0,0,0,0.62,0,0.32
 CIGARRO,0.1,0,0.04,0.62,0.5,0.07,0,0.62,0.99,0.44,0.06,0,0,0,0.62,0,0.32
 EDUCAÇÃO,-0.02,-0.04,-0.08,-0.01,0.07,-0.06,-0.04,-0.04,-0.03,0.04,0.05,0.02,0.22,0.2,0.01,0.02,0.02
" CURSOS, LEITURA E PAPELARIA",-0.02,-0.04,-0.08,-0.01,0.07,-0.06,-0.04,-0.04,-0.03,0.04,0.05,0.02,0.22,0.2,0.01,0.02,0.02
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,0,0,0,0,0,0,       -,0,       -,0,0,0,0,0,       -,0,0.0
 PRÉ-ESCOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0,       -,       -,       -,       -,0,       -,0,       -,0,       -,       -,       -,0,0,       -,0.0
 CURSO TÉCNICO,       -,0,0,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,0,       -,0.0
 LEITURA,0.17,-0.21,0.3,0.09,0.8,0.05,1.39,0,0.15,-0.4,0,0,-0.08,0.97,0,0.17,0.3
 JORNAL DIÁRIO,0,0.69,       -,       -,       -,       -,5.73,       -,       -,       -,       -,0,       -,       -,       -,       -,0.82
 REVISTA,       -,       -,       -,       -,3.47,       -,       -,       -,       -,       -,       -,       -,       -,3.47,       -,       -,3.47
 LIVRO DIDÁTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO NÃO DIDÁTICO,1.13,-1.36,1.64,0.67,0.35,0.19,       -,       -,0.99,-1.73,       -,       -,-0.24,       -,       -,1.98,0.16
 PAPELARIA,-1.01,-1.37,0.3,-0.27,-0.01,-3.53,-0.97,-1.5,2.39,0.18,0.9,0.33,0.7,0.64,0.3,-0.25,-0.21
 CADERNO,2.98,-1.51,-0.28,0.49,1.72,-2.61,-0.43,1.1,3.49,0.17,-0.41,3.66,2.47,3.43,-2.67,2.18,0.56
 ARTIGOS DE PAPELARIA,-2.41,-1.27,0.7,-0.81,-0.71,-3.74,-1.53,-3.44,1.76,0.19,1.62,-1.99,-0.07,-2.12,2.77,-1.68,-0.63
 CURSOS DIVERSOS,-0.09,0.15,-0.65,-0.07,0.12,-0.05,-0.59,0,-0.87,0.41,0.17,0.1,1.2,0.67,-0.04,-0.02,-0.04
 CURSO PREPARATÓRIO,0,       -,0,0,       -,0,       -,       -,0,0,0,       -,0,       -,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,       -,0.0
 CURSO DE INFORMÁTICA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.13,       -,-0.13
 AUTOESCOLA,       -,       -,1.03,-0.66,       -,       -,-1.04,       -,-0.03,-1.62,       -,       -,-1.54,2.01,       -,-0.15,-0.33
 ATIVIDADES FÍSICAS,-0.19,0.22,-1.74,0,0.24,-0.09,-0.79,0,-1.56,1.85,0.53,0.16,3.48,-0.27,-0.05,0.06,-0.03
 COMUNICAÇÃO,0.15,0.19,0.27,0.73,-0.06,-0.05,0.19,-0.68,0.17,0.22,0.02,0.26,-0.08,0.41,-0.28,0.68,0.09
 COMUNICAÇÃO,0.15,0.19,0.27,0.73,-0.06,-0.05,0.19,-0.68,0.17,0.22,0.02,0.26,-0.08,0.41,-0.28,0.68,0.09
 COMUNICAÇÃO,0.15,0.19,0.27,0.73,-0.06,-0.05,0.19,-0.68,0.17,0.22,0.02,0.26,-0.08,0.41,-0.28,0.68,0.09
 CORREIO,       -,0,0,       -,0,0,       -,       -,       -,0,       -,       -,       -,0,       -,       -,0.0
 PLANO DE TELEFONIA FIXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PLANO DE TELEFONIA MÓVEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.75,1.09,1.52,3.22,-0.41,-0.22,0.7,-2.7,0.84,1.12,0.1,2.03,-0.43,1.79,-0.79,2.75,0.47
 SERVIÇOS DE STREAMING,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
