"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PINTURA DE VEÍCULO,       -,       -,       -,1.56,0.51,1.99,       -,       -,-0.32,0.46,       -,0.91,       -,       -,       -,-0.12,0.56
 ALUGUEL DE VEÍCULO,0.16,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.16
 MOTOCICLETA,-0.91,0.1,0.12,-0.15,1.16,-0.09,-1.67,0.63,0.26,0.03,0.22,0.21,0.97,2.07,1.15,0.28,0.3
 COMBUSTÍVEIS (VEÍCULOS),-0.18,-1.43,0.3,-0.28,-0.37,1.54,-0.47,2.3,1.05,0.93,3.11,-0.49,0.37,-0.07,-0.44,1.81,0.12
 GASOLINA,-0.42,-1.66,0.17,-0.23,-0.57,1.6,-0.61,2.57,0.89,0.61,2.8,-0.55,-0.03,-0.14,-0.82,1.91,-0.04
 ETANOL,1.22,-0.03,0.34,-0.55,-0.17,0.85,       -,1.01,1.31,1.92,5.83,-0.08,0.95,0.52,1.58,-0.12,0.46
 ÓLEO DIESEL,       -,3.52,2.99,       -,3.11,       -,1.21,1.51,2.67,2.76,1.99,0.63,2.44,0.89,1.53,       -,2.56
 GÁS VEICULAR,0.46,       -,       -,0.27,0.02,       -,       -,       -,0.3,       -,       -,-0.08,       -,       -,       -,0.61,0.27
 SAÚDE E CUIDADOS PESSOAIS,0.59,0.67,0.49,0.77,0.43,0.53,1.03,0.85,0.98,0.25,1.03,0.3,0.37,1.11,1.19,1.42,0.58
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.29,0.23,0.11,-0.4,-0.12,-0.61,0.38,0.82,0.13,-0.34,1.07,-0.16,-1.29,-0.04,1.18,0.02,-0.01
 PRODUTOS FARMACÊUTICOS,-0.34,0.27,0.08,-0.39,-0.07,-0.64,0.39,0.96,0.13,-0.31,1.09,-0.28,-1.32,-0.18,1.17,0.15,0.0
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.05,0.37,0.98,-0.48,3.04,-1.47,0.12,1.06,0.24,0.4,2.13,-3.06,-2.38,1.13,-0.23,0.19,1.05
 ANALGÉSICO E ANTITÉRMICO,0.01,0.12,0.06,-0.35,1.66,-1.47,0.98,1.32,0.09,-0.37,1.09,1.09,-0.27,0.53,0.06,0.63,0.52
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.78,0.82,-0.73,0.76,1.98,-1.62,-0.19,1.82,3.44,-0.67,-0.7,0.62,-2.16,-0.21,-0.46,-0.9,0.86
 ANTIGRIPAL E ANTITUSSÍGENO,1.74,0.2,-0.27,0.07,0.75,-1.08,0.34,1.2,-1.96,-0.24,1.92,-0.44,-0.56,1.09,0.49,0.91,0.31
 DERMATOLÓGICO,0.06,0.29,0.01,-0.36,-1.16,       -,1.02,0.87,1.77,0.5,0.45,-0.05,-0.64,-0.05,0.79,0.41,-0.05
 ANTIALÉRGICO E BRONCODILATADOR,-1,0.33,0.74,-0.75,-1.01,-0.93,0.57,1.81,-1.34,0.47,1.63,0.1,0.14,-0.79,0.51,0.4,-0.22
 GASTROPROTETOR,-0.05,0.56,-0.04,-0.31,0.64,-2.24,0.65,-0.73,-0.91,-0.24,0.77,0.15,-0.53,0.36,-0.84,-0.31,0.01
 VITAMINA E FORTIFICANTE,-0.71,0.28,1.67,0.47,-0.89,-0.88,-0.02,1.8,-0.03,0.94,1.5,-0.55,-1.63,-1.42,0.93,0.68,0.05
 HORMÔNIO,-0.85,1.01,-0.15,-3.44,-3.33,2.2,0,0.81,-1.13,-0.63,1.58,-0.26,-1.04,-0.39,3.46,-0.33,-1.12
 PSICOTRÓPICO E ANOREXÍGENO,-0.08,0.78,0.21,0.99,-1.88,-0.01,0,-0.41,1.63,-0.57,-0.22,0.22,-1.9,-0.81,3.08,-0.35,-0.33
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.96,-0.75,-0.39,-1.01,0.4,0.23,0.37,0.55,-0.61,-1.02,1.75,-1.21,-2.04,-1.2,2.87,0.18,-0.24
 OFTALMOLÓGICO,-1.82,1.06,-0.03,-0.49,-2.39,       -,-0.21,1.17,0.08,0.71,-0.11,0.08,0.14,-0.22,4.39,       -,-0.63
 PRODUTOS ÓTICOS,0.89,-0.3,0.78,-0.53,-0.85,-0.11,0.3,-0.05,0.13,-0.84,0.77,1.77,-0.87,1.64,1.3,-2.26,-0.14
 ARMAÇÃO DE ÓCULOS,       -,-3.06,       -,       -,-2.01,       -,       -,-0.3,-2.78,-1.89,       -,       -,       -,       -,       -,-0.21,-2.03
 ÓCULOS SEM GRAU,0.93,-1.2,0.86,-1.55,0.37,       -,-1.13,0.54,0.99,0.24,2.28,1.94,-1.27,-0.25,-1.97,       -,0.14
 LENTES DE ÓCULOS E DE CONTATO,0.86,0.82,0.73,0.51,-0.67,-0.11,1.47,-0.08,0.77,-1,-0.98,1.7,-0.69,2.51,2.03,-2.89,0.23
 SERVIÇOS DE SAÚDE,0.58,0.61,0.24,0.58,0.57,0.4,0.4,0.43,0.55,0.32,0.32,0.4,0.5,0.44,0.41,0.51,0.5
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.96,0.66,-0.3,0.43,0.49,0.53,-0.33,0,0.53,0.07,0.35,0.08,0.47,0.13,0.14,0.59,0.33
 MÉDICO,2.12,0.99,-0.89,0,0.5,0.32,0,-0.33,0,0.49,0.87,0,0.64,0,-0.23,0.67,0.3
 DENTISTA,0.44,0.35,0.45,1.17,0.55,0.87,-0.8,0.19,1.09,-0.42,0,0.28,0.16,0.2,1.66,0.39,0.39
 APARELHO ORTODÔNTICO,       -,0.48,       -,       -,0.15,       -,       -,       -,       -,0.75,       -,       -,1.21,       -,       -,       -,0.43
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.84,       -,       -,       -,       -,       -,-0.84
 FISIOTERAPEUTA,-0.91,       -,       -,       -,0.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.5
 PSICÓLOGO,0,0,0.13,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,0.02
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.41,0.68,0.03,0.73,0.82,-0.53,0.21,-0.04,0.41,0.05,-0.48,0.01,0.05,0,-0.15,0.03,0.32
 EXAME DE LABORATÓRIO,-0.49,-0.41,0.17,1.53,       -,-0.92,0,-0.13,0.47,-0.31,-1.52,0.36,0.33,0,-0.26,-0.1,-0.24
 HOSPITALIZAÇÃO E CIRURGIA,-0.75,1.23,0,0.28,0.86,0,0.51,0,0.54,0.03,0,0,0,       -,0,0,0.5
 EXAME DE IMAGEM,0.45,-1.21,-0.09,0.3,0.57,       -,0.36,0,0.1,0.49,0.32,-0.18,0,0,-0.31,0.35,0.12
 PLANO DE SAÚDE,0.57,0.58,0.58,0.6,0.56,0.56,0.6,0.6,0.58,0.57,0.59,0.57,0.57,0.59,0.59,0.59,0.57
 PLANO DE SAÚDE,0.57,0.58,0.58,0.6,0.56,0.56,0.6,0.6,0.58,0.57,0.59,0.57,0.57,0.59,0.59,0.59,0.57
 CUIDADOS PESSOAIS,2.1,1.48,1.6,2.68,0.78,2.48,2.19,1.39,2.89,1.11,2.32,0.81,2.15,2.85,2.16,4.21,1.65
 HIGIENE PESSOAL,2.1,1.48,1.6,2.68,0.78,2.48,2.19,1.39,2.89,1.11,2.32,0.81,2.15,2.85,2.16,4.21,1.65
 PRODUTO PARA CABELO,0.24,-0.09,2.63,-1.04,0.07,2.52,0.2,0.48,2.08,-1.48,0.85,0.39,-0.47,1.82,0.39,1.28,0.36
 FRALDA DESCARTÁVEL,       -,-1.23,-2.04,1.35,       -,4.02,0.92,       -,0.74,3.22,0.43,       -,3.01,-0.76,-2.94,-1.36,0.21
 PRODUTO PARA BARBA,       -,1.92,       -,       -,       -,       -,-0.43,       -,       -,       -,       -,-0.14,       -,       -,       -,       -,1.02
 PRODUTO PARA PELE,-2.71,-2.81,-2.33,-3.45,-3.74,-2.3,-3.03,-3.75,-2.83,-3.92,-2.36,-3.25,-4,-6.84,-3.48,-1.83,-3.19
 PRODUTO PARA HIGIENE BUCAL,-1.4,1.64,0.76,1.1,-0.65,0.82,1.82,0.64,1.63,0.23,1.64,0.24,-0.39,1.53,1.93,1.27,0.26
 PRODUTO PARA UNHA,2.86,-1.09,-1.1,2.71,-3.01,       -,-0.46,2.58,2.02,       -,0.85,       -,2.94,0.86,-0.1,       -,-0.46
 PERFUME,4.48,5.22,4.44,4.79,2.43,5.14,3.82,2.74,5.06,4.05,5.15,1.94,6.69,6.48,3.9,7.48,3.96
 DESODORANTE,2,0.05,1.85,1.98,0.76,3.37,1.9,0.52,2.38,1.5,1.05,1.16,-2.82,-1,-1.4,3.65,1.22
 ABSORVENTE HIGIÊNICO,       -,       -,       -,-0.71,       -,       -,0.99,-0.52,       -,       -,       -,       -,       -,1.82,       -,1.19,0.17
 SABONETE,0.1,-2.42,0.08,2.31,1.16,-0.11,-2.4,-1.12,-1.33,0.39,0.24,0.75,-0.51,-0.27,1.18,0.77,0.1
 PAPEL HIGIÊNICO,-0.33,-0.09,-1.3,1.71,0.61,-0.23,0.4,0.57,0.31,1.34,0.13,0.21,1.57,-0.25,1.57,-1.07,0.28
 ARTIGOS DE MAQUIAGEM,13.39,10.82,9.43,11.1,10.59,13.41,14.75,11.85,13.35,12.13,9.74,11.55,11.29,11.33,7.96,9.25,11.49
 DESPESAS PESSOAIS,0.04,-0.17,-0.05,0.14,-0.04,0.2,0.55,0.2,0.22,0.06,0.04,0.2,0.37,0.29,0.54,0.05,0.04
 SERVIÇOS PESSOAIS,0.38,0.35,-0.01,0.46,0.13,0.42,0.78,0.31,0.34,0.24,-0.04,0.42,0.38,0.37,0.67,0.1,0.24
 SERVIÇOS PESSOAIS,0.38,0.35,-0.01,0.46,0.13,0.42,0.78,0.31,0.34,0.24,-0.04,0.42,0.38,0.37,0.67,0.1,0.24
 COSTUREIRA,       -,       -,0.14,0.5,       -,       -,1.66,0.57,0.26,1.43,       -,       -,       -,1.42,1.22,0.89,0.74
 MANICURE,2.28,2.35,-1.43,0.59,1.52,0.34,-0.02,0,0.33,-0.6,1.06,-0.49,0.41,-1.46,2.78,0,0.83
 CABELEIREIRO,-0.03,-0.03,-0.84,0.85,-0.97,1.13,2.29,0.38,0.43,0.15,-1.61,1.25,0.69,1.32,1.44,-0.48,-0.19
 EMPREGADO DOMÉSTICO,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
 DEPILAÇÃO,       -,       -,-0.11,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.42,       -,       -,       -,0.02
 DESPACHANTE,       -,-0.47,0.7,       -,-1.22,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.92
 SERVIÇO BANCÁRIO,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
 CONSELHO DE CLASSE,       -,       -,       -,0.22,       -,       -,       -,       -,       -,0.3,       -,       -,0.22,       -,       -,       -,0.27
" RECREAÇÃO, FUMO E FOTOGRAFIA",-0.53,-0.86,-0.14,-0.5,-0.3,-0.37,0.15,0.01,-0.02,-0.17,0.23,-0.25,0.34,0.16,0.18,-0.06,-0.29
 RECREAÇÃO,-0.7,-1.22,-0.17,-0.62,-0.4,-0.45,0.27,0.05,0.01,-0.22,0.33,-0.29,0.47,0.2,0.3,-0.02,-0.39
 CINEMA,-0.13,0.52,-0.8,0,-0.66,0.39,0,       -,-3.18,-0.03,0.96,-3.44,-0.54,       -,0,-0.53,-0.48
 CD E DVD,       -,       -,-2.12,-0.62,0.75,1.28,0.27,-0.15,-2.05,-0.22,       -,       -,0.47,0.2,0.3,-0.02,-0.25
 INGRESSO PARA JOGO,       -,       -,       -,0,       -,       -,0,       -,0,       -,       -,       -,       -,       -,       -,       -,0.0
 CLUBE,0,-2.97,0.91,       -,0,       -,       -,       -,       -,-0.53,0,       -,0,2.35,       -,       -,-0.21
 INSTRUMENTO MUSICAL,-0.77,-1.59,       -,       -,-0.89,       -,       -,       -,       -,       -,       -,0.33,-0.73,       -,       -,       -,-0.93
 TRATAMENTO DE ANIMAIS,-1.02,-0.15,1.85,-1.82,-1.68,-0.64,0.4,1.36,0.39,1.6,0.67,0.05,2.01,       -,       -,1.63,-0.55
 BICICLETA,-0.13,       -,0.03,0.8,-1.95,2.08,0.36,1.87,1.21,0.97,0.89,0.66,0.37,-1.67,0.38,-0.47,-0.13
 ALIMENTO PARA ANIMAIS,1.94,-1.56,-0.49,-1.37,2.01,0.08,2.07,1.8,1.18,-0.09,1.24,-0.1,1.21,0.58,5.69,2.85,0.8
 BRINQUEDO,-0.82,-0.07,1.55,-0.18,-0.78,0.27,0.23,-0.38,1.38,0.68,1.31,2,0.17,-0.64,-0.65,-0.32,-0.03
 LOCAÇÃO DE DVD,1.11,-1.22,-0.17,-0.62,-0.4,-0.45,0.27,0.05,0.01,-0.22,0.33,-0.29,       -,       -,0.3,-0.02,-0.17
 BOATE E DANCETERIA,3.47,-2.51,0.66,-2.1,0.24,0,-0.53,-2.42,-1.92,0,-0.52,-0.48,-0.47,-0.46,-0.45,-0.02,-0.34
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,1.07,       -,       -,       -,       -,       -,       -,       -,-1.07,       -,0.27
 HOTEL,0.02,-0.25,2.71,-0.13,-1.44,-1.96,1.13,4.12,0.59,-0.09,-2.05,0.78,0.86,2.08,0.17,-2.72,-0.26
 EXCURSÃO,-2.81,-2.83,-3.4,-2.09,0.16,-1.82,-1.93,-3.19,       -,-2.03,0.69,-2.52,0.6,       -,       -,       -,-2.33
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,1.18,-1.33,-0.61,-1.08,-1.44,-1.43,-3.3,-0.99,-0.78,0.34,0.59,-1.74,-1.79,0.5,-0.79,-3.51,-0.79
 MÁQUINA FOTOGRÁFICA,0.87,-2.43,-1.4,-2.44,-1.44,-3,-3.3,-2.46,-0.4,-0.83,-0.85,-2.61,-3.87,0.5,-1.76,-3.51,-1.45
 REVELAÇÃO E CÓPIA,1.43,0,0,0,       -,-0.91,       -,1.35,-0.98,1.48,1.32,-0.59,0,       -,0,       -,0.35
 EDUCAÇÃO,0.09,0.07,0,-0.06,0.07,-0.02,-0.03,-0.11,-0.13,0.14,-0.12,0.14,0.01,0.13,0.2,0.01,0.04
" CURSOS, LEITURA E PAPELARIA",0.09,0.07,0,-0.06,0.07,-0.02,-0.03,-0.11,-0.13,0.14,-0.12,0.14,0.01,0.13,0.2,0.01,0.04
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0,0.02,-0.06,-0.13,-0.03,-0.18,-0.1,-0.49,-0.65,-0.12,-0.2,-0.3,-0.09,-0.72,-0.42,-0.76,-0.11
 JORNAL DIÁRIO,0,0,0,       -,0,0,0,       -,       -,0,0,0,       -,       -,0,       -,0.0
 ASSINATURA DE JORNAL,0,0,0,-0.79,       -,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,-0.08
 REVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO,-0.01,0.14,-0.24,0.08,-0.16,-0.61,-0.34,-1.07,-1.3,-0.96,-0.71,-1.78,-0.24,-1.59,-1.08,-1.18,-0.44
 PAPELARIA,1.12,0.51,1.02,-0.95,1.04,-0.12,-0.71,-0.31,-0.51,2.19,-1.11,0.65,0.15,1.05,1.46,1.07,0.6
 CADERNO,1.83,1.21,-0.98,-2.13,3.45,-0.06,-2.3,1.68,-1.74,3.29,1.57,3.54,-0.74,0.78,3.53,-0.21,1.22
 FOTOCÓPIA,       -,       -,1.62,-3.04,       -,       -,0.76,0.71,-0.11,       -,       -,       -,       -,-1.32,-1.94,2.56,0.04
 ARTIGOS DE PAPELARIA,0.59,-0.03,2.09,0.85,-0.51,-0.15,0.93,-2.77,0.08,1.56,-2.27,-1.6,1.19,3.07,1.03,1.03,0.25
 CURSOS DIVERSOS,0.18,0.18,-0.53,0.15,0.09,0.06,0.17,-0.22,-0.09,-0.36,0.12,0.98,0,0.42,0.91,0.18,0.03
 CURSO PREPARATÓRIO,1.23,-0.51,-1.13,0.75,0.77,-0.56,0,0,-0.61,0.19,0.13,0,0,0.47,2.23,0,0.18
 CURSO TÉCNICO,       -,0,-1.43,       -,0,0,0,0,0,0,       -,0.36,0,0,0,0,-0.2
 CURSO DE IDIOMA,-0.07,0,-0.28,0,-0.12,1.4,0,0,0,0,0,3.87,0,1.58,       -,1.04,-0.03
 CURSO DE INFORMÁTICA,       -,1.66,0.77,0,0,       -,0.84,-1.14,0.82,0,0,0.98,0,0,1.02,       -,0.39
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.13,       -,       -,0.13
 ATIVIDADES FÍSICAS,0,0,-0.13,0,0,0,0,0,0,-1.93,0.3,0.12,0,0.18,-0.04,-1.32,-0.09
 COMUNICAÇÃO,0.03,0.06,-0.05,0.02,-0.02,0.01,-0.07,-0.02,-0.16,0.08,-0.09,0.05,-0.03,0.08,-0.03,0.07,-0.01
 COMUNICAÇÃO,0.03,0.06,-0.05,0.02,-0.02,0.01,-0.07,-0.02,-0.16,0.08,-0.09,0.05,-0.03,0.08,-0.03,0.07,-0.01
 COMUNICAÇÃO,0.03,0.06,-0.05,0.02,-0.02,0.01,-0.07,-0.02,-0.16,0.08,-0.09,0.05,-0.03,0.08,-0.03,0.07,-0.01
 CORREIO,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 TELEFONE FIXO,0.16,0.18,0.31,0.23,0.22,0.1,0.11,0.11,0.23,0.22,0.23,0.2,0.18,0.21,0.2,0.2,0.21
 TELEFONE PÚBLICO,       -,0,0,       -,0,0,0,0,0,0,0,0,0,0,0,       -,0.0
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.58,0.48,-1.77,-0.23,-3.4,-0.51,-2.06,-0.74,-4.28,1.12,-4.1,0.37,-2.5,0.71,-1.54,0.57,-1.78
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
