"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ÓLEO DIESEL,       -,0.25,1.87,       -,0.9,       -,2.41,1.76,1.8,0.77,1.26,2.3,1.71,1.08,3.04,       -,1.44
 GÁS VEICULAR,0.07,       -,       -,-0.3,1.23,       -,       -,       -,1.77,       -,       -,-0.2,       -,       -,       -,0.3,0.58
 SAÚDE E CUIDADOS PESSOAIS,0.53,0.85,0.25,0.62,0.38,0.1,0.23,0.68,0.55,0.25,0.44,0.23,-0.07,0.14,0.36,0.46,0.42
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.19,-0.04,-0.15,0.27,-0.34,0.04,0.03,0.19,0.7,-0.23,0.51,0.39,-1.91,0.07,1.23,-0.4,-0.07
 PRODUTOS FARMACÊUTICOS,-0.3,0.03,-0.12,0.27,-0.5,-0.01,0.02,0.13,0.62,-0.22,0.5,0.33,-1.86,-0.05,1.36,-0.34,-0.13
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.21,0.67,1.16,1.41,-2.85,0.03,-0.35,1.32,1.98,-1.64,-0.54,1.32,-2.81,-0.35,0.01,-0.34,-0.53
 ANALGÉSICO E ANTITÉRMICO,0.96,0.47,0.84,-0.72,0.03,0.24,0.48,0.85,-1.17,0.07,-0.03,0.12,-0.83,-0.32,0.54,-1.16,0.17
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.1,0.38,1.16,-0.24,-1.66,-1.43,0.2,0.24,0.63,0.71,2.15,-1.59,-0.4,0.25,-0.23,-0.12,-0.26
 ANTIGRIPAL E ANTITUSSÍGENO,-0.48,-1.13,-0.03,0.29,0.11,0.82,-0.4,-0.56,0.62,-1.02,0.61,-1.23,-0.17,-0.11,0.75,-0.11,-0.16
 DERMATOLÓGICO,0.56,0.13,-0.66,0.34,-0.07,       -,-0.53,0.52,-0.39,-0.58,-0.06,0.28,-2.44,-1.63,1.08,0.15,-0.13
 ANTIALÉRGICO E BRONCODILATADOR,-0.13,0.6,0.04,1,0.24,0.47,-0.03,0.19,1.07,0.3,-0.03,-0.16,-1.07,-0.32,0.65,-0.15,0.24
 GASTROPROTETOR,-1.29,0.23,-0.5,1.15,-0.27,0.55,-0.4,0.23,1.99,1.36,0.37,-0.21,-1,0.64,0.09,0.9,0.04
 VITAMINA E FORTIFICANTE,0.95,0.03,0.08,0.31,1.1,1.17,-0.13,0.51,1.45,1.03,-0.01,-0.28,-1.51,0.17,-0.39,0,0.67
 HORMÔNIO,-0.87,-1.41,-0.7,0.18,-0.89,-0.22,0.11,-3.39,0.49,0.45,0.39,-0.06,-2.26,-0.05,1.28,-0.55,-0.64
 PSICOTRÓPICO E ANOREXÍGENO,-3.35,0.73,-1.02,-0.39,-1.09,-0.98,-0.35,1.24,0.16,0.13,0.39,1.52,-2.78,-0.05,1.63,-0.56,-0.88
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.77,-0.03,-0.73,0.71,0.15,-0.2,0.36,0.07,1.49,-1.6,0.89,1.1,-2.9,-0.05,6.11,-0.2,0.14
 OFTALMOLÓGICO,0.3,-0.57,0.54,0.51,1.14,       -,0.13,-0.29,-0.56,-0.08,0.28,1.65,-1.21,-0.05,2.42,       -,0.39
 PRODUTOS ÓTICOS,2.1,-0.88,-0.68,0.31,2.07,0.85,0.2,0.55,1.61,-0.32,0.73,1.33,-2.56,1.49,-0.06,-1.35,0.76
 ARMAÇÃO DE ÓCULOS,       -,-0.32,       -,       -,2.5,       -,       -,3.39,-2.36,0.48,       -,       -,       -,       -,       -,2.61,1.57
 ÓCULOS SEM GRAU,2.43,-0.76,-2.22,0.53,3.47,       -,0.95,-2.49,1.25,-0.46,1.12,1.84,-2.09,-0.7,2.72,       -,0.97
 LENTES DE ÓCULOS E DE CONTATO,1.86,-1.09,0.25,0.1,0.87,0.85,-0.41,0.25,3.33,-0.55,0.29,1.1,-2.76,2.55,-0.67,-2.5,0.42
 SERVIÇOS DE SAÚDE,0.7,2.07,0.46,0.69,0.79,0.45,0.52,0.58,0.62,0.61,0.58,0.6,0.88,0.61,0.74,0.73,0.78
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.17,0.65,0.14,0.31,0.61,0.13,-0.25,-0.13,0.46,0.72,0,-0.05,1.62,0.31,-0.28,0.48,0.41
 MÉDICO,0.38,0.7,0.13,0.68,-0.49,0.38,-1.07,-0.41,0.89,0.35,0,0,3.09,0.94,0,0.34,0.18
 DENTISTA,-0.3,-0.31,0.26,0.2,0.77,-0.27,0.96,-0.05,0.01,0.43,0,-0.17,0.23,0,-1.43,0.81,0.34
 APARELHO ORTODÔNTICO,       -,1.27,       -,       -,1.23,       -,       -,       -,       -,2.38,       -,       -,0.41,       -,       -,       -,1.58
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.02,       -,       -,       -,       -,       -,-0.02
 FISIOTERAPEUTA,1.43,       -,       -,       -,2.71,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.49
 PSICÓLOGO,0,1.57,-0.61,-0.99,-0.57,       -,       -,0.41,       -,       -,       -,       -,       -,       -,       -,       -,-0.25
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.45,8.27,-0.3,0.16,1.06,-0.67,-0.12,0.51,0.37,-0.03,0.83,0.75,0.24,-0.09,1.79,0.62,1.44
 EXAME DE LABORATÓRIO,1.02,0.04,-0.89,1.07,       -,-1.78,-0.17,0.61,0.47,0.02,0,2.13,-0.78,-0.16,1.76,0.76,-0.12
 HOSPITALIZAÇÃO E CIRURGIA,-0.29,11.73,-0.07,0,0.51,1.01,0,0.87,0.61,-0.03,1.73,0.65,0,       -,2.52,0.78,1.87
 EXAME DE IMAGEM,1.66,0.29,-0.12,-0.59,4.98,       -,-0.14,0.15,-0.22,-0.08,0,0.09,1.1,0,0.82,-0.24,1.24
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 CUIDADOS PESSOAIS,1.19,-0.13,0.37,0.89,0.04,-0.46,0.16,1.3,0.2,0.32,0.08,-0.78,0.21,-0.32,-1.12,0.99,0.26
 HIGIENE PESSOAL,1.19,-0.13,0.37,0.89,0.04,-0.46,0.16,1.3,0.2,0.32,0.08,-0.78,0.21,-0.32,-1.12,0.99,0.26
 PRODUTO PARA CABELO,2.11,0.79,1.43,3,-0.27,0.31,1.18,0.89,-0.21,0.41,3.4,-0.4,1.21,0.54,0.6,3.44,0.73
 FRALDA DESCARTÁVEL,       -,-2.01,1.43,1.99,       -,3.8,0.46,       -,0.84,1.6,1.54,       -,-2.14,-0.12,-2.17,2.27,0.67
 PRODUTO PARA BARBA,       -,3.46,       -,       -,       -,       -,-2.39,       -,       -,       -,       -,-0.72,       -,       -,       -,       -,1.31
 PRODUTO PARA PELE,-2.91,-3.24,-3.32,-3.3,-4.48,-2.44,-3.59,-3.73,-5.2,-3.12,-2.29,-4.27,-6.75,-1.45,-5.54,-3.98,-3.72
 PRODUTO PARA HIGIENE BUCAL,1.13,-0.32,0.36,0.99,0.97,0.16,-1.42,2.05,-1.71,0.51,-0.64,-0.56,0.95,0.68,-2.81,2.84,0.38
 PRODUTO PARA UNHA,-2.95,0,-0.91,0.01,-0.88,       -,-3.05,3.85,2.11,       -,3.74,       -,-0.36,1.43,0.25,       -,-0.66
 PERFUME,2.96,-0.26,1.55,1.45,1.37,-0.2,1.25,2.27,2.32,3.29,-0.62,-0.14,2.7,-1.21,-0.87,0.65,1.45
 DESODORANTE,1.09,1.31,1.41,0.23,2.76,-1.43,0.02,-0.77,-1.88,-0.55,-0.47,-2.2,0.73,-0.93,0.18,-0.86,0.79
 ABSORVENTE HIGIÊNICO,       -,       -,       -,1.34,       -,       -,-0.05,0.03,       -,       -,       -,       -,       -,2.14,       -,0.36,0.47
 SABONETE,1.96,0.61,1.9,-0.77,2.98,-0.33,-1.5,1.58,0.09,0.09,1.42,-0.22,0.4,1.18,-1.97,2.49,1.33
 PAPEL HIGIÊNICO,1.07,0.4,-0.82,0.66,-1.09,-0.03,0.02,1.76,-0.47,-0.68,0.14,1.41,-0.38,1.14,0.74,1.9,-0.22
 ARTIGOS DE MAQUIAGEM,0.65,1.1,2.03,1.52,-1.51,-3.13,3.71,2.37,-0.64,-1.79,0.66,1.93,1.22,1.54,0.91,-0.54,0.22
 DESPESAS PESSOAIS,0.61,0.21,0.13,0.08,-0.02,0.2,0.53,-0.29,0.43,0.31,0.01,-0.46,0.35,0,-0.19,-0.44,0.16
 SERVIÇOS PESSOAIS,0.25,0.31,-0.04,0.24,0.11,0.36,0.58,-0.58,0.39,0.39,0.09,0.06,0.35,0.04,-0.09,-0.67,0.16
 SERVIÇOS PESSOAIS,0.25,0.31,-0.04,0.24,0.11,0.36,0.58,-0.58,0.39,0.39,0.09,0.06,0.35,0.04,-0.09,-0.67,0.16
 COSTUREIRA,       -,       -,0.91,2.47,       -,       -,0.4,0.38,-1.5,0.21,       -,       -,       -,-2.4,1.4,-3.49,0.48
 MANICURE,-1.45,0.44,-1.04,0,-1.45,0,0,-2.38,0.77,1.31,-0.2,-1.09,2.72,0,-2.24,-1.36,-0.71
 CABELEIREIRO,0.66,-0.32,-1.37,-0.15,-0.25,0.57,1.52,-2.64,0.74,0.36,-0.42,-0.55,-0.73,-0.37,-1.34,-2.89,-0.22
 EMPREGADO DOMÉSTICO,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
 DEPILAÇÃO,       -,       -,1.05,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.67,       -,       -,       -,1.2
 DESPACHANTE,       -,4.58,1.25,       -,0.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.98
 SERVIÇO BANCÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CONSELHO DE CLASSE,       -,       -,       -,0.22,       -,       -,       -,       -,       -,0.3,       -,       -,0.23,       -,       -,       -,0.27
" RECREAÇÃO, FUMO E FOTOGRAFIA",1.18,0.07,0.48,-0.23,-0.24,-0.22,0.44,0.2,0.51,0.21,-0.18,-1.55,0.34,-0.05,-0.45,0,0.15
 RECREAÇÃO,1.48,0.54,0.69,-0.39,-0.22,0.46,0.53,0.27,0.65,0.34,-0.32,-1.98,0.44,-0.07,-0.63,-0.05,0.31
 CINEMA,-0.18,0.67,1.34,0.8,-0.35,-0.65,-1.87,       -,0.06,4.53,-0.94,-3.88,-0.72,       -,1.28,0,0.1
 CD E DVD,       -,       -,1.66,-0.24,1.86,-1.59,0.53,1.45,0.65,0.34,       -,       -,0.44,-0.07,-0.63,0.25,0.93
 INGRESSO PARA JOGO,       -,       -,       -,-1.09,       -,       -,0,       -,1.95,       -,       -,       -,       -,       -,       -,       -,0.68
 CLUBE,0,2.98,0,       -,-0.18,       -,       -,       -,       -,1.99,0,       -,0,1.41,       -,       -,0.53
 INSTRUMENTO MUSICAL,0.5,0.12,       -,       -,2.19,       -,       -,       -,       -,       -,       -,-3.22,-1.21,       -,       -,       -,1.07
 TRATAMENTO DE ANIMAIS,-2.33,-0.33,0.13,1.25,0.41,0.01,-2.09,0.22,1.28,1.28,0.22,-1.09,0.38,       -,       -,1.08,0.03
 BICICLETA,-2.2,       -,0.04,-1.96,-1.35,-1.68,-0.88,0.04,-1.31,0.07,0.72,-3.6,1.57,0.78,-0.05,-3.2,-0.85
 ALIMENTO PARA ANIMAIS,0.96,0.96,0.15,0.22,-2.9,1.62,-0.42,-0.54,-0.05,-0.1,0.66,0.44,-1.37,0.19,0.26,1.75,-0.58
 BRINQUEDO,0.43,-2.91,1.92,2.78,-2.76,-1.76,3.34,4.26,0.38,0.65,-1.23,-2.42,2.29,-2.78,-2.87,0.41,-0.74
 LOCAÇÃO DE DVD,1.35,0.54,0.69,-0.39,0,0.46,0.53,0.27,0.65,0.34,-0.32,-1.98,       -,       -,-0.63,-0.05,0.34
 BOATE E DANCETERIA,5.47,1.65,-0.45,0,-0.62,-4.37,0.06,0,0,3.45,-4.08,0,0,0,0,0,0.44
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,2.08,       -,       -,       -,       -,       -,       -,       -,0.36,       -,1.45
 HOTEL,2.78,0.98,1.78,-3.19,3.4,5.48,0.81,-5.9,3.1,1.26,-0.16,-3.06,1.12,1.39,-2.06,-2.77,1.81
 EXCURSÃO,3.77,1.99,0.56,-0.47,3.13,-0.35,0.6,-1.7,       -,-3.33,1.97,-2.65,1.94,       -,       -,       -,1.48
 FUMO,0,-1.12,0,0,-0.35,-2.89,0,0,0,-0.36,0,0,0,0,0,0,-0.34
 CIGARRO,0,-1.12,0,0,-0.35,-2.89,0,0,0,-0.36,0,0,0,0,0,0,-0.34
 FOTOGRAFIA E FILMAGEM,1.81,2.58,-0.71,2.62,1.11,0.32,1.65,0.75,0.97,1.57,0.47,0.86,-0.24,0.62,-0.4,2.59,1.02
 MÁQUINA FOTOGRÁFICA,0.61,2.06,0.84,3.69,1.11,2.11,1.65,2.37,1.81,2.72,0.47,1.7,-0.53,0.62,0.74,2.59,1.34
 REVELAÇÃO E CÓPIA,2.79,3.21,-1.86,1.79,       -,-0.25,       -,-1.86,0.55,0.49,0.47,-0.19,0,       -,-1.28,       -,0.48
 EDUCAÇÃO,0.06,0.29,-0.08,0.07,0.49,1.09,0.27,0.96,-0.08,0.52,0.12,0.03,0.74,0.37,0.3,1.49,0.32
" CURSOS, LEITURA E PAPELARIA",0.06,0.29,-0.08,0.07,0.49,1.09,0.27,0.96,-0.08,0.52,0.12,0.03,0.74,0.37,0.3,1.49,0.32
 CURSOS REGULARES,0.11,0.4,0.08,-0.1,0.39,1.23,0.24,1.33,-0.08,0.51,0.06,-0.25,0.9,0.08,0.51,1.79,0.33
 CRECHE,       -,1.04,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.04
 EDUCAÇÃO INFANTIL,0.98,-1.39,0.24,0.63,0.91,0,0.41,0.86,0,1.69,-0.17,0.02,-0.04,0.47,1.58,0.3,0.62
 ENSINO FUNDAMENTAL,0,-0.06,-0.04,-0.44,0.49,0.16,0.25,1.47,0,1.79,0.33,-0.07,-0.13,0,-0.02,0.12,0.28
 ENSINO MÉDIO,-0.4,-0.61,-0.09,-0.99,0.07,0,-0.03,1.96,-0.7,0.71,0,0,-0.01,0,0.18,0.08,-0.04
 ENSINO SUPERIOR,0.21,0.69,0,0.29,0.43,2.02,0.3,0.4,-0.02,0.02,0,-0.59,2.46,0,0.98,4.89,0.43
 PÓS-GRADUAÇÃO,0,0.06,1.01,0,0,0,0,2.24,0,0,0,0,-1.42,3.28,-0.99,0.19,0.2
 LEITURA,0.24,0.17,0.36,0.61,0.21,0.07,-0.2,-0.01,-0.37,-0.05,0.19,0,-0.64,-0.08,0.4,-0.56,0.15
 JORNAL DIÁRIO,0,0,0,       -,0,0,0,       -,       -,0,0,0,       -,       -,0,       -,0.0
 ASSINATURA DE JORNAL,0,0,0.58,0.68,       -,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.2
 REVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO,1.16,1.21,1.08,1.05,1.01,0.25,-0.69,-0.01,-0.72,-0.41,0.67,-0.01,-1.68,-0.18,1.02,-0.87,0.56
 PAPELARIA,0.05,-1.17,0.95,0.93,1.29,-0.13,-0.01,0.76,-0.99,1.13,0.62,1.64,1.76,0.31,-1.55,0.16,0.46
 CADERNO,-0.74,-2.45,1.66,2.76,3.87,0.43,1,-0.47,-0.63,1.47,-2.41,2.75,2.63,1.8,-0.67,1.9,1.05
 FOTOCÓPIA,       -,       -,-2.15,-2.9,       -,       -,-1.98,3.11,-0.27,       -,       -,       -,       -,-1.12,-0.99,-1.49,-0.91
 ARTIGOS DE PAPELARIA,0.68,-0.13,1.23,2.03,-0.34,-0.36,-0.58,-0.43,-1.55,0.93,1.96,0.71,0.74,-0.57,-2.77,-0.06,0.25
 CURSOS DIVERSOS,-0.27,0.68,-1.66,0.1,0.81,1.8,0.58,-0.06,0.61,0.6,0.02,0.46,0.2,2.56,0.56,1.08,0.32
 CURSO PREPARATÓRIO,-0.8,1.23,-3.22,0,1.23,-1.07,1.21,0.34,0.76,0.29,0,0,0,2.19,1.96,0.67,0.1
 CURSO TÉCNICO,       -,0.2,-1.64,       -,0.23,0.98,0,0,0,0.46,       -,0.7,1.92,2.41,0.08,0,0.02
 CURSO DE IDIOMA,-0.38,1.01,-1.05,0.04,0.36,0,0,0,1.36,1.3,0,-0.23,0,8.68,       -,2.26,0.18
 CURSO DE INFORMÁTICA,       -,-0.49,-3.88,0,2.24,       -,1.36,-0.66,0.18,0,0,2.44,0,0.07,-0.2,       -,0.64
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,0.0
 ATIVIDADES FÍSICAS,0.13,0.91,0.77,0.27,0.59,4.55,0,0,0,0.82,0.07,0.12,-0.17,1.77,-0.36,0.2,0.68
 COMUNICAÇÃO,-0.21,-0.33,-0.28,-0.12,-0.2,-0.11,-0.22,-0.27,-0.26,-0.22,-0.23,-0.21,-0.26,-0.03,-0.32,0.01,-0.22
 COMUNICAÇÃO,-0.21,-0.33,-0.28,-0.12,-0.2,-0.11,-0.22,-0.27,-0.26,-0.22,-0.23,-0.21,-0.26,-0.03,-0.32,0.01,-0.22
 COMUNICAÇÃO,-0.21,-0.33,-0.28,-0.12,-0.2,-0.11,-0.22,-0.27,-0.26,-0.22,-0.23,-0.21,-0.26,-0.03,-0.32,0.01,-0.22
 CORREIO,2.6,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.43,       -,       -,       -,       -,2.23
 TELEFONE FIXO,-0.98,-1.07,-0.83,-0.75,-0.63,-0.82,-0.66,-0.76,-0.75,-0.57,-0.47,-0.7,-0.75,-0.79,-0.7,-0.71,-0.75
 TELEFONE PÚBLICO,       -,0,0,       -,0,0,0,0,0,0,0,0,0,0,0,       -,0.0
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-0.21,-2.89,-1.25,0.02,-1.3,1.88,-2.06,-1.7,-1.87,-2.62,-3.56,-3.14,-3.23,1.12,-3.15,1.82,-1.44
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
