"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,-0.96,0.0,0.02,0.0,0.0,0.0,-1.3,0.07,0.82,0.13,3.07,0.0,15.91,0.0,0.18
 ÔNIBUS INTERESTADUAL,0.0,0.0,0.12,0.05,-1.81,-1.92,0.0,-1.31,-0.12,-0.28,-2.37,-1.1,0.39,0.42,-4.72,0.8,-0.86
 PASSAGEM AÉREA,8.07,0.25,5.28,5.79,5.84,4.67,3.56,5.62,6.68,2.4,6.08,-0.59,2.72,8.66,7.13,0.56,5.32
 METRÔ,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
 TRANSPORTE HIDROVIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68
 TRANSPORTE ESCOLAR,0.0,4.18,0.0,0.0,-0.26,-4.06,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
 VEÍCULO PRÓPRIO,-0.31,0.73,0.09,0.33,0.03,0.41,-0.29,0.66,-0.07,-0.21,-0.19,0.13,-0.21,-0.29,-0.39,-0.28,0.05
 AUTOMÓVEL NOVO,0.06,1.28,-0.2,-0.34,0.08,1.04,-0.68,-1.0,-0.19,-1.15,0.15,0.26,0.64,-0.86,-0.97,-0.62,0.01
 EMPLACAMENTO E LICENÇA,0.38,0.38,0.38,0.32,0.39,0.34,0.39,0.47,0.4,0.35,0.27,0.36,0.38,0.36,0.49,0.45,0.38
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.21,2.72,-0.3,-3.36,-2.1,-0.94,0.0,3.15,-1.19,-0.75,1.26,-1.26,-1.94,0.0,-0.39,1.96,-0.77
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,-0.37,-2.91,-0.25,2.23,-0.77,0.25,-1.51,-0.42,1.32,2.11,0.11,0.0,0.19,-0.73,2.15,0.27,-0.21
 ACESSÓRIOS E PEÇAS,1.05,-1.0,1.29,0.98,-1.33,0.45,0.51,0.36,-1.43,1.38,0.93,0.65,-1.78,-0.38,2.71,0.62,-0.1
 PNEU,-0.35,-0.18,-0.12,-1.64,-0.25,-2.4,-0.4,2.89,0.46,1.75,1.75,-0.53,-1.8,-0.32,-1.65,1.82,0.08
 CONSERTO DE AUTOMÓVEL,-1.6,1.78,0.11,2.35,-0.41,0.06,1.87,2.52,-0.66,0.11,-1.14,-0.45,-1.16,0.49,-1.6,0.55,-0.07
 ESTACIONAMENTO,-0.75,0.2,-0.24,0.0,-0.38,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45
 PEDÁGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
 LUBRIFICAÇÃO E LAVAGEM,0.0,0.0,0.0,-3.19,0.54,0.0,0.0,0.0,0.0,1.51,0.0,0.0,-1.41,-2.35,2.2,0.0,0.11
 AUTOMÓVEL USADO,-0.6,-1.31,0.15,0.0,0.76,-0.41,-0.87,0.71,0.71,-0.46,0.26,0.98,-1.13,-0.29,0.0,-1.86,0.09
 PINTURA DE VEÍCULO,0.0,0.0,0.0,-0.86,2.11,-0.82,0.0,0.0,-1.2,0.9,0.0,-0.84,0.0,0.0,0.0,0.68,1.24
 ALUGUEL DE VEÍCULO,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.38
 MOTOCICLETA,0.41,0.01,0.17,0.6,1.85,0.01,-1.55,0.78,0.15,0.76,-1.6,0.45,0.43,-0.5,1.07,0.33,0.48
 COMBUSTÍVEIS (VEÍCULOS),0.86,5.68,2.37,3.01,1.43,4.62,3.37,2.3,-0.81,1.47,4.05,1.8,3.23,1.41,3.55,2.4,2.19
 GASOLINA,1.18,5.98,2.47,2.34,2.11,4.96,3.55,2.22,-0.58,1.95,4.32,1.8,3.53,1.51,3.68,2.54,2.66
 ETANOL,0.1,3.2,1.68,6.2,0.08,1.0,0.0,3.06,-2.47,-0.19,4.28,2.6,2.8,0.19,3.06,1.55,0.6
 ÓLEO DIESEL,0.0,2.09,1.56,0.0,1.68,0.0,1.32,1.86,0.78,0.67,-0.11,1.21,1.73,0.19,2.48,0.0,1.31
 GÁS VEICULAR,-0.51,0.0,0.0,-0.05,0.08,0.0,0.0,0.0,-0.63,0.0,0.0,0.31,0.0,0.0,0.0,-0.27,-0.28
 SAÚDE E CUIDADOS PESSOAIS,1.17,1.65,1.45,1.68,1.5,0.99,1.76,2.24,1.64,1.83,0.89,1.43,1.25,1.26,2.12,2.13,1.51
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.42,2.65,2.23,1.84,2.3,1.18,1.63,2.31,1.82,2.6,1.33,1.78,1.55,0.79,2.1,1.92,2.07
 PRODUTOS FARMACÊUTICOS,1.52,2.84,2.25,2.27,2.55,1.19,1.7,2.65,2.13,2.76,1.45,1.99,1.75,1.09,2.39,2.02,2.25
 ANTI-INFECCIOSO E ANTIBIÓTICO,2.71,2.53,0.6,-0.9,2.71,4.54,2.54,3.08,2.58,1.61,-0.03,-0.78,1.05,-0.22,2.98,1.97,1.96
 ANALGÉSICO E ANTITÉRMICO,-0.16,3.51,2.92,4.28,0.4,0.12,1.64,1.57,2.36,3.32,1.27,2.36,2.51,2.11,3.79,1.86,1.81
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,1.19,1.21,2.6,1.66,2.67,2.54,2.51,2.35,3.71,1.2,0.26,3.53,-1.55,1.91,2.88,1.28,2.09
 ANTIGRIPAL E ANTITUSSÍGENO,-1.29,1.93,1.54,1.59,1.87,1.62,0.01,0.59,0.69,2.4,0.01,3.31,1.16,-0.65,0.72,3.35,1.24
 DERMATOLÓGICO,2.54,2.89,2.33,1.55,3.86,0.0,1.78,1.32,2.21,2.18,1.11,2.25,1.69,2.72,0.29,1.53,2.6
 ANTIALÉRGICO E BRONCODILATADOR,1.23,2.3,2.42,-0.24,2.61,3.01,2.58,2.41,1.88,2.54,0.57,2.79,1.43,2.39,0.91,2.88,2.14
 GASTROPROTETOR,2.63,2.39,3.48,2.25,3.85,2.48,1.64,4.55,2.4,4.42,2.03,3.02,1.4,0.86,1.81,3.16,3.06
 VITAMINA E FORTIFICANTE,1.69,3.31,1.38,0.56,4.43,0.3,1.31,2.91,1.47,5.05,1.86,2.63,2.1,0.18,0.85,1.75,2.76
 HORMÔNIO,2.5,3.7,3.63,3.93,4.03,0.5,2.34,4.04,4.05,1.83,1.64,3.22,0.86,1.09,1.91,3.54,3.21
 PSICOTRÓPICO E ANOREXÍGENO,3.58,3.48,2.28,2.85,3.08,2.89,3.23,3.44,1.59,3.76,1.54,2.81,3.28,1.09,2.86,1.67,3.02
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,0.49,2.7,1.6,3.05,1.54,-1.15,1.25,2.59,0.81,2.07,3.08,-0.25,3.38,1.09,3.24,0.66,1.57
 OFTALMOLÓGICO,1.63,2.05,1.83,1.02,2.17,0.0,1.62,3.08,2.65,3.02,1.41,2.79,1.5,1.09,1.15,0.0,2.06
 PRODUTOS ÓTICOS,-0.66,0.3,1.84,-1.47,-1.14,1.04,0.66,0.38,-1.43,-0.09,-0.39,-1.42,-1.01,-2.52,-0.91,0.12,-0.43
 ARMAÇÃO DE ÓCULOS,0.0,0.01,0.0,0.0,-2.7,0.0,0.0,-0.45,1.57,-0.25,0.0,0.0,0.0,0.0,0.0,0.3,-1.54
 ÓCULOS SEM GRAU,-2.15,0.47,2.84,-2.23,-1.74,0.0,-0.01,1.28,-1.87,1.5,-0.57,-1.69,0.8,-5.63,-1.51,0.0,-0.7
 LENTES DE ÓCULOS E DE CONTATO,0.44,0.3,1.25,-0.71,0.52,1.04,1.21,0.48,-2.25,-0.88,-0.18,-1.3,-1.82,-1.07,-0.77,0.07,0.03
 SERVIÇOS DE SAÚDE,0.59,0.56,0.48,0.72,0.78,0.43,0.48,0.61,0.55,0.7,0.47,0.76,0.62,0.49,0.69,0.64,0.66
 SERVIÇOS MÉDICOS E DENTÁRIOS,-0.47,-0.04,-0.02,0.38,1.0,0.23,-0.6,0.19,0.15,0.9,0.06,0.59,0.48,-0.28,0.29,0.59,0.4
 MÉDICO,0.3,-0.35,0.18,0.48,0.0,0.15,-1.09,0.58,0.2,-0.35,0.07,0.81,0.65,0.19,0.45,0.88,0.09
 DENTISTA,0.16,0.62,-0.21,0.19,1.67,0.34,0.1,0.0,0.09,1.33,0.0,0.05,0.32,-0.51,-0.35,-0.07,0.77
 APARELHO ORTODÔNTICO,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.3,0.0,0.0,0.0,1.06
 ARTIGOS ORTOPÉDICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.36
 FISIOTERAPEUTA,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
 PSICÓLOGO,-4.34,0.0,-0.53,0.5,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.01,0.3,0.22,0.54,0.17,-0.92,0.08,-0.01,0.46,0.14,0.13,0.87,-0.31,0.17,0.91,-0.07,0.18
 EXAME DE LABORATÓRIO,-0.91,0.75,0.77,0.76,0.0,-1.55,0.0,-0.04,0.1,0.04,0.0,0.96,-1.32,0.29,0.01,0.53,0.06
 HOSPITALIZAÇÃO E CIRURGIA,0.06,0.0,0.02,-0.34,-0.06,0.0,0.74,0.0,0.53,0.33,0.0,0.86,0.0,0.0,1.97,-0.38,0.1
 EXAME DE IMAGEM,0.72,1.46,0.0,1.0,1.77,0.0,-0.55,0.0,0.6,-1.02,0.78,0.85,-0.29,0.0,0.03,0.09,0.64
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 CUIDADOS PESSOAIS,2.66,2.27,2.46,3.51,2.75,1.78,3.03,4.1,3.27,2.85,0.99,2.35,2.25,2.5,3.9,4.44,2.76
 HIGIENE PESSOAL,2.66,2.27,2.46,3.51,2.75,1.78,3.03,4.1,3.27,2.85,0.99,2.35,2.25,2.5,3.9,4.44,2.76
 PRODUTO PARA CABELO,-0.4,1.12,-1.99,1.98,0.31,0.84,0.32,0.15,3.19,2.12,-1.14,0.71,0.23,-1.21,-0.81,1.05,0.51
 FRALDA DESCARTÁVEL,0.0,1.36,0.62,-1.52,0.0,-0.01,-2.2,0.0,-2.01,1.31,3.79,0.0,2.29,-0.04,-0.14,-0.85,0.32
 PRODUTO PARA BARBA,0.0,-0.66,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,-0.42
 PRODUTO PARA PELE,1.62,2.55,2.24,2.25,3.53,1.66,3.1,2.05,3.18,1.87,0.98,2.11,2.59,-1.87,3.04,4.55,2.53
 PRODUTO PARA HIGIENE BUCAL,1.35,-1.36,0.61,-1.24,-0.63,0.19,-0.02,1.96,1.16,0.03,0.54,0.47,-0.54,-0.12,0.64,2.32,0.06
 PRODUTO PARA UNHA,5.5,3.03,3.66,2.96,3.58,0.0,4.72,2.86,-1.85,0.0,-1.15,0.0,-1.21,3.66,-1.52,0.0,3.11
 PERFUME,6.18,6.49,6.87,7.07,6.4,6.31,6.86,7.54,5.59,7.21,4.22,6.88,6.22,7.16,7.8,7.56,6.56
 DESODORANTE,0.17,2.51,0.25,-1.36,-0.57,-2.95,0.98,1.47,3.2,1.63,-2.17,2.69,-1.93,-2.03,1.89,2.41,0.4
 ABSORVENTE HIGIÊNICO,0.0,0.0,0.0,-0.51,0.0,0.0,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.34,0.0,-1.82,-0.1
 SABONETE,1.13,0.92,-0.29,2.1,1.15,-0.46,-0.56,0.6,4.04,-0.75,-0.08,-1.56,0.26,1.45,1.31,2.99,0.77
 PAPEL HIGIÊNICO,0.74,1.54,1.28,2.28,1.3,-1.21,0.78,1.39,1.15,1.42,-0.81,-0.94,1.61,-0.61,-0.98,-1.51,1.06
 ARTIGOS DE MAQUIAGEM,-4.8,-7.05,-3.47,-4.64,-5.21,-5.49,-7.31,-5.89,-4.11,-1.51,-8.84,-8.63,-6.03,-3.31,-7.5,0.89,-5.15
 DESPESAS PESSOAIS,-0.1,-0.06,0.23,0.28,0.3,0.4,-0.03,0.4,0.27,-0.06,0.15,-0.03,0.58,0.13,0.28,0.35,0.17
 SERVIÇOS PESSOAIS,0.35,0.17,0.4,0.11,0.29,0.26,-0.04,0.52,0.43,-0.06,0.17,0.09,0.49,0.36,0.21,0.73,0.27
 SERVIÇOS PESSOAIS,0.35,0.17,0.4,0.11,0.29,0.26,-0.04,0.52,0.43,-0.06,0.17,0.09,0.49,0.36,0.21,0.73,0.27
 COSTUREIRA,0.0,0.0,0.4,0.11,0.0,0.0,1.7,0.88,-1.26,-2.39,0.0,0.0,0.0,2.26,-0.63,1.34,-0.01
 MANICURE,1.05,1.1,1.44,-1.39,0.55,1.12,-0.97,1.53,0.0,-0.82,-1.19,-0.98,1.63,-0.7,0.02,-0.68,0.42
 CABELEIREIRO,0.27,-0.46,0.51,0.02,-0.05,-0.32,-0.81,0.79,1.14,-0.95,0.19,-0.34,0.99,0.75,-0.01,2.31,0.07
 EMPREGADO DOMÉSTICO,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
 DEPILAÇÃO,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.31
 DESPACHANTE,0.0,-1.11,-1.31,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
 SERVIÇO BANCÁRIO,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
 CONSELHO DE CLASSE,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.23,0.0,0.0,0.0,0.27
" RECREAÇÃO, FUMO E FOTOGRAFIA",-0.83,-0.37,-0.12,0.65,0.32,0.75,-0.02,0.2,-0.07,-0.06,0.11,-0.27,0.83,-0.22,0.43,-0.39,0.0
 RECREAÇÃO,-1.05,-0.57,-0.18,0.84,0.4,0.94,-0.06,0.27,-0.11,-0.07,0.29,-0.33,1.07,-0.29,0.68,-0.61,-0.03
 CINEMA,1.02,0.97,1.32,0.03,1.77,3.49,-0.34,0.0,0.3,1.9,1.09,0.87,1.63,0.0,4.95,1.45,1.41
 CD E DVD,0.0,0.0,0.01,-0.63,0.61,1.38,-0.06,2.64,-3.6,-0.07,0.0,0.0,1.07,-0.29,0.68,-0.61,-0.16
 INGRESSO PARA JOGO,0.0,0.0,0.0,1.21,0.0,0.0,-0.49,0.0,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98
 CLUBE,0.0,0.0,-0.17,0.0,0.22,0.0,0.0,0.0,0.0,0.88,0.0,0.0,6.69,0.0,0.0,0.0,0.26
 INSTRUMENTO MUSICAL,0.99,0.58,0.0,0.0,-3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.95,-0.32,0.0,0.0,0.0,-1.39
 TRATAMENTO DE ANIMAIS,0.13,2.16,0.4,1.79,0.5,2.87,0.69,-1.1,2.61,-1.6,0.4,0.07,1.33,0.0,0.0,0.26,0.58
 BICICLETA,-3.51,0.0,2.33,1.05,-0.09,-0.04,0.28,2.12,0.5,0.22,-2.66,2.19,0.29,0.97,0.3,0.36,0.32
 ALIMENTO PARA ANIMAIS,-0.05,-1.75,2.69,1.68,2.29,0.58,-1.26,0.14,2.39,0.65,-0.28,0.08,2.24,-0.33,-2.51,1.32,0.93
 BRINQUEDO,1.0,-0.41,0.35,-0.78,3.13,1.31,0.29,-1.15,-0.29,0.06,1.4,1.79,-1.81,0.3,1.68,-2.13,1.31
 LOCAÇÃO DE DVD,0.0,-0.57,-0.18,0.84,0.0,0.94,-0.06,0.27,-0.11,-0.07,0.29,-0.33,0.0,0.0,0.68,-0.61,0.0
 BOATE E DANCETERIA,-1.04,-3.91,0.31,2.2,0.75,0.0,-0.61,2.44,-1.92,-4.08,-0.6,-0.54,-0.53,-0.52,-0.51,0.24,-0.73
 JOGOS DE AZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MOTEL,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,1.46
 HOTEL,-6.69,0.87,0.35,1.79,-3.25,1.8,1.25,1.79,-0.41,0.91,-0.54,-0.4,2.84,-1.79,0.64,-3.06,-1.19
 EXCURSÃO,-2.55,0.29,-3.07,-2.55,-3.07,-2.43,-1.25,0.94,0.0,-0.47,1.77,-3.72,1.48,0.0,0.0,0.0,-2.09
 FUMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CIGARRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 FOTOGRAFIA E FILMAGEM,-0.38,0.8,0.53,0.35,2.58,0.55,1.86,1.12,0.39,-0.44,-1.59,-0.55,0.09,-0.57,-1.11,3.78,0.87
 MÁQUINA FOTOGRÁFICA,-0.41,1.48,0.06,3.1,2.58,2.61,1.86,3.25,4.06,1.24,1.89,-0.84,0.19,-0.57,-1.76,3.78,1.91
 REVELAÇÃO E CÓPIA,-0.37,0.0,0.89,-1.82,0.0,-0.13,0.0,-2.46,-1.49,-2.06,-3.34,-0.18,0.0,0.0,-0.6,0.0,-0.89
 EDUCAÇÃO,-0.07,0.07,0.21,0.11,0.21,0.07,0.14,0.07,0.0,-0.11,0.0,0.06,-0.25,-0.06,-0.06,-0.01,0.09
" CURSOS, LEITURA E PAPELARIA",-0.07,0.07,0.21,0.11,0.21,0.07,0.14,0.07,0.0,-0.11,0.0,0.06,-0.25,-0.06,-0.06,-0.01,0.09
 CURSOS REGULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CRECHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,-0.02,-0.04,0.13,0.01,0.1,0.13,0.26,-0.56,0.09,0.18,0.43,0.1,-0.85,-0.82,-0.27,-0.59,0.05
 JORNAL DIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ASSINATURA DE JORNAL,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
 REVISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LIVRO,-0.08,-0.28,0.53,-0.46,0.49,0.46,0.9,-1.2,0.17,1.47,1.53,0.6,-2.26,-1.77,-0.68,-0.91,0.16
 PAPELARIA,-0.97,0.64,1.52,1.47,2.6,0.67,0.42,0.76,0.06,-1.39,-0.41,0.36,-1.56,-0.25,-0.5,0.52,0.75
 CADERNO,-0.3,-0.26,0.78,1.67,3.48,-1.79,-0.81,2.76,1.95,-3.12,2.33,-0.93,-2.99,0.34,1.15,1.41,0.79
 FOTOCÓPIA,0.0,0.0,1.86,3.61,0.0,0.0,-2.3,0.29,1.07,0.0,0.0,0.0,0.0,0.0,-3.18,2.42,0.81
 ARTIGOS DE PAPELARIA,-1.49,1.35,1.86,0.18,2.02,1.7,3.51,-0.37,-1.58,-0.34,-1.56,1.45,0.15,-1.14,-0.71,-2.23,0.72
 CURSOS DIVERSOS,-0.08,0.16,0.36,0.0,0.39,0.0,0.3,0.21,-0.07,0.0,-0.02,0.12,0.0,0.12,0.12,0.01,0.2
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.19,-0.01,0.0,0.0,0.0,0.0,-0.32,0.0,0.02
 AUTOESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,-0.16
 ATIVIDADES FÍSICAS,-0.21,0.97,1.79,0.0,1.93,0.0,1.0,1.36,-0.49,0.0,-0.1,0.46,0.0,0.67,1.05,0.07,0.82
 COMUNICAÇÃO,0.0,-0.02,0.1,0.11,0.03,-0.08,0.04,-0.07,0.03,0.06,0.1,0.0,0.06,0.08,-0.12,0.05,0.03
 COMUNICAÇÃO,0.0,-0.02,0.1,0.11,0.03,-0.08,0.04,-0.07,0.03,0.06,0.1,0.0,0.06,0.08,-0.12,0.05,0.03
 COMUNICAÇÃO,0.0,-0.02,0.1,0.11,0.03,-0.08,0.04,-0.07,0.03,0.06,0.1,0.0,0.06,0.08,-0.12,0.05,0.03
 CORREIO,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.64
 TELEFONE FIXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TELEFONE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.16
 TELEFONE CELULAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,-0.61,-0.58,1.47,1.49,1.43,-3.93,1.0,-1.11,0.6,2.21,-0.58,-0.49,1.97,1.06,-2.45,0.66,0.68
 TELEFONE COM INTERNET - PACOTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA COM INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
