"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALUGUEL DE VEÍCULO,-5.68,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-5.68
 MOTOCICLETA,0.06,0.96,0.09,0.85,-0.28,-0.14,1.83,0.5,1.3,-0.06,0.42,0.62,2.24,2.48,1.76,0.49,0.49
 COMBUSTÍVEIS (VEÍCULOS),2.32,0.6,2.6,4.98,1.08,2.31,3.4,1.5,1.4,0.57,7,3.85,4.36,3.43,4.93,3.25,2.01
 GASOLINA,2.71,0.5,2.83,4.54,2.56,2.46,3.57,1.51,1.21,0.89,7.17,4.12,4.76,3.63,5.31,3.17,2.6
 ETANOL,1.9,1.74,0.31,7.28,-2.04,0.64,       -,2.02,2.06,-1.25,7.37,1.03,4.18,0.05,3.36,8.09,-0.44
 ÓLEO DIESEL,       -,1.06,2.17,       -,1.21,       -,1.39,0.4,2.61,4.69,3.71,1.79,1.96,1.64,1.96,       -,2.16
 GÁS VEICULAR,0.4,       -,       -,0.45,-0.06,       -,       -,       -,0,       -,       -,0.92,       -,       -,       -,2.61,0.24
 SAÚDE E CUIDADOS PESSOAIS,0.89,0.74,0.82,0.29,0.55,0.04,0.8,0.5,0.12,0.55,0.37,0.78,0.63,0.92,0.5,0.08,0.59
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.57,1.22,0.93,0.4,0.81,-0.91,1,0.6,0.56,-0.07,-0.09,1.11,1.49,2.25,1.09,0.44,0.78
 PRODUTOS FARMACÊUTICOS,1.54,1.32,1.06,0.53,0.77,-0.96,1.24,0.89,0.69,-0.1,-0.22,1.23,1.61,2.63,1.08,0.29,0.82
 ANTI-INFECCIOSO E ANTIBIÓTICO,-1.36,-0.04,1.97,2.64,0.64,-6.61,-0.57,0.81,0.49,0.45,1.04,2.16,0.98,2.61,-0.17,-0.63,0.45
 ANALGÉSICO E ANTITÉRMICO,0.93,0.94,-0.24,0.31,1.34,-0.38,1.66,-0.09,1.38,-0.16,-0.27,1.52,1.5,2.71,1.25,1.78,0.78
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,2.39,2.04,0.81,-0.57,0.19,-2.97,1.62,1.25,-3.34,-2.76,-1.87,-2.84,3.14,1.02,1.06,0.1,0.11
 ANTIGRIPAL E ANTITUSSÍGENO,-1.43,2.14,-0.37,0.36,-0.87,-3.21,0.85,1.29,1.71,-2.87,-1.22,0.45,0.56,2.01,-0.03,-1.26,-0.47
 DERMATOLÓGICO,-1.25,1.26,-0.3,1.72,-2.2,       -,0.09,2.41,0.74,1.29,0.3,-1.24,0.39,2.96,1.26,0.47,-0.39
 ANTIALÉRGICO E BRONCODILATADOR,2.22,1.68,0.94,2.03,2.43,-0.07,0.44,0.08,1.43,0.82,-0.23,1.6,1.89,3.18,2.26,0.92,1.57
 GASTROPROTETOR,2.36,1.26,0.77,1.3,0.41,1.08,1.07,1.53,0.94,0.68,1.02,0.89,2.02,3.22,1.69,0.93,1.03
 VITAMINA E FORTIFICANTE,0.92,1.4,0.43,1.14,-1.48,1.13,2.96,0.3,2.03,-0.44,-0.43,-0.3,1.54,3.1,2.63,0.11,0.34
 HORMÔNIO,1.99,3.45,1.32,1.95,1.81,1.98,1.14,1.71,1.59,0.5,0.6,1.19,2.98,2.72,1.58,0.01,1.79
 PSICOTRÓPICO E ANOREXÍGENO,1.59,0.91,1.67,0.43,0.12,-0.72,0.9,1.34,1.21,0.02,1.34,1.11,2.32,2.57,1.41,0.05,0.82
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,2.47,0.44,1.81,-1.13,1.52,-1.33,1.45,1.17,0.67,0.83,-0.9,3.11,-0.03,3.18,-0.29,-0.33,1.13
 OFTALMOLÓGICO,1.5,1.72,0.72,0.96,2.05,       -,0.52,-0.29,0.1,1.2,-0.17,1.47,0.46,2.43,0.87,       -,1.22
 PRODUTOS ÓTICOS,2.08,-0.05,-1.45,-0.61,1.41,-0.01,-2.32,-1.09,-0.83,0.34,1.75,-0.75,-0.16,-2.03,1.19,3.21,0.27
 ARMAÇÃO DE ÓCULOS,       -,-2.76,       -,       -,1.47,       -,       -,-1.09,0.52,2.22,       -,       -,       -,       -,       -,1.49,0.78
 ÓCULOS SEM GRAU,1.69,0.25,-2.35,-2.26,1.91,       -,-3.32,0.44,-1.61,1.62,3.36,0.04,0.1,-0.5,-0.53,       -,0.13
 LENTES DE ÓCULOS E DE CONTATO,2.37,0.55,-0.91,0.99,1.05,-0.01,-1.52,-1.39,-0.87,-1.05,-0.08,-1.11,-0.28,-2.71,1.57,3.74,0.2
 SERVIÇOS DE SAÚDE,0.72,0.56,0.92,0.64,0.69,0.69,0.76,0.7,0.37,1.23,0.43,0.64,0.7,0.62,0.55,0.59,0.72
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.48,0.01,1.39,-0.01,0.45,0.67,1,0.13,-0.38,1.1,0,0.29,0.45,0.31,0.52,-0.35,0.56
 MÉDICO,1.46,0,2.5,-0.07,0.69,0,1.1,0.41,-0.27,1.57,0,0,1.3,0,0.34,-0.4,0.99
 DENTISTA,-2.19,0.05,0.23,0.06,1.01,1.75,0.86,0,-0.49,0.96,0,1.05,-0.44,0.46,1.25,-0.23,0.35
 APARELHO ORTODÔNTICO,       -,-0.2,       -,       -,0.27,       -,       -,       -,       -,0.58,       -,       -,0.14,       -,       -,       -,0.27
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.04,       -,       -,       -,       -,       -,-0.04
 FISIOTERAPEUTA,-0.54,       -,       -,       -,-2.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.92
 PSICÓLOGO,4.86,0.31,-0.86,0,0.85,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,1.37
 SERVIÇOS LABORATORIAIS E HOSPITALARES,-0.06,0.26,0.32,0.04,0.12,0.2,0.02,1.44,0.09,2.49,0,0.39,0.42,0,-0.14,0.48,0.49
 EXAME DE LABORATÓRIO,-0.15,0.7,0.03,-0.33,       -,0.37,-0.04,0.13,0.04,0.03,0,0.04,0.06,0,-0.84,1.53,0.12
 HOSPITALIZAÇÃO E CIRURGIA,-0.09,0.08,0.59,0,0,-0.05,0,2.63,0.03,3.2,0,0,0,       -,-0.92,0,0.58
 EXAME DE IMAGEM,0.06,0.76,-0.05,0.43,0.92,       -,0.17,1.78,0.26,-0.21,0,1.46,1.21,0,1.38,0.47,0.5
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 PLANO DE SAÚDE,0.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 CUIDADOS PESSOAIS,0.32,0.34,0.42,-0.57,-0.31,0.23,0.67,0.17,-0.89,0.23,1,0.57,-0.59,0.11,-0.27,-0.99,0.03
 HIGIENE PESSOAL,0.32,0.34,0.42,-0.57,-0.31,0.23,0.67,0.17,-0.89,0.23,1,0.57,-0.59,0.11,-0.27,-0.99,0.03
 PRODUTO PARA CABELO,1.24,4.02,1.36,-1.31,-0.53,-1.72,1.92,0.07,-2.67,0.55,-1.53,0.73,-0.26,-0.05,2.49,-1.26,0.34
 FRALDA DESCARTÁVEL,       -,0.24,0.46,0.65,       -,-1.6,3.41,       -,-1.78,0.62,1.96,       -,1.49,0.08,1.43,0.92,0.4
 PRODUTO PARA BARBA,       -,-0.23,       -,       -,       -,       -,3.89,       -,       -,       -,       -,-1.14,       -,       -,       -,       -,0.66
 PRODUTO PARA PELE,2.22,0.64,1.97,2,1.8,1.35,3.92,2.92,2.76,2.59,3.04,2.1,1.49,4.71,3.79,1.44,2.13
 PRODUTO PARA HIGIENE BUCAL,-0.52,0.82,1.04,1.09,-1.38,0.24,-0.99,-0.26,-1.33,0.26,1.97,0.31,0.33,-1.2,-2.79,-2.94,-0.31
 PRODUTO PARA UNHA,3.86,-0.02,0.44,0.29,-0.67,       -,-1.44,-1.46,2.03,       -,-0.83,       -,-0.71,-0.73,1.01,       -,0.34
 PERFUME,-1.48,-2.14,-1.99,-1.66,-1.89,-0.98,-1.22,-0.51,-1.37,-1.77,-0.06,-1.14,-3.96,-0.95,-1.87,-1.01,-1.61
 DESODORANTE,1.12,0.79,0.84,0.66,2.13,0.35,-1.4,0.45,-1.62,0.28,0.21,3.22,-0.2,1.36,-2.81,-5.33,0.65
 ABSORVENTE HIGIÊNICO,       -,       -,       -,-0.14,       -,       -,-0.04,-1,       -,       -,       -,       -,       -,0.17,       -,0.71,-0.25
 SABONETE,0.74,-0.29,1.43,-2.98,-0.45,0.55,4.4,0.59,-5.65,0.33,0.57,-0.84,2.64,-1.76,-1.17,0.2,-0.09
 PAPEL HIGIÊNICO,-1.36,0.29,0.53,-1.34,0.07,0.96,0.64,0.54,1.99,1.1,0.18,1.72,1.92,0.81,1.43,-2.54,0.24
 ARTIGOS DE MAQUIAGEM,6.86,4.48,6.67,6.45,6.91,8.11,8.09,6.17,4.91,0.63,8.85,8.58,5.68,5.16,8.22,2.08,6.22
 DESPESAS PESSOAIS,0.01,0.49,0,-0.29,0.22,0.12,0.18,-0.37,-0.11,0.38,0.51,0.02,0.37,0.25,0.12,0.15,0.16
 SERVIÇOS PESSOAIS,0.39,0.16,-0.01,-0.39,0.23,0.29,0.12,-0.4,0.26,-0.02,0.57,0.16,0.26,0.07,0.2,0.45,0.17
 SERVIÇOS PESSOAIS,0.39,0.16,-0.01,-0.39,0.23,0.29,0.12,-0.4,0.26,-0.02,0.57,0.16,0.26,0.07,0.2,0.45,0.17
 COSTUREIRA,       -,       -,-0.77,0.89,       -,       -,0.23,-0.64,1.08,0.89,       -,       -,       -,-2.12,1.06,-0.74,0.17
 MANICURE,-0.67,-0.91,-0.65,-1.41,-0.61,-0.45,1.97,-0.85,0.79,0.14,2.48,0.73,-0.63,0,-0.44,-0.28,-0.25
 CABELEIREIRO,1.36,0.18,-0.8,-2.05,0.76,0.76,-1.04,-2.09,0.06,-1.12,0.97,-0.46,0.92,-0.17,0.08,1.28,0.09
 EMPREGADO DOMÉSTICO,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
 DEPILAÇÃO,       -,       -,-0.45,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.84,       -,       -,       -,-0.55
 DESPACHANTE,       -,-0.04,0.62,       -,-1.55,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.11
 SERVIÇO BANCÁRIO,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
 CONSELHO DE CLASSE,       -,       -,       -,0.22,       -,       -,       -,       -,       -,0.3,       -,       -,0.23,       -,       -,       -,0.27
" RECREAÇÃO, FUMO E FOTOGRAFIA",-0.6,0.94,0.03,-0.07,0.21,-0.32,0.3,-0.33,-0.87,0.89,0.39,-0.26,0.7,0.54,-0.08,-0.43,0.13
 RECREAÇÃO,-0.77,1.37,0.01,-0.1,0.27,-0.4,0.42,-0.61,-1.14,1.12,0.45,-0.36,0.89,0.69,-0.06,-0.61,0.16
 CINEMA,3.43,0.02,1.04,3.31,2.93,2.74,4.5,       -,-8.17,2.93,2.31,2.01,1.37,       -,0,1.38,2.13
 CD E DVD,       -,       -,-1.29,-2.72,1.71,-1.91,0.42,-1.64,0.13,1.12,       -,       -,0.89,0.69,-0.06,-0.61,0.27
 INGRESSO PARA JOGO,       -,       -,       -,0,       -,       -,1.3,       -,2.02,       -,       -,       -,       -,       -,       -,       -,1.37
 CLUBE,-3.25,0.64,1.65,       -,1.85,       -,       -,       -,       -,-0.61,0,       -,8.55,0,       -,       -,0.75
 INSTRUMENTO MUSICAL,-0.65,-0.39,       -,       -,2.39,       -,       -,       -,       -,       -,       -,2.47,0.94,       -,       -,       -,0.98
 TRATAMENTO DE ANIMAIS,1.9,-0.97,-1.32,1.98,0.28,0.18,1.26,-2.09,-0.39,0.15,0.31,0.04,0,       -,       -,0.35,0.17
 BICICLETA,1.11,       -,2.64,0.04,2.22,0.22,0.39,-2.79,-3.36,1.23,3.35,-0.46,0.4,1.53,0.41,-0.91,0.93
 ALIMENTO PARA ANIMAIS,1.69,2.77,0.2,0.38,-2.15,0.7,1.24,-0.13,-0.95,0.61,1.64,-0.31,0.6,-0.03,-0.42,1.22,0.11
 BRINQUEDO,-1.74,1.72,-1.32,0.42,-2.02,-1.76,-0.6,-0.95,-0.88,0.89,-1.88,-0.35,1.56,-0.22,-0.92,-1.42,-1.12
 LOCAÇÃO DE DVD,0,1.37,0.01,-0.1,1.69,-0.4,0.42,-0.61,-1.14,1.12,0.45,-0.36,       -,       -,-0.06,-0.61,0.65
 BOATE E DANCETERIA,-2.08,3.93,0.4,2.11,0.6,0,1,0,0,4.17,1.01,-1.19,-1.18,-1.16,-1.17,-0.61,1.17
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,1.29,       -,       -,       -,       -,       -,       -,       -,0.2,       -,0.9
 HOTEL,-3.96,1.36,-0.25,-2.72,2.77,-1.68,-1.89,-2.66,-0.71,-0.18,1.2,1.58,-0.79,2.81,2.23,-4.09,0.29
 EXCURSÃO,-2.42,0.9,-0.06,-2.64,-3.33,-1.03,-0.38,1.55,       -,3.65,0.2,-2.88,2.92,       -,       -,       -,-0.83
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,0.01,0.69,1.14,0.09,2.01,0.29,-1.65,3.57,-0.72,0.14,2.26,1.54,0.94,2.93,-1.13,0.93,1.03
 MÁQUINA FOTOGRÁFICA,1.64,1.26,2.97,-0.68,2.01,-0.68,-1.65,-1.18,-2.7,2.42,-0.35,1.94,2.04,2.93,1.52,0.93,1.37
 REVELAÇÃO E CÓPIA,-1.28,0,-0.24,0.72,       -,0.61,       -,11.97,0.35,-2.12,3.65,1.03,0,       -,-3.18,       -,0.43
 EDUCAÇÃO,0.03,0.01,-0.02,-0.06,-0.12,0.09,0.14,-0.09,-0.12,0.03,-0.07,-0.06,0.04,0.01,0.11,-0.01,-0.04
" CURSOS, LEITURA E PAPELARIA",0.03,0.01,-0.02,-0.06,-0.12,0.09,0.14,-0.09,-0.12,0.03,-0.07,-0.06,0.04,0.01,0.11,-0.01,-0.04
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,0.15,-0.17,-0.03,-0.18,-0.04,-0.1,-0.35,-0.12,-0.37,0.09,0,-0.38,-0.92,-0.59,-0.14,-0.07,-0.06
 JORNAL DIÁRIO,0,0,0,       -,0,0,0,       -,       -,0,0,0,       -,       -,0,       -,0.0
 ASSINATURA DE JORNAL,0,0,0,1.07,       -,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.1
 REVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LIVRO,0.74,-1.2,-0.1,-0.9,-0.17,-0.35,-1.2,-0.25,-0.73,0.72,-0.01,-2.2,-2.47,-1.27,-0.36,-0.1,-0.26
 PAPELARIA,0.24,0.32,0.04,-0.78,-2.4,1.37,2.09,-0.92,-1.35,0.86,-0.76,0.1,0.99,0.12,1.27,-0.13,-0.42
 CADERNO,-0.31,0.59,0.25,-1.5,-1.33,1.15,3.13,-1.92,-4.27,0.52,-3.04,0.53,0.58,-0.23,2.92,-0.53,-0.34
 FOTOCÓPIA,       -,       -,-0.25,-3.32,       -,       -,-2.1,-0.75,2.19,       -,       -,       -,       -,-2.59,-1.31,-2.24,-0.69
 ARTIGOS DE PAPELARIA,0.68,0.1,-0.02,1.09,-3.11,1.46,2.42,-0.29,-1.13,1.06,0.24,-0.25,1.46,2.33,0.92,2.42,-0.45
 CURSOS DIVERSOS,-0.03,0.03,-0.14,0.09,0.04,0,-0.08,0,0.23,-0.43,0.09,-0.03,0,0.22,-0.01,0,-0.01
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,0.3,0,0,0,       -,-0.5,0,0,0,0,0,0,0,0.21,       -,-0.02
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.04,       -,       -,1.04
 ATIVIDADES FÍSICAS,-0.09,-0.16,-0.68,0.28,0.2,0,0.05,0,1.17,-2.12,0.39,-0.12,0,0.23,-0.27,-0.01,-0.04
 COMUNICAÇÃO,-0.03,-0.05,0.05,-0.15,0.02,-0.03,-0.15,-0.37,-0.03,-0.09,-0.11,-0.03,0.01,-0.16,-0.1,-0.01,-0.03
 COMUNICAÇÃO,-0.03,-0.05,0.05,-0.15,0.02,-0.03,-0.15,-0.37,-0.03,-0.09,-0.11,-0.03,0.01,-0.16,-0.1,-0.01,-0.03
 COMUNICAÇÃO,-0.03,-0.05,0.05,-0.15,0.02,-0.03,-0.15,-0.37,-0.03,-0.09,-0.11,-0.03,0.01,-0.16,-0.1,-0.01,-0.03
 CORREIO,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 TELEFONE FIXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TELEFONE PÚBLICO,       -,0,0,       -,0,0,0,0,0,0,0,0,0,0,0,       -,0.0
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,-1.5,-1.68,0.69,-2.05,0.75,-1.38,-3.32,-6.04,-0.67,-3.5,-3.04,-1.18,0.43,-2.09,-1.94,-0.11,-0.95
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
