"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 COMBUSTÍVEIS (VEÍCULOS),0.12,-4.34,-1.89,-2.21,-2.13,-3.24,-2.84,-4.8,1.89,-1.27,-4.9,-2.49,-2.5,-1.57,-1.14,-5.66,-2.09
 GASOLINA,-0.31,-4.67,-1.98,-2.72,-2.5,-3.36,-2.93,-5.5,1.5,-1.13,-4.97,-2.68,-2.76,-1.59,-0.96,-5.98,-2.41
 ETANOL,6.63,-0.95,-0.68,-0.29,-1.15,-1.95,       -,-1.21,4.56,-1.42,-6.19,-0.23,-0.61,-0.3,-1.62,-1.65,-0.75
 ÓLEO DIESEL,       -,-1.78,-2.28,       -,-0.54,       -,-1.74,-2.62,-0.14,-3.6,-0.92,-1.31,-2.1,-1.89,-3.14,       -,-1.61
 GÁS VEICULAR,-0.45,       -,       -,0.42,-4.82,       -,       -,       -,1.54,       -,       -,0.01,       -,       -,       -,-0.03,-1.77
 SAÚDE E CUIDADOS PESSOAIS,0.45,0.86,0.23,0.08,0.25,0.13,0.34,0.1,0.11,0.02,-0.18,0.5,0.07,-0.06,-0.52,0.15,0.26
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.5,0.33,0.18,-0.24,-0.33,-0.7,-0.03,0.02,-0.9,-0.72,-0.16,0.05,-1.25,-0.49,-0.18,0.15,-0.28
 PRODUTOS FARMACÊUTICOS,-0.46,0.31,0.15,0.03,-0.34,-0.69,-0.12,0.43,-0.78,-0.72,-0.22,0.07,-1.31,-0.37,-0.11,0.1,-0.26
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.44,0.34,-0.74,-1.31,2.57,0.51,-0.33,0.88,-1.29,-0.19,-0.71,-0.65,-1.22,0.72,-0.85,0,0.46
 ANALGÉSICO E ANTITÉRMICO,0.02,0.71,-0.44,-1.05,1.07,0.42,0.56,0.95,0.62,-1,0.29,-0.24,-0.25,-0.31,0.52,0.95,0.3
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.52,-2.55,-2.27,2.71,0.02,-1.92,0.77,1.51,-0.43,-0.67,-0.92,-1.76,-1.23,-0.25,0.66,0.07,-0.39
 ANTIGRIPAL E ANTITUSSÍGENO,-2.37,0.16,-0.51,-0.3,1.02,-1.99,-0.93,0.59,0,-0.05,0.73,0.27,0.9,-1.25,-2.07,-0.45,-0.15
 DERMATOLÓGICO,-1.04,0.5,1.96,-1.89,-0.75,       -,0.66,-0.44,0.45,-0.48,0.34,-0.16,-0.31,-0.71,-0.6,0.05,-0.07
 ANTIALÉRGICO E BRONCODILATADOR,0.79,0.72,-0.3,-2.24,-0.79,-1.15,-1.06,-0.19,-0.87,-1.07,0.18,-0.37,-0.98,-0.55,-2.82,-0.7,-0.48
 GASTROPROTETOR,-0.12,0.43,-0.08,-0.66,-2.88,-1.1,1.18,-0.76,-0.46,0.3,0.36,-0.51,-0.97,-0.48,-1.35,1.01,-0.87
 VITAMINA E FORTIFICANTE,0.93,0.4,-0.15,0.03,-0.16,0.4,0.93,-0.31,0.06,0.09,0.2,-0.16,-0.08,-0.45,-1.18,-0.31,0.14
 HORMÔNIO,-0.85,0.93,-0.18,-1.26,-0.35,-1.8,-0.52,0.67,-1.46,-1.46,0.01,-0.02,-2.36,-0.37,-0.53,0.25,-0.47
 PSICOTRÓPICO E ANOREXÍGENO,-0.94,-0.01,0.38,0.8,-2.4,0.1,-1.03,-0.54,0.42,-0.06,-0.86,-1.21,-3,-0.37,2.14,0.2,-0.75
 HIPOTENSOR E HIPOCOLESTEROLÊMICO,-0.98,0.95,1.93,1.3,-0.63,-0.61,-1.88,1.27,-3.37,-1.46,-0.75,2.36,-1.57,-0.37,1.03,-0.32,-0.31
 OFTALMOLÓGICO,-0.72,0.08,0.12,-0.03,0.02,       -,-1.95,-0.01,0.03,-1.62,0.18,-2.1,-0.67,-0.37,2,       -,-0.32
 PRODUTOS ÓTICOS,-1.24,0.48,0.78,-2.28,-0.22,-0.89,1.15,-2.27,-2.18,-0.75,0.74,-0.18,-0.47,-1.83,-0.95,1.06,-0.56
 ARMAÇÃO DE ÓCULOS,       -,1.68,       -,       -,-2.59,       -,       -,0.21,-1.28,-0.46,       -,       -,       -,       -,       -,2,-1.55
 ÓCULOS SEM GRAU,-3.63,0.33,2.9,-1.62,0.43,       -,2.52,-0.61,-6.96,-0.23,-0.61,-0.53,0.73,0.37,-1.7,       -,-0.69
 LENTES DE ÓCULOS E DE CONTATO,0.56,0.23,-0.45,-2.92,1.38,-0.89,0.1,-3.37,0.56,-1.13,2.32,-0.02,-0.99,-2.84,-0.77,0.78,-0.2
 SERVIÇOS DE SAÚDE,0.8,1.32,0.93,0.77,0.75,0.68,1.15,0.58,0.7,1.02,0.39,0.97,0.66,1.17,0.44,0.93,0.83
 SERVIÇOS MÉDICOS E DENTÁRIOS,0.91,1.67,0.7,0.86,0.43,0.21,3.03,-0.27,0.86,1.01,-0.07,1.58,0.63,2.38,0.14,1.39,0.76
 MÉDICO,0,3.23,0.74,1.69,0.1,0.58,0.87,-2.32,-0.27,1.99,0,2.28,1.36,1.39,0,1.52,0.77
 DENTISTA,1.52,-0.12,0.51,0.78,1.12,-0.39,6.35,0.85,2.07,0.82,0,-0.16,0.05,2.88,0.72,1.07,1.04
 APARELHO ORTODÔNTICO,       -,0.07,       -,       -,1.81,       -,       -,       -,       -,-0.34,       -,       -,-0.53,       -,       -,       -,0.74
 ARTIGOS ORTOPÉDICOS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.85,       -,       -,       -,       -,       -,-0.85
 FISIOTERAPEUTA,1.48,       -,       -,       -,0.72,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.85
 PSICÓLOGO,1.68,0.64,1.64,-2.44,-3.32,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,-1.02
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.56,3.08,2.17,-0.08,0.97,0.82,0.23,1.02,0.2,1.56,-0.04,0.71,-0.18,0.82,-0.49,1.08,1.22
 EXAME DE LABORATÓRIO,-0.23,-0.28,0.56,0.66,       -,1.64,0.19,-0.59,-0.38,-1.14,-0.11,-1.16,1.25,0,-2.63,0.02,0.06
 HOSPITALIZAÇÃO E CIRURGIA,1.01,4.57,3.47,0.1,1.12,-0.4,1.01,1.64,0.59,2.15,0,1.42,0,       -,0,1.84,1.81
 EXAME DE IMAGEM,0.19,0.12,0.86,-0.92,-0.06,       -,-0.66,2.11,-0.2,0.07,0,0.36,-1.14,2.02,0.24,0.17,0.11
 PLANO DE SAÚDE,0.8,0.78,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 PLANO DE SAÚDE,0.8,0.78,0.8,0.8,0.8,0.8,0.8,0.8,0.74,0.8,0.8,0.8,0.8,0.8,0.72,0.8,0.8
 CUIDADOS PESSOAIS,0.92,0.83,-1.24,-0.98,-0.58,0.36,-0.02,-0.39,0.46,-0.7,-1.27,0.2,0.44,-1.02,-2.04,-0.93,-0.31
 HIGIENE PESSOAL,0.92,0.83,-1.24,-0.98,-0.58,0.36,-0.02,-0.39,0.46,-0.7,-1.27,0.2,0.44,-1.02,-2.04,-0.93,-0.31
 PRODUTO PARA CABELO,-0.48,4.77,-1.05,0.76,-1.56,1.08,-1.99,2.54,3.57,-0.51,1.15,-0.92,1.13,-0.14,-0.46,2.12,0.16
 FRALDA DESCARTÁVEL,       -,-1.86,0.06,0.87,       -,1.98,0.98,       -,0.27,-0.06,-0.63,       -,-1.6,1.78,-0.93,-0.24,-0.13
 PRODUTO PARA BARBA,       -,0.25,       -,       -,       -,       -,-0.16,       -,       -,       -,       -,1.32,       -,       -,       -,       -,0.31
 PRODUTO PARA PELE,2.55,-0.59,-1.06,1.82,1.24,1.94,-1.46,2.76,2.72,1.42,-1.75,-0.43,1.62,1.83,1.99,0.68,0.82
 PRODUTO PARA HIGIENE BUCAL,0.17,2.05,1.06,-2.29,-2.5,0.62,1.92,2.22,-0.49,-0.15,0.62,-0.21,0.63,0.48,0.15,2.1,-0.27
 PRODUTO PARA UNHA,2.38,4.46,-0.28,1.05,-1.53,       -,-1.64,-3.53,-1.8,       -,-0.65,       -,2.3,-0.29,-2.17,       -,-0.11
 PERFUME,1.1,-1.33,-3.17,-2.87,-1.3,-1.15,-0.21,-2.08,-0.78,-3.49,-3.33,0.52,-0.19,-2.98,-3.54,-2.95,-1.54
 DESODORANTE,1.75,2.42,-0.31,2.45,0.45,0.33,2.45,-0.87,-1.28,2.77,0.32,1.82,-1.29,-1.05,1.76,1,0.84
 ABSORVENTE HIGIÊNICO,       -,       -,       -,-0.49,       -,       -,2.12,-0.97,       -,       -,       -,       -,       -,1.07,       -,1.71,0.55
 SABONETE,0.92,1.63,1.54,3.31,1.11,-0.07,1.8,1.16,2.31,-1.62,1.28,-0.19,2.91,0.12,-2.26,0.15,1.03
 PAPEL HIGIÊNICO,-1.05,1.41,-0.25,-0.53,-0.22,0.27,0.12,1.17,-1.7,1.23,2.15,0.81,-1.04,0.08,-2.27,1.24,0.09
 ARTIGOS DE MAQUIAGEM,1.8,-0.65,-2.5,-2.43,2.87,1.27,1.53,-1.6,2.23,0.75,-2.85,0.55,2.35,0.69,-0.82,-0.63,0.74
 DESPESAS PESSOAIS,0.91,0.97,0.8,0.25,0.56,0.26,0.39,0.76,0.31,0.47,0.24,0.72,0.41,0.65,0.28,0.82,0.61
 SERVIÇOS PESSOAIS,0.19,0.79,0.52,-0.04,0.47,0.37,0.79,0.67,0.5,0.41,0.51,0.38,0.49,0.76,0.23,0.63,0.45
 SERVIÇOS PESSOAIS,0.19,0.79,0.52,-0.04,0.47,0.37,0.79,0.67,0.5,0.41,0.51,0.38,0.49,0.76,0.23,0.63,0.45
 COSTUREIRA,       -,       -,1.26,0.03,       -,       -,-0.31,1.34,0.45,0.52,       -,       -,       -,-0.56,0.73,2.35,0.6
 MANICURE,-0.57,0.49,1.22,0,0.67,-0.23,2.42,3.65,0.93,1.97,0.21,2.21,2.44,1.35,1.34,4.2,0.85
 CABELEIREIRO,-0.05,2.52,0.91,-1.06,0.71,0.79,1.56,0.68,0.99,0.27,1.29,-0.13,0.52,2.11,-0.67,0.16,0.69
 EMPREGADO DOMÉSTICO,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
 DEPILAÇÃO,       -,       -,0.94,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.75,       -,       -,       -,0.9
 DESPACHANTE,       -,2.66,2.44,       -,2.6,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.6
 SERVIÇO BANCÁRIO,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
 CONSELHO DE CLASSE,       -,       -,       -,0.22,       -,       -,       -,       -,       -,0.3,       -,       -,0.22,       -,       -,       -,0.27
" RECREAÇÃO, FUMO E FOTOGRAFIA",2.11,1.21,1.35,0.84,0.7,0.01,-0.31,0.92,-0.08,0.56,-0.39,1.43,0.17,0.47,0.41,1.19,0.89
 RECREAÇÃO,2.7,1.81,1.91,1.08,1.06,0.01,-0.43,1.41,-0.12,0.72,-0.57,1.86,0.24,0.62,0.57,1.63,1.25
 CINEMA,2.15,0.95,2.5,1.15,0.85,0.22,0.71,       -,1.6,-0.83,-5.54,1.26,0,       -,4.63,0.72,0.99
 CD E DVD,       -,       -,1.58,0.06,0.74,0.45,-0.43,1.49,-0.12,0.72,       -,       -,0.24,0.62,0.57,0.81,0.58
 INGRESSO PARA JOGO,       -,       -,       -,0.28,       -,       -,0,       -,3.74,       -,       -,       -,       -,       -,       -,       -,1.71
 CLUBE,2.86,2.69,1.35,       -,0.85,       -,       -,       -,       -,-0.2,0,       -,0,0,       -,       -,1.17
 INSTRUMENTO MUSICAL,-1.76,1.76,       -,       -,-1.91,       -,       -,       -,       -,       -,       -,-2.01,0.56,       -,       -,       -,-1.22
 TRATAMENTO DE ANIMAIS,-0.34,1.76,1.99,2.47,0.7,1.29,2.14,2.25,0.03,2.71,0.24,1.35,-0.12,       -,       -,1.38,1.06
 BICICLETA,0.14,       -,-3.27,0.08,-1.53,2.37,-0.49,0.86,-3.47,-0.05,-0.81,0.14,-0.48,1.03,-0.47,-1.22,-1.12
 ALIMENTO PARA ANIMAIS,0.11,1.39,0.37,0.9,2.19,1.53,-0.77,0.37,0.26,1.05,0.83,-0.16,1.78,0.72,-0.04,-0.26,1.09
 BRINQUEDO,0.09,0.43,0.09,-0.05,1.85,-0.04,-2.4,0.57,-0.19,-0.02,-1.45,2.22,0.93,0.35,0.67,2.69,0.71
 LOCAÇÃO DE DVD,0,1.81,1.91,1.08,0,0.01,-0.43,1.41,-0.12,0.72,-0.57,1.86,       -,       -,0.57,1.63,0.63
 BOATE E DANCETERIA,-4.09,1.34,0.63,-1.09,-0.55,0,-1.13,0.75,-3.57,0,-4.08,-1.12,-1.14,-1.11,-1.14,-1.52,-0.65
 JOGOS DE AZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MOTEL,       -,       -,       -,       -,       -,       -,-0.48,       -,       -,       -,       -,       -,       -,       -,1.47,       -,0.22
 HOTEL,8.34,-2.04,-2.03,2.61,1.39,-4.46,0.24,11.21,1.47,-0.74,-1.68,5.67,-0.26,1.84,0.88,14.09,1.06
 EXCURSÃO,7.41,9.89,7.96,8.05,6.8,5.01,5.59,4.31,       -,3.36,6.16,3.47,-0.43,       -,       -,       -,6.77
 FUMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CIGARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 FOTOGRAFIA E FILMAGEM,0.71,-0.56,-0.74,0.55,-0.65,0.4,1.53,-0.18,0.12,-0.8,-0.61,-1.47,-1.31,0.01,0.66,0.66,-0.31
 MÁQUINA FOTOGRÁFICA,2.05,-0.33,-1.71,-0.93,-0.65,-0.61,1.53,-0.95,0.37,-0.8,-1.81,-2.25,-2.8,0.01,1.54,0.66,-0.47
 REVELAÇÃO E CÓPIA,-0.35,-0.85,0,1.7,       -,0.73,       -,1.11,0,-0.8,0,-0.46,0,       -,0,       -,-0.03
 EDUCAÇÃO,0.21,0.14,0.01,0.15,0.17,0.13,0.06,0.11,0.07,-0.03,0.13,-0.1,-0.23,0.15,0.29,0.08,0.12
" CURSOS, LEITURA E PAPELARIA",0.21,0.14,0.01,0.15,0.17,0.13,0.06,0.11,0.07,-0.03,0.13,-0.1,-0.23,0.15,0.29,0.08,0.12
 CURSOS REGULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CRECHE,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 EDUCAÇÃO INFANTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO FUNDAMENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO MÉDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ENSINO SUPERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 PÓS-GRADUAÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 LEITURA,1.02,0.72,1.01,1.37,3.03,1.23,1.36,0.63,1.07,2.32,0.5,0.32,1.5,2.18,1.18,1.43,1.62
 JORNAL DIÁRIO,0,0,0,       -,5.05,0,0,       -,       -,0,0,0,       -,       -,0,       -,2.22
 ASSINATURA DE JORNAL,0,0,0,1.12,       -,       -,       -,       -,       -,20.13,       -,-3.62,       -,       -,       -,       -,1.17
 REVISTA,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
 LIVRO,3.41,2.28,2.33,1.81,2.59,2.66,3.36,0.24,1.17,0.38,0.47,2.38,2.38,3.57,2.08,1.68,2.2
 PAPELARIA,-2.26,0.87,-1.17,0.56,-1.77,-0.36,-2.03,0.73,-1.55,-3.34,0.42,-2.02,-2.84,0.07,1.91,-0.24,-1.2
 CADERNO,-3.24,-1.57,-0.47,-0.67,-3.31,-0.22,-3.15,1.26,-3,-3.22,0.17,-1.03,-3.09,-1.38,2.6,-1.57,-2.11
 FOTOCÓPIA,       -,       -,2.65,-0.58,       -,       -,0,1.47,3.45,       -,       -,       -,       -,1.41,0.05,1.22,1.56
 ARTIGOS DE PAPELARIA,-1.43,2.85,-2.36,1.96,-0.72,-0.41,-1.26,-0.35,-2.83,-3.41,0.53,-2.81,-2.54,0.99,2.2,-0.15,-0.92
 CURSOS DIVERSOS,0.91,-0.1,0.04,-0.13,-0.17,0,0.53,-0.18,0.6,0.41,0.4,0.07,0,0.14,-0.3,-0.12,0.15
 CURSO PREPARATÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 CURSO TÉCNICO,       -,0,0,       -,0,0,0,0,0,0,       -,0,0,0,0,0,0.0
 CURSO DE IDIOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0.0
 CURSO DE INFORMÁTICA,       -,-0.91,0,-1.52,0,       -,0,-0.68,2.52,2.17,2.03,0.17,0,0.17,-1.59,       -,0.17
 AUTOESCOLA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.31,       -,       -,0.31
 ATIVIDADES FÍSICAS,2.57,0.44,0.21,0.45,-0.82,0,1.74,-0.28,1.51,-0.43,-0.09,0.18,0,0.3,-0.08,-0.66,0.54
 COMUNICAÇÃO,0.08,-0.04,0.17,0.09,-0.02,-0.01,0.01,0.06,0.21,0.01,0.04,0,-0.08,-0.03,-0.1,0.15,0.04
 COMUNICAÇÃO,0.08,-0.04,0.17,0.09,-0.02,-0.01,0.01,0.06,0.21,0.01,0.04,0,-0.08,-0.03,-0.1,0.15,0.04
 COMUNICAÇÃO,0.08,-0.04,0.17,0.09,-0.02,-0.01,0.01,0.06,0.21,0.01,0.04,0,-0.08,-0.03,-0.1,0.15,0.04
 CORREIO,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,0.0
 TELEFONE FIXO,0.3,-0.03,0.32,-0.02,-0.23,-0.02,-0.01,-0.01,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,0.2,-0.02,0.0
 TELEFONE PÚBLICO,       -,0,0,       -,0,0,0,0,0,0,0.37,0,0,0,0,       -,0.04
 TELEFONE CELULAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 ACESSO À INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 APARELHO TELEFÔNICO,0.08,-0.94,1.36,1.36,1.77,-0.34,0.34,0.94,4.32,0.73,0.31,0.07,-2.73,-0.4,-2.88,2.28,1.07
 TELEFONE COM INTERNET - PACOTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TV POR ASSINATURA COM INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,       -,0,0,0.0
